"","mydata[, 2]"
"2016-10-14",1218.7257289511
"2016-10-17",1222.52630661982
"2016-10-18",1216.12365660932
"2016-10-19",1214.24069679412
"2016-10-20",1215.56668820237
"2016-10-24",1206.54300368018
"2016-10-25",1202.32121262582
"2016-10-26",1210.90889355748
"2016-10-27",1212.57614108062
"2016-10-28",1205.5929248189
"2016-10-31",1201.97560622561
"2016-11-01",1199.91714175645
"2016-11-02",1201.89815216829
"2016-11-04",1201.19701112355
"2016-11-07",1198.87769594911
"2016-11-08",1209.78905788488
"2016-11-09",1203.0947257286
"2016-11-10",1232.71705370151
"2016-11-11",1223.94496897064
"2016-11-14",1223.85017416451
"2016-11-15",1218.06572738487
"2016-11-16",1220.0471376265
"2016-11-17",1233.01926156717
"2016-11-18",1229.60971703861
"2016-11-21",1230.37007405203
"2016-11-22",1229.82942664458
"2016-11-25",1229.22633814777
"2016-11-28",1229.32252819948
"2016-11-29",1224.97308082684
"2016-11-30",1217.5454404554
"2016-12-01",1231.91157325379
"2016-12-02",1228.76391188015
"2016-12-05",1229.08392463986
"2016-12-06",1236.80821261401
"2016-12-07",1234.47817240699
"2016-12-08",1234.90800877047
"2016-12-09",1236.08391850281
"2016-12-12",1232.22413861036
"2016-12-13",1234.12937644651
"2016-12-14",1239.71347535925
"2016-12-15",1227.49852356483
"2016-12-16",1224.03198599386
"2016-12-19",1221.00039939758
"2016-12-20",1223.94616569462
"2016-12-21",1218.98174924342
"2016-12-22",1217.90335448096
"2016-12-28",1217.84350028347
"2016-12-29",1210.53437256859
"2017-01-04",1215.59273580024
"2017-01-05",1222.56479520785
"2017-01-06",1225.78858292101
"2017-01-10",1228.85963708282
"2017-01-11",1241.10525174674
"2017-01-12",1236.48538195764
"2017-01-13",1235.93282640956
"2017-01-17",1235.65567735619
"2017-01-18",1241.07361104531
"2017-01-19",1245.01012228363
"2017-01-20",1239.49386066528
"2017-01-23",1251.43856453729
"2017-01-24",1272.17122860054
"2017-02-02",1271.80244986007
"2017-02-03",1263.27562746427
"2017-02-06",1266.05432996042
"2017-02-07",1262.53245802414
"2017-02-08",1265.28438668758
"2017-02-09",1260.31157328288
"2017-02-10",1260.45324035024
"2017-02-13",1256.52762556593
"2017-02-14",1255.11187246906
"2017-02-15",1254.87236624515
"2017-02-16",1252.36978829364
"2017-02-17",1241.97068226501
"2017-02-21",1236.7598309239
"2017-02-22",1239.93314904525
"2017-02-23",1236.68960757688
"2017-02-24",1226.88074423675
"2017-03-02",1226.63450844067
"2017-03-03",1222.95074523264
"2017-03-06",1226.29679493176
"2017-03-07",1221.84961338017
"2017-03-08",1213.58795971417
"2017-03-09",1209.48785880827
"2017-03-10",1211.73866876244
"2017-03-13",1212.60679118807
"2017-03-14",1211.32730842884
"2017-03-15",1208.29201694787
"2017-03-16",1214.56563497702
"2017-03-17",1208.64264038877
"2017-03-21",1210.04638855891
"2017-03-22",1210.55892190353
"2017-03-23",1218.37744776649
"2017-03-24",1212.83369533668
"2017-03-27",1199.704348418
"2017-03-28",1206.63624287179
"2017-03-29",1207.51124296951
"2017-03-30",1209.70912126121
"2017-03-31",1209.12411682231
"2017-04-05",1220.2373686906
"2017-04-06",1215.05078226329
"2017-04-07",1215.82049108074
"2017-04-10",1210.3298474321
"2017-04-11",1210.37612108206
"2017-04-12",1205.6973212701
"2017-04-13",1207.08568001149
"2017-04-18",1219.80493503359
"2017-04-19",1231.19148995462
"2017-04-20",1229.41143281175
"2017-04-21",1224.63008106556
"2017-04-24",1218.19522111975
"2017-04-25",1219.20546944081
"2017-04-26",1217.4406886517
"2017-04-27",1217.57030057453
"2017-04-28",1214.75979533941
"2017-05-02",1209.66703956892
"2017-05-08",1211.56192988603
