"","mydata[, 2]"
"2016-03-17",1218.27347235387
"2016-03-18",1212.7518144303
"2016-03-22",1205.35488717021
"2016-03-23",1205.59859977477
"2016-03-24",1203.51778948085
"2016-03-29",1200.22905778812
"2016-03-30",1197.27672300496
"2016-03-31",1191.1264930627
"2016-04-01",1204.90698403549
"2016-04-06",1204.61169362726
"2016-04-07",1209.82087334612
"2016-04-08",1206.69810469857
"2016-04-11",1209.13255504475
"2016-04-12",1203.55257292971
"2016-04-14",1199.76821119024
"2016-04-15",1205.07669743599
"2016-04-18",1198.02102388087
"2016-04-19",1205.36622259273
"2016-04-20",1208.01770780785
"2016-04-21",1213.51814645382
"2016-04-22",1210.65593695589
"2016-04-25",1215.28665722943
"2016-04-26",1220.16855173265
"2016-04-27",1228.20724136327
"2016-04-28",1225.5255883455
"2016-05-09",1227.46609009748
"2016-05-10",1225.59797438668
"2016-05-11",1234.87759219989
"2016-05-12",1232.6373716572
"2016-05-13",1230.1212740551
"2016-05-16",1233.3029860388
"2016-05-17",1236.98685783043
"2016-05-18",1232.5858936434
"2016-05-19",1231.47766923375
"2016-05-20",1230.63911597314
"2016-05-23",1229.40675881488
"2016-05-24",1225.14437123048
"2016-05-25",1227.93536694645
"2016-05-26",1224.59331550545
"2016-05-27",1227.89526960544
"2016-05-31",1222.95733202119
"2016-06-01",1223.55080519797
"2016-06-02",1220.43349398423
"2016-06-03",1218.66719587506
"2016-06-07",1216.01916603022
"2016-06-08",1213.8062563386
"2016-06-13",1208.02033666311
"2016-06-14",1207.68336473696
"2016-06-15",1203.48822140107
"2016-06-16",1205.9463765152
"2016-06-17",1202.48937598135
"2016-06-20",1205.27600908726
"2016-06-21",1204.05702861904
"2016-06-22",1208.959869711
"2016-06-23",1203.6328402154
"2016-06-24",1201.7613365299
"2016-06-27",1209.17080339358
"2016-06-28",1208.83637351095
"2016-06-29",1208.94212609433
"2016-06-30",1209.20593640064
"2016-07-05",1210.69371168056
"2016-07-06",1215.08949027023
"2016-07-07",1214.32052747216
"2016-07-11",1217.62025497481
"2016-07-12",1211.19591932822
"2016-07-13",1207.85897974737
"2016-07-14",1207.21278390461
"2016-07-15",1204.51364799795
"2016-07-19",1186.98185116675
"2016-07-20",1185.2423554825
"2016-07-21",1190.00469367928
"2016-07-22",1183.09550752659
"2016-07-25",1184.36102304596
"2016-07-26",1191.28019328538
"2016-07-27",1188.64306140377
"2016-07-28",1183.63603503452
"2016-07-29",1194.38099567459
"2016-08-01",1202.12992508351
"2016-08-03",1216.60881918674
"2016-08-04",1218.14133045718
"2016-08-05",1214.44341012552
"2016-08-08",1217.42885237833
"2016-08-09",1218.32598011386
"2016-08-10",1221.74691098857
"2016-08-12",1216.78340666012
"2016-08-16",1220.68201092745
"2016-08-17",1220.20323831875
"2016-08-18",1215.35431129896
"2016-08-19",1220.6610034584
"2016-08-22",1222.01954414968
"2016-08-23",1217.47146444302
"2016-08-24",1225.39544764281
"2016-08-25",1232.97874038131
"2016-08-26",1234.79181576469
"2016-08-29",1231.66734655714
"2016-08-30",1224.78497046737
"2016-08-31",1230.08431101139
"2016-09-01",1227.29851599677
"2016-09-02",1221.83794523763
"2016-09-06",1220.79949849117
"2016-09-07",1222.22311923032
"2016-09-08",1223.70787131144
"2016-09-09",1228.66768159445
"2016-09-12",1219.17002403742
"2016-09-13",1218.60189013528
"2016-09-20",1220.61172113493
"2016-09-21",1218.73764510825
"2016-09-23",1218.21088838198
"2016-09-26",1218.67063577018
"2016-09-29",1219.30043417724
"2016-09-30",1214.49244293451
"2016-10-04",1215.47574982995
"2016-10-05",1216.03096404822
"2016-10-06",1213.83164412957
"2016-10-07",1212.94907034495
"2016-10-11",1217.34469366651
"2016-10-12",1212.3613892939
"2016-10-13",1213.38188939064
