1.000000000000000000e+00,4.528214221485653626e-03,2.819426202173646451e-02,5.625000000000000000e-01,6.063877431956068431e-01,8.000000000000000000e+00,1.600000000000000000e+01
3.000000000000000000e+00,8.593114989000191425e-03,1.766122167703705961e-02,6.666666666666666297e-01,7.712308767188152947e-01,1.600000000000000000e+01,3.000000000000000000e+00
3.000000000000000000e+00,9.961366475210231552e-03,5.577526226728968251e-03,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00
3.000000000000000000e+00,1.041346442224799773e-02,2.511060380967066949e-02,5.000000000000000000e-01,7.635947065189324645e-01,2.000000000000000000e+00,4.000000000000000000e+00
3.000000000000000000e+00,-6.823849395870798702e-04,2.888102633417648571e-02,4.444444444444444198e-01,4.840613436080236087e-01,1.500000000000000000e+01,9.000000000000000000e+00
2.500000000000000000e+00,9.418509143095202610e-03,2.370407537904755529e-02,8.333333333333333703e-01,7.320735453910083290e-01,9.000000000000000000e+00,6.000000000000000000e+00
3.000000000000000000e+00,2.244490995503534148e-02,3.290120209818395841e-02,5.000000000000000000e-01,9.823820109965818448e-01,7.000000000000000000e+00,2.000000000000000000e+00
1.500000000000000000e+00,1.145928861734781500e-02,4.603626586434481083e-02,5.833333333333333703e-01,6.572589476041306167e-01,6.000000000000000000e+00,1.200000000000000000e+01
2.500000000000000000e+00,1.446735810881961265e-02,2.750026645809974107e-02,6.250000000000000000e-01,8.199485472780505546e-01,1.700000000000000000e+01,8.000000000000000000e+00
2.000000000000000000e+00,3.251535062446992558e-02,3.548478800841566722e-02,7.142857142857143016e-01,8.816356650434438169e-01,4.000000000000000000e+00,7.000000000000000000e+00
3.000000000000000000e+00,2.073999887770572315e-02,5.984677565800822913e-02,5.000000000000000000e-01,7.450490220564571775e-01,2.000000000000000000e+01,2.000000000000000000e+00
1.000000000000000000e+00,3.013646450913151469e-03,1.872747687387874352e-02,6.521739130434782705e-01,5.945463718133291442e-01,1.000000000000000000e+01,2.300000000000000000e+01
1.000000000000000000e+00,-5.100768085762504836e-04,6.495048339509372493e-02,8.333333333333333703e-01,4.942068844644573189e-01,9.000000000000000000e+00,1.200000000000000000e+01
1.000000000000000000e+00,-2.928581966761809909e-03,7.081756426852445219e-02,6.470588235294117974e-01,4.719190379994404050e-01,1.000000000000000000e+01,1.700000000000000000e+01
2.500000000000000000e+00,8.800341372567398526e-03,2.065386193760718886e-02,7.777777777777777901e-01,7.246690537147111311e-01,5.000000000000000000e+00,9.000000000000000000e+00
2.000000000000000000e+00,1.428672590985265688e-02,2.869415635772199283e-02,6.666666666666666297e-01,7.923612162300637252e-01,6.000000000000000000e+00,6.000000000000000000e+00
1.500000000000000000e+00,9.100166975480423678e-03,4.439957050102510960e-02,5.000000000000000000e-01,6.335137603395945005e-01,8.000000000000000000e+00,1.400000000000000000e+01
2.500000000000000000e+00,-4.661192358264098709e-03,3.893734940712380299e-02,5.999999999999999778e-01,4.054912475505575431e-01,3.000000000000000000e+00,5.000000000000000000e+00
3.000000000000000000e+00,1.875511176478183994e-02,3.260187825484449353e-02,7.500000000000000000e-01,9.339484504484678595e-01,3.000000000000000000e+00,4.000000000000000000e+00
2.500000000000000000e+00,8.498746789670314980e-03,3.579065733535154170e-02,5.714285714285713969e-01,6.533204920892726753e-01,8.000000000000000000e+00,7.000000000000000000e+00
2.000000000000000000e+00,1.117473899302289311e-02,2.658491819486353408e-02,5.454545454545454142e-01,7.557613175904221992e-01,9.000000000000000000e+00,1.100000000000000000e+01
2.000000000000000000e+00,1.086889527718823065e-02,2.732907748874722695e-02,5.714285714285713969e-01,7.174464466583423405e-01,7.000000000000000000e+00,7.000000000000000000e+00
3.000000000000000000e+00,6.943619440678894033e-04,2.001570463567351257e-02,5.999999999999999778e-01,5.219910261656802719e-01,4.000000000000000000e+00,5.000000000000000000e+00
3.000000000000000000e+00,3.051143777353626518e-02,5.436820017451905740e-02,7.500000000000000000e-01,9.768657035080945406e-01,1.400000000000000000e+01,4.000000000000000000e+00
2.500000000000000000e+00,3.892685012190444382e-02,nan,1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.405221055624743427e-02,3.563124101617093364e-02,6.153846153846154188e-01,7.889008071297999303e-01,8.000000000000000000e+00,1.300000000000000000e+01
2.500000000000000000e+00,3.076121011697777966e-03,2.643343471402760311e-02,3.333333333333333148e-01,5.807520329536471904e-01,4.000000000000000000e+00,3.000000000000000000e+00
2.000000000000000000e+00,2.926304816704650147e-02,2.822815118800242259e-02,1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,4.000000000000000000e+00
3.000000000000000000e+00,-1.207858282180973575e-02,6.390587466876260225e-02,6.666666666666666297e-01,3.637343881396229994e-01,1.300000000000000000e+01,3.000000000000000000e+00
3.000000000000000000e+00,1.189109410989406222e-02,8.335077462181674640e-03,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00
1.000000000000000000e+00,-1.768206321771196091e-02,5.843269257328590621e-02,2.666666666666666630e-01,2.999265227242016163e-01,9.000000000000000000e+00,1.500000000000000000e+01
1.500000000000000000e+00,3.923253859109551538e-03,4.509896822573153385e-02,6.363636363636363535e-01,5.534115841558484572e-01,7.000000000000000000e+00,1.100000000000000000e+01
2.000000000000000000e+00,2.629230472127165943e-02,4.191465804020483993e-02,7.142857142857143016e-01,8.836124318173218528e-01,6.000000000000000000e+00,7.000000000000000000e+00
2.500000000000000000e+00,-7.079849529932413961e-03,1.188666456534101003e-02,2.000000000000000111e-01,1.959537561318349663e-01,2.000000000000000000e+00,5.000000000000000000e+00
2.000000000000000000e+00,2.680395436473946222e-02,8.005073459357148202e-02,4.285714285714285476e-01,7.569073495451630329e-01,5.000000000000000000e+00,7.000000000000000000e+00
1.000000000000000000e+00,3.437802656550137392e-03,5.873266811747101385e-02,6.250000000000000000e-01,5.364461231928839835e-01,9.000000000000000000e+00,1.600000000000000000e+01
3.000000000000000000e+00,7.838737376139968266e-03,1.864202676188452673e-02,7.142857142857143016e-01,8.087668028706517243e-01,4.000000000000000000e+00,7.000000000000000000e+00
3.000000000000000000e+00,5.318060528773438378e-02,4.766630494294767789e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.700000000000000000e+01,3.000000000000000000e+00
1.500000000000000000e+00,2.378248718254977970e-03,2.720248003595263434e-02,6.666666666666666297e-01,5.592780555008870502e-01,5.000000000000000000e+00,6.000000000000000000e+00
2.500000000000000000e+00,3.947639457985425981e-02,4.898957566712321132e-02,5.999999999999999778e-01,8.990755747686161037e-01,8.000000000000000000e+00,5.000000000000000000e+00
3.000000000000000000e+00,6.526407651029125269e-03,2.844706425265771527e-02,3.333333333333333148e-01,6.733078880622915818e-01,3.000000000000000000e+00,3.000000000000000000e+00
2.000000000000000000e+00,1.793042644260554874e-02,8.204357700668754583e-02,6.923076923076922906e-01,6.358684138129032659e-01,9.000000000000000000e+00,1.300000000000000000e+01
3.000000000000000000e+00,5.745791303026143333e-03,5.498109141537529942e-02,4.000000000000000222e-01,5.802452736238951081e-01,1.100000000000000000e+01,5.000000000000000000e+00
3.000000000000000000e+00,1.859308888770189183e-01,nan,1.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,2.588582088384835250e-02,2.749023335183390510e-02,8.181818181818182323e-01,9.730308660873069337e-01,1.400000000000000000e+01,1.100000000000000000e+01
