2.01E+07,3.58E+00,2.35E+00,2.00E-01,0.0000,0.00,0.00,0,0.00
2.01E+07,3.57E+00,2.38E+00,1.41E-01,0.0000,0.00,0.00,0,0.00
2.01E+07,3.53E+00,2.44E+00,3.02E-03,0.0000,0.00,0.00,0,0.00
2.01E+07,3.51E+00,2.41E+00,3.18E-02,0.0000,0.00,0.00,0,0.00
2.01E+07,3.50E+00,2.42E+00,1.69E-02,0.0000,0.00,0.00,0,0.00
2.01E+07,3.46E+00,2.34E+00,1.01E-01,0.0000,0.00,0.00,0,0.00
2.01E+07,3.41E+00,2.35E+00,3.15E-02,0.0000,0.00,0.00,0,0.00
2.01E+07,3.40E+00,2.30E+00,1.13E-01,0.0000,0.00,0.00,0,0.00
2.01E+07,3.42E+00,2.26E+00,1.92E-01,0.0000,0.00,0.00,0,0.00
2.01E+07,3.41E+00,2.24E+00,2.03E-01,0.0000,0.00,0.00,0,0.00
2.01E+07,3.41E+00,2.23E+00,2.25E-01,0.0000,0.00,0.00,0,0.00
2.01E+07,3.37E+00,2.21E+00,2.25E-01,0.0000,0.00,0.00,0,0.00
2.01E+07,3.33E+00,2.18E+00,2.38E-01,0.0000,0.00,0.00,0,0.00
2.01E+07,3.23E+00,2.13E+00,2.20E-01,0.0000,0.00,0.00,0,0.00
2.01E+07,3.24E+00,2.17E+00,1.51E-01,0.0000,0.00,0.00,0,0.00
2.01E+07,3.25E+00,2.18E+00,1.43E-01,0.0000,0.00,0.00,0,0.00
2.01E+07,3.21E+00,2.22E+00,4.84E-02,0.0000,0.00,0.00,0,0.00
2.01E+07,3.17E+00,2.15E+00,1.17E-01,0.0000,0.00,0.00,0,0.00
2.01E+07,3.16E+00,2.16E+00,9.38E-02,0.0000,0.00,0.00,0,0.00
2.01E+07,3.16E+00,2.22E+00,-8.57E-03,0.0000,0.00,0.00,0,0.00
2.01E+07,3.18E+00,2.25E+00,-2.88E-02,0.0000,0.00,0.00,0,0.00
2.01E+07,3.20E+00,2.25E+00,-2.51E-02,0.0000,0.00,0.00,0,0.00
2.01E+07,3.25E+00,2.23E+00,6.86E-02,0.0000,0.00,0.00,0,0.00
2.01E+07,3.25E+00,2.27E+00,7.02E-03,0.0000,0.00,0.00,0,0.00
2.01E+07,3.20E+00,2.24E+00,3.30E-03,0.0000,0.00,0.00,0,0.00
2.01E+07,3.17E+00,2.22E+00,6.71E-03,0.0000,0.00,0.00,0,0.00
2.01E+07,3.19E+00,2.20E+00,6.60E-02,0.0000,0.00,0.00,0,0.00
2.01E+07,3.12E+00,2.17E+00,3.98E-02,0.0000,0.00,0.00,0,0.00
2.01E+07,3.10E+00,2.14E+00,5.62E-02,0.0000,0.00,0.00,0,0.00
2.01E+07,3.07E+00,2.16E+00,7.81E-03,0.0000,0.00,0.00,0,0.00
2.01E+07,3.03E+00,2.13E+00,3.63E-03,0.0000,0.00,0.00,0,0.00
2.01E+07,3.00E+00,2.09E+00,4.35E-02,0.0000,0.00,0.00,0,0.00
2.01E+07,2.98E+00,2.08E+00,3.33E-02,0.0000,0.00,0.00,0,0.00
2.01E+07,2.97E+00,2.15E+00,-8.60E-02,0.0000,0.00,0.00,0,0.00
2.01E+07,2.96E+00,2.16E+00,-1.16E-01,0.0000,0.00,0.00,0,0.00
2.01E+07,2.96E+00,2.13E+00,-6.90E-02,0.0000,0.00,0.00,0,0.00
2.01E+07,2.87E+00,2.11E+00,-1.24E-01,0.0000,0.00,0.00,0,0.00
2.01E+07,2.86E+00,2.10E+00,-1.15E-01,0.0000,0.00,0.00,0,0.00
2.01E+07,2.99E+00,2.13E+00,-3.28E-02,0.0000,0.00,0.00,0,0.00
2.01E+07,2.92E+00,2.20E+00,-2.17E-01,0.0000,0.00,0.00,0,0.00
2.01E+07,2.90E+00,2.16E+00,-1.69E-01,0.0000,0.00,0.00,0,0.00
2.01E+07,2.93E+00,2.12E+00,-6.09E-02,0.0000,0.00,0.00,0,0.00
2.01E+07,3.01E+00,2.10E+00,4.84E-02,0.0000,0.00,0.00,0,0.00
2.01E+07,3.02E+00,2.16E+00,-4.19E-02,0.0000,0.00,0.00,0,0.00
2.01E+07,3.02E+00,2.13E+00,-3.65E-03,0.0000,0.00,0.00,0,0.00
2.01E+07,3.03E+00,2.17E+00,-4.58E-02,0.0000,0.00,0.00,0,0.00
2.01E+07,3.04E+00,2.19E+00,-8.27E-02,0.0000,0.00,0.00,0,0.00
2.01E+07,3.02E+00,2.21E+00,-1.27E-01,0.0000,0.00,0.00,0,0.00
2.01E+07,3.04E+00,2.22E+00,-1.31E-01,0.0000,0.00,0.00,0,0.00
