1.219585837813144408e-03,3.569515291912664368e-02,3.333333333333333148e-01,5.238580241263386394e-01,1.100000000000000000e+01,9.000000000000000000e+00,5.643673258607866394e-01,-3.283103699164207967e+00
5.110643481816315795e-03,1.505670747847599744e-02,6.153846153846154188e-01,6.926166910678396293e-01,1.100000000000000000e+01,1.300000000000000000e+01,8.570264057691848736e-01,-2.621959799062070218e+00
-1.682230226870128423e-02,3.745989890629317087e-02,4.444444444444444198e-01,1.887741867068396251e-01,9.000000000000000000e+00,9.000000000000000000e+00,3.450613990425185906e-01,-2.441032521898264918e+00
4.568178287932267434e-05,2.565486885056880370e-02,5.000000000000000000e-01,5.011458930504835152e-01,4.000000000000000000e+00,8.000000000000000000e+00,-2.999407147676130814e-02,-2.446741708795314274e+00
-5.216394352798432894e-03,3.831645816069990246e-02,4.705882352941176405e-01,4.155264825177727994e-01,1.600000000000000000e+01,1.700000000000000000e+01,7.424038708385579666e-01,-2.899888124999206340e+00
3.881452438001772084e-03,2.334738417826854456e-02,7.500000000000000000e-01,6.017392781168353633e-01,8.000000000000000000e+00,1.200000000000000000e+01,1.539405685220338160e+00,-2.900608937892738215e+00
3.626574645064138420e-03,2.840403900037076143e-02,5.714285714285713969e-01,5.830691801075071901e-01,8.000000000000000000e+00,7.000000000000000000e+00,6.227954193812469397e-01,-2.090198138517200377e+00
1.145928861734781500e-02,4.603626586434481083e-02,5.833333333333333703e-01,6.572589476041306167e-01,6.000000000000000000e+00,1.200000000000000000e+01,2.816079868069958358e-01,-2.071886529525210463e+00
1.058246134596486226e-02,1.842269047225900472e-02,7.222222222222222099e-01,8.020295409074763571e-01,1.400000000000000000e+01,1.800000000000000000e+01,1.293069189973118371e+00,-5.199554284370784707e+00
2.169180654309937548e-02,3.371814952890959949e-02,6.363636363636363535e-01,8.292187777299216966e-01,4.000000000000000000e+00,1.100000000000000000e+01,2.958428812036946187e-01,-1.801079061257040648e+00
1.163321660022479699e-02,5.360066283383921326e-02,5.000000000000000000e-01,6.415345374990228944e-01,1.400000000000000000e+01,6.000000000000000000e+00,3.675592472171156366e-01,-2.027681355979089606e+00
2.702118805293861423e-03,1.833501454335273798e-02,6.315789473684210176e-01,5.911611564590857348e-01,1.100000000000000000e+01,1.900000000000000000e+01,7.119801531659768479e-01,-2.341116267892298541e+00
-1.505884915301972105e-02,7.569380254224719606e-02,7.500000000000000000e-01,3.544837901531243118e-01,1.200000000000000000e+01,8.000000000000000000e+00,2.849185424865873228e-01,-1.247027173200586869e+00
-4.357789785517487795e-03,8.041488636836988113e-02,6.666666666666666297e-01,4.630527502931432449e-01,1.000000000000000000e+01,1.200000000000000000e+01,1.256417354617119564e+00,-1.822889394487100301e+00
4.242669788175071344e-03,2.564977357150822340e-02,5.714285714285713969e-01,5.937371932581696488e-01,6.000000000000000000e+00,1.400000000000000000e+01,2.200333489089403294e-01,-1.876701832532092773e+00
9.986220580985291639e-03,2.639652772970079928e-02,6.250000000000000000e-01,7.504911581410981247e-01,6.000000000000000000e+00,8.000000000000000000e+00,9.138664405624119524e-02,-1.967547622260644946e+00
9.100166975480423678e-03,4.439957050102510960e-02,5.000000000000000000e-01,6.335137603395945005e-01,8.000000000000000000e+00,1.400000000000000000e+01,5.372290542697086835e-01,-2.658468592049840318e+00
-7.483457945846402719e-03,4.252901080159056380e-02,6.363636363636363535e-01,3.867781136574364731e-01,6.000000000000000000e+00,1.100000000000000000e+01,1.137702331986556459e-01,-1.937679264689047054e+00
-3.462639598646751523e-03,3.401004424455559422e-02,6.666666666666666297e-01,4.286473657413711336e-01,5.000000000000000000e+00,1.200000000000000000e+01,-1.718533222347085054e-02,-1.994011529399191129e+00
1.266338947664813475e-03,3.912110469886025121e-02,5.000000000000000000e-01,5.214848537354741520e-01,9.000000000000000000e+00,1.000000000000000000e+01,7.415990486532084702e-01,-2.139177803266389954e+00
7.630664786801633070e-03,2.660147168201026230e-02,4.615384615384615641e-01,6.735550003979798861e-01,1.000000000000000000e+01,1.300000000000000000e+01,1.012128232871598144e+00,-3.365797736492002645e+00
9.280895826423010697e-03,2.385806694592433608e-02,5.000000000000000000e-01,7.191917229688514768e-01,8.000000000000000000e+00,1.600000000000000000e+01,8.677578490723303339e-01,-2.133046981524846508e+00
-1.334662253625662487e-03,7.011630930475644397e-02,5.000000000000000000e-01,4.875132744366302284e-01,1.000000000000000000e+01,1.400000000000000000e+01,-6.704334579989783549e-01,-2.134527742928910232e+00
