X,data1,data2,rt_J,rt_N,correlation,zscoreJ,zscoreN,gc1,gc2
9/30/2003,111.5,10219.05,-0.007443946,0.013914209,0.001904967,-0.766280133,-0.581804193,0.929087965,0.028485726
10/1/2003,110.67,10361.24,0.000361435,0.022419131,0.003216904,-0.873705051,-0.539256425,0.930653588,0.043170288
10/2/2003,110.71,10593.53,0.001987174,0.010927425,0.001357132,-0.868527947,-0.469747873,0.914539358,0.043712011
10/3/2003,110.93,10709.29,0.000540882,0.002880676,-0.001803882,-0.840053872,-0.435108801,0.926234874,0.092664257
10/6/2003,110.99,10740.14,-0.00955041,0.007466383,0.01461404,-0.832288215,-0.4258775,0.873146024,0.087441546
10/7/2003,109.93,10820.33,-0.002910943,-0.025704392,0.009801714,-0.969481485,-0.401882103,0.883880451,0.047360615
10/8/2003,109.61,10542.2,-0.004835325,-0.00102066,0.003953683,-1.010898321,-0.485107441,0.885573128,0.048163269
10/9/2003,109.08,10531.44,-0.003850385,0.024175231,0.007107773,-1.079494956,-0.488327175,0.910677757,0.028260232
10/10/2003,108.66,10786.04,0.001932634,0.016724396,0.023551526,-1.133854553,-0.412142761,0.883761709,0.033212162
10/14/2003,108.87,10966.43,0.006154129,-0.006062137,0.025769033,-1.106674754,-0.358164339,0.900632355,0.030146697
10/15/2003,109.54,10899.95,0.003925507,0.011486291,0.022814849,-1.019958254,-0.378057268,0.901111552,0.017744571
10/16/2003,109.97,11025.15,-0.0053651,0.00115554,0.033263825,-0.96430438,-0.340593448,0.940839283,0.014251491
10/17/2003,109.38,11037.89,0.009142439,0.011217724,0.033502167,-1.040666672,-0.336781235,0.960631104,0.021256267
10/20/2003,110.38,11161.71,-0.008063055,-0.011663983,0.031947829,-0.911239059,-0.299730355,0.958598148,0.024222134
10/21/2003,109.49,11031.52,-0.004566627,-0.012863141,0.026479534,-1.026429635,-0.338687342,0.95354419,0.018158202
10/22/2003,108.99,10889.62,0.00477108,-0.050916377,0.02823211,-1.091143441,-0.381148333,0.961806965,0.012181558
10/23/2003,109.51,10335.16,-0.002374212,5.22E-05,0.02354975,-1.023841082,-0.54706039,0.978497732,0.005512518
10/24/2003,109.25,10335.7,-0.006590389,0.011457376,0.01973496,-1.057492262,-0.546898805,0.966970615,0.006233768
10/27/2003,108.53,10454.12,-0.002303511,0.010224677,0.039279647,-1.150680143,-0.511463777,0.975648701,0.00685157
10/28/2003,108.28,10561.01,0.000369413,0.016874333,0.038060478,-1.183037046,-0.479478891,0.987253039,0.00939637
10/29/2003,108.32,10739.22,0.0038774,-0.004065472,0.021426736,-1.177859941,-0.426152794,0.99786953,0.010072309
10/30/2003,108.74,10695.56,0.011035498,-0.012712752,0.019388205,-1.123500344,-0.439217254,0.955783531,0.01574459
10/31/2003,109.94,10559.59,-0.003456431,0.027309772,0.017147064,-0.968187209,-0.4799038,0.959271275,0.007532597
11/4/2003,109.56,10847.97,0.003012048,-0.00096147,0.001798858,-1.017369702,-0.393611337,0.996205748,0.007372436
11/5/2003,109.89,10837.54,0.003185003,-0.026319626,-0.00045284,-0.974658589,-0.396732324,0.98653306,0.011523974
11/6/2003,110.24,10552.3,-0.00771045,0.007266662,0.000324729,-0.929358925,-0.4820852,0.972835663,0.008786684
11/7/2003,109.39,10628.98,-0.005027882,-0.011707614,-0.001232418,-1.039372396,-0.459140106,0.954764466,0.008840168
11/10/2003,108.84,10504.54,-0.001194414,-0.028321088,-0.003865299,-1.110557583,-0.49637651,0.973685206,0.006222157
11/11/2003,108.71,10207.04,0.001471806,0.001879095,-0.003118949,-1.127383172,-0.585397967,0.983956816,0.006873456
11/12/2003,108.87,10226.22,-0.006980803,0.010898455,-0.005166354,-1.106674754,-0.579658701,0.945370301,0.006130369
11/13/2003,108.11,10337.67,0.002219961,-0.016503719,-0.016941001,-1.20503974,-0.546309318,0.959265578,0.004770691
11/14/2003,108.35,10167.06,0.005260729,-0.037398225,-0.02124343,-1.173977113,-0.597361254,0.936356821,0.006613294
11/17/2003,108.92,9786.83,-0.008905619,0.011262074,-0.039357227,-1.100203374,-0.711138157,0.858926137,0.004858624
11/18/2003,107.95,9897.05,0.012691061,-0.028538807,-0.042989144,-1.225748158,-0.678156829,0.922582585,0.003301929
11/19/2003,109.32,9614.6,-0.002652763,0.026116531,-0.042635411,-1.048432329,-0.762674848,0.921862507,0.00153032
11/20/2003,109.03,9865.7,-0.002384665,-0.00130452,-0.04160831,-1.085966336,-0.687537746,0.929026363,0.001080991
11/21/2003,108.77,9852.83,0.005792038,0.010897377,-0.043170859,-1.119617516,-0.691388859,0.906735642,0.001195175
11/25/2003,109.4,9960.2,-0.002833638,0.018536776,-0.040554921,-1.03807812,-0.659260342,0.8877787,0.000952961
11/26/2003,109.09,10144.83,0,0.001828518,-0.042235285,-1.07820068,-0.604013176,0.893447536,0.001239164
11/27/2003,109.09,10163.38,0.004950041,-0.006180031,-0.045269029,-1.07820068,-0.598462427,0.878099902,0.002531975
11/28/2003,109.63,10100.57,-0.00200675,0.029968606,-0.059717962,-1.008309769,-0.617257175,0.877627803,0.001748118
12/1/2003,109.41,10403.27,-0.007586144,0.000661331,-0.060498186,-1.036783844,-0.526679713,0.856012256,0.001752119
12/2/2003,108.58,10410.15,-0.002670842,-0.008045994,-0.060626401,-1.144208762,-0.524620998,0.883829616,0.001127828
12/3/2003,108.29,10326.39,-0.000738757,0.010032548,-0.058296209,-1.18174277,-0.549684653,0.879155048,0.001631346
12/4/2003,108.21,10429.99,-0.004805471,-0.005419948,-0.051474707,-1.192096979,-0.51868424,0.84453289,0.001368714
12/5/2003,107.69,10373.46,-0.002600056,-0.031630719,-0.053121153,-1.259399337,-0.535599813,0.910117194,0.001019572
12/8/2003,107.41,10045.34,-0.001303417,0.00785837,-0.060191041,-1.295639069,-0.633783747,0.875485105,0.001444388
12/9/2003,107.27,10124.28,0.01100028,-0.021109649,-0.064018131,-1.313758935,-0.61016239,0.929701591,0.002015231
12/10/2003,108.45,9910.56,-0.003872752,0.016606529,-0.067055304,-1.161034352,-0.674114208,0.930476367,0.001313243
12/11/2003,108.03,10075.14,-0.002314172,0.009381507,-0.068873699,-1.215393949,-0.62486664,0.90133955,0.001460225
12/12/2003,107.78,10169.66,-0.002133977,0.031575294,-0.069967565,-1.247750852,-0.596583251,0.879918664,0.002432169
12/15/2003,107.55,10490.77,-0.00037192,-0.020891698,-0.064955563,-1.277519203,-0.500496932,0.871629629,0.002066949
12/16/2003,107.51,10271.6,-0.000930146,-0.017422797,-0.067859466,-1.282696308,-0.566079563,0.870973162,0.003124294
12/17/2003,107.41,10092.64,0.002048226,0.001125573,-0.067610987,-1.295639069,-0.619630083,0.918114244,0.003169964
12/18/2003,107.63,10104,0.001765307,0.017868171,-0.069385358,-1.267164994,-0.61623081,0.861761787,0.002757223
12/19/2003,107.82,10284.54,-0.002318679,0.008553615,-0.069853313,-1.242573748,-0.562207503,0.865930653,0.002370215
12/22/2003,107.57,10372.51,-0.001952217,-0.000119547,-0.066946116,-1.274930651,-0.535884083,0.857878352,0.001644513
12/24/2003,107.36,10371.27,-0.000931446,-0.000570808,-0.066315752,-1.30211045,-0.53625513,0.829724734,0.001503853
12/25/2003,107.26,10365.35,0.001864628,0.005022503,-0.065278532,-1.315053211,-0.538026582,0.774465741,0.001367514
12/26/2003,107.46,10417.41,-0.004001489,0.00798759,-0.063235891,-1.289167688,-0.522448576,0.777494948,0.001377603
12/29/2003,107.03,10500.62,-0.000467159,0.01676282,-0.071964895,-1.344821562,-0.497549498,0.791138406,0.001681286
12/30/2003,106.98,10676.64,-0.007291082,0.01391168,-0.072182466,-1.351292943,-0.444878719,0.794361536,0.001566166
1/5/2004,106.2,10825.17,-0.000188324,-0.001032778,-0.071673573,-1.45224648,-0.400433821,0.793549792,0.001542925
1/6/2004,106.18,10813.99,-9.42E-05,-0.005194198,-0.071654273,-1.454835033,-0.403779233,0.70694341,0.002252872
1/7/2004,106.17,10757.82,0.000282566,0.007420648,-0.069297315,-1.456129309,-0.420587082,0.706544761,0.002563849
1/8/2004,106.2,10837.65,0.005649718,0.011755316,-0.089637682,-1.45224648,-0.396699409,0.687445016,0.002578699
1/9/2004,106.8,10965.05,-0.005430712,-0.010521612,-0.086463014,-1.374589913,-0.358577279,0.673711236,0.002734046
1/13/2004,106.22,10849.68,-0.000470721,0.001227686,-0.088348693,-1.449657928,-0.39309965,0.686553653,0.002670112
1/14/2004,106.17,10863,0.001695394,-0.018213201,-0.08750903,-1.456129309,-0.389113883,0.65248162,0.002404074
1/15/2004,106.35,10665.15,0.002632816,0.018007248,-0.081298801,-1.432832339,-0.448316892,0.658440653,0.00199551
1/16/2004,106.63,10857.2,0.005814499,0.016498729,-0.081551155,-1.396592607,-0.390849427,0.590170867,0.001747286
1/19/2004,107.25,11036.33,-0.001771562,0.006050018,-0.080747364,-1.316347487,-0.337248037,0.598245758,0.001589504
1/20/2004,107.06,11103.1,-0.001494489,-0.00907044,-0.079835183,-1.340938734,-0.31726833,0.587706369,0.001683954
1/21/2004,106.9,11002.39,-0.008044902,-0.000153603,-0.075208167,-1.361647152,-0.347403964,0.675254103,0.001715905
1/22/2004,106.04,11000.7,0.006695587,0.006209605,-0.073565049,-1.472954899,-0.347909666,0.62622468,0.00105576
1/23/2004,106.75,11069.01,-0.003372365,-0.008709903,-0.081739288,-1.381061293,-0.327469142,0.774383692,0.001167819
1/26/2004,106.39,10972.6,-0.007895479,-0.004061936,-0.089664553,-0.006306618,0.025757432,0.817778701,0.000415493
1/27/2004,105.55,10928.03,0.006442444,-0.006914329,-0.085073197,1.732661558,-1.244931464,0.791255062,0.000364874
1/28/2004,106.23,10852.47,-0.00263579,-0.006729344,-0.095935647,0.170118203,0.112109464,0.799055135,0.000425875
1/29/2004,105.95,10779.44,-0.002265219,0.000386848,-0.09550265,0.959805232,2.302663539,0.792538718,0.000434144
1/30/2004,105.71,10783.61,-0.000945984,-0.000638005,-0.09490918,-0.25360548,-0.553261261,0.793307925,0.000318362
2/2/2004,105.61,10776.73,-0.001041568,-0.01250936,-0.090519603,0.595340981,0.555660379,0.797311895,0.000308603
2/3/2004,105.5,10641.92,-0.000663507,-0.018292752,-0.090223587,-0.472712598,0.442455189,0.795881335,0.000284415
2/4/2004,105.43,10447.25,0.003888836,0.001660724,-0.090131162,-1.527050506,1.631050833,0.775745127,0.000277211
2/5/2004,105.84,10464.6,-0.003306878,-0.000351662,-0.090900042,1.218798205,-0.75139727,0.792625781,0.000319315
2/6/2004,105.49,10460.92,0.000947957,-0.00557408,-0.089447397,-0.555138003,-0.95361313,0.804712247,0.00027118
2/9/2004,105.59,10402.61,0.000284118,-0.003576987,-0.091904818,0.234392487,0.398644342,0.809740679,0.000298447
2/10/2004,105.62,10365.4,-0.002366976,0.009055126,-0.09040345,-1.093807447,-0.403163098,0.800859231,0.000291966
2/12/2004,105.37,10459.26,0.000854133,0.0094108,-0.089771385,1.253803722,0.627518426,0.726480183,0.000338878
2/13/2004,105.46,10557.69,9.48E-05,-0.000849618,-0.088806194,0.740163757,-0.506444277,0.736944563,0.000256631
2/16/2004,105.47,10548.72,0.001896274,0.014448198,-0.084878212,-0.601720991,0.750189898,0.731944439,0.000141231
2/17/2004,105.67,10701.13,0.010315132,-0.002272657,-0.082662818,-0.857483707,0.354642922,0.706328407,0.000150093
2/18/2004,106.76,10676.81,0.002435369,0.007210955,-0.089112747,3.165420095,0.770287167,0.824430446,0.000134109
2/19/2004,107.02,10753.8,0.018874977,-0.003078912,-0.092074102,0.2908527,0.370378526,0.829987354,0.000275845
2/20/2004,109.04,10720.69,-0.006052825,0.013830267,-0.091074195,0.819284963,-0.34590734,0.806012083,0.000147688
2/23/2004,108.38,10868.96,-0.001845359,-0.020685512,-0.09471668,0.474408247,0.536244575,0.772676048,0.000155124
2/24/2004,108.18,10644.13,0.007487521,0.001371648,-0.091074013,-0.929644221,0.699433994,0.845681014,0.000143778
2/25/2004,108.99,10658.73,0.005321589,0.014688429,-0.096176802,-0.578768127,-0.045464701,0.758877839,0.000109341
2/26/2004,109.57,10815.29,-0.004198229,0.020954593,-0.097553308,2.218273186,0.609571615,0.793085104,7.09E-05
2/27/2004,109.11,11041.92,-0.001099808,0.02075726,-0.091831937,1.300673502,-0.214657272,0.795443646,0.000161477
3/1/2004,108.99,11271.12,0.010184421,0.008019611,-0.09387743,-1.041378084,0.468517667,0.766219711,0.000137643
3/2/2004,110.1,11361.51,-0.000454133,-0.000844078,-0.093409824,0.729840544,-0.911710202,0.776463105,0.00011684
3/3/2004,110.05,11351.92,0.009722853,0.004393089,-0.091561007,-0.480329458,-0.465928782,0.831975204,0.000105738
3/4/2004,111.12,11401.79,0.008279338,0.011884099,-0.089410138,0.391325654,-0.583341462,0.793891395,8.30E-05
3/5/2004,112.04,11537.29,-0.007586576,-0.002984236,-0.089045264,0.329562276,0.778946113,0.831639215,0.000117816
3/8/2004,111.19,11502.86,0.00116917,0.00253676,-0.093294532,1.700292273,0.645395381,0.824524769,0.000132873
3/9/2004,111.32,11532.04,-0.003683076,-0.008567435,-0.092987477,0.796713332,0.019882853,0.833985333,0.000158261
3/10/2004,110.91,11433.24,-0.001172122,-0.011912634,-0.093837839,0.252930233,-0.754267872,0.858262984,0.000147172
3/11/2004,110.78,11297.04,9.03E-05,-0.011887185,-0.093698461,-0.856646191,-0.468167826,0.839194972,0.000208365
3/12/2004,110.79,11162.75,-0.004332521,0.013898905,-0.08527317,0.571556305,0.446277091,0.843942454,0.00020343
3/15/2004,110.31,11317.9,-0.013960656,-0.006680568,-0.094274575,0.450933037,0.193471526,0.940605409,0.000185367
3/16/2004,108.77,11242.29,-0.004504919,0.017306972,-0.095187863,-1.606852039,0.820044005,0.92775043,0.0006209
3/17/2004,108.28,11436.86,-0.013391208,0.004146243,-0.094624601,-1.264132738,-0.2845256,0.990023149,0.000842851
3/18/2004,106.83,11484.28,-0.001497707,-0.005726959,-0.095650587,1.33911934,0.793138383,0.991969416,0.00077082
3/19/2004,106.67,11418.51,0.001968688,-0.00875771,-0.093084667,-4.602602049,0.414318713,0.990074977,0.000681324
3/22/2004,106.88,11318.51,-0.001029192,-0.003306089,-0.09437439,0.72039739,-0.024082377,0.988962971,0.000765828
3/23/2004,106.77,11281.09,-0.0050576,0.007437225,-0.094647043,0.249507756,-0.405552678,0.984558244,0.000663877
3/24/2004,106.23,11364.99,-0.000470677,0.014599221,-0.094732369,-0.561710103,-0.389766895,0.991908865,0.000907367
3/25/2004,106.18,11530.91,-0.001601055,0.020791074,-0.09721287,-2.222610282,0.496013556,0.980657266,0.001186447
3/26/2004,106.01,11770.65,-0.004433544,-0.0044526,-0.09927707,1.667229884,-0.535213918,0.983691989,0.001223776
3/29/2004,105.54,11718.24,0.002179269,-0.002095878,-0.095009429,-1.00436143,-0.308232331,0.916073605,0.001010944
3/30/2004,105.77,11693.68,-0.014559894,0.001856558,-0.094986502,-0.283092038,0.307291293,0.880553586,0.001569387
3/31/2004,104.23,11715.39,-0.005276792,-0.002728889,-0.084939939,-1.313851861,-1.764563444,0.871660225,0.001278802
4/1/2004,103.68,11683.42,0.008005401,0.011343425,-0.081312553,-0.640575314,-0.13628287,0.902171781,0.001947343
4/2/2004,104.51,11815.95,0.004018754,0.012048968,-0.075591906,0.908826907,-0.187396759,0.814351264,0.001820406
4/5/2004,104.93,11958.32,0.007814734,0.010150255,-0.075611918,-0.511955242,0.598823205,0.773683175,0.002685175
4/6/2004,105.75,12079.7,-0.004917258,-0.004973633,-0.08115938,2.165638257,1.047709871,0.815321838,0.004084809
4/7/2004,105.23,12019.62,0.010073173,0.006070907,-0.082469973,0.076425366,0.139696238,0.731942485,0.002791168
4/8/2004,106.29,12092.59,0.001505316,-0.016132193,-0.093744175,0.519317355,0.445186474,0.722641363,0.004134854
4/9/2004,106.45,11897.51,-0.009957727,0.012203394,-0.096724717,0.20174661,-0.069935355,0.735284448,0.00372611
4/12/2004,105.39,12042.7,0.01138628,0.007068182,-0.098036258,-0.581797037,0.834477704,0.807463302,0.004220014
4/13/2004,106.59,12127.82,0.019326391,-0.002443968,-0.093168306,-0.130269746,1.04529717,0.729160753,0.004367
4/14/2004,108.65,12098.18,-0.003497469,-0.02461362,-0.093510841,-1.4910008,0.316274091,0.755590455,0.023173838
4/15/2004,108.27,11800.4,-0.004156276,0.002047388,-0.127743491,-0.244000488,1.055490361,0.543272012,0.021706304
4/16/2004,107.82,11824.56,0.005750325,-0.005103784,-0.124795757,-0.197617782,-0.781037531,0.631678816,0.015755684
4/19/2004,108.44,11764.21,0.003135374,0.015984924,-0.130183011,-4.425345871,-0.29564175,0.656462836,0.014386754
4/20/2004,108.78,11952.26,0.005607648,-0.000665983,-0.128762196,3.467733441,1.234444343,0.658470946,0.019952724
4/21/2004,109.39,11944.3,0.000182832,0.002997246,-0.132350781,0.41135663,-0.376312812,0.662759029,0.019287047
4/22/2004,109.41,11980.1,-0.00402157,0.01173279,-0.131162078,-0.460382555,-0.379840254,0.672943918,0.018350662
4/23/2004,108.97,12120.66,-0.003303662,0.003566637,-0.134155558,-0.188036756,-0.712288284,0.708336826,0.017301367
4/26/2004,108.61,12163.89,0.007457877,-0.009783877,-0.134490909,0.959576642,0.116141204,0.617367126,0.01788237
4/27/2004,109.42,12044.88,0.006214586,-0.003369897,-0.140491954,1.711043724,1.167261651,0.639325692,0.016568223
4/28/2004,110.1,12004.29,0.003814714,-0.020201111,-0.125917481,0.757195561,-0.266968576,0.661456278,0.027288913
4/30/2004,110.52,11761.79,-0.006876583,-0.016192263,-0.137565929,-1.808358132,0.98403202,0.625842832,0.033072085
5/6/2004,109.76,11571.34,0.022321429,-0.011452433,-0.165379303,0.144145725,-0.892512738,0.910799405,0.030800356
5/7/2004,112.21,11438.82,0.013100437,-0.04844206,-0.164610649,-1.827131772,-0.249197173,0.979838464,0.245553896
5/10/2004,113.68,10884.7,-0.004574243,0.002065284,-0.164978572,-0.337808072,-4.352096065,0.943954797,0.237972229
5/11/2004,113.16,10907.18,-0.001413927,0.022590624,-0.182105478,0.303581894,-0.102557227,0.919143145,0.180678039
5/12/2004,113,11153.58,0.013451327,-0.029450634,-0.186049954,0.110923693,0.418117517,0.804281747,0.169290138
5/13/2004,114.52,10825.1,-0.002357667,0.00226603,-0.191871918,1.507187025,-0.391566228,0.793999071,0.164298356
5/14/2004,114.25,10849.63,0.000787746,-0.031759608,-0.191471519,-0.016001278,-2.32471086,0.799698985,0.205146818
5/17/2004,114.34,10505.05,-0.000437292,0.019613424,-0.199428316,0.001642813,0.812157367,0.779911256,0.219981908
5/18/2004,114.29,10711.09,-0.010237116,0.023961147,-0.196558159,0.828790723,-0.685425231,0.902491996,0.227206282
5/19/2004,113.12,10967.74,-0.003182461,-0.009637355,-0.197539937,-0.075546574,-0.453646691,0.909299052,0.195201036
5/20/2004,112.76,10862.04,-0.003547357,0.019168591,-0.183045467,0.239937031,-0.378229008,0.901800475,0.225746837
5/21/2004,112.36,11070.25,0.00507298,0.002835528,-0.174352528,2.748740518,-0.135999449,0.8377684,0.246851924
5/24/2004,112.93,11101.64,-0.010714602,-0.01249455,-0.17334246,0.894575742,1.530848681,0.787404382,0.261124459
5/25/2004,111.72,10962.93,0.001879699,0.017254511,-0.162286415,-0.547865342,0.148293825,0.789605621,0.366350622
5/26/2004,111.93,11152.09,-0.009559546,0.00124999,-0.16489717,0.910018598,-0.797631592,0.870479827,0.368742086
5/27/2004,110.86,11166.03,-0.005863251,0.012855061,-0.15958014,0.289496688,-1.212042405,0.830712683,0.421031507
5/28/2004,110.21,11309.57,-0.006260775,-0.006472395,-0.158745574,0.517971403,-0.486217659,0.857431323,0.393185467
5/31/2004,109.52,11236.37,0.010135135,0.005374512,-0.155574331,-1.552009118,-2.906440501,0.90933814,0.403736166
6/1/2004,110.63,11296.76,-0.006598572,-0.00481731,-0.163084707,-0.083880634,1.80700137,0.929612657,0.448949267
6/2/2004,109.9,11242.34,0.008371247,-0.019149928,-0.160688092,1.277907627,-0.141419505,0.95940421,0.448452967
6/3/2004,110.82,11027.05,0.003338748,0.009159295,-0.174264334,0.548527943,0.889422674,0.958694333,0.446147641
6/4/2004,111.19,11128.05,-0.014659592,0.028025575,-0.174447888,-0.522572623,-0.513800652,0.93878819,0.377586098
6/7/2004,109.56,11439.92,0.000821468,0.007168756,-0.172682065,-1.03120188,-1.340093225,0.921068556,0.395737637
6/8/2004,109.65,11521.93,0.007204742,-0.006265443,-0.175895322,-2.576215707,-0.630514928,0.871499984,0.383608216
6/9/2004,110.44,11449.74,-0.009960159,0.011024704,-0.175392817,0.243232112,-1.76373341,0.886008419,0.368710128
6/10/2004,109.34,11575.97,0.006584964,-0.004245864,-0.176178974,-1.135421669,-0.246640193,0.889428626,0.354616535
6/11/2004,110.06,11526.82,0.008904234,-0.003050278,-0.166496203,2.161509649,-1.054724377,0.894237006,0.358854441
6/14/2004,111.04,11491.66,-0.013688761,-0.009046561,-0.160458598,-0.706192959,0.818907714,0.86337702,0.424311956
6/15/2004,109.52,11387.7,0.005113221,0.022306524,-0.157648431,-0.318824468,-0.925181552,0.879971428,0.554440542
6/16/2004,110.08,11641.72,-0.00390625,-0.002905069,-0.1579512,-0.177596205,0.95681843,0.947280975,0.551698954
6/17/2004,109.65,11607.9,-0.007204742,-0.019453993,-0.154033742,-0.772730989,-0.051207372,0.950408898,0.605172067
6/18/2004,108.86,11382.08,0.000643028,0.019159943,-0.157831676,1.738130124,0.419352001,0.968220552,0.681389669
6/21/2004,108.93,11600.16,0.003213073,-0.001628426,-0.154082674,1.335087171,1.42307464,0.962931615,0.672895134
6/22/2004,109.28,11581.27,-0.007137628,-6.13E-05,-0.160213219,-0.75692532,0.417663938,0.97206657,0.686060011
6/23/2004,108.5,11580.56,-0.012534562,0.01412626,-0.159945283,-1.087354465,1.536562209,0.971391522,0.645587363
6/24/2004,107.14,11744.15,0.00401344,0.003086643,-0.1546255,-2.392101009,-0.101745743,0.952380276,0.658461028
6/25/2004,107.57,11780.4,0.003532583,0.008799362,-0.161540406,-0.768960312,-0.077504079,0.94242394,0.668338801
6/28/2004,107.95,11884.06,0.002593793,-0.001956402,-0.161257441,0.82103045,-0.506899512,0.934950897,0.654911291
6/29/2004,108.23,11860.81,0.004989374,-0.000163564,-0.162256538,1.691595848,-0.518777878,0.93114587,0.656854935
6/30/2004,108.77,11858.87,-0.003309736,0.003131833,-0.161785188,-0.099600573,0.463682536,0.926965704,0.653801862
7/1/2004,108.41,11896.01,-0.000830182,-0.014670465,-0.166376226,0.119449977,-0.229497282,0.929836293,0.677449772
7/2/2004,108.32,11721.49,0.007016248,-0.015337641,-0.166978379,-0.478602418,-0.963851633,0.941092244,0.652330419
7/5/2004,109.08,11541.71,0.003850385,-0.005756513,-0.161997624,-0.273897529,-1.191080033,0.955357094,0.671372587
7/6/2004,109.5,11475.27,-0.007945205,-0.007878682,-0.168159615,-0.085827477,-0.064025607,0.953054347,0.704166261
7/7/2004,108.63,11384.86,0.003498113,-0.005501166,-0.169714776,-0.794343975,1.081099459,0.963319823,0.696303829
7/8/2004,109.01,11322.23,-0.007430511,0.008947001,-0.169300146,-0.609001802,1.229722146,0.948553012,0.708903102
7/9/2004,108.2,11423.53,0.00064695,0.013896755,-0.168917119,0.023922767,1.157404528,0.948066274,0.753706685
7/12/2004,108.27,11582.28,0.003694468,0.002274164,-0.172958499,-1.566848637,-0.366952929,0.925368516,0.752433021
7/13/2004,108.67,11608.62,0.004601086,-0.021705422,-0.171441483,0.277945263,-0.514361903,0.852458172,0.790849034
7/14/2004,109.17,11356.65,0.005770816,0.004621962,-0.171208889,1.447903378,-0.124866214,0.874838313,0.839184551
7/15/2004,109.8,11409.14,-0.00992714,0.002354253,-0.170993898,-0.484427248,1.350093198,0.827678052,0.816581762
7/16/2004,108.71,11436,-0.000275964,-0.015532529,-0.165210575,0.324308689,0.354722332,0.808271879,0.847333447
7/20/2004,108.68,11258.37,0.010305484,0.015587514,-0.164811655,-0.406634052,0.407689454,0.823985455,0.887624687
7/21/2004,109.8,11433.86,-9.11E-05,-0.013015727,-0.16436273,1.263026278,-0.215998624,0.824628859,0.919742944
7/22/2004,109.79,11285.04,0.003643319,-0.008658365,-0.150519026,-0.688821868,0.766010782,0.789929767,0.945778457
7/23/2004,110.19,11187.33,-0.002087304,-0.002483166,-0.154836307,0.639239746,-0.50106705,0.781089174,0.946686503
7/26/2004,109.96,11159.55,0.008912332,-0.011470893,-0.149730094,1.346848856,-0.104319903,0.814780143,0.949799655
7/27/2004,110.94,11031.54,0.006399856,0.015666897,-0.152368026,0.741973133,-0.540467577,0.80042232,0.924565602
7/28/2004,111.65,11204.37,0.003045231,-0.00781213,-0.156263775,0.724565505,0.446007052,0.804470777,0.949001865
7/29/2004,111.99,11116.84,-0.005625502,0.018794909,-0.152492926,-1.405540442,0.658519885,0.83772244,0.941098763
7/30/2004,111.36,11325.78,-0.005747126,-0.009141975,-0.152112109,0.164052418,-0.226459001,0.838222859,0.931744623
8/2/2004,110.72,11222.24,-0.001445087,-0.007277513,-0.153067323,1.509904695,-0.568472811,0.822295182,0.917784693
8/3/2004,110.56,11140.57,0.005155572,-0.011718431,-0.151008501,0.05345146,-1.100031064,0.853176611,0.903992825
8/4/2004,111.13,11010.02,0.006208944,0.004620337,-0.1451021,-0.641745841,0.416552622,0.873615773,0.881602212
8/5/2004,111.82,11060.89,-0.011983545,-0.007984891,-0.145344194,0.428075325,0.55584687,0.834028528,0.909875488
8/6/2004,110.48,10972.57,0.001267198,-0.005820879,-0.137944127,0.20903838,-1.23853105,0.773540668,0.893851693
8/9/2004,110.62,10908.7,0.00632797,0.004111397,-0.138827114,0.225024636,0.16425763,0.799970219,0.914372478
8/10/2004,111.32,10953.55,-0.003593245,0.008756065,-0.137788059,0.967157147,-0.626343718,0.788619968,0.898075331
8/11/2004,110.92,11049.46,-9.02E-05,-0.001935841,-0.133533306,-0.221007683,-0.981071444,0.782561382,0.896454334
8/12/2004,110.91,11028.07,-0.001893427,-0.024561868,-0.133304284,0.517968929,0.121913649,0.802202214,0.886866077
8/13/2004,110.7,10757.2,-0.001897019,-0.006450563,-0.133848658,0.103029809,-0.253035236,0.789292489,0.877019864
8/16/2004,110.49,10687.81,-0.003891755,0.003570423,-0.140713444,-0.049189493,-1.218570843,0.785070968,0.828900019
8/17/2004,110.06,10725.97,-0.006632746,0.004502157,-0.140141863,0.656096098,-1.335614747,0.769996936,0.824433888
8/18/2004,109.33,10774.26,0.000274399,0.01199804,-0.137631899,-0.246691219,-0.43141594,0.790405009,0.859641562
8/19/2004,109.36,10903.53,-0.002194587,-0.001319756,-0.134507342,-0.156499578,1.525029481,0.783423123,0.867621477
8/20/2004,109.12,10889.14,0.006506598,0.006596481,-0.134033782,-0.523775267,0.439192339,0.738652825,0.870957815
8/23/2004,109.83,10960.97,-0.001820996,0.002222431,-0.129247745,-1.017795662,-1.527509033,0.711223185,0.876118002
8/24/2004,109.63,10985.33,0.005108091,0.013171202,-0.130536123,0.489174821,-0.57998185,0.725019774,0.862818383
8/25/2004,110.19,11130.02,-0.004537617,-6.20E-05,-0.129278132,0.688491316,1.382107526,0.718580491,0.847900143
8/26/2004,109.69,11129.33,0,0.007211575,-0.13389149,-0.740544711,-0.715157823,0.738743284,0.810798475
8/27/2004,109.69,11209.59,0.001732154,-0.002235586,-0.131046573,-1.236146662,0.882721737,0.742617396,0.804654074
8/30/2004,109.88,11184.53,-0.006461594,-0.009185902,-0.1279887,1.298747121,-0.219824194,0.778824778,0.804942092
8/31/2004,109.17,11081.79,0.003206009,0.004111249,-0.128580521,-0.204726756,0.583687372,0.776184783,0.835435034
