market,Information_Ratio,Omega,Sortino_Ratio,Sterling_Ratio,Treynor_Ratio
APEXGCE,0,0.328367178600472,0,-0.626780779646315,0
HFRIEM,0.135262354598819,0.228565252661174,0.486655374451896,-4.38712747504554,0.0100500308818435
HFRIAWJ,0.141862975738819,0.222140570134064,0.474692722949917,-3.76131921616373,0.00639425801518749
HFRIEMNI,0.185088229379015,0.3308093383304,1.84262130053082,-1.59492390000138,-0.00566735006293343
HFRIFWI,0.160776219187991,0.20593572664722,0.659505296381976,-1.90634862989112,0.0118700241705979
MXAP,0.0749126894555952,0.216855752708721,0.12774460508344,-3.48949896747449,0.0157035011736384
