date,APEXGCE,HFRIEM,HFRIAWJ,HFRIEMNI,HFRIFWI,MXAP
6/30/2013,2.24053449256931,0.620079947114761,0.945625401660215,0.310616538023852,0.503867383478397,0.94328025620567
7/31/2013,1.80466192282135,0.687934650094081,0.984298286457717,0.410003522821353,0.622927931912262,1.06508654100317
8/30/2013,2.00793255397214,0.287932553972139,0.807205281244867,0.347951263063049,0.44096154488123,0.558747172153958
9/30/2013,2.34713838202097,0.57413838202097,0.91813838202097,0.350893636566425,0.61473888202097,1.17463407293006
10/30/2013,2.02165214739827,0.728470329216449,0.928288511034631,0.441376656489177,0.714219611034631,1.22319626558009
11/29/2013,1.32783908859486,0.431657270413038,0.848839088594856,0.506307861322129,0.669897961322129,0.869268034049401
12/31/2013,1.25711377264173,0.170386499914454,0.598931954459908,0.432017999914454,0.544711181732635,0.560478209005363
1/31/2014,1.04751878587762,-0.0578448504860141,0.427336967695804,0.385947167695804,0.477476949513986,0.0058844131503496
2/28/2014,1.36718746236592,0.186642007820467,0.393732916911376,0.43484217145683,0.566609407820467,0.173225989638648
3/31/2014,1.18696246443565,0.110326100799286,0.0733261007992857,0.424506673526558,0.485625600799286,-0.252065571927987
4/30/2014,0.0450876348850857,0.0901785439759948,-0.0341850923876415,0.426630798521449,0.421355407612358,0.168377280339631
5/30/2014,0.113747333547494,0.661747333547494,0.194838242638403,0.455555851729312,0.64831936991113,0.762434133547494
6/30/2014,0.627205656954211,0.718842020590575,0.250569293317847,0.346390656954211,0.647901629681484,0.894873302408756
7/31/2014,0.591209594016484,0.898664139471029,0.352391412198302,0.377292757652847,0.656156384925574,1.23371023947103
8/31/2014,0.156374634992735,0.674556453174553,0.300101907720008,0.405189834992735,0.63425858044728,0.60005098044728
9/30/2014,0.0303127166937913,0.179312716693791,0.2124036257847,0.2472962257847,0.406506207602882,-0.121583583306209
10/31/2014,0.11711048919828,0.0820195801073711,0.0600195801073711,0.174979907380098,0.289859598289189,-0.00568312898353798
11/30/2014,-0.255487848123191,-0.0287605753959181,0.0648757882404456,0.232119479149536,0.265769188240446,-0.0338254572140999
12/31/2014,-0.245781275008474,-0.0164176386448371,0.132582361355163,0.251571734082436,0.297689997718799,0.208827115900617
1/31/2015,-0.289099984405331,-0.280554529859877,0.106718197412851,0.19403260650376,0.119928424685578,0.174207924685578
2/1/2015,0.0385520112446158,-0.110447988755384,0.229824738517343,0.233746856699161,0.311472056699161,0.537187611244616
3/1/2015,-0.0147613010197846,-0.0879431192016027,0.432420517162034,0.251656698980215,0.36585395352567,0.586871498980215
4/1/2015,0.690129692245057,0.21285696497233,0.74685696497233,0.227521401335966,0.349664628608693,0.713562419517784
5/1/2015,0.247517761119292,0.0883359429374741,0.747154124755656,0.275423342937474,0.284880133846565,0.344753070210201
6/1/2015,-0.167525150490872,-0.129434241399963,0.497111213145492,0.277540867690946,0.223168549509128,-0.165312859581781
7/31/2015,-0.0241373632375124,-0.517864635964785,0.312044454944306,0.240413991307942,0.0587417458533967,-0.376183654146603
8/31/2015,0.19852013116225,-0.777934414292295,0.12152013116225,0.216407667525887,-0.0901008961104768,-0.698328687019568
9/30/2015,0.184821152682467,-0.823724301862988,0.111184789046103,0.309506661773376,-0.182336720044806,-1.22975250186299
10/30/2015,0.482652740084736,-0.4757108962789,0.2082891037211,0.296337740084736,-0.118403969006173,-0.397021669006173
11/30/2015,0.203986491310497,-0.309104417780413,0.174259218583224,0.289796500401406,-0.0834602086895034,-0.396483454144049
12/31/2015,-0.111054902328011,-0.264963993237102,0.151036006762898,0.267009034035626,-0.183897338691647,-0.548498584146192
1/29/2016,-0.172555751086474,-0.928192114722838,-0.171101205631929,0.189434694368071,-0.599321078359202,-1.66497072381375
2/29/2016,0.150501639428853,-0.967680178752965,-0.393771087843874,0.0826217667015805,-0.634703887843874,-1.8349610151166
3/31/2016,-0.670161000830761,-0.969070091739852,-0.528888273558034,0.174305408260148,-0.530150691739852,-1.52702275537622
4/29/2016,-0.300788074528395,-0.812515347255668,-0.554606256346577,0.0531408436534227,-0.493594110892032,-1.25462106543749
5/31/2016,-0.404246176700912,-0.68351890397364,-0.368064358519094,0.103267314208179,-0.345474885791821,-1.08517674033728
6/30/2016,-0.502873050037366,-0.213691231855548,-0.24941850458282,0.0850596317808159,-0.259538550037366,-0.837707986401002
7/31/2016,-0.123231270307331,0.502405093329032,0.129859638783578,0.19843851151085,0.133411229692669,0.470780111510851
8/31/2016,0.392697560427109,0.771515742245291,0.291333924063473,0.0731309876998366,0.303078942245291,1.01060016951802
9/30/2016,0.498249888840737,0.558704434295282,0.184613525204373,-0.000327474795626804,0.220157988840737,0.358933861568009
10/31/2016,0.812720614692725,0.685175160147271,0.221720614692725,0.0118851328745436,0.154517160147271,0.498538232874544
11/30/2016,1.00566585614782,0.568847674329641,0.203847674329641,0.0801288106932769,0.329185192511459,0.265996728875095
12/31/2016,0.758697528670646,1.10969752867065,0.508152074125191,0.161060974125191,0.686910674125191,0.9822684832161
1/31/2017,1.25309905965399,1.40591724147217,0.754371786926719,0.243285150563083,0.797275268744901,1.59558760510854
2/28/2017,1.35609423679666,1.05345787316029,0.616094236796656,0.194357954978474,0.703080909523929,1.08022963679666
3/31/2017,1.43883130885428,1.04155858158155,0.59392221794519,0.319392127036099,0.64539481794519,1.03477255430883
4/30/2017,1.79376641097228,1.19613004733591,0.635584592790457,0.313712556426821,0.664001383699548,1.30058345642682
5/31/2017,2.0127303959088,1.09009403227244,0.695275850454258,0.234865395908803,0.645381704999712,1.55323658681789
