"","ann.ret.5","ann.std.5","downrisk.5","drawdown.5","sharpe.5","sortino.5","inforatio.5","alpha.5","beta.5","corr.bhf.5","corr.bidx.5","omega.5","wl.5","skewness.5","kurtosis.5"
"as.numeric(list.ret[2:n.sec, i])/100",0.0496441044402709,0.0660703921396577,0.0346881562703862,-0.115388904291978,0.675705153163061,1.28701289547592,0.744488313026797,0.00370773493067086,6.91705502006007,0.1112809049501,0.103102599838985,1.76444893588139,0.616666666666667,0.185362443001053,-0.304306290624465
"as.numeric(list.ret[2:n.sec, i])/1001",0.1099542325875,0.101841582806811,0.0450635812380002,-0.09053558355187,1.03056364301204,2.32902556131062,1.0750563388014,0.00867018226240916,6.30612311984303,0.144270108885201,0.0610679150386238,2.46165403118823,0.566666666666667,0.971371947686162,1.58500101278209
"as.numeric(list.ret[2:n.sec, i])/1002",0.0462396458410392,0.130838755303177,0.0785072119277835,-0.196740099653301,0.315194421908703,0.525297546918038,0.349489641829273,0.00719652736651864,-36.5066253891637,-0.151242611688553,-0.27478344008427,1.35132206583829,0.6,-0.0594897313919482,-0.290954510342126
"as.numeric(list.ret[2:n.sec, i])/1003",0.0702342704722656,0.0226263403180857,0.0057962941452433,-0.00808669189900024,2.88311187559229,11.254478954592,3.08280658483716,0.00573177869740333,-0.516030810058144,0.0208708983919625,-0.0224603535482957,12.5381341619942,0.8,0.560459983558085,0.0214179288996026
"as.numeric(list.ret[2:n.sec, i])/1004",0.0859600873816158,0.142663329206652,0.101006966254182,-0.239421422484647,0.567490523541218,0.801529739818946,0.600277095494186,-0.000150840222026646,104.685350447454,0.717822241393819,0.723684622157647,1.65627197096049,0.616666666666667,-0.273941642863667,1.23984281380826
"as.numeric(list.ret[2:n.sec, i])/1005",-0.0777225816756479,0.217245753949464,0.117057828662244,-0.520333068981433,-0.380778819248596,-0.706681326836615,-0.359918324365736,-0.0138851449958751,121.772619524476,0.587482506607939,0.552018486991717,0.823281627168845,0.416666666666667,0.469795367760741,0.196968293652047
"as.numeric(list.ret[2:n.sec, i])/1006",0.0217919364825676,0.0493349289394544,0.0276755307211402,-0.0605697067194677,0.340366082277635,0.606743070323163,0.432066014734938,0.00184833445006356,0.658679704109566,0.00110784477528495,0.013148464725775,1.42297618118793,0.483333333333333,0.228453855632201,-0.104388852668908
"as.numeric(list.ret[2:n.sec, i])/1007",0.0775154857096176,0.0879924232534844,0.047339025367238,-0.183208179468227,0.8241105657554,1.5318330943037,0.875205464100888,0.00668337152167797,-1.72870546717092,0.0357378430714719,-0.0193754373781447,2.05642249161723,0.583333333333333,0.610800328392028,1.24239929096757
"as.numeric(list.ret[2:n.sec, i])/1008",-0.0059238667369933,0.127581321736519,0.114363529091725,-0.378505534250307,-0.0856227744650054,-0.0955187971528216,-0.0500680655047568,0.00023537612199103,-0.486268958306209,-0.0235727189128467,-0.0037535717370133,1.0146999473376,0.566666666666667,-1.49588044665983,3.70477529633012
"as.numeric(list.ret[2:n.sec, i])/1009",0.0316647916587547,0.0506459740928158,0.0351852843041692,-0.0445180526192801,0.526493806001001,0.757839312260299,0.61671641275019,0.00149566949535807,16.0809717305259,0.270156768491189,0.313143316964521,1.593098763358,0.6,-0.523583582613218,0.464189060622211
"as.numeric(list.ret[2:n.sec, i])/10010",0.114252558340272,0.246595246993908,0.0602814703031018,-0.224552657669024,0.443044055682756,1.81237381555125,0.461585308761296,0.0045340977433186,87.3741920878148,0.357053748820359,0.348942398860015,2.25027439886846,0.433333333333333,5.56215582353228,35.8092187826978
"as.numeric(list.ret[2:n.sec, i])/10011",0.116895201309374,0.0612737234045803,0.0824030273053782,-0.0629999999999999,1.82615312228618,1.35790158406075,1.90711048199775,0.00625903137180774,42.2791948349431,0.668731975050941,0.679528548412928,4.21034110289937,0.816666666666667,-2.11628358055625,6.84281992964776
"as.numeric(list.ret[2:n.sec, i])/10012",0.0910478097027561,0.154648439303594,0.142603153324903,-0.306500164054119,0.556409169664065,0.603407482208384,0.586633586819402,0.000107820467509948,109.548227972598,0.657562875492074,0.697613837191162,1.72720509846648,0.716666666666667,-0.397242334312862,3.089155137499
"as.numeric(list.ret[2:n.sec, i])/10013",0.0897864008238956,0.121922788987852,0.0650492789787264,-0.154042263240805,0.695410608039351,1.30341799563411,0.731972180011557,0.0073184999579477,6.32802180680342,-0.0659646103748612,0.0511869044308378,1.7509633911368,0.6,0.0807344485179174,-0.0182758122491125
"as.numeric(list.ret[2:n.sec, i])/10014",-0.00508843709035101,0.0908842942640694,0.0583650019342679,-0.231637054842061,-0.111003085539053,-0.172850796813351,-0.0612727668542574,0.000288413378149804,-4.96210772221962,-0.110779115877738,-0.0538459615184276,0.991947280986986,0.483333333333333,-0.190306831412884,-0.600316187099712
"as.numeric(list.ret[2:n.sec, i])/10015",-0.0212540830413825,1.03988409173847,0.548963012189636,-0.788016181705752,-0.0252471244150789,-0.0478248669917915,-0.0208653291630986,0.0313132483707331,67.8902385471477,0.129483609640237,0.0643869996248033,1.51702986913167,0.433333333333333,1.39664720512055,3.12588733729794
"as.numeric(list.ret[2:n.sec, i])/10016",0.0516549389561778,0.0569949565583197,0.027516348681815,-0.113080692371118,0.818580130128505,1.69553524327198,0.896103255241896,0.00532974950263904,-13.1706441253526,-0.219638660766012,-0.227901076041241,1.96655600365411,0.633333333333333,0.33124773273867,0.235131661961094
"as.numeric(list.ret[2:n.sec, i])/10017",0.214125386934729,0.0635107106677985,0.0683451388937063,-0.053154159731,3.29275778425135,3.05984288450962,3.37042473511524,0.014607332960481,24.8710376332456,0.395607674419704,0.385657874262006,12.5906989297784,0.916666666666667,0.522789315375106,6.19821144472587
"as.numeric(list.ret[2:n.sec, i])/10018",0.0874182772692671,0.0735144700918217,0.046925452365699,-0.115612181077088,1.12111638928124,1.75636617473532,1.18684378497082,0.0033234410707049,52.3745050866576,0.734570257772116,0.701620664940877,2.45707845238535,0.7,-0.184055390103224,0.0536026360269815
"as.numeric(list.ret[2:n.sec, i])/10019",0.0321576136323112,0.0326385489339196,0.0189693635969351,-0.0437984849976633,0.83207172252954,1.43165654944265,0.978387027582484,0.00122108241432331,19.6285326644169,0.701362535249019,0.592259810754557,1.97123959168661,0.616666666666667,-0.320620766823662,-0.689455635984427
"as.numeric(list.ret[2:n.sec, i])/10020",0.0464180944531474,0.129802210672186,0.0920070210723909,-0.225671719744,0.319086202297035,0.450162324248708,0.354445059037851,0.000640218412753899,51.5390914695498,0.431269820179348,0.391029876127983,1.36698412958271,0.55,-0.372036314754867,0.639015372158249
"as.numeric(list.ret[2:n.sec, i])/10021",0.0419048732815546,0.0668795145654622,0.0475264080966722,-0.100617906366712,0.551811321020158,0.776512990556479,0.619858190979077,0.00330314130347297,4.12483723549882,0.142770001479049,0.0607391870356071,1.59909186187673,0.65,-0.552301050298617,0.00418347292994747
"as.numeric(list.ret[2:n.sec, i])/10022",0.0412291290582669,0.0534023552922782,0.0430175293172201,-0.0791621431920464,0.678418186987823,0.842194557272359,0.764402955128068,0.00267752954003472,10.892540813124,0.258203115368247,0.200874151297282,1.85990792494363,0.666666666666667,-0.634013872056882,2.17400836814977
"as.numeric(list.ret[2:n.sec, i])/10023",0.0244682151528821,0.0350245723321136,0.0307607411382013,-0.0559657382482958,0.555844478792734,0.632891615498329,0.686640157949118,0.00109445529821241,12.9113948887241,0.283269529851144,0.363560013205263,1.94948620958973,0.633333333333333,0.0231197370456839,9.80107288063515
"as.numeric(list.ret[2:n.sec, i])/10024",0.0296473128492978,0.0814771555379955,0.0428807312150375,-0.0967037773739978,0.302505808978615,0.574787606248991,0.357147284911951,0.00430633291580065,-21.2443503647718,-0.331875744898187,-0.257148137981779,1.36766833372199,0.466666666666667,0.611515475536903,1.4639783598117
"as.numeric(list.ret[2:n.sec, i])/10025",0.0687767680648277,0.0297257339320663,0.00672567912008695,-0.0090164762199999,2.14550692711507,9.4825766924193,2.29729888336609,0.00546108123706152,1.78187880561219,0.0151508074146118,0.0590338145748366,7.48987760310923,0.766666666666667,1.73191923613205,5.54240277303603
"as.numeric(list.ret[2:n.sec, i])/10026",0.0741971931082712,0.0551800808790359,0.0377341028882934,-0.070822609224,1.25402485835356,1.83381047412522,1.33777682908526,0.00574750254913426,4.8207078792901,0.239298376403813,0.0860367018050062,2.62387654890004,0.7,-0.493728934072801,0.125585596610084
"as.numeric(list.ret[2:n.sec, i])/10027",0.0096853807558015,0.0534235234227554,0.0280250489658531,-0.0845963873769102,0.0877025784826051,0.167185461888412,0.172661554843192,0.000542381748050163,5.06908697295265,0.116110558534151,0.0934442292161542,1.15551462719521,0.55,0.0398340784778942,-0.314212414835501
"as.numeric(list.ret[2:n.sec, i])/10028",0.0420012425997442,0.0439447348468428,0.0253624978085408,-0.0725358949676727,0.841994899473209,1.45889584216284,0.946247434366156,0.0028700277751032,8.63261812557173,0.186793121464032,0.193459897023515,1.91982146674753,0.716666666666667,-0.600613402596428,-0.501582310129298
