"","ann.ret.5","ann.std.5","downrisk.5","drawdown.5","sharpe.5","sortino.5","inforatio.5","alpha.5","beta.5","corr.bhf.5","corr.bidx.5","omega.5","wl.5","skewness.5","kurtosis.5"
"as.numeric(list.ret[2:n.sec, i])/100",0.197300671401461,0.155006287019777,0.133940791421669,-0.263892341836713,1.24059917245115,1.43571401482961,1.27126685738582,0.0104651183722759,74.8853248480398,0.606856650644579,0.476456429865771,2.7743904566548,0.666666666666667,-0.350699066624923,4.17893184763409
"as.numeric(list.ret[2:n.sec, i])/1001",0.0708127790153605,0.0318919960074996,0.0245825300819661,-0.0264114405459999,2.06361429996054,2.67721747094052,2.22101578553538,0.0041629672898576,21.1996375848924,0.652460835309519,0.655575210492064,5.34587619790226,0.783333333333333,-0.306857241425452,1.66230876863397
"as.numeric(list.ret[2:n.sec, i])/1002",0.0886502804329903,0.202576567574898,0.104862917765433,-0.223550562361312,0.412931670401922,0.797710784856347,0.434993877378141,0.0106983640345009,-25.980487399304,-0.0434272024516582,-0.126483499667712,1.49827818621048,0.583333333333333,0.572473911599283,0.798931762045334
"as.numeric(list.ret[2:n.sec, i])/1003",0.102255809931444,0.131956002320483,0.109329509862328,-0.265028190457778,0.737032103285743,0.889565955741616,0.772657297716758,0.00346647860209297,71.6981593347548,0.681800870278222,0.535864077110722,1.88660888407367,0.683333333333333,-0.5491071787635,1.9243282690009
"as.numeric(list.ret[2:n.sec, i])/1004",0.0237502288774953,0.121886270513645,0.0801607936082318,-0.286577621898878,0.153833805878869,0.23390772512973,0.191507813872281,-0.0031025792775333,76.087115925793,0.601932813159258,0.614768497226125,1.19769850078306,0.566666666666667,-0.35284744475287,-0.0656733856413041
"as.numeric(list.ret[2:n.sec, i])/1005",0.165945069074131,0.228659259145598,0.154253378176776,-0.352363103439851,0.703864211208917,1.04338116271066,0.724044175695849,0.0073816121793277,102.447981502087,0.425375623142948,0.441234929165089,1.80275283290787,0.683333333333333,-0.237860383028161,0.201520744775949
"as.numeric(list.ret[2:n.sec, i])/1006",0.0295990289398704,0.119425446997244,0.125436697597955,-0.200078547929571,0.205978119055632,0.196107115468827,0.243947068819215,0.00130660919858776,23.0098380001625,0.217292871197153,0.190017006988162,1.29323322779263,0.683333333333333,-1.55469112586036,3.80171552520875
"as.numeric(list.ret[2:n.sec, i])/1007",0.119660870600714,0.132717333493649,0.0987081001173254,-0.167374601936871,0.863947968079101,1.16161561679768,0.898893994255614,0.00520287748020208,66.2107904355635,0.454201016502647,0.492013379338706,1.96351245068664,0.683333333333333,-0.523607861474835,0.285896830458497
"as.numeric(list.ret[2:n.sec, i])/1008",0.1099542325875,0.101841582806811,0.0450635812380002,-0.09053558355187,1.03056364301204,2.32902556131062,1.0750563388014,0.00867018226240916,6.30612311984303,0.144270108885201,0.0610679150386238,2.46165403118823,0.566666666666667,0.971371947686162,1.58500101278209
"as.numeric(list.ret[2:n.sec, i])/1009",0.0810510101201667,0.16098922500691,0.100789108875315,-0.251581737601589,0.472398137930675,0.754555834145224,0.50099194914713,0.00358066167984024,53.2883994657098,0.429039347442083,0.325980136595282,1.63479249764711,0.583333333333333,0.638851558431751,2.40728694769598
"as.numeric(list.ret[2:n.sec, i])/10010",0.145934879850311,0.269514755299198,0.213319019643625,-0.430832761448109,0.522920831157663,0.660676577671129,0.540112625229692,0.00624286916056292,109.839036738092,0.513276800974365,0.4013557041756,1.74112122578818,0.6,-0.295339254685143,1.66649598641794
"as.numeric(list.ret[2:n.sec, i])/10011",0.107300049970073,0.241357424895085,0.149558797834986,-0.377877387482623,0.423852922753638,0.684012251040859,0.442915752320934,0.00530471393524729,74.6935994378995,0.438032708888051,0.304774056574083,1.57856532272081,0.533333333333333,0.384581124866533,1.95231830600583
"as.numeric(list.ret[2:n.sec, i])/10012",0.117996135376386,0.0694457737751098,0.039029250266273,-0.065866590551,1.6271132026307,2.89516541069791,1.692977599341,0.00926363428002653,3.57435661762015,0.169373499664651,0.0507607285438704,3.84925003611583,0.666666666666667,0.482132353978331,1.06111461574517
"as.numeric(list.ret[2:n.sec, i])/10013",0.0408894384994629,0.0726982162846482,0.0444875531083158,-0.191087395256321,0.493677016213694,0.806729882672606,0.556534973055928,0.00188715611430022,22.2338718773764,0.303479836513956,0.301624858423647,1.53022828784119,0.6,-0.0905276139750472,-0.102167509976325
"as.numeric(list.ret[2:n.sec, i])/10014",0.0863025251966711,0.0821045207180602,0.0763270692654124,-0.0908180461510001,0.990232017501898,1.06518599468241,1.04803560738296,0.00376507103829453,46.0757124949325,0.607941360280561,0.552662834723149,2.32427387418315,0.716666666666667,-0.924252100856489,3.28320026065125
"as.numeric(list.ret[2:n.sec, i])/10015",0.00524189742050973,0.0991420454460353,0.0704931014456793,-0.239372629539898,0.00243990750262866,0.00343150486428995,0.0483441961527599,-0.00398731450480564,64.1416268898493,0.648663244333711,0.638054658640158,1.07819949200417,0.616666666666667,-0.524785163983985,-0.120618755999246
"as.numeric(list.ret[2:n.sec, i])/10016",0.0344550487630488,0.317848610913829,0.179510118400665,-0.449422287754659,0.0926700565982158,0.164085729681853,0.107097344188204,0.000232397423821557,86.9253809947935,0.426965799984914,0.269328030926096,1.24569265729958,0.5,1.39481804793387,6.49887734825929
"as.numeric(list.ret[2:n.sec, i])/10017",0.0990433374221731,0.181290382676653,0.1115067680799,-0.280937259941886,0.518744215957154,0.843386809980776,0.544322320734836,0.00182398766547168,99.3897496807553,0.547098804583526,0.539910908255262,1.5919531572993,0.55,0.12501071907871,0.695757697243461
"as.numeric(list.ret[2:n.sec, i])/10018",-0.195261993807658,0.239827573321942,0.238611997683279,-0.748157635094329,-0.835024893233726,-0.839278811426218,-0.815751485995824,-0.0124979443900081,-36.3287597608485,-0.104046051079695,-0.149391967178039,0.300468466703352,0.166666666666667,-1.90852720255538,11.3445552068491
"as.numeric(list.ret[2:n.sec, i])/10019",0.0658429400696856,0.175175302681086,0.0767418877086927,-0.23745132794257,0.347326016501611,0.792825689936655,0.373068823285203,0.00572840802048633,9.14420512855686,0.0982720771338939,0.0514812248112072,1.89496402877698,0.483333333333333,4.84892283403602,30.7473133940655
"as.numeric(list.ret[2:n.sec, i])/10020",0.0559157383277484,0.156830505509427,0.0834615266423997,-0.346733360093342,0.324654557239108,0.610050407367968,0.35380529393606,0.000712224622205104,64.0446043974533,0.418900364742655,0.402742806953618,1.38666427587556,0.583333333333333,0.503821075694456,0.960614038678953
"as.numeric(list.ret[2:n.sec, i])/10021",0.047709614264297,0.0443547781981084,0.0243695169049741,-0.0371512809086963,0.96290898070861,1.75258354241645,1.06564578218053,0.00351100736729349,6.10038910190135,0.150601679632716,0.135641602584926,2.87143148930822,0.633333333333333,2.10738577337357,10.7964682645204
"as.numeric(list.ret[2:n.sec, i])/10022",0.113711703650412,0.0862199524434995,0.0213521732823617,-0.0857856552121448,1.26086480645708,5.09136480923068,1.31438866525903,0.00825548074551716,14.0854169130465,0.257260464327841,0.160885608724504,3.50005373118289,0.583333333333333,2.48171335887501,9.13419022789059
"as.numeric(list.ret[2:n.sec, i])/10023",0.0841343973414692,0.178445664381237,0.156758513729076,-0.421621375138509,0.443464948368844,0.504817221463557,0.469395852929912,0.00222048319661841,77.9900416562407,0.598709687881953,0.431031430051193,1.52756359764676,0.7,-0.835578703907206,1.91931140804267
"as.numeric(list.ret[2:n.sec, i])/10024",0.0114048908121906,0.106565410802975,0.0539189459196289,-0.23713081976552,0.0601029054730755,0.118787389162572,0.102828129301812,-0.00115249992154757,34.3482331901775,0.326185754685067,0.317426667763712,1.11755493959114,0.483333333333333,0.187173345031418,-0.667686803244828
"as.numeric(list.ret[2:n.sec, i])/10025",0.125549211400086,0.149443985153556,0.13034021426581,-0.284028961162801,0.806651477315863,0.924881181752882,0.838148269396155,0.00536176865666665,73.4496827447476,0.623566492730184,0.484023842374367,1.97227247311121,0.633333333333333,-0.970063877716111,2.0268087923568
"as.numeric(list.ret[2:n.sec, i])/10026",0.0665377536930107,0.142065239031514,0.105948960790267,-0.268813253716364,0.433165453509424,0.580824514313347,0.465821107799669,-0.000193058952609343,85.0448289412486,0.66968586898564,0.590385759002755,1.51807749842901,0.616666666666667,-0.145350299905397,2.27165880844845
"as.numeric(list.ret[2:n.sec, i])/10027",0.100463800605165,0.10188834649904,0.0434452742836826,-0.124794484254684,0.936945233536245,2.1973345128821,0.982247336196715,0.00624776386234448,29.2707126194302,0.317365558886372,0.28292026249231,2.03401167247565,0.633333333333333,0.152539215038525,-0.854609381720915
"as.numeric(list.ret[2:n.sec, i])/10028",0.114252558340272,0.246595246993908,0.0602814703031018,-0.224552657669024,0.443044055682756,1.81237381555125,0.461585308761296,0.0045340977433186,87.3741920878148,0.357053748820359,0.348942398860015,2.25027439886846,0.433333333333333,5.56215582353228,35.8092187826978
"as.numeric(list.ret[2:n.sec, i])/10029",0.0786160914064271,0.134399521613089,0.0862935160921125,-0.189721396647469,0.547740724988249,0.853089487370603,0.582090548284267,0.00276405356949006,57.0911433887996,0.503259906780168,0.418935154802001,1.636448285132,0.533333333333333,0.00309673978079249,0.619366329598854
"as.numeric(list.ret[2:n.sec, i])/10030",-0.0547694322262003,0.0923906817356581,0.0972509194088674,-0.245448669737211,-0.646920567132609,-0.614589893746038,-0.597930775784726,-0.00434363501853821,0.872089666288774,0.0933954466268616,0.0093091227349515,0.025357311016267,0.1,-7.31903013470988,52.5385862804272
