"","enter_disp","exit_disp","av_ret","stdev","trade_N","hp","winp","last_exit","last_enter"
"1",1,-1,-0.00278133906034483,0.0185628913179145,232,9,0.474137931034483,"8/22/2017","8/21/2017"
"2",1,-1.5,-0.00378267688961039,0.0282589998292451,154,16,0.506493506493506,"8/22/2017","8/21/2017"
"3",1,-2,-0.00278133906034483,0.0185628913179145,232,9,0.474137931034483,"8/22/2017","8/21/2017"
"4",1,-2.5,-0.00378267688961039,0.0282589998292451,154,16,0.506493506493506,"8/22/2017","8/21/2017"
