Date,USGG10YR Index,,USGGBE10 Index,,USGG5YR Index,,USGGBE05 Index,Date,GJGB10 Index,Date,GJGB2 Index,,GJGB5 Index,,JYGGBE05 Index,Date,M2% YOY Index,Date,JMNSM2Y Index,,USDJPY Curncy
5/31/2004,3.14,12/31/2007,-1.36,5/31/2004,4.67,5/31/2011,-17.52,5/31/2004,-0.71,5/31/2004,0.00,5/31/2004,-2.37,,,5/31/2004,2.00,5/31/2004,11.11,5/31/2004,-0.90
6/30/2004,-1.42,1/31/2008,-0.59,6/30/2004,-0.65,6/30/2011,-0.03,6/30/2004,16.81,6/30/2004,19.33,6/30/2004,26.71,,,6/30/2004,-7.84,6/30/2004,-15.00,6/30/2004,-0.68
7/30/2004,-2.31,2/29/2008,5.22,7/30/2004,-1.91,7/29/2011,1.50,7/30/2004,4.09,7/30/2004,23.46,7/30/2004,7.07,,,7/31/2004,-14.89,7/31/2004,5.88,7/30/2004,2.38
8/31/2004,-8.00,3/31/2008,-4.72,8/31/2004,-10.49,8/31/2011,-19.30,8/31/2004,-16.94,8/31/2004,-23.53,8/31/2004,-25.06,,,8/31/2004,-10.00,8/31/2004,5.56,8/31/2004,-1.97
9/30/2004,0.07,4/30/2008,-1.93,9/30/2004,1.95,9/30/2011,-14.29,9/30/2004,-6.15,9/30/2004,-17.16,9/30/2004,-5.67,,,9/30/2004,25.00,9/30/2004,10.53,9/30/2004,0.81
10/29/2004,-2.33,5/30/2008,10.76,10/29/2004,-2.65,10/31/2011,22.91,10/29/2004,3.45,10/29/2004,-7.14,10/29/2004,-0.47,,,10/31/2004,13.33,10/31/2004,-4.76,10/29/2004,-3.85
11/30/2004,8.09,6/30/2008,0.71,11/30/2004,12.47,11/30/2011,-4.23,11/30/2004,-3.00,11/30/2004,-11.54,11/30/2004,-6.20,,,11/30/2004,11.76,11/30/2004,0.00,11/30/2004,-2.59
12/31/2004,-3.01,7/31/2008,-9.28,12/31/2004,-2.27,12/30/2011,-8.03,12/31/2004,-0.89,12/31/2004,0.00,12/31/2004,3.39,,,12/31/2004,1.75,12/31/2004,0.00,12/31/2004,-0.43
1/31/2005,-2.14,8/29/2008,-7.00,1/31/2005,2.41,1/31/2012,16.83,1/31/2005,-7.70,1/31/2005,-13.04,1/31/2005,-12.30,,,1/31/2005,-1.72,1/31/2005,-5.00,1/31/2005,1.04
2/28/2005,6.02,9/30/2008,-26.09,2/28/2005,8.58,2/29/2012,14.03,2/28/2005,10.90,2/28/2005,39.00,2/28/2005,17.76,,,2/28/2005,-7.02,2/28/2005,-5.26,2/28/2005,0.90
3/31/2005,2.40,10/31/2008,-42.69,3/31/2005,3.83,3/30/2012,-0.50,3/31/2005,-9.83,3/31/2005,-20.86,3/31/2005,-13.65,,,3/31/2005,-9.43,3/31/2005,11.11,3/31/2005,2.41
4/29/2005,-6.33,11/28/2008,-60.80,4/29/2005,-6.49,4/30/2012,0.94,4/29/2005,-6.39,4/29/2005,-18.18,4/29/2005,-17.28,,,4/30/2005,-10.42,4/30/2005,-10.00,4/29/2005,-2.24
5/31/2005,-5.16,12/31/2008,-75.04,5/31/2005,-4.10,5/31/2012,-16.70,5/31/2005,0.32,5/31/2005,0.00,5/31/2005,-1.11,,,5/31/2005,-20.93,5/31/2005,-22.22,5/31/2005,3.65
6/30/2005,-1.71,1/30/2009,1131.72,6/30/2005,-1.00,6/29/2012,0.34,6/30/2005,-6.00,6/30/2005,-11.11,6/30/2005,-7.87,,,6/30/2005,11.76,6/30/2005,14.29,6/30/2005,2.16
7/29/2005,9.28,2/27/2009,-9.42,7/29/2005,11.44,7/31/2012,5.31,7/29/2005,11.84,7/29/2005,50.00,7/29/2005,29.02,,,7/31/2005,5.26,7/31/2005,0.00,7/29/2005,1.42
8/31/2005,-6.13,3/31/2009,32.00,8/31/2005,-6.36,8/31/2012,7.09,8/31/2005,2.74,8/31/2005,20.83,8/31/2005,5.86,,,8/31/2005,2.50,8/31/2005,0.00,8/31/2005,-1.68
9/30/2005,7.73,4/30/2009,12.52,9/30/2005,8.54,9/28/2012,6.42,9/30/2005,10.01,9/30/2005,62.07,9/30/2005,39.29,,,9/30/2005,0.00,9/30/2005,25.00,9/30/2005,2.62
10/31/2005,5.24,5/29/2009,24.90,10/31/2005,6.03,10/31/2012,0.61,10/31/2005,4.72,10/31/2005,23.83,10/31/2005,8.97,,,10/31/2005,2.44,10/31/2005,-5.00,10/31/2005,2.55
11/30/2005,-1.46,6/30/2009,-3.96,11/30/2005,-0.68,11/30/2012,-3.18,11/30/2005,-7.34,11/30/2005,-20.96,11/30/2005,-12.35,,,11/30/2005,-4.76,11/30/2005,5.26,11/30/2005,2.93
12/30/2005,-2.07,7/31/2009,0.33,12/30/2005,-1.39,12/31/2012,2.02,12/30/2005,2.78,12/30/2005,26.96,12/30/2005,15.44,,,12/31/2005,5.00,12/31/2005,-5.00,12/30/2005,-1.72
1/31/2006,2.83,8/31/2009,-6.59,1/31/2006,2.35,1/31/2013,13.05,1/31/2006,6.08,1/31/2006,2.40,1/31/2006,6.40,,,1/31/2006,14.29,1/31/2006,-5.26,1/31/2006,-0.47
2/28/2006,0.79,9/30/2009,7.02,2/28/2006,3.30,2/28/2013,-1.64,2/28/2006,1.59,2/28/2006,58.86,2/28/2006,19.13,,,2/28/2006,2.08,2/28/2006,-5.56,2/28/2006,-1.22
3/31/2006,6.51,10/30/2009,13.72,3/31/2006,4.60,3/29/2013,1.55,3/31/2006,11.60,3/31/2006,45.26,3/31/2006,20.18,,,3/31/2006,0.00,3/31/2006,-17.65,3/31/2006,1.74
4/28/2006,4.19,11/30/2009,5.03,4/28/2006,2.08,4/30/2013,-11.17,4/28/2006,8.43,4/28/2006,-2.17,4/28/2006,3.82,,,4/30/2006,8.16,4/30/2006,14.29,4/28/2006,-3.35
5/31/2006,1.35,12/31/2009,13.73,5/31/2006,2.48,5/31/2013,-8.42,5/31/2006,-4.66,5/31/2006,24.44,5/31/2006,-2.57,,,5/31/2006,-1.89,5/31/2006,-18.75,5/31/2006,-1.05
6/30/2006,0.35,1/29/2010,-3.68,6/30/2006,1.20,6/28/2013,-6.94,6/30/2006,4.89,6/30/2006,1.07,6/30/2006,7.17,,,6/30/2006,0.00,6/30/2006,-15.38,6/30/2006,1.60
7/31/2006,-3.06,2/26/2010,-6.98,7/31/2006,-3.85,,,7/31/2006,-0.05,7/31/2006,-1.77,7/31/2006,-1.41,,,7/31/2006,3.85,7/31/2006,-54.55,7/31/2006,0.21
8/31/2006,-5.09,3/31/2010,4.74,8/31/2006,-4.24,,,8/31/2006,-15.50,8/31/2006,-22.06,8/31/2006,-22.50,,,8/31/2006,-1.85,8/31/2006,-20.00,8/31/2006,2.37
9/29/2006,-2.08,4/30/2010,6.18,9/29/2006,-2.37,,,9/29/2006,2.76,9/29/2006,1.54,9/29/2006,4.98,,,9/30/2006,-3.77,9/30/2006,25.00,9/29/2006,0.66
10/31/2006,-0.64,5/31/2010,-14.69,10/31/2006,-0.36,,,10/31/2006,2.69,10/31/2006,11.36,10/31/2006,4.48,,,10/31/2006,5.88,10/31/2006,0.00,10/31/2006,-1.02
11/30/2006,-3.04,6/30/2010,-9.87,11/30/2006,-2.58,,,11/30/2006,-3.78,11/30/2006,11.70,11/30/2006,0.84,,,11/30/2006,3.70,11/30/2006,20.00,11/30/2006,-1.00
12/29/2006,5.48,7/30/2010,-4.08,12/29/2006,5.60,,,12/29/2006,1.81,12/29/2006,-1.95,12/29/2006,4.25,,,12/31/2006,3.57,12/31/2006,16.67,12/29/2006,2.81
1/31/2007,2.25,8/31/2010,-12.46,1/31/2007,2.29,,,1/31/2007,1.19,1/31/2007,-9.57,1/31/2007,-5.28,,,1/31/2007,0.00,1/31/2007,28.57,1/31/2007,1.38
2/28/2007,-5.04,9/30/2010,17.35,2/28/2007,-5.85,,,2/28/2007,-4.05,2/28/2007,14.70,2/28/2007,0.76,,,2/28/2007,-3.45,2/28/2007,11.11,2/28/2007,-1.77
3/30/2007,1.72,10/29/2010,18.40,3/30/2007,0.28,,,3/30/2007,1.41,3/30/2007,-1.80,3/30/2007,0.08,,,3/31/2007,5.36,3/31/2007,10.00,3/30/2007,-0.62
4/30/2007,-0.48,11/30/2010,-2.08,4/30/2007,-0.47,,,4/30/2007,0.06,4/30/2007,6.22,4/30/2007,3.35,,,4/30/2007,8.47,4/30/2007,0.00,4/30/2007,1.44
5/31/2007,5.75,12/31/2010,8.10,5/31/2007,7.44,,,5/31/2007,5.60,5/31/2007,12.97,5/31/2007,9.31,,,5/31/2007,1.56,5/31/2007,27.27,5/31/2007,1.84
6/29/2007,2.79,1/31/2011,1.73,6/29/2007,1.55,,,6/29/2007,7.19,6/29/2007,4.17,6/29/2007,9.48,,,6/30/2007,-3.08,6/30/2007,28.57,6/29/2007,1.18
7/31/2007,-5.68,2/28/2011,3.83,7/31/2007,-7.31,,,7/31/2007,-4.20,7/31/2007,-3.80,7/31/2007,-6.63,,,7/31/2007,-1.59,7/31/2007,11.11,7/31/2007,-3.69
8/31/2007,-4.42,3/31/2011,3.57,8/31/2007,-6.95,,,8/31/2007,-10.39,8/31/2007,-10.75,8/31/2007,-15.29,,,8/31/2007,8.06,8/31/2007,-10.00,8/31/2007,-2.40
9/28/2007,1.27,4/29/2011,3.23,9/28/2007,-0.03,,,9/28/2007,4.46,9/28/2007,-1.14,9/28/2007,2.99,,,9/30/2007,-1.49,9/30/2007,-5.56,9/28/2007,-0.83
10/31/2007,-2.52,5/31/2011,-12.81,10/31/2007,-1.75,,,10/31/2007,-4.45,10/31/2007,-9.20,10/31/2007,-9.05,,,10/31/2007,-7.58,10/31/2007,11.76,10/31/2007,0.55
11/30/2007,-11.92,6/30/2011,6.26,11/30/2007,-18.87,,,11/30/2007,-8.20,11/30/2007,-2.53,11/30/2007,-5.02,,,11/30/2007,-1.64,11/30/2007,5.26,11/30/2007,-3.64
12/31/2007,2.17,7/29/2011,2.26,12/31/2007,1.71,,,12/31/2007,2.17,12/31/2007,-7.14,12/31/2007,-2.40,,,12/31/2007,-3.33,12/31/2007,5.00,12/31/2007,0.46
1/31/2008,-10.69,8/31/2011,-14.90,1/31/2008,-19.75,,,1/31/2008,-4.64,1/31/2008,-23.08,1/31/2008,-12.41,,,1/31/2008,-1.72,1/31/2008,0.00,1/31/2008,-4.74
2/29/2008,-2.34,9/30/2011,-15.22,2/29/2008,-10.56,,,2/29/2008,-5.21,2/29/2008,2.73,2/29/2008,-5.62,,,2/29/2008,15.79,2/29/2008,14.29,2/29/2008,-2.55
3/31/2008,-2.84,10/31/2011,18.23,3/31/2008,-1.31,,,3/31/2008,-5.93,3/31/2008,1.77,3/31/2008,-10.73,,,3/31/2008,4.55,3/31/2008,-4.17,3/31/2008,-3.89
4/30/2008,9.34,11/30/2011,-0.96,4/30/2008,23.53,,,4/30/2008,23.44,4/30/2008,36.52,4/30/2008,54.74,,,4/30/2008,-4.35,4/30/2008,-17.39,4/30/2008,4.23
5/30/2008,8.90,12/30/2011,-5.26,5/30/2008,13.56,,,5/30/2008,10.98,5/30/2008,16.56,5/30/2008,15.19,,,5/31/2008,-3.03,5/31/2008,10.53,5/30/2008,1.54
6/30/2008,-2.23,1/31/2012,7.57,6/30/2008,-2.65,,,6/30/2008,-8.98,6/30/2008,-12.02,6/30/2008,-11.61,,,6/30/2008,-3.13,6/30/2008,4.76,6/30/2008,0.65
7/31/2008,-0.57,2/29/2012,8.10,7/31/2008,-2.77,,,7/31/2008,-3.87,7/31/2008,-1.86,7/31/2008,-5.59,,,7/31/2008,4.84,7/31/2008,-4.55,7/31/2008,1.61
8/29/2008,-3.41,3/30/2012,3.15,8/29/2008,-4.56,,,8/29/2008,-8.06,8/29/2008,-8.10,8/29/2008,-11.94,,,8/31/2008,-16.92,8/31/2008,14.29,8/29/2008,0.82
9/30/2008,0.31,4/30/2012,-3.27,9/30/2008,-3.51,,,9/30/2008,4.03,9/30/2008,5.23,9/30/2008,7.44,,,9/30/2008,18.52,9/30/2008,-8.33,9/30/2008,-2.47
10/31/2008,3.39,5/31/2012,-7.72,10/31/2008,-5.09,,,10/31/2008,0.27,10/31/2008,-27.62,10/31/2008,-17.65,,,10/31/2008,15.63,10/31/2008,-18.18,10/31/2008,-7.20
11/28/2008,-26.13,6/29/2012,0.40,11/28/2008,-32.30,,,11/28/2008,-5.22,11/28/2008,8.68,11/28/2008,0.81,,,11/30/2008,4.05,11/30/2008,0.00,11/28/2008,-2.99
12/31/2008,-24.24,7/31/2012,3.82,12/31/2008,-19.09,,,12/31/2008,-16.08,12/31/2008,-36.77,12/31/2008,-21.26,,,12/31/2008,27.27,12/31/2008,0.00,12/31/2008,-5.12
1/30/2009,28.39,8/31/2012,3.82,1/30/2009,21.06,,,1/30/2009,10.48,1/30/2009,6.84,1/30/2009,7.84,,,1/31/2009,4.08,1/31/2009,11.11,1/30/2009,-0.79
2/27/2009,6.08,9/28/2012,7.17,2/27/2009,5.80,,,2/27/2009,-1.31,2/27/2009,-0.25,2/27/2009,-5.11,,,2/28/2009,-6.86,2/28/2009,5.00,2/27/2009,8.52
3/31/2009,-11.62,10/31/2012,3.09,3/31/2009,-16.57,,,3/31/2009,5.70,3/31/2009,3.70,3/31/2009,12.06,,,3/31/2009,-1.05,3/31/2009,4.76,3/31/2009,1.41
4/30/2009,17.12,11/30/2012,-3.00,4/30/2009,21.47,,,4/30/2009,5.84,4/30/2009,-6.67,4/30/2009,4.18,,,4/30/2009,-7.45,4/30/2009,22.73,4/30/2009,-0.33
5/29/2009,10.92,12/31/2012,1.22,5/29/2009,16.39,,,5/29/2009,4.05,5/29/2009,-8.42,5/29/2009,-0.36,,,5/31/2009,4.60,5/31/2009,0.00,5/29/2009,-3.34
6/30/2009,2.12,1/31/2013,4.59,6/30/2009,9.18,,,6/30/2009,-8.79,6/30/2009,-10.86,6/30/2009,-11.59,,,6/30/2009,2.20,6/30/2009,-7.41,6/30/2009,1.07
7/31/2009,-1.50,2/28/2013,-0.88,7/31/2009,-1.57,,,7/31/2009,4.42,7/31/2009,-10.94,7/31/2009,-1.52,,,7/31/2009,-8.60,7/31/2009,8.00,7/31/2009,-1.74
8/31/2009,-2.36,3/29/2013,-0.94,8/31/2009,-5.15,,,8/31/2009,-7.68,8/31/2009,-10.88,8/31/2009,-14.01,,,8/31/2009,-1.18,8/31/2009,3.70,8/31/2009,-1.65
9/30/2009,-2.71,4/30/2013,-6.93,9/30/2009,-3.07,,,9/30/2009,-0.69,9/30/2009,-1.57,9/30/2009,-2.12,,,9/30/2009,-11.90,9/30/2009,7.14,9/30/2009,-3.66
10/30/2009,2.34,5/31/2013,-6.60,10/30/2009,-0.14,,,10/30/2009,8.76,10/30/2009,5.60,10/30/2009,12.98,,,10/31/2009,-14.86,10/31/2009,13.33,10/30/2009,0.42
11/30/2009,-5.47,6/28/2013,-9.08,11/30/2009,-13.38,,,11/30/2009,-10.53,11/30/2009,-11.36,11/30/2009,-19.73,,,11/30/2009,-4.76,11/30/2009,-2.94,11/30/2009,-4.08
12/31/2009,19.98,,,12/31/2009,33.97,,,12/31/2009,2.29,12/31/2009,-35.04,12/31/2009,-13.21,3/8/2010,,12/31/2009,-38.33,12/31/2009,-6.06,12/31/2009,7.66
1/29/2010,-6.58,,,1/29/2010,-13.27,,,1/29/2010,2.32,1/29/2010,7.89,1/29/2010,5.71,3/9/2010,,1/31/2010,-43.24,1/31/2010,-3.23,1/29/2010,-2.97
2/26/2010,0.76,,,2/26/2010,-0.92,,,2/26/2010,-1.51,2/26/2010,0.61,2/26/2010,1.00,3/10/2010,,2/28/2010,14.29,2/28/2010,-10.00,2/26/2010,-1.44
3/31/2010,5.93,,,3/31/2010,10.50,,,3/31/2010,7.28,3/31/2010,9.70,3/31/2010,10.69,3/11/2010,,3/31/2010,-33.33,3/31/2010,0.00,3/31/2010,5.06
4/30/2010,-4.51,,,4/30/2010,-5.00,,,4/30/2010,-7.86,4/30/2010,-6.08,4/30/2010,-15.92,3/12/2010,,4/30/2010,18.75,4/30/2010,7.41,4/30/2010,0.41
5/31/2010,-10.08,,,5/31/2010,-13.43,,,5/31/2010,-1.94,5/31/2010,0.00,5/31/2010,-6.81,3/15/2010,,5/31/2010,0.00,5/31/2010,6.90,5/31/2010,-2.75
6/30/2010,-10.77,,,6/30/2010,-15.23,,,6/30/2010,-13.75,6/30/2010,-8.82,6/30/2010,-19.18,3/16/2010,,6/30/2010,0.00,6/30/2010,-6.45,6/30/2010,-3.11
7/30/2010,-0.88,,,7/30/2010,-9.98,,,7/30/2010,-1.56,7/30/2010,0.00,7/30/2010,1.13,3/17/2010,,7/31/2010,10.53,7/31/2010,-6.90,7/30/2010,-2.22
8/31/2010,-15.04,,,8/31/2010,-16.62,,,8/31/2010,-9.59,8/31/2010,-18.71,8/31/2010,-27.09,3/18/2010,,8/31/2010,33.33,8/31/2010,3.70,8/31/2010,-2.63
9/30/2010,1.68,,,9/30/2010,-5.12,,,9/30/2010,-3.19,9/30/2010,11.90,9/30/2010,2.68,3/19/2010,,9/30/2010,7.14,9/30/2010,0.00,9/30/2010,-0.80
10/29/2010,3.57,,,10/29/2010,-7.66,,,10/29/2010,-0.11,10/29/2010,2.84,10/29/2010,13.43,3/22/2010,,10/31/2010,6.67,10/31/2010,0.00,10/29/2010,-3.75
11/30/2010,7.60,,,11/30/2010,25.73,,,11/30/2010,27.16,11/30/2010,37.93,11/30/2010,48.03,3/23/2010,,11/30/2010,3.12,11/30/2010,-7.14,11/30/2010,4.09
12/31/2010,17.76,,,12/31/2010,36.83,,,12/31/2010,-5.53,12/31/2010,-10.00,12/31/2010,-9.11,3/24/2010,,12/31/2010,6.06,12/31/2010,-11.54,12/31/2010,-3.07
1/31/2011,2.33,,,1/31/2011,-3.26,,,1/31/2011,8.07,1/31/2011,13.89,1/31/2011,21.03,3/25/2010,,1/31/2011,28.57,1/31/2011,0.00,1/31/2011,1.13
2/28/2011,1.69,,,2/28/2011,10.18,,,2/28/2011,3.69,2/28/2011,21.95,2/28/2011,12.12,3/26/2010,,2/28/2011,-2.22,2/28/2011,4.35,2/28/2011,-0.32
3/31/2011,1.26,,,3/31/2011,6.47,,,3/31/2011,-0.32,3/31/2011,-16.00,3/31/2011,-9.91,3/29/2010,,3/31/2011,13.64,3/31/2011,8.33,3/31/2011,1.65
4/29/2011,-5.30,,,4/29/2011,-13.60,,,4/29/2011,-3.97,4/29/2011,-2.38,4/29/2011,-5.00,3/30/2010,,4/30/2011,4.00,4/30/2011,3.85,4/29/2011,-2.33
5/31/2011,-6.86,,,5/31/2011,-13.61,,,5/31/2011,-3.72,5/31/2011,-10.24,5/31/2011,-9.47,3/31/2010,,5/31/2011,1.92,5/31/2011,0.00,5/31/2011,0.41
6/30/2011,3.24,,,6/30/2011,3.63,,,6/30/2011,-2.15,6/30/2011,-4.89,6/30/2011,0.00,4/1/2010,,6/30/2011,13.21,6/30/2011,7.41,6/30/2011,-1.18
7/29/2011,-11.52,,,7/29/2011,-23.01,,,7/29/2011,-5.09,7/29/2011,-11.43,7/29/2011,-12.56,4/2/2010,,7/31/2011,33.33,7/31/2011,3.45,7/29/2011,-4.72
8/31/2011,-20.48,,,8/31/2011,-29.07,,,8/31/2011,-4.44,8/31/2011,-9.68,8/31/2011,-8.51,4/5/2010,,8/31/2011,26.25,8/31/2011,-10.00,8/31/2011,-0.13
9/30/2011,-13.85,,,9/30/2011,-1.01,,,9/30/2011,-0.19,9/30/2011,5.00,9/30/2011,8.43,4/6/2010,,9/30/2011,-1.98,9/30/2011,0.00,9/30/2011,0.52
10/31/2011,10.33,,,10/31/2011,0.85,,,10/31/2011,1.45,10/31/2011,3.40,10/31/2011,3.49,4/7/2010,,10/31/2011,-3.03,10/31/2011,3.70,10/31/2011,1.44
11/30/2011,-2.14,,,11/30/2011,-0.82,,,11/30/2011,2.39,11/30/2011,-7.24,11/30/2011,-2.07,4/8/2010,,11/30/2011,1.04,11/30/2011,7.14,11/30/2011,-0.70
12/30/2011,-9.27,,,12/30/2011,-12.63,,,12/30/2011,-7.84,12/30/2011,-3.55,12/30/2011,-7.67,4/9/2010,,12/31/2011,0.00,12/31/2011,6.67,12/30/2011,-0.91
1/31/2012,-4.22,,,1/31/2012,-15.30,,,1/31/2012,-2.13,1/31/2012,-5.88,1/31/2012,-2.87,4/12/2010,,1/31/2012,7.22,1/31/2012,-3.13,1/31/2012,-0.83
2/29/2012,9.65,,,2/29/2012,21.93,,,2/29/2012,-0.41,2/29/2012,-12.50,2/29/2012,-12.39,4/13/2010,,2/29/2012,-2.88,2/29/2012,-6.45,2/29/2012,6.40
3/30/2012,12.09,,,3/30/2012,20.91,,,3/30/2012,2.70,3/30/2012,5.36,3/30/2012,7.07,4/14/2010,,3/31/2012,-1.98,3/31/2012,3.45,3/30/2012,2.12
4/30/2012,-13.36,,,4/30/2012,-22.21,,,4/30/2012,-9.30,4/30/2012,-8.47,4/30/2012,-17.30,4/15/2010,,4/30/2012,-1.01,4/30/2012,-13.33,4/30/2012,-3.68
5/31/2012,-18.60,,,5/31/2012,-18.90,,,5/31/2012,-8.14,5/31/2012,-2.78,5/31/2012,-21.29,4/16/2010,,5/31/2012,-1.02,5/31/2012,-15.38,5/31/2012,-1.88
6/29/2012,5.59,,,6/29/2012,9.60,,,6/29/2012,1.58,6/29/2012,8.57,6/29/2012,6.28,4/19/2010,,6/30/2012,-5.15,6/30/2012,4.55,6/29/2012,1.88
7/31/2012,-10.76,,,7/31/2012,-19.09,,,7/31/2012,-5.14,7/31/2012,-9.65,7/31/2012,-10.00,4/20/2010,,7/31/2012,-13.04,7/31/2012,0.00,7/31/2012,-2.09
8/31/2012,5.48,,,8/31/2012,1.55,,,8/31/2012,0.38,8/31/2012,-7.77,8/31/2012,5.56,4/21/2010,,8/31/2012,-21.25,8/31/2012,4.35,8/31/2012,0.35
9/28/2012,5.50,,,9/28/2012,5.93,,,9/28/2012,-2.38,9/28/2012,3.16,9/28/2012,-5.74,4/22/2010,,9/30/2012,6.35,9/30/2012,0.00,9/28/2012,-0.55
10/31/2012,3.46,,,10/31/2012,15.41,,,10/31/2012,-0.39,10/31/2012,2.04,10/31/2012,1.02,4/23/2010,,10/31/2012,8.96,10/31/2012,-4.17,10/31/2012,2.32
11/30/2012,-4.41,,,11/30/2012,-14.46,,,11/30/2012,-7.61,11/30/2012,-2.00,11/30/2012,-12.56,4/26/2010,,11/30/2012,-1.37,11/30/2012,-8.70,11/30/2012,3.40
12/31/2012,8.78,,,12/31/2012,17.16,,,12/31/2012,10.47,12/31/2012,0.00,12/31/2012,6.32,4/27/2010,,12/31/2012,11.11,12/31/2012,23.81,12/31/2012,5.18
1/31/2013,12.95,,,1/31/2013,21.48,,,1/31/2013,-4.68,1/31/2013,-23.47,1/31/2013,-19.46,4/28/2010,,1/31/2013,-5.00,1/31/2013,3.85,1/31/2013,5.72
2/28/2013,-5.51,,,2/28/2013,-13.32,,,2/28/2013,-12.07,2/28/2013,-32.00,2/28/2013,-17.45,4/29/2010,,2/28/2013,-9.21,2/28/2013,7.41,2/28/2013,0.93
3/29/2013,-1.44,,,3/29/2013,0.42,,,3/29/2013,-16.89,3/29/2013,1.96,3/29/2013,10.57,4/30/2010,,3/31/2013,0.00,3/31/2013,6.90,3/29/2013,1.79
4/30/2013,-9.57,,,4/30/2013,-11.56,,,4/30/2013,10.53,4/30/2013,146.15,4/30/2013,91.18,5/3/2010,,4/30/2013,2.90,4/30/2013,3.23,4/30/2013,3.43
5/31/2013,27.31,,,5/31/2013,50.55,,,5/31/2013,40.72,5/31/2013,14.06,5/31/2013,34.62,5/4/2010,,5/31/2013,-2.82,5/31/2013,9.38,5/31/2013,3.08
6/28/2013,16.80,,,6/28/2013,37.02,,,6/28/2013,-0.47,6/28/2013,-9.59,6/28/2013,-10.57,5/5/2010,,6/30/2013,-1.45,6/30/2013,8.57,6/28/2013,-1.30
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
