,489 HK,,7201 JP,,7203 JP,,7267 JP,,7269 JP,,7270 JP,,MSIL IN,,TTMT IN,,6902 JP,,7202 jp,,5108 jp,,volvb ss,,bmw gr,,000270 KS,,dai gr,,f,,005380 KS
11/21/2012,4.5361,11/28/2012,-1.2771,11/28/2012,-1.5581,11/28/2012,-2.0528,11/28/2012,0.1563,11/28/2012,-1.7957,11/13/2012,0.5674,11/13/2012,-1.1398,11/28/2012,-2.2693,11/28/2012,-0.6342,11/28/2012,-0.7117,11/2/2012,1.767,10/23/2012,-1.122,11/16/2012,6.0109,10/23/2012,-1.6719,11/8/2012,-1.4467,11/16/2012,1.8913
11/22/2012,4.3393,11/29/2012,2.458,11/29/2012,1.1511,11/29/2012,2.021,11/29/2012,1.5088,11/29/2012,4.1143,11/15/2012,0.253,11/15/2012,-1.9096,11/29/2012,1.5607,11/29/2012,3.1915,11/29/2012,1.3313,11/5/2012,-0.3798,10/24/2012,-0.4453,11/19/2012,-2.4055,10/24/2012,-0.2847,11/9/2012,0.2752,11/19/2012,-0.6961
11/23/2012,-0.189,11/30/2012,0.8838,11/30/2012,0.569,11/30/2012,0.2201,11/30/2012,0.2563,11/30/2012,1.5368,11/16/2012,-1.9065,11/16/2012,-2.663,11/30/2012,1.5367,11/30/2012,-0.4124,11/30/2012,0.5053,11/6/2012,1.634,10/25/2012,-0.0497,11/20/2012,-2.2887,10/25/2012,-2.7679,11/12/2012,0.366,11/20/2012,-0.7009
11/26/2012,8.3333,12/3/2012,1.0013,12/3/2012,-0.5658,12/3/2012,-1.1713,12/3/2012,-0.9714,12/3/2012,0.2162,11/19/2012,3.9045,11/19/2012,-0.3396,12/3/2012,-0.4799,12/3/2012,-0.207,12/3/2012,0.2514,11/7/2012,-2.0364,10/26/2012,1.0111,11/21/2012,-1.4414,10/26/2012,-0.3263,11/13/2012,0.2735,11/21/2012,0
11/27/2012,-2.7972,12/4/2012,-3.7175,12/4/2012,-0.1422,12/4/2012,0.8519,12/4/2012,0.5679,12/4/2012,0,11/20/2012,0.338,11/20/2012,0.7573,12/4/2012,-0.0371,12/4/2012,0.4149,12/4/2012,1.6048,11/8/2012,-1.2035,10/29/2012,-0.4923,11/22/2012,2.011,10/29/2012,-1.7731,11/14/2012,-3,11/22/2012,-1.1765
11/28/2012,-3.5971,12/5/2012,0.3861,12/5/2012,-0.2849,12/5/2012,-0.661,12/5/2012,-1.3347,12/5/2012,0,11/21/2012,-0.4535,11/21/2012,-0.2255,12/5/2012,0.7792,12/5/2012,-0.6198,12/5/2012,-0.5923,11/9/2012,-0.4983,10/30/2012,1.5007,11/23/2012,2.8674,10/30/2012,1.1108,11/15/2012,-0.9372,11/23/2012,3.0952
11/29/2012,1.8657,12/6/2012,-0.641,12/6/2012,1,12/6/2012,1.5527,12/6/2012,-0.2081,12/6/2012,-0.7551,11/22/2012,0.0636,11/22/2012,-2.5424,12/6/2012,-0.1473,12/6/2012,0.2079,12/6/2012,0.5462,11/12/2012,0,10/31/2012,-0.1462,11/26/2012,0.6969,10/31/2012,-0.6729,11/16/2012,-0.6623,11/26/2012,0.2309
11/30/2012,-0.1832,12/7/2012,0.129,12/7/2012,0,12/7/2012,0.6189,12/7/2012,0.2607,12/7/2012,0.2174,11/23/2012,-0.01,11/23/2012,0.6763,12/7/2012,-0.8112,12/7/2012,-0.4149,12/7/2012,-0.642,11/13/2012,-0.2226,11/1/2012,2.9938,11/27/2012,2.9412,11/1/2012,1.0922,11/19/2012,3.1429,11/27/2012,3.6866
12/3/2012,-1.8349,12/10/2012,-0.7732,12/10/2012,0.7072,12/10/2012,-0.6874,12/10/2012,0.208,12/10/2012,-1.5184,11/26/2012,-0.0971,11/26/2012,1.0365,12/10/2012,-0.4461,12/10/2012,0.625,12/10/2012,-0.0994,11/14/2012,-0.502,11/2/2012,2.1643,11/28/2012,-0.5042,11/2/2012,1.2172,11/20/2012,0.1847,11/28/2012,-0.2222
12/4/2012,5.4206,12/11/2012,-0.6494,12/11/2012,-0.8427,12/11/2012,-1.1658,12/11/2012,4.0996,12/11/2012,-1.7621,11/27/2012,0.3888,11/27/2012,1.3108,12/11/2012,-0.224,12/11/2012,-0.4141,12/11/2012,0.2488,11/15/2012,-0.6726,11/5/2012,-0.0309,11/29/2012,4.7297,11/5/2012,-0.4459,11/21/2012,0.6452,11/29/2012,2.6726
12/5/2012,1.773,12/12/2012,0.7843,12/12/2012,0.8499,12/12/2012,1.3269,12/12/2012,-0.8475,12/12/2012,2.9148,11/29/2012,-0.5709,11/29/2012,4.4253,12/12/2012,1.7216,12/12/2012,0.2079,12/12/2012,0.5459,11/16/2012,0.2257,11/6/2012,-0.2939,11/30/2012,-0.1613,11/6/2012,1.8458,11/23/2012,1.6484,11/30/2012,-2.1692
12/6/2012,2.7875,12/13/2012,2.2049,12/13/2012,1.1236,12/13/2012,2.7283,12/13/2012,0.2514,12/13/2012,2.9412,11/30/2012,-1.0241,11/30/2012,-1.7957,12/13/2012,1.9132,12/13/2012,2.4896,12/13/2012,1.4808,11/19/2012,2.4775,11/7/2012,0.5119,12/3/2012,1.1309,11/7/2012,-1.839,11/26/2012,0.045,12/3/2012,1.3304
12/7/2012,-0.678,12/14/2012,-0.3807,12/14/2012,0,12/14/2012,0.1771,12/14/2012,1.655,12/14/2012,1.3757,12/3/2012,1.089,12/3/2012,-0.4937,12/14/2012,0.722,12/14/2012,-0.6073,12/14/2012,0.3405,11/20/2012,0.9341,11/8/2012,-1.7287,12/4/2012,-0.4792,11/8/2012,-2.145,11/27/2012,-0.045,12/4/2012,-0.2188
12/10/2012,0.6826,12/17/2012,1.7834,12/17/2012,1.9444,12/17/2012,0.3888,12/17/2012,0.296,12/17/2012,1.357,12/4/2012,-0.6276,12/4/2012,-0.2021,12/17/2012,0.4659,12/17/2012,0.611,12/17/2012,0.921,11/21/2012,-0.2722,11/9/2012,0.7696,12/5/2012,0,11/9/2012,0.2636,11/28/2012,1.3514,12/5/2012,-0.6579
12/11/2012,2.8814,12/18/2012,0.1252,12/18/2012,1.3624,12/18/2012,1.831,12/18/2012,0.4427,12/18/2012,1.6478,12/5/2012,-0.2161,12/5/2012,1.2521,12/18/2012,1.4984,12/18/2012,0.8097,12/18/2012,-0.0961,11/22/2012,0.8734,11/12/2012,-0.5455,12/6/2012,-1.2841,11/12/2012,-0.0692,11/29/2012,2.4889,12/6/2012,1.3245
12/12/2012,1.1532,12/19/2012,5.5,12/19/2012,3.4946,12/19/2012,6.1549,12/19/2012,4.4074,12/19/2012,5.0659,12/6/2012,0.352,12/6/2012,2.1458,12/19/2012,2.9877,12/19/2012,-1.6064,12/19/2012,2.7885,11/23/2012,0.9199,11/13/2012,-0.5328,12/7/2012,-0.9756,11/13/2012,0.1385,11/30/2012,-0.6938,12/7/2012,-1.5251
12/13/2012,-0.1629,12/20/2012,-7.346,12/20/2012,0.7792,12/20/2012,-1.7915,12/20/2012,-0.4221,12/20/2012,0.1929,12/7/2012,1.8482,12/7/2012,0.3739,12/20/2012,-0.3754,12/20/2012,-0.6122,12/20/2012,2.1983,11/26/2012,-0.0536,11/14/2012,-0.4569,12/10/2012,0.9852,11/14/2012,-0.9817,12/3/2012,-0.3493,12/10/2012,0.6637
12/14/2012,0.1631,12/21/2012,-2.4297,12/21/2012,-2.4485,12/21/2012,-0.4975,12/21/2012,-0.0471,12/21/2012,-1.5399,12/10/2012,-1.0961,12/10/2012,-0.6917,12/21/2012,-2.7064,12/21/2012,-1.4374,12/21/2012,0,11/27/2012,0.1073,11/15/2012,-1.013,12/11/2012,1.3008,11/15/2012,-0.8518,12/4/2012,-0.8764,12/11/2012,0.4396
12/17/2012,-3.0945,12/25/2012,0.3932,12/25/2012,-0.1321,12/25/2012,1,12/25/2012,0.8011,12/25/2012,4.4966,12/11/2012,-1.0379,12/11/2012,-0.6608,12/25/2012,0.7394,12/25/2012,0.4167,12/25/2012,-1.5561,11/28/2012,-0.4287,11/16/2012,-0.9914,12/12/2012,-1.7657,11/16/2012,0.338,12/5/2012,0,12/12/2012,-0.6565
12/18/2012,-2.8571,12/26/2012,2.0888,12/26/2012,2.6455,12/26/2012,0.9901,12/26/2012,1.7765,12/26/2012,0.1871,12/12/2012,-0.1286,12/12/2012,-0.5753,12/26/2012,2.1321,12/26/2012,1.0373,12/26/2012,0.8833,11/29/2012,2.0452,11/19/2012,4.958,12/13/2012,0.9804,11/19/2012,1.9792,12/6/2012,-0.6189,12/13/2012,1.5419
12/19/2012,5.3633,12/27/2012,2.046,12/27/2012,1.2887,12/27/2012,1.634,12/27/2012,1.0565,12/27/2012,-1.2138,12/13/2012,-0.1253,12/13/2012,4.123,12/27/2012,0.9582,12/27/2012,0.4107,12/27/2012,0.1843,11/30/2012,-0.5802,11/20/2012,1.0309,12/14/2012,-0.6472,11/20/2012,-0.2478,12/7/2012,2.1352,12/14/2012,-0.4338
12/20/2012,-0.3284,12/28/2012,1.6291,12/28/2012,1.9084,12/28/2012,1.1254,12/28/2012,1.9091,12/28/2012,1.7013,12/14/2012,0.2103,12/14/2012,1.4588,12/28/2012,0.7797,12/28/2012,4.499,12/28/2012,2.2999,12/3/2012,0.3714,11/21/2012,0.8072,12/17/2012,-3.5831,11/21/2012,1.0349,12/10/2012,-0.0871,12/17/2012,-1.9608
12/21/2012,-0.8237,1/4/2013,5.3021,1/4/2013,6.367,1/4/2013,3.9746,1/4/2013,7.9393,1/4/2013,7.6208,12/17/2012,1.5163,12/17/2012,0.6676,1/4/2013,3.7672,1/4/2013,5.2838,1/4/2013,7.464,12/4/2012,-0.4757,11/22/2012,-0.8763,12/18/2012,-0.8446,11/22/2012,0.1338,12/11/2012,0.1744,12/18/2012,-0.4444
12/24/2012,0,1/7/2013,-0.3513,1/7/2013,-1.7606,1/7/2013,-1.2232,1/7/2013,-2.686,1/7/2013,-2.418,12/18/2012,-1.6204,12/18/2012,1.4623,1/7/2013,-0.3241,1/7/2013,-2.2305,1/7/2013,-2.4686,12/5/2012,-0.1062,11/23/2012,0.1981,12/20/2012,-1.0221,11/23/2012,1.0939,12/12/2012,-0.1741,12/20/2012,-0.6696
12/27/2012,-0.3322,1/8/2013,-1.0576,1/8/2013,-2.0311,1/8/2013,-0.9288,1/8/2013,-2.2081,1/8/2013,-3.7168,12/19/2012,2.3317,12/19/2012,3.1507,1/8/2013,-2.1138,1/8/2013,-1.711,1/8/2013,-1.6302,12/6/2012,1.1696,11/26/2012,0.8184,12/21/2012,-0.5164,11/26/2012,-0.2671,12/13/2012,-1.7437,12/21/2012,0
12/28/2012,-0.1667,1/9/2013,0.5938,1/9/2013,1.5854,1/9/2013,1.5625,1/9/2013,-0.3474,1/9/2013,3.7684,12/20/2012,0.6889,12/20/2012,-0.9261,1/9/2013,0.6645,1/9/2013,1.5474,1/9/2013,1.1339,12/7/2012,0,11/27/2012,0.4406,12/24/2012,0,11/27/2012,0.2408,12/14/2012,-1.5084,12/24/2012,0
12/31/2012,-0.1669,1/10/2013,0.8264,1/10/2013,0.9604,1/10/2013,2.4615,1/10/2013,0.3486,1/10/2013,0.7972,12/21/2012,-1.0032,12/21/2012,-1.8039,1/10/2013,2.1452,1/10/2013,3.8095,1/10/2013,1.8974,12/10/2012,0.7882,11/28/2012,0.8713,12/26/2012,0.346,11/28/2012,-0.4184,12/17/2012,2.6126,12/26/2012,0.2247
1/2/2013,3.1773,1/11/2013,2.2248,1/11/2013,1.308,1/11/2013,1.5015,1/11/2013,1.8671,1/11/2013,3.2513,12/24/2012,-1.7277,12/24/2012,2.5217,1/11/2013,2.7464,1/11/2013,-0.7339,1/11/2013,1.4812,12/11/2012,0.7299,11/29/2012,0.9531,12/27/2012,-1.3793,11/29/2012,2.1277,12/18/2012,2.4583,12/27/2012,0
1/3/2013,-0.4862,1/15/2013,1.1455,1/15/2013,0.1174,1/15/2013,0,1/15/2013,3.0264,1/15/2013,0.766,12/26/2012,0.0811,12/26/2012,-0.2769,1/15/2013,1.1006,1/15/2013,2.0333,1/15/2013,-0.7506,12/12/2012,-0.6729,11/30/2012,0.7966,12/28/2012,-1.2238,11/30/2012,0.7431,12/19/2012,0.5141,12/28/2012,-2.0179
1/4/2013,-1.9544,1/16/2013,-1.9253,1/16/2013,-2.5791,1/16/2013,-2.9586,1/16/2013,-2.6065,1/16/2013,-2.8716,12/27/2012,0.1284,12/27/2012,1.0127,1/16/2013,-2.4883,1/16/2013,-2.5362,1/16/2013,-2.1849,12/13/2012,-4.2731,12/3/2012,-0.5708,1/2/2013,-0.354,12/3/2012,0.4294,12/20/2012,0.341,1/2/2013,-1.1442
1/7/2013,1.8272,1/17/2013,0.2309,1/17/2013,1.3237,1/17/2013,1.6768,1/17/2013,-0.3823,1/17/2013,-1.2174,12/28/2012,1.2416,12/28/2012,0.2749,1/17/2013,2.5518,1/17/2013,0.1859,1/17/2013,0.6873,12/14/2012,1.1976,12/4/2012,-0.1619,1/3/2013,-3.0195,12/4/2012,0.2807,12/21/2012,0.7647,1/3/2013,-4.6296
1/8/2013,-2.447,1/18/2013,1.1521,1/18/2013,2.1378,1/18/2013,3.1484,1/18/2013,2.7719,1/18/2013,3.169,12/31/2012,-0.6898,12/31/2012,0.8386,1/18/2013,4.5101,1/18/2013,2.0408,1/18/2013,2.3038,12/17/2012,-0.3765,12/5/2012,0.6044,1/4/2013,-1.8315,12/5/2012,0.3531,12/24/2012,4.5531,1/4/2013,0
1/9/2013,2.3411,1/21/2013,-1.4806,1/21/2013,-0.4651,1/21/2013,-1.3081,1/21/2013,-2.4481,1/21/2013,-3.8396,1/1/2013,1.6342,1/1/2013,1.3114,1/21/2013,-2.0833,1/21/2013,-1.6364,1/21/2013,-1.251,12/18/2012,-1.3499,12/6/2012,0.5276,1/7/2013,0.7463,12/6/2012,0.5343,12/26/2012,3.1452,1/7/2013,1.2136
1/10/2013,5.8824,1/22/2013,0.1156,1/22/2013,-0.9346,1/22/2013,-1.62,1/22/2013,-1.4037,1/22/2013,-0.0887,1/2/2013,2.8394,1/2/2013,0.3946,1/22/2013,-0.4559,1/22/2013,-0.5545,1/22/2013,-0.7179,12/19/2012,-1.04,12/7/2012,0.5539,1/8/2013,0.9259,12/7/2012,0.6585,12/27/2012,-0.2346,1/8/2013,0.7194
1/11/2013,-0.6173,1/23/2013,-2.7714,1/23/2013,-2.0047,1/23/2013,-1.6467,1/23/2013,-1.9845,1/23/2013,-1.5098,1/3/2013,-0.9054,1/3/2013,0.0314,1/23/2013,-2.5954,1/23/2013,-1.6729,1/23/2013,-2.9349,12/20/2012,-0.2765,12/10/2012,0.5509,1/9/2013,-0.1835,12/10/2012,0.1185,12/28/2012,0.8621,1/9/2013,-1.1905
1/14/2013,-1.2422,1/24/2013,1.1876,1/24/2013,2.1661,1/24/2013,1.9787,1/24/2013,1.4525,1/24/2013,4.2381,1/4/2013,0.1393,1/4/2013,-0.8488,1/24/2013,2.0376,1/24/2013,2.2684,1/24/2013,1.1394,12/21/2012,-0.8874,12/11/2012,1.8166,1/10/2013,0.9191,12/11/2012,1.2349,12/31/2012,0.6216,1/10/2013,0.9639
1/15/2013,-0.4717,1/25/2013,2.5822,1/25/2013,2.2379,1/25/2013,2.0896,1/25/2013,4.0347,1/25/2013,3.1142,1/7/2013,2.5332,1/7/2013,-0.6817,1/25/2013,3.3794,1/25/2013,1.2939,1/25/2013,3.2496,12/27/2012,0.1679,12/12/2012,1.0167,1/11/2013,-2.1858,12/12/2012,1.4485,1/2/2013,1.9305,1/11/2013,-1.6706
1/16/2013,-0.7899,1/28/2013,2.4027,1/28/2013,-0.576,1/28/2013,-0.5848,1/28/2013,-2.2936,1/28/2013,-0.4195,1/8/2013,-0.6153,1/8/2013,0.2873,1/28/2013,-2.3774,1/28/2013,-1.2774,1/28/2013,-0.4196,12/28/2012,-0.7821,12/13/2012,-1.1747,1/14/2013,-0.3724,12/13/2012,-0.9394,1/3/2013,1.9697,1/14/2013,1.4563
1/17/2013,-1.4331,1/29/2013,4.3575,1/29/2013,0.2317,1/29/2013,0.8824,1/29/2013,1.195,1/29/2013,-0.5897,1/9/2013,-0.3334,1/9/2013,4.2018,1/29/2013,0.4566,1/29/2013,0.9242,1/29/2013,0.295,1/2/2013,3.4347,12/14/2012,1.6738,1/15/2013,-0.1869,12/14/2012,2.6426,1/4/2013,0.8172,1/15/2013,0
1/18/2013,-0.6462,1/30/2013,-0.2141,1/30/2013,0.9249,1/30/2013,1.312,1/30/2013,1.2231,1/30/2013,2.9661,1/10/2013,0.172,1/10/2013,1.9398,1/30/2013,1.9697,1/30/2013,1.6484,1/30/2013,0.4622,1/3/2013,0.9799,12/17/2012,0.0558,1/16/2013,2.2472,12/17/2012,1.934,1/7/2013,-1.0317,1/16/2013,0.7177
1/21/2013,2.2764,1/31/2013,0.4292,1/31/2013,0,1/31/2013,0.8633,1/31/2013,-0.2917,1/31/2013,1.3169,1/11/2013,-0.4484,1/11/2013,-0.9889,1/31/2013,1.6345,1/31/2013,3.2432,1/31/2013,0.0836,1/4/2013,1.8329,12/18/2012,0.1785,1/17/2013,0.7326,12/18/2012,0.7033,1/8/2013,-0.5957,1/17/2013,0.9501
1/22/2013,-2.2258,2/1/2013,-0.1068,2/1/2013,2.9782,2/1/2013,0.2853,2/1/2013,1.7133,2/1/2013,4.143,1/14/2013,-1.6707,1/14/2013,-0.8172,2/1/2013,2.3392,2/1/2013,1.7452,2/1/2013,0.5015,1/7/2013,-0.847,12/19/2012,0.0863,1/18/2013,-1.4545,12/19/2012,-1.3104,1/9/2013,0.8989,1/18/2013,0.4706
1/23/2013,0,2/4/2013,4.2781,2/4/2013,2.2247,2/4/2013,0.9957,2/4/2013,-1.3558,2/4/2013,5.5382,1/15/2013,0.4483,1/15/2013,1.1749,2/4/2013,2.2857,2/4/2013,2.5729,2/4/2013,0.3742,1/8/2013,-1.0678,12/20/2012,0.2503,1/21/2013,-1.476,12/20/2012,0.1216,1/10/2013,2.6726,1/21/2013,-1.4052
1/24/2013,0,2/5/2013,-2.0513,2/5/2013,-1.197,2/5/2013,-2.3944,2/5/2013,-2.1658,2/5/2013,-3.6216,1/16/2013,-3.4153,1/16/2013,-3.4686,2/5/2013,-1.8156,2/5/2013,-0.1672,2/5/2013,-1.9884,1/9/2013,-1.0793,12/21/2012,0.9155,1/22/2013,1.6854,12/21/2012,0.9473,1/11/2013,1.2292,1/22/2013,1.9002
1/25/2013,-0.6504,2/6/2013,4.2932,2/6/2013,6.0573,2/6/2013,3.3189,2/6/2013,3.0651,2/6/2013,5.138,1/17/2013,0.0603,1/17/2013,2.7808,2/6/2013,5.8321,2/6/2013,5.1926,2/6/2013,4.8183,1/10/2013,-0.7092,12/27/2012,0.7698,1/23/2013,-0.1842,12/27/2012,0.1564,1/14/2013,-0.0714,1/23/2013,1.6317
1/28/2013,3.6007,2/7/2013,-0.3012,2/7/2013,0,2/7/2013,0,2/7/2013,-0.4544,2/7/2013,1.3858,1/18/2013,3.5707,1/18/2013,-0.1216,2/7/2013,-0.5376,2/7/2013,0.7962,2/7/2013,-0.2823,1/11/2013,1.8681,12/28/2012,-0.5183,1/24/2013,-3.5055,12/28/2012,-0.7327,1/15/2013,2.2159,1/24/2013,-4.5872
1/29/2013,1.1058,2/8/2013,-0.6042,2/8/2013,1.6615,2/8/2013,-1.3966,2/8/2013,-5.3942,2/8/2013,-4.3885,1/21/2013,1.7545,1/21/2013,-1.6131,2/8/2013,-2.2973,2/8/2013,-2.8436,2/8/2013,-2.0218,1/14/2013,-0.7551,1/2/2013,3.8256,1/25/2013,-4.8757,1/2/2013,2.6525,1/16/2013,-0.5594,1/25/2013,-3.3654
1/30/2013,-0.1563,2/12/2013,-3.7487,2/12/2013,0.5107,2/12/2013,0.4249,2/12/2013,0.1754,2/12/2013,-0.3762,1/22/2013,-0.2858,1/22/2013,-1.454,2/12/2013,1.1065,2/12/2013,-6.6667,2/12/2013,3.2191,1/15/2013,-0.6522,1/3/2013,-0.1849,1/28/2013,-1.5075,1/3/2013,-0.1085,1/17/2013,0,1/28/2013,-1.2438
1/31/2013,-0.939,2/13/2013,0,2/13/2013,-1.8293,2/13/2013,-0.8463,2/13/2013,1.0946,2/13/2013,-2.3414,1/23/2013,0.2293,1/23/2013,-1.7266,2/13/2013,-1.2312,2/13/2013,2.439,2/13/2013,-2.9988,1/16/2013,0.7659,1/4/2013,0.0926,1/29/2013,5.102,1/4/2013,0.6726,1/18/2013,-0.7736,1/29/2013,4.0302
2/1/2013,-1.4218,2/14/2013,-1.7895,2/14/2013,-0.3106,2/14/2013,-0.1422,2/14/2013,0.9528,2/14/2013,-1.0054,1/24/2013,-2.2177,1/24/2013,-6.261,2/14/2013,0.831,2/14/2013,0.8503,2/14/2013,3.0503,1/17/2013,-0.1629,1/7/2013,0.1322,1/30/2013,-1.9417,1/7/2013,0.8674,1/22/2013,0.4252,1/30/2013,-1.4528
2/4/2013,-2.0833,2/15/2013,-0.1072,2/15/2013,-1.8692,2/15/2013,-1.567,2/15/2013,-0.4719,2/15/2013,-1.7188,1/25/2013,3.9414,1/25/2013,2.5728,2/15/2013,-1.6484,2/15/2013,-2.3609,2/15/2013,-0.6,1/18/2013,0.1631,1/8/2013,-2.9043,1/31/2013,2.3762,1/8/2013,-1.1737,1/23/2013,-2.0466,1/31/2013,0.7371
2/5/2013,0.1637,2/18/2013,1.9313,2/18/2013,1.2698,2/18/2013,1.4472,2/18/2013,-0.5172,2/18/2013,2.1463,1/28/2013,0.5439,1/28/2013,2.5083,2/18/2013,1.5363,2/18/2013,0.1727,2/18/2013,2.8169,1/21/2013,2.443,1/9/2013,-1.7131,2/1/2013,0.5803,1/9/2013,0.2234,1/24/2013,-0.072,2/1/2013,0.7317
2/6/2013,0.4902,2/19/2013,-1.0526,2/19/2013,-0.9404,2/19/2013,-0.428,2/19/2013,-0.6499,2/19/2013,3.5019,1/29/2013,-0.939,1/29/2013,-1.3936,2/19/2013,-1.238,2/19/2013,-1.5517,2/19/2013,10.3718,1/22/2013,1.0069,1/10/2013,1.3141,2/4/2013,-2.5,1/10/2013,0.8565,1/25/2013,-1.3699,2/4/2013,-1.4528
2/7/2013,-1.626,2/20/2013,-0.2128,2/20/2013,1.6878,2/20/2013,0.2865,2/20/2013,0.6106,2/20/2013,-0.0752,1/30/2013,0.5555,1/30/2013,-1.6598,2/20/2013,2.2284,2/20/2013,1.7513,2/20/2013,-0.3901,1/23/2013,-0.2623,1/11/2013,-0.1229,2/5/2013,0.5917,1/11/2013,0.3141,1/28/2013,0.731,2/5/2013,0
2/8/2013,-1.4876,2/21/2013,0.2132,2/21/2013,-1.1411,2/21/2013,-0.7143,2/21/2013,-2.3407,2/21/2013,1.2792,1/31/2013,-1.2672,1/31/2013,-0.4011,2/21/2013,-1.0899,2/21/2013,-2.926,2/21/2013,-0.0712,1/24/2013,0.6312,1/14/2013,0.1914,2/6/2013,-2.0588,1/14/2013,1.4496,1/29/2013,-4.6444,2/6/2013,-1.9656
2/14/2013,1.1745,2/22/2013,-0.1064,2/22/2013,-0.7345,2/22/2013,-0.1439,2/22/2013,-0.0888,2/22/2013,3.7147,2/1/2013,1.7767,2/1/2013,-5.4866,2/22/2013,-0.2755,2/22/2013,-0.8865,2/22/2013,-0.0713,1/25/2013,1.6205,1/15/2013,-0.846,2/7/2013,-0.1001,1/15/2013,0.1829,1/30/2013,-1.5982,2/7/2013,0.2506
2/15/2013,2.6534,2/25/2013,0.1065,2/25/2013,1.3742,2/25/2013,1.585,2/25/2013,-0.0444,2/25/2013,0.4298,2/4/2013,-0.6399,2/4/2013,3.6748,2/25/2013,3.5912,2/25/2013,1.61,2/25/2013,1.4973,1/28/2013,1.0802,1/16/2013,0.5504,2/8/2013,4.4088,1/16/2013,-0.2282,1/31/2013,0.1547,2/8/2013,4.75
2/18/2013,-2.4233,2/26/2013,-2.5532,2/26/2013,-1.6684,2/26/2013,-3.1206,2/26/2013,-2.0444,2/26/2013,-1.9971,2/5/2013,0.0594,2/5/2013,-1.6438,2/26/2013,-1.0667,2/26/2013,-1.2324,2/26/2013,-2.7046,1/29/2013,-0.3053,1/17/2013,0.8896,2/12/2013,-0.3839,1/17/2013,0.3774,2/1/2013,0.5405,2/12/2013,0.9547
2/19/2013,-2.8146,2/27/2013,-1.5284,2/27/2013,-2.333,2/27/2013,-2.489,2/27/2013,-1.3158,2/27/2013,-3.2751,2/6/2013,1.7184,2/6/2013,-0.3482,2/27/2013,-1.8868,2/27/2013,-1.426,2/27/2013,-0.0361,1/30/2013,-1.7866,1/18/2013,-0.2713,2/13/2013,3.8536,1/18/2013,-0.7975,2/4/2013,-1.0753,2/13/2013,2.3641
2/20/2013,0.8518,2/28/2013,3.8803,2/28/2013,3.4745,2/28/2013,3.7538,2/28/2013,1.931,2/28/2013,4.2889,2/7/2013,-0.3379,2/7/2013,0.8386,2/28/2013,6.8681,2/28/2013,3.0741,2/28/2013,2.7086,1/31/2013,-2.183,1/21/2013,0.9657,2/14/2013,0.1855,1/21/2013,-0.6546,2/5/2013,2.3292,2/14/2013,0
2/21/2013,-0.1689,3/1/2013,0.7471,3/1/2013,-0.3148,3/1/2013,0.2894,3/1/2013,0.0451,3/1/2013,0.5051,2/8/2013,-2.1358,2/8/2013,-1.1088,3/1/2013,-1.1568,3/1/2013,-1.0526,3/1/2013,-0.0352,2/1/2013,0.4782,1/22/2013,-0.0404,2/15/2013,-0.3704,1/22/2013,-0.4046,2/6/2013,0.1517,2/15/2013,-1.3857
2/22/2013,-2.8765,3/4/2013,0.1059,3/4/2013,-0.1053,3/4/2013,0.2886,3/4/2013,-0.2705,3/4/2013,0,2/11/2013,-1.8202,2/11/2013,1.9271,3/4/2013,1.5605,3/4/2013,-0.5319,3/4/2013,3.1657,2/4/2013,-2.1153,1/23/2013,0.1725,2/18/2013,-2.4164,1/23/2013,0.3923,2/7/2013,-0.9848,2/18/2013,-1.8735
2/25/2013,-1.7422,3/5/2013,-0.2116,3/5/2013,-0.2107,3/5/2013,0,3/5/2013,-1.5823,3/5/2013,-0.9332,2/12/2013,0.0096,2/12/2013,2.6298,3/5/2013,0.5122,3/5/2013,0.1783,3/5/2013,-0.6137,2/5/2013,0.4322,1/24/2013,-0.078,2/19/2013,2.2857,1/24/2013,-0.4255,2/8/2013,0.2295,2/19/2013,0.4773
2/26/2013,-1.9504,3/6/2013,0.4242,3/6/2013,2.0063,3/6/2013,2.0144,3/6/2013,2.8939,3/6/2013,2.1739,2/13/2013,-1.6999,2/13/2013,2.06,3/6/2013,1.6561,3/6/2013,0.3559,3/6/2013,1.7153,2/6/2013,4.1958,1/25/2013,1.8446,2/20/2013,1.8622,1/25/2013,1.3586,2/11/2013,0.0763,2/20/2013,3.0879
2/27/2013,-1.2658,3/7/2013,-1.3728,3/7/2013,0.1035,3/7/2013,0.5642,3/7/2013,1.5625,3/7/2013,1.2057,2/14/2013,-3.08,2/14/2013,-2.4614,3/7/2013,1.0025,3/7/2013,1.4184,3/7/2013,4.2159,2/7/2013,-0.6711,1/28/2013,0.0132,2/21/2013,0.7313,1/28/2013,0.5522,2/12/2013,-0.2288,2/21/2013,-0.4608
2/28/2013,4.0293,3/8/2013,2.9979,3/8/2013,1.5512,3/8/2013,2.6648,3/8/2013,0.2198,3/8/2013,7.6384,2/15/2013,-0.6867,2/15/2013,2.4394,3/8/2013,2.8536,3/8/2013,4.8951,3/8/2013,5.8252,2/8/2013,1.2474,1/29/2013,-0.0529,2/22/2013,0.726,1/29/2013,0.4307,2/13/2013,-0.3058,2/22/2013,1.3889
