"","mtd.ret","ytd.ret","ann.ret.5","ann.std.5","downrisk.5","drawdown.5","sharpe.5","sortino.5","inforatio.5","alpha.5","beta.5","corr.bhf.5","corr.bidx.5","omega.5","wl.5","skewness.5","kurtosis.5"
"AESOPHK.KY.Equity",NA,0.109981728106446,0.197300671401461,0.155006287019777,0.133940791421669,-0.263892341836713,1.24059917245115,1.43571401482961,0.878853118716157,0.0104651183722759,0.748853248480398,0.606741416803958,0.476456429865771,2.7743904566548,0.666666666666667,-0.350699066624923,4.17893184763409
"AHPACOB.KY.Equity",NA,0.0518537068859701,0.0708127790153605,0.0318919960074996,0.0245825300819661,-0.0264114405459999,2.06361429996054,2.67721747094052,0.636636205272374,0.0041629672898576,0.211996375848924,0.652227196439118,0.655575210492064,5.34587619790226,0.783333333333333,-0.306857241425452,1.66230876863397
"AISMERC.KY.Equity",NA,-0.146056073577036,0.0886502804329903,0.202576567574898,0.104862917765433,-0.223550562361312,0.412931670401922,0.797710784856347,0.139142547227253,0.0106983640345009,0.25980487399304,0.0431175526285421,0.126483499667712,1.49827818621048,0.583333333333333,0.572473911599283,0.798931762045334
"AJAOPAR.KY.Equity",NA,0.210738722830784,0.102255809931444,0.131956002320483,0.109329509862328,-0.265028190457778,0.737032103285743,0.889565955741616,0.552586974840151,0.00346647860209297,0.716981593347548,0.681487658724757,0.535864077110722,1.88660888407367,0.683333333333333,-0.5491071787635,1.9243282690009
"ALASOPP.KY.Equity",0.025986,0.0749848048737325,0.0237502288774953,0.121886270513645,0.0801607936082318,-0.286577621898878,0.153833805878869,0.23390772512973,0.042188295859209,-0.0031025792775333,0.76087115925793,0.601306351966196,0.614768497226125,1.19769850078306,0.566666666666667,-0.35284744475287,-0.0656733856413041
"ALCINDA.KY.Equity",-0.023534,0.311272729162081,0.165945069074131,0.228659259145598,0.154253378176776,-0.352363103439851,0.703864211208917,1.04338116271066,0.605349629187881,0.0073816121793277,1.02447981502087,0.42628673023056,0.441234929165089,1.80275283290787,0.683333333333333,-0.237860383028161,0.201520744775949
"ALLIVFD.AU.Equity",0.005257,-0.0299024390548189,0.023684464193179,0.118564201061389,0.125436697597955,-0.200078547929571,0.157589424344915,0.148955326080617,-0.201904623426764,0.000911977564555274,0.219620800461965,0.205828375520844,0.182421138470084,1.24599237469789,0.683333333333333,-1.55897670871495,3.89778160061694
"ALTACIF.MP.Equity",0.003794,0.233366838674661,0.110537982911775,0.131756077003128,0.0987081001173254,-0.167374601936871,0.801010361816325,1.06919272872573,0.452247012527062,0.00465064525993465,0.648997059463391,0.446338519512152,0.485095610186544,1.89745186086502,0.683333333333333,-0.493582877771332,0.331123828842018
"APEXGCE.US.Equity",-0.016099,0.172669162822716,0.101207844838565,0.102242263898488,0.0442023428512388,-0.0905355835518696,0.94097921123974,2.17653270466565,0.575722531697682,0.00810459051939675,0.050799215101017,0.136008343138407,0.0489307435822697,2.3001453395556,0.55,1.01512601403917,1.61050964524301
"APSASPH.KY.Equity",-0.007124,-0.0177099318923775,0.0810510101201667,0.16098922500691,0.100789108875315,-0.251581737601589,0.472398137930675,0.754555834145224,0.338007704492904,0.00358066167984024,0.532883994657098,0.428677535678359,0.325980136595282,1.63479249764711,0.583333333333333,0.638851558431751,2.40728694769598
"APSCHIA.KY.Equity",0.024567,0.237660283271206,0.145934879850311,0.269514755299198,0.213319019643625,-0.430832761448109,0.522920831157663,0.660676577671129,0.438197832005058,0.00624286916056292,1.09839036738092,0.512884867787698,0.4013557041756,1.74112122578818,0.6,-0.295339254685143,1.66649598641794
"APSCHIN.KY.Equity",0.011901,-0.008662256217015,0.107300049970073,0.241357424895085,0.149558797834986,-0.377877387482622,0.423852922753638,0.684012251040859,0.320143484350188,0.00530471393524729,0.746935994378995,0.43760419999778,0.304774056574083,1.57856532272081,0.533333333333333,0.384581124866533,1.95231830600583
"ARMACRO.KY.Equity",NA,0.0238056286854371,0.117996135376386,0.0694457737751098,0.039029250266273,-0.065866590551,1.6271132026307,2.89516541069791,0.711686012437495,0.00926363428002653,0.0357435661762015,0.169553587458965,0.0507607285438704,3.84925003611583,0.666666666666667,0.482132353978332,1.06111461574517
"ARMLLOA.KY.Equity",NA,0.0814047049931055,0.0408894384994629,0.0726982162846482,0.0444875531083158,-0.191087395256321,0.493677016213694,0.806729882672606,0.194112405155039,0.00188715611430022,0.222338718773764,0.30403173268842,0.301624858423647,1.53022828784119,0.6,-0.0905276139750473,-0.102167509976325
"ARQCALA.KY.Equity",NA,0.110877386512015,0.0368932033750435,0.0985053335218841,0.0899543952087469,-0.249828384136858,0.323771335365898,0.354548583213001,0.00472228165910148,7.16115241293156e-05,0.446151634688449,0.476211739290909,0.446682080551403,1.37290806631876,0.633333333333333,-1.39432947079086,3.02530964041158
"ARQVALA.KY.Equity",NA,0.18410698665673,0.193443809155411,0.111727034954992,0.074216969602051,-0.154169549258209,1.6866446803258,2.53909328507807,1.00475286430916,0.0121643344745587,0.423578865707127,0.398683412201287,0.373896842045656,3.3638390737942,0.7,-0.296491294499407,1.29413557708297
"ASCREHA.KY.Equity",0.027816,0.0830971302419474,0.0884858746270429,0.0824951692063629,0.0763270692654124,-0.0908180461510001,1.01200925375644,1.09379117304684,0.318377924002394,0.00391476514734818,0.463630065174585,0.604588661874634,0.553475427312906,2.3557434130672,0.716666666666667,-0.923237276351067,3.20053808271574
"ATHASIE.SP.Equity",-0.001962,0.150432074981375,-0.00326493969533403,0.0974190352571851,0.0713792929612796,-0.239372629539898,-0.0848390632643271,-0.115789038423474,-0.120225933863101,-0.00455774033497587,0.627390299728548,0.642737513524083,0.634233600029376,1.01115011165534,0.6,-0.52657012289795,-0.0442769435952943
"ATLRIVR.KY.Equity",0.008335,-0.18505475451592,0.0344550487630488,0.317848610913829,0.179510118400665,-0.449422287754659,0.0926700565982158,0.164085729681853,0.0935661223566697,0.000232397423821558,0.869253809947936,0.427077350017581,0.269328030926096,1.24569265729958,0.5,1.39481804793387,6.49887734825929
"ATMOSBE.KY.Equity",0.041702,0.20460833366859,0.0990433374221731,0.181290382676653,0.1115067680799,-0.280937259941886,0.518744215957154,0.843386809980776,0.173719407596095,0.00182398766547168,0.993897496807553,0.546103360764989,0.539910908255262,1.5919531572993,0.55,0.12501071907871,0.695757697243461
"BERINUR.KY.Equity",-0.007407,0.0229002672466638,-0.199240922217944,0.239394427523686,0.236126259829315,-0.748157635094329,-0.853156543076745,-0.864964880930994,-1.01377797279367,-0.0128574584640693,0.374317148314351,0.111965264604219,0.153985900637755,0.285456731683929,0.15,-1.90252417722827,11.4014705781794
"BRASFXI.KY.Equity",-0.000144,-0.00136849925070448,0.06277041347612,0.175161315418625,0.0759773884846783,-0.23745132794257,0.329812626367027,0.760363242647779,0.240407065871689,0.00552669916366061,0.086899978051774,0.0964338314318007,0.0488581186266323,1.86088500263739,0.466666666666667,4.86447618461581,30.8519684948561
"BRAXFDA.KY.Equity",0.003093,0.211907878127126,0.0554069871471787,0.156834308051534,0.0834615266423997,-0.346733360093342,0.321402808947999,0.603954770239863,0.254548589163136,0.000710225604506278,0.641603629257093,0.421691551418238,0.402884918644264,1.38384655778476,0.583333333333333,0.506476909463825,0.962045294379077
"BRAXFDB.KY.Equity",0.004139,0.108804465870215,0.0486088238281932,0.0443150242816671,0.0245695714364624,-0.0371512809086965,0.984064085151228,1.77491186368337,0.142656863619703,0.00357400343013206,0.0627621685115698,0.156380647657768,0.139476878681189,2.90757855822551,0.65,2.09669656133738,10.7983036352146
"CAMCCGA.KY.Equity",-0.009416,0.0335480617583233,0.111994774761257,0.08648775628257,0.0207127649047634,-0.0857856552121448,1.23710891992257,5.16564424176178,0.844787471047883,0.0081436366322854,0.138707648777103,0.2569886632525,0.157943242791664,3.38382718988766,0.583333333333333,2.46849865313078,9.0402134046805
"CAMGCSM.KY.Equity",NA,0.305867079267305,0.0841343973414692,0.178445664381237,0.156758513729076,-0.421621375138509,0.443464948368844,0.504817221463557,0.427147526038946,0.00222048319661841,0.779900416562407,0.598577977732372,0.431031430051193,1.52756359764676,0.7,-0.835578703907206,1.91931140804267
"CCASIAU.KY.Equity",-0.039911,0.101034332941022,0.0114048908121906,0.106565410802975,0.0539189459196289,-0.23713081976552,0.0601029054730755,0.118787389162572,-0.33844170078917,-0.00115249992154757,0.343482331901775,0.328071806063273,0.317426667763712,1.11755493959114,0.483333333333333,0.187173345031418,-0.667686803244828
