"","time","event","date","broker","name","is_forced","newtp_to_px","oldtp_to_px","chg_tgt","newtp_avgtp","chg_2d","chg_5d","char_newrating","newrating","oldrating","chg_rating","score"
"1","A","TP- ","05/04/2018","HSBC","SK TELECOM","Forced","14.0997830802603","25.8134490238612","-9.31034482758621","-10.3239260475004","2.6405125","4.1715144","","3","3","","0.5"
"2","A","TP- ","05/04/2018","HSBC","LG UPLUS CORP","Forced","8.94941634241244","20.6225680933852","-9.67741935483871","-14.1104294478528","4.565239","6.7743554","","3","3","","0.5"
"3","A","TP- ","05/04/2018","AlphaValue","HSBC HOLDINGS PL","","-12.2268178785857","-11.7718478985991","-0.515674384139601","-21.423532545476","-1.86613","-2.4549733","","1","1","","0.5"
"4","A","TP+ ","05/04/2018","Macquarie","51JOB INC-ADR","Forced","35.7042583060365","2.94805802526907","31.8181818181818","19.5876288659794","2.0203593","3.448716","","5","5","","1.5"
"5","A","TP+ ","05/04/2018","Argus Research Corp","CONOCOPHILLIPS","Forced","15.1689649946962","-1.50022730716775","16.9230769230769","7.26888022130305","1.370442","-0.068112","","5","5","","1.5"
"6","A","TP+ ","05/04/2018","Grupo Santander","ARCELORMITTAL","Forced","17.0492377781672","-13.3695461713685","35.1132686084142","4.05106097359818","0.3807102","2.7955531","","5","5","","1.5"
"7","A","TP- ","05/04/2018","J.P. Morgan","SAMSUNG ELECTRON","","15.606936416185","15.606936416185","0","-13.4481122559952","-0.310233","0.1157092","","5","5","","1"
"8","A","TP+ ","05/04/2018","Independent Research GmbH","CHEVRON CORP","","5.54717879533371","3.16641536386","2.30769230769231","-4.08654197962314","1.8653589","2.836222","","3","3","","1.5"
"9","A","TP- ","05/04/2018","HSBC","SAMSUNG ELECTRON","","38.728323699422","38.728323699422","0","3.86226529280571","-0.310233","0.1157092","","5","5","","1"
"10","A","TP+ ","05/04/2018","MCM Asia Ltd","51JOB INC-ADR","","-12.260177819373","-18.1094992980814","7.14285714285714","-22.680412371134","2.0203593","3.448716","","5","5","","1.5"
"11","A","TP+ ","05/04/2018","AlphaValue","SWISS RE AG","","27.8716948417859","26.7880364109233","0.854700854700855","18.1181163139746","-0.8017938","-2.4118015","","5","5","","1.5"
"12","A","TP+ ","05/04/2018","Goldman Sachs","AP MOLLER-B","","14.0761865960481","10.0020370747606","3.7037037037037","-8.01891880685408","-0.59305","0.716068","","3","3","","1.5"
"13","A","TP+ ","05/04/2018","Exane BNP Paribas","BOLIDEN AB","","3.83386581469649","-1.25782747603834","5.15655384177336","4.62776659959758","0.625575","1.7612669","","3.158","3.158","","1.5"
"14","A","TP- ","05/04/2018","Independent Research GmbH","GLENCORE PLC","Forced","10.803324099723","27.4238227146814","-13.0434782608696","-8.35207063334557","1.0742982","-2.5051232","","3","3","","0.5"
"15","A","TP+ ","05/04/2018","Independent Research GmbH","MICROSOFT CORP","","-14.9569469543957","-27.7134049112363","17.6470588235294","-27.0031365839749","-0.0346201","1.1936599","","1","1","","1.5"
"16","B/D","TP+ ","05/04/2018","Grupo Santander","ARCELORMITTAL","","17.1894165060452","17.0492377781672","0.119760479041914","4.17567302266835","0.3807102","2.7955531","","5","5","","0.5"
"17","B/D","TP- ","05/04/2018","Goldman Sachs","GLENCORE PLC","","41.2742382271468","44.0443213296399","-1.92307692307692","16.8511099424844","1.0742982","-2.5051232","","5","5","","-0.5"
"18","A","TP+ ","05/04/2018","First Shanghai Securities Ltd","BAIDU INC-SP ADR","","25.7585360057039","20.153687712905","4.66473264323862","10.8544098180438","1.0752122","7.164219","","5","5","","1.5"
"19","B/D","TP+ ","05/04/2018","DZ Bank AG","WACKER CHEMIE AG","Forced","3.99740006499838","-7.0523236919077","11.8881118881119","1.0302410685286","-0.0558898999999999","1.897435","","3","3","","0.5"
"20","B/D","TP+ ","05/04/2018","Clarksons Platou Securities AS","AP MOLLER-B","","57.9617029944999","57.0847423100428","0.558272351318653","27.3665316320105","-0.59305","0.716068","","5","5","","0.5"
