"","AAASYWB.KY.Equity","ACAKITO.KY.Equity","AESOPHK.KY.Equity","AHPACOB.KY.Equity","AISMERC.KY.Equity","AJAOPAR.KY.Equity","AKABONA.KY.Equity","AKAMFDA.KY.Equity","ALASOPP.KY.Equity","ALCINDA.KY.Equity","ALLIVFD.AU.Equity","ALTACIF.MP.Equity","APEXGCE.US.Equity","APSASPH.KY.Equity","APSCHIA.KY.Equity","APSCHIN.KY.Equity","ARASALP.KY.Equity","ARCJVAB.KY.Equity","ARMACRO.KY.Equity","ARNASIA.KY.Equity","ASCREHA.KY.Equity","ASEASCF.KY.Equity","ATCHSTA.KY.Equity","ATHASIE.SP.Equity","ATLRIVR.KY.Equity","CAMAMAP.KY.Equity","CAMCCGA.KY.Equity","CAMGCSM.KY.Equity","CCASIAU.KY.Equity","CCIOIGF.KY.Equity","CDIFORD.VI.Equity","CEASOPP.AU.Equity","CHCIMPE.KY.Equity","CHEAGLE.KY.Equity","CHINABS.KY.Equity","CLARCOB.BH.Equity","CMCHCSF.KY.Equity","CMSPRGS.KY.Equity","CMTFGRC.KY.Equity","CNALPHA.KY.Equity","CSVCHNO.VI.Equity","DALAOFF.KY.Equity","DALGCHI.KY.Equity","DBDHAAB.KY.Equity","DORASPS.KY.Equity","DRAGALT.KY.Equity","EDAF001.KY.Equity","ENAMIND.KY.Equity","EPICJPF.KY.Equity","EUPIRAQ.KY.Equity","EVENSTR.KY.Equity","EWADVJM.KY.Equity","FMGMONA.BH.Equity","FORASMA.KY.Equity","FOUCHOP.KY.Equity","FRTNHDG.KY.Equity","GAAOPPO.KY.Equity","GAMCOFA.KY.Equity","GBAMBOO.KY.Equity","GHKNCVF.KY.Equity","GLDCHPL.KY.Equity","GLXCDVA.KY.Equity","GOLDCHI.KY.Equity","GREASHI.KY.Equity","GRECVPD.MV.Equity","GRNDRGN.KY.Equity","GRSPOPA.KY.Equity","HADOHV1.VI.Equity","HARMFDR.KY.Equity","HARUSFD.KY.Equity","HJELSFJ.KY.Equity","HKPTRLP.US.Equity","INDMAXG.MP.Equity","INDSMLI.MP.Equity","INFCOPP.KY.Equity","IONISRL.KY.Equity","IVMAOPP.KY.Equity","JAPCHLP.US.Equity","K2AARFA.AU.Equity","KAMWANG.KY.Equity","KARSTAR.US.Equity","KINGSMD.KY.Equity","KISCUSD.KY.Equity","KISGLMS.AU.Equity","KKSPCFA.KY.Equity","KMEFUSD.KY.Equity","KNIASPR.VI.Equity","KOMOFUN.KY.Equity","LBNCHPO.KY.Equity","LEGCHNA.KY.Equity","LHASTRF.KY.Equity","LIMJAPA.KY.Equity","LUASVAL.KY.Equity","LYNASIA.KY.Equity","MIDASEQ.KY.Equity","MNJAPAR.KY.Equity","MQASALA.AU.Equity","MQASLSF.KY.Equity","MWJDA2U.ID.Equity","MWJMA1U.ID.Equity","NAVASIA.KY.Equity","NAVYILD.KY.Equity","NEWHBAS.KY.Equity","NHINDIA.MP.Equity","NORASXD.KY.Equity","NTADUSA.KY.Equity","NTASIAN.KY.Equity","OCMFUND.KY.Equity","OCTAPAF.KY.Equity","OPTJAPT.AU.Equity","OPTPJAI.BH.Equity","OZASIAM.KY.Equity","PANGOLN.KY.Equity","PANNOTI.VI.Equity","PASINLD.KY.Equity","PASINLP.US.Equity","PELAALA.NA.Equity","PENASEF.AU.Equity","PENASEU.KY.Equity","PHALJAM.US.Equity","PPASIAS.KY.Equity","PPCHINA.KY.Equity","PRABRHY.KY.Equity","PRUENHN.KY.Equity","PSAARFL.KY.Equity","PXPVEEF.KY.Equity","QDSPJPA.KY.Equity","QIEFMLB.MP.Equity","QUACHFA.KY.Equity","QUPANEF.VI.Equity","REALRTA.ID.Equity","REGCADY.KY.Equity","RMBJOPP.US.Equity","ROCIMAS.KY.Equity","RVCCLSA.KY.Equity","RVCUSCA.KY.Equity","SECZENU.ID.Equity","SENTCAP.KY.Equity","SENTCRE.KY.Equity","SENVISR.US.Equity","SERICAB.KY.Equity","SMCCNMI.KY.Equity","SPALSAI.BH.Equity","SPASJFA.KY.Equity","SPCHOPA.KY.Equity","SPGRCHC.KY.Equity","SPHERAN.VI.Equity","SPHRILS.VI.Equity","SRGJPPH.KY.Equity","START22.KY.Equity","STEVJPY.GU.Equity","SVGRCMN.KY.Equity","TANTALF.KY.Equity","TELLGNT.KY.Equity","TICHVIA.KY.Equity","TK5YRGA.CH.Equity","TKFUNDS.CH.Equity","TKPROST.CH.Equity","TKYJULB.CH.Equity","TKYJULS.CH.Equity","TOCCATA.KY.Equity","TROPHY1.KY.Equity","TTJPFJP.KY.Equity","UGFMSTA.KY.Equity","UGHDSOA.KY.Equity","UMJKOTA.KY.Equity","VAPAHED.KY.Equity","VERAIUS.ID.Equity","VISFICH.KY.Equity","VITCHBA.KY.Equity","WFASREC.KY.Equity","WFASSCF.KY.Equity","WYCAASV.KY.Equity","YECYOSP.KY.Equity","ZEALCHI.KY.Equity","ZENUSOF.KY.Equity"
"54",-10.8735,NA,-16.9882,NA,12.1015,NA,-4.2523,1.9815,NA,-11.8167,5.8537,NA,NA,-7.347,-2.8859,-3.5633,-14.681,-9.8107,NA,-14.9435,-6.5028,-4.0398,-16.4185,-4.4135,NA,1.9051,NA,NA,-4.839,-15.8964,-12.7177,NA,NA,-13.2377,NA,NA,NA,NA,11.0895,-8.7187,NA,-10.0213,-21.87,NA,-11.4607,-24.922,NA,NA,-0.9373,NA,-1.083,NA,NA,NA,-3.8916,-6.3231,-18.3957,-8.4843,NA,NA,-17.16,NA,-11.2367,-1.4565,-14.6603,-21.0728,-6.6073,-6.134,NA,NA,0.7757,-16.7963,-13.8614,-18.685,-9.2851,-1.5301,-19.9232,NA,-10.7647,-22.3948,-14.057,NA,NA,NA,NA,NA,-5.0562,-12.552,5.3992,NA,0.41,-3.068,-22.9953,-8.0771,-7.577,-6.2158,-5.9639,-5.11,NA,NA,-7.2634,NA,-12.5094,NA,-3.4634,NA,-11.9419,NA,0.4404,NA,-5.6129,-7.56,-9.2254,-5.6176,-24.48,-24.52,NA,NA,-1.1707,5.21,-2.3685,-7.8008,-22.04,NA,-9.0691,-15.4947,1.2358,-12.3504,5.2105,NA,1.3924,NA,NA,-2.2436,NA,NA,-8.0012,NA,NA,-13.76,NA,NA,-2.3378,-2.5106,-0.9966,NA,NA,-4.05,4.1204,NA,-10.265,NA,-4.17,-6.34,-3.3163,0.5526,0.2056,-0.2144,0.0195,2.8032,NA,-32.8853,NA,-10.4956,-5.3508,NA,1.8171,NA,-24.8821,NA,-15.9968,-15.3657,NA,12.8487,NA,NA
"55",-14.7197,NA,-21.6987,NA,8.5431,NA,-14.3359,2.5113,NA,-24.4097,-4.424,NA,NA,-13.0113,-26.3616,-16.1495,-8.651,-21.4801,NA,-7.8703,-21.5716,-27.2415,-23.3969,-11.1458,NA,1.811,NA,NA,0.8023,-31.1224,-24.6643,NA,NA,-26.6893,NA,NA,NA,NA,14.7333,-5.9404,NA,-16.1353,-29.8203,NA,-19.4125,-24.8015,NA,NA,3.0138,NA,0.1643,NA,NA,NA,-4.7722,-18.3348,-32.1971,0.5171,NA,NA,-27.51,5.075,-20.4744,0.6377,-24.7018,-31.3967,21.5716,0.108,NA,NA,1.3679,-22.4781,-17.8161,-27.4115,-6.7554,-6.9801,-27.0112,NA,-10.4041,-20.5298,-13.861,NA,NA,NA,NA,NA,NA,-42.6872,-0.3621,NA,0.51,-6.5717,-38.7007,-29.8668,-12.8673,-0.0138,-3.795,-2.2,NA,NA,-24.4462,NA,-20.5269,-35.8515,1.4621,-25.855,-25.6274,NA,-2.007,NA,-7.8555,-11.78,-20.4227,-18.3567,-29.82,-29.81,NA,NA,0.4914,7.22,-2.0704,-10.081,-25.68,NA,-8.3925,-17.2772,8.5654,-24.9915,2.2173,NA,-5.157,NA,NA,1.9672,NA,NA,-10.7359,NA,NA,-24.28,NA,NA,-0.6472,-3.194,-9.9003,NA,NA,0.25,2.5119,NA,-15.9508,NA,0.59,-5.86,-13.0098,-0.2198,-6.9956,-9.6861,-5.724,3.8226,NA,-30.5868,NA,-19.7875,-14.4871,NA,-2.3982,NA,-23.6571,NA,-24.8311,-22.5695,NA,-17.124,NA,NA
"56",3.633,NA,-0.8391,NA,3.3948,NA,2.9783,3.3563,NA,-9.9956,-4.1466,NA,NA,-3.4505,12.8115,6.4171,-5.2041,1.9579,NA,-4.874,-6.4708,-0.4049,-4.584,0.08,NA,0.2374,NA,NA,-2.2261,4.0055,-6.6191,NA,NA,5.1877,NA,NA,NA,NA,13.7051,6.1854,NA,-1.7535,-0.7054,NA,-2.1058,6.2692,NA,NA,4.1163,NA,1.0224,NA,NA,NA,0.5505,0.3269,-13.9291,NA,NA,NA,-10.92,-0.6622,-7.5667,-0.4246,1.4576,1.0146,-1.7113,-5.9267,NA,NA,-2.2068,-6.2802,3.4965,-12.7844,1.921,4.6341,2.3358,NA,-0.6711,-9.2199,-9.65,NA,NA,NA,NA,NA,13.215,-5.0883,1.1053,NA,0.4399,0.3209,3.4646,-8.3468,-2.7294,1.5577,0.4181,0.09,NA,NA,-1.7801,NA,-6.2494,-7.9589,-0.1145,-6.018,-5.9909,NA,1.8817,NA,-0.0177,-1.21,-4.8473,2.0491,-13.82,-13.82,NA,NA,1.7872,5.54,-3.4791,-2.1278,-4.06,NA,-1.2713,-7.397,-1.6262,-6.882,-0.471,NA,4.5302,NA,NA,0.9646,NA,NA,2.9979,NA,NA,-10.37,NA,NA,0.4316,-1.1401,10.9283,NA,NA,0.25,-3.74,NA,0.7952,NA,0.07,2.79,3.2843,-0.0612,-0.0551,3.2239,4.3029,1.8655,NA,-0.1772,NA,6.0819,3.431,-0.25,2.2857,NA,-0.0666,NA,-8.2241,-10.3535,NA,-5.1995,NA,NA
"57",5.6473,NA,7.7812,NA,0.885,NA,0.811,1.5367,NA,6.7741,-3.2193,NA,NA,12.8158,0.7832,8.2266,10.4869,3.2578,NA,10.2663,-1.7422,-2.8862,25.7093,5.2336,NA,0.0306,NA,NA,-10.6065,8.0607,3.7646,NA,NA,14.6097,NA,NA,NA,NA,1.2958,0.3334,NA,6.4731,8.5942,NA,1.5627,11.7732,NA,NA,1.4213,NA,1.0258,NA,NA,NA,6.8152,11.0045,1.2803,-1.8122,NA,NA,15.12,10.5831,14.1644,13.1528,8.3175,6.8268,-4.002,17.5777,NA,NA,0.8851,25.2755,2.7027,15.4983,7.3775,-1.1709,14.9073,NA,5.174,5.8789,4.035,NA,NA,NA,NA,NA,17.2474,21.4038,6.6892,NA,0.48,0.3643,11.5263,15.9929,15.0592,1.2041,1.4731,1.96,4.74,1.26,5.3305,NA,9.631,10.1468,3.3322,3.7055,3.7797,NA,-0.1746,NA,6.1936,-3.46,16.6201,15.9131,15.93,15.8999,NA,NA,0.0415,9.05,6.8869,10.056,0.79,NA,1.1548,-14.4002,-3.5991,9.2836,-2.8436,NA,2.2186,NA,NA,0.3981,NA,NA,10.2564,NA,NA,-7.39,NA,NA,1.2855,1.2581,-3.8874,NA,NA,1.07,6.8149,NA,6.6712,NA,0.2,5.47,4.3071,1.2919,2.0746,1.2663,1.3685,2.7791,NA,17.0892,NA,1.9139,2.3788,1.3033,2.9609,NA,28.3056,NA,2.6924,3.1575,NA,0.7155,NA,NA
"58",2.7502,NA,0.2489,NA,-0.2375,NA,-4.7055,-0.3855,NA,-5.4751,4.6778,NA,NA,1.3408,9.26,5.332,-3.7557,-3.9631,NA,-3.6103,-1.8924,-2.3512,-1.2323,-3.4912,NA,1.4811,NA,NA,1.65,-2.7133,-7.8587,NA,NA,-2.6073,NA,NA,NA,NA,1.191,3.8808,NA,-5.4321,-1.0903,NA,-2.1275,-6.8258,NA,NA,2.5209,NA,0.3299,NA,NA,NA,-2.2623,1.7658,6.0241,NA,NA,NA,-2.87,2.4115,0.4165,2.1255,-3.3734,-4.8628,3.7041,-1.6252,NA,NA,3.8128,-5.0151,-2.6316,-3.9678,-5.7673,6.1693,-4.0348,NA,-3.3176,7.268,-2.58,NA,NA,NA,NA,NA,9.5097,-1.3632,-1.3607,NA,0.38,1.3547,-8.8001,-1.418,1.6176,1.1383,1.9882,1.35,0.907,1.2246,-3.0364,NA,-4.0243,-2.4623,0.2868,-5.391,-5.3219,NA,-1.884,NA,1.8969,2.49,-4.5876,-0.1414,-13.42,-13.16,NA,NA,0.3983,3.51,1.2601,3.3841,-87.21,NA,0.311,-1.5176,-0.5781,-1.4625,-2.935,NA,-3.8743,NA,NA,0.5551,NA,NA,1.1418,NA,NA,-1.55,-0.423,NA,-0.1967,-1.9068,3.7991,NA,NA,3,-22.2594,NA,-9.9737,NA,-5.5,-3.46,3.4333,0.8463,3.5568,6.4622,3.3751,-0.9065,NA,-4.5907,NA,7.2795,5.3557,2.2662,-0.8681,NA,6.3723,NA,-6.7532,-6.277,NA,6.218,NA,NA
"59",9.9146,NA,-0.9933,NA,5.3121,NA,-5.5591,-1.5551,NA,-7.0668,1.8868,NA,NA,4.5798,6.4493,2.3597,-2.6433,-4.7676,NA,-2.6227,-5.5696,-5.432,-2.916,-2.5428,NA,0.6294,NA,NA,0.8756,-4.2585,-4.3918,NA,NA,1.0452,NA,NA,NA,NA,0.85,3.2276,NA,0.3709,-2.78,NA,-0.427,-2.849,NA,NA,-2.129,NA,0.6051,NA,NA,NA,-3.4448,-0.5514,-3.7817,-3.0243,NA,NA,1.34,0.4854,2.5185,-9.8358,-1.8726,-6.0893,2.6715,-8.1621,NA,NA,0.575,-2.8056,-4.7297,-8.7524,-3.8318,-1.4998,0.7762,NA,-1.413,6.5692,-6.01,NA,NA,NA,NA,NA,NA,-10.1119,4.0707,NA,0.33,-2.4286,-10.7143,-3.6164,-1.5316,-0.5458,-1.0521,-1.06,1.5422,1.1415,-1.4614,NA,-3.8793,-5.9697,0.8185,-3.0147,-2.967,NA,0.0172,NA,-7.8553,0.89,0.7421,0.8851,-14.55,-14.07,0.556,NA,1.576,4.84,0.2328,1.9773,-3.3099,3.0123,15.3545,-13.4098,9.1563,-7.8,-1.0332,NA,3.5156,NA,NA,-0.6309,NA,NA,-4.464,NA,NA,-11.81,-0.1384,NA,-1.376,-2.0846,2.9045,NA,NA,0.5,-10.2614,NA,-5.0802,NA,4.43,-1.4099,-2.3666,0.6893,0.9813,7.5537,2.1103,-0.0946,NA,5.1294,NA,5.7116,4.4659,-1.1612,0.3831,NA,3.3079,NA,1.4059,0.5362,NA,-4.3206,NA,NA
"60",-2.8238,NA,2.3924,NA,-8.5859,NA,1.4674,0.6479,NA,2.5,-6.5302,NA,NA,16.808,13.4159,13.859,9.0711,4.9222,NA,9.0824,-0.4969,4.0267,2.6859,0.6813,NA,-1.1669,NA,NA,0.5942,2.7909,0.3312,NA,NA,11.2019,NA,NA,NA,NA,-6.3216,1.0797,NA,6.3285,-1.572,NA,6.3736,13.1216,NA,NA,3.5961,NA,1.3638,NA,NA,NA,-1.9946,10.7018,14.1917,0.3716,NA,NA,9.59,5.7587,9.104,8.843,10.0922,15.3783,-1.5679,-1.4307,NA,NA,-3.4671,NA,-2.1277,7.9916,-3.7631,1.8301,14.6983,NA,4.8029,12.1026,7.41,NA,NA,NA,NA,NA,-1.5604,18.9018,1.1239,NA,0.34,2.8293,-3.7697,5.9949,9.3693,-0.703,-1.5115,-2.01,-0.0652,0.0675,3.3898,NA,11.7966,4.2325,1.4997,4.6627,4.748,NA,0.3449,NA,8.7026,0.07,1.8054,8.1998,2.32,2.94,-0.8033,NA,-0.7019,0.91,3.3125,4.2355,8.13,13.6324,-9.8543,8.2544,-2.1851,8.791,-5.1008,NA,2.3226,NA,NA,-1.5873,NA,NA,6.9384,NA,NA,15.64,1.0093,NA,0.3253,-0.1258,15.0353,NA,NA,2.45,-5.6934,NA,2.2783,NA,-2.25,4.08,7.295,0.9406,5.0036,14.5674,6.6172,0.2447,NA,3.4758,NA,16.6236,13.3233,0.9693,4.5802,NA,13.5673,NA,12.3092,6.0605,NA,-0.4305,NA,NA
"61",3.4471,NA,10.9666,NA,6.2393,NA,5.236,1.678,NA,11.0603,3.9625,NA,NA,8.7122,6.7386,1.5225,18.93,5.707,NA,18.8219,3.6342,10.6307,11.0955,4.2268,7.9134,0.0651,NA,NA,4.2281,5.8024,16.3402,NA,NA,20.1132,NA,NA,NA,NA,7.9363,7.2078,NA,8.02,9.7974,NA,13.1104,11.8316,NA,NA,1.8054,NA,0.8548,NA,NA,NA,2.4842,12.1424,6.4429,3.7652,NA,NA,16.51,11.7948,7.7881,16.6642,10.9355,15.491,-2.771,4.4146,NA,NA,-2.5833,11.4419,5.7971,17.8117,2.8177,2.5598,16.732,NA,8.026,4.4192,5.976,NA,NA,NA,NA,NA,3.377,14.6226,4.9472,NA,0.3299,4.1271,27.8158,22.2814,8.7234,-0.1366,-1.45,-1.45,1.7343,1.7158,27.7664,NA,14.9767,17.303,5.1493,14.2134,14.3171,NA,3.0704,NA,10.6119,3.05,35.7725,10.9838,15.53,15.95,0.7686,NA,2.0058,3.97,4.3199,10.5453,10.1199,25.791,4.5056,17.5586,-7.2187,12.0894,3.6686,NA,5.4233,NA,NA,1.2903,NA,NA,13.5949,NA,NA,19.05,4.2703,NA,1.8009,-1.628,15.3783,NA,NA,6,-0.1906,NA,10.8993,NA,3.46,13.9,2.1831,0.0649,2.9438,7.6055,2.9555,-0.3937,NA,3.1713,NA,6.9457,5.5403,0.6109,4.2753,NA,24.6033,NA,11.0599,10.2459,NA,0.3592,NA,NA
"62",4.2193,NA,12.0564,NA,4.545,NA,14.7212,2.511,NA,43.4497,8.5256,NA,NA,11.0795,2.7814,8.9097,15.1029,14.3887,NA,15.0169,7.0759,18.8968,8.0506,4.9619,23.3767,-1.6146,NA,NA,3.5216,29.342,18.4493,NA,NA,20.4755,NA,NA,NA,NA,1.8061,14.4262,NA,18.8582,37.0373,NA,23.1978,22.5246,NA,NA,3.4478,NA,1.1541,NA,NA,NA,14.2831,17.7909,4.6989,NA,NA,NA,26.21,30.2786,26.6405,20.7614,19.4444,15.8604,0.2644,8.0102,NA,NA,4.5309,19.0738,13.0137,44.7738,12.9754,5.249,28.4276,NA,10.2554,32.1478,17.857,NA,NA,NA,NA,NA,0.4,27.0973,9.3283,NA,0.33,1.756,79.0401,24.7853,1.4729,2.9116,4.1134,4.2599,1.3381,0.7866,18.6848,NA,19.5875,35.5205,4.1528,16.3309,16.5533,NA,4.7241,NA,10.5687,4.57,9.0302,10.8514,56.2,55.89,1.9261,NA,4.4112,8.27,8.4402,11.8608,11.19,8.6913,6.1488,21.3032,-15.0632,35.4274,13.8303,NA,8.8428,NA,NA,11.3057,NA,NA,10.531,NA,NA,13.88,6.4336,NA,0.8596,1.4721,4.0515,NA,NA,3.985,4.2659,NA,20.3052,NA,13.97,18.8,3.1569,0.2652,1.6067,3.9706,3.2084,0.2293,NA,14.6815,NA,5.6659,4.9392,1.5131,11.15,NA,23.8765,NA,26.9788,20.1631,NA,NA,NA,NA
"63",5.7617,NA,4.4249,NA,-4.3212,NA,12.7358,2.3593,NA,-0.0319,-2.097,NA,NA,3.4201,8.586,6.2345,2.2685,14.7894,NA,2.5633,2.4417,-3.4454,8.8566,1.1661,-0.2704,0.1614,NA,NA,-3.9247,11.4045,0.4687,NA,NA,0.7693,NA,NA,NA,NA,-4.3355,3.1724,NA,4.4899,2.4956,NA,3.0703,1.8332,NA,NA,1.5745,NA,0.6094,NA,NA,NA,1.9171,1.2338,-1.8409,17.0075,NA,NA,23.3,8.7316,28.7017,-4.9716,1.0439,-1.3766,0.3233,20.1548,NA,NA,1.6327,NA,0,-5.5071,-2.6733,1.1802,2.6876,-0.0666,0.8543,-0.2086,-1.889,NA,NA,NA,NA,NA,-0.1992,7.6758,2.1438,NA,0.25,-0.1561,-5.8229,2.0488,-2.1112,4.2733,2.517,3.55,5.553,3.4321,4.2568,NA,-0.028,-8.3683,-2.9059,-0.7983,-0.7156,NA,1.6717,NA,3.3097,0.66,4.179,-0.9315,-3.19,-2.4,-1.3632,NA,0.5334,2.59,3.1152,5.9829,14.47,7.057,0.7058,11.479,-2.1553,-0.8711,3.1088,NA,2.5509,NA,NA,-1.5021,NA,NA,7.2103,NA,NA,8.55,2.7398,NA,-0.6316,0.4866,8.2637,NA,NA,0.73,3.8837,NA,0.5021,NA,-0.12,2.03,11.6603,0.5996,6.8901,7.8006,8.6469,0.5364,NA,18.9914,NA,7.3357,5.5938,1.1013,2.2492,NA,5.1816,NA,-0.2387,1.2193,NA,8.9205,NA,NA
"64",6.17,NA,5.9643,NA,-2.6824,NA,3.4441,-1.1253,NA,7.6465,9.1276,NA,NA,13.3136,13.0414,15.8016,9.5605,6.3072,NA,10.1324,10.6077,8.7085,11.8704,7.1175,5.3547,0.1538,NA,NA,4.2131,0.1222,4.3798,NA,NA,4.9762,NA,NA,NA,-25.1663,-2.2495,13.36,NA,1.6675,9.9474,NA,0.6761,14.369,NA,NA,0.268,NA,1.837,NA,NA,NA,12.8792,14.8162,-1.2089,6.2287,NA,NA,13.7,10.7299,7.6448,-5.7929,11.1827,6.827,-1.5288,1.4893,NA,NA,2.5258,25.0183,3.0303,7.0785,8.3927,4.6634,14.6129,3.4314,10.4628,3.9306,9.724,NA,NA,NA,NA,NA,-0.5988,16.7534,12.2183,NA,0.3101,1.7202,17.1517,13.083,5.5371,0.9612,5.1318,4.75,2.5191,0.9727,11.4064,NA,13.8702,13.0019,5.0139,11.7494,11.843,NA,4.2645,NA,3.902,8.93,5.5445,1.6321,-0.78,-1.16,3.7217,NA,1.6327,3.7,2.7517,4.8218,-2.4901,8.3594,6.1652,9.813,-9.8408,10.8376,17.4484,NA,6.6222,NA,NA,11.2564,NA,NA,-0.2485,NA,NA,21.93,5.4048,NA,0.1378,-0.0717,12.2096,NA,NA,5.26,0.917,NA,-7.4108,NA,7.32,12.15,11.0362,3.6228,7.714,20.5005,11.5729,2.3929,NA,9.4991,NA,5.4882,6.6701,0.986,5.9833,NA,17.0433,NA,14.7213,12.9935,NA,3.9338,NA,NA
"65",-8.3188,9.378,-3.8483,NA,7.881,NA,5.6789,1.9746,NA,5.5819,5.1903,NA,NA,0.8999,-17.3372,-7.3187,NA,4.1033,NA,-1.2646,4.2289,2.6736,-3.5113,0.0275,-3.9817,-0.6009,NA,NA,1.579,-0.4787,3.9478,NA,NA,1.2262,NA,NA,NA,-3.0963,0.6174,0.477,NA,-0.3532,-3.3663,NA,-0.6716,-12.5609,NA,NA,-5.1867,NA,0.0366,NA,NA,NA,-3.2407,-5.1285,-2.6828,-3.8266,NA,NA,-9.08,1.3234,-4.8326,0.2607,-6.7008,-1.5474,-3.6621,7.5148,NA,NA,5.9154,4.6916,2.3529,0.4431,-5.3027,0.4974,-3.901,4.4286,-2.5827,-7.4029,5.364,NA,NA,NA,NA,NA,-1.2048,0.6383,-5.6517,NA,0.35,2.1846,16.8962,1.6941,-0.845,2.5766,0.3924,0.25,-2.2399,-0.9994,3.9558,NA,-2.7212,8.7077,3.2687,4.9302,4.9772,NA,-1.1064,NA,1.7362,0.23,5.1844,-2.0073,2.23,2.38,-1.1983,NA,0.6376,3.54,-1.1906,-1.4106,-0.2901,1.7491,-0.9356,16.8103,0.7038,2.9006,-13.0872,NA,-1.9896,-1.687,NA,-5.1567,NA,NA,5.5719,NA,NA,15.29,1.551,NA,0.7723,1.014,-6.2927,NA,NA,1.17,-0.3495,NA,3.682,NA,-1.34,-4.06,-13.5028,-1.1052,-11.5517,-1.9503,-13.1867,-3.1645,NA,9.4871,NA,-6.6315,-12.3058,-0.1581,-4.2341,NA,-2.9944,NA,1.5219,-4.576,NA,2.5268,NA,NA
"66",1.59,4.9007,7.563,NA,-1.3349,NA,1.2848,-0.9279,NA,3.8552,0,NA,NA,4.9346,6.4133,5.3992,3.5682,-2.6712,NA,4.8984,5.4474,3.0037,0.7577,3.7367,12.0235,1.0114,0.1786,NA,3.8227,5.1425,5.9953,NA,NA,2.6429,NA,NA,NA,1.1235,-3.6595,2.8043,NA,2.3842,6.7577,NA,6.2958,5.0733,NA,NA,0.1219,NA,0.6327,NA,NA,NA,5.8996,4.0894,-3.0147,6.0977,NA,NA,13.53,26.3486,11.2011,2.7865,5.5342,5.0098,-4.5158,4.2732,NA,NA,1.7404,NA,2.2989,12.0378,2.1308,3.6041,8.6799,2.0949,4.6977,2.1942,4.431,NA,NA,NA,NA,NA,7.9946,7.1468,6.1884,NA,0.34,2.9377,9.3711,6.4635,2.3385,1.6069,2.4216,1.96,-1.1627,0.1728,3.3576,NA,5.5757,9.5343,-0.2715,10.548,10.6158,NA,3.012,NA,0.9939,1.63,3.1073,-1.7189,4.65,4.61,3.5613,NA,0.3929,3.62,3.0781,4.7416,-2.85,2.1796,4.3507,11.4408,-1.2526,9.0559,3.2719,NA,4.7651,3.7684,NA,4.6111,NA,NA,-1.5948,NA,NA,15.04,2.948,NA,-0.6412,-1.7234,5.6887,NA,NA,2.85,-0.9469,NA,-11.6899,NA,-2.12,5.55,2.0274,0.2281,2.3292,1.9383,4.703,-0.1345,NA,18.9122,NA,3.2814,4.693,0.1211,3.6844,NA,2.6345,1.66,9.1546,4.8987,NA,-2.7626,NA,NA
"67",5.1127,4.8232,11.0699,NA,-5.9957,NA,-1.831,-2.1717,NA,-3.1534,2.3849,NA,NA,0.286,12.3861,7.5974,1.1895,-1.189,NA,1.129,2.0811,-6.8209,1.227,2.4143,0.5915,0.5114,-3.4314,NA,-0.1748,-2.0849,1.636,NA,NA,4.5522,NA,NA,NA,1.0702,1.0307,9.3603,NA,0.5402,4.5978,NA,6.349,5.3076,NA,NA,1.3165,NA,1.3208,NA,NA,NA,0.0277,6.7471,-1.2799,NA,NA,NA,9.38,19.1962,5.321,1.3551,6.7099,-0.4677,4.51,3.7176,NA,NA,1.5098,6.2835,-2.2472,-3.2504,2.1834,0.7374,1.1843,-5.6435,0.8962,14.9341,0.812,NA,NA,4.45,NA,NA,-0.0627,0.1356,8.0257,NA,0.2998,0.9385,-0.7417,1.7525,1.036,-0.3508,1.7127,0.87,0.5449,1.0985,-0.9204,NA,1.2761,-1.5615,-0.1043,4.6514,4.6875,NA,-1.1991,NA,-2.2863,1.29,0.739,4.232,-8.58,-9.18,0.0809,NA,0.6229,1.13,0.2962,0.4112,-3.5999,1.4298,1.3907,0.6465,-9.3737,1.6541,4.6911,NA,0.2186,-0.4514,NA,6.7105,NA,NA,0.1672,NA,NA,-4.86,1.7166,NA,-1.1571,-1.2926,3.7694,NA,NA,2.4,-4.9215,NA,-1.872,NA,-1.4501,0.98,0.2816,0.4096,4.8234,6.0927,4.8704,0.9112,NA,-23.0457,NA,-0.7818,2.8384,-1.1721,3.5953,NA,3.9779,2.7149,1.0527,1.2418,NA,1.9831,NA,NA
