"","ann.ret.60","ann.std.60","downrisk.60","drawdown.60","sharpe.60","sortino.60","omega.60","wl.60","skewness.60","kurtosis.60"
"GAAOPPO.KY.Equity",-0.0391975729742856,0.225273913668748,0.0481225486611254,-0.63485368754289,-0.0944135886820072,-0.0236855274446558,0.947669734120862,0.470198675496689,-0.462769573656711,5.81253534371763
"GOLDCHI.KY.Equity",0.25806799982151,0.239174972695008,0.0379743758663271,-0.646451380742126,0.240968310788176,0.569789064661013,2.46789693593315,0.695364238410596,0.235897412258626,3.01733923100206
"GREASHI.KY.Equity",0.0301149419067883,0.142063658202212,0.0244913225992851,-0.382225486032376,-0.041739529162372,0.134261906122013,1.26605061180399,0.536423841059603,1.09826364559625,5.29380598166589
"GRECVPD.MV.Equity",0.0674166842461674,0.206557319093713,0.042945888884573,-0.600859547793664,0.0382985126312581,0.169600919688312,1.40200029167722,0.622516556291391,-0.871484949464066,2.9067148336444
"HKPTRLP.US.Equity",0.0509987487225403,0.252568520191614,0.0483497855102525,-0.652852622175551,0.0247076874657173,0.140671641804224,1.2899504975373,0.576158940397351,0.0393564793741158,1.88749645021502
"INDSMLI.MP.Equity",0.0913298871249755,0.321996883055147,0.0595077476257509,-0.729743993710904,0.0705354970089372,0.194200768676463,1.39482137237116,0.589403973509934,0.30313537142901,2.7065781082796
"IVMAOPP.KY.Equity",0.0916564675405993,0.24717568446518,0.0470083126929526,-0.660974861483246,0.0686799029594727,0.210612742761951,1.4827721057241,0.615894039735099,-0.235482002124371,2.63965089421662
"K2AARFA.AU.Equity",0.00829725543870619,0.159370876471806,0.036224640384597,-0.429086084599611,-0.0698087301607128,0.0493683574050856,1.11313432535676,0.596026490066225,-1.32286900637962,3.64669582457915
"LIMJAPA.KY.Equity",0.0428447909886795,0.0555086565782932,0.00909837338966413,-0.116798438828697,-0.0855523013687175,0.39887487876725,1.95731363256008,0.582781456953642,0.146525275410251,3.02521117577463
"LYNASIA.KY.Equity",0.13844051028328,0.20502649116452,0.03566227965798,-0.503574357086517,0.128801494006333,0.353966481579214,1.84576399411638,0.609271523178808,-0.194466330590401,6.04212337752769
"NORASXD.KY.Equity",0.0837484812737004,0.118499970155559,0.0182433912167144,-0.267268319036558,0.0671153280346866,0.399919110873288,1.82409114030101,0.562913907284768,0.529774392561226,0.956079746220963
"OCTAPAF.KY.Equity",0.0724949216105508,0.085360857439818,0.0125105713836088,-0.106856773168291,0.0465457708053417,0.491341288612473,2.00288594519838,0.543046357615894,0.496773206377669,0.785734448843587
"OPTPJAI.BH.Equity",0.0807776989791567,0.130666061364757,0.0232067266305975,-0.314835432926772,0.0582812397532287,0.310184670828856,1.64845506648586,0.596026490066225,-0.0512258193738293,0.414103186170606
"PANGOLN.KY.Equity",0.129056778806844,0.180808175435829,0.0295393429943258,-0.475284118804203,0.123867423397263,0.388134509721438,1.91501673059228,0.675496688741722,1.37621363290971,13.4227898299241
"REALRTA.ID.Equity",0.0915836771948331,0.10703133334849,0.017928875957313,-0.238918928014156,0.0906335675022921,0.435070840157503,1.9021543401218,0.635761589403974,0.000276154842417336,0.464313767484422
"SENVISR.US.Equity",0.148679453848421,0.255265204047381,0.0435931635383895,-0.66832738711393,0.12599986229664,0.327683679101218,1.69403777470318,0.589403973509934,0.153949367375282,1.34960854942983
"SPALSAI.BH.Equity",0.0536049066471795,0.0872241713567946,0.015107032723052,-0.254701080619444,-0.0129468032530256,0.309392764826969,1.63714895983418,0.596026490066225,0.138760742847044,1.1117900983573
"SPASJFA.KY.Equity",0.021992617824014,0.088298095121055,0.0169736432613306,-0.385481332648438,-0.112325332825549,0.12589444613148,1.2409106927405,0.56953642384106,-0.0110771866821558,0.488189052476345
"SPHRILS.VI.Equity",0.100764215342729,0.0724982245367073,0.0114395198725256,-0.130168785552814,0.155250929318564,0.721110591381502,2.63590815128456,0.695364238410596,-0.264962614872798,0.120391864667401
"SRGJPPH.KY.Equity",0.0446734245254135,0.203879483199285,0.0355814858301448,-0.442431333516059,0.00556188462915218,0.149722369557361,1.30023827101238,0.509933774834437,0.836749810385343,6.22855318506834
"STEVJPY.GU.Equity",0.0256739769892569,0.2265003136794,0.0428353272925313,-0.549665939724252,-0.011899258407843,0.0985627320782338,1.18188003883428,0.549668874172185,0.210291460080823,0.278045782755771
"TANTALF.KY.Equity",0.0521646060785694,0.154526448492775,0.0274801076300224,-0.366086288266901,0.00503384940385813,0.19012115015031,1.35790285035856,0.529801324503311,0.29618408486148,1.19078867627484
"TELLGNT.KY.Equity",0.115944202278214,0.180726667783833,0.0323717751534077,-0.468959847868281,0.106079875680262,0.325416955152747,1.68920347556025,0.615894039735099,-0.13349551656222,1.19489760273021
"TK5YRGA.CH.Equity",0.0662439317752819,0.037737895489686,0.00470746257911572,-0.0631686921221923,0.038361870009666,1.15092022851566,4.02220555748472,0.735099337748344,0.515753345918767,1.74392431822042
"TKPROST.CH.Equity",0.309831654386563,0.230436789124375,0.0345257982597101,-0.296900183099382,0.29914670537832,0.721189668644945,2.80998391166919,0.66887417218543,0.101542920320612,1.50778542629104
"TROPHY1.KY.Equity",0.0138106653462413,0.494170890495619,0.0826136856553216,-0.883328151994066,0.0396287856803214,0.128952465031558,1.25648348084576,0.490066225165563,1.04029200984448,3.35903236231736
"UGFMSTA.KY.Equity",0.158103545341509,0.198549792694637,0.0329761784133387,-0.423224369930146,0.155515546160595,0.421928497279889,2.06080345200701,0.635761589403974,0.304036316595312,3.81283902110011
"VAPAHED.KY.Equity",0.121201467619907,0.14714294485786,0.0236453841297278,-0.298035063563657,0.128513416006421,0.442318943398096,2.00044216926467,0.602649006622517,0.465757538307225,3.5278863307352
