"","time","event","date","broker","name","is_forced","newtp_to_px","oldtp_to_px","chg_tgt","newtp_avgtp","chg_2d","chg_5d","char_newrating","newrating","oldrating","chg_rating","score"
"1","A","TP+ ","05/07/2018","ICBC Research","ALIBABA GRP-ADR","","24.4110328762772","16.469903118217","6.81818181818182","1.67088321470159","3.04744","6.8642091","","5","5","","1.5"
"2","A","TP+ ","05/07/2018","Oppenheimer & Co","ALIBABA GRP-ADR","","21.7639896235905","20.3658213775213","1.16159905699796","-0.492327066462273","3.04744","6.8642091","","4.94","4.94","","1.5"
"3","A","TP+ ","05/07/2018","SunTrust Robinson Humphrey","ALIBABA GRP-ADR","","24.4110328762772","19.1169463709037","4.44444444444444","1.67088321470159","3.04744","6.8642091","","5","5","","1.5"
"4","A","TP- ","05/07/2018","Benchmark Company LLC","JD.COM INC-ADR","","27.4223520042474","38.0408813379347","-7.69230769230769","-1.68021506577813","0.538291","2.7185931","","5","5","","0.5"
"5","A","TP+ ","05/07/2018","Haitong International","HUANENG RENEWA-H","Forced","16.4772727272727","-6.25","24.2424242424242","10.1262408108306","5.194716","6.3350727","","5","5","","1.5"
"6","A","TP- Downgrade","05/07/2018","DZ Bank AG","QUALCOMM INC","","-14.2693846446942","2.87673842636693","-16.6666666666667","-28.7330310591359","3.384065","2.9431351"," sell","1","3","-2","-0.5"
"7","A","TP- Downgrade","05/07/2018","DZ Bank AG","HSBC HOLDINGS PL","","-10.8029294274301","2.12649800266314","-12.6602083523476","-19.1132644417468","-2.293499","-2.0257253"," sell","1","3","-2","-0.5"
"8","A","TP+ ","05/07/2018","First Shanghai Securities Ltd","TAL EDUCATIO-ADR","Forced","44.3907675791734","7.83682232957597","33.8974614235938","32.9484261793827","1.932212","4.0313771","","5","5","","1.5"
"9","A","TP- ","05/07/2018","DBS Vickers","ALIBABA GRP-ADR","","22.8228069246652","23.8816242257398","-0.854700854700855","0.372957046003264","3.04744","6.8642091","","5","5","","0.5"
"10","A","TP- ","05/07/2018","Haitong International","HITACHI CONST MA","","29.9874529485571","32.9987452948557","-2.26415094339623","1.98394292012365","-0.31863593","-6.2114941","","5","5","","0.5"
"11","A","TP+ ","05/07/2018","BOCOM International Holdings","ALIBABA GRP-ADR","Forced","16.469903118217","13.2934512149929","2.80373831775701","-4.81874762879","3.04744","6.8642091","","5","5","","1.5"
