Date,1171 HK equity,386 HK equity,857 HK equity,883 HK equity,005490 KS equity,2600 HK equity,5406 jp equity,6502 JP equity,1138 HK equity,6305 jp equity,6752 jp equity,105560 KS equity,2628 HK equity,8306 JP equity,8316 JP equity,8591 JP equity,8604 JP equity,055550 KS equity,2601 HK equity,1336 HK equity,8411 jp equity,8630 jp equity,8766 jp equity,2409 TT equity,FENG equity,IBM equity,762 HK equity,9984 jp equity,015760 KS equity,902 HK equity,8801 jp equity,esm7 index,nhm7 index
8/29/2016,-0.4565,-0.1715,-0.7541,-0.7213,1.455,-0.6929,2.4432,3.3077,-1.7874,2.7623,0.4553,2.4651,-1.4612,2.3113,1.4332,2.5869,2.8161,0.9075,-1.067,-0.7798,1.2643,3.0764,2.4941,-2.3285,-0.2801,0.8843,-1.9674,1.4671,-2.0231,-0.2023,3.7005,0.5,-0.16
8/30/2016,4.6228,0.864,0.356,-0.2364,1.5126,1.029,-0.8444,-0.2143,0.4294,-0.8444,-0.3149,1.0988,0.1856,0.2855,-0.1255,-0.15,-0.5278,0.6798,-0.0271,0.4482,0.1385,-1.602,-1.1395,2.2422,1.1236,-0.2004,-0.0271,-2.9156,-0.6765,0.1821,-1.0468,-0.17,0.09
8/31/2016,-1.3193,-0.5159,-1.131,0.0142,1.0006,1.4081,2.9759,3.0654,-6.3504,1.7531,2.2146,0.7332,-1.5784,3.9406,4.0091,3.1919,3.1665,0.9604,-1.2518,-0.4591,3.5017,1.8778,0.8498,-2.6318,-1.1111,-0.3262,-1.6639,1.2567,1.0416,-1.4474,1.0046,-0.27,0.06
9/1/2016,-0.4569,-1.2497,-0.7786,-1.1606,0.4122,-0.6937,1.0319,-0.4375,0.479,-2.641,0.8385,1.65,0.6408,1.7452,1.4815,1.9061,0.5854,1.1987,1.2755,0.7859,0.9362,-1.6983,-1.1661,-3.1237,-0.5618,0.4154,1.5862,1.6331,-0.8825,0.6291,0.5289,-0.09,0.29
9/2/2016,2.2862,1.1026,0.8016,0.0232,-0.2667,-0.3229,-1.6593,0.463,4.372,-0.2663,-1.1457,-1.2279,1.9529,-0.3753,-0.0401,1.2331,0.561,-1.0418,0.9276,-1.7068,-0.6897,1.5901,2.3582,-2.6532,1.1299,0.0063,1.4793,-0.606,-0.5318,-0.1874,-0.2135,0.5,0.41
9/6/2016,6.6011,0.3456,-0.0064,0.8251,1.2635,2.0768,-0.9076,3.102,1.135,0.6086,1.278,0.4143,0.2006,1.1534,2.4311,1.5562,1.7645,0.3176,0.6916,-0.0064,2.0242,1.7065,2.2796,1.1441,0.2793,0.5014,0.2102,0.5525,1.4032,2.6738,1.5364,0.3,0.64
9/7/2016,-3.5174,-0.0052,-0.196,0.201,0.9724,-1.0255,-1.7541,-0.5099,2.0263,-0.3689,-1.2848,1.3535,4.0752,-2.4978,-1.5214,-0.996,-1.3597,0.8256,2.941,2.3239,-1.2694,-2.6789,-1.5717,-1.4773,-0.5571,0.8045,-0.9781,0.1107,2.2602,-0.206,0.0283,0.02,0.47
9/8/2016,5.3479,-0.0052,-0.0052,0.3073,-3.5082,1.3693,-2.7072,-2.0557,-0.0052,0.1714,-1.5619,-1.8363,1.9799,-1.9309,-1.9226,-2.0906,0.0514,-1.1923,0.4999,2.5744,-1.3295,-3.6715,-1.338,-1.0449,0,-1.6333,1.3048,-1.1779,-0.2507,0.7996,0.1064,-0.32,-0.44
9/9/2016,-0.2084,-0.6846,-0.1964,0.6179,-0.9657,0.3338,2.9244,0.4863,3.3133,4.1952,0.4275,-0.086,4.1309,0.1113,-0.5135,0.3288,0.9739,-0.3626,1.3348,1.7699,0.0413,-0.2293,-1.6074,-2.9415,-0.5602,-2.0818,1.1801,0.4947,0.7214,3.1883,0.8183,-2.52,-1.64
9/12/2016,-3.2699,-2.7043,-2.1186,-2.6945,-3.3578,-5.7542,-2.317,-3.0707,-6.4348,-0.2263,-0.755,-1.4727,-5.6184,-1.732,-1.1871,-2.6792,-0.1606,-1.6716,-2.8212,-2.9182,-0.3417,0.0743,-1.5376,-0.7126,-1.1268,1.67,-4.5904,-2.206,-1.6799,-3.2994,-1.4086,1.7,0.86
9/13/2016,-0.0064,-1.1134,-0.8966,0.5237,-1.6888,-0.3648,1.8607,0.1489,-0.6929,-0.8893,-1.3482,-3.8512,-0.254,-1.8199,-2.4651,-0.3174,-1.5049,-3.1619,-1.537,-2.2518,-1.9083,-1.6087,-1.8766,0.8465,-1.4245,-1.5667,0.2168,-1.8337,-3.1422,-2.6063,-0.9664,-1.38,-1.04
9/20/2016,3.5639,-0.3752,-0.6012,-0.5382,0.7674,1.0676,-0.4666,-0.6807,-0.6897,-0.3177,0.9865,0.3456,-1.6279,1.4662,1.1396,0.2304,0.2481,-0.794,-0.3442,-0.2933,1.1036,0.0378,0.0744,2.8826,-0.578,-0.2712,-0.5429,1.7865,1.4703,0.4049,-1.7732,-0.07,0.63
9/21/2016,0.0219,1.5288,0.8285,1.2127,2.0715,-0.3303,3.1864,3.339,0.948,3.1365,4.3146,1.5277,0.9678,8.3661,8.3443,4.3755,5.9554,1.8829,1.7494,0.0219,7.8389,5.6709,5.3726,2.2897,2.3256,0.6993,-0.6332,3.8264,2.027,1.2319,5.3912,1.19,2.01
9/23/2016,1.1777,0.1721,0.586,0.3081,0.3715,-0.3587,0.8167,-1.3464,-0.6921,-0.7606,-0.5044,0.9662,-1.6533,-1.7995,-1.8895,-0.2674,-3.7902,0.9362,-0.0103,-0.4489,-2.1966,-2.8903,-0.439,1.6583,0,-0.7239,4.2797,-0.3272,1.4511,-1.3881,-2.0614,-0.48,-1.32
9/26/2016,-3.1111,-1.9834,-1.5607,-2.202,-1.748,-1.3783,-0.4344,-2.2773,-2.497,-2.9539,-1.1743,-1.199,-2.1278,-1.4213,-0.7667,-0.0472,-0.516,0.4369,-1.8254,-0.7137,-0.6206,-0.6958,-0.9136,-2.3559,1.0638,-0.6452,-1.0344,0.1187,-2.9213,-2.5747,-0.1086,-0.86,-1.19
9/29/2016,9.5288,4.0065,2.9895,5.0471,-0.0628,1.7634,2.0764,-0.3905,1.4063,2.8124,2.3466,-1.2556,-0.5026,0.7644,0.1367,2.1622,2.6114,0.0099,-0.0219,0.9968,0.075,-1.5624,-1.296,-0.3422,-0.2577,-0.1137,0.0829,2.1618,-3.7228,0.3853,1.6117,-0.69,-0.65
9/30/2016,-3.1527,-0.5269,-0.7784,-1.2308,-0.8842,-1.4022,-2.5327,-3.3067,-1.6419,-0.8218,-3.6883,0.0293,-3.3804,-2.3826,-1.787,-2.9367,-2.3769,-0.6874,-1.3757,-1.2956,-2.4741,-3.1976,-2.1644,-0.1306,0.7752,0.468,-2.5118,-3.0701,-2.4643,-1.6214,0.1931,0.56,-0.06
10/4/2016,2.2533,0.6965,1.3607,0.1987,0.5078,1.0424,0.0296,-0.008,1.6522,-0.5456,0.539,-0.0139,1.228,0.4484,0.1676,-0.9354,-0.2406,-0.0959,0.5029,0.4258,0.316,-1.5615,-0.9168,-0.3146,0.9211,-0.7296,-0.2176,-0.4659,-0.5334,0.4017,-1.5183,-0.39,-0.57
10/5/2016,4.4105,2.085,3.0735,3.7777,-0.6382,1.7209,-0.2177,0.3006,3.4872,1.2245,1.1621,-0.7715,0.7226,0.6719,0.4733,-0.4039,0.2302,0.0099,0.8355,0.1344,-0.0773,2.1706,2.1157,0.8583,0.1304,0.3963,0.2026,-0.1151,-1.2747,0.3974,-0.775,0.42,0.75
10/6/2016,2.9889,1.7002,4.1028,3.9354,0.2282,0.3311,-1.0685,-0.2216,3.5943,-0.3268,-0.1359,1.717,3.8647,0.3956,0.8692,0.5365,0.9387,-0.7264,0.1585,1.137,0.1543,6.0368,1.3374,0.3603,-1.3021,-0.1273,-0.2202,0.5018,-2.4059,0.3958,0.2107,0.15,-0.45
10/7/2016,1.7071,-0.3413,-0.9028,-1.9026,-2.1409,1.0117,0.2155,1.9803,0.8644,0.9222,1.3572,-1.0939,0.2279,0.7586,-0.1032,0.4263,-0.2113,-1.3041,-0.5068,-0.855,0.757,2.7977,1.4742,-2.4328,-0.7916,-0.7713,-0.4284,-0.3444,-1.9034,0.1964,-1.2538,-0.47,-0.09
10/11/2016,-1.0114,-1.3503,0.5422,0.3856,0.4543,-2.6858,-1.813,0.571,-1.7254,-0.1554,0.0791,0.5289,-2.3268,-1.0772,-0.9118,-0.7033,-1.0331,0.5658,-0.3374,0.1416,-0.8564,0.115,0.8325,-3.4047,-2.9024,-1.4202,5.6309,3.1789,-0.5063,-1.8121,-0.5155,-1.15,-0.11
10/12/2016,0.3544,-0.4987,-1.4275,0.5923,0.299,0.0142,-4.1817,-0.3767,-1.0825,-0.9771,-2.1527,-1.3771,-1.1765,-3.2693,-3.0013,-1.7326,-1.8169,0.7085,-0.4918,-0.1285,-3.4111,-2.0724,-3.5146,0.3943,-0.2717,-0.323,-1.8976,-3.8628,-1.1078,-0.6007,-1.784,-0.14,-0.41
10/13/2016,-0.5098,-2.7504,-2.7435,-2.4917,-3.5374,-0.0013,-2.6299,3.8988,-1.3316,-0.1521,0.1905,-1.9538,-1.688,0.329,0.3668,0.5492,-0.3886,-2.3406,-3.0521,-0.7156,0.6038,1.8262,0.6481,0.5592,-1.0899,-0.3694,-1.4372,-0.5319,-0.3724,-0.4137,1.2353,-0.26,-0.42
10/14/2016,0.6633,1.0418,0.7337,2.5355,1.398,-0.018,-0.3558,1.8737,1.1053,0.1784,1.2833,0.3744,1.4523,-0.101,0.1168,0.2668,0.5606,1.3106,0.6811,0.2697,-0.6527,1.1426,0.6929,-1.7568,-0.551,0.4749,2.791,2.9268,1.8352,0.189,-0.0201,0.02,0.24
10/17/2016,-0.3435,-0.3548,-0.9379,-1.9208,0.1003,-0.0052,0.5524,1.0118,1.3281,1.4353,2.1252,1.3236,-1.4544,0.6071,0.3722,0.871,1.0324,1.0943,0.5157,-1.2963,0.3163,0.5811,0.7222,-0.1572,0,0.2072,-2.839,0.5841,2.1798,-2.4844,1.9729,-0.18,-0.07
10/18/2016,1.3608,2.2833,1.5092,2.3464,4.7448,1.0371,0.5502,0.6063,2.6342,0.2206,0.4971,4.815,1.4732,-0.0011,0.077,0.625,0.5502,4.4658,1.3843,1.02,-0.3407,-1.6932,-0.2188,2.1571,0.554,-2.6168,-0.1016,-1.5405,0.8705,1.2738,2.1497,0.41,0.68
10/19/2016,0.3544,-1.3531,-0.1662,-0.1715,0.384,-0.322,0.9068,-2.1192,-2.759,-0.3124,-0.0085,0.1403,-2.6382,0.8269,1.173,0.4493,2.8964,0.727,-0.1511,-0.8441,0.9734,-0.0516,-0.74,1.99,0,0.3583,-1.3365,-0.615,-0.9494,-0.6084,1.2707,0.29,0.79
10/20/2016,0.6587,0.8605,2.9647,2.094,-1.0968,-1.0363,0.86,1.547,1.5293,0.3029,0.2739,0.5566,-0.2571,1.3002,0.5074,-1.2296,2.3362,-1.2278,-0.1797,-1.3151,1.2415,0.1257,1.2358,-0.1215,0.551,0.1719,-0.3261,0.9668,-1.2715,1.4645,4.1676,-0.05,1.09
10/24/2016,4.9805,2.2467,2.7129,0.1924,2.2348,0.0052,-0.1721,0.3495,-0.4278,0.2335,-0.334,2.4052,0.7515,-1.0297,-0.5165,-0.733,-0.635,0.5041,0.518,1.4758,-0.8713,-0.0771,-0.2631,3.2719,1.6575,0.6282,-0.2069,-1.0312,-2.8799,-0.4098,0.6759,0.46,0.24
10/25/2016,-0.3005,-0.6592,-0.8634,0.0155,1.389,-0.3306,-1.757,-0.0192,0.0155,0.1226,0.1661,1.6445,-0.4784,1.9408,1.302,1.8777,1.5835,0.8278,-0.1546,-0.1295,0.8635,0.553,1.1189,2.0714,-1.9022,0.2059,-0.9411,0.0881,-1.5932,0.0155,0.0446,-0.29,0.04
10/26/2016,-2.0577,-2.2046,-2.1251,-2.0535,-0.7584,2.4332,0.2722,-0.6848,-2.3888,0.6728,-0.9611,-2.5145,-0.7419,0.1354,0.2497,0.933,-0.2954,-2.1638,-2.2121,-0.4328,-0.2574,-0.3454,-1.0717,0.581,0.277,0.6164,-1.285,0.5087,1.034,0.4193,2.1003,-0.19,-0.23
10/27/2016,-4.511,-1.3685,-1.9725,-2.6517,-3.009,1.7159,-0.1991,0.1266,-2.4298,-0.5256,-0.5262,-1.359,-0.9796,-0.3294,-0.9449,7.5715,0.7011,0.1284,-1.0249,-0.5626,0.0881,-1.1708,-1.5221,-2.3381,0.8287,1.0144,-0.0881,-0.1067,-0.6236,-0.8094,-0.3144,-0.49,-0.17
10/28/2016,0.0142,-0.338,-0.5404,-1.5547,-3.023,-2.9862,1.9159,-0.1718,0.0142,2.8261,0.9557,-1.9219,-2.6124,1.653,2.2504,4.037,5.0768,-0.5051,-1.3945,-0.8657,1.3794,1.7691,1.3253,-3.5476,1.9178,-0.4826,-0.8564,0.4165,-2.7796,-0.6135,-1.1619,0.02,-0.33
10/31/2016,-2.5625,-0.1973,-0.764,-1.7135,0.7599,-1.0513,-0.346,0.8458,-2.075,0.0242,1.3126,0.9576,-0.1243,0.472,1.2856,-0.8772,0.2287,0.6963,0.1579,-0.6122,1.3732,0.9956,2.1149,-2.5505,-2.957,0.7077,-0.2401,-0.4413,-0.484,0.4003,0.3219,-0.19,0.28
11/1/2016,4.004,2.6588,1.1275,1.2197,0.316,0.3511,1.5707,1.7366,1.4025,0.5747,-5.7631,-0.9321,1.7693,1.2022,0.4548,0.4254,0.5476,-0.675,1.2517,2.6825,1.0426,1.3502,2.3852,1.912,-0.277,-0.5856,0.5539,-0.2033,0.1987,0.4232,2.4441,-0.78,-0.15
11/2/2016,-1.8433,-1.9003,-2.226,-1.205,-1.5949,0.3421,-0.6563,-2.723,-2.3026,-1.0893,-0.534,-2.1793,-1.8405,-0.891,-1.6777,-1.6487,-0.9814,-1.4049,-1.7644,-1.8879,-1.3725,-2.3388,-1.9805,-1.049,0.2778,-0.5498,-2.0826,-2.0881,-0.8245,-0.8389,-2.7469,-0.56,-0.49
11/4/2016,-0.5188,-0.3636,0.7527,-0.7205,0.7124,0.3371,-1.8392,-1.9151,-0.0077,-0.1436,-3.3077,-1.1784,-0.1117,-3.2543,-1.3589,-1.6271,-1.6694,0.0582,-0.1876,-0.0077,-0.902,-3.1861,-2.9676,0.5876,-0.277,0.0394,-0.1181,-1.6466,-2.4909,-0.0077,-0.8469,-0.18,-0.86
11/7/2016,2.7424,1.6098,1.7007,1.0282,2.3891,2.7518,0.8102,2.0844,2.0908,0.3885,0.6221,0.9838,1.4594,0.7247,0.0086,0.0026,0.2461,0.102,1.0837,0.885,0.6042,-0.284,-0.1825,-0.0381,0.5556,2.1584,0.4446,0.8505,-2.9761,1.6868,0.1633,2.37,1.52
11/8/2016,-3.1579,-0.3425,0.1946,-0.4986,0.5933,2.6849,0.8706,-1.9778,-0.2183,-0.9929,0.1709,0.72,0.4193,0.0477,0.2983,-0.3811,-0.4154,-0.7668,0.7221,0.8837,-0.2306,-0.0137,0.3629,2.4513,-1.6575,0.5508,-0.321,0.6367,1.7657,0.2161,0.7447,0.31,-0.63
11/9/2016,0.3352,-3.7124,-3.7124,-2.7639,-6.5245,-0.009,-6.7627,-5.3548,-0.4646,-4.8137,-5.4265,-2.0829,-2.6646,-6.1787,-6.3509,-3.8509,-6.4435,-3.1185,-2.6637,-2.321,-5.7719,-4.7086,-5.3128,-6.7619,4.4944,-0.232,-2.4371,-6.7961,-2.6122,-1.042,-5.8484,1.15,-0.85
11/10/2016,1.1902,1.0885,1.3357,2.7176,5.559,9.435,8.6936,7.3345,2.2778,7.8971,4.1813,2.0988,1.5635,5.6471,7.2708,6.7927,9.7308,3.3999,1.2623,2.2084,5.0987,8.0977,7.2413,1.9081,4.5699,3.4946,1.2339,7.828,-0.635,-0.2191,8.7945,0.33,0.44
11/11/2016,3.1991,-1.8318,-1.5383,-1.8589,1.0668,-0.0206,3.7737,1.0469,0.203,2.4919,-0.0964,1.3659,-0.7436,13.4889,4.1975,1.7404,5.2147,3.6924,-1.4566,0.2688,3.8444,2.5448,5.7378,-3.0576,1.2853,0.6554,-3.9304,-0.3079,-0.8122,-1.2756,1.1933,-0.26,-0.33
11/14/2016,-1.4791,-1.6618,-1.1573,-1.0419,0.4679,-0.8941,3.7426,-0.9482,-0.6709,-1.7318,0.7323,-1.9331,0.9352,0.0415,-0.3163,0.2386,3.2496,-1.7285,-0.5477,-1.5886,-0.5193,0.828,2.1421,-1.3664,-3.2995,-1.8974,-0.9315,-1.0124,-0.6374,-1.0606,2.7344,-0.02,0.17
11/15/2016,-2.9925,0.1954,0.5926,0.5335,0.7523,-2.3949,1.4347,-0.3302,0.6819,-0.2592,-0.7376,-0.041,2.0697,3.4958,3.0917,0.168,-0.3193,0.1809,2.2057,1.7674,0.6,0.4806,1.4623,0.9775,1.0499,0.2907,-0.227,-1.0365,4.5473,-0.4206,-0.7651,0.88,0.44
11/16/2016,-2.9222,-0.7503,0.9677,1.7769,-0.2343,-0.0013,0.5647,-0.8424,-0.4477,-0.0289,0.8401,-1.7076,1.5138,5.8397,4.903,0.2958,0.3258,-1.4767,-0.1805,1.7278,5.8964,1.7698,0.2254,-0.1319,1.2987,0.3907,0.234,1.6175,-1.1865,-0.6464,-1.1315,-0.3,-1
11/17/2016,-0.8747,-0.5558,-0.5656,-0.5036,-0.4699,4.9339,-2.8687,0.2381,2.4769,-1.6349,-0.802,-1.9676,-0.8853,-2.0072,-1.9619,-1.5395,-1.2259,-1.954,-0.3488,0.2936,-1.1592,-2.0397,-1.1602,1.9081,-1.7949,0.3202,2.4754,0.1788,-1.3274,-0.2062,-0.5522,0.53,1.23
11/18/2016,-3.0407,0.1846,-0.0052,0.9245,-0.3224,-3.524,0.391,-1.0668,0.4325,1.0395,-1.0527,0.4159,0.1956,-2.4332,-1.2205,-0.6138,-0.2273,0.5889,1.6164,0.4186,-1.2135,-3.1891,-2.1084,-0.2188,0.7833,0.3692,3.8893,-0.1938,-1.0679,0.6456,0.2594,-0.16,-1.23
11/21/2016,3.5191,0.2088,0.4055,-0.3902,-0.0271,1.5394,-0.795,-0.3995,0.4552,-0.8495,0.5742,-1.1298,4.9802,2.1722,1.7377,-0.0408,1.1567,-0.48,3.2114,4.6616,1.777,0.4344,3.0351,1.2253,1.0363,1.4839,-0.6423,0.8656,1.9099,0.2349,2.1965,0.56,-0.27
11/22/2016,3.0209,2.8316,3.8421,5.2375,2.6414,1.7925,0.8577,2.1905,0.43,0.3542,-0.3312,1.4534,2.86,0.5553,0.4114,0.225,-0.574,-1.371,2.4015,2.1466,0.1038,0.8668,-0.1561,0.2011,-1.0256,-0.0614,0.551,0.6525,-1.0275,0.8563,0.9858,0.33,1.03
11/25/2016,0.7016,0.0142,0.2011,-0.58,-0.0595,0.0142,2.2566,1.1789,0.2379,1.2686,4.1652,0.6798,3.9049,-2.0959,-1.3402,-0.3385,6.4284,-0.0215,1.016,1.0257,-1.4253,1.2231,1.172,1.1033,-0.3942,0.7161,0.3506,-1.5692,0.426,0.0142,-2.5804,0.49,-0.79
11/28/2016,-0.0064,1.1046,-0.193,-0.4048,-1.655,1.6694,1.9108,2.8839,0.8864,-0.4317,0.2928,0.2472,-1.3279,2.2093,2.2154,2.0841,1.0111,-0.4371,0.9852,-0.2567,2.8339,2.0744,1.3395,-1.0639,0.2639,0.8459,-1.6823,-0.7043,0.9898,1.0734,0.5607,-0.48,0.14
11/29/2016,-3.9286,-0.3702,-0.1908,-0.9038,-2.2211,-0.828,-1.8599,1.1677,1.766,-0.6636,2.7459,0.5401,-0.6735,0.1022,-0.1666,0.0215,-1.5678,0.4159,-1.4768,-2.1368,0.16,-0.959,-1.8101,0.3274,-0.5263,-0.6018,-0.3448,-0.6857,-0.7526,3.8421,-0.0801,0.13,0.1
11/30/2016,-3.7288,-0.3664,-1.3096,-1.3105,-1.689,-4.1539,-4.978,-1.256,-0.8683,-1.3212,1.154,-0.5858,1.3496,-1.8799,-2.3702,-2.321,0.0735,0.205,0.1674,0.6423,-1.4738,0.3356,-1.0975,-1.2384,2.1164,-0.8011,7.413,-0.732,-1.9688,0.0013,-1.4258,-0.23,0.16
12/1/2016,-0.9225,2.3985,4.7438,6.135,1.2208,3.1792,0.693,0.216,-0.4386,2.9373,1.9461,0.0185,-1.1086,2.2514,3.2554,-1.3862,5.6023,0.1596,-0.4975,0.3822,1.0052,2.2169,1.6301,-0.0313,-2.0725,-1.4795,4.3524,2.0826,-3.7116,0.2058,1.6589,-0.32,-1.22
12/2/2016,0.5742,-1.6064,-0.5281,-0.3699,1.0792,-0.825,0.8137,0.7213,0.2358,1.55,1.9058,0.6396,-2.6755,6.4383,3.6341,0.6642,5.5987,0.1659,-1.1514,-1.6345,3.8121,0.4842,2.1328,-0.7366,2.1164,0.1251,-3.3421,0.8092,-2.086,1.2477,0.8681,0,0.31
12/5/2016,-0.3704,0.1832,-0.3643,-1.9342,-1.445,0,0.3211,2.3159,-1.3187,0.6382,0.3957,-1.4902,-0.6912,-2.1726,-1.5594,-2.0752,-0.6819,-1.9997,-0.8432,0.6452,-1.3339,-0.5591,-0.8393,1.4472,-1.943,-0.1125,-0.9474,-0.9071,-0.6375,-0.4057,-1.9227,0.55,0.45
12/6/2016,-0.0039,0.9102,0.9102,0.3906,3.348,2.2559,5.0407,3.3573,0.2188,-0.1874,2.1695,-1.5754,3.4763,0.6236,1.8765,1.3344,2.5313,-0.2502,1.0165,1.0217,1.4819,3.5432,0.7621,-0.2583,-0.1321,0.3191,0.74,1.8241,2.4052,1.2181,1.6434,0.26,-0.16
12/7/2016,3.3364,0.8967,-0.1902,0.1874,2.498,-1.9426,4.2857,1.6613,0.2132,1.2505,2.0146,3.2104,0.8878,2.6583,1.6032,2.1434,2.0276,4.9614,0.496,-0.009,2.0005,1.6917,1.6739,3.0572,0.5291,2.7689,-1.2747,6.3174,-0.5052,0.3934,1.099,1.22,1.07
12/8/2016,7.9165,0.7207,0.0026,0.7869,5.8832,0.566,2.9623,0.724,-0.8844,1.5579,0.7468,5.8928,-1.1086,1.2284,1.2101,2.1222,3.2658,5.3809,0.5051,-0.632,1.069,4.3027,2.2529,1.8647,-1.0526,0.3459,1.4983,5.1039,0.9505,0.6038,0.899,0.49,0.86
12/9/2016,-0.8768,-0.9347,-1.3137,-0.2383,-0.843,-1.7238,1.4246,-0.9713,0.8506,-0.0367,-0.6607,-3.0762,-0.2684,1.2453,0.8626,0.9482,3.8252,-1.3671,0.456,0.4668,0.112,-1.1843,0.1155,-1.0391,-0.266,0.7015,2.0605,-0.5519,2.7383,-0.8403,-1.3594,0.56,1.02
12/12/2016,-3.5095,0.2005,0.5722,-0.3693,2.2637,-1.6891,-0.9765,-2.1285,-3.306,-1.1194,-0.34,1.6949,-3.5837,-1.054,-0.7095,1.791,-2.2247,1.1041,-2.4675,-4.6817,-0.2104,-0.2415,1.0003,-0.9866,-2.1333,-0.6125,-3.7946,-0.2641,-0.4335,-1.5861,1.0761,-0.19,-0.34
12/13/2016,1.94,0.9211,5.3261,1.5891,-5.3574,0.6031,-0.1807,-0.1284,1.6291,-1.5607,0.6026,-1.6065,0.4906,-0.9096,-0.8353,-0.8918,-1.3223,-2.249,-0.4871,1.2235,-0.5766,-0.2122,-1.5021,-0.1511,0.545,1.6858,2.0601,-0.3884,0.6451,-0.385,-1.2336,0.77,0.85
12/14/2016,-1.5321,3.3874,4.5206,0.0064,0.9695,-1.4346,-0.2149,3.0562,-2.0253,0.545,1.5092,-0.264,0.239,0.2783,1.0502,-1.7299,1.8685,2.8809,-0.8483,-1.8382,0.1497,0.8029,-0.574,-0.2906,-0.542,0.1307,-0.2037,2.5128,1.4923,-0.6083,-1.9226,-0.7,0.44
12/15/2016,-1.9704,-2.126,-1.888,-3.5279,-2.4271,-4.7373,-3.2691,-3.3762,-1.2132,-2.7216,-2.1445,-2.4336,-4.0037,-1.5499,-2.4985,-1.936,-3.2361,-4.3146,-2.1295,-2.8789,-2.5985,-3.5928,-2.6469,0.9775,-2.7248,-0.2908,-3.1126,-3.6944,-1.7308,-1.0921,-1.0998,0.3,-1.82
12/16/2016,-2.2033,-0.2567,-0.5883,0.5172,-1.3902,-1.6136,1.7579,-0.2554,1.5493,0.9028,-0.6635,3.1144,-1.0465,1.9599,1.0327,0.734,0.0471,2.746,0.2707,-0.0811,2.4126,-0.8953,-3.1889,-0.1905,-0.2801,-0.7678,-1.4915,0.0039,-0.7067,0.9597,0.4563,-0.16,-0.48
12/19/2016,-0.195,-1.0703,0.666,-0.8077,-2.5767,-1.2601,-2.6486,1.3439,-0.2435,0.6766,-0.0227,0.4018,-1.7212,-0.3187,0.0509,0.8238,-0.8605,-0.4641,-1.2421,-1.5333,-0.7311,-0.8568,-0.4131,-1.2019,-1.1236,-0.03,-0.785,0.6809,-0.8068,0.6043,-0.2203,0.21,1.16
12/20/2016,-1.7952,-0.5172,-0.9969,-0.7834,-0.3026,0.3322,-1.8871,-1.9569,-0.903,-0.4746,-2.3781,-1.0572,-1.2242,-2.2912,-2.2381,-0.8553,-2.1878,-0.7052,-1.2268,-0.9652,-1.5813,-0.267,-1.7373,0.6906,3.9773,0.552,-0.4273,0.9919,-1.0394,0.6316,0.5345,0.29,-0.06
12/21/2016,-0.8715,1.3044,1.5882,-0.1502,1.8929,-0.8924,-0.9957,-1.076,-0.4127,1.5194,-1.4968,-0.0368,2.5654,0.1701,0.235,-0.0714,-0.6574,0.9152,0.0515,1.8938,0.0788,-0.152,0.5121,2.2501,-4.3716,-0.1611,0.7208,-0.5587,-0.1468,0.8666,-0.0635,-0.28,-0.5
12/22/2016,-0.9311,-1.4134,-2.1849,-2.1212,-1.9925,-1.5873,-0.7485,-1.406,-0.4662,1.5333,-0.2735,-1.0556,-1.7157,-0.4855,-0.682,-0.5016,-0.2692,-1.8853,-3.0576,-2.2253,-0.904,-0.4382,-1.653,-1.0101,-4,-0.1614,-1.3289,0.0085,-1.1645,-0.404,-1.0705,-0.08,-0.15
12/28/2016,0.3983,0.1954,0.5293,1.3715,0.7471,0.0129,2.7983,-20.4899,0.0129,0.6974,0.1702,2.3819,0.7611,-0.5639,-0.6866,-0.1576,-0.2466,-1.0939,0.5769,1.4437,-0.6325,-0.5244,-0.7552,-0.0671,-0.3012,-0.5684,1.1266,-0.2036,-0.2708,1.0314,-0.4403,-0.7,-0.41
12/29/2016,0.4201,-0.3283,-0.9917,-0.7889,1.2788,-0.9289,-3.5452,-16.7143,0.2693,-1.5417,-0.6727,-0.6682,-0.7067,-1.3104,-1.0468,0.5739,-1.1489,-0.6061,0.2231,-1.2337,-1.5918,0.1946,0.1904,-0.7496,-2.719,0.2467,-0.7351,-0.7423,-1.7385,2.658,1.0487,-0.01,-0.68
1/4/2017,0.5822,-0.8849,-1.1942,0.1151,0.2615,1.8881,3.9066,-2.6312,1.6297,2.7853,1.6669,1.8909,-0.9488,1.7703,1.6644,3.401,2.5564,2.0466,-0.3535,-0.8137,2.164,2.3055,1.8766,0.2239,5.296,1.2381,-0.3157,2.3129,0.395,-0.9619,3.4656,0.51,1.63
1/5/2017,3.7803,3.4487,4.1952,1.6392,-1.6139,2.1538,-0.2088,6.51,0.9156,0.1141,1.8741,-1.9248,2.4338,3.1824,1.9299,1.4658,1.2207,-2.9211,1.4771,3.8956,2.0842,2.0812,2.8239,3.8007,-0.8876,-0.3309,1.2153,3.7169,1.9753,-0.781,0.4611,0,0.64
1/6/2017,-0.7298,1.9238,1.1699,-0.103,-0.2857,-0.9035,-4.0149,-2.3794,0.6731,-2.2156,-1.7842,-1.6288,-0.0026,-2.6168,-1.8623,-2.3267,-2.3737,-0.845,0.1786,-0.4036,-2.2155,-1.5714,-2.3303,1.6557,-5.9701,0.492,0.106,1.2856,-1.5059,-0.9946,-0.8495,0.32,-0.44
