"","AAASYWB.KY.Equity","ACAKITO.KY.Equity","AESOPHK.KY.Equity","AHPACOB.KY.Equity","AISMERC.KY.Equity","AJAOPAR.KY.Equity","AKABONA.KY.Equity","AKAMFDA.KY.Equity","ALASOPP.KY.Equity","ALCINDA.KY.Equity","ALLIVFD.AU.Equity","ALTACIF.MP.Equity","APEXGCE.US.Equity","APSASPH.KY.Equity","APSCHIA.KY.Equity","APSCHIN.KY.Equity","ARASALP.KY.Equity","ARCJVAB.KY.Equity","ARMACRO.KY.Equity","ARNASIA.KY.Equity","ASCREHA.KY.Equity","ASEASCF.KY.Equity","ATCHSTA.KY.Equity","ATHASIE.SP.Equity","ATLRIVR.KY.Equity","CAMAMAP.KY.Equity","CAMCCGA.KY.Equity","CAMGCSM.KY.Equity","CCASIAU.KY.Equity","CCIOIGF.KY.Equity","CDIFORD.VI.Equity","CEASOPP.AU.Equity","CHCIMPE.KY.Equity","CHEAGLE.KY.Equity","CHINABS.KY.Equity","CLARCOB.BH.Equity","CMCHCSF.KY.Equity","CMSPRGS.KY.Equity","CMTFGRC.KY.Equity","CNALPHA.KY.Equity","CSVCHNO.VI.Equity","DALAOFF.KY.Equity","DALGCHI.KY.Equity","DBDHAAB.KY.Equity","DORASPS.KY.Equity","DRAGALT.KY.Equity","EDAF001.KY.Equity","ENAMIND.KY.Equity","EPICJPF.KY.Equity","EUPIRAQ.KY.Equity","EVENSTR.KY.Equity","EWADVJM.KY.Equity","FMGMONA.BH.Equity","FORASMA.KY.Equity","FOUCHOP.KY.Equity","FRTNHDG.KY.Equity","GAAOPPO.KY.Equity","GAMCOFA.KY.Equity","GBAMBOO.KY.Equity","GHKNCVF.KY.Equity","GLDCHPL.KY.Equity","GLXCDVA.KY.Equity","GOLDCHI.KY.Equity","GREASHI.KY.Equity","GRECVPD.MV.Equity","GRNDRGN.KY.Equity","GRSPOPA.KY.Equity","HADOHV1.VI.Equity","HARMFDR.KY.Equity","HARUSFD.KY.Equity","HJELSFJ.KY.Equity","HKPTRLP.US.Equity","INDMAXG.MP.Equity","INDSMLI.MP.Equity","INFCOPP.KY.Equity","IONISRL.KY.Equity","IVMAOPP.KY.Equity","JAPCHLP.US.Equity","K2AARFA.AU.Equity","KAMWANG.KY.Equity","KARSTAR.US.Equity","KINGSMD.KY.Equity","KISCUSD.KY.Equity","KISGLMS.AU.Equity","KKSPCFA.KY.Equity","KMEFUSD.KY.Equity","KNIASPR.VI.Equity","KOMOFUN.KY.Equity","LBNCHPO.KY.Equity","LEGCHNA.KY.Equity","LHASTRF.KY.Equity","LIMJAPA.KY.Equity","LUASVAL.KY.Equity","LYNASIA.KY.Equity","MIDASEQ.KY.Equity","MNJAPAR.KY.Equity","MQASALA.AU.Equity","MQASLSF.KY.Equity","MWJDA2U.ID.Equity","MWJMA1U.ID.Equity","NAVASIA.KY.Equity","NAVYILD.KY.Equity","NEWHBAS.KY.Equity","NHINDIA.MP.Equity","NORASXD.KY.Equity","NTADUSA.KY.Equity","NTASIAN.KY.Equity","OCMFUND.KY.Equity","OCTAPAF.KY.Equity","OPTJAPT.AU.Equity","OPTPJAI.BH.Equity","OZASIAM.KY.Equity","PANGOLN.KY.Equity","PANNOTI.VI.Equity","PASINLD.KY.Equity","PASINLP.US.Equity","PELAALA.NA.Equity","PENASEF.AU.Equity","PENASEU.KY.Equity","PHALJAM.US.Equity","PPASIAS.KY.Equity","PPCHINA.KY.Equity","PRABRHY.KY.Equity","PRUENHN.KY.Equity","PSAARFL.KY.Equity","PXPVEEF.KY.Equity","QDSPJPA.KY.Equity","QIEFMLB.MP.Equity","QUACHFA.KY.Equity","QUPANEF.VI.Equity","REALRTA.ID.Equity","REGCADY.KY.Equity","RMBJOPP.US.Equity","ROCIMAS.KY.Equity","RVCCLSA.KY.Equity","RVCUSCA.KY.Equity","SECZENU.ID.Equity","SENTCAP.KY.Equity","SENTCRE.KY.Equity","SENVISR.US.Equity","SERICAB.KY.Equity","SMCCNMI.KY.Equity","SPALSAI.BH.Equity","SPASJFA.KY.Equity","SPCHOPA.KY.Equity","SPGRCHC.KY.Equity","SPHERAN.VI.Equity","SPHRILS.VI.Equity","SRGJPPH.KY.Equity","START22.KY.Equity","STEVJPY.GU.Equity","SVGRCMN.KY.Equity","TANTALF.KY.Equity","TELLGNT.KY.Equity","TICHVIA.KY.Equity","TK5YRGA.CH.Equity","TKFUNDS.CH.Equity","TKPROST.CH.Equity","TKYJULB.CH.Equity","TKYJULS.CH.Equity","TOCCATA.KY.Equity","TROPHY1.KY.Equity","TTJPFJP.KY.Equity","UGFMSTA.KY.Equity","UGHDSOA.KY.Equity","UMJKOTA.KY.Equity","VAPAHED.KY.Equity","VERAIUS.ID.Equity","VISFICH.KY.Equity","VITCHBA.KY.Equity","WFASREC.KY.Equity","WFASSCF.KY.Equity","WYCAASV.KY.Equity","YECYOSP.KY.Equity","ZEALCHI.KY.Equity","ZENUSOF.KY.Equity"
"47",2.7801,-1.5062,1.9882,2.5255,0.0495,3.035,2.5276,-2.228,2.3861,8.4031,-1.8397,3.1583,4.17,-0.0964,1.382,0.4544,4.5721,5.0464,-0.56,4.5663,6.2585,0.4343,-5.0482,3.4785,-1.6753,-0.8476,-0.5082,1.991,7.7477,6.3009,5.73,4.0262,0.1507,1.5988,-0.3799,-0.0523,-2.7044,3.4599,5.409,2.5685,7.746,3.8702,2.22,2.892,4.0096,0.9071,0.2731,9.8223,-0.4424,0.3663,1.6914,-1.692,-0.0794,1.14,1.4164,2.4052,3.0463,3.2726,4.1068,-1.7665,2.9601,1.333,4.805,2.1783,4.4761,1.725,-0.0674,2.065,0.0894,0.1032,-0.172,1.3101,2.907,3.9727,3.7585,1.6787,1.5113,3.55,3.7515,0.2968,4.0904,-4.4753,2.7543,2.9746,0.7588,-4.1311,-0.5242,7.6704,4.1879,5.9052,0.0195,-0.1238,2.2208,8.1355,0.1866,-0.6181,2.5342,2.51,1.6831,0.8541,6.3087,5.4558,6.1251,9.9628,0.4442,2.8544,2.8569,1.0316,5.3815,-2.4352,6.6075,-0.5099,4.3297,1.0912,4.6319,4.5999,2.4956,-0.9667,-1.0429,1.1699,-0.272,2.1639,11.79,3.5576,3.169,4.8641,1.3556,4.9373,2.3527,3.8015,7.2391,-4.751,1.6077,0.2257,1.3479,1.3478,6.4077,2.4962,2.4962,8.25,6.7779,-0.1634,1.189,1.5681,4.429,7e-04,2.421,2.4,3.188,-0.0877,0.569,3.2024,0.1714,2.19,1.4535,0.8274,1.3826,5.9654,4.1082,1.1055,1.5212,2.9653,-0.8069,4.486,5.3268,0.6075,3.8362,6.5068,3.1352,-2.9529,6.1558,4.9823,2.4241,3.3791,2.7857,1.43
"48",2.2888,-1.0262,2.7318,1.0123,-4.8399,1.257,-3.0912,0.3298,2.112,2.4546,6.1384,1.2532,6.04,0.2598,2.0635,0.5623,3.544,-0.3796,1.4997,3.5389,2.3862,5.507,1.2182,-0.506,10.5237,-0.6388,-0.9613,2.4365,-1.2882,4.3522,2.9363,-0.0446,0.2507,NA,3.2799,-0.053,2.8631,3.7312,7.3276,0.5497,6.7363,1.7602,-0.24,1.646,4.2389,3.8927,1.0269,3.1296,0.1846,-5.0775,2.7125,-1.5938,-12.5629,0.4899,0.5455,6.9973,5.4789,0.6358,10.3293,15.6515,2.55,1.6902,8.0284,-1.9885,4.4435,-0.5057,0.1615,-0.9884,5.5797,5.9946,4.2154,2.509,0.565,3.9858,0,2.7238,1.5385,-2.4001,2.4743,4.3275,1.3492,0.9163,0.2818,0.5321,0.9197,-4.5245,1.9457,1.209,5.4083,9.1191,0.2468,0.5938,2.1964,-0.9468,-1.4713,-0.7429,-0.2705,-0.4,0.4312,0.5901,3.1881,2.5237,2.2169,-0.3698,3.8201,3.5937,3.5953,5.7951,3.3459,-1.872,0.6687,1.6898,-0.3224,2.9302,-3.61,-3.67,-0.7674,1.63,1.4757,1.1803,0.4581,1.4865,-10.85,2.5831,2.0385,5.9809,-1.8989,4.0917,-0.1698,-1.5551,1.1028,-6.6534,-0.5456,1.8581,0.592,0.5919,0.6626,1.476,1.476,4.47,1.8884,6.5815,-1.2964,-1.0922,6.4033,2.9045,1.4027,1.4629,-4.6169,0.0892,-0.0676,2.8593,2.7382,6.07,1.9873,1.0452,1.6195,2.4289,1.3988,0.4456,-1.0433,2.4816,-1.8037,4.2968,3.5939,0.1725,3.0683,-0.5405,7.9062,1.9095,1.6172,1.1347,1.566,1.1734,5.8136,-0.8284
"49",-1.3803,0.4342,0.8697,-0.145,0.3259,-1.0395,6.0257,4.3751,-3.862,2.5008,-1.2121,-1.4827,1.12,-0.3867,0.2412,-1.6332,-0.1589,1.5398,-0.85,-0.1495,0.4573,-0.8441,-3.4287,0.6111,2.2217,-0.6398,-0.9097,1.3877,4.5426,2.4911,2.4517,-1.5157,-1.1004,8.2604,0.0739,-0.0533,0.5993,0.8358,2.1348,0.2961,-4.5993,3.4298,2.03,0.852,2.132,-0.0594,-2.09,4.0937,0.5528,-0.7636,0.7935,1.3733,-4.0012,0.22,4.0223,3.1113,0.1308,0.178,4.7199,2.8476,3.0396,0.9182,3.3019,-0.4214,1.8329,-3.1675,0.1501,0.8137,5.1165,5.5139,3.8815,1.1861,1.6854,0.3886,4.6103,0.0227,-1.3196,4.6,1.2446,1.2505,-0.423,-1.8382,1.2968,1.4367,0.7512,20.3964,-0.7555,-0.1211,2.24,0.2619,0.2397,0.6775,2.1563,-0.246,-1.0301,NA,-2.0948,-2.22,-0.0053,-0.2033,1.8048,2.5846,-0.0304,1.1535,3.0691,-0.0964,-0.1004,5.1565,1.7169,0.0718,2.4825,-0.2302,-0.287,-1.4189,-0.8,-0.88,0.6745,1.6582,1.6656,1.3599,1.4704,1.1461,1.28,0.5594,-1.8699,-0.2508,-4.0734,-1.3195,5.7046,0.0274,-0.5583,2.8064,4.7777,0.8292,0.4467,0.4472,1.612,-0.2764,-0.2764,1.85,2.056,-1.5352,1.1167,0.2317,2.3809,1.3158,-0.8584,-0.8055,-1.3199,0.1251,-2.6248,-1.612,NA,0.1,-2.601,-0.3152,-0.7845,-0.1157,-0.1999,0.1921,-0.1066,NA,2.838,-1.0837,-0.5483,0.2057,2.6428,-0.6365,4.7361,-0.1401,3.2117,1.022,2.4058,3.0688,1.1464,0.7922
"50",-0.9797,0.8697,2.0133,-0.1609,0.3732,-2.8867,4.9072,3.2698,2.3108,3.2767,0.7502,1.667,-0.34,0.6307,-1.4489,-0.1075,-1.6455,6.7608,0.4698,-1.6465,3.3037,-5.1905,0.2367,-2.5345,-5.6831,-0.038,-1.1357,-2.6496,-2.2835,0.1634,-1.7083,-2.0887,-1.1063,2.3074,-0.8856,-0.0533,-1.0805,-0.222,-0.9247,-2.3893,1.3329,1.6898,0.63,0.899,-0.8081,-2.4251,-0.02,2.4615,0.2851,12.9204,0.1312,0.0972,-1.9261,0.04,-0.8408,0.2962,-2.9483,-4.3187,-0.0106,3.5578,-1.4797,-3.1124,-3.1411,0.5819,-1.3625,1.8834,0.1866,3.8877,1.6699,1.799,-0.4666,NA,2.2099,3.1904,-1.5215,-0.0792,-2.6746,3.4302,-3.3499,-0.8595,1.581,0.5222,-0.1422,0.0373,0.6419,NA,-0.4006,1.2791,3.8009,-1.388,0.2779,-1.4734,0.1981,2.643,-0.8594,7.4894,3.2668,-12.1482,1.0237,0.083,4.5673,-0.5399,-1.667,3.6184,-3.6321,2.5382,2.5412,0.0084,-2.9174,4.7556,0.8713,0.6502,0.3,1.262,11.0401,11.25,0.245,0.4278,0.3063,4.4501,-0.3888,0.7176,-3.75,2.5503,-2.104,-3.5831,-2.0705,1.7601,-0.8513,3.2837,-2.5799,-8.9356,2.3727,-2.4123,0.2475,0.2475,5.1778,0.474,0.474,-3.81,2.856,0.1703,1.8146,2.1353,-1.5548,-1.39,-0.3121,-0.2565,4.8688,1.9579,8.8099,-2.2109,1.8323,-2.33,-1.3796,0.1459,0.9598,1.4111,1.1231,0.6254,-0.4997,-21.3154,1.1759,0.455,0.9791,1.0741,-1.5685,-0.1638,0.8127,0.9119,3.1194,-0.4154,2.5066,-2.4483,-1.8147,-0.2861
"51",1.4656,-0.1966,2.0261,-0.9274,-1.9573,-0.9571,1.1734,1.0425,-5.4895,-10.3669,-0.3666,-6.3508,1.55,-4.8915,0.9083,-2.7352,-3.0363,8.5021,1.5199,-3.0487,0.7853,-1.094,1.0987,-5.7377,7.454,1.7394,0.3159,0.8397,-5.1144,-1.4276,-1.8659,-1.5257,-0.7991,2.235,1.1914,-0.0531,1.0412,2.9818,6.6887,-0.1799,-2.6927,0.4001,1.31,-2.067,-4.9711,-2.0462,-1.98,-13.0499,1.719,4.3604,2.4941,-0.9286,1.0947,2.34,-3.0652,-0.0091,-0.9806,NA,2.7592,4.9775,0.5498,NA,-3.1717,-3.5598,0.1112,-6.178,0.327,0,-3.9079,-4.2093,-1.6035,NA,-13.5135,-10.5794,-1.8114,2.4033,-3.2316,3.7998,1.5899,-0.7513,-6.954,-4.8614,0.4986,0.6781,0.9535,NA,-0.6838,-8.7036,-0.253,0.5373,0.2707,-2.5303,2.1841,-5.4032,-0.1734,7.5881,-3.0524,-2.7803,2.3065,1.1586,-8.1034,-6.152,-0.9522,-11.622,-0.9489,-4.7706,-4.7672,0.4906,-3.8876,7.7292,-0.3013,NA,-5.5368,-0.9477,-10.6001,-10.73,-1.0389,-1.6331,-1.7188,3.0402,1.1405,-0.6365,-8.8,0.1309,-5.2156,-4.3161,6.8267,-5.4455,-1.6865,-1.5799,-6.6755,-5.8915,1.4189,-1.0674,-0.5819,-0.5818,6.9801,0.3121,0.3121,4.39,-1.3684,-2.1793,1.5218,1.9375,-2.9082,5.245,1.0757,1.1344,9.7306,1.4439,14.7748,-1.907,-4.3075,-4.97,0.9203,-0.6881,1.3398,1.5778,0.9475,-0.3629,-5.2079,0.7599,1.1786,1.5788,1.3663,3.3582,0.1203,-4.5752,0.3368,-1.3381,-7.0445,-6.0429,1.4816,-0.2245,-1.1666,-0.5577
"52",-2.4269,0.3637,-0.5629,0.0075,5.9574,-1.7992,1.0576,0.6915,-2.4154,-1.1998,0.5727,1.1416,-1.03,-1.9247,-6.1176,-3.1291,-0.626,3.6856,1.53,-0.6208,1.9991,1.9018,0.0763,-1.6785,-3.359,-0.4167,-0.439,-5.1988,-0.6849,-3.4447,0.2245,1.3615,-1.2502,NA,-3.6056,-0.0536,-1.1821,-5.4163,-8.347,-0.87,-6.7143,-1.4301,-0.42,0.508,-1.4265,-9.6247,0.4936,-3.8857,-0.0067,3.0492,0.0854,-0.5881,-0.5096,1.03,-1.5015,-3.2938,-7.4175,-1.3211,-1.7545,3.612,-4.67,-0.6167,-3.0251,-0.8235,-3.5462,-2.8882,-0.0038,2.6472,-5.9048,-6.4254,0.6345,1.1315,0.625,-2.3035,-4.4493,3.0234,-1.6566,2.4,0.1753,-2.3066,-0.732,-9.1823,-0.567,-0.4219,0.6287,20.8192,4.5768,5.0333,-2.9217,-4.3504,0.315,0.7538,-2.5998,0.8578,-3.1841,3.2887,-1.0686,-1.1372,0.3682,0.5268,-0.469,-2.6992,1.0004,-4.0581,-1.393,-1.112,-1.1108,-3.0518,-2.1762,2.9062,1.1214,-2.2702,0.6976,-2.9948,-0.71,-0.66,-1.0826,0.3609,0.2808,2.1403,0.0551,-0.6078,-3.72,0.6405,-2.1848,-0.6541,0.6206,0.2682,-0.2512,-0.3739,-4.3439,15.8261,4.4663,-1.1925,0.3699,0.37,4.5743,0.2677,0.2677,3.68,0.641,-4.3397,1.0637,2.1228,-3.4034,-8.434,0.5789,0.6368,-0.1287,-0.4615,2.1753,-0.7807,NA,-5.22,-3.1752,-0.9211,-2.8774,-4.0709,-3.3506,-1.3022,3.506,-4.3741,-0.3609,-7.8784,-6.2803,2.5179,-3.3634,-4.7532,-5.142,0.6517,-3.3844,-2.0515,-0.6189,-0.4957,-0.7101,-1.0438
"53",0.9017,1.0017,2.8462,0.7649,2.4392,4.5684,1.2994,1.5751,1.1328,7.2992,0.8281,2.6822,6.84,-2.9169,-0.6537,-3.5101,7.6802,1.2933,-1.5902,7.7217,4.9741,6.9738,3.8962,5.0411,-0.7189,-0.3112,1.4617,4.6967,1.9177,5.1059,3.3532,-0.172,-2.1404,1.3499,-0.3053,-0.0534,0.9304,4.1426,8.5703,0.3283,14.2594,1.8,1.73,2.629,5.4354,3.9431,3.6562,10.5418,0.4458,10.9959,1.2188,1.6576,3.5211,-1.18,8.9044,4.9347,7.1728,1.594,7.1472,-0.3914,5.32,1.9677,0.6381,1.5248,5.9701,3.294,0.2425,-0.5859,2.4988,2.6899,5.0859,1.7553,2.4845,8.1315,6.4736,4.8129,5.2674,2.27,2.6497,2.5233,8.238,0.6609,1.4255,1.4197,0.798,NA,-0.3873,1.0673,6.9023,5.2959,0.3076,-0.1423,4.9655,2.9217,3.6376,-0.3069,0.7619,0.8222,0.3103,0.5844,5.4037,5.218,6.7065,7.9681,0.5811,2.7456,2.7356,2.1023,0.8636,0.4148,3.0833,2.3001,2.2726,1.137,4.4601,4.38,1.2921,0.8631,0.985,0.37,2.7299,2.2742,3.27,3.351,2.3351,2.5926,-3.7173,5.0701,4.8883,2.5231,9.8063,-12.1899,4.1397,4.4828,1.725,1.7245,-0.5805,0.1588,0.1588,4.79,3.1802,3.2027,1.1363,1.4135,5.4883,3.955,1.7006,1.7959,1.7987,-0.6575,0.5041,2.9235,4.1026,4.88,4.967,0.3208,-0.0801,2.6954,2.0299,0.4475,0.9029,-2.4842,0.0974,6.7795,6.5549,0.5438,6.619,6.9671,2.0993,0.8575,8.2532,5.9188,0.6366,3.2914,2.2231,4.8954
"54",0.6181,0.7226,1.938,1.4956,-6.0855,3.267,3.8903,2.7848,-0.0921,5.946,0.7526,4.6782,-0.14,1.5334,2.9744,0.8958,1.9235,1.1756,-0.07,1.655,3.6122,13.9428,-1.0911,0.9886,-1.3856,2.1699,0.2976,0.3604,-3.6474,4.6724,4.253,0.5104,0.0667,3.7993,4.9005,-0.053,0.1013,3.9193,6.5476,3.2944,5.0261,1.6801,1.01,2.744,4.4634,2.1181,1.18,9.0256,-0.6823,-2.2619,1.1986,-2.4065,-2.5665,-0.16,6.7853,3.4237,3.8748,0.4227,4.6339,-0.3269,4.5502,0.5992,4.8961,0.354,1.9521,3.6866,0.1281,1.7552,5.6466,6.1201,2.9192,2.0345,8.4848,3.912,0.32,1.0171,3.175,2.4202,-0.5662,2.4677,6.706,8.5968,0.0703,0.2565,0.6128,NA,-0.7387,1.3874,1.1132,8.8932,0.2492,0.2269,3.5889,1.9935,3.1061,0.3591,0.3063,0.3064,-0.3336,-0.2018,4.5007,-0.6905,-0.0774,7.2938,6.1082,-0.1417,-0.1437,1.6256,1.1679,-0.123,2.5839,2.5302,3.1819,1.824,6.0599,5.91,-1.1978,-0.0357,-0.0457,0.89,-0.2682,1.4284,2.01,2.1657,4.4317,1.8719,2.4238,2.9082,2.5841,1.4229,0.785,-5.4088,4.99,1.8702,1.6267,1.6271,2.3845,0.7709,0.7709,3.63,5.2355,2.5785,0.4282,0.719,2.2699,1.1272,1.7115,1.8185,0.7043,0.563,1.9853,2.9167,6.4587,3.23,0.688,-0.2829,1.5276,2.2226,1.814,0.1102,1.8238,2.8306,0.6391,1.658,3.1771,2.3497,1.5447,1.7223,4.277,-1.7437,4.8906,3.7858,0.1494,5.1752,-0.3888,3.0937
"55",0.2146,0.2796,3.1901,0.229,1.2591,3.8083,-0.0481,-1.8062,3.0146,6.8119,3.2691,6.5402,0.99,-1.3425,0.393,-2.649,2.0756,0.2499,-0.4398,1.7864,-0.2034,20.0236,0.2874,1.9912,-4.0821,1.7802,1.945,3.8356,4.4925,7.3663,5.3842,4.0359,-1.3128,3.0963,-1.0219,-0.0532,1.8417,-1.154,1.6846,0.4635,11.4697,2.0999,0.41,-0.844,4.4298,0.9943,0.9799,7.392,-1.1139,-10.5261,0.6865,-1.559,-4.7921,2.01,0.1633,1.5724,2.7882,0.8168,-1.9284,1.8768,2.4899,1.0608,6.2938,0.5762,3.0557,1.3091,0.0901,-0.0614,4.3703,4.717,4.9123,3.4716,7.2626,7.0406,2.7113,4.3862,1.2063,2.11,1.0286,3.1364,7.855,-0.5538,0,0.8041,0.3749,16.6979,-0.0783,2.1379,7.6102,10.7336,0.2864,-0.7528,2.107,1.6703,3.0685,1.2823,2.1851,2.4085,0.0218,-0.1523,4.1643,1.8331,4.369,5.1857,-2.359,3.8054,3.8064,6.7511,3.9831,-3.1327,-0.3104,1.1296,5.6006,5.1051,4.85,4.9199,0.9636,-1.1413,-1.142,-2.93,1.6525,2.3629,1.23,0.6984,2.7951,5.985,-1.8763,4.71,5.0937,-5.6501,2.6637,-18.1576,2.91,3.6177,0.3572,0.3572,-1.2804,0.9438,0.9438,4.43,0.2933,1.5268,1.1165,-0.6575,4.5868,-3.1512,1.0098,1.0751,-2.6053,-2.4666,-5.901,1.0866,6.0154,3.1653,-0.2238,-0.111,-0.6709,0.5317,0.3525,-0.0275,0.3414,-2.2808,0.197,2.5445,6.1939,0.9486,8.6682,1.9143,0.2016,0,2.7535,2.6514,1.3084,1.1095,3.614,3.7929
"56",-0.1034,0.5156,-0.0774,0.576,-3.1282,0.4211,-0.5917,-0.1861,2.1766,4.5861,2.2333,3.7839,2.39,-2.3532,0.9056,-3.0794,3.1167,-0.0324,0.56,2.6702,1.898,NA,-3.836,1.2503,-4.0448,0.5602,-0.291,2.129,3.0105,1.7908,1.7771,5.9331,-0.628,-1.2556,-0.7375,0.1674,-1.56,-0.1566,-0.972,-0.951,-1.5505,1.6301,1.12,0.467,3.2012,-1.0207,-0.79,6.5283,NA,-4.3774,0.9565,-3.4892,-3.4333,-0.36,1.8999,0.5816,-0.6415,1.8948,-3.9136,-2.2419,1.5399,2.2457,2.5995,-0.2369,1.3213,1.6186,0.3101,-0.4074,5.3713,5.729,-3.6736,0.8232,7.2917,4.9336,-1.3975,-1.2852,1.0216,2.2498,2.0302,2.0844,6.339,-2.3491,-1.0534,-1.5954,0.5811,NA,1.7248,2.5366,4.8367,-2.0081,0.2793,0,1.7167,1.0347,2.9681,1.8339,NA,-1.8983,-0.1294,0.0996,2.1632,1.8001,0.9526,3.8407,-0.7537,3.6391,3.6373,0.3821,2.6495,1.3081,0.4539,1.9499,0.1399,1.4465,5.61,5.58,-0.1508,0.6945,0.7122,-1.67,1.5727,1.7578,-1.91,1.4631,3.354,-0.0619,0.0345,1.2982,5.7674,5.5028,-1.1561,NA,-0.11,1.3028,0.3447,0.3447,1.2299,0.595,0.595,0.85,0.9521,-1.275,1.6097,1.6829,1.4178,-1.26,1.005,1.0878,2.2968,-1.2964,0.1755,2.5994,-1.2124,4.6307,0.7279,-0.0864,-0.4867,0.4498,0.3818,-0.4222,-0.0669,-1.4085,0.7559,1.0385,1.8551,-0.811,3.4601,-0.0766,-2.6504,0,3.5015,4.613,0.8833,1.6087,-0.3025,2.9678
"57",0.902,0.8173,-0.0959,0.0593,-6.6797,1.0377,3.7873,2.5193,0.052,-0.2969,1.862,-0.2044,0.8,-0.7824,1.6339,-2.7429,5.2659,2.097,1.26,4.5195,-8.5099,NA,-2.8308,2.2762,-0.9863,0.6199,1.3204,3.2671,4.4061,0.221,2.4939,0.6283,-0.1019,-0.3718,-2.0059,-0.0499,-3.2906,1.6256,3.2349,2.1417,3.1677,1.37,-1.15,-2.3599,-2.385,0.4899,-1.6235,2.1479,0.688,3.0677,5.6172,1.8632,-3.5864,1.98,0.1,-0.484,3.8185,3.3651,-2.3605,-1.8561,3.8103,2.9956,6.5673,1.9805,3.6133,-2.397,0.2817,0.2322,0.2782,0.3005,7.6429,-3.003,-0.4854,0.4405,-1.5223,5.026,2.9858,2.5501,0.9503,1.6706,-0.835,0.9804,-0.5678,-0.5895,0.7377,NA,0.3468,-0.1792,-0.233,-0.5186,0.3232,0.0106,0.3841,0.9002,-1.1512,2.0735,NA,-1.027,0.2403,0.3083,0.7773,3.4756,2.1283,-5.5057,-1.9478,0.9127,0.9191,0.5136,2.8957,0.2242,2.0259,3.72,2.2083,0.3904,-1.49,-1.4801,-0.3001,1.8542,1.886,0.8,1.8277,3.7138,-2.41,-1.7979,1.7508,6.8154,0.1378,2.5771,-0.1905,1.0929,1.9338,NA,-0.24,-0.6687,0.2371,0.2377,1.5463,0.3309,0.3309,4.96,-7.8213,1.0934,6.049,1.9526,0.7264,1.9254,2.1033,2.2543,4.6492,2.0441,0.7165,0.419,6.7747,2.8106,0.8813,-0.379,-1.3026,-0.4803,-0.1674,0.1106,1.055,-1.7959,0.0986,3.768,7.0505,0.982,6.3058,-0.0539,0.4285,-5.1121,-0.0046,1.8319,-0.3237,1.8455,1.8864,1.5658
"58",1.7219,-0.2313,-2.3254,0.0873,-1.8497,1.3014,2.6885,3.5484,0.7663,0.9885,-2.4101,2.4476,3.2502,3.4064,10.7997,8.0004,1.1196,2.8281,0.9698,0.9707,-0.6251,NA,-2.5027,0.2282,-5.4755,0.8,-1.8016,5.2577,0.2012,1.9082,3.6326,-2.7948,-1.2176,2.3288,-0.3791,-0.0516,-0.4906,0.6033,-0.5291,4.0291,11.3508,1.7901,-0.09,0.452,0.5306,-0.9246,NA,-0.2299,1.0718,-2.6746,1.4784,-2.2463,-0.2982,1.52,4.3767,3.1234,3.5537,-5.2415,0.0898,5.5247,6.4698,-5.7275,7.1738,-1.8087,2.6285,-1.6067,0.5745,1.2548,-7.2789,-7.6831,3.9706,-1.4603,4.3902,3.2015,2.7186,-2.1054,1.8237,3.4201,-2.3064,2.2881,-1.259,4.0474,0.0714,0.2595,0.8421,NA,-2.3041,2.1548,4.5783,5.5757,0.3347,-0.0424,0.0748,0.5271,-0.649,5.8271,NA,0.5191,1.1064,0.7534,0.2128,0.3536,0.9241,2.5267,-2.9416,1.6699,1.6851,4.5529,1.2438,3.1941,1.5428,2.15,1.1767,1.2946,1.53,1.4801,0.8604,-5.5052,0.9647,1.93,2.5436,3.6745,-0.31,0.944,3.939,6.9954,-0.877,-2.2192,3.1848,1.2834,3.3803,NA,0.3902,4.4537,0.7836,0.7828,1.2001,0.4983,0.4983,-0.89,-0.698,4.8441,2.4175,0.3222,7.6354,2.4387,-1.6591,-1.5994,1.4171,NA,2.5842,2.0877,NA,4.4558,1.4437,1.4516,2.6598,4.3199,3.89,1.6296,0.3425,-1.3716,0.3884,7.111,7.2091,2.0477,1.4409,3.878,1.2063,-1.2655,4.0749,1.2585,0.9738,2.051,4.6995,2.0904
