,4063 JP Equity,,5401 JP Equity,,5411 JP Equity,,6988 JP Equity,,8015 JP Equity,,3407 JP Equity,,5201 JP Equity,,4188 JP Equity,,5713 JP Equity,,4005 JP Equity,,3405 JP Equity,,4185 JP Equity,,5486 JP Equity,,5711 JP Equity,,3861 JP Equity,,5406 JP Equity,,5233 JP Equity,,4182 JP Equity,,4613 JP Equity,,5901 JP Equity,,4217 JP Equity,,4612 JP Equity,,4202 JP Equity,,5714 JP Equity,,4088 JP Equity,,4091 JP Equity,,4205 JP Equity,,4183 JP Equity,,4021 JP Equity,,4272 JP Equity,,4118 JP Equity,,5471 JP Equity,,4631 JP Equity,,5463 JP Equity,,1911 JP Equity,,4042 JP Equity,,5631 JP Equity,,5444 JP Equity,,3401 JP Equity,,4114 JP Equity,,4004 JP Equity,,4208 JP Equity,,8012 JP Equity,,4061 JP Equity,,3863 JP Equity,,4634 JP Equity,,7947 JP Equity,,7966 JP Equity,,5232 JP Equity,,3941 JP Equity,,4206 JP Equity,,5706 JP Equity,,5803 JP Equity,,4095 JP Equity,,4043 JP Equity,,4045 JP Equity,,4401 JP Equity,,4403 JP Equity,,4201 JP Equity,,4186 JP Equity,,4203 JP Equity
4/8/2013,63.8535,4/8/2013,2.3578,4/8/2013,18.9132,4/8/2013,63.6511,4/8/2013,24.7723,4/8/2013,6.527,4/8/2013,6.5776,4/8/2013,4.3008,4/8/2013,13.0034,4/8/2013,2.8436,4/8/2013,14.7946,4/8/2013,20.3097,4/8/2013,8.6825,4/8/2013,2.6715,4/8/2013,3.2483,4/8/2013,1.1941,4/8/2013,2.2566,4/8/2013,6.0211,4/8/2013,11.3945,4/8/2013,13.2969,4/8/2013,14.4606,4/8/2013,10.504,4/8/2013,7.7312,4/8/2013,7.3163,4/8/2013,14.2481,4/8/2013,6.3449,4/8/2013,9.9777,4/8/2013,2.0036,4/8/2013,11.3034,4/8/2013,13.9951,4/8/2013,5.5556,4/8/2013,5.3633,4/8/2013,1.9227,4/8/2013,23.0824,4/8/2013,10.6254,4/8/2013,2.5906,4/8/2013,5.0901,4/8/2013,27.9599,4/8/2013,2.1554,4/8/2013,8.3789,4/8/2013,1.4066,4/8/2013,1.862,4/8/2013,11.9004,4/8/2013,3.4305,,,4/8/2013,4.5335,4/8/2013,67.0917,4/8/2013,17.8,4/8/2013,2.6513,4/8/2013,4.5639,4/8/2013,18.5185,4/8/2013,2.2465,4/8/2013,3.2382,4/8/2013,17.8102,4/8/2013,2.33758,4/8/2013,4.24003,4/8/2013,8.1866,4/8/2013,4.69541,4/8/2013,8.32827,4/8/2013,19.5001,4/8/2013,3.58227
4/9/2013,63.3448,4/9/2013,2.3603,4/9/2013,19.1648,4/9/2013,63.95,4/9/2013,24.7731,4/9/2013,6.4454,4/9/2013,6.738,4/9/2013,4.3777,4/9/2013,13.4759,4/9/2013,2.8041,4/9/2013,14.4644,4/9/2013,20.6778,4/9/2013,9.0781,4/9/2013,2.8243,4/9/2013,3.2076,4/9/2013,1.1902,4/9/2013,2.32,4/9/2013,6.2336,4/9/2013,11.3072,4/9/2013,13.486,4/9/2013,14.5955,4/9/2013,10.3793,4/9/2013,7.9584,4/9/2013,7.5247,4/9/2013,14.0206,4/9/2013,6.284,4/9/2013,10.0061,4/9/2013,2.0073,4/9/2013,11.3072,4/9/2013,14.071,4/9/2013,5.467,4/9/2013,5.3964,4/9/2013,1.9669,4/9/2013,23.1995,4/9/2013,10.8634,4/9/2013,2.5923,4/9/2013,5.0938,4/9/2013,27.7991,4/9/2013,2.2393,4/9/2013,8.5031,4/9/2013,1.4323,4/9/2013,1.856,4/9/2013,12.0335,4/9/2013,3.4698,,,4/9/2013,4.4987,4/9/2013,65.6647,4/9/2013,17.7729,4/9/2013,2.6932,4/9/2013,4.5996,4/9/2013,18.1561,4/9/2013,2.3502,4/9/2013,3.2278,4/9/2013,18.0553,4/9/2013,2.33004,4/9/2013,4.27678,4/9/2013,8.19044,4/9/2013,4.5693,4/9/2013,8.49304,4/9/2013,19.65907,4/9/2013,3.61106
4/10/2013,62.2619,4/10/2013,2.5165,4/10/2013,19.8215,4/10/2013,64.3674,4/10/2013,24.5639,4/10/2013,6.4768,4/10/2013,6.6974,4/10/2013,4.5318,4/10/2013,14.0265,4/10/2013,2.8975,4/10/2013,14.0766,4/10/2013,21.3856,4/10/2013,9.3644,4/10/2013,2.9176,4/10/2013,3.2585,4/10/2013,1.2633,4/10/2013,2.3461,4/10/2013,6.5671,4/10/2013,11.3996,4/10/2013,13.3848,4/10/2013,14.628,4/10/2013,10.2466,4/10/2013,7.8504,4/10/2013,7.69,4/10/2013,13.9763,4/10/2013,6.2863,4/10/2013,9.625,4/10/2013,2.0754,4/10/2013,10.9084,4/10/2013,13.4851,4/10/2013,5.4341,4/10/2013,5.5645,4/10/2013,2.0353,4/10/2013,23.7016,4/10/2013,10.9585,4/10/2013,2.6068,4/10/2013,5.2336,4/10/2013,28.6545,4/10/2013,2.3261,4/10/2013,8.6224,4/10/2013,1.5941,4/10/2013,1.8949,4/10/2013,11.7004,4/10/2013,3.4389,,,4/10/2013,4.4616,4/10/2013,65.1694,4/10/2013,17.686,4/10/2013,2.7772,4/10/2013,4.7323,4/10/2013,17.9266,4/10/2013,2.3561,4/10/2013,3.3287,4/10/2013,17.7762,4/10/2013,2.44636,4/10/2013,4.231,4/10/2013,7.9607,4/10/2013,4.57189,4/10/2013,8.4219,4/10/2013,19.99198,4/10/2013,3.65951
4/11/2013,64.8529,4/11/2013,2.5801,4/11/2013,20.0382,4/11/2013,69.1698,4/11/2013,24.9774,4/11/2013,6.676,4/11/2013,6.8869,4/11/2013,4.6281,4/11/2013,14.0347,4/11/2013,2.9716,4/11/2013,14.3961,4/11/2013,21.534,4/11/2013,9.4067,4/11/2013,2.9114,4/11/2013,3.323,4/11/2013,1.2649,4/11/2013,2.3592,4/11/2013,6.666,4/11/2013,11.786,4/11/2013,13.1915,4/11/2013,14.8881,4/11/2013,10.2098,4/11/2013,7.8004,4/11/2013,7.6197,4/11/2013,14.2757,4/11/2013,6.4953,4/11/2013,9.6978,4/11/2013,2.0681,4/11/2013,11.1635,4/11/2013,13.583,4/11/2013,5.4713,4/11/2013,5.5918,4/11/2013,2.1183,4/11/2013,23.4816,4/11/2013,10.8824,4/11/2013,2.6604,4/11/2013,5.2204,4/11/2013,29.3746,4/11/2013,2.319,4/11/2013,8.8244,4/11/2013,1.5762,4/11/2013,1.9175,4/11/2013,11.8964,4/11/2013,3.5137,,,4/11/2013,4.5477,4/11/2013,65.4553,4/11/2013,17.7593,4/11/2013,2.7708,4/11/2013,4.7184,4/11/2013,17.9199,4/11/2013,2.3592,4/11/2013,3.323,4/11/2013,18.1809,4/11/2013,2.45959,4/11/2013,4.22648,4/11/2013,8.02128,4/11/2013,4.79871,4/11/2013,8.30238,4/11/2013,19.96787,4/11/2013,3.70445
4/12/2013,64.9626,4/12/2013,2.6066,4/12/2013,20.5092,4/12/2013,67.4884,4/12/2013,24.904,4/12/2013,6.7084,4/12/2013,7.0923,4/12/2013,4.6171,4/12/2013,13.9826,4/12/2013,2.9905,4/12/2013,14.4373,4/12/2013,21.6205,4/12/2013,9.4363,4/12/2013,2.8895,4/12/2013,3.4451,4/12/2013,1.2528,4/12/2013,2.3944,4/12/2013,6.7286,4/12/2013,11.76,4/12/2013,13.235,4/12/2013,14.6797,4/12/2013,10.1637,4/12/2013,7.9309,4/12/2013,7.4561,4/12/2013,14.4272,4/12/2013,6.5165,4/12/2013,9.7899,4/12/2013,2.1216,4/12/2013,11.4266,4/12/2013,13.5987,4/12/2013,5.4759,4/12/2013,5.587,4/12/2013,2.1419,4/12/2013,23.4492,4/12/2013,10.881,4/12/2013,2.6672,4/12/2013,5.2334,4/12/2013,29.4706,4/12/2013,2.3035,4/12/2013,8.8806,4/12/2013,1.566,4/12/2013,1.9398,4/12/2013,11.8913,4/12/2013,3.5361,,,4/12/2013,4.5161,4/12/2013,65.2657,4/12/2013,17.4682,4/12/2013,2.7278,4/12/2013,4.8293,4/12/2013,17.9632,4/12/2013,2.3439,4/12/2013,3.3744,4/12/2013,18.3471,4/12/2013,2.44494,4/12/2013,4.21297,4/12/2013,8.07234,4/12/2013,4.80905,4/12/2013,8.46636,4/12/2013,19.91311,4/12/2013,3.81895
4/15/2013,64.0359,4/15/2013,2.5696,4/15/2013,19.9042,4/15/2013,66.6871,4/15/2013,24.6355,4/15/2013,6.6279,4/15/2013,7.0256,4/15/2013,4.5784,4/15/2013,13.2864,4/15/2013,2.9469,4/15/2013,14.51,4/15/2013,21.6274,4/15/2013,9.3811,4/15/2013,2.7837,4/15/2013,3.4363,4/15/2013,1.2032,4/15/2013,2.3963,4/15/2013,6.8115,4/15/2013,12.022,4/15/2013,12.9907,4/15/2013,14.7548,4/15/2013,10.2784,4/15/2013,7.9535,4/15/2013,7.3009,4/15/2013,14.6834,4/15/2013,6.4954,4/15/2013,9.6666,4/15/2013,2.07,4/15/2013,11.2471,4/15/2013,13.8575,4/15/2013,5.5165,4/15/2013,5.4757,4/15/2013,2.0903,4/15/2013,23.2793,4/15/2013,10.931,4/15/2013,2.6614,4/15/2013,4.9964,4/15/2013,29.5605,4/15/2013,2.2943,4/15/2013,8.7285,4/15/2013,1.5703,4/15/2013,1.9068,4/15/2013,11.8385,4/15/2013,3.4771,,,4/15/2013,4.4662,4/15/2013,63.73,4/15/2013,17.3142,4/15/2013,2.7226,4/15/2013,4.7517,4/15/2013,18.0993,4/15/2013,2.2943,4/15/2013,3.3548,4/15/2013,18.3542,4/15/2013,2.39625,4/15/2013,4.16029,4/15/2013,8.07586,4/15/2013,4.96584,4/15/2013,8.83043,4/15/2013,20.25084,4/15/2013,3.78301
4/16/2013,65.2865,4/16/2013,2.552,4/16/2013,19.381,4/16/2013,65.6964,4/16/2013,24.5772,4/16/2013,6.6414,4/16/2013,7.1743,4/16/2013,4.4481,4/16/2013,12.7088,4/16/2013,2.8595,4/16/2013,14.1847,4/16/2013,21.5333,4/16/2013,9.1934,4/16/2013,2.6853,4/16/2013,3.3514,4/16/2013,1.1684,4/16/2013,2.388,4/16/2013,6.6414,4/16/2013,11.8992,4/16/2013,12.9856,4/16/2013,14.5639,4/16/2013,10.2798,4/16/2013,7.8713,4/16/2013,7.0411,4/16/2013,14.7894,4/16/2013,6.2827,4/16/2013,9.8186,4/16/2013,2.0088,4/16/2013,11.6224,4/16/2013,14.3077,4/16/2013,5.4627,4/16/2013,5.2988,4/16/2013,2.1011,4/16/2013,22.7631,4/16/2013,10.9972,4/16/2013,2.6238,4/16/2013,4.9605,4/16/2013,29.5378,4/16/2013,2.2445,4/16/2013,8.681,4/16/2013,1.5374,4/16/2013,1.8551,4/16/2013,11.7557,4/16/2013,3.4232,,,4/16/2013,4.3866,4/16/2013,64.979,4/16/2013,17.0544,4/16/2013,2.7058,4/16/2013,4.6633,4/16/2013,17.9768,4/16/2013,2.2445,4/16/2013,3.4027,4/16/2013,18.1921,4/16/2013,2.40853,4/16/2013,4.15087,4/16/2013,8.00451,4/16/2013,4.76581,4/16/2013,8.6297,4/16/2013,19.78067,4/16/2013,3.73065
4/17/2013,66.3176,4/17/2013,2.5767,4/17/2013,19.8337,4/17/2013,66.7283,4/17/2013,25.1617,4/17/2013,6.8063,4/17/2013,7.258,4/17/2013,4.4965,4/17/2013,13.0479,4/17/2013,2.9463,4/17/2013,14.3825,4/17/2013,21.7637,4/17/2013,9.4446,4/17/2013,2.7615,4/17/2013,3.4288,4/17/2013,1.1703,4/17/2013,2.433,4/17/2013,6.8987,4/17/2013,12.2677,4/17/2013,13.1506,4/17/2013,15.0601,4/17/2013,10.6765,4/17/2013,8.0279,4/17/2013,7.0321,4/17/2013,15.3988,4/17/2013,6.3854,4/17/2013,9.7629,4/17/2013,1.9916,4/17/2013,12.1138,4/17/2013,14.1567,4/17/2013,5.5436,4/17/2013,5.3793,4/17/2013,2.1558,4/17/2013,23.1188,4/17/2013,10.8818,4/17/2013,2.7102,4/17/2013,5.02,4/17/2013,30.5513,4/17/2013,2.2482,4/17/2013,8.8697,4/17/2013,1.5399,4/17/2013,1.8581,4/17/2013,11.8674,4/17/2013,3.4493,,,4/17/2013,4.5786,4/17/2013,67.4469,4/17/2013,17.6676,4/17/2013,2.7307,4/17/2013,4.7634,4/17/2013,18.222,4/17/2013,2.2585,4/17/2013,3.4391,4/17/2013,18.7045,4/17/2013,2.39195,4/17/2013,4.14742,4/17/2013,8.13058,4/17/2013,4.86603,4/17/2013,9.06478,4/17/2013,19.95688,4/17/2013,3.76758
4/18/2013,65.7425,4/18/2013,2.5176,4/18/2013,19.4578,4/18/2013,64.9271,4/18/2013,24.5337,4/18/2013,6.5946,4/18/2013,7.1247,4/18/2013,4.4338,4/18/2013,12.5879,4/18/2013,2.8845,4/18/2013,13.9741,4/18/2013,20.742,4/18/2013,9.3976,4/18/2013,2.6807,4/18/2013,3.3228,4/18/2013,1.1416,4/18/2013,2.3647,4/18/2013,6.7271,4/18/2013,11.9356,4/18/2013,12.5981,4/18/2013,14.6264,4/18/2013,10.7736,4/18/2013,7.9401,4/18/2013,6.931,4/18/2013,14.8609,4/18/2013,6.2073,4/18/2013,9.5199,4/18/2013,1.9468,4/18/2013,11.9764,4/18/2013,13.7601,4/18/2013,5.4429,4/18/2013,5.239,4/18/2013,2.1201,4/18/2013,22.7194,4/18/2013,10.6615,4/18/2013,2.6093,4/18/2013,4.9536,4/18/2013,30.9347,4/18/2013,2.1608,4/18/2013,8.4803,4/18/2013,1.5187,4/18/2013,1.8143,4/18/2013,11.64,4/18/2013,3.3432,,,4/18/2013,4.444,4/18/2013,65.6406,4/18/2013,17.511,4/18/2013,2.7011,4/18/2013,4.6275,4/18/2013,18.0104,4/18/2013,2.2016,4/18/2013,3.4349,4/18/2013,18.571,4/18/2013,2.31373,4/18/2013,4.12802,4/18/2013,7.96045,4/18/2013,4.74977,4/18/2013,9.02049,4/18/2013,19.53929,4/18/2013,3.77128
4/19/2013,65.6449,4/19/2013,2.4604,4/19/2013,19.4111,4/19/2013,63.3256,4/19/2013,24.9067,4/19/2013,6.5141,4/19/2013,7.1493,4/19/2013,4.457,4/19/2013,13.0886,4/19/2013,2.8335,4/19/2013,13.8752,4/19/2013,20.0464,4/19/2013,9.4484,4/19/2013,2.7226,4/19/2013,3.257,4/19/2013,1.1294,4/19/2013,2.3898,4/19/2013,6.6048,4/19/2013,11.929,4/19/2013,12.7055,4/19/2013,14.702,4/19/2013,10.6887,4/19/2013,7.8855,4/19/2013,6.867,4/19/2013,14.6314,4/19/2013,6.1712,4/19/2013,9.4484,4/19/2013,1.9562,4/19/2013,11.8483,4/19/2013,13.5827,4/19/2013,5.3847,4/19/2013,5.2435,4/19/2013,2.0772,4/19/2013,22.3959,4/19/2013,10.9106,4/19/2013,2.5915,4/19/2013,4.9309,4/19/2013,30.9065,4/19/2013,2.1579,4/19/2013,8.4098,4/19/2013,1.5025,4/19/2013,1.805,4/19/2013,11.6063,4/19/2013,3.2772,,,4/19/2013,4.4368,4/19/2013,65.544,4/19/2013,17.354,4/19/2013,2.7327,4/19/2013,4.578,4/19/2013,18.2918,4/19/2013,2.168,4/19/2013,3.2873,4/19/2013,18.4733,4/19/2013,2.32933,4/19/2013,4.07381,4/19/2013,7.76444,4/19/2013,4.74942,4/19/2013,8.87365,4/19/2013,19.75396,4/19/2013,3.75113
4/22/2013,66.4385,4/22/2013,2.3757,4/22/2013,19.6799,4/22/2013,64.8279,4/22/2013,25.5788,4/22/2013,6.5533,4/22/2013,7.2982,4/22/2013,4.5299,4/22/2013,13.0864,4/22/2013,2.879,4/22/2013,14.083,4/22/2013,20.3745,4/22/2013,9.6638,4/22/2013,2.728,4/22/2013,3.2213,4/22/2013,1.1677,4/22/2013,2.4663,4/22/2013,6.7546,4/22/2013,12.2408,4/22/2013,13.1468,4/22/2013,15.4319,4/22/2013,10.8416,4/22/2013,8.1438,4/22/2013,7.0968,4/22/2013,14.9487,4/22/2013,6.5231,4/22/2013,9.7846,4/22/2013,1.973,4/22/2013,11.9589,4/22/2013,13.8514,4/22/2013,5.4963,4/22/2013,5.3755,4/22/2013,2.0938,4/22/2013,22.8206,4/22/2013,11.1637,4/22/2013,2.6273,4/22/2013,4.9426,4/22/2013,32.0616,4/22/2013,2.1744,4/22/2013,8.6672,4/22/2013,1.5402,4/22/2013,1.8321,4/22/2013,11.8583,4/22/2013,3.3119,,,4/22/2013,4.4393,4/22/2013,65.4319,4/22/2013,17.5861,4/22/2013,2.7884,4/22/2013,4.6406,4/22/2013,18.8444,4/22/2013,2.2046,4/22/2013,3.3823,4/22/2013,18.9954,4/22/2013,2.42601,4/22/2013,4.16751,4/22/2013,7.89209,4/22/2013,4.84196,4/22/2013,9.15039,4/22/2013,20.02215,4/22/2013,3.79505
4/23/2013,67.237,4/23/2013,2.5164,4/23/2013,19.7685,4/23/2013,65.224,4/23/2013,25.838,4/23/2013,6.4821,4/23/2013,7.4484,4/23/2013,4.4993,4/23/2013,13.1656,4/23/2013,2.9995,4/23/2013,14.0614,4/23/2013,20.775,4/23/2013,9.5823,4/23/2013,2.7378,4/23/2013,3.2209,4/23/2013,1.1877,4/23/2013,2.5264,4/23/2013,6.8445,4/23/2013,12.2698,4/23/2013,12.8636,4/23/2013,15.531,4/23/2013,11.0116,4/23/2013,8.0423,4/23/2013,6.9351,4/23/2013,14.9774,4/23/2013,6.4821,4/23/2013,9.6427,4/23/2013,2.0433,4/23/2013,11.9879,4/23/2013,13.9809,4/23/2013,5.536,4/23/2013,5.3447,4/23/2013,2.0835,4/23/2013,22.929,4/23/2013,11.2934,4/23/2013,2.8284,4/23/2013,4.9321,4/23/2013,30.5989,4/23/2013,2.2446,4/23/2013,8.918,4/23/2013,1.5601,4/23/2013,1.8218,4/23/2013,11.8772,4/23/2013,3.4524,,,4/23/2013,4.4691,4/23/2013,65.4253,4/23/2013,17.4736,4/23/2013,2.8687,4/23/2013,4.6704,4/23/2013,19.225,4/23/2013,2.1842,4/23/2013,3.4424,4/23/2013,18.9532,4/23/2013,2.4157,4/23/2013,4.09663,4/23/2013,7.88123,4/23/2013,4.82134,4/23/2013,9.07901,4/23/2013,19.98993,4/23/2013,3.8148
4/24/2013,69.0002,4/24/2013,2.6453,4/24/2013,21.0622,4/24/2013,66.5862,4/24/2013,27.6202,4/24/2013,6.7391,4/24/2013,7.755,4/24/2013,4.8079,4/24/2013,13.3273,4/24/2013,3.3092,4/24/2013,14.4639,4/24/2013,22.0982,4/24/2013,9.8874,4/24/2013,2.7761,4/24/2013,3.3293,4/24/2013,1.2472,4/24/2013,2.5246,4/24/2013,7.1817,4/24/2013,12.5226,4/24/2013,13.3474,4/24/2013,15.9827,4/24/2013,11.5369,4/24/2013,8.1875,4/24/2013,7.0408,4/24/2013,15.3591,4/24/2013,6.6083,4/24/2013,10.4506,4/24/2013,2.2229,4/24/2013,12.8043,4/24/2013,14.0817,4/24/2013,5.7433,4/24/2013,5.4114,4/24/2013,2.1927,4/24/2013,23.8081,4/24/2013,11.2151,4/24/2013,3.1181,4/24/2013,5.0493,4/24/2013,31.0803,4/24/2013,2.3537,4/24/2013,9.3241,4/24/2013,1.6395,4/24/2013,1.9815,4/24/2013,12.3516,4/24/2013,3.5808,,,4/24/2013,4.7375,4/24/2013,66.385,4/24/2013,17.924,4/24/2013,2.8666,4/24/2013,4.7777,4/24/2013,19.5333,4/24/2013,2.2531,4/24/2013,3.6512,4/24/2013,19.4227,4/24/2013,2.59505,4/24/2013,4.24462,4/24/2013,8.00644,4/24/2013,4.89841,4/24/2013,9.93764,4/24/2013,20.65983,4/24/2013,3.99316
4/25/2013,67.1229,4/25/2013,2.6165,4/25/2013,21.1231,4/25/2013,65.8146,4/25/2013,27.6542,4/25/2013,6.672,4/25/2013,7.9803,4/25/2013,4.8808,4/25/2013,13.6862,4/25/2013,3.4115,4/25/2013,15.1454,4/25/2013,22.2602,4/25/2013,10.1338,4/25/2013,2.8479,4/25/2013,3.4216,4/25/2013,1.2277,4/25/2013,2.5259,4/25/2013,7.3161,4/25/2013,12.5491,4/25/2013,13.3843,4/25/2013,16.514,4/25/2013,11.422,4/25/2013,8.1815,4/25/2013,7.0142,4/25/2013,15.7593,4/25/2013,6.6821,4/25/2013,10.4659,4/25/2013,2.3247,4/25/2013,12.9919,4/25/2013,14.1894,4/25/2013,5.8871,4/25/2013,5.5147,4/25/2013,2.2542,4/25/2013,24.4239,4/25/2013,11.3817,4/25/2013,3.3109,4/25/2013,5.0619,4/25/2013,30.7437,4/25/2013,2.3448,4/25/2013,9.4697,4/25/2013,1.6202,4/25/2013,1.9926,4/25/2013,12.6195,4/25/2013,3.5423,,,4/25/2013,4.7399,4/25/2013,66.821,4/25/2013,18.2953,4/25/2013,2.9083,4/25/2013,4.8204,4/25/2013,19.7142,4/25/2013,2.2542,4/25/2013,3.7637,4/25/2013,19.7444,4/25/2013,2.58629,4/25/2013,4.28701,4/25/2013,8.45326,4/25/2013,5.09208,4/25/2013,9.67093,4/25/2013,21.48536,4/25/2013,4.13606
4/26/2013,67.9126,4/26/2013,2.645,4/26/2013,21.2112,4/26/2013,65.3595,4/26/2013,27.7471,4/26/2013,6.7198,4/26/2013,7.9044,4/26/2013,4.8815,4/26/2013,13.7357,4/26/2013,3.3395,4/26/2013,15.0327,4/26/2013,22.4163,4/26/2013,9.9061,4/26/2013,2.8595,4/26/2013,3.5539,4/26/2013,1.3378,4/26/2013,2.5429,4/26/2013,7.404,4/26/2013,12.4592,4/26/2013,13.4702,4/26/2013,15.9824,4/26/2013,11.8056,4/26/2013,7.9453,4/26/2013,7.1691,4/26/2013,15.7884,4/26/2013,6.5564,4/26/2013,10.4984,4/26/2013,2.3386,4/26/2013,12.9494,4/26/2013,14.2463,4/26/2013,5.9232,4/26/2013,5.4228,4/26/2013,2.2978,4/26/2013,24.4792,4/26/2013,11.2949,4/26/2013,3.2884,4/26/2013,5.0041,4/26/2013,31.7096,4/26/2013,2.3591,4/26/2013,9.6201,4/26/2013,1.6034,4/26/2013,2.0425,4/26/2013,12.5,4/26/2013,3.6663,,,4/26/2013,4.6875,4/26/2013,65.9722,4/26/2013,18.4538,4/26/2013,2.9208,4/26/2013,4.8203,4/26/2013,19.8734,4/26/2013,2.2672,4/26/2013,3.7071,4/26/2013,20.1287,4/26/2013,2.77778,4/26/2013,4.35049,4/26/2013,8.47631,4/26/2013,5.16748,4/26/2013,9.73243,4/26/2013,22.06904,4/26/2013,4.01348
4/30/2013,67.2614,4/30/2013,2.6556,4/30/2013,21.6139,4/30/2013,65.6208,4/30/2013,27.7966,4/30/2013,6.7056,4/30/2013,7.8335,4/30/2013,4.86,4/30/2013,13.9137,4/30/2013,3.3426,4/30/2013,15.1646,4/30/2013,22.9981,4/30/2013,10.325,4/30/2013,2.8607,4/30/2013,3.5579,4/30/2013,1.3022,4/30/2013,2.5941,4/30/2013,7.6284,4/30/2013,12.8063,4/30/2013,13.6778,4/30/2013,15.6362,4/30/2013,11.8425,4/30/2013,8.0488,4/30/2013,7.1568,4/30/2013,16.1489,4/30/2013,6.6236,4/30/2013,10.7352,4/30/2013,2.307,4/30/2013,12.9499,4/30/2013,14.3956,4/30/2013,6.0084,4/30/2013,5.4342,4/30/2013,2.2352,4/30/2013,25.182,4/30/2013,11.8938,4/30/2013,3.2913,4/30/2013,5.0651,4/30/2013,32.9642,4/30/2013,2.3993,4/30/2013,9.8021,4/30/2013,1.6098,4/30/2013,2.0199,4/30/2013,12.7756,4/30/2013,3.6502,,,4/30/2013,4.655,4/30/2013,66.3386,4/30/2013,18.179,4/30/2013,2.994,4/30/2013,4.8293,4/30/2013,20.1374,4/30/2013,2.2455,4/30/2013,3.7424,4/30/2013,20.3117,4/30/2013,2.68635,4/30/2013,4.30637,4/30/2013,8.98185,4/30/2013,5.37271,4/30/2013,9.58679,4/30/2013,21.63437,4/30/2013,4.05004
5/1/2013,67.3314,5/1/2013,2.6419,5/1/2013,21.4227,5/1/2013,63.4252,5/1/2013,27.8166,5/1/2013,6.7845,5/1/2013,7.8022,5/1/2013,4.8828,5/1/2013,13.8158,5/1/2013,3.3409,5/1/2013,15.0185,5/1/2013,22.5123,5/1/2013,10.5263,5/1/2013,2.868,5/1/2013,3.6493,5/1/2013,1.3158,5/1/2013,2.5596,5/1/2013,7.4527,5/1/2013,12.5925,5/1/2013,13.4663,5/1/2013,15.6867,5/1/2013,11.8216,5/1/2013,8.0181,5/1/2013,7.0929,5/1/2013,16.0567,5/1/2013,6.692,5/1/2013,10.5674,5/1/2013,2.3232,5/1/2013,12.9523,5/1/2013,14.4634,5/1/2013,5.9005,5/1/2013,5.6024,5/1/2013,2.2204,5/1/2013,24.9794,5/1/2013,11.6365,5/1/2013,3.2175,5/1/2013,5.0473,5/1/2013,35.4132,5/1/2013,2.354,5/1/2013,9.8376,5/1/2013,1.5522,5/1/2013,1.9737,5/1/2013,12.4897,5/1/2013,3.6184,,,5/1/2013,4.595,5/1/2013,65.3783,5/1/2013,18.3594,5/1/2013,2.9914,5/1/2013,4.9445,5/1/2013,20.3947,5/1/2013,2.241,5/1/2013,3.7007,5/1/2013,20.2817,5/1/2013,2.92969,5/1/2013,4.32771,5/1/2013,9.28248,5/1/2013,5.26316,5/1/2013,10.05345,5/1/2013,21.52549,5/1/2013,4.14268
5/2/2013,65.4902,5/2/2013,2.5298,5/2/2013,20.2489,5/2/2013,64.4701,5/2/2013,26.8999,5/2/2013,6.7428,5/2/2013,7.6507,5/2/2013,4.7128,5/2/2013,13.3837,5/2/2013,3.2541,5/2/2013,14.6486,5/2/2013,21.8607,5/2/2013,10.2418,5/2/2013,2.8053,5/2/2013,3.5091,5/2/2013,1.2649,5/2/2013,2.5298,5/2/2013,7.2325,5/2/2013,12.6288,5/2/2013,13.4041,5/2/2013,15.5769,5/2/2013,11.7005,5/2/2013,7.9057,5/2/2013,6.8142,5/2/2013,15.9951,5/2/2013,6.6612,5/2/2013,10.405,5/2/2013,2.3156,5/2/2013,12.9654,5/2/2013,14.312,5/2/2013,5.7125,5/2/2013,5.3555,5/2/2013,2.1932,5/2/2013,24.8699,5/2/2013,11.5883,5/2/2013,3.2133,5/2/2013,5.0903,5/2/2013,33.9182,5/2/2013,2.3258,5/2/2013,9.7623,5/2/2013,1.5301,5/2/2013,1.9586,5/2/2013,12.4758,5/2/2013,3.4989,,,5/2/2013,4.5598,5/2/2013,64.062,5/2/2013,17.9435,5/2/2013,2.9583,5/2/2013,4.8149,5/2/2013,20.6671,5/2/2013,2.2034,5/2/2013,3.6315,5/2/2013,20.0347,5/2/2013,2.85627,5/2/2013,4.3048,5/2/2013,9.16046,5/2/2013,5.20249,5/2/2013,9.68071,5/2/2013,21.46282,5/2/2013,4.01918
