Date,USGG10YR Index,,USGGBE10 Index,,USGG5YR Index,,USGGBE05 Index,Date,GJGB10 Index,Date,GJGB2 Index,,GJGB5 Index,,JYGGBE05 Index,,USDJPY Curncy,,TPX Index
11/24/2009,-1.381,11/24/2009,-2.6991,11/24/2009,-3.543,11/24/2009,-1.0481,11/24/2009,-1.141,11/24/2009,2,11/24/2009,-0.167,11/24/2009,-12.294,11/24/2009,-0.53,12/3/2009,2.27468
11/25/2009,-1.006,11/25/2009,0.7873,11/25/2009,0.7259,11/25/2009,0.0153,11/25/2009,0.385,11/25/2009,-3.137,11/25/2009,-0.502,11/25/2009,-2.248,11/25/2009,-1.3,12/4/2009,-1.86276
11/26/2009,-0.0029,11/26/2009,0.0227,11/26/2009,0.1571,11/26/2009,-0.3202,11/26/2009,-1.149,11/26/2009,0.81,11/26/2009,-2.521,11/26/2009,0.096,11/26/2009,-0.87,12/7/2009,1.7404
11/27/2009,-1.9651,11/27/2009,-2.5962,11/27/2009,-3.2882,11/27/2009,-2.5257,11/27/2009,-2.636,11/27/2009,-5.622,11/27/2009,-6.207,11/27/2009,-0.191,11/27/2009,-0.07,12/8/2009,1.00575
11/30/2009,-0.2298,11/30/2009,0.7593,11/30/2009,-1.9407,11/30/2009,-0.069,11/30/2009,0.796,11/30/2009,-0.426,11/30/2009,0.184,11/30/2009,-0.191,11/30/2009,-0.14,12/9/2009,-0.82859
12/1/2009,2.6409,12/1/2009,3.142,12/1/2009,1.809,12/1/2009,3.8437,12/1/2009,-5.055,12/1/2009,-23.504,12/1/2009,-14.495,12/1/2009,-5.529,12/1/2009,0.31,12/10/2009,-1.62813
12/2/2009,0.8434,12/2/2009,-0.2397,12/2/2009,2.5947,12/2/2009,0.4037,12/2/2009,4.409,12/2/2009,2.235,12/2/2009,3.863,12/2/2009,2.168,12/2/2009,0.82,12/11/2009,0.48273
12/3/2009,2.2436,12/3/2009,0.975,12/3/2009,1.4267,12/3/2009,-0.5156,12/3/2009,1.275,12/3/2009,-2.186,12/3/2009,0.207,12/3/2009,0.923,12/3/2009,1,12/14/2009,0.41714
12/4/2009,2.601,12/4/2009,-0.7021,12/4/2009,5.819,12/4/2009,0.5385,12/4/2009,1.888,12/4/2009,1.676,12/4/2009,2.062,12/4/2009,0.652,12/4/2009,2.61,12/15/2009,-1.49696
12/7/2009,-1.2433,12/7/2009,-0.6592,12/7/2009,-3.1254,12/7/2009,-1.0429,12/7/2009,-0.309,12/7/2009,0.549,12/7/2009,2.02,12/7/2009,0.844,12/7/2009,-1.16,12/16/2009,1.71395
12/8/2009,-1.4175,12/8/2009,-2.0012,12/8/2009,-3.0646,12/8/2009,-3.1555,12/8/2009,-1.239,12/8/2009,4.372,12/8/2009,-1.188,12/8/2009,1.514,12/8/2009,-1.21,12/17/2009,-0.71079
12/9/2009,1.5492,12/9/2009,-0.1466,12/9/2009,1.8962,12/9/2009,-2.0295,12/9/2009,-2.353,12/9/2009,-1.047,12/9/2009,-4.008,12/9/2009,-3.074,12/9/2009,-0.63,12/18/2009,-0.79538
12/10/2009,1.8637,12/10/2009,0.5448,12/10/2009,2.0226,12/10/2009,1.0661,12/10/2009,0.482,12/10/2009,-2.646,12/10/2009,1.044,12/10/2009,-1.118,12/10/2009,0.38,12/21/2009,-0.6747
12/11/2009,1.5181,12/11/2009,2.4264,12/11/2009,2.7604,12/11/2009,3.1793,12/11/2009,2.958,12/11/2009,-1.63,12/11/2009,2.066,12/11/2009,-0.922,12/11/2009,1.02,12/22/2009,0.51464
12/14/2009,-0.0525,12/14/2009,2.2509,12/14/2009,1.6471,12/14/2009,3.428,12/14/2009,1.553,12/14/2009,-3.315,12/14/2009,4.251,12/14/2009,-1.644,12/14/2009,-0.54,12/24/2009,1.24667
12/15/2009,1.0734,12/15/2009,1.8619,12/15/2009,1.7729,12/15/2009,1.8477,12/15/2009,-1.453,12/15/2009,0,12/15/2009,-2.136,12/15/2009,-2.156,12/15/2009,1.12,12/25/2009,-0.1907
12/16/2009,0.3204,12/16/2009,1.1802,12/16/2009,0.2946,12/16/2009,3.5794,12/16/2009,-1.862,12/16/2009,-0.571,12/16/2009,-3.77,12/16/2009,-7.212,12/16/2009,0.19,12/28/2009,0.38399
12/17/2009,-3.3224,12/17/2009,-1.9626,12/17/2009,-5.1923,12/17/2009,-3.7465,12/17/2009,-0.791,12/17/2009,0,12/17/2009,2.887,12/17/2009,4.594,12/17/2009,0.21,12/29/2009,-0.42456
12/18/2009,1.6894,12/18/2009,1.2079,12/18/2009,2.7461,12/18/2009,0.9446,12/18/2009,-1.514,12/18/2009,-2.874,12/18/2009,-7.014,12/18/2009,7.567,12/18/2009,0.59,12/30/2009,-1.23659
12/21/2009,3.8936,12/21/2009,2.4763,12/21/2009,5.3665,12/21/2009,3.0761,12/21/2009,-0.809,12/21/2009,-0.592,12/21/2009,-5.172,12/21/2009,9.488,12/21/2009,0.74,1/4/2010,0.56163
12/22/2009,2.1584,12/22/2009,0.8438,12/22/2009,2.8494,12/22/2009,3.6384,12/22/2009,2.692,12/22/2009,1.786,12/22/2009,5.227,12/22/2009,5.653,12/22/2009,0.73,1/5/2010,1.65646
12/23/2009,-0.1528,12/23/2009,-0.8175,12/23/2009,0.7001,12/23/2009,0.1044,12/23/2009,0.079,12/23/2009,-0.585,12/23/2009,0,12/23/2009,0.218,12/23/2009,-0.22,1/6/2010,0.22812
12/24/2009,1.4629,12/24/2009,0.8947,12/24/2009,2.2409,12/24/2009,0.921,12/24/2009,0.794,12/24/2009,0.588,12/24/2009,1.512,12/24/2009,-0.218,12/24/2009,-0.11,1/7/2010,-0.63168
12/25/2009,0.0025,12/25/2009,0.5181,12/25/2009,0.0084,12/25/2009,0.0412,12/25/2009,0.787,12/25/2009,-0.585,12/25/2009,1.702,12/25/2009,4.031,12/25/2009,-0.26,1/8/2010,1.62392
12/28/2009,0.9798,12/28/2009,0.7039,12/28/2009,2.4516,12/28/2009,1.9833,12/28/2009,2.344,12/28/2009,0.588,12/28/2009,3.347,12/28/2009,0,12/28/2009,0.36,1/12/2010,3.36213
12/29/2009,-1.1203,12/29/2009,0.2851,12/29/2009,-1.1934,12/29/2009,1.3957,12/29/2009,-0.382,12/29/2009,-5.848,12/29/2009,-2.024,12/29/2009,0.568,12/29/2009,0.4,1/13/2010,-1.666
12/30/2009,-0.3057,12/30/2009,-0.193,12/30/2009,1.7322,12/30/2009,-1.0798,12/30/2009,-0.766,12/30/2009,-6.211,12/30/2009,-2.273,12/30/2009,3.082,12/30/2009,0.48,1/14/2010,1.92254
12/31/2009,1.3533,12/31/2009,0.5092,12/31/2009,2.5748,12/31/2009,0.951,12/31/2009,0,12/31/2009,0.662,12/31/2009,0,12/31/2009,0.236,12/31/2009,0.64,1/15/2010,1.07024
1/1/2010,-0.0484,1/1/2010,-0.144,1/1/2010,0.0007,1/1/2010,0.042,1/1/2010,0,1/1/2010,0,1/1/2010,0,1/1/2010,0,1/1/2010,0.01,1/18/2010,-0.81746
1/4/2010,-0.5083,1/4/2010,0.4824,1/4/2010,-1.6353,1/4/2010,-0.4977,1/4/2010,2.625,1/4/2010,5.263,1/4/2010,5.497,1/4/2010,6.021,1/4/2010,-0.57,1/19/2010,-1.19477
1/5/2010,-1.4331,1/5/2010,-1.6242,1/5/2010,-2.8058,1/5/2010,1.0973,1/5/2010,0.451,1/5/2010,0,1/5/2010,-1.002,1/5/2010,13.819,1/5/2010,-0.85,1/20/2010,-0.69425
1/6/2010,1.6128,1/6/2010,1.0388,1/6/2010,1.1786,1/6/2010,1.4227,1/6/2010,0.449,1/6/2010,3.125,1/6/2010,2.227,1/6/2010,2.041,1/6/2010,0.65,1/21/2010,2.08135
1/7/2010,0.054,1/7/2010,1.8811,1/7/2010,0.778,1/7/2010,2.106,1/7/2010,0.671,1/7/2010,0,1/7/2010,0.99,1/7/2010,-0.595,1/7/2010,1.14,1/22/2010,-1.1191
1/8/2010,0.1619,1/8/2010,0.3391,1/8/2010,-0.7761,1/8/2010,-0.4831,1/8/2010,1.111,1/8/2010,6.061,1/8/2010,2.941,1/8/2010,-4.734,1/8/2010,-0.76,1/25/2010,-0.93902
1/11/2010,-0.3047,1/11/2010,0.5082,1/11/2010,-1.3003,1/11/2010,-0.9682,1/11/2010,0,1/11/2010,0,1/11/2010,0,1/11/2010,0,1/11/2010,-0.62,1/26/2010,-1.31201
1/12/2010,-2.8084,1/12/2010,-3.4782,1/12/2010,-3.2843,1/12/2010,-2.9336,1/12/2010,-0.366,1/12/2010,0,1/12/2010,-1.143,1/12/2010,-13.418,1/12/2010,-1.21,1/27/2010,-0.70901
1/13/2010,2.1558,1/13/2010,-0.2209,1/13/2010,2.5759,1/13/2010,1.0073,1/13/2010,-1.765,1/13/2010,-3.429,1/13/2010,-1.734,1/13/2010,-4.857,1/13/2010,0.43,1/28/2010,0.40709
1/14/2010,-1.388,1/14/2010,-1.0113,1/14/2010,-1.7245,1/14/2010,-1.4035,1/14/2010,0.374,1/14/2010,-1.183,1/14/2010,3.137,1/14/2010,8.551,1/14/2010,-0.18,1/29/2010,-2.26064
1/15/2010,-1.7066,1/15/2010,0.0662,1/15/2010,-3.1095,1/15/2010,-1.3966,1/15/2010,-0.82,1/15/2010,-1.198,1/15/2010,-0.38,1/15/2010,8.182,1/15/2010,-0.48,2/1/2010,-0.54236
1/18/2010,0.0018,1/18/2010,0.0035,1/18/2010,-0.0048,1/18/2010,0.0422,1/18/2010,-0.376,1/18/2010,0,1/18/2010,0,1/18/2010,0.849,1/18/2010,0.02,2/2/2010,1.94091
1/19/2010,0.475,1/19/2010,0.8128,1/19/2010,1.25,1/19/2010,1.2427,1/19/2010,0.755,1/19/2010,0,1/19/2010,-0.954,1/19/2010,-2.71,1/19/2010,0.4,2/3/2010,-0.47933
1/20/2010,-1.2049,1/20/2010,-0.679,1/20/2010,-1.3765,1/20/2010,-0.6225,1/20/2010,0.3,1/20/2010,0,1/20/2010,0,1/20/2010,-5.139,1/20/2010,0.1,2/4/2010,1.74307
1/21/2010,-1.6897,1/21/2010,-1.4142,1/21/2010,-2.9206,1/21/2010,-3.3936,1/21/2010,0.747,1/21/2010,0,1/21/2010,2.119,1/21/2010,3.038,1/21/2010,-0.89,2/5/2010,-2.33863
1/22/2010,0.5947,1/22/2010,-1.2314,1/22/2010,-0.0199,1/22/2010,-1.4557,1/22/2010,-1.408,1/22/2010,0,1/22/2010,-2.264,1/22/2010,2.452,1/22/2010,-0.67,2/8/2010,-1.02776
1/25/2010,0.5364,1/25/2010,0.8443,1/25/2010,0.8523,1/25/2010,1.4988,1/25/2010,1.128,1/25/2010,0,1/25/2010,1.158,1/25/2010,-2.653,1/25/2010,0.51,2/9/2010,-0.3638
1/26/2010,-0.2114,1/26/2010,0.8964,1/26/2010,-0.8583,1/26/2010,-1.2107,1/26/2010,-1.487,1/26/2010,0,1/26/2010,-3.435,1/26/2010,-10.612,1/26/2010,-0.7,2/10/2010,-0.28228
1/27/2010,0.8031,1/27/2010,-0.9031,1/27/2010,2.145,1/27/2010,-0.5932,1/27/2010,-0.755,1/27/2010,-0.606,1/27/2010,-2.372,1/27/2010,-2.706,1/27/2010,0.4,2/12/2010,1.01387
1/28/2010,-0.3697,1/28/2010,0.1419,1/28/2010,-0.1911,1/28/2010,-1.3229,1/28/2010,0.304,1/28/2010,-2.439,1/28/2010,1.215,1/28/2010,-1.317,1/28/2010,-0.1,2/15/2010,-0.99605
1/29/2010,-1.3765,1/29/2010,0.0786,1/29/2010,-2.6605,1/29/2010,-0.6955,1/29/2010,0.455,1/29/2010,2.5,1/29/2010,0,1/29/2010,2.955,1/29/2010,0.39,2/16/2010,-0.10735
2/1/2010,1.8349,2/1/2010,2.9102,2/1/2010,2.1594,2/1/2010,3.4791,2/1/2010,1.132,2/1/2010,0.61,2/1/2010,2,2/1/2010,1.705,2/1/2010,0.38,2/17/2010,1.56815
2/2/2010,-0.2638,2/2/2010,0.1563,2/2/2010,-0.5618,2/2/2010,1.3876,2/2/2010,1.119,2/2/2010,-0.606,2/2/2010,3.725,2/2/2010,-0.743,2/2/2010,-0.25,2/18/2010,-0.52576
2/3/2010,1.764,2/3/2010,-0.0381,2/3/2010,1.8485,2/3/2010,2.3395,2/3/2010,0.664,2/3/2010,0.61,2/3/2010,1.134,2/3/2010,1.353,2/3/2010,0.66,2/19/2010,-2.36083
2/4/2010,-2.6703,2/4/2010,-2.3201,2/4/2010,-4.3153,2/4/2010,-2.7671,2/4/2010,1.54,2/4/2010,0.606,2/4/2010,2.804,2/4/2010,-2.743,2/4/2010,-2.11,2/22/2010,3.12174
2/5/2010,-1.1194,2/5/2010,-3.2331,2/5/2010,-2.9005,2/5/2010,-5.1755,2/5/2010,-0.794,2/5/2010,-0.602,2/5/2010,-2.727,2/5/2010,-0.485,2/5/2010,0.21,2/23/2010,0.73279
2/8/2010,-0.1608,2/8/2010,-0.6247,2/8/2010,-0.2992,2/8/2010,-1.6402,2/8/2010,-0.655,2/8/2010,-1.212,2/8/2010,-2.056,2/8/2010,0.483,2/8/2010,0.01,2/24/2010,-1.1339
2/9/2010,2.3915,2/9/2010,1.394,2/9/2010,3.9022,2/9/2010,4.5478,2/9/2010,-1.392,2/9/2010,1.227,2/9/2010,-0.763,2/9/2010,-3.034,2/9/2010,0.49,2/25/2010,0.86508
2/10/2010,1.2299,2/10/2010,0.111,2/10/2010,2.1774,2/10/2010,0.2034,2/10/2010,-0.817,2/10/2010,0,2/10/2010,-0.962,2/10/2010,-7.892,2/10/2010,0.27,2/26/2010,0.39208
2/11/2010,0.7002,2/11/2010,-0.7924,2/11/2010,0.0023,2/11/2010,0.4461,2/11/2010,0,2/11/2010,0,2/11/2010,0,2/11/2010,0.437,2/11/2010,-0.19,3/1/2010,0.15694
2/12/2010,-0.611,2/12/2010,-0.4976,2/12/2010,-1.4152,2/12/2010,-0.1322,2/12/2010,0,2/12/2010,0,2/12/2010,1.942,2/12/2010,-5.263,2/12/2010,0.21,3/2/2010,0.61227
2/15/2010,-0.051,2/15/2010,-0.0846,2/15/2010,0.0016,2/15/2010,0.0422,2/15/2010,-0.375,2/15/2010,0,2/15/2010,-1.143,2/15/2010,-4.688,2/15/2010,0.07,3/3/2010,1.02933
2/16/2010,-0.9201,2/16/2010,0.2296,2/16/2010,-1.2987,2/16/2010,-0.0992,2/16/2010,0,2/16/2010,0,2/16/2010,-1.734,2/16/2010,-2.886,2/16/2010,0.13,3/4/2010,-1.67417
2/17/2010,2.0162,2/17/2010,1.6883,2/17/2010,3.663,2/17/2010,2.7439,2/17/2010,0.075,2/17/2010,-2.424,2/17/2010,0,2/17/2010,0,2/17/2010,1.24,3/5/2010,0.01925
2/18/2010,1.889,2/18/2010,1.7356,2/18/2010,3.6954,2/18/2010,2.2815,2/18/2010,-0.451,2/18/2010,-0.621,2/18/2010,-0.784,2/18/2010,0.967,2/18/2010,0.6,3/8/2010,1.84537
2/19/2010,-0.7512,2/19/2010,-2.038,2/19/2010,-0.9484,2/19/2010,-3.8003,2/19/2010,1.132,2/19/2010,0,2/19/2010,1.779,2/19/2010,1.855,2/19/2010,-0.32,3/9/2010,0.17176
2/22/2010,0.608,2/22/2010,-0.8789,2/22/2010,-0.2734,2/22/2010,-0.3728,2/22/2010,0.821,2/22/2010,0,2/22/2010,2.913,2/22/2010,2.587,2/22/2010,-0.42,3/10/2010,-0.88219
2/23/2010,-2.9552,2/23/2010,-2.4551,2/23/2010,-4.1585,2/23/2010,-2.4755,2/23/2010,-0.814,2/23/2010,0,2/23/2010,-0.943,2/23/2010,-6.537,2/23/2010,-1.01,3/11/2010,0.84962
2/24/2010,0.2056,2/24/2010,-0.4352,2/24/2010,0.4353,2/24/2010,-0.5552,2/24/2010,-0.821,2/24/2010,0,2/24/2010,-1.905,2/24/2010,-2.397,2/24/2010,-0.08,3/12/2010,0.77845
2/25/2010,-1.5857,2/25/2010,-1.5732,2/25/2010,-1.2484,2/25/2010,-3.5001,2/25/2010,-1.806,2/25/2010,0,2/25/2010,-2.913,2/25/2010,-5.524,2/25/2010,-1.19,3/15/2010,0.19263
2/26/2010,-0.5706,2/26/2010,-0.2492,2/26/2010,-0.8588,2/26/2010,-0.1531,2/26/2010,0,2/26/2010,3.125,2/26/2010,1,2/26/2010,-1.775,2/26/2010,-0.12,3/16/2010,-0.17451
3/1/2010,-0.1045,3/1/2010,-0.0965,3/1/2010,-0.8677,3/1/2010,-1.1033,3/1/2010,0.766,3/1/2010,0,3/1/2010,0.99,3/1/2010,-2.092,3/1/2010,0.18,3/17/2010,1.48755
3/2/2010,-0.1046,3/2/2010,0.6971,3/2/2010,-0.7299,3/2/2010,1.0649,3/2/2010,-0.837,3/2/2010,0,3/2/2010,-1.176,3/2/2010,0.256,3/2/2010,-0.31,3/18/2010,-0.7889
3/3/2010,0.365,3/3/2010,0.2906,3/3/2010,-0.0028,3/3/2010,0.4994,3/3/2010,2.761,3/3/2010,0,3/3/2010,0.198,3/3/2010,-0.257,3/3/2010,-0.43,3/19/2010,0.7201
3/4/2010,-0.4164,3/4/2010,0.1709,3/4/2010,0.2905,3/4/2010,0.9663,3/4/2010,-0.373,3/4/2010,-5.455,3/4/2010,-3.168,3/4/2010,-5.209,3/4/2010,0.62,3/23/2010,-0.18649
3/5/2010,2.1485,3/5/2010,2.0574,3/5/2010,2.9272,3/5/2010,2.0388,3/5/2010,-1.498,3/5/2010,-3.205,3/5/2010,-3.067,3/5/2010,-3.003,3/5/2010,1.42,3/24/2010,-1.31624
3/8/2010,0.9809,3/8/2010,0.6959,3/8/2010,1.2861,3/8/2010,1.1941,3/8/2010,0.76,3/8/2010,-0.662,3/8/2010,1.055,3/8/2010,-3.152,3/8/2010,0.03,3/25/2010,-0.86658
3/9/2010,-0.4091,3/9/2010,0.0868,3/9/2010,-1.4131,3/9/2010,-0.264,3/9/2010,-0.906,3/9/2010,0,3/9/2010,-1.044,3/9/2010,3.056,3/9/2010,-0.38,3/26/2010,1.83949
3/10/2010,0.5659,3/10/2010,0.4736,3/10/2010,1.8631,3/10/2010,0.1783,3/10/2010,-0.228,3/10/2010,0,3/10/2010,0.844,3/10/2010,7.013,3/10/2010,0.61,3/29/2010,-0.11498
3/11/2010,0.154,3/11/2010,0.1007,3/11/2010,1.5525,3/11/2010,1.2118,3/11/2010,1.145,3/11/2010,0,3/11/2010,1.255,3/11/2010,2.542,3/11/2010,-0.01,3/30/2010,1.18456
3/12/2010,-0.7143,3/12/2010,0.7953,3/12/2010,-0.4162,3/12/2010,1.7832,3/12/2010,1.811,3/12/2010,0,3/12/2010,8.471,3/12/2010,3.478,3/12/2010,0.06,3/31/2010,-0.763
3/15/2010,-0.154,3/15/2010,-0.6284,3/15/2010,-0.4193,3/15/2010,-0.4003,3/15/2010,0,3/15/2010,0,3/15/2010,-0.952,3/15/2010,-1.802,3/15/2010,-0.03,4/1/2010,0.29402
3/16/2010,-1.2328,3/16/2010,-0.4257,3/16/2010,-1.9646,3/16/2010,-0.3097,3/16/2010,0.074,3/16/2010,0,3/16/2010,-1.923,3/16/2010,-1.062,3/16/2010,-0.24,4/2/2010,-0.43021
3/17/2010,-0.3632,3/17/2010,0.2457,3/17/2010,0.5716,3/17/2010,1.5244,3/17/2010,0.37,3/17/2010,0,3/17/2010,0.98,3/17/2010,0.876,3/17/2010,0,4/5/2010,1.05243
3/18/2010,1.095,3/18/2010,-1.1963,3/18/2010,2.2812,3/18/2010,-1.8016,3/18/2010,1.402,3/18/2010,0,3/18/2010,3.495,3/18/2010,1.767,3/18/2010,0.09,4/6/2010,-0.17317
3/19/2010,0.3627,3/19/2010,-0.7958,3/19/2010,1.6817,3/19/2010,-3.6673,3/19/2010,-0.291,3/19/2010,0,3/19/2010,-0.563,3/19/2010,-0.27,3/19/2010,0.18,4/7/2010,0.86616
3/22/2010,-0.8243,3/22/2010,-0.7534,3/22/2010,-2.0642,3/22/2010,-0.3198,3/22/2010,0,3/22/2010,0,3/22/2010,0,3/22/2010,0.987,3/22/2010,-0.45,4/8/2010,-0.70448
3/23/2010,0.7275,3/23/2010,0.8198,3/23/2010,0.422,3/23/2010,-0.3649,3/23/2010,-1.095,3/23/2010,0,3/23/2010,-3.019,3/23/2010,-2.174,3/23/2010,0.29,4/9/2010,0.44478
3/24/2010,4.5315,3/24/2010,1.7413,3/24/2010,7.1763,3/24/2010,2.2946,3/24/2010,-0.664,3/24/2010,0,3/24/2010,-0.778,3/24/2010,3.28,3/24/2010,2.1,4/12/2010,0.45551
3/25/2010,0.6551,3/25/2010,0.4194,3/25/2010,1.6291,3/25/2010,-0.8112,3/25/2010,1.709,3/25/2010,4,3/25/2010,4.706,3/25/2010,2.2,3/25/2010,0.47,4/13/2010,-0.53069
3/26/2010,-0.7959,3/26/2010,-0.8322,3/26/2010,-1.6619,3/26/2010,-0.2108,3/26/2010,1.169,3/26/2010,7.692,3/26/2010,3.558,3/26/2010,1.406,3/26/2010,-0.23,4/14/2010,0.36605
3/29/2010,0.4545,3/29/2010,-0.7878,3/29/2010,0.3897,3/29/2010,-0.5687,3/29/2010,1.661,3/29/2010,4.167,3/29/2010,1.989,3/29/2010,-0.285,3/29/2010,-0.06,4/15/2010,0.76536
3/30/2010,-0.1994,3/30/2010,-0.1919,3/30/2010,0.1294,3/30/2010,-0.3926,3/30/2010,-0.568,3/30/2010,0,3/30/2010,-1.773,3/30/2010,-1.991,3/30/2010,0.34,4/16/2010,0.18726
3/31/2010,-0.802,3/31/2010,1.8385,3/31/2010,-2.1938,3/31/2010,1.8707,3/31/2010,0,3/31/2010,3.429,3/31/2010,0.903,3/31/2010,0.836,3/31/2010,0.75,4/19/2010,-2.16063
4/1/2010,1.1193,4/1/2010,0.4155,4/1/2010,1.7215,4/1/2010,1.3588,4/1/2010,-2.571,4/1/2010,-2.762,4/1/2010,-4.651,4/1/2010,-0.187,4/1/2010,0.37,4/20/2010,-0.8997
4/2/2010,1.9676,4/2/2010,-0.2931,4/2/2010,3.1339,4/2/2010,0.7064,4/2/2010,0,4/2/2010,-0.568,4/2/2010,0.375,4/2/2010,6.361,4/2/2010,0.84,4/21/2010,1.4954
4/5/2010,1.0462,4/5/2010,2.0556,4/5/2010,2.5453,4/5/2010,0.8802,4/5/2010,1.906,4/5/2010,0,4/5/2010,2.617,4/5/2010,-0.4,4/5/2010,-0.25,4/22/2010,-0.81663
4/6/2010,-0.8862,4/6/2010,0.9119,4/6/2010,-1.4886,4/6/2010,1.1176,4/6/2010,1.079,4/6/2010,-2.286,4/6/2010,0.911,4/6/2010,2.488,4/6/2010,-0.61,4/23/2010,-1.00556
4/7/2010,-2.4667,4/7/2010,0.3907,4/7/2010,-3.637,4/7/2010,1.4163,4/7/2010,0.071,4/7/2010,-1.754,4/7/2010,1.083,4/7/2010,0,4/7/2010,-0.46,4/26/2010,1.96803
4/8/2010,0.9605,4/8/2010,0.0911,4/8/2010,1.433,4/8/2010,0.1333,4/8/2010,-1.138,4/8/2010,-1.19,4/8/2010,-1.071,4/8/2010,-1.633,4/8/2010,0.02,4/27/2010,1.24328
4/9/2010,-0.196,4/9/2010,0.0412,4/9/2010,-0.3787,4/9/2010,-0.0821,4/9/2010,0,4/9/2010,-0.602,4/9/2010,-0.542,4/9/2010,-0.201,4/9/2010,-0.21,4/28/2010,-3.07662
4/12/2010,-1.0507,4/12/2010,0.2638,4/12/2010,-1.4165,4/12/2010,0.3127,4/12/2010,1.079,4/12/2010,0,4/12/2010,1.633,4/12/2010,0.2,4/12/2010,0.06,4/30/2010,1.00444
4/13/2010,-0.5542,4/13/2010,-0.8344,4/13/2010,-0.5214,4/13/2010,-1.2109,4/13/2010,-1.423,4/13/2010,0,4/13/2010,-3.571,4/13/2010,2.811,4/13/2010,-0.04,5/6/2010,-1.19104
4/14/2010,1.0177,4/14/2010,0.9218,4/14/2010,0.9217,4/14/2010,0.3136,4/14/2010,-0.722,4/14/2010,0,4/14/2010,-0.185,4/14/2010,1.756,4/14/2010,0.03,5/7/2010,-2.0162
4/15/2010,-0.7037,4/15/2010,0.5438,4/15/2010,-2.0825,4/15/2010,0.9177,4/15/2010,-0.364,4/15/2010,3.03,4/15/2010,-0.742,4/15/2010,0.21,4/15/2010,-0.21,5/10/2010,-0.32226
4/16/2010,-1.8151,4/16/2010,-1.1148,4/16/2010,-3.052,4/16/2010,-1.9298,4/16/2010,-1.46,4/16/2010,0,4/16/2010,-2.804,4/16/2010,0.316,4/16/2010,-0.92,5/11/2010,-1.12606
4/19/2010,0.9255,4/19/2010,-0.3639,4/19/2010,2.0529,4/19/2010,-0.843,4/19/2010,-2.148,4/19/2010,-2.353,4/19/2010,-4.615,4/19/2010,1.057,4/19/2010,0.25,5/12/2010,-0.01836
4/20/2010,0.052,4/20/2010,0.6803,4/20/2010,1.0762,4/20/2010,1.8095,4/20/2010,0.681,4/20/2010,-0.602,4/20/2010,0.806,4/20/2010,2.885,4/20/2010,0.89,5/13/2010,2.00971
4/21/2010,-1.6768,4/21/2010,-0.0628,4/21/2010,-1.9955,4/21/2010,-0.3115,4/21/2010,0.752,4/21/2010,0,4/21/2010,1,4/21/2010,0.44,4/21/2010,-0.03,5/14/2010,-0.48949
4/22/2010,0.982,4/22/2010,-0.0568,4/22/2010,1.7653,4/22/2010,-1.0703,4/22/2010,-1.418,4/22/2010,0,4/22/2010,-2.97,4/22/2010,-1.436,4/22/2010,0.32,5/17/2010,-1.70005
4/23/2010,0.9785,4/23/2010,1.5013,4/23/2010,2.0117,4/23/2010,1.3089,4/23/2010,-0.076,4/23/2010,0,4/23/2010,-0.816,4/23/2010,-1.416,4/23/2010,0.51,5/18/2010,-1.13764
4/26/2010,-0.1009,4/26/2010,-0.0165,4/26/2010,-0.9192,4/26/2010,0.189,4/26/2010,0.758,4/26/2010,2.424,4/26/2010,2.881,4/26/2010,1.504,4/26/2010,-0.01,5/19/2010,0.71994
4/27/2010,-3.0934,4/27/2010,-1.7587,4/27/2010,-5.5531,4/27/2010,4.0658,4/27/2010,-1.128,4/27/2010,0,4/27/2010,-1,4/27/2010,1.527,4/27/2010,-0.73,5/20/2010,1.01221
4/28/2010,2.0382,4/28/2010,2.4838,4/28/2010,3.2147,4/28/2010,2.677,4/28/2010,-1.749,4/28/2010,1.775,4/28/2010,-5.253,4/28/2010,-0.221,4/28/2010,0.81,5/21/2010,-2.56774
4/29/2010,-1.0254,4/29/2010,1.7611,4/29/2010,-0.9268,4/29/2010,2.5029,4/29/2010,-0.232,4/29/2010,-1.163,4/29/2010,-0.853,4/29/2010,-0.663,4/29/2010,0,5/24/2010,-0.6822
4/30/2010,-1.9078,4/30/2010,-1.4429,4/30/2010,-2.4296,4/30/2010,-1.8425,4/30/2010,0.078,4/30/2010,0,4/30/2010,1.075,4/30/2010,0.988,4/30/2010,-0.19,5/25/2010,-1.62023
5/3/2010,0.7879,5/3/2010,-0.0093,5/3/2010,1.6562,5/3/2010,0.0912,5/3/2010,-0.078,5/3/2010,0,5/3/2010,0,5/3/2010,0.111,5/3/2010,0.74,5/26/2010,-0.49397
5/4/2010,-2.494,5/4/2010,-3.1867,5/4/2010,-3.262,5/4/2010,-2.5419,5/4/2010,0.078,5/4/2010,0,5/4/2010,0,5/4/2010,-0.111,5/4/2010,0,5/27/2010,0.67639
5/5/2010,-1.4297,5/5/2010,-2.0626,5/5/2010,-3.6403,5/5/2010,-3.094,5/5/2010,0,5/5/2010,0,5/5/2010,0,5/5/2010,-0.222,5/5/2010,-0.77,5/28/2010,0.96983
5/6/2010,-4.0987,5/6/2010,-4.9525,5/6/2010,-5.9254,5/6/2010,-5.2689,5/6/2010,-0.853,5/6/2010,0,5/6/2010,-1.064,5/6/2010,0.442,5/6/2010,-3.44,5/31/2010,-0.16409
