"","time","event","date","broker","name","is_forced","newtp_to_px","oldtp_to_px","chg_tgt","newtp_avgtp","chg_2d","chg_5d","char_newrating","newrating","oldrating","chg_rating","score"
"1","A","TP- ","05/17/2018","Morgan Stanley","NETEASE INC-ADR","","-4.8370532793548","11.0234378407527","-14.2857142857143","-24.7156057222619","-5.5947021","-5.3548129","","3","3","","0.5"
"2","A","TP- ","05/17/2018","DZ Bank AG","DEUTSCHE TELEKOM","","15.5743481324877","16.2790697674419","-0.606060606060615","0.990631762039396","-0.5077853","-1.1848873","","5","5","","0.5"
"3","A","TP- ","05/17/2018","Benchmark Company LLC","NETEASE INC-ADR","","34.814174520914","40.7618586909544","-4.22535211267606","6.65289189346236","-5.5947021","-5.3548129","","5","5","","0.5"
"4","A","TP+ ","05/17/2018","DBS Vickers","ANGANG STEEL-H","Forced","23.2435740514076","5.26315789473684","17.0813953488372","6.39264864607769","0.3078745","-1.8789865","","5","5","","1.5"
"5","A","TP+ ","05/17/2018","DBS Vickers","ANGANG STEEL-H","Forced","23.1334149326806","5.26315789473684","16.9767441860465","6.29755143306601","0.3078745","-1.8789865","","5","5","","1.5"
"6","A","TP- ","05/17/2018","Credit Suisse","NETEASE INC-ADR","","39.1758095789436","56.6223498110619","-11.1392405063291","10.103426631192","-5.5947021","-5.3548129","","5","5","","0.5"
"7","A","TP+ ","05/17/2018","Okasan Securities (AGCO Partner)","TOYOTA MOTOR","","25.7445400397088","19.1264063534083","5.55555555555556","21.5199411437752","0.3672696","-2.2171961","","5","5","","1.5"
"8","A","TP+ ","05/17/2018","Daiwa Securities","TENCENT","","28.9537712895377","19.2214111922141","8.16326530612245","1.46113750017673","3.9400602","0.7502245","","5","5","","1.5"
"9","A","TP- ","05/17/2018","Exane BNP Paribas","HSBC HOLDINGS PL","","5.65974025974028","7.01948051948051","-1.27055397123961","-1.12970268416196","-0.5450018","-0.5611612","","3","3","","0.5"
"10","B/D","TP- ","05/17/2018","DBS Vickers","TENCENT","","31.3868613138686","36.2530413625304","-3.57142857142857","3.37549858508572","3.9400602","0.7502245","","5","5","","-0.5"
"11","B/D","TP+ ","05/17/2018","Centrum Broking Pvt Ltd","HINDALCO INDS","","50.1823642995065","30.998498176357","14.6443405002424","14.2297672885221","-3.33775","-3.1433503","","4.621","4.586","0.0350000000000001","0.5175"
"12","B/D","TP- Downgrade","05/17/2018","Prabhudas Lilladher Pvt Ltd","HINDALCO INDS","","18.0004290924694","30.8732031752843","-9.83606557377049","-10.2480399875898","-3.33775","-3.1433503"," accumulate","4","5","-1","-1"
"13","A","TP+ ","05/17/2018","Jefferies","FREEPORT-MCMORAN","","56.062424969988","50.0600240096038","4","38.2103520521845","4.1041969","2.8588611","","5","5","","1.5"
"14","B/D","TP+ ","05/17/2018","Barclays","TOTAL SA","","14.560236511456","10.8647450110865","3.33333333333333","9.95450935906243","-0.3883201","1.7474939","","5","5","","0.5"
"15","B/D","TP+ ","05/17/2018","HSBC","GLENCORE PLC","","14.2204744386655","14.1951033870354","0.0222172850477596","3.21864023031959","3.4835378","4.05279","","5","5","","0.5"
"16","B/D","TP+ ","05/17/2018","Motilal Oswal Securities Ltd","HINDALCO INDS","","59.1933061574769","58.7642136880498","0.27027027027027","21.0835533258334","-3.33775","-3.1433503","","5","5","","0.5"
"17","B/D","TP+ ","05/16/2018","Antique Stock Broking Limited","HINDALCO INDS","","42.8877923192448","30.998498176357","9.07590110451634","8.68146430593672","-3.33775","-3.1433503","","4.621","4.586","0.0350000000000001","0.5175"
"18","B/D","TP+ ","05/16/2018","KeyBanc Capital Markets","TENCENT","","37.4695863746959","35.279805352798","1.61870503597122","8.16140129735821","3.9400602","0.7502245","","5","5","","0.5"
"19","A","TP- ","05/16/2018","CCB International Securities Ltd","VIPSHOP HOLDINGS","","13.7440758293839","57.9778830963665","-28","-18.0006342944777","4.5195569","-16.3996489","","5","5","","0.5"
"20","B/D","TP+ ","05/16/2018","BNP Paribas Equity Research","KUNLUN ENERGY","","-16.6424418604651","","","-32.0371807467229","-0.8999488","-0.5765974","","2","","","0"
"21","B/D","TP- ","05/16/2018","BNP Paribas Equity Research","HUANENG RENEWA-H","","10.7988165680474","","","-0.830067079382568","0.0854929","-1.0196948","","5","","","0"
"22","B/D","TP- ","05/16/2018","BNP Paribas Equity Research","HUANENG POWER-H","","11.2363636363636","","","8.18983999840799","1.5911594","3.5382945","","5","","","0"
"23","B/D","TP- ","05/16/2018","BNP Paribas Equity Research","HUADIAN POWER-H","","-1.89349112426036","","","-2.46853920812795","2.1752302","3.8895285","","5","","","0"
"24","B/D","TP- ","05/16/2018","BNP Paribas Equity Research","DATANG INTL PO-H","","12.7862595419847","","","2.72763547219799","0.6737282","1.5140655","","5","","","0"
"25","B/D","TP- ","05/16/2018","BNP Paribas Equity Research","CHINA RES POWER","","12.7828348504551","","","3.13642396723512","-0.1004653","2.1018735","","5","","","0"
"26","B/D","TP- ","05/16/2018","BNP Paribas Equity Research","CHINA LONGYUAN-H","","11.3525179856115","","","-5.57722123512814","-4.1207928","-1.1457452","","5","","","0"
"27","B/D","TP+ ","05/16/2018","UOB Kay Hian","TENCENT","","26.5206812652068","24.0875912408759","1.96078431372549","-0.453223584732265","3.9400602","0.7502245","","5","5","","0.5"
"28","B/D","TP- ","05/16/2018","RHB","TENCENT","","28.7104622871046","31.3868613138686","-2.03703703703704","1.26970139168583","3.9400602","0.7502245","","5","5","","-0.5"
