"","time","event","date","broker","name","is_forced","newtp_to_px","oldtp_to_px","chg_tgt","newtp_avgtp","chg_2d","chg_5d","char_newrating","newrating","oldrating","chg_rating","score"
"1","A","TP+ Upgrade","05/25/2018","Nord/LB","ARCELORMITTAL","","22.6134174111053","1.59397442634437","20.6896551724138","0.974123663983351","-0.1918067","-4.8984786"," buy","5","3","2","2.5"
"2","A","TP- Downgrade","05/25/2018","Guotai Junan","CHINA HONGQIAO","","1.75233644859814","64.3691588785047","-38.0952380952381","-15.5052551694776","-1.24292","1.6139106"," neutral","3","4","-1","0"
"3","A","TP+ ","05/25/2018","J.P. Morgan","NEW ORIENTAL-ADR","Forced","-2.20517737296261","-13.7104506232023","13.3333333333333","-8.42778337375174","7.9722431","11.0797344","","3","3","","1.5"
"4","A","TP- ","05/25/2018","Nomura","MITSUI OSK LINES","Forced","10","30","-15.3846153846154","-13.1578947368421","-3.937869","-7.510791","","3","3","","0.5"
"5","A","TP- ","05/25/2018","Independent Research GmbH","DEUTSCHE TELEKOM","","31.0861423220974","34.8314606741573","-2.77777777777778","8.2425741493793","-1.0389299","-4.320305","","5","5","","0.5"
"6","A","TP+ ","05/25/2018","Goldman Sachs","CHINA LODGIN-ADR","","-79.8981893908717","-80.3320414184069","2.20588235294118","-22.6246403569891","-2.2118009","1.3419744","","3","3","","1.5"
"7","A","TP- ","05/25/2018","Equita SIM SpA","AP MOLLER-B","","14.9905916788626","21.915889609032","-5.68038994127661","-5.25280023229214","-0.2024312","4.119287","","4.107","4.107","","0.5"
"8","A","TP- ","05/25/2018","Nomura","NIPPON YUSEN KK","Forced","10.1806963420009","27.809607756721","-13.7931034482759","-4.10433448408132","-2.06297","-5.701327","","3","3","","0.5"
"9","A","TP- ","05/25/2018","Mizuho Securities Co Ltd","NSSMC","","-2.34622701331643","14.140773620799","-14.4444444444444","-20.9535737084015","-2.572658","-3.601278","","3","3","","0.5"
"10","A","TP+ ","05/25/2018","J.P. Morgan","KOBE STEEL LTD","","15.5555555555555","6.66666666666667","8.33333333333333","4.47760754754964","-2.091388","-4.548772","","3","3","","1.5"
"11","A","TP- ","05/25/2018","J.P. Morgan","JFE HOLDINGS INC","","27.6414087513341","37.8868729989328","-7.43034055727554","4.57536877704088","-0.746736","-3.411094","","5","5","","0.5"
"12","A","TP+ ","05/25/2018","J.P. Morgan","NSSMC","","30.6277742549144","25.1321073768759","4.39189189189189","5.7374273770733","-2.572658","-3.601278","","5","5","","1.5"
"13","B/D","TP+ ","05/25/2018","Barclays","SWISS RE AG","","13.2427099320324","11.7079587809691","1.37389597644749","2.95836599321162","0.10943786","-1.300261","","5","5","","0.5"
"14","B/D","TP- ","05/25/2018","Morningstar, Inc","TOSHIBA CORP","","21.7948717948718","28.2051282051282","-5","4.82758620689656","0.159084","4.359903","","5","5","","-0.5"
"15","A","TP+ ","05/25/2018","Haitong International","58.COM-ADR","Forced","-3.95061728395062","-8.64197530864198","5.13513513513513","-14.1806595550312","-2.7660909","-5.3437966","","3","3","","1.5"
"16","B/D"," Upgrade","05/24/2018","Morningstar, Inc","GLENCORE PLC","","-41.6213347485737","-41.6213347485737","0","-50.126393523272","-0.7842701","-0.2217669"," hold","3","1","2","1"
"17","A","TP+ ","05/24/2018","BOCOM International Holdings","58.COM-ADR","","23.4567901234568","16.0493827160494","6.38297872340426","10.307635533379","-2.7660909","-5.3437966","","5","5","","1.5"
"18","A","TP+ ","05/24/2018","Bank of China International","58.COM-ADR","Forced","19.7530864197531","14.8148148148148","4.3010752688172","6.99840646737762","-2.7660909","-5.3437966","","5","5","","1.5"
"19","A","TP+ ","05/24/2018","CICC","58.COM-ADR","Forced","0","-8.64197530864198","9.45945945945946","-10.650815217963","-2.7660909","-5.3437966","","3","3","","1.5"
"20","A"," Downgrade","05/24/2018","Morningstar, Inc","ALIBABA GRP-ADR","","21.5990272077823","21.5990272077823","0","2.14346429543457","0.6439542","0.4081996"," hold","3","5","-2","0"
"21","B/D","TP- ","05/24/2018","HMC Investment Securities Co Ltd","SAMSUNG ELECTRON","","25.2371916508539","25.2371916508539","0","-4.52079566003617","2.186902","6.1757593","","5","5","","0"
"22","B/D","TP- ","05/24/2018","Okasan Securities (AGCO Partner)","RICOH CO LTD","","25.6281407035176","35.678391959799","-7.40740740740741","20.9167282861778","-1.216972","-3.732956","","5","5","","-0.5"
"23","B/D","TP- ","05/24/2018","Okasan Securities (AGCO Partner)","SUBARU CORP","","1.24385305177901","7.02921608330922","-5.40540540540541","-11.4786000627109","-2.091699","-0.603126","","3","3","","-0.5"
"24","A","TP+ ","05/24/2018","Macquarie","58.COM-ADR","Forced","29.6296296296296","11.1111111111111","16.6666666666667","15.8230173100479","-2.7660909","-5.3437966","","5","5","","1.5"
"25","B/D","TP+ ","05/24/2018","Credit Suisse","58.COM-ADR","","27.1604938271605","18.5185185185185","7.29166666666667","13.6168645993803","-2.7660909","-5.3437966","","5","5","","0.5"
"26","B/D","TP+ ","05/24/2018","CICC","NOAH HOLDING-ADS","Forced","23.9669421487603","-7.81945327399873","34.4827586206897","20","-0.7378763","-6.4960366","","5","5","","0.5"
"27","B/D","TP+ ","05/24/2018","Roth Capital Partners","DAQO NEW ENE-ADR","Forced","16.1170459823502","0.634773184703508","15.3846153846154","14.0164204800882","-5.1086209","-1.0943877","","5","5","","0.5"
