,902 HK Equity,,991 HK Equity,,916 HK Equity,,2688 HK Equity,,1798 HK Equity,,1600 HK Equity,,1265 HK Equity,,1733 HK Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2012,0.5772,5/8/2012,0.3388,,,5/8/2012,3.6075,,,,,5/8/2012,0.1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2012,0.5796,5/9/2012,0.3362,,,5/9/2012,3.6645,,,,,5/9/2012,0.1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2012,0.5977,5/10/2012,0.3375,,,5/10/2012,3.6966,,,,,5/10/2012,0.1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2012,0.6040,5/11/2012,0.3323,,,5/11/2012,3.6702,,,,,5/11/2012,0.1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2012,0.6014,5/14/2012,0.3438,,,5/14/2012,3.5927,,,,,5/14/2012,0.1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2012,0.5948,5/15/2012,0.3373,,,5/15/2012,3.5917,,,,,5/15/2012,0.1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2012,0.5857,5/16/2012,0.3334,,,5/16/2012,3.5531,,,,,5/16/2012,0.1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2012,0.6050,5/17/2012,0.3424,,,5/17/2012,3.5718,,,,,5/17/2012,0.1892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2012,0.6219,5/18/2012,0.3387,,,5/18/2012,3.4895,,,,,5/18/2012,0.1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2012,0.6310,5/21/2012,0.3413,,,5/21/2012,3.4640,,,,,5/21/2012,0.1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2012,0.6272,5/22/2012,0.3477,,,5/22/2012,3.5159,,,,,5/22/2012,0.1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2012,0.6285,5/23/2012,0.3452,,,5/23/2012,3.5481,,,,,5/23/2012,0.1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2012,0.6221,5/24/2012,0.3465,,,5/24/2012,3.5485,,,,,5/24/2012,0.1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2012,0.6222,5/25/2012,0.3427,,,5/25/2012,3.4652,,,,,5/25/2012,0.1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2012,0.6299,5/28/2012,0.3465,,,5/28/2012,3.4717,,,,,5/28/2012,0.1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2012,0.6285,5/29/2012,0.3478,,,5/29/2012,3.5162,,,,,5/29/2012,0.1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/2012,0.6105,5/30/2012,0.3426,,,5/30/2012,3.6062,,,,,5/30/2012,0.1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/31/2012,0.6352,5/31/2012,0.3453,,,5/31/2012,3.8652,,,,,5/31/2012,0.1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2012,0.6275,6/1/2012,0.3466,,,6/1/2012,3.7882,,,,,6/1/2012,0.1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2012,0.6419,6/4/2012,0.3364,,,6/4/2012,3.6089,,,,,6/4/2012,0.1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2012,0.6534,6/5/2012,0.3506,,,6/5/2012,3.6215,,,,,6/5/2012,0.1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/2012,0.6690,6/6/2012,0.3751,,,6/6/2012,3.6864,,,,,6/6/2012,0.1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2012,0.6716,6/7/2012,0.3738,,,6/7/2012,3.7187,,,,,6/7/2012,0.1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/8/2012,0.6960,6/8/2012,0.3854,,,6/8/2012,3.7251,,,,,6/8/2012,0.1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2012,0.6933,6/11/2012,0.3724,,,6/11/2012,3.7499,,,,,6/11/2012,0.1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2012,0.6921,6/12/2012,0.3699,,,6/12/2012,3.7438,,,,,6/12/2012,0.1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/2012,0.6948,6/13/2012,0.3777,,,6/13/2012,3.7574,,,,,6/13/2012,0.1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/2012,0.7050,6/14/2012,0.3802,,,6/14/2012,3.6604,,,,,6/14/2012,0.1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/2012,0.6973,6/15/2012,0.3880,,,6/15/2012,3.7573,,,,,6/15/2012,0.1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2012,0.7088,6/18/2012,0.3841,,,6/18/2012,3.7632,,,,,6/18/2012,0.1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/2012,0.7192,6/19/2012,0.3892,,,6/19/2012,3.7570,,,,,6/19/2012,0.1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/2012,0.7076,6/20/2012,0.3854,,,6/20/2012,3.6926,,,,,6/20/2012,0.1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/2012,0.7152,6/21/2012,0.3789,,,6/21/2012,3.4731,,,,,6/21/2012,0.1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2012,0.7087,6/22/2012,0.3788,,,6/22/2012,3.4854,,,,,6/22/2012,0.1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2012,0.7242,6/25/2012,0.3917,,,6/25/2012,3.5243,,,,,6/25/2012,0.1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2012,0.7346,6/26/2012,0.3969,,,6/26/2012,3.6408,,,,,6/26/2012,0.1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/2012,0.7373,6/27/2012,0.4021,,,6/27/2012,3.5316,,,,,6/27/2012,0.1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2012,0.7320,6/28/2012,0.3931,,,6/28/2012,3.4540,,,,,6/28/2012,0.1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2012,0.7502,6/29/2012,0.3919,,,6/29/2012,3.4933,,,,,6/29/2012,0.1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2012,0.7312,7/3/2012,0.3830,,,7/3/2012,3.6043,,,,,7/3/2012,0.1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2012,0.7234,7/4/2012,0.3804,,,7/4/2012,3.6039,,,,,7/4/2012,0.1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2012,0.7015,7/5/2012,0.3740,,,7/5/2012,3.6750,,,,,7/5/2012,0.1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/2012,0.7171,7/6/2012,0.3818,,,7/6/2012,3.7018,,,,,7/6/2012,0.1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2012,0.7260,7/9/2012,0.3817,,,7/9/2012,3.6684,,,,,7/9/2012,0.1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2012,0.7299,7/10/2012,0.3791,,,7/10/2012,3.6752,,,,,7/10/2012,0.1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2012,0.7196,7/11/2012,0.3843,,,7/11/2012,3.6107,,,,,7/11/2012,0.1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2012,0.7154,7/12/2012,0.3713,,,7/12/2012,3.5707,,,,,7/12/2012,0.1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/13/2012,0.7000,7/13/2012,0.3558,,,7/13/2012,3.5708,,,,,7/13/2012,0.1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2012,0.6922,7/16/2012,0.3545,,,7/16/2012,3.5900,,,,,7/16/2012,0.1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/17/2012,0.7194,7/17/2012,0.3558,,,7/17/2012,3.5839,,,,,7/17/2012,0.1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/18/2012,0.7285,7/18/2012,0.3649,,,7/18/2012,3.5649,,,,,7/18/2012,0.1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/19/2012,0.7298,7/19/2012,0.3662,,,7/19/2012,3.5780,,,,,7/19/2012,0.1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/20/2012,0.7439,7/20/2012,0.3661,,,7/20/2012,3.5775,,,,,7/20/2012,0.1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2012,0.7258,7/23/2012,0.3532,,,7/23/2012,3.5066,,,,,7/23/2012,0.1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/2012,0.7360,7/24/2012,0.3532,,,7/24/2012,3.4931,,,,,7/24/2012,0.1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/25/2012,0.7063,7/25/2012,0.3429,,,7/25/2012,3.5187,,,,,7/25/2012,0.1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/26/2012,0.7102,7/26/2012,0.3390,,,7/26/2012,3.6734,,,,,7/26/2012,0.1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/27/2012,0.7271,7/27/2012,0.3442,,,7/27/2012,3.6868,,,,,7/27/2012,0.1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2012,0.7143,7/30/2012,0.3456,,,7/30/2012,3.7393,,,,,7/30/2012,0.1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2012,0.7286,7/31/2012,0.3534,,,7/31/2012,3.8365,,,,,7/31/2012,0.1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2012,0.7196,8/1/2012,0.3611,,,8/1/2012,3.7784,,,,,8/1/2012,0.1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2012,0.7248,8/2/2012,0.3547,,,8/2/2012,3.7528,,,,,8/2/2012,0.1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/2012,0.7066,8/3/2012,0.3559,,,8/3/2012,3.7135,,,,,8/3/2012,0.1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2012,0.6653,8/6/2012,0.3507,,,8/6/2012,3.8295,,,,,8/6/2012,0.1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2012,0.6550,8/7/2012,0.3391,,,8/7/2012,3.7651,,,,,8/7/2012,0.1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2012,0.6614,8/8/2012,0.3391,,,8/8/2012,3.6230,,,,,8/8/2012,0.1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2012,0.6679,8/9/2012,0.3481,,,8/9/2012,3.7132,,,,,8/9/2012,0.1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2012,0.6729,8/10/2012,0.3493,,,8/10/2012,3.8221,,,,,8/10/2012,0.1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2012,0.6883,8/13/2012,0.3467,,,8/13/2012,3.8409,,,,,8/13/2012,0.1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2012,0.7052,8/14/2012,0.3519,,,8/14/2012,3.7643,,,,,8/14/2012,0.1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2012,0.7051,8/15/2012,0.3506,,,8/15/2012,3.8221,,,,,8/15/2012,0.1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2012,0.7116,8/16/2012,0.3571,,,8/16/2012,3.8225,,,,,8/16/2012,0.1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2012,0.7091,8/17/2012,0.3545,,,8/17/2012,3.8225,,,,,8/17/2012,0.1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2012,0.7309,8/20/2012,0.3597,,,8/20/2012,3.8029,,,,,8/20/2012,0.1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2012,0.7181,8/21/2012,0.3532,,,8/21/2012,3.7838,,,,,8/21/2012,0.1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2012,0.6897,8/22/2012,0.3417,,,8/22/2012,3.7388,,,,,8/22/2012,0.1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2012,0.6975,8/23/2012,0.3455,,,8/23/2012,3.7519,,,,,8/23/2012,0.1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2012,0.6936,8/24/2012,0.3378,,,8/24/2012,3.8225,,,,,8/24/2012,0.1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2012,0.6976,8/27/2012,0.3391,,,8/27/2012,3.8037,,,,,8/27/2012,0.1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2012,0.6949,8/28/2012,0.3417,,,8/28/2012,3.8163,,,,,8/28/2012,0.1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2012,0.6937,8/29/2012,0.3378,,,8/29/2012,3.9584,,,,,8/29/2012,0.1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2012,0.6911,8/30/2012,0.3339,,,8/30/2012,3.9517,,,,,8/30/2012,0.1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2012,0.6898,8/31/2012,0.3352,,,8/31/2012,3.9451,,,,,8/31/2012,0.1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2012,0.6897,9/3/2012,0.3378,,,9/3/2012,3.9770,,,,,9/3/2012,0.1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2012,0.6833,9/4/2012,0.3301,,,9/4/2012,3.9968,,,,,9/4/2012,0.1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2012,0.7193,9/5/2012,0.3313,,,9/5/2012,4.0479,,,,,9/5/2012,0.1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2012,0.7233,9/6/2012,0.3326,,,9/6/2012,4.1191,,,,,9/6/2012,0.1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2012,0.7130,9/7/2012,0.3327,,,9/7/2012,4.1581,,,,,9/7/2012,0.1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2012,0.7169,9/10/2012,0.3301,,,9/10/2012,4.0682,,,,,9/10/2012,0.1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2012,0.7286,9/11/2012,0.3392,,,9/11/2012,4.0752,,,,,9/11/2012,0.1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2012,0.7235,9/12/2012,0.3430,,,9/12/2012,4.1331,,,,,9/12/2012,0.1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2012,0.7390,9/13/2012,0.3418,,,9/13/2012,4.1591,,,,,9/13/2012,0.1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2012,0.7056,9/14/2012,0.3457,,,9/14/2012,4.1279,,,,,9/14/2012,0.1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2012,0.6914,9/17/2012,0.3406,,,9/17/2012,4.0828,,,,,9/17/2012,0.1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2012,0.6927,9/18/2012,0.3405,,,9/18/2012,3.9859,,,,,9/18/2012,0.1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2012,0.6991,9/19/2012,0.3379,,,9/19/2012,4.1210,,,,,9/19/2012,0.1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2012,0.7119,9/20/2012,0.3353,,,9/20/2012,4.0756,,,,,9/20/2012,0.1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2012,0.7132,9/21/2012,0.3328,,,9/21/2012,4.0756,,,,,9/21/2012,0.1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2012,0.7159,9/24/2012,0.3341,,,9/24/2012,4.1468,,,,,9/24/2012,0.1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2012,0.7338,9/25/2012,0.3379,,,9/25/2012,4.1142,,,,,9/25/2012,0.1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2012,0.7351,9/26/2012,0.3314,,,9/26/2012,4.1269,,,,,9/26/2012,0.1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2012,0.7532,9/27/2012,0.3379,,,9/27/2012,4.1591,,,,,9/27/2012,0.1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2012,0.7609,9/28/2012,0.3366,,,9/28/2012,4.2106,,,,,9/28/2012,0.1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2012,0.7582,10/3/2012,0.3366,,,10/3/2012,4.2231,,,,,10/3/2012,0.1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2012,0.7583,10/4/2012,0.3443,,,10/4/2012,4.1137,,,,,10/4/2012,0.1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2012,0.7688,10/5/2012,0.3457,,,10/5/2012,4.0956,,,,,10/5/2012,0.1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2012,0.7417,10/8/2012,0.3418,,,10/8/2012,4.0440,,,,,10/8/2012,0.1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2012,0.7275,10/9/2012,0.3406,,,10/9/2012,4.1279,,,,,10/9/2012,0.1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2012,0.7378,10/10/2012,0.3405,,,10/10/2012,4.1598,,,,,10/10/2012,0.1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2012,0.7353,10/11/2012,0.3405,,,10/11/2012,4.2439,,,,,10/11/2012,0.1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2012,0.7224,10/12/2012,0.3393,,,10/12/2012,4.1604,,,,,10/12/2012,0.1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2012,0.7173,10/15/2012,0.3406,,,10/15/2012,4.1091,,,,,10/15/2012,0.1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2012,0.7366,10/16/2012,0.3483,,,10/16/2012,4.2250,,,,,10/16/2012,0.1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2012,0.7457,10/17/2012,0.3496,,,10/17/2012,4.2832,,,,,10/17/2012,0.1871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2012,0.7393,10/18/2012,0.3522,,,10/18/2012,4.2256,,,,,10/18/2012,0.1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2012,0.7548,10/19/2012,0.3587,,,10/19/2012,4.0774,,,,,10/19/2012,0.1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2012,0.7497,10/22/2012,0.3613,,,10/22/2012,4.1290,,,,,10/22/2012,0.1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2012,0.7755,10/24/2012,0.3703,,,10/24/2012,4.1225,,,,,10/24/2012,0.1897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2012,0.7935,10/25/2012,0.3716,,,10/25/2012,4.1289,,,,,10/25/2012,0.1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2012,0.7858,10/26/2012,0.3535,,,10/26/2012,4.1289,,,,,10/26/2012,0.1884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2012,0.7961,10/29/2012,0.3535,,,10/29/2012,4.1095,,,,,10/29/2012,0.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2012,0.8090,10/30/2012,0.3548,,,10/30/2012,4.1483,,,,,10/30/2012,0.2103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2012,0.8000,10/31/2012,0.3561,,,10/31/2012,4.1611,,,,,10/31/2012,0.2258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2012,0.7961,11/1/2012,0.3574,,,11/1/2012,4.1741,,,,,11/1/2012,0.2245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2012,0.7961,11/2/2012,0.3574,,,11/2/2012,4.1934,,,,,11/2/2012,0.2168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2012,0.7935,11/5/2012,0.3613,,,11/5/2012,4.3999,,,,,11/5/2012,0.2168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2012,0.7922,11/6/2012,0.3613,,,11/6/2012,4.3224,,,,,11/6/2012,0.2206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2012,0.7909,11/7/2012,0.3613,,,11/7/2012,4.3159,,,,,11/7/2012,0.2181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
