Date,Last Price 
10/31/2014,0.458
11/3/2014,0.458
11/4/2014,0.444
11/5/2014,0.471
11/6/2014,0.47
11/7/2014,0.483
11/10/2014,0.455
11/11/2014,0.492
11/12/2014,0.533
11/13/2014,0.502
11/14/2014,0.483
11/17/2014,0.487
11/18/2014,0.513
11/19/2014,0.483
11/20/2014,0.473
11/21/2014,0.462
11/25/2014,0.452
11/26/2014,0.437
11/27/2014,0.427
11/28/2014,0.421
12/1/2014,0.428
12/2/2014,0.424
12/3/2014,0.436
12/4/2014,0.437
12/5/2014,0.421
12/8/2014,0.444
12/9/2014,0.419
12/10/2014,0.414
12/11/2014,0.411
12/12/2014,0.396
12/15/2014,0.378
12/16/2014,0.361
12/17/2014,0.363
12/18/2014,0.361
12/19/2014,0.356
12/22/2014,0.338
12/23/2014,0.338
12/24/2014,0.334
12/25/2014,0.315
12/26/2014,0.33
12/29/2014,0.325
12/30/2014,0.329
12/31/2014,0.329
1/1/2015,0.329
1/2/2015,0.329
1/5/2015,0.325
1/6/2015,0.293
1/7/2015,0.301
1/8/2015,0.294
1/9/2015,0.279
1/12/2015,0.279
1/13/2015,0.268
1/14/2015,0.259
1/15/2015,0.253
1/16/2015,0.243
1/19/2015,0.201
1/20/2015,0.223
1/21/2015,0.252
1/22/2015,0.32
1/23/2015,0.234
1/26/2015,0.23
1/27/2015,0.263
1/28/2015,0.295
1/29/2015,0.297
1/30/2015,0.278
2/2/2015,0.289
2/3/2015,0.366
2/4/2015,0.381
2/5/2015,0.361
2/6/2015,0.339
2/9/2015,0.354
2/10/2015,0.395
2/11/2015,0.395
2/12/2015,0.396
2/13/2015,0.424
2/16/2015,0.441
2/17/2015,0.399
2/18/2015,0.411
2/19/2015,0.393
2/20/2015,0.391
2/23/2015,0.383
2/24/2015,0.377
2/25/2015,0.34
2/26/2015,0.343
2/27/2015,0.335
3/2/2015,0.35
3/3/2015,0.376
3/4/2015,0.409
3/5/2015,0.404
3/6/2015,0.396
3/9/2015,0.435
3/10/2015,0.469
3/11/2015,0.42
3/12/2015,0.389
3/13/2015,0.41
3/16/2015,0.418
3/17/2015,0.425
3/18/2015,0.366
3/19/2015,0.337
3/20/2015,0.329
3/23/2015,0.314
3/24/2015,0.31
3/25/2015,0.33
3/26/2015,0.329
3/27/2015,0.375
3/30/2015,0.374
3/31/2015,0.405
4/1/2015,0.388
4/2/2015,0.341
4/3/2015,0.368
4/6/2015,0.34
4/7/2015,0.36
4/8/2015,0.364
4/9/2015,0.367
4/10/2015,0.345
4/13/2015,0.343
4/14/2015,0.33
4/15/2015,0.329
4/16/2015,0.329
4/17/2015,0.308
4/20/2015,0.31
4/21/2015,0.315
4/22/2015,0.306
4/23/2015,0.315
4/24/2015,0.29
4/27/2015,0.309
4/28/2015,0.301
4/29/2015,0.301
4/30/2015,0.342
5/1/2015,0.363
5/4/2015,0.363
5/5/2015,0.363
5/6/2015,0.363
5/7/2015,0.43
5/8/2015,0.421
5/11/2015,0.396
5/12/2015,0.449
5/13/2015,0.455
5/14/2015,0.454
5/15/2015,0.404
5/18/2015,0.39
5/19/2015,0.379
5/20/2015,0.396
5/21/2015,0.414
5/22/2015,0.419
5/25/2015,0.424
5/26/2015,0.423
5/27/2015,0.39
5/28/2015,0.401
5/29/2015,0.394
6/1/2015,0.409
6/2/2015,0.423
6/3/2015,0.474
6/4/2015,0.509
6/5/2015,0.491
6/8/2015,0.496
6/9/2015,0.458
6/10/2015,0.511
6/11/2015,0.536
6/12/2015,0.518
6/15/2015,0.509
6/16/2015,0.502
6/17/2015,0.481
6/18/2015,0.449
6/19/2015,0.423
6/22/2015,0.437
6/23/2015,0.465
6/24/2015,0.464
6/25/2015,0.48
6/26/2015,0.47
6/29/2015,0.451
6/30/2015,0.465
7/1/2015,0.483
7/2/2015,0.525
7/3/2015,0.488
7/6/2015,0.475
7/7/2015,0.458
7/8/2015,0.419
7/9/2015,0.448
7/10/2015,0.447
7/13/2015,0.455
7/14/2015,0.464
7/15/2015,0.456
7/16/2015,0.448
7/17/2015,0.426
7/20/2015,0.426
7/21/2015,0.42
7/22/2015,0.423
7/23/2015,0.417
7/24/2015,0.411
7/27/2015,0.409
7/28/2015,0.412
7/29/2015,0.41
7/30/2015,0.411
7/31/2015,0.415
8/3/2015,0.418
8/4/2015,0.391
8/5/2015,0.401
8/6/2015,0.426
