"","ann.ret.36","ann.std.36","downrisk.36","drawdown.36","sharpe.36","sortino.36","info_ratio.36","omega.36","wl.36","skewness.36","kurtosis.36"
"KACIPQP.US.Equity",-0.120991246742202,0.205185302506852,0.0463455659724375,-0.538858746634566,-0.235733074377579,-0.193393186135586,-0.859237224816466,0.673785459585753,0.388888888888889,0.0580419893841513,0.636963093920485
"KALOCAP.US.Equity",0.0402783241633922,0.110823855453039,0.0192989968327372,-0.111674385874982,-0.0378539734412536,0.196330009018652,0.108160292437431,1.34444593151131,0.611111111111111,0.321333815754679,-0.222382130535714
"KAYNMLP.US.Equity",-0.119231656133001,0.203460889472692,0.0480742048767089,-0.492960561885735,-0.234693778556985,-0.182728508985361,-0.959104771637418,0.673299648447145,0.444444444444444,-0.558255430136163,1.06268774417465
"KEYREOH.US.Equity",0.0341815010468711,0.150077898777173,0.0290908204312135,-0.225671719744,-0.0294949792737246,0.127949869116544,-0.309845917430632,1.24722923843033,0.527777777777778,-0.23924492609887,0.0815266089050173
"KEYREOO.KY.Equity",0.0345692265028852,0.149773023182319,0.0290908872716182,-0.225671719744,-0.0289093339493914,0.128909211270156,-0.522539446225271,1.24908256626833,0.527777777777778,-0.253051415688732,0.0904297228093469
"KINETIC.KY.Equity",-0.019206248199197,0.155467637546027,0.032148431723889,-0.358258013225232,-0.125463347081879,-0.019619930621104,-0.532684494114522,0.966079540616564,0.555555555555556,-0.088243588636477,-0.700426828107474
"KININST.US.Equity",0.0204762554665294,0.1716893561906,0.0333118020960873,-0.329375717669046,-0.0426498976209273,0.0866409646149303,-0.238182279744779,1.16239863956636,0.527777777777778,-0.039438228767019,-0.0873049329595177
"LAKEGEN.KY.Equity",0.0508302108771099,0.157846273189244,0.0336809714663438,-0.247637715666424,0.00414902197003782,0.154064901623779,0.13717760014224,1.34157312410518,0.611111111111111,-1.29269536485112,2.79032454608474
"LEGIONS.KY.Equity",-0.00416069023413335,0.0491281793340257,0.0113812223823571,-0.132003069729181,-0.37010115271972,-0.0218610573800269,-0.626409856637781,0.95502001175094,0.638888888888889,-0.828340526596605,0.54698127814705
"LEVPART.US.Equity",0.049881781953645,0.150887659251132,0.0304667396060396,-0.191298370958387,-1.26941190437271e-17,0.16411339265882,0.542785913508021,1.34351145038168,0.583333333333333,-0.582677421848653,0.193629544583721
"LIVEQOP.US.Equity",0.077499644559377,0.119100748341658,0.0215726140659608,-0.165942155260093,0.0527998288807887,0.315925242647676,0.0538418103881998,1.69525496252426,0.638888888888889,-0.310805879223973,0.403265083033071
"LOGICAL.US.Equity",0.0287645591185965,0.0582362067278392,0.0116741935564922,-0.058130165406,-0.148459601712637,0.214506846432388,-0.177878059383801,1.46783810853309,0.666666666666667,-0.711390445889538,0.846889279335826
"LSNAX.US.Equity",0.0186859546091953,0.0564642375660407,0.00945846658790126,-0.0756582854862217,-0.204158678956603,0.176799271262326,-0.549664074888071,1.32050961246666,0.472222222222222,0.520675495721162,0.424997979649225
