"","mtd.ret","ytd.ret","ann.ret.incep","ann.std.incep","downrisk.incep","drawdown.incep","sharpe.incep","sortino.incep","inforatio.incep","alpha.incep","beta.incep","corr.bhf.incep","corr.bidx.incep","omega.incep","wl.incep","skewness.incep","kurtosis.incep"
"PXPVSCF.KY.Equity",NA,0.178571132182826,0.168028071133012,0.131476196405755,0.0697920567522858,-0.092302564953,1.23998165135446,2.33591154523,0.397778183785961,0.0148133994298441,-0.129197811440687,-0.133105106478926,-0.0790755186066074,2.4723322184517,0.681818181818182,-0.00275023000876051,-0.405834009273935
"QAAFFNU.KY.Equity",NA,0.0166406021237071,0.0770922723365199,0.0958998717204564,0.0444572482483811,-0.104722439312426,0.751745242649182,1.62160896539846,0.212754756571015,0.00795363442951162,-0.256495559661602,-0.235657330080824,-0.279494640899743,1.9156560301527,0.666666666666667,0.871021760613322,2.10460518606864
"QQMEQHD.SS.Equity",9e-04,0.0759511931047454,0.0750414726988151,0.0841608350761462,0.0504030213519339,-0.117020174642859,0.832233575575191,1.38962845520227,0.380007879961373,0.00757791166663075,-0.151541182462477,-0.134825438995483,-0.172639663962701,1.88330067494013,0.703125,-0.443155647750697,-0.354188828312322
"QUPANEF.VI.Equity",NA,0.0508806859399178,0.0641398183644517,0.121450494332859,0.0842488991899597,-0.192373566134239,0.486945884323594,0.70196547293878,-0.151190303578735,0.00114032335653016,0.575024732743048,0.523658966718211,0.45750105119682,1.53717311194634,0.603174603174603,-0.318140042217951,0.19694021966126
"QUQEQMN.US.Equity",NA,-0.00895984900064506,0.0239093226884843,0.0602459013803041,0.0351885368843195,-0.149759243955292,0.313869031008743,0.537371665967464,-0.213488607871579,0.00231366925252416,-0.0245761028255506,-0.0567645965870896,-0.0396811280409451,1.38522975160087,0.532258064516129,0.191864301898671,0.804041439610848
"RBRSVFC.KY.Equity",NA,0.357607024102319,0.367126776986071,0.327651584514656,0.151817109262327,-0.172474747555,1.10521906226238,2.3852830471192,0.761305730668321,0.0197445685737755,1.79531104750051,0.419280657138433,0.576181796521109,2.36860886142351,0.628571428571429,0.354791215636956,-0.412673395198402
"REALRTA.ID.Equity",0.03882,0.388968734251881,0.0880666835505379,0.110606888627074,0.0779226229684661,-0.238918928014156,0.751008229067979,1.0660149823775,0.429725915676905,0.00367840325647952,0.474606635293026,0.522238359746286,0.411406904674538,1.88742859029819,0.65625,-0.0961756654401995,1.37901940256817
"RENIDEQ.US.Equity",NA,0.153254295359456,0.133328754483124,0.101243873039726,0.0547149263449068,-0.0453401217864182,1.26752119047017,2.3454066934894,0.736667870365049,0.0121394107289001,-0.106625008846325,-0.17489765270519,-0.052314884910908,2.51032468838655,0.6,-0.125406503579255,-0.784294996299216
"SAEEALB.NA.Equity",0.014625,0.07940045527867,0.0791656539031238,0.0976542405150358,0.0696749195416144,-0.143911017804356,0.759471923717481,1.06445266662744,0.480315779670475,0.00674418743351301,0.00227256164978506,0.106525732059466,0.00223123088666721,1.84661231451742,0.625,-0.615442060469477,1.35585669176428
"SCOPQPL.US.Equity",0.034957,0.166597070199763,0.0772563862912687,0.1265520728317,0.104129456063114,-0.1297,0.57096169722452,0.693909187881221,0.454063856690381,-0.00127811324074015,1.15960632338363,0.759700462788228,0.717580943825203,1.63093834587571,0.64,-0.859030137888661,1.42230234268872
"SECHCAE.ID.Equity",-0.006975,-0.0145722802694472,0.0565685614556937,0.0358080722895723,0.0157243103117186,-0.0382447879350237,1.44013788395727,3.27954361325863,0.0843797632046612,0.00457889451428183,0.00847620620405737,0.0397433811326024,0.0226955398813914,3.30231172268615,0.65625,0.667538476345245,1.38407506204224
"SIA3FFU.VI.Equity",0.031401,0.147248468254606,0.0672536186053012,0.115098376550808,0.0872399993981439,-0.202678784779948,0.540873124981225,0.713590314474781,-0.177354059099676,-0.00091918850891217,0.936489554529715,0.795279825495346,0.798709853301387,1.62190396167496,0.586206896551724,-0.498747179587828,1.14344973122867
"SQPTEUR.LX.Equity",0.007184,0.0805590846784774,0.0659192852162518,0.0649678232628422,0.0395074910070975,-0.056635868275125,0.937683951173627,1.54196795755285,0.13837897546282,0.00461348970821768,0.109255846089581,0.171008479484385,0.161237596224807,2.11055580414821,0.640625,-0.202559129219695,0.138926910705688
"SUPBLAE.KY.Equity",0,-0.0972519517242302,-0.0107276502519141,0.0965767951168636,0.074515152405813,-0.228424605316863,-0.162851233910618,-0.211066470967685,-0.578119344294688,-0.000324929601619889,-0.0228239783951206,0.0839901735000304,-0.022658883400886,0.951300966483248,0.5625,-0.517620899823853,0.646598631951154
"SVGRCMN.KY.Equity",NA,0.231296125963437,0.11704484918204,0.0697325908811996,0.0305194587679027,-0.0635884599351269,1.60677880695593,3.67125937698073,0.74685907906718,0.00930810502217431,0.0196278414625692,0.138084513800091,0.0273948175680834,3.12455555957855,0.661290322580645,-0.0421124580721605,-0.772462995312009
"TALACTE.KY.Equity",-0.000666,0.0165705800051597,0.0161099461966081,0.0387903560713595,0.0328493849116707,-0.0964554886397636,0.28641000810021,0.338208652201003,-0.336278698524347,0.00116230690188333,0.0284410517573908,0.0627455679184525,0.0702978160385238,1.3690712442945,0.640625,-1.06565260888531,0.884084211911162
"TALENHE.KY.Equity",-0.002015,0.051041656590413,0.0445347145949568,0.0775085515723603,0.0646677192987251,-0.167763061720183,0.510069067128007,0.611351614432709,0.00875745893599125,0.00337043349653512,0.0631923857449402,0.0684698149917209,0.0781690937667473,1.54185153481402,0.65625,-1.05201370385286,0.907254774469838
"TESSEQP.US.Equity",NA,0.088410877414324,0.086946152639658,0.0543193659396213,0.0225264818589405,-0.042640601493401,1.5085992117571,3.63776967716485,0.62875559468836,0.00426405934345386,0.356209509764041,0.597056417718519,0.638118402092382,3.06628884001579,0.709677419354839,0.079063156486279,-0.345850565211929
"TKCAEAU.KY.Equity",NA,0.0216462188624107,0.0285298886933356,0.102933407890733,0.0497699499457253,-0.0457086561780001,0.22859331266204,0.472773002966554,-0.754106010380657,-0.0190492217402763,1.36323175865123,0.0349463427643145,0.383981606217816,1.27339767838175,0.615384615384615,0.215922413811685,-0.560715874934116
"TWOPPLD.VI.Equity",0.042073,0.0683788856031511,0.0414200731856189,0.163720041551773,0.126454673765267,-0.293577160531019,0.22245335904158,0.288008913401052,-0.162474659980278,0.00269260491353503,0.236900333085516,0.301109221801725,0.13820436949937,1.29787231808992,0.603174603174603,-0.463628843157527,2.39530213294567
"VICARCA.KY.Equity",NA,0.0433937664365387,0.068055189872533,0.0199302726219039,0.00560971530633969,-0.010137219364,3.16378963141898,11.2403547112761,0.549223727970137,0.00594958797407879,-0.0532687864609553,-0.216376548834291,-0.258264326410158,14.3271354086797,0.825396825396825,0.639845687655839,0.657804668585798
"WATSABR.AU.Equity",0.021171,0.106931667572629,0.134184064253189,0.138161335610677,0.100489540446186,-0.134966,0.935023273205862,1.28554736820962,0.414558921551782,0.00645863214523938,0.594380551810044,0.321473892390386,0.416836549670161,2.61267493839914,0.661290322580645,1.10912373133379,8.66824507812411
"WILIGEB.VI.Equity",NA,0.198180230687544,0.123074570664182,0.078249156765351,0.0479367296464098,-0.0922062545429821,1.50895646093999,2.46313362499115,0.528148646313664,0.00576384707169297,0.518802652728834,0.646241292046528,0.640659661872414,3.13707034719316,0.698412698412698,-0.112446151692033,0.333222349963215
"WINCAPA.NA.Equity",NA,-0.0123297151073778,0.0576245163420783,0.120769186772023,0.0681800287440747,-0.143089842471077,0.435744561577765,0.771846496862202,0.0842038382108268,0.00617591921226644,-0.175242323955244,-0.0424967710964703,-0.14009445794477,1.48981560271969,0.533333333333333,0.11796782195637,0.0854774366741848
"WMF0001.AU.Equity",0.006952,-0.0338720816972407,0.0488970645224027,0.0778572588829192,0.0521561916105844,-0.127760611322816,0.563814667408399,0.841646277591602,0.0533642070354545,0.00453762891390041,-0.0371411515474505,-0.0953260769655302,-0.0457378980030928,1.6653750862486,0.59375,-0.00763726203998231,0.832591705610849
"ZALUSMN.US.Equity",NA,0.187301106475144,0.0256827366980901,0.0871372098092045,0.049452307278702,-0.154594027904538,0.237358262255321,0.418236030556205,-0.218409392018027,0.00303015656700261,-0.0750095255016928,-0.0436249411141683,-0.0831797531281753,1.31347576006574,0.46031746031746,0.837626481954936,2.98837079677986
"ZEBGLAU.US.Equity",NA,-0.0148187843309395,0.049317723415341,0.0589329210700561,0.0375862534509626,-0.0667646673603942,0.752002829838668,1.17909393318918,-0.136456616664082,0.00375819110687975,0.0497962402400623,-0.0565384331006673,0.081647603873328,1.89424588760535,0.603174603174603,-0.0995869476380432,0.317718436815364
