"","ann.ret.incep","ann.std.incep","downrisk.incep","drawdown.incep","sharpe.incep","sortino.incep","omega.incep","wl.incep","skewness.incep","kurtosis.incep"
"LLY.UN.Equity",0.176644171590026,0.185544034560392,0.0162330979762986,-0.209323429251776,-0.0597742401552812,0.21326731313049,0.587650429611204,0.572972972972973,0.0873736771769919,1.10599402274457
"LMT.UN.Equity",0.246611684845239,0.166441391620904,0.01371344824251,-0.156764278818587,-0.0211374165080285,0.329028960610695,0.624683136191056,0.591891891891892,0.140857999415541,0.578118232268408
"LOW.UN.Equity",0.219024046459392,0.219402322437097,0.0183610328998302,-0.296264701232014,-0.0238711456908477,0.23275953094365,0.591105837621565,0.535135135135135,0.267270830401385,0.463508109723489
"MA.UN.Equity",0.288595573616802,0.231623843192165,0.0193182156978498,-0.182996681479427,0.0123942265802996,0.279430988479384,0.614259477535624,0.567567567567568,0.261158689782462,2.63678139252669
"MCD.UN.Equity",0.160395900619333,0.140204988033324,0.012681218606291,-0.154055197216871,-0.100101260584298,0.240807917018552,0.601466149093813,0.575675675675676,-0.318192427052147,1.611931041741
"MDLZ.UW.Equity",0.133886918051036,0.197567426488918,0.0184878161983752,-0.18670141997605,-0.0804792228746877,0.151183707896189,0.566759622456484,0.562264150943396,-0.336892631452079,1.75492296985264
"MDT.UN.Equity",0.148853037958223,0.177297266185166,0.0160716431385522,-0.262328989673746,-0.0824280831127447,0.185006899371256,0.576983810758987,0.559459459459459,-0.0860294724819402,0.778697891705237
"MET.UN.Equity",0.070808427052875,0.292858453629814,0.0278169048936463,-0.443916661137727,-0.070320503459431,0.0770801942426808,0.536276315829184,0.513513513513513,-0.159526942857844,2.32711832658529
"MMM.UN.Equity",0.167931878836358,0.167467874623626,0.0151593882157452,-0.259639327368544,-0.0749741250718338,0.214971058419426,0.594348807180283,0.562162162162162,-0.170300899258351,1.91657574744206
"MO.UN.Equity",0.244534708673825,0.155010491479202,0.0138185799642014,-0.134927782311195,-0.0257337841323558,0.321800382951384,0.626909103362589,0.618918918918919,-0.437491332607615,0.834727112528554
"MON.UN.Equity",0.154227573174927,0.241753604150392,0.0210922255803515,-0.320014405242492,-0.0502134684349052,0.157242002326836,0.568196332988851,0.548648648648649,0.473832708517294,3.48813914995365
"MRK.UN.Equity",0.12423979995569,0.177781428909748,0.0159928910125887,-0.196168311022896,-0.0990898422328072,0.159886918008838,0.568217666638691,0.537837837837838,0.0430812397141081,1.44312780061826
"MS.UN.Equity",0.106760173225646,0.329534386528775,0.0305345680295965,-0.583953082653097,-0.0438965213953456,0.0980530690726027,0.54381991644579,0.521621621621622,0.0430657883276605,1.67691143414104
"MSFT.UW.Equity",0.197914390949559,0.220058119577963,0.0197721783463396,-0.180014982489761,-0.0346174352863818,0.199451700541871,0.588927961969771,0.562162162162162,-0.103195883864636,3.53939169486017
"NKE.UN.Equity",0.200338157710786,0.223460918285781,0.0190568468411494,-0.248165280431284,-0.0324899564152021,0.209540776591855,0.588021453352256,0.554054054054054,0.262108597793795,2.12445248433202
"NOV.UN.Equity",0.0220959793879492,0.330842308091646,0.0308196926530705,-0.66322395099865,-0.07704282401302,0.0475445399343436,0.521587310182704,0.5,0.271744539841922,2.67905882540043
"NSC.UN.Equity",0.131338755162179,0.247744134674201,0.0228444789096042,-0.393376783318141,-0.0592491444044759,0.129766170297465,0.557143209920023,0.559459459459459,-0.0163609259320444,1.71475077887859
"OEX.Index",0.120016106981688,0.134503675413622,0.0123802414507302,-0.163171549736275,-0.14176931464495,0.190277038218567,0.585330513784461,0.581081081081081,-0.194989815356371,1.80455317332994
"ORCL.UN.Equity",0.135635468616074,0.200393628193132,0.0161004418593611,-0.246415922006401,-0.078261559672178,0.175469895908494,0.573358775454486,0.523809523809524,1.15689395832436,5.62207218005279
"OXY.UN.Equity",-0.000480214684133951,0.251270960080168,0.0237537676986427,-0.368035941583366,-0.126428500361478,0.025031704647481,0.511576332569264,0.5,0.200852409204442,1.81386181529733
"PEP.UN.Equity",0.1279002937562,0.123482658833872,0.0111951530535269,-0.146148044330116,-0.148120069428104,0.220059277931996,0.589644085255264,0.562162162162162,-0.257820863007489,0.165046674477233
"PFE.UN.Equity",0.163592805116331,0.177150135396935,0.0150123165978851,-0.180012896194906,-0.0725852522190218,0.21428062935349,0.586588871312621,0.527027027027027,0.289524327398528,1.38958492465119
"PG.UN.Equity",0.0943298519000331,0.136918077907757,0.0126099656165809,-0.250702768919672,-0.162486098631313,0.151852654874721,0.565963604322464,0.554054054054054,-0.13962659215224,0.873737166209994
"PM.UN.Equity",0.191282494377496,0.170301582457374,0.0147755171181285,-0.163894708901359,-0.0572163300865386,0.246945397360692,0.59772417327554,0.578378378378378,0.0534264682867889,0.528744631662459
"QCOM.UW.Equity",0.0871225872406474,0.250932462871696,0.0246559093685305,-0.433003526734385,-0.0799558130751087,0.0899456539503036,0.543401601997938,0.562162162162162,-0.420224055190905,1.82499924628756
"RTN.UN.Equity",0.223654932590806,0.185633589347847,0.0155021158573291,-0.23336232563375,-0.0304221086165815,0.272017793581236,0.608916822001012,0.578378378378378,0.313119521585604,1.52713515328749
"SBUX.UW.Equity",0.234195208389629,0.219055793108065,0.0191249043819549,-0.285798797521459,-0.0160158161397108,0.236000049372117,0.59750317530028,0.57027027027027,0.010883708349611,1.19507793353163
"SLB.UN.Equity",0.0419112576616067,0.264213551119709,0.0248425483894826,-0.447315021889679,-0.0966239952702192,0.0587586060265662,0.526991700796896,0.494594594594595,0.0404377541236454,2.04084572645369
"SO.UN.Equity",0.0999068885425283,0.130427627918086,0.0120288070666191,-0.178823419666317,-0.166073954041515,0.165952517132846,0.570245366798598,0.537837837837838,-0.200323190159744,0.387415799180891
"SPG.UN.Equity",0.134436754386366,0.187662892914283,0.0175787725761438,-0.301927104454736,-0.0857931444863641,0.157423130279354,0.57048197025682,0.559459459459459,-0.247454736400302,1.3453906514215
"T.UN.Equity",0.125239873170331,0.149152459832324,0.0129258791784209,-0.146583741589839,-0.121633301939167,0.192185787595591,0.57775200546125,0.535135135135135,0.172099002212063,0.553406803019174
"TGT.UN.Equity",0.0422978269869581,0.199846604065417,0.0195856702724625,-0.359080287481859,-0.137748154659434,0.0603749459341383,0.529010429907281,0.52972972972973,-0.310389665074406,2.48208911661064
"TWX.UN.Equity",0.21827173317877,0.233229065953661,0.019770730217003,-0.298926731561526,-0.0210597049317839,0.21844741278957,0.593768087844077,0.556756756756757,0.591659237287857,5.70467885229762
"TXN.UW.Equity",0.228556773059298,0.207050019608184,0.0183337237333564,-0.214590753552056,-0.0217228371422052,0.23870106116973,0.597931428608468,0.56551724137931,-0.0429744688847799,1.34659368151881
"UNH.UN.Equity",0.317850554963299,0.211383984325893,0.0172733735132929,-0.184641966668649,0.0254693333636031,0.332685447667628,0.626533734481743,0.572972972972973,0.229744418661119,1.00620742853678
"UNP.UN.Equity",0.182371613873425,0.221803136958647,0.0200580158227564,-0.420890492576017,-0.0423194859726499,0.184380825411339,0.577229966926663,0.575675675675676,-0.0806099114770638,0.810924506125509
"UPS.UN.Equity",0.11890436304715,0.163168160608258,0.0152784845745445,-0.180945052620509,-0.114071220199733,0.158318729744987,0.570588545212596,0.564864864864865,-0.258321095662159,1.73205724146956
"USB.UN.Equity",0.145530618201399,0.198109340266428,0.0172247841531998,-0.273051082083823,-0.0731642965041532,0.173585354897746,0.571904510276864,0.545945945945946,0.301559758622845,1.38465417535691
"UTX.UN.Equity",0.107468499366768,0.191680382231495,0.0178880535706361,-0.297218938304693,-0.100900288202111,0.12958036666133,0.558703005794749,0.543243243243243,-0.148330203366637,1.99795657581248
"V.UN.Equity",0.269139992354471,0.217605425094835,0.0178983849972787,-0.165835,0.00143364021273949,0.281771911986973,0.617991648043742,0.567567567567568,0.493209275778505,7.32827402698503
"VZ.UN.Equity",0.140256022778612,0.159050787232721,0.013755561956159,-0.187802764095513,-0.101168393948253,0.201270722396933,0.579952817192612,0.556756756756757,0.223290187487876,0.759452052142269
"WBA.UW.Equity",0.035680121329029,0.201231079430438,0.0187623300320441,-0.215267510612826,-0.141188304808984,0.0564981700898771,0.524426175326442,0.5,0.121206618884967,0.400150798857267
"WFC.UN.Equity",0.127500434227073,0.223984471552931,0.0195472787302852,-0.300593769062496,-0.0712687833648271,0.142542409849576,0.561910351935318,0.527027027027027,0.508519228664961,2.86661703962939
"WMT.UN.Equity",0.099300680354242,0.162891582878204,0.0158095406303676,-0.356383530662942,-0.12931875283732,0.131491418221592,0.560019127140079,0.537837837837838,-0.59210326945681,2.40035969521537
"XOM.UN.Equity",0.073023899835045,0.17390989068644,0.0163016230515926,-0.277548976375273,-0.139040972881165,0.101017797359335,0.544944737724564,0.494594594594595,-0.124559642631746,1.12694658498063
