,7751 JP Equity,,6758 JP Equity,,6971 JP Equity,,6502 JP Equity,,6752 JP Equity,,7974 JP Equity,,4901 JP Equity,,3765 JP Equity,,9613 JP Equity,,6594 JP Equity,,7731 JP Equity,,7752 JP Equity,,8035 JP Equity,,6702 JP Equity,,4307 JP Equity,,6701 JP Equity,,6753 JP Equity,,4716 JP Equity,,6762 JP Equity,,6963 JP Equity,,4704 JP Equity,,4902 JP Equity,,7832 JP Equity,,4768 JP Equity,,6857 JP Equity,,6448 JP Equity,,8036 JP Equity,,9766 JP Equity,,3436 JP Equity,,4684 JP Equity,,6724 JP Equity,,6952 JP Equity,,4739 JP Equity,,5214 JP Equity,,4062 JP Equity,,9719 JP Equity,,6592 JP Equity,,6723 JP Equity,,6976 JP Equity,,6727 JP Equity,,6925 JP Equity,,3668 JP Equity,,6588 JP Equity,,6457 JP Equity,,6967 JP Equity,,6479 JP Equity,,6703 JP Equity,,3774 JP Equity,,6770 JP Equity,,7735 JP Equity,,3105 JP Equity,,9684 JP Equity,,4733 JP Equity,,6256 JP Equity,,6756 JP Equity,,1973 JP Equity,,7732 JP Equity,,9697 JP Equity,,2327 JP Equity,,3626 JP Equity
1/24/2011,49.6179,1/24/2011,34.6112,1/24/2011,101.1768,1/24/2011,5.9080,1/24/2011,13.9027,1/24/2011,274.5360,1/24/2011,36.8798,1/24/2011,30.5107,1/24/2011,3396.8216,1/24/2011,96.4455,1/24/2011,22.6981,1/24/2011,14.6063,1/24/2011,65.5101,1/24/2011,6.6117,1/24/2011,22.6010,1/24/2011,2.8873,1/24/2011,10.4695,1/24/2011,46.7063,1/24/2011,68.6643,1/24/2011,64.1757,1/24/2011,30.9839,1/24/2011,10.2026,1/24/2011,10.7849,1/24/2011,65.8741,1/24/2011,21.9702,1/24/2011,14.8975,1/24/2011,24.7361,1/24/2011,20.6357,1/24/2011,15.4555,1/24/2011,208.7832,1/24/2011,17.8212,1/24/2011,7.7763,1/24/2011,36.1155,1/24/2011,14.3152,1/24/2011,32.8036,1/24/2011,16.3897,1/24/2011,49.7392,1/24/2011,11.0397,1/24/2011,15.4798,1/24/2011,4.1217,1/24/2011,19.7744,,,1/24/2011,4.8162,1/24/2011,24.6270,1/24/2011,11.2459,1/24/2011,6.0172,1/24/2011,0.8371,1/24/2011,14.8914,1/24/2011,11.6341,1/24/2011,8.5285,1/24/2011,11.3551,1/24/2011,18.0638,1/24/2011,57.0181,1/25/2011,1105.7167,1/25/2011,10.6688,1/24/2011,12.7987,1/24/2011,5.6533,1/24/2011,16.7657,1/24/2011,20.4659,1/24/2011,12.4469
1/25/2011,50.0061,1/25/2011,35.4291,1/25/2011,103.0465,1/25/2011,5.9837,1/25/2011,14.0794,1/25/2011,275.2761,1/25/2011,37.5046,1/25/2011,32.6010,1/25/2011,3427.6004,1/25/2011,98.3129,1/25/2011,23.6194,1/25/2011,14.7348,1/25/2011,66.1488,1/25/2011,6.8334,1/25/2011,22.9397,1/25/2011,2.9858,1/25/2011,10.5353,1/25/2011,47.2145,1/25/2011,70.3969,1/25/2011,64.3282,1/25/2011,30.9989,1/25/2011,10.3896,1/25/2011,10.8751,1/25/2011,66.3916,1/25/2011,22.2721,1/25/2011,15.1111,1/25/2011,25.2701,1/25/2011,20.7550,1/25/2011,15.7179,1/25/2011,208.1563,1/25/2011,17.8056,1/25/2011,7.7679,1/25/2011,36.5336,1/25/2011,14.4678,1/25/2011,33.9119,1/25/2011,16.5554,1/25/2011,50.1881,1/25/2011,11.2028,1/25/2011,15.7058,1/25/2011,4.1115,1/25/2011,20.1359,,,1/25/2011,4.9642,1/25/2011,24.6996,1/25/2011,11.3970,1/25/2011,6.1415,1/25/2011,0.8375,1/25/2011,15.0746,1/25/2011,11.7369,1/25/2011,8.9089,1/25/2011,11.3970,1/25/2011,18.1697,1/25/2011,58.2595,1/26/2011,1109.8981,1/26/2011,10.5531,1/25/2011,12.8778,1/25/2011,5.7653,1/25/2011,17.0045,1/25/2011,20.7064,1/25/2011,12.5986
1/26/2011,49.7938,1/26/2011,34.7526,1/26/2011,101.6497,1/26/2011,5.9801,1/26/2011,13.9981,1/26/2011,270.8637,1/26/2011,37.0573,1/26/2011,33.0301,1/26/2011,3410.9656,1/26/2011,94.7356,1/26/2011,23.5323,1/26/2011,14.7259,1/26/2011,65.7448,1/26/2011,6.7807,1/26/2011,22.8287,1/26/2011,2.9476,1/26/2011,10.5410,1/26/2011,46.8826,1/26/2011,68.6560,1/26/2011,63.6827,1/26/2011,31.0893,1/26/2011,10.4561,1/26/2011,10.8806,1/26/2011,66.3513,1/26/2011,22.2344,1/26/2011,14.9685,1/26/2011,24.9636,1/26/2011,20.5968,1/26/2011,15.5507,1/26/2011,204.9976,1/26/2011,17.6371,1/26/2011,7.7996,1/26/2011,36.8147,1/26/2011,14.5682,1/26/2011,33.7336,1/26/2011,16.7395,1/26/2011,49.7938,1/26/2011,11.0747,1/26/2011,15.4779,1/26/2011,4.0696,1/26/2011,20.1601,,,1/26/2011,4.9248,1/26/2011,24.4542,1/26/2011,11.6084,1/26/2011,5.9801,1/26/2011,0.8248,1/26/2011,14.7986,1/26/2011,11.6206,1/26/2011,9.2674,1/26/2011,11.4144,1/26/2011,18.1829,1/26/2011,58.4668,1/27/2011,1137.1036,1/27/2011,9.1402,1/26/2011,13.0641,1/26/2011,5.6890,1/26/2011,17.1155,1/26/2011,20.7666,1/26/2011,12.6880
1/27/2011,50.5848,1/27/2011,35.1381,1/27/2011,102.2549,1/27/2011,6.0412,1/27/2011,13.9395,1/27/2011,271.7955,1/27/2011,37.2001,1/27/2011,32.4249,1/27/2011,3330.5197,1/27/2011,93.8141,1/27/2011,23.3571,1/27/2011,14.6991,1/27/2011,65.9592,1/27/2011,6.7406,1/27/2011,22.7783,1/27/2011,2.9664,1/27/2011,10.5752,1/27/2011,46.5453,1/27/2011,67.7680,1/27/2011,64.7534,1/27/2011,30.8091,1/27/2011,10.4546,1/27/2011,10.9369,1/27/2011,64.0299,1/27/2011,22.2477,1/27/2011,15.0247,1/27/2011,25.0693,1/27/2011,20.4028,1/27/2011,15.2659,1/27/2011,203.9069,1/27/2011,17.7137,1/27/2011,7.6088,1/27/2011,36.1510,1/27/2011,15.0127,1/27/2011,33.7514,1/27/2011,16.9179,1/27/2011,49.6202,1/27/2011,11.1299,1/27/2011,15.3503,1/27/2011,4.0215,1/27/2011,20.3304,,,1/27/2011,4.8957,1/27/2011,24.3338,1/27/2011,11.6243,1/27/2011,5.9568,1/27/2011,0.8200,1/27/2011,14.6690,1/27/2011,11.8654,1/27/2011,9.2849,1/27/2011,11.2746,1/27/2011,17.9549,1/27/2011,57.6993,1/28/2011,1330.6550,1/28/2011,9.1186,1/27/2011,13.0954,1/27/2011,5.6313,1/27/2011,17.1470,1/27/2011,20.6319,1/27/2011,12.7095
1/28/2011,49.4887,1/28/2011,35.4030,1/28/2011,104.6993,1/28/2011,6.0993,1/28/2011,13.9274,1/28/2011,270.2703,1/28/2011,37.2535,1/28/2011,32.1646,1/28/2011,3338.2031,1/28/2011,94.9598,1/28/2011,23.8252,1/28/2011,14.6092,1/28/2011,66.1067,1/28/2011,6.6350,1/28/2011,22.9243,1/28/2011,2.8610,1/28/2011,10.5552,1/28/2011,46.2625,1/28/2011,67.2023,1/28/2011,65.2544,1/28/2011,30.5698,1/28/2011,10.4578,1/28/2011,10.9204,1/28/2011,65.2544,1/28/2011,20.8059,1/28/2011,15.3031,1/28/2011,24.8722,1/28/2011,20.0755,1/28/2011,15.6562,1/28/2011,201.6070,1/28/2011,17.6041,1/28/2011,7.6455,1/28/2011,35.7195,1/28/2011,14.9257,1/28/2011,34.5142,1/28/2011,16.8006,1/28/2011,49.7322,1/28/2011,10.5673,1/28/2011,15.3518,1/28/2011,3.9688,1/28/2011,20.2946,,,1/28/2011,4.8819,1/28/2011,24.1417,1/28/2011,11.7239,1/28/2011,5.9898,1/28/2011,0.8035,1/28/2011,14.3475,1/28/2011,12.1378,1/28/2011,9.3134,1/28/2011,11.2734,1/28/2011,17.7258,1/28/2011,56.7933,1/31/2011,1460.2904,1/31/2011,8.7593,1/28/2011,13.2092,1/28/2011,5.5515,1/28/2011,16.9589,1/28/2011,21.2807,1/28/2011,12.5396
1/31/2011,49.1033,1/31/2011,34.5126,1/31/2011,104.1845,1/31/2011,5.9168,1/31/2011,13.7123,1/31/2011,270.5868,1/31/2011,36.1718,1/31/2011,31.4993,1/31/2011,3252.4094,1/31/2011,94.3028,1/31/2011,23.1792,1/31/2011,14.2613,1/31/2011,65.2678,1/31/2011,6.2340,1/31/2011,21.7397,1/31/2011,2.8425,1/31/2011,10.3819,1/31/2011,45.8094,1/31/2011,65.7558,1/31/2011,64.7798,1/31/2011,30.2062,1/31/2011,9.6621,1/31/2011,10.9674,1/31/2011,63.4378,1/31/2011,20.4831,1/31/2011,15.3105,1/31/2011,24.7408,1/31/2011,20.0195,1/31/2011,15.2617,1/31/2011,192.2655,1/31/2011,16.6158,1/31/2011,7.4906,1/31/2011,34.8664,1/31/2011,15.0665,1/31/2011,33.8417,1/31/2011,16.3718,1/31/2011,49.2253,1/31/2011,10.7356,1/31/2011,15.1641,1/31/2011,4.1692,1/31/2011,20.2879,,,1/31/2011,4.7334,1/31/2011,23.8136,1/31/2011,11.2846,1/31/2011,5.9412,1/31/2011,0.8540,1/31/2011,14.6334,1/31/2011,12.0044,1/31/2011,9.1985,1/31/2011,11.0894,1/31/2011,17.4454,1/31/2011,58.2530,2/1/2011,1422.9540,2/1/2011,8.7614,1/31/2011,13.6025,1/31/2011,5.3556,1/31/2011,17.1282,1/31/2011,21.5689,1/31/2011,12.5168
2/1/2011,48.7835,2/1/2011,34.5908,2/1/2011,104.5712,2/1/2011,6.0089,2/1/2011,13.8240,2/1/2011,276.7265,2/1/2011,36.5323,2/1/2011,32.7599,2/1/2011,3326.3701,2/1/2011,95.9695,2/1/2011,23.9862,2/1/2011,14.0084,2/1/2011,65.4952,2/1/2011,6.2915,2/1/2011,22.3274,2/1/2011,2.8631,2/1/2011,10.3711,2/1/2011,45.8958,2/1/2011,68.3215,2/1/2011,65.1266,2/1/2011,31.0519,2/1/2011,9.8059,2/1/2011,11.0469,2/1/2011,63.8978,2/1/2011,20.4473,2/1/2011,15.6058,2/1/2011,25.4362,2/1/2011,20.2507,2/1/2011,15.5075,2/1/2011,195.6255,2/1/2011,16.2079,2/1/2011,7.5940,2/1/2011,35.6722,2/1/2011,15.2863,2/1/2011,34.1853,2/1/2011,16.1096,2/1/2011,49.9509,2/1/2011,11.0961,2/1/2011,15.2617,2/1/2011,4.3070,2/1/2011,20.5947,,,2/1/2011,4.6940,2/1/2011,23.9494,2/1/2011,11.4033,2/1/2011,6.0457,2/1/2011,0.8602,2/1/2011,15.1143,2/1/2011,11.5262,2/1/2011,9.6707,2/1/2011,10.9609,2/1/2011,17.5473,2/1/2011,59.4126,2/2/2011,1466.8789,2/2/2011,8.8649,2/1/2011,13.3325,2/1/2011,5.7017,2/1/2011,17.0681,2/1/2011,22.0816,2/1/2011,12.7918
2/2/2011,48.8552,2/2/2011,35.1414,2/2/2011,106.0365,2/2/2011,6.2936,2/2/2011,13.7872,2/2/2011,280.6416,2/2/2011,36.9169,2/2/2011,32.8150,2/2/2011,3537.4066,2/2/2011,95.8736,2/2/2011,24.6725,2/2/2011,14.3015,2/2/2011,66.6095,2/2/2011,6.2324,2/2/2011,22.9827,2/2/2011,2.8529,2/2/2011,10.5547,2/2/2011,46.1002,2/2/2011,70.4053,2/2/2011,66.4871,2/2/2011,31.4314,2/2/2011,9.8200,2/2/2011,11.1424,2/2/2011,70.8951,2/2/2011,21.3420,2/2/2011,15.6483,2/2/2011,25.2847,2/2/2011,20.7665,2/2/2011,15.9667,2/2/2011,199.0939,2/2/2011,16.2483,2/2/2011,8.0691,2/2/2011,36.7210,2/2/2011,15.5994,2/2/2011,33.1211,2/2/2011,16.3340,2/2/2011,49.8347,2/2/2011,11.3138,2/2/2011,15.5259,2/2/2011,4.2029,2/2/2011,20.7543,,,2/2/2011,4.7508,2/2/2011,24.1215,2/2/2011,11.5220,2/2/2011,6.2569,2/2/2011,0.8816,2/2/2011,15.2382,2/2/2011,12.3056,2/2/2011,9.6608,2/2/2011,11.2281,2/2/2011,17.8156,2/2/2011,62.3240,2/3/2011,1442.6028,2/3/2011,8.8643,2/2/2011,13.4933,2/2/2011,5.5590,2/2/2011,17.5095,2/2/2011,21.9787,2/2/2011,12.9546
2/3/2011,48.9257,2/3/2011,35.8379,2/3/2011,106.3229,2/3/2011,6.3106,2/3/2011,13.3824,2/3/2011,282.0135,2/3/2011,36.2431,2/3/2011,32.5230,2/3/2011,3616.9429,2/3/2011,97.4831,2/3/2011,24.3094,2/3/2011,12.9159,2/3/2011,66.2983,2/3/2011,6.3352,2/3/2011,23.0817,2/3/2011,2.8484,2/3/2011,10.2517,2/3/2011,46.2861,2/3/2011,70.9638,2/3/2011,66.0528,2/3/2011,31.2830,2/3/2011,9.5273,2/3/2011,11.1479,2/3/2011,70.4727,2/3/2011,20.9945,2/3/2011,16.0712,2/3/2011,25.2916,2/3/2011,19.2020,2/3/2011,16.3782,2/3/2011,199.1406,2/3/2011,16.4273,2/3/2011,7.9435,2/3/2011,35.8011,2/3/2011,15.5187,2/3/2011,32.4248,2/3/2011,16.4518,2/3/2011,49.7238,2/3/2011,11.3812,2/3/2011,15.4205,2/3/2011,4.0884,2/3/2011,20.5279,,,2/3/2011,4.6900,2/3/2011,23.8551,2/3/2011,11.4303,2/3/2011,6.2001,2/3/2011,0.8717,2/3/2011,15.1320,2/3/2011,12.9527,2/3/2011,9.6624,2/3/2011,11.1111,2/3/2011,17.6305,2/3/2011,62.8607,2/4/2011,1421.8125,2/4/2011,9.0016,2/3/2011,13.4070,2/3/2011,5.5003,2/3/2011,17.9374,2/3/2011,22.3204,2/3/2011,12.5599
2/4/2011,47.9801,2/4/2011,35.4119,2/4/2011,106.8786,2/4/2011,6.2720,2/4/2011,13.1748,2/4/2011,276.4770,2/4/2011,35.6909,2/4/2011,32.0878,2/4/2011,3590.9256,2/4/2011,95.4750,2/4/2011,23.7535,2/4/2011,12.8958,2/4/2011,66.4807,2/4/2011,6.3327,2/4/2011,23.0013,2/4/2011,2.8388,2/4/2011,10.6636,2/4/2011,45.6751,2/4/2011,71.6972,2/4/2011,65.2675,2/4/2011,31.8573,2/4/2011,9.3898,2/4/2011,11.7312,2/4/2011,69.2709,2/4/2011,21.0724,2/4/2011,16.2077,2/4/2011,25.3791,2/4/2011,20.3445,2/4/2011,16.2805,2/4/2011,197.6222,2/4/2011,16.2320,2/4/2011,7.9947,2/4/2011,35.4725,2/4/2011,15.5041,2/4/2011,32.6216,2/4/2011,16.5595,2/4/2011,49.4965,2/4/2011,11.3308,2/4/2011,15.4919,2/4/2011,4.0459,2/4/2011,20.5144,,,2/4/2011,4.7070,2/4/2011,23.7050,2/4/2011,11.6099,2/4/2011,6.1022,2/4/2011,0.8613,2/4/2011,14.7519,2/4/2011,13.0778,2/4/2011,9.4990,2/4/2011,11.1853,2/4/2011,17.4694,2/4/2011,62.4773,2/7/2011,1637.7533,2/7/2011,9.0380,2/4/2011,13.3568,2/4/2011,5.5198,2/4/2011,17.8091,2/4/2011,22.9892,2/4/2011,11.2823
2/7/2011,47.7981,2/7/2011,34.8417,2/7/2011,106.9999,2/7/2011,6.3448,2/7/2011,13.1263,2/7/2011,277.6902,2/7/2011,36.1762,2/7/2011,32.3911,2/7/2011,3595.7782,2/7/2011,98.2652,2/7/2011,24.2388,2/7/2011,13.0535,2/7/2011,66.6020,2/7/2011,6.4418,2/7/2011,22.8922,2/7/2011,2.8873,2/7/2011,10.7364,2/7/2011,45.9178,2/7/2011,71.0906,2/7/2011,65.8741,2/7/2011,31.4206,2/7/2011,9.4504,2/7/2011,11.6948,2/7/2011,69.2709,2/7/2011,21.2423,2/7/2011,16.1106,2/7/2011,25.6460,2/7/2011,20.0776,2/7/2011,16.2320,2/7/2011,199.4420,2/7/2011,16.6566,2/7/2011,8.1402,2/7/2011,35.5089,2/7/2011,15.6860,2/7/2011,33.2525,2/7/2011,16.9720,2/7/2011,50.2244,2/7/2011,11.1731,2/7/2011,15.7346,2/7/2011,4.0580,2/7/2011,20.5265,,,2/7/2011,4.7798,2/7/2011,23.5230,2/7/2011,11.8889,2/7/2011,6.0779,2/7/2011,0.8735,2/7/2011,15.2372,2/7/2011,13.1991,2/7/2011,9.6809,2/7/2011,11.1731,2/7/2011,17.6150,2/7/2011,62.3559,2/8/2011,1587.7471,2/8/2011,9.1408,2/7/2011,13.6116,2/7/2011,5.5926,2/7/2011,17.9546,2/7/2011,22.6738,2/7/2011,11.3551
2/8/2011,48.0840,2/8/2011,35.2575,2/8/2011,107.7618,2/8/2011,6.3583,2/8/2011,13.4611,2/8/2011,280.6932,2/8/2011,36.2216,2/8/2011,32.8899,2/8/2011,3652.6727,2/8/2011,98.2426,2/8/2011,24.2373,2/8/2011,13.2048,2/8/2011,68.8309,2/8/2011,6.5048,2/8/2011,23.2487,2/8/2011,2.8802,2/8/2011,10.7518,2/8/2011,46.4364,2/8/2011,72.1260,2/8/2011,69.3190,2/8/2011,31.7794,2/8/2011,9.5192,2/8/2011,11.6427,2/8/2011,69.6851,2/8/2011,21.4303,2/8/2011,15.9995,2/8/2011,25.7017,2/8/2011,20.3075,2/8/2011,16.2436,2/8/2011,203.3195,2/8/2011,17.0857,2/8/2011,8.2621,2/8/2011,35.5870,2/8/2011,15.6334,2/8/2011,33.5978,2/8/2011,16.7684,2/8/2011,51.1350,2/8/2011,10.9226,2/8/2011,16.2558,2/8/2011,4.0609,2/8/2011,20.2709,,,2/8/2011,4.8084,2/8/2011,24.1274,2/8/2011,11.8623,2/8/2011,6.2241,2/8/2011,0.8665,2/8/2011,15.0232,2/8/2011,13.0705,2/8/2011,9.4826,2/8/2011,11.1667,2/8/2011,17.9522,2/8/2011,63.3390,2/9/2011,1607.3813,2/9/2011,8.9353,2/8/2011,13.6319,2/8/2011,5.6383,2/8/2011,18.1474,2/8/2011,22.6751,2/8/2011,11.3986
2/9/2011,47.8330,2/9/2011,35.1099,2/9/2011,106.8350,2/9/2011,6.2280,2/9/2011,13.3422,2/9/2011,281.1703,2/9/2011,35.7169,2/9/2011,32.4147,2/9/2011,3611.7519,2/9/2011,95.6659,2/9/2011,23.3944,2/9/2011,13.1116,2/9/2011,67.5003,2/9/2011,6.4344,2/9/2011,23.5887,2/9/2011,2.8894,2/9/2011,10.5864,2/9/2011,46.4975,2/9/2011,71.1424,2/9/2011,68.8357,2/9/2011,31.3828,2/9/2011,9.4452,2/9/2011,11.6790,2/9/2011,69.6856,2/9/2011,20.9785,2/9/2011,15.7460,2/9/2011,25.3733,2/9/2011,20.3229,2/9/2011,16.0617,2/9/2011,200.3157,2/9/2011,17.1422,2/9/2011,8.2190,2/9/2011,35.5105,2/9/2011,15.4304,2/9/2011,33.2524,2/9/2011,16.7051,2/9/2011,49.8968,2/9/2011,10.7806,2/9/2011,16.0131,2/9/2011,3.9729,2/9/2011,19.8980,,,2/9/2011,4.8319,2/9/2011,23.8194,2/9/2011,11.5940,2/9/2011,6.1309,2/9/2011,0.8741,2/9/2011,14.7930,2/9/2011,12.9295,2/9/2011,9.2995,2/9/2011,10.9870,2/9/2011,18.0770,2/9/2011,63.1298,2/10/2011,1546.6891,2/10/2011,8.8211,2/9/2011,13.6579,2/9/2011,5.5603,2/9/2011,18.4169,2/9/2011,23.0302,2/9/2011,11.4605
2/10/2011,47.5904,2/10/2011,34.6353,2/10/2011,104.3144,2/10/2011,6.1171,2/10/2011,13.1835,2/10/2011,288.9076,2/10/2011,35.0799,2/10/2011,32.3279,2/10/2011,3611.3448,2/10/2011,93.6186,2/10/2011,23.0501,2/10/2011,13.1354,2/10/2011,65.6171,2/10/2011,6.3334,2/10/2011,23.3265,2/10/2011,2.8843,2/10/2011,10.4555,2/10/2011,46.5088,2/10/2011,68.5014,2/10/2011,68.3812,2/10/2011,31.2943,2/10/2011,9.3739,2/10/2011,11.3808,2/10/2011,73.6690,2/10/2011,20.5624,2/10/2011,15.5270,2/10/2011,24.8528,2/10/2011,20.1659,2/10/2011,15.2866,2/10/2011,201.2979,2/10/2011,16.7167,2/10/2011,8.1481,2/10/2011,35.1640,2/10/2011,15.1905,2/10/2011,32.9167,2/10/2011,16.5124,2/10/2011,48.9725,2/10/2011,10.4795,2/10/2011,15.6592,2/10/2011,3.9719,2/10/2011,19.6130,,,2/10/2011,4.8432,2/10/2011,23.4948,2/10/2011,11.4049,2/10/2011,5.9128,2/10/2011,0.8653,2/10/2011,14.1029,2/10/2011,13.0273,2/10/2011,9.4099,2/10/2011,10.9242,2/10/2011,18.0748,2/10/2011,62.3723,2/14/2011,1545.7603,2/14/2011,9.0079,2/10/2011,13.6522,2/10/2011,5.4681,2/10/2011,18.2791,2/10/2011,22.7857,2/10/2011,11.6573
2/14/2011,47.8021,2/14/2011,35.0468,2/14/2011,104.7322,2/14/2011,6.3536,2/14/2011,13.3558,2/14/2011,289.8150,2/14/2011,35.0709,2/14/2011,33.7497,2/14/2011,3675.2342,2/14/2011,93.8026,2/14/2011,23.8410,2/14/2011,13.0915,2/14/2011,66.1782,2/14/2011,6.4257,2/14/2011,23.5647,2/14/2011,2.9066,2/14/2011,10.7254,2/14/2011,47.0214,2/14/2011,68.9407,2/14/2011,69.0608,2/14/2011,32.0682,2/14/2011,9.2602,2/14/2011,11.4701,2/14/2011,73.6248,2/14/2011,20.8263,2/14/2011,15.8419,2/14/2011,25.1141,2/14/2011,20.1417,2/14/2011,15.3976,2/14/2011,200.9368,2/14/2011,16.6827,2/14/2011,8.1912,2/14/2011,35.6354,2/14/2011,15.4456,2/14/2011,32.7889,2/14/2011,16.8148,2/14/2011,49.4235,2/14/2011,10.7375,2/14/2011,16.2023,2/14/2011,3.9845,2/14/2011,19.9736,,,2/14/2011,4.8283,2/14/2011,23.4807,2/14/2011,11.4821,2/14/2011,5.8972,2/14/2011,0.8528,2/14/2011,15.0252,2/14/2011,13.0915,2/14/2011,9.7646,2/14/2011,10.9536,2/14/2011,18.0999,2/14/2011,61.8544,2/15/2011,1559.7755,2/15/2011,8.8021,2/14/2011,13.6440,2/14/2011,5.5489,2/14/2011,18.2561,2/14/2011,23.5647,2/14/2011,11.7704
2/15/2011,46.8172,2/15/2011,34.7187,2/15/2011,104.0248,2/15/2011,6.3538,2/15/2011,13.3286,2/15/2011,291.6517,2/15/2011,34.5874,2/15/2011,32.1032,2/15/2011,3648.6325,2/15/2011,92.6789,2/15/2011,23.4205,2/15/2011,12.9583,2/15/2011,66.1651,2/15/2011,6.3776,2/15/2011,23.3608,2/15/2011,2.8783,2/15/2011,10.8683,2/15/2011,46.2797,2/15/2011,67.9565,2/15/2011,69.1508,2/15/2011,31.4224,2/15/2011,9.0649,2/15/2011,11.2624,2/15/2011,72.6144,2/15/2011,20.5781,2/15/2011,15.8366,2/15/2011,25.2598,2/15/2011,19.7540,2/15/2011,16.0516,2/15/2011,195.9871,2/15/2011,16.2666,2/15/2011,8.4796,2/15/2011,35.1845,2/15/2011,15.7530,2/15/2011,32.8795,2/15/2011,16.1113,2/15/2011,50.3404,2/15/2011,10.7488,2/15/2011,16.6726,2/15/2011,3.9472,2/15/2011,20.0406,,,2/15/2011,4.8012,2/15/2011,23.3728,2/15/2011,11.4296,2/15/2011,5.9238,2/15/2011,0.8480,2/15/2011,15.5022,2/15/2011,13.5794,2/15/2011,9.7695,2/15/2011,10.8444,2/15/2011,17.8670,2/15/2011,62.7015,2/16/2011,1593.5969,2/16/2011,9.1387,2/15/2011,13.6510,2/15/2011,5.4103,2/15/2011,17.8431,2/15/2011,23.2175,2/15/2011,11.6685
2/16/2011,47.1867,2/16/2011,35.6110,2/16/2011,105.0054,2/16/2011,6.5584,2/16/2011,13.3437,2/16/2011,304.1453,2/16/2011,35.2168,2/16/2011,31.3344,2/16/2011,3631.5852,2/16/2011,92.3426,2/16/2011,23.4620,2/16/2011,12.8181,2/16/2011,67.4949,2/16/2011,6.4986,2/16/2011,23.3425,2/16/2011,2.9029,2/16/2011,11.1815,2/16/2011,46.1713,2/16/2011,69.5257,2/16/2011,69.7647,2/16/2011,32.0631,2/16/2011,9.2821,2/16/2011,11.1337,2/16/2011,72.5122,2/16/2011,21.1325,2/16/2011,15.9121,2/16/2011,24.8357,2/16/2011,19.8543,2/16/2011,17.1067,2/16/2011,196.6312,2/16/2011,16.4138,2/16/2011,8.4697,2/16/2011,35.3602,2/16/2011,15.8762,2/16/2011,32.4931,2/16/2011,16.2466,2/16/2011,50.1732,2/16/2011,11.7788,2/16/2011,16.9394,2/16/2011,3.9273,2/16/2011,20.1768,,,2/16/2011,4.8501,2/16/2011,23.3067,2/16/2011,11.8027,2/16/2011,6.0088,2/16/2011,0.8601,2/16/2011,15.1953,2/16/2011,13.4870,2/16/2011,9.7121,2/16/2011,10.9187,2/16/2011,18.1101,2/16/2011,62.7165,2/17/2011,1554.8085,2/17/2011,9.4969,2/16/2011,13.7618,2/16/2011,5.4713,2/16/2011,18.0624,2/16/2011,23.2469,2/16/2011,11.6115
2/17/2011,49.2856,2/17/2011,36.4390,2/17/2011,105.4148,2/17/2011,6.4113,2/17/2011,13.4590,2/17/2011,306.0391,2/17/2011,36.1988,2/17/2011,31.1922,2/17/2011,3631.8886,2/17/2011,94.9694,2/17/2011,23.4842,2/17/2011,13.4350,2/17/2011,67.8353,2/17/2011,6.6034,2/17/2011,23.6283,2/17/2011,2.9295,2/17/2011,11.1778,2/17/2011,46.8844,2/17/2011,70.4767,2/17/2011,70.8368,2/17/2011,31.7805,2/17/2011,9.4849,2/17/2011,11.3099,2/17/2011,73.5983,2/17/2011,21.1190,2/17/2011,16.1364,2/17/2011,24.9370,2/17/2011,19.8823,2/17/2011,17.9253,2/17/2011,200.0240,2/17/2011,16.6407,2/17/2011,8.4164,2/17/2011,35.6706,2/17/2011,15.9803,2/17/2011,33.4614,2/17/2011,16.7487,2/17/2011,50.7864,2/17/2011,11.7901,2/17/2011,16.6767,2/17/2011,3.9230,2/17/2011,20.2065,,,2/17/2011,4.9826,2/17/2011,23.6523,2/17/2011,12.0663,2/17/2011,6.0512,2/17/2011,0.8524,2/17/2011,15.5241,2/17/2011,13.4710,2/17/2011,9.6170,2/17/2011,10.8536,2/17/2011,18.2975,2/17/2011,63.5130,2/18/2011,1779.9158,2/18/2011,9.4769,2/17/2011,13.6631,2/17/2011,5.6429,2/17/2011,18.7538,2/17/2011,23.1000,2/17/2011,11.5260
