,914 HK Equity,,2899 HK Equity,,358 HK Equity,,2600 HK Equity,,3993 HK Equity,,656 HK Equity,,3323 HK Equity,,2009 HK Equity,,3983 HK Equity,,1818 HK Equity,,2128 HK Equity,,691 HK Equity,,930 HK Equity,,2626 HK Equity,,246 HK Equity,,468 HK Equity,,189 HK Equity,,906 HK Equity,,743 HK Equity,,2233 HK Equity,,1053 HK Equity,,1768 HK Equity,,2198 HK Equity,,3868 HK Equity,,3833 HK Equity,,1091 HK Equity,,1938 HK Equity,,769 HK Equity,,1266 HK Equity,,609 HK Equity,,3330 HK Equity,,1090 HK Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2012,2.9535,9/21/2012,0.4037,9/21/2012,2.4892,9/21/2012,0.4218,9/21/2012,0.4153,9/21/2012,0.4966,9/21/2012,1.0847,,,9/21/2012,0.5791,9/21/2012,1.7592,,,11/22/2012,0.6567,,,9/21/2012,0.2941,,,,,9/21/2012,0.4553,,,10/9/2012,0.4321,,,9/21/2012,0.1238,,,,,9/21/2012,0.2618,9/21/2012,0.1883,,,,,9/21/2012,0.2218,,,9/21/2012,0.1419,9/21/2012,0.4566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2012,3.0956,9/24/2012,0.4024,9/24/2012,2.4971,9/24/2012,0.4166,9/24/2012,0.4269,9/24/2012,0.4992,9/24/2012,1.1015,,,9/24/2012,0.5804,9/24/2012,1.7645,,,11/23/2012,0.6697,,,9/24/2012,0.2889,,,,,9/24/2012,0.4489,,,10/10/2012,0.4282,,,9/24/2012,0.1225,,,,,9/24/2012,0.2618,9/24/2012,0.1896,,,,,9/24/2012,0.2193,,,9/24/2012,0.1419,9/24/2012,0.4502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2012,3.1791,9/25/2012,0.4011,9/25/2012,2.4995,9/25/2012,0.4179,9/25/2012,0.4256,9/25/2012,0.4940,9/25/2012,1.1208,,,9/25/2012,0.5920,9/25/2012,1.8056,,,11/26/2012,0.6671,,,9/25/2012,0.2941,,,,,9/25/2012,0.4514,,,10/11/2012,0.4270,,,9/25/2012,0.1212,,,,,9/25/2012,0.2618,9/25/2012,0.1870,,,,,9/25/2012,0.2167,,,9/25/2012,0.1419,9/25/2012,0.4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2012,3.0629,9/26/2012,0.3908,9/26/2012,2.4400,9/26/2012,0.4062,9/26/2012,0.4153,9/26/2012,0.4888,9/26/2012,1.0807,,,9/26/2012,0.5687,9/26/2012,1.7720,,,11/27/2012,0.6503,,,9/26/2012,0.2850,,,,,9/26/2012,0.4449,,,10/12/2012,0.4270,,,9/26/2012,0.1199,,,,,9/26/2012,0.2618,9/26/2012,0.1793,,,,,9/26/2012,0.2154,,,9/26/2012,0.1419,9/26/2012,0.4204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2012,3.1145,9/27/2012,0.3972,9/27/2012,2.4710,9/27/2012,0.4075,9/27/2012,0.4243,9/27/2012,0.4836,9/27/2012,1.1014,,,9/27/2012,0.5765,9/27/2012,1.7900,,,11/28/2012,0.6477,,,9/27/2012,0.2837,,,,,9/27/2012,0.4449,,,10/15/2012,0.4335,,,9/27/2012,0.1199,,,,,9/27/2012,0.2618,9/27/2012,0.1793,,,,,9/27/2012,0.2154,,,9/27/2012,0.1419,9/27/2012,0.4256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2012,3.1144,9/28/2012,0.4037,9/28/2012,2.5328,9/28/2012,0.4140,9/28/2012,0.4307,9/28/2012,0.4797,9/28/2012,1.1052,,,9/28/2012,0.5919,9/28/2012,1.8158,,,11/29/2012,0.6619,,,9/28/2012,0.2837,,,,,9/28/2012,0.4449,,,10/16/2012,0.4348,,,9/28/2012,0.1212,,,,,9/28/2012,0.2618,9/28/2012,0.1805,,,,,9/28/2012,0.2218,,,9/28/2012,0.1419,9/28/2012,0.4462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2012,3.1529,10/3/2012,0.4075,10/3/2012,2.5016,10/3/2012,0.4075,10/3/2012,0.4307,10/3/2012,0.4797,10/3/2012,1.1128,,,10/3/2012,0.5932,10/3/2012,1.8131,,,11/30/2012,0.6826,,,10/3/2012,0.2850,,,,,10/3/2012,0.4500,,,10/17/2012,0.4361,,,10/3/2012,0.1199,,,,,10/3/2012,0.2618,10/3/2012,0.1818,,,,,10/3/2012,0.2179,,,10/3/2012,0.1419,10/3/2012,0.4475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2012,3.1465,10/4/2012,0.4062,10/4/2012,2.5198,10/4/2012,0.4101,10/4/2012,0.4307,10/4/2012,0.4939,10/4/2012,1.1077,,,10/4/2012,0.6035,10/4/2012,1.8260,,,12/3/2012,0.6903,,,10/4/2012,0.2837,,,,,10/4/2012,0.5004,,,10/18/2012,0.4503,,,10/4/2012,0.1225,,,,,10/4/2012,0.2618,10/4/2012,0.1831,,,,,10/4/2012,0.2192,,,10/4/2012,0.1419,10/4/2012,0.4501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2012,3.1926,10/5/2012,0.4179,10/5/2012,2.5721,10/5/2012,0.4231,10/5/2012,0.4463,10/5/2012,0.5044,10/5/2012,1.1210,,,10/5/2012,0.6243,10/5/2012,1.8575,,,12/4/2012,0.6864,,,10/5/2012,0.2877,,,,,10/5/2012,0.5044,,,10/19/2012,0.4452,,,10/5/2012,0.1225,,,,,10/5/2012,0.2619,10/5/2012,0.1858,,,,,10/5/2012,0.2245,,,10/5/2012,0.1432,10/5/2012,0.4631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2012,3.1475,10/8/2012,0.3986,10/8/2012,2.5361,10/8/2012,0.4205,10/8/2012,0.4476,10/8/2012,0.4928,10/8/2012,1.0874,,,10/8/2012,0.6231,10/8/2012,1.7543,,,12/5/2012,0.7045,,,10/8/2012,0.2864,,,,,10/8/2012,0.4837,,,10/22/2012,0.4465,,,10/8/2012,0.1238,,,,,10/8/2012,0.2619,10/8/2012,0.1858,,,,,10/8/2012,0.2193,,,10/8/2012,0.1419,10/8/2012,0.4425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2012,3.1088,10/9/2012,0.3999,10/9/2012,2.4948,10/9/2012,0.4231,10/9/2012,0.4463,10/9/2012,0.5018,10/9/2012,1.0746,,,10/9/2012,0.6231,10/9/2012,1.7595,,,12/6/2012,0.7174,,,10/9/2012,0.2864,,,,,10/9/2012,0.4825,,,10/24/2012,0.4387,,,10/9/2012,0.1226,,,,,10/9/2012,0.2619,10/9/2012,0.1883,,,,,10/9/2012,0.2193,,,10/9/2012,0.1458,10/9/2012,0.4541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2012,3.1408,10/10/2012,0.4063,10/10/2012,2.5127,10/10/2012,0.4192,10/10/2012,0.4489,10/10/2012,0.5005,10/10/2012,1.0874,,,10/10/2012,0.6398,10/10/2012,1.7671,,,12/7/2012,0.7342,,,10/10/2012,0.2838,,,,,10/10/2012,0.5031,,,10/25/2012,0.4258,,,10/10/2012,0.1264,,,,,10/10/2012,0.2618,10/10/2012,0.1870,,,,,10/10/2012,0.2219,,,10/10/2012,0.1445,10/10/2012,0.4450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2012,3.2377,10/11/2012,0.4089,10/11/2012,2.4973,10/11/2012,0.4128,10/11/2012,0.4347,10/11/2012,0.5044,10/11/2012,1.0977,,,10/11/2012,0.6527,10/11/2012,1.7930,,,12/10/2012,0.7329,,,10/11/2012,0.2864,,,,,10/11/2012,0.5134,,,10/26/2012,0.4181,,,10/11/2012,0.1251,,,,,10/11/2012,0.2619,10/11/2012,0.1883,,,,,10/11/2012,0.2296,,,10/11/2012,0.1458,10/11/2012,0.4541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2012,3.2703,10/12/2012,0.4128,10/12/2012,2.5001,10/12/2012,0.4309,10/12/2012,0.4386,10/12/2012,0.4967,10/12/2012,1.1095,,,10/12/2012,0.6824,10/12/2012,1.8164,,,12/11/2012,0.7213,,,10/12/2012,0.2941,,,,,10/12/2012,0.5070,,,10/29/2012,0.4181,,,10/12/2012,0.1277,,,,,10/12/2012,0.2619,10/12/2012,0.1922,,,,,10/12/2012,0.2309,,,10/12/2012,0.1458,10/12/2012,0.4567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2012,3.2705,10/15/2012,0.4064,10/15/2012,2.5080,10/15/2012,0.4322,10/15/2012,0.4399,10/15/2012,0.5006,10/15/2012,1.1173,,,10/15/2012,0.6670,10/15/2012,1.7494,,,12/12/2012,0.7316,,,10/15/2012,0.2877,,,,,10/15/2012,0.5083,,,10/30/2012,0.4181,,,10/15/2012,0.1264,,,,,10/15/2012,0.2619,10/15/2012,0.1909,,,,,10/15/2012,0.2271,,,10/15/2012,0.1445,10/15/2012,0.4477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2012,3.2962,10/16/2012,0.4090,10/16/2012,2.5079,10/16/2012,0.4373,10/16/2012,0.4348,10/16/2012,0.5018,10/16/2012,1.1134,,,10/16/2012,0.6683,10/16/2012,1.7700,,,12/13/2012,0.7174,,,10/16/2012,0.2877,,,,,10/16/2012,0.5070,,,10/31/2012,0.4245,,,10/16/2012,0.1290,,,,,10/16/2012,0.2619,10/16/2012,0.1896,,,,,10/16/2012,0.2245,,,10/16/2012,0.1432,10/16/2012,0.4502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2012,3.3478,10/17/2012,0.4154,10/17/2012,2.5931,10/17/2012,0.4528,10/17/2012,0.4399,10/17/2012,0.4993,10/17/2012,1.1237,,,10/17/2012,0.6838,10/17/2012,1.7700,,,12/14/2012,0.7264,,,10/17/2012,0.2929,,,,,10/17/2012,0.4812,,,11/1/2012,0.4361,,,10/17/2012,0.1303,,,,,10/17/2012,0.2619,10/17/2012,0.1974,,,,,10/17/2012,0.2284,,,10/17/2012,0.1445,10/17/2012,0.4606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2012,3.4256,10/18/2012,0.4168,10/18/2012,2.6966,10/18/2012,0.4632,10/18/2012,0.4542,10/18/2012,0.5084,10/18/2012,1.2051,,,10/18/2012,0.6735,10/18/2012,1.7625,,,12/17/2012,0.7329,,,10/18/2012,0.3006,,,,,10/18/2012,0.5187,,,11/2/2012,0.4387,,,10/18/2012,0.1587,,,,,10/18/2012,0.2619,10/18/2012,0.2103,,,,,10/18/2012,0.2361,,,10/18/2012,0.1471,10/18/2012,0.4619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2012,3.5161,10/19/2012,0.4116,10/19/2012,2.6968,10/19/2012,0.4658,10/19/2012,0.4516,10/19/2012,0.5045,10/19/2012,1.2207,,,10/19/2012,0.6852,10/19/2012,1.7445,,,12/18/2012,0.7252,,,10/19/2012,0.2994,,,,,10/19/2012,0.5458,,,11/5/2012,0.4387,,,10/19/2012,0.1561,,,,,10/19/2012,0.2619,10/19/2012,0.2065,,,,,10/19/2012,0.2426,,,10/19/2012,0.1471,10/19/2012,0.4568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2012,3.4709,10/22/2012,0.4103,10/22/2012,2.7226,10/22/2012,0.4658,10/22/2012,0.4542,10/22/2012,0.5071,10/22/2012,1.2581,,,10/22/2012,0.6826,10/22/2012,1.7161,,,12/19/2012,0.7329,,,10/22/2012,0.3019,,,,,10/22/2012,0.5484,,,11/6/2012,0.4374,,,10/22/2012,0.1548,,,,,10/22/2012,0.2619,10/22/2012,0.2090,,,,,10/22/2012,0.2439,,,10/22/2012,0.1471,10/22/2012,0.4503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2012,3.3354,10/24/2012,0.4103,10/24/2012,2.6580,10/24/2012,0.4606,10/24/2012,0.4529,10/24/2012,0.5135,10/24/2012,1.2322,,,10/24/2012,0.6606,10/24/2012,1.6903,,,12/20/2012,0.7226,,,10/24/2012,0.3135,,,,,10/24/2012,0.5832,,,11/7/2012,0.4438,,,10/24/2012,0.1548,,,,,10/24/2012,0.2619,10/24/2012,0.2245,,,,,10/24/2012,0.2452,,,10/24/2012,0.1574,10/24/2012,0.4581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2012,3.3547,10/25/2012,0.4103,10/25/2012,2.6322,10/25/2012,0.4593,10/25/2012,0.4464,10/25/2012,0.5045,10/25/2012,1.2219,,,10/25/2012,0.6309,10/25/2012,1.6541,,,12/21/2012,0.7122,,,10/25/2012,0.3071,,,,,10/25/2012,0.5651,,,11/8/2012,0.4412,,,10/25/2012,0.1600,,,,,10/25/2012,0.2619,10/25/2012,0.2168,,,,,10/25/2012,0.2335,,,10/25/2012,0.1523,10/25/2012,0.4503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2012,3.2967,10/26/2012,0.3897,10/26/2012,2.6064,10/26/2012,0.4361,10/26/2012,0.4297,10/26/2012,0.4890,10/26/2012,1.1832,,,10/26/2012,0.6258,10/26/2012,1.5922,,,12/24/2012,0.7148,,,10/26/2012,0.2994,,,,,10/26/2012,0.5664,,,11/9/2012,0.4322,,,10/26/2012,0.1613,,,,,10/26/2012,0.2619,10/26/2012,0.2052,,,,,10/26/2012,0.2245,,,10/26/2012,0.1523,10/26/2012,0.4426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2012,3.3483,10/29/2012,0.4000,10/29/2012,2.6128,10/29/2012,0.4348,10/29/2012,0.4271,10/29/2012,0.4968,10/29/2012,1.2309,,,10/29/2012,0.6361,10/29/2012,1.6877,,,12/27/2012,0.7327,,,10/29/2012,0.2993,,,,,10/29/2012,0.5755,,,11/12/2012,0.4309,,,10/29/2012,0.1587,,,,,10/29/2012,0.2619,10/29/2012,0.2077,,,,,10/29/2012,0.2219,,,10/29/2012,0.1523,10/29/2012,0.4426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2012,3.3613,10/30/2012,0.4026,10/30/2012,2.5677,10/30/2012,0.4361,10/30/2012,0.4168,10/30/2012,0.4877,10/30/2012,1.2452,,,10/30/2012,0.6232,10/30/2012,1.6516,,,12/28/2012,0.7237,,,10/30/2012,0.2929,,,,,10/30/2012,0.5626,,,11/13/2012,0.4232,,,10/30/2012,0.1561,,,,,10/30/2012,0.2619,10/30/2012,0.2065,,,,,10/30/2012,0.2245,,,10/30/2012,0.1523,10/30/2012,0.4374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2012,3.4579,10/31/2012,0.4026,10/31/2012,2.5870,10/31/2012,0.4374,10/31/2012,0.4284,10/31/2012,0.4916,10/31/2012,1.2748,,,10/31/2012,0.6335,10/31/2012,1.6774,,,12/31/2012,0.7315,,,10/31/2012,0.2968,,,,,10/31/2012,0.5716,,,11/14/2012,0.4232,,,10/31/2012,0.1561,,,,,10/31/2012,0.2619,10/31/2012,0.2103,,,,,10/31/2012,0.2284,,,10/31/2012,0.1510,10/31/2012,0.4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2012,3.6258,11/1/2012,0.4065,11/1/2012,2.6709,11/1/2012,0.4400,11/1/2012,0.4413,11/1/2012,0.5097,11/1/2012,1.3393,,,11/1/2012,0.6619,11/1/2012,1.7135,,,1/2/2013,0.7612,,,11/1/2012,0.2994,,,,,11/1/2012,0.5871,,,11/15/2012,0.4193,,,11/1/2012,0.1587,,,,,11/1/2012,0.2619,11/1/2012,0.2155,,,,,11/1/2012,0.2323,,,11/1/2012,0.1523,11/1/2012,0.4439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2012,3.6580,11/2/2012,0.4052,11/2/2012,2.6838,11/2/2012,0.4464,11/2/2012,0.4413,11/2/2012,0.5110,11/2/2012,1.3574,,,11/2/2012,0.6400,11/2/2012,1.6980,,,1/3/2013,0.7651,,,11/2/2012,0.2968,,,,,11/2/2012,0.5987,,,11/16/2012,0.4206,,,11/2/2012,0.1587,,,,,11/2/2012,0.2619,11/2/2012,0.2168,,,,,11/2/2012,0.2335,,,11/2/2012,0.1535,11/2/2012,0.4452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2012,3.6515,11/5/2012,0.3961,11/5/2012,2.6386,11/5/2012,0.4477,11/5/2012,0.4361,11/5/2012,0.5200,11/5/2012,1.3626,,,11/5/2012,0.6490,11/5/2012,1.6490,,,1/4/2013,0.7535,,,11/5/2012,0.3032,,,,,11/5/2012,0.6297,,,11/19/2012,0.4257,,,11/5/2012,0.1561,,,,,11/5/2012,0.2619,11/5/2012,0.2090,,,,,11/5/2012,0.2323,,,11/5/2012,0.1535,11/5/2012,0.4323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2012,3.6127,11/6/2012,0.3974,11/6/2012,2.6128,11/6/2012,0.4439,11/6/2012,0.4348,11/6/2012,0.5393,11/6/2012,1.3677,,,11/6/2012,0.6426,11/6/2012,1.6644,,,1/7/2013,0.7586,,,11/6/2012,0.3032,,,,,11/6/2012,0.6193,,,11/20/2012,0.4219,,,11/6/2012,0.1535,,,,,11/6/2012,0.2619,11/6/2012,0.2129,,,,,11/6/2012,0.2374,,,11/6/2012,0.1535,11/6/2012,0.4335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2012,3.5740,11/7/2012,0.4219,11/7/2012,2.6579,11/7/2012,0.4555,11/7/2012,0.4400,11/7/2012,0.5445,11/7/2012,1.3806,,,11/7/2012,0.6554,11/7/2012,1.7676,,,1/8/2013,0.7380,,,11/7/2012,0.3045,,,,,11/7/2012,0.6296,,,11/21/2012,0.4206,,,11/7/2012,0.1548,,,,,11/7/2012,0.2619,11/7/2012,0.2206,,,,,11/7/2012,0.2400,,,11/7/2012,0.1548,11/7/2012,0.4477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2012,3.4574,11/8/2012,0.4115,11/8/2012,2.5776,11/8/2012,0.4412,11/8/2012,0.4244,11/8/2012,0.5380,11/8/2012,1.3314,,,11/8/2012,0.6592,11/8/2012,1.7261,,,1/9/2013,0.7443,,,11/8/2012,0.3045,,,,,11/8/2012,0.6076,,,11/22/2012,0.4206,,,11/8/2012,0.1484,,,,,11/8/2012,0.2619,11/8/2012,0.2103,,,,,11/8/2012,0.2296,,,11/8/2012,0.1548,11/8/2012,0.4399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2012,3.3995,11/9/2012,0.4167,11/9/2012,2.5777,11/9/2012,0.4258,11/9/2012,0.4270,11/9/2012,0.5406,11/9/2012,1.3288,,,11/9/2012,0.6399,11/9/2012,1.7391,,,1/10/2013,0.7534,,,11/9/2012,0.3083,,,,,11/9/2012,0.6012,,,11/23/2012,0.4245,,,11/9/2012,0.1471,,,,,11/9/2012,0.2619,11/9/2012,0.2051,,,,,11/9/2012,0.2271,,,11/9/2012,0.1574,11/9/2012,0.4387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2012,3.2901,11/12/2012,0.4142,11/12/2012,2.5366,11/12/2012,0.4245,11/12/2012,0.4219,11/12/2012,0.5342,11/12/2012,1.2631,,,11/12/2012,0.6180,11/12/2012,1.7315,,,1/11/2013,0.7327,,,11/12/2012,0.3045,,,,,11/12/2012,0.5780,,,11/26/2012,0.4310,,,11/12/2012,0.1445,,,,,11/12/2012,0.2619,11/12/2012,0.2064,,,,,11/12/2012,0.2232,,,11/12/2012,0.1574,11/12/2012,0.4361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2012,3.2127,11/13/2012,0.4064,11/13/2012,2.5082,11/13/2012,0.4167,11/13/2012,0.4103,11/13/2012,0.5264,11/13/2012,1.2206,,,11/13/2012,0.6012,11/13/2012,1.7237,,,1/14/2013,0.7404,,,11/13/2012,0.3058,,,,,11/13/2012,0.5613,,,11/27/2012,0.4335,,,11/13/2012,0.1419,,,,,11/13/2012,0.2619,11/13/2012,0.1974,,,,,11/13/2012,0.2168,,,11/13/2012,0.1574,11/13/2012,0.4258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2012,3.2192,11/14/2012,0.4090,11/14/2012,2.5289,11/14/2012,0.4284,11/14/2012,0.4155,11/14/2012,0.5342,11/14/2012,1.2348,,,11/14/2012,0.6258,11/14/2012,1.7341,,,1/15/2013,0.7482,,,11/14/2012,0.3122,,,,,11/14/2012,0.5716,,,11/28/2012,0.4245,,,11/14/2012,0.1458,,,,,11/14/2012,0.2619,11/14/2012,0.2013,,,,,11/14/2012,0.2206,,,11/14/2012,0.1574,11/14/2012,0.4258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2012,3.2121,11/15/2012,0.4038,11/15/2012,2.4665,11/15/2012,0.4193,11/15/2012,0.4154,11/15/2012,0.5418,11/15/2012,1.2204,,,11/15/2012,0.6282,11/15/2012,1.7157,,,1/16/2013,0.7417,,,11/15/2012,0.3109,,,,,11/15/2012,0.5741,,,11/29/2012,0.4206,,,11/15/2012,0.1432,,,,,11/15/2012,0.2619,11/15/2012,0.1974,,,,,11/15/2012,0.2167,,,11/15/2012,0.1574,11/15/2012,0.4257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/2012,3.1735,11/16/2012,0.3986,11/16/2012,2.4562,11/16/2012,0.4270,11/16/2012,0.4102,11/16/2012,0.5431,11/16/2012,1.2281,,,11/16/2012,0.6386,11/16/2012,1.6822,,,1/17/2013,0.7237,,,11/16/2012,0.3083,,,,,11/16/2012,0.5870,,,11/30/2012,0.4310,,,11/16/2012,0.1432,,,,,11/16/2012,0.2619,11/16/2012,0.1974,,,,,11/16/2012,0.2180,,,11/16/2012,0.1574,11/16/2012,0.4218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2012,3.2508,11/19/2012,0.4038,11/19/2012,2.4871,11/19/2012,0.4218,11/19/2012,0.4128,11/19/2012,0.5379,11/19/2012,1.2345,,,11/19/2012,0.6295,11/19/2012,1.7054,,,1/18/2013,0.7417,,,11/19/2012,0.3096,,,,,11/19/2012,0.5805,,,12/3/2012,0.4284,,,11/19/2012,0.1432,,,,,11/19/2012,0.2619,11/19/2012,0.2012,,,,,11/19/2012,0.2206,,,11/19/2012,0.1535,11/19/2012,0.4205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2012,3.2128,11/20/2012,0.4026,11/20/2012,2.4877,11/20/2012,0.4168,11/20/2012,0.4064,11/20/2012,0.5419,11/20/2012,1.2167,,,11/20/2012,0.6271,11/20/2012,1.6825,,,1/21/2013,0.7339,,,11/20/2012,0.3084,,,,,11/20/2012,0.5806,,,12/4/2012,0.4323,,,11/20/2012,0.1445,,,,,11/20/2012,0.2619,11/20/2012,0.1987,,,,,11/20/2012,0.2219,,,11/20/2012,0.1548,11/20/2012,0.4284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2012,3.2708,11/21/2012,0.4064,11/21/2012,2.5134,11/21/2012,0.4258,11/21/2012,0.4077,11/21/2012,0.5535,11/21/2012,1.2451,,,11/21/2012,0.6374,11/21/2012,1.7006,,,1/22/2013,0.7287,,,11/21/2012,0.3110,,,,,11/21/2012,0.5793,,,12/5/2012,0.4387,,,11/21/2012,0.1510,,,,,11/21/2012,0.2619,11/21/2012,0.2013,,,,,11/21/2012,0.2206,,,11/21/2012,0.1510,11/21/2012,0.4245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2012,3.2771,11/22/2012,0.4051,11/22/2012,2.5030,11/22/2012,0.4271,11/22/2012,0.4090,11/22/2012,0.5483,11/22/2012,1.2399,,,11/22/2012,0.6386,11/22/2012,1.6927,,,1/23/2013,0.7378,,,11/22/2012,0.3200,,,,,11/22/2012,0.5819,,,12/6/2012,0.4374,,,11/22/2012,0.1458,,,,,11/22/2012,0.2619,11/22/2012,0.1987,,,,,11/22/2012,0.2193,,,11/22/2012,0.1510,11/22/2012,0.4258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2012,3.3096,11/23/2012,0.4039,11/23/2012,2.5393,11/23/2012,0.4297,11/23/2012,0.4193,11/23/2012,0.5510,11/23/2012,1.2722,,,11/23/2012,0.6168,11/23/2012,1.7083,,,1/24/2013,0.7159,,,11/23/2012,0.3252,,,,,11/23/2012,0.5832,,,12/7/2012,0.4374,,,11/23/2012,0.1484,,,,,11/23/2012,0.2619,11/23/2012,0.2052,,,,,11/23/2012,0.2297,,,11/23/2012,0.1523,11/23/2012,0.4284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2012,3.2645,11/26/2012,0.4039,11/26/2012,2.5368,11/26/2012,0.4258,11/26/2012,0.4168,11/26/2012,0.5652,11/26/2012,1.2529,,,11/26/2012,0.6142,11/26/2012,1.7342,,,1/25/2013,0.6926,,,11/26/2012,0.3226,,,,,11/26/2012,0.5794,,,12/10/2012,0.4361,,,11/26/2012,0.1626,,,,,11/26/2012,0.2619,11/26/2012,0.2052,,,,,11/26/2012,0.2207,,,11/26/2012,0.1510,11/26/2012,0.4310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2012,3.2386,11/27/2012,0.4013,11/27/2012,2.5032,11/27/2012,0.4271,11/27/2012,0.4116,11/27/2012,0.5703,11/27/2012,1.2400,,,11/27/2012,0.6026,11/27/2012,1.7471,,,1/28/2013,0.7064,,,11/27/2012,0.3174,,,,,11/27/2012,0.5806,,,12/11/2012,0.4348,,,11/27/2012,0.1639,,,,,11/27/2012,0.2619,11/27/2012,0.2052,,,,,11/27/2012,0.2194,,,11/27/2012,0.1510,11/27/2012,0.4361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2012,3.2838,11/28/2012,0.4000,11/28/2012,2.4903,11/28/2012,0.4206,11/28/2012,0.4090,11/28/2012,0.5626,11/28/2012,1.2671,,,11/28/2012,0.6039,11/28/2012,1.7083,,,1/29/2013,0.7257,,,11/28/2012,0.3148,,,,,11/28/2012,0.5652,,,12/12/2012,0.4400,,,11/28/2012,0.1639,,,,,11/28/2012,0.2619,11/28/2012,0.1987,,,,,11/28/2012,0.2155,,,11/28/2012,0.1510,11/28/2012,0.4258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2012,3.2258,11/29/2012,0.3974,11/29/2012,2.5058,11/29/2012,0.4194,11/29/2012,0.4103,11/29/2012,0.5677,11/29/2012,1.2619,,,11/29/2012,0.6155,11/29/2012,1.6826,,,1/30/2013,0.7360,,,11/29/2012,0.3174,,,,,11/29/2012,0.5497,,,12/13/2012,0.4374,,,11/29/2012,0.1665,,,,,11/29/2012,0.2619,11/29/2012,0.2000,,,,,11/29/2012,0.2129,,,11/29/2012,0.1497,11/29/2012,0.4194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
