"","ann.ret","ann.std","downrisk","drawdown","sharpe","sortino","omega","wl","skewness","kurtosis"
"BRAXFDB.KY.Equity",0.0469888276068713,0.0447095225541546,0.0243695169049741,-0.0371512809086963,0.939147304827784,1.72300615439368,2.81413106666457,0.627118644067797,2.10630629111257,10.6349958445234
"BRVBRZL.KY.Equity",-0.215161645570776,0.275871056750374,0.175481896698647,-0.793470827406515,-0.798059963825753,-1.25461172754963,0.569146427601666,0.440677966101695,0.479106166021427,1.41417916606348
"CAMAMAP.KY.Equity",0.0376320714050902,0.0716191239643399,0.0278825043057223,-0.0930563523021151,0.455633490034563,1.17034219908264,1.52478259507282,0.464285714285714,0.907290839590301,0.658914061952693
"CAMCCGA.KY.Equity",0.119662945161419,0.0863599701061135,0.0211578547440322,-0.0857856552121451,1.32773257124254,5.419403174311,3.64139916692616,0.6,2.42106124020214,8.87989018970739
"CAMGCSM.KY.Equity",0.0794321565362257,0.179733781805472,0.156758513729076,-0.421621375138509,0.414124466689209,0.474820504262153,1.49659780429905,0.694915254237288,-0.812845831075211,1.84105058389267
"CCASIAU.KY.Equity",0.0200141145063129,0.105795957434399,0.0537402127404898,-0.237131599034414,0.14191576758141,0.279383235396102,1.18323327546322,0.491525423728814,0.16828375362586,-0.634529187695244
"CCIOIGF.KY.Equity",0.129035661782684,0.149869525155524,0.130340343656695,-0.284028244553981,0.827624306235498,0.951629083542875,1.99610085742265,0.633333333333333,-0.97623559933585,1.99672768465097
"CDIFORD.VI.Equity",0.0637849753437456,0.143178442085282,0.105948960790267,-0.268813253716364,0.410571413458538,0.554842396803819,1.4927206197205,0.610169491525424,-0.129959251519974,2.19634375354053
"CEASOPP.AU.Equity",0.109907440802478,0.103418205865656,0.0434452742836826,-0.124794484254684,1.01440012350201,2.41470315315466,2.12364238478285,0.633333333333333,0.112639956356344,-0.938563943297165
"CHCIMPE.KY.Equity",0.116496269540487,0.246614458656085,0.0602814703031018,-0.224552657669024,0.452107593967039,1.84959439409608,2.26949740688355,0.433333333333333,5.55365741036373,35.7436364386268
"CHEAGLE.KY.Equity",0.104537846393007,0.163205912448415,0.133465202432773,-0.321837122320759,0.609891179184258,0.745796241856707,1.80859099398215,0.672413793103448,0.0402325356904886,3.11772352858019
"CHEETAH.US.Equity",-0.0799847388502586,0.330160979752195,0.177834920679432,-0.753864052570869,-0.257403945536037,-0.477885549843461,0.925753177618763,0.53448275862069,1.10886035432114,4.10319783347892
"CHINABS.KY.Equity",0.0786160914064271,0.134399521613089,0.0862935160921125,-0.189721396647469,0.547740724988249,0.853089487370603,1.636448285132,0.533333333333333,0.00309673978079248,0.619366329598854
"CLARCOB.BH.Equity",-0.0555720692676336,0.0931677788442961,0.0981588072539945,-0.245164962342008,-0.650139672953489,-0.6170823684817,0.0254071884309406,0.101694915254237,-7.25439100502883,51.5809922761096
"CMCHCSF.KY.Equity",0.0460467945400456,0.143231695126747,0.0894086989946339,-0.315505139155008,0.286576197424201,0.459091732701637,1.35009519742344,0.583333333333333,0.335518308195748,2.33150634462851
"CMTFGRC.KY.Equity",0.0182686832831307,0.29233563268256,0.222610800353181,-0.596751575064276,0.0453885253787683,0.059604849639278,1.20891261562966,0.46551724137931,0.225911463496839,4.49247511508048
"CNALPHA.KY.Equity",0.119186319508621,0.140098267877786,0.0986830047347566,-0.255350201937057,0.815044477268135,1.1571021759576,2.11679540546348,0.583333333333333,0.275953182823046,4.05263019021117
"CONSTEB.KY.Equity",0.0324502134084406,0.154326722187328,0.0865235614586689,-0.291322223541087,0.17787077324898,0.317257090966524,1.22582334988384,0.533333333333333,0.127111801907168,-0.278434078366829
"CONSTEQ.KY.Equity",0.0283192928431362,0.272512746966169,0.154811998707951,-0.545418586280784,0.0855713837343216,0.150629751167591,1.18894176465798,0.516666666666667,0.271661351591734,0.0854200980528281
"COPLATA.KY.Equity",0.118349382530184,0.0922670326327202,0.0287446383351931,-0.0804991694313022,1.22849277034176,3.9433226192798,2.97694442274446,0.666666666666667,1.68041301452001,4.50372350969057
"CSVCHNO.VI.Equity",0.117057041209021,0.234086307655053,0.153815182574023,-0.31586100105314,0.478699682743287,0.728517428083502,1.57545509640449,0.583333333333333,0.00267335901373842,1.24016575276228
"DALAOFF.KY.Equity",0.0989180819634405,0.0914186184596683,0.0634395253693446,-0.155754957617822,1.02734085841469,1.48043481436297,2.28914111075414,0.672413793103448,-0.223190861244825,1.22242025061374
"DALGCHI.KY.Equity",0.0965494414375483,0.10904130778869,0.0708643319199549,-0.176188105608793,0.839584954492302,1.29189733335747,2.13141311852704,0.566666666666667,0.117205956311147,1.820424498198
"DBDHAAB.KY.Equity",0.0410910377337779,0.0527147672874451,0.0363062007392353,-0.117937342408142,0.684647577726736,0.994073656811332,1.73240544650602,0.7,-0.675230018901708,-0.141073557863928
"DORASPS.KY.Equity",0.173191292750022,0.12562016600578,0.0777305542599427,-0.149165087123547,1.33888768099768,2.16377323372177,2.74028137882347,0.661016949152542,0.00367263890664485,1.34707249387775
"DRAGALT.KY.Equity",-0.0494919083790261,0.229954646904293,0.17583723528162,-0.531236300664137,-0.236968067889081,-0.309899710898844,0.913197727377548,0.466666666666667,-0.122388824454795,3.75215262469208
"EDAF001.KY.Equity",0.0459660106554678,0.0811668300928143,0.0509917974947642,-0.158493824775542,0.504713694111537,0.803384321952451,1.61037189763425,0.596491228070175,0.261879034711706,1.17334122808155
"EMMENAA.BH.Equity",0.0958938997499734,0.115876822593005,0.0645881833766526,-0.308498817764866,0.784401036514613,1.40728373207087,1.88668018542064,0.616666666666667,0.0405202594779641,-0.278067871096203
"ENAMIND.KY.Equity",0.261408262575942,0.211915438918132,0.148219047534962,-0.221235468139018,1.20995555531468,1.72992787931295,2.49734050629659,0.65,-0.197030498554071,0.616640624467204
"EVENSTR.KY.Equity",0.150166660208819,0.0468370420368564,0.0185946164144357,-0.02117002525,3.0993985507152,7.80691878624188,20.1838362913611,0.913793103448276,0.867730423506615,0.773953655071919
"EXPIRES.KY.Equity",-0.0642299440191758,0.236112521957734,0.14109332528696,-0.581910562870569,-0.29320742265236,-0.490667746885784,0.886332133952433,0.508474576271186,0.104517730974659,-0.422738250226834
"FABRAFF.KY.Equity",-0.0429051633999959,0.313898373310638,0.168732221558761,-0.760780787052923,-0.152613608330453,-0.283912361002803,1.00911936131095,0.483333333333333,0.469545773683871,0.464998195238326
"FAFRICA.BH.Equity",-0.0321333484957901,0.131208953777051,0.0908812456777333,-0.491553469715782,-0.283009256814034,-0.408591984175324,0.874866409750131,0.508474576271186,-0.344859047805651,-0.602820552456191
"FAVRORC.KY.Equity",0.0411079391948936,0.137599681328702,0.0712328815647553,-0.371643022775695,0.26241295652886,0.506899881090296,1.2886746297837,0.559322033898305,0.0976129781346351,-0.494726918070779
"FBDREOI.KY.Equity",0.0570543707458082,0.135856220207223,0.0715114101506563,-0.360845833765512,0.383157802170625,0.727916994450857,1.40371217609008,0.559322033898305,0.181182562780622,-0.263087460204575
"FIREFND.KY.Equity",0.0188512270101333,0.161464389387954,0.0881848886857171,-0.424439104696556,0.0857850270430386,0.157070301006988,1.14778978160035,0.5,0.0222316766890372,-0.614326844123479
"FORASMA.KY.Equity",0.0812195066519059,0.0555489756369287,0.0305804094544203,-0.0681488286338933,1.37211363086299,2.49242923857871,2.87491762098969,0.661016949152542,-0.0170841152522478,0.205281273368974
"FOUCHOP.KY.Equity",0.165845789488198,0.180683150615291,0.13923480284575,-0.33829519529855,0.890209125424593,1.15521253451545,2.10506163785396,0.666666666666667,-0.42377072943886,1.31342593382033
"FPP395A.KY.Equity",-0.0957441404314385,0.139895332661316,0.0907211219798567,-0.49229068200292,-0.720139396468201,-1.11048164124125,0.628193896319284,0.416666666666667,-0.103430332257586,-0.134038141329238
"FRTNHDG.KY.Equity",0.137242309526043,0.189301209669888,0.166938840324747,-0.371179892899014,0.698581428806784,0.792160226276826,1.8891227113247,0.644067796610169,-0.565601518377098,3.41933226236482
"GAAOPPO.KY.Equity",0.0252245420395272,0.242186330173341,0.160310343874594,-0.471338874393977,0.0835081898513916,0.126158684154207,1.19988608984663,0.533333333333333,0.511027578938266,3.29911982277243
"GAMCOFA.KY.Equity",0.0161965784820979,0.215120332976432,0.122816832425338,-0.268397128971485,0.0520479785763651,0.0911648530660847,1.1873185553314,0.46551724137931,1.33473341186402,5.08512513955142
"GBAMBOO.KY.Equity",0.0825988630153311,0.262271383960933,0.186902031043934,-0.471003018922411,0.295872396917271,0.415184696398993,1.4134620426474,0.6,0.00698625603319221,2.15089967583968
"GHKNCVF.KY.Equity",0.212971692178139,0.331430867925731,0.167464739357275,-0.414833380212699,0.627496447388063,1.2418834733588,2.1871018423822,0.583333333333333,3.32135777665368,19.5985095125939
"GLDCHPL.KY.Equity",0.13496457831547,0.194920501628316,0.155377982831579,-0.352362138998092,0.666756843070787,0.836441405320241,1.79587797489971,0.655172413793103,-0.475287657193013,2.13841954109775
"GLXCDVA.KY.Equity",0.0601920747273144,0.152346184483839,0.0744032772600407,-0.185695462990067,0.362280649917879,0.741796285860059,1.52904990932745,0.482758620689655,1.85281884095904,6.94727715612339
"GOLDCHI.KY.Equity",0.204773017200687,0.174778147550209,0.110813380956849,-0.18405272082366,1.14300912328469,1.80278785355786,2.54119142415675,0.666666666666667,0.287113172202611,1.32340785843651
"GREASHI.KY.Equity",-0.0493369081245763,0.088873354485632,0.071887718540477,-0.341474470042698,-0.611397065397827,-0.755858013409918,0.662318039111521,0.483333333333333,-0.839776652997303,1.50355428550115
"GRECVPD.MV.Equity",0.0716463664589198,0.153325859655125,0.138324562751767,-0.332607931593305,0.434671402520273,0.481811510067964,1.53489039638482,0.633333333333333,-0.928403819517996,2.5318709752182
"GRNDRGN.KY.Equity",0.0546929746149836,0.182443779267357,0.142624609311944,-0.342862832176409,0.27237417912815,0.34841795433982,1.3451825249623,0.566666666666667,-0.621634206097494,1.70165955947724
"GRSPOPA.KY.Equity",0.0331823515365264,0.063385955287417,0.10128866813402,-0.100766,0.444615079298505,0.278237951546929,2.14244688115034,0.813559322033898,-1.93421507145818,19.3517326935917
"HALCYON.KY.Equity",-0.108075557313051,0.321698034285043,0.202487890827312,-0.792720757481229,-0.351495953540268,-0.558431207175175,0.861919453751174,0.466666666666667,0.162844562899589,0.662172958066374
"HARMFDR.KY.Equity",0.113247111259399,0.441587686871797,0.210815882403947,-0.610288012650179,0.245131634050353,0.513467533968742,1.44513891914803,0.581818181818182,1.11355180799596,2.33922431912686
"HARUSFD.KY.Equity",0.0892842234698383,0.431878622471856,0.210601939687535,-0.629550292985415,0.195157201779143,0.40020630196896,1.38655673247626,0.578947368421053,1.10062311131565,2.36371032963925
"HKPTRLP.US.Equity",0.0702217482967469,0.186408434973132,0.144217220664804,-0.332245114549084,0.349886250083842,0.452246604088552,1.43511526373423,0.660714285714286,-0.223860547777976,1.5385255870068
"ICAPNIT.SJ.Equity",0.112600044519862,0.0326401758974033,0.0242109223561048,-0.0191059999999998,3.29655222625261,4.44427696463743,10.5180383623763,0.844827586206897,-0.600644796275868,0.499006363279099
"ILASCON.US.Equity",0.0221688443169137,0.228323181471432,0.116514702061347,-0.524221191855894,0.0751953621453099,0.147353458517827,1.15921314925765,0.542372881355932,0.448075291713424,0.940640063544099
"INDMAXG.MP.Equity",0.0688169614883101,0.202288728125222,0.157995328198924,-0.338625063411613,0.315474629158801,0.403916762703017,1.41705199019725,0.593220338983051,-0.38395448321037,0.907065391126163
"INDSMLI.MP.Equity",0.140419364732518,0.23284625868722,0.164590060955073,-0.383383004676107,0.581582738309854,0.822767571423905,1.7037841191067,0.627118644067797,-0.125416817761056,0.72804203368743
"INFCOPP.KY.Equity",0.0270374088809326,0.17762521970467,0.138759898623053,-0.406260268919885,0.124066891613552,0.158816841894632,1.20082513811294,0.566666666666667,-0.583355807285662,1.48492867870722
"IVMAOPP.KY.Equity",0.0165508430747523,0.148335139891663,0.123002071608892,-0.335574068671137,0.0778699038082852,0.093907711664242,1.15754684861996,0.610169491525424,-0.744509986299933,1.22250411265733
"JABEMX1.KY.Equity",0.0658236795994429,0.0561379598468461,0.030215393242518,-0.0958416199892791,1.08346793801165,2.01300307797597,2.50293686767792,0.65,0.402809300912452,0.659701278782759
"K2AARFA.AU.Equity",0.071223016093102,0.14184452377869,0.161511065663031,-0.374747194614453,0.466870446097905,0.410021541380122,1.58937589173125,0.7,-2.58791697057367,11.3575967870746
"KARSTAR.US.Equity",0.20684651280675,0.221721312366448,0.139759874904781,-0.341822344248526,0.910361348002261,1.44423793269899,2.13600475189619,0.673469387755102,0.18603345360004,0.626849835230138
"KINGSMD.KY.Equity",0.0693414365565717,0.218070544597386,0.140181771597835,-0.38805860649437,0.295048726894145,0.458985757015252,1.44365975768499,0.542372881355932,0.64859480654554,4.73335983845046
"KISCUSD.KY.Equity",0.0699356931588828,0.0441803107387502,0.020924624419275,-0.025424456329609,1.46978805882251,3.10331463340706,3.31875656057685,0.661016949152542,0.347696599356763,0.328342905827141
"KISGLMS.AU.Equity",0.101293729107832,0.0440787253202823,0.0221829512272376,-0.023305,2.1845851577637,4.34088900622008,5.5809751497776,0.728813559322034,0.158726985664444,-0.0940064366958264
"KKSPCFA.KY.Equity",0.0927107594967373,0.00877432880643242,NA,0,9.99629275716645,NA,Inf,1,1.01151158978885,1.36774051193929
"KNIASPR.VI.Equity",0.0358929585375811,0.0719953360792668,0.0478287323294201,-0.095561915176,0.429096664033459,0.645907951831256,1.59803971994162,0.508474576271186,0.580922145369937,2.89701559260392
"KNOSSPA.KY.Equity",0.0651112505542026,0.229415996334532,0.157037898766508,-0.450924135784713,0.262018566772253,0.382781806343316,1.38463082921172,0.583333333333333,0.292552489439708,2.76789548866175
"KOMOFUN.KY.Equity",0.0301247011682824,0.197088789685816,0.157346984049163,-0.393631246978192,0.127479098168568,0.159677043192847,1.23963927752031,0.542372881355932,-0.152930936983262,2.37679333711563
"KONDORA.KY.Equity",0.000307905666614428,0.0626905044618239,0.0429450353963118,-0.0910215980225986,-0.0748453752871438,-0.109258131704521,1.02915774326093,0.533333333333333,0.00383902173761714,1.63529685797412
"LAUOSSP.KY.Equity",0.0782012511995041,0.270205252600404,0.232139251784539,-0.369809987564028,0.270909800956973,0.31533336407686,1.75915860991592,0.625,1.98140743620694,22.3220560793507
"LBNCHPO.KY.Equity",0.117759729370484,0.173135627654503,0.11950864673209,-0.309682873735836,0.651279756212276,0.943527790280019,1.80018352223467,0.566666666666667,0.133811583071185,2.14782170076111
"LEBEQPR.KY.Equity",-0.0459476101628735,0.300917332359181,0.176379217159601,-0.713979926006617,-0.169307662551194,-0.288852683345182,0.993805562843269,0.509090909090909,0.166833763473017,-0.0509455430423098
"LEGCHNA.KY.Equity",0.147191435383988,0.306251212720873,0.23304212319946,-0.465546516591765,0.464296725948268,0.610153363828936,1.65981932829806,0.593220338983051,0.233603299909237,4.32371685930841
"LHASTRF.KY.Equity",0.0368254668133527,0.00207713769530575,NA,0,15.3217896364199,NA,Inf,1,-1.12606503111308,7.49428210510719
"LUASVAL.KY.Equity",0.0893283040219139,0.17049384280669,0.156249112936776,-0.31813095302527,0.494612020197863,0.539704209751489,1.65533569965036,0.694915254237288,-0.512137436799428,3.51490567248746
"LWLASDF.NT.Equity",0.0479931270773639,0.0233877149392222,0.0610510823491279,-0.033309,1.83827822380641,0.704215640789177,6.57046577445196,0.966101694915254,-1.38902205133745,20.8496157049269
"LYNASIA.KY.Equity",0.0486951072593582,0.149547512199584,0.092080968187251,-0.258302914185551,0.292182107322811,0.474529190119962,1.34178532349394,0.566666666666667,0.021720600047063,-0.348404716853117
"MBALATO.KY.Equity",0.114061509545583,0.119942999254826,0.0727104498062801,-0.128965461175456,0.909277825493386,1.49994271574652,2.32505383653659,0.655172413793103,1.21090459172453,5.54428264510215
"MERINHE.KY.Equity",0.0266847156090519,0.109438905832866,0.0650164185653975,-0.181071006604421,0.198144484760919,0.333526762739786,1.27457759523509,0.483333333333333,0.417576151386896,1.2182500291846
"MERINTF.KY.Equity",0.023463211995812,0.0940370253726456,0.0576800226341575,-0.162797540145598,0.196339813202798,0.320097169741371,1.27492800683785,0.55,0.325566623112795,1.59935641038277
"MIDASEQ.KY.Equity",0.0211741984029141,0.0903581520630025,0.0361069902602692,-0.133505036300676,0.179000987001556,0.44795199728158,1.28118580659789,0.5,2.81433723090007,14.1423161525589
"MNJAPAR.KY.Equity",0.0657820156315598,0.0749021558146883,0.05611968655175,-0.162930710658591,0.811485530295518,1.08307831647475,2.34317153778104,0.689655172413793,0.695991032037657,3.69482900702155
"MQASALA.AU.Equity",-0.0181157740907099,0.0882934594144876,0.0728433695733759,-0.244461811265559,-0.261806188635043,-0.317335321335254,0.88155841350697,0.509090909090909,-1.11947988665316,3.04529497563142
"MQASLSF.KY.Equity",-0.0282395459834921,0.0844821714978581,0.0762835405251199,-0.289633704378706,-0.393450421481352,-0.435736801866799,0.782048837035375,0.5,-1.90469248375579,8.55382907874483
"NAVABRT.KY.Equity",0.0713474753057228,0.00337139755866004,NA,0,19.6795169217874,NA,Inf,1,-1.33159211740136,1.53946927448124
"NAVASIA.KY.Equity",0.0570789125234625,0.123412048975531,0.0915688023985869,-0.240937277520404,0.421992122777153,0.568740784626295,1.47255575511864,0.6,-0.560027180057623,0.242283534052572
"NAVYILD.KY.Equity",0.051916736289364,0.126713564921393,0.0850583913774914,-0.189486499053984,0.370258198626712,0.551582689603737,1.40959143754284,0.55,-0.422032974343845,0.59602593522522
"NEWHBAS.KY.Equity",0.0580125420987663,0.117212114648933,0.0930601650224198,-0.237297906123997,0.45227869369601,0.569658801765446,1.55281304623423,0.633333333333333,-0.381436235563091,1.29842751593412
"NHINDIA.MP.Equity",0.154254797533952,0.205998413501633,0.132922796056858,-0.301294864720149,0.724543432140407,1.1228683262885,1.81352713655737,0.616666666666667,-0.160071567890764,-0.118686465683561
"NORASXD.KY.Equity",0.0552867544271451,0.138371857356669,0.0660909783638407,-0.170275100427042,0.363417499683664,0.760871690388802,1.42438149070886,0.491525423728814,0.637050633784747,0.335393333443599
"NTADUSA.KY.Equity",0.0938881905858073,0.136583577649594,0.115183666408023,-0.331938249677555,0.650797058588189,0.771708293005124,1.72275581153629,0.633333333333333,-0.994241148395574,1.71493153134513
"NTASIAN.KY.Equity",0.0945385528319747,0.136756836747936,0.115181953397516,-0.331507715853199,0.65472816541529,0.777366160156698,1.72827346465817,0.633333333333333,-0.986613603061544,1.70393791099863
"OCMFUND.KY.Equity",0.182793490706258,0.155881434435103,0.114328224893068,-0.263345991129813,1.14056873642818,1.55511459110425,2.47657159173726,0.745762711864407,-0.0869808929392951,1.72272353009115
"OCTAPAF.KY.Equity",0.054771571457829,0.0709002302912996,0.0362947465787882,-0.0883874407586406,0.701994496397801,1.37131613110414,1.88585533199323,0.566666666666667,0.772752598921831,1.72692921420977
"OPAFFRA.VI.Equity",-0.00744601326190275,0.167819026456306,0.119500586692528,-0.507913761662183,-0.0741633027238615,-0.104150227261444,1.02951723889307,0.566666666666667,-0.313471890063715,0.179647060133383
"OZASIAM.KY.Equity",0.084534971830047,0.0746487985837412,0.0447738637482557,-0.0904581337000238,1.06545548406683,1.77637052449255,2.24215069000499,0.654545454545455,-0.187248257863051,-0.22002991995146
"PANGOLN.KY.Equity",0.0719204722566142,0.113344180610674,0.086124413326937,-0.235695348452727,0.590418245524924,0.777020936010064,1.64010275852084,0.633333333333333,-0.761307863751664,1.35821584652852
"PANNOTI.VI.Equity",0.0530201926240645,0.133960036070704,0.0644535831942746,-0.176476738946487,0.358466554896413,0.745035267927977,1.45517488252806,0.516666666666667,1.45991857467197,5.30146395659357
"PARAMEE.BM.Equity",0.0417576851178254,0.00241374753579766,NA,0,15.2284713180156,NA,Inf,0.983050847457627,0.121776474970036,17.9299544666631
"PASINLD.KY.Equity",0.284853732221846,0.308691408892967,0.181639896549358,-0.454491997347341,0.906580890039866,1.54070629601906,2.05284906170167,0.559322033898305,-0.0875384298382077,-0.395897487061984
"PASINLP.US.Equity",0.285958294722363,0.3202740797909,0.182968381227745,-0.476015929506819,0.877243312683296,1.53555654172099,2.0129572586753,0.559322033898305,-0.0367808574257145,-0.469579745506585
"PELAALA.NA.Equity",0.0176920122908617,0.0544333982214558,0.0330741437262945,-0.0752368532935241,0.233165900082625,0.383744244322532,1.30645046835084,0.5,0.260402544348902,1.38762714833903
"PENASEF.AU.Equity",-0.00447209058563014,0.0863959078636035,0.105897193271514,-0.144440327863741,-0.109635870724156,-0.0894460966623006,0.993181635872617,0.7,-2.28394402945491,5.73225986108276
"PENASEU.KY.Equity",0.0319659556423348,0.0513986236073381,0.0487698863403131,-0.0804516633371366,0.524643536144905,0.552922257275076,1.65575244580856,0.7,-1.096208925983,3.01692978816888
"PERUEQU.KY.Equity",-0.0379450606017238,0.159674302416216,0.0962293013679205,-0.555876047589892,-0.268954114418367,-0.44627842030702,0.871490247023315,0.466666666666667,0.852597048639844,3.36261944168877
"PHALJAM.US.Equity",0.0607464584714377,0.108668039995023,0.101555145510389,-0.234484326660448,0.512997735801535,0.548927956247521,1.63637917940684,0.627118644067797,-1.54751240244547,7.20835986496311
"PPASIAS.KY.Equity",0.0972236190778053,0.0920969625165887,0.0583895776822522,-0.102030669667433,1.00137525231838,1.57945343567431,2.78491471009167,0.701754385964912,2.00702114914665,10.6554633698751
"PPCHINA.KY.Equity",0.137498578086417,0.129736798299074,0.104445555215864,-0.127505925886205,1.02128755930122,1.2685899156989,2.42547283114528,0.719298245614035,0.293028436978389,4.63520210159375
