,2333 HK Equity,,1128 HK Equity,,1211 HK Equity,,489 HK Equity,,2282 HK Equity,,2238 HK Equity,,3333 HK Equity,,670 HK Equity,,1055 HK Equity,,2313 HK Equity,,3383 HK Equity,,3308 HK Equity,,2020 HK Equity,,1833 HK Equity,,881 HK Equity,,425 HK Equity,,3918 HK Equity,,1293 HK Equity,,921 HK Equity,,3669 HK Equity,,210 HK Equity,,3368 HK Equity,,1728 HK Equity,,3818 HK Equity,,2006 HK Equity,,848 HK Equity,,1028 HK Equity,,1628 HK Equity,,2331 HK Equity,,2698 HK Equity,,1966 HK Equity,,331 HK Equity,,1234 HK Equity,,1899 HK Equity,,2200 HK Equity,,811 HK Equity,,1146 HK Equity,,2355 HK Equity,,1698 HK Equity,,672 HK Equity,,2722 HK Equity,,1086 HK Equity,,946 HK Equity,,1968 HK Equity,,2083 HK Equity,,496 HK Equity,,3666 HK Equity,,873 HK Equity,,238 HK Equity,,837 HK Equity,,1863 HK Equity
8/6/2012,2.26933,,,8/6/2012,1.81,8/6/2012,1.45185,,,,,,,8/6/2012,0.34298,8/6/2012,0.49,8/6/2012,1.72521,8/6/2012,1.18,8/6/2012,1.9083,8/6/2012,0.63,8/6/2012,0.97994,,,8/6/2012,1.01862,8/6/2012,0.54,,,8/6/2012,0.16,,,8/6/2012,1.02,8/6/2012,0.89742,,,8/6/2012,0.08639,8/6/2012,0.13,8/6/2012,0.16375,,,,,8/6/2012,0.5712,8/6/2012,0.34685,,,,,,,8/6/2012,0.352,,,8/6/2012,0.45644,,,8/6/2012,0.5106,,,8/6/2012,0.11089,9/12/2012,0.12896,,,,,,,,,8/6/2012,0.14957,,,,,,,,,,
8/7/2012,2.21781,,,8/7/2012,1.86,8/7/2012,1.49831,,,,,,,8/7/2012,0.33783,8/7/2012,0.49,8/7/2012,1.78198,8/7/2012,1.19,8/7/2012,1.91866,8/7/2012,0.59,8/7/2012,1.00962,,,8/7/2012,1.02251,8/7/2012,0.55,,,8/7/2012,0.16,,,8/7/2012,1.08,8/7/2012,0.92967,,,8/7/2012,0.09026,8/7/2012,0.13,8/7/2012,0.16634,,,,,8/7/2012,0.55961,8/7/2012,0.35846,,,,,,,8/7/2012,0.36104,,,8/7/2012,0.46677,,,8/7/2012,0.51577,,,8/7/2012,0.11218,9/13/2012,0.12767,,,,,,,,,8/7/2012,0.14957,,,,,,,,,,
8/8/2012,2.15057,,,8/8/2012,1.87,8/8/2012,1.50849,,,,,,,8/8/2012,0.33264,8/8/2012,0.47,8/8/2012,1.73283,8/8/2012,1.19,8/8/2012,1.95975,8/8/2012,0.57,8/8/2012,1.01726,,,8/8/2012,1.05079,8/8/2012,0.55,,,8/8/2012,0.16,,,8/8/2012,1.01,8/8/2012,0.92572,,,8/8/2012,0.08767,8/8/2012,0.13,8/8/2012,0.16374,,,,,8/8/2012,0.55182,8/8/2012,0.37261,,,,,,,8/8/2012,0.35714,,,8/8/2012,0.47318,,,8/8/2012,0.51443,,,8/8/2012,0.10959,9/14/2012,0.13674,,,,,,,,,8/8/2012,0.14956,,,,,,,,,,
8/9/2012,2.18409,,,8/9/2012,1.91,8/9/2012,1.49044,,,,,,,8/9/2012,0.33909,8/9/2012,0.47,8/9/2012,1.71736,8/9/2012,1.21,8/9/2012,1.93654,8/9/2012,0.61,8/9/2012,1.025,,,8/9/2012,1.06497,8/9/2012,0.52,,,8/9/2012,0.17,,,8/9/2012,1.00,8/9/2012,0.9283,,,8/9/2012,0.08896,8/9/2012,0.13,8/9/2012,0.15858,,,,,8/9/2012,0.6034,8/9/2012,0.37906,,,,,,,8/9/2012,0.35585,,,8/9/2012,0.4822,,,8/9/2012,0.51572,,,8/9/2012,0.11088,9/17/2012,0.13674,,,,,,,,,8/9/2012,0.14827,,,,,,,,,,
8/10/2012,2.29968,,,8/10/2012,1.89,8/10/2012,1.46179,,,,,,,8/10/2012,0.33902,8/10/2012,0.49,8/10/2012,1.71445,8/10/2012,1.19,8/10/2012,1.90523,8/10/2012,0.61,8/10/2012,1.03125,,,8/10/2012,1.05961,8/10/2012,0.52,,,8/10/2012,0.16,,,8/10/2012,0.99,8/10/2012,0.92554,,,8/10/2012,0.0825,8/10/2012,0.13,8/10/2012,0.15727,,,,,8/10/2012,0.60199,8/10/2012,0.37512,,,,,,,8/10/2012,0.34418,,,8/10/2012,0.47437,,,8/10/2012,0.50918,,,8/10/2012,0.10957,9/18/2012,0.13415,,,,,,,,,8/10/2012,0.14824,,,,,,,,,,
8/13/2012,2.26072,,,8/13/2012,1.86,8/13/2012,1.44356,,,,,,,8/13/2012,0.34027,8/13/2012,0.49,8/13/2012,1.73743,8/13/2012,1.16,8/13/2012,1.89209,8/13/2012,0.59,8/13/2012,0.986,,,8/13/2012,1.08267,8/13/2012,0.51,,,8/13/2012,0.16,,,8/13/2012,0.99,8/13/2012,0.91511,,,8/13/2012,0.07991,8/13/2012,0.13,8/13/2012,0.15724,,,,,8/13/2012,0.57485,8/13/2012,0.37249,,,,,,,8/13/2012,0.33898,,,8/13/2012,0.47302,,,8/13/2012,0.50396,,,8/13/2012,0.10956,9/19/2012,0.13414,,,,,,,,,8/13/2012,0.14822,,,,,,,,,,
8/14/2012,2.23798,,,8/14/2012,1.86,8/14/2012,1.42581,,,,,,,8/14/2012,0.35194,8/14/2012,0.50,8/14/2012,1.72747,8/14/2012,1.13,8/14/2012,1.83834,8/14/2012,0.59,8/14/2012,0.97331,,,8/14/2012,1.07129,8/14/2012,0.50,,,8/14/2012,0.16,,,8/14/2012,0.99,8/14/2012,0.90112,,,8/14/2012,0.08251,8/14/2012,0.13,8/14/2012,0.15599,,,,,8/14/2012,0.57883,8/14/2012,0.36999,,,,,,,8/14/2012,0.33647,,,8/14/2012,0.47312,,,8/14/2012,0.50277,,,8/14/2012,0.10958,9/20/2012,0.12897,,,,,,,,,8/14/2012,0.14825,,,,,,,,,,
8/15/2012,2.12437,,,8/15/2012,1.79,8/15/2012,1.36382,,,,,,,8/15/2012,0.34289,8/15/2012,0.50,8/15/2012,1.72734,8/15/2012,1.11,8/15/2012,1.85882,8/15/2012,0.60,8/15/2012,0.96937,,,8/15/2012,1.06992,8/15/2012,0.50,,,8/15/2012,0.16,,,8/15/2012,0.98,8/15/2012,0.88301,,,8/15/2012,0.08121,8/15/2012,0.13,8/15/2012,0.1534,,,,,8/15/2012,0.56203,8/15/2012,0.36351,,,,,,,8/15/2012,0.33,,,8/15/2012,0.47437,,,8/15/2012,0.51047,,,8/15/2012,0.10957,9/21/2012,0.13027,,,,,,,,,8/15/2012,0.14824,,,,,,,,,,
8/16/2012,2.14009,,,8/16/2012,1.80,8/16/2012,1.35367,,,,,,,8/16/2012,0.33906,8/16/2012,0.49,8/16/2012,1.71207,8/16/2012,1.14,8/16/2012,1.92866,8/16/2012,0.60,8/16/2012,1.00171,,,8/16/2012,1.06102,8/16/2012,0.52,,,8/16/2012,0.16,,,8/16/2012,1.06,8/16/2012,0.88182,,,8/16/2012,0.08251,8/16/2012,0.13,8/16/2012,0.16502,,,,,8/16/2012,0.55565,8/16/2012,0.35324,,,,,,,8/16/2012,0.33262,,,8/16/2012,0.46927,,,8/16/2012,0.50924,,,8/16/2012,0.107,9/24/2012,0.13027,,,,,,,,,8/16/2012,0.13923,,,,,,,,,,
8/17/2012,2.16329,,,8/17/2012,1.80,8/17/2012,1.40524,,,,,,,8/17/2012,0.33519,8/17/2012,0.48,8/17/2012,1.71207,8/17/2012,1.19,8/17/2012,1.93381,8/17/2012,0.61,8/17/2012,1.01719,,,8/17/2012,1.07004,8/17/2012,0.52,,,8/17/2012,0.16,,,8/17/2012,1.10,8/17/2012,0.90631,,,8/17/2012,0.08251,8/17/2012,0.13,8/17/2012,0.16631,,,,,8/17/2012,0.56725,8/17/2012,0.35453,,,,,,,8/17/2012,0.33262,,,8/17/2012,0.47056,,,8/17/2012,0.50279,,,8/17/2012,0.11216,9/25/2012,0.12897,,,,,,,,,8/17/2012,0.1547,,,,,,,,,,
8/20/2012,2.19148,,,8/20/2012,1.80,8/20/2012,1.42318,,,,,,,8/20/2012,0.33775,8/20/2012,0.48,8/20/2012,1.64232,8/20/2012,1.19,8/20/2012,1.95944,8/20/2012,0.58,8/20/2012,1.03,,,8/20/2012,1.03386,8/20/2012,0.51,,,8/20/2012,0.16,,,8/20/2012,1.09,8/20/2012,0.90882,,,8/20/2012,0.0825,8/20/2012,0.13,8/20/2012,0.16501,,,,,8/20/2012,0.55947,8/20/2012,0.3545,,,,,,,8/20/2012,0.33388,,,8/20/2012,0.46924,,,8/20/2012,0.49631,,,8/20/2012,0.10829,9/26/2012,0.12639,,,,,,,,,8/20/2012,0.16114,,,,,,,,,,
8/21/2012,2.23804,,,8/21/2012,1.80,8/21/2012,1.43616,,,,,,,8/21/2012,0.33519,8/21/2012,0.48,8/21/2012,1.59086,8/21/2012,1.20,8/21/2012,2.04466,8/21/2012,0.61,8/21/2012,1.03522,,,8/21/2012,1.04425,8/21/2012,0.52,,,8/21/2012,0.17,,,8/21/2012,1.05,8/21/2012,0.90888,,,8/21/2012,0.09153,8/21/2012,0.14,8/21/2012,0.18049,,,,,8/21/2012,0.59818,8/21/2012,0.35324,,,,,,,8/21/2012,0.32874,,,8/21/2012,0.47055,,,8/21/2012,0.50923,,,8/21/2012,0.10829,9/27/2012,0.13026,,,,,,,,,8/21/2012,0.15986,,,,,,,,,,
8/22/2012,2.18655,,,8/22/2012,1.79,8/22/2012,1.39754,,,,,,,8/22/2012,0.3236,8/22/2012,0.47,8/22/2012,1.54193,8/22/2012,1.21,8/22/2012,2.04216,8/22/2012,0.60,8/22/2012,1.02366,,,8/22/2012,1.05589,8/22/2012,0.52,,,8/22/2012,0.17,,,8/22/2012,1.02,8/22/2012,0.91278,,,8/22/2012,0.09154,8/22/2012,0.14,8/22/2012,0.1792,,,,,8/22/2012,0.57113,8/22/2012,0.35325,,,,,,,8/22/2012,0.32231,,,8/22/2012,0.47186,,,8/22/2012,0.5028,,,8/22/2012,0.1083,9/28/2012,0.13154,,,,,,,,,8/22/2012,0.15987,,,,,,,,,,
8/23/2012,2.24858,,,8/23/2012,1.81,8/23/2012,1.38989,,,,,,,8/23/2012,0.32362,8/23/2012,0.46,8/23/2012,1.54719,8/23/2012,1.20,8/23/2012,2.07839,8/23/2012,0.63,8/23/2012,1.06498,,,8/23/2012,1.05725,8/23/2012,0.54,,,8/23/2012,0.18,,,8/23/2012,1.02,8/23/2012,0.92573,,,8/23/2012,0.10444,8/23/2012,0.14,8/23/2012,0.19211,,,,,8/23/2012,0.54925,8/23/2012,0.35972,,,,,,,8/23/2012,0.32104,,,8/23/2012,0.47447,,,8/23/2012,0.52991,,,8/23/2012,0.1083,10/3/2012,0.13411,,,,,,,,,8/23/2012,0.16117,,,,,,,,,,
8/24/2012,2.1736,,,8/24/2012,1.77,8/24/2012,1.36656,,,,,,,8/24/2012,0.32488,8/24/2012,0.46,8/24/2012,1.51611,8/24/2012,1.20,8/24/2012,1.99054,8/24/2012,0.64,8/24/2012,1.07004,,,8/24/2012,1.09196,8/24/2012,0.54,,,8/24/2012,0.20,,,8/24/2012,1.01,8/24/2012,0.91663,,,8/24/2012,0.09927,8/24/2012,0.14,8/24/2012,0.18951,,,,,8/24/2012,0.55049,8/24/2012,0.3584,,,,,,,8/24/2012,0.29652,,,8/24/2012,0.47959,,,8/24/2012,0.55436,,,8/24/2012,0.10572,10/4/2012,0.13411,,,,,,,,,8/24/2012,0.16244,,,,,,,,,,
8/27/2012,2.17389,,,8/27/2012,1.72,8/27/2012,1.31774,,,,,,,8/27/2012,0.31848,8/27/2012,0.46,8/27/2012,1.55241,8/27/2012,1.20,8/27/2012,1.93148,8/27/2012,0.61,8/27/2012,1.03408,,,8/27/2012,1.10886,8/27/2012,0.55,,,8/27/2012,0.19,,,8/27/2012,1.03,8/27/2012,0.85743,,,8/27/2012,0.09541,8/27/2012,0.13,8/27/2012,0.18309,,,,,8/27/2012,0.51833,8/27/2012,0.35845,,,,,,,8/27/2012,0.30429,,,8/27/2012,0.49383,,,8/27/2012,0.53509,,,8/27/2012,0.10573,10/5/2012,0.13802,,,,,,,,,8/27/2012,0.17407,,,,,,,,,,
8/28/2012,2.24076,,,8/28/2012,1.73,8/28/2012,1.34085,,,,,,,8/28/2012,0.312,8/28/2012,0.45,8/28/2012,1.58323,8/28/2012,1.20,8/28/2012,1.9107,8/28/2012,0.61,8/28/2012,1.05334,,,8/28/2012,1.11522,8/28/2012,0.54,,,8/28/2012,0.19,,,8/28/2012,1.04,8/28/2012,0.8535,,,8/28/2012,0.09798,8/28/2012,0.13,8/28/2012,0.18694,,,,,8/28/2012,0.50797,8/28/2012,0.35455,,,,,,,8/28/2012,0.312,,,8/28/2012,0.48606,,,8/28/2012,0.55439,,,8/28/2012,0.10443,10/8/2012,0.13674,,,,,,,,,8/28/2012,0.15987,,,,,,,,,,
8/29/2012,2.3054,,,8/29/2012,1.76,8/29/2012,1.32806,,,,,,,8/29/2012,0.30171,8/29/2012,0.44,8/29/2012,1.63751,8/29/2012,1.21,8/29/2012,1.87217,8/29/2012,0.59,8/29/2012,1.03021,,,8/29/2012,1.13336,8/29/2012,0.54,,,8/29/2012,0.19,,,8/29/2012,1.03,8/29/2012,0.86904,,,8/29/2012,0.09928,8/29/2012,0.14,8/29/2012,0.17922,,,,,8/29/2012,0.50157,8/29/2012,0.34942,,,,,,,8/29/2012,0.29785,,,8/29/2012,0.48867,,,8/29/2012,0.54798,,,8/29/2012,0.10315,10/9/2012,0.14061,,,,,,,,,8/29/2012,0.15988,,,,,,,,,,
8/30/2012,2.25884,,,8/30/2012,1.78,8/30/2012,1.29703,,,,,,,8/30/2012,0.30814,8/30/2012,0.43,8/30/2012,1.61419,8/30/2012,1.20,8/30/2012,1.84884,8/30/2012,0.59,8/30/2012,1.01854,,,8/30/2012,1.10105,8/30/2012,0.53,,,8/30/2012,0.19,,,8/30/2012,1.01,8/30/2012,0.82644,,,8/30/2012,0.09799,8/30/2012,0.13,8/30/2012,0.17405,,,,,8/30/2012,0.49251,8/30/2012,0.34424,,,,,,,8/30/2012,0.3004,,,8/30/2012,0.48348,,,8/30/2012,0.53248,,,8/30/2012,0.10056,10/10/2012,0.1406,,,,,,,,,8/30/2012,0.15987,,,,,,,,,,
8/31/2012,2.25878,,,8/31/2012,1.74,8/31/2012,1.29441,,,,,,,8/31/2012,0.30426,8/31/2012,0.42,8/31/2012,1.64767,8/31/2012,1.15,8/31/2012,1.83332,8/31/2012,0.59,8/31/2012,1.02754,,,8/31/2012,1.11392,8/31/2012,0.52,,,8/31/2012,0.18,,,8/31/2012,1.00,8/31/2012,0.81223,,,8/31/2012,0.09927,8/31/2012,0.13,8/31/2012,0.17663,,,,,8/31/2012,0.4796,8/31/2012,0.34681,,,,,,,8/31/2012,0.29911,,,8/31/2012,0.47187,,,8/31/2012,0.53375,,,8/31/2012,0.10056,10/11/2012,0.13931,,,,,,,,,8/31/2012,0.17147,,,,,,,,,,
9/3/2012,2.26373,,,9/3/2012,1.76,9/3/2012,1.28527,,,,,,,9/3/2012,0.30037,9/3/2012,0.42,9/3/2012,1.64237,9/3/2012,1.11,9/3/2012,1.82542,9/3/2012,0.60,9/3/2012,1.03647,,,9/3/2012,1.09964,9/3/2012,0.52,,,9/3/2012,0.18,,,9/3/2012,0.99,9/3/2012,0.80056,,,9/3/2012,0.09797,9/3/2012,0.13,9/3/2012,0.17919,,,,,9/3/2012,0.47956,9/3/2012,0.35709,,,,,,,9/3/2012,0.29779,,,9/3/2012,0.4744,,,9/3/2012,0.54144,,,9/3/2012,0.10184,10/12/2012,0.14707,,,,,,,,,9/3/2012,0.1779,,,,,,,,,,
9/4/2012,2.25881,,,9/4/2012,1.74,9/4/2012,1.28541,,,,,,,9/4/2012,0.30427,9/4/2012,0.42,9/4/2012,1.66574,9/4/2012,1.06,9/4/2012,1.84366,9/4/2012,0.60,9/4/2012,1.02497,,,9/4/2012,1.0933,9/4/2012,0.51,,,9/4/2012,0.18,,,9/4/2012,0.99,9/4/2012,0.79419,,,9/4/2012,0.09798,9/4/2012,0.13,9/4/2012,0.17534,,,,,9/4/2012,0.4809,9/4/2012,0.35584,,,,,,,9/4/2012,0.29653,,,9/4/2012,0.47832,,,9/4/2012,0.54021,,,9/4/2012,0.10443,10/15/2012,0.15482,,,,,,,,,9/4/2012,0.17921,,,,,,,,,,
9/5/2012,2.1606,,,9/5/2012,1.73,9/5/2012,1.20664,,,,,,,9/5/2012,0.29908,9/5/2012,0.42,9/5/2012,1.68878,9/5/2012,1.06,9/5/2012,1.83316,9/5/2012,0.58,9/5/2012,1.00424,,,9/5/2012,1.09061,9/5/2012,0.50,,,9/5/2012,0.18,,,9/5/2012,0.97,9/5/2012,0.77993,,,9/5/2012,0.09926,9/5/2012,0.13,9/5/2012,0.17403,,,,,9/5/2012,0.4744,9/5/2012,0.35322,,,,,,,9/5/2012,0.28361,,,9/5/2012,0.47311,,,9/5/2012,0.5221,,,9/5/2012,0.10184,10/16/2012,0.15223,,,,,,,,,9/5/2012,0.17403,,,,,,,,,,
9/6/2012,2.18395,,,9/6/2012,1.80,9/6/2012,1.20671,,,,,,,9/6/2012,0.2991,9/6/2012,0.42,9/6/2012,1.73014,9/6/2012,1.08,9/6/2012,1.86938,9/6/2012,0.61,9/6/2012,1.0056,,,9/6/2012,1.09842,9/6/2012,0.50,,,9/6/2012,0.18,,,9/6/2012,0.98,9/6/2012,0.79029,,,9/6/2012,0.09798,9/6/2012,0.13,9/6/2012,0.17147,,,,,9/6/2012,0.48346,9/6/2012,0.35196,,,,,,,9/6/2012,0.2875,,,9/6/2012,0.47057,,,9/6/2012,0.52729,,,9/6/2012,0.10572,10/17/2012,0.15352,,,,,,,,,9/6/2012,0.17405,,,,,,,,,,
9/7/2012,2.31308,,,9/7/2012,1.94,9/7/2012,1.28547,,,,,,,9/7/2012,0.29913,9/7/2012,0.44,9/7/2012,1.72772,9/7/2012,1.11,9/7/2012,1.96496,9/7/2012,0.63,9/7/2012,1.03405,,,9/7/2012,1.11786,9/7/2012,0.52,,,9/7/2012,0.18,,,9/7/2012,1.00,9/7/2012,0.81615,,,9/7/2012,0.09799,9/7/2012,0.14,9/7/2012,0.18438,,,,,9/7/2012,0.50026,9/7/2012,0.35973,,,,,,,9/7/2012,0.29526,,,9/7/2012,0.47706,,,9/7/2012,0.52863,,,9/7/2012,0.10573,10/18/2012,0.1587,,,,,,,,,9/7/2012,0.18051,,,,,,,,,,
9/10/2012,2.38031,,,9/10/2012,1.94,9/10/2012,1.29202,,,,,,,9/10/2012,0.29915,9/10/2012,0.43,9/10/2012,1.73043,9/10/2012,1.10,9/10/2012,2.02184,9/10/2012,0.67,9/10/2012,1.06508,,,9/10/2012,1.13471,9/10/2012,0.52,,,9/10/2012,0.18,,,9/10/2012,1.00,9/10/2012,0.82653,,,9/10/2012,0.09929,9/10/2012,0.14,9/10/2012,0.18826,,,,,9/10/2012,0.50804,9/10/2012,0.35846,,,,,,,9/10/2012,0.29399,,,9/10/2012,0.47451,,,9/10/2012,0.52867,,,9/10/2012,0.10573,10/19/2012,0.15484,,,,,,,,,9/10/2012,0.17407,,,,,,,,,,
9/11/2012,2.39351,,,9/11/2012,1.98,9/11/2012,1.28445,,,,,,,9/11/2012,0.29919,9/11/2012,0.43,9/11/2012,1.75902,9/11/2012,1.10,9/11/2012,2.02468,9/11/2012,0.67,9/11/2012,1.04716,,,9/11/2012,1.1542,9/11/2012,0.54,,,9/11/2012,0.19,,,9/11/2012,1.00,9/11/2012,0.80987,,,9/11/2012,0.10188,9/11/2012,0.14,9/11/2012,0.18699,,,,,9/11/2012,0.51971,9/11/2012,0.35851,,,,,,,9/11/2012,0.28758,,,9/11/2012,0.47329,,,9/11/2012,0.53261,,,9/11/2012,0.10317,10/22/2012,0.15742,,,,,,,,,9/11/2012,0.17023,,,,,,,,,,
9/12/2012,2.41927,,,9/12/2012,2.04,9/12/2012,1.30507,,,,,,,9/12/2012,0.31337,9/12/2012,0.43,9/12/2012,1.72547,9/12/2012,1.11,9/12/2012,2.00144,9/12/2012,0.70,9/12/2012,1.04586,,,9/12/2012,1.17869,9/12/2012,0.55,,,9/12/2012,0.18,,,9/12/2012,1.01,9/12/2012,0.8047,,,9/12/2012,0.10446,9/12/2012,0.14,9/12/2012,0.18699,,,,,9/12/2012,0.51713,9/12/2012,0.35593,,,,,,,9/12/2012,0.285,,,9/12/2012,0.47457,,,9/12/2012,0.54163,,,9/12/2012,0.10446,10/24/2012,0.16,,,,,,,,,9/12/2012,0.17023,,,,,,,,,,
9/13/2012,2.38326,,,9/13/2012,2.04,9/13/2012,1.27545,,,,,,,9/13/2012,0.30307,9/13/2012,0.42,9/13/2012,1.72554,9/13/2012,1.13,9/13/2012,2.00152,9/13/2012,0.71,9/13/2012,1.033,,,9/13/2012,1.17615,9/13/2012,0.57,,,9/13/2012,0.18,,,9/13/2012,1.01,9/13/2012,0.78539,,,9/13/2012,0.10059,9/13/2012,0.13,9/13/2012,0.18571,,,,,9/13/2012,0.51199,9/13/2012,0.35723,,,,,,,9/13/2012,0.2863,,,9/13/2012,0.47846,,,9/13/2012,0.5481,,,9/13/2012,0.10317,10/25/2012,0.15096,,,,,,,,,9/13/2012,0.17023,,,,,,,,,,
9/14/2012,2.46385,,,9/14/2012,2.13,9/14/2012,1.33383,,,,,,,9/14/2012,0.30314,9/14/2012,0.42,9/14/2012,1.74146,9/14/2012,1.19,9/14/2012,2.06138,9/14/2012,0.72,9/14/2012,1.06681,,,9/14/2012,1.18291,9/14/2012,0.59,,,9/14/2012,0.19,,,9/14/2012,1.02,9/14/2012,0.82816,,,9/14/2012,0.10062,9/14/2012,0.14,9/14/2012,0.18963,,,,,9/14/2012,0.52889,9/14/2012,0.36764,,,,,,,9/14/2012,0.30056,,,9/14/2012,0.49019,,,9/14/2012,0.5534,,,9/14/2012,0.10062,10/26/2012,0.14322,,,,,,,,,9/14/2012,0.17415,,,,,,,,,,
9/17/2012,2.51545,,,9/17/2012,2.11,9/17/2012,1.24095,,,,,,,9/17/2012,0.2954,9/17/2012,0.42,9/17/2012,1.73114,9/17/2012,1.18,9/17/2012,2.08718,9/17/2012,0.73,9/17/2012,1.06423,,,9/17/2012,1.16098,9/17/2012,0.60,,,9/17/2012,0.18,,,9/17/2012,1.02,9/17/2012,0.8488,,,9/17/2012,0.10578,9/17/2012,0.13,9/17/2012,0.19221,,,,,9/17/2012,0.54179,9/17/2012,0.37796,,,,,,,9/17/2012,0.30959,,,9/17/2012,0.48632,,,9/17/2012,0.56501,,,9/17/2012,0.09933,10/29/2012,0.14838,,,,,,,,,9/17/2012,0.17673,,,,,,,,,,
9/18/2012,2.48439,,,9/18/2012,2.02,9/18/2012,1.1777,,,,,,,9/18/2012,0.30571,9/18/2012,0.42,9/18/2012,1.65884,9/18/2012,1.19,9/18/2012,2.02518,9/18/2012,0.69,9/18/2012,1.04097,,,9/18/2012,1.14545,9/18/2012,0.58,,,9/18/2012,0.18,,,9/18/2012,1.01,9/18/2012,0.83974,,,9/18/2012,0.10448,9/18/2012,0.13,9/18/2012,0.18575,,,,,9/18/2012,0.53532,9/18/2012,0.37795,,,,,,,9/18/2012,0.30313,,,9/18/2012,0.48888,,,9/18/2012,0.55983,,,9/18/2012,0.10319,10/30/2012,0.15097,,,,,,,,,9/18/2012,0.18317,,,,,,,,,,
9/19/2012,2.47907,,,9/19/2012,2.06,9/19/2012,1.21761,,,,,,,9/19/2012,0.31085,9/19/2012,0.43,9/19/2012,1.70517,9/19/2012,1.18,9/19/2012,2.03021,9/19/2012,0.72,9/19/2012,1.06154,,,9/19/2012,1.12345,9/19/2012,0.56,,,9/19/2012,0.19,,,9/19/2012,1.02,9/19/2012,0.8384,,,9/19/2012,0.10835,9/19/2012,0.13,9/19/2012,0.18445,,,,,9/19/2012,0.53915,9/19/2012,0.37921,,,,,,,9/19/2012,0.30827,,,9/19/2012,0.48756,,,9/19/2012,0.55205,,,9/19/2012,0.10061,10/31/2012,0.15225,,,,,,,,,9/19/2012,0.17542,,,,,,,,,,
9/20/2012,2.49436,,,9/20/2012,2.01,9/20/2012,1.2072,,,,,,,9/20/2012,0.31599,9/20/2012,0.43,9/20/2012,1.70762,9/20/2012,1.16,9/20/2012,1.9991,9/20/2012,0.69,9/20/2012,1.0563,,,9/20/2012,1.11691,9/20/2012,0.55,,,9/20/2012,0.18,,,9/20/2012,1.00,9/20/2012,0.82672,,,9/20/2012,0.10705,9/20/2012,0.13,9/20/2012,0.18056,,,,,9/20/2012,0.52621,9/20/2012,0.365,,,,,,,9/20/2012,0.30954,,,9/20/2012,0.48365,,,9/20/2012,0.54298,,,9/20/2012,0.09673,11/1/2012,0.15355,,,,,,,,,9/20/2012,0.1754,,,,,,,,,,
9/21/2012,2.61176,,,9/21/2012,2.03,9/21/2012,1.20205,,,,,,,9/21/2012,0.31083,9/21/2012,0.43,9/21/2012,1.71538,9/21/2012,1.16,9/21/2012,1.92948,9/21/2012,0.71,9/21/2012,1.06147,,,9/21/2012,1.09113,9/21/2012,0.56,,,9/21/2012,0.18,,,9/21/2012,1.02,9/21/2012,0.83705,,,9/21/2012,0.1135,9/21/2012,0.14,9/21/2012,0.18057,,,,,9/21/2012,0.52364,9/21/2012,0.34823,,,,,,,9/21/2012,0.31083,,,9/21/2012,0.48753,,,9/21/2012,0.5417,,,9/21/2012,0.10318,11/2/2012,0.15613,,,,,,,,,9/21/2012,0.1767,,,,,,,,,,
9/24/2012,2.5861,,,9/24/2012,1.97,9/24/2012,1.21243,,,,,,,9/24/2012,0.30956,9/24/2012,0.43,9/24/2012,1.76706,9/24/2012,1.11,9/24/2012,1.93731,9/24/2012,0.70,9/24/2012,1.04863,,,9/24/2012,1.06926,9/24/2012,0.55,,,9/24/2012,0.18,,,9/24/2012,0.97,9/24/2012,0.84096,,,9/24/2012,0.10963,9/24/2012,0.13,9/24/2012,0.18058,,,,,9/24/2012,0.51722,9/24/2012,0.35599,,,,,,,9/24/2012,0.30956,,,9/24/2012,0.48626,,,9/24/2012,0.53657,,,9/24/2012,0.1019,11/5/2012,0.15613,,,,,,,,,9/24/2012,0.17413,,,,,,,,,,
9/25/2012,2.59876,,,9/25/2012,1.90,9/25/2012,1.20975,,,,,,,9/25/2012,0.30953,9/25/2012,0.43,9/25/2012,1.70757,9/25/2012,1.09,9/25/2012,1.9552,9/25/2012,0.69,9/25/2012,1.04853,,,9/25/2012,1.10657,9/25/2012,0.54,,,9/25/2012,0.18,,,9/25/2012,1.00,9/25/2012,0.8396,,,9/25/2012,0.10705,9/25/2012,0.14,9/25/2012,0.17669,,,,,9/25/2012,0.51072,9/25/2012,0.35467,,,,,,,9/25/2012,0.30566,,,9/25/2012,0.49009,,,9/25/2012,0.5391,,,9/25/2012,0.10189,11/6/2012,0.15612,,,,,,,,,9/25/2012,0.17411,,,,,,,,,,
9/26/2012,2.61156,,,9/26/2012,1.71,9/26/2012,1.16456,,,,,,,9/26/2012,0.29662,9/26/2012,0.43,9/26/2012,1.71266,9/26/2012,1.09,9/26/2012,1.92675,9/26/2012,0.67,9/26/2012,1.04849,,,9/26/2012,1.07299,9/26/2012,0.53,,,9/26/2012,0.17,,,9/26/2012,1.00,9/26/2012,0.8099,,,9/26/2012,0.10446,9/26/2012,0.13,9/26/2012,0.17152,,,,,9/26/2012,0.49394,9/26/2012,0.34821,,,,,,,9/26/2012,0.30178,,,9/26/2012,0.48104,,,9/26/2012,0.5481,,,9/26/2012,0.10059,11/7/2012,0.15483,,,,,,,,,9/26/2012,0.1741,,,,,,,,,,
