"","time","event","date","broker","name","is_forced","newtp_to_px","oldtp_to_px","chg_tgt","newtp_avgtp","chg_2d","chg_5d","char_newrating","newrating","oldrating","chg_rating","score"
"1","A","TP+ ","05/30/2018","Morningstar, Inc","PETROCHINA-H","","-7.64331210191084","-14.0127388535032","7.4074074074074","-20.3999594784234","-0.0959819999999998","4.09927","","3","3","","1.5"
"2","A","TP+ ","05/30/2018","Benchmark Company LLC","MOMO INC-ADR","Forced","33.7494427106554","6.99955416852429","25","17.0617476336858","15.507958","14.038106","","5","5","","1.5"
"3","A","TP+ ","05/30/2018","BOCOM International Holdings","MOMO INC-ADR","Forced","22.6036558181008","11.4578689255461","10","7.30660199754529","15.507958","14.038106","","5","5","","1.5"
"4","A","TP- ","05/30/2018","SMBC Nikko","MITSUI OSK LINES","Forced","13.3631054620405","20.2335967021642","-5.71428571428571","-10.8108108108108","-0.313003","-4.766368","","3","3","","0.5"
"5","A","TP+ ","05/30/2018","SMBC Nikko","NIPPON YUSEN KK","","12.7649977447","3.74379792512405","8.69565217391304","-3.44383953309062","0.910043","-2.295723","","3","3","","1.5"
"6","A","TP- ","05/30/2018","Nomura","INPEX CORP","","37.8456458935204","46.0998761865456","-5.64971751412429","8.74418975100573","1.6077463","-3.582585","","5","5","","0.5"
"7","A","TP+ ","05/30/2018","Mitsubishi UFJ Morgan Stanley","NTT DOCOMO INC","","10.6352605281941","8.85082084225552","1.63934426229508","2.07243802207964","1.99039086","2.083324","","3","3","","1.5"
"8","A","TP- ","05/30/2018","Jefferies","SUBARU CORP","","23.3118027011157","26.2477980035232","-2.32558139534884","5.94594781014126","0.690091","-1.536015","","5","5","","0.5"
"9","A","TP+ ","05/30/2018","Mitsubishi UFJ Morgan Stanley","INPEX CORP","","7.30499380932728","5.65414775072224","1.5625","-15.3488343255644","1.6077463","-3.582585","","3","3","","1.5"
"10","B/D","TP+ Upgrade","05/30/2018","KB SECURITIES","KOREA ELEC POWER","","33.3333333333333","9.62962962962963","21.6216216216216","6.66315073317953","-0.750488","-3.706222"," buy","5","3","2","1.5"
"11","A","TP+ ","05/30/2018","J.P. Morgan","MOMO INC-ADR","Forced","15.916183682568","0.312082032991534","15.5555555555556","1.45351461586101","15.507958","14.038106","","5","5","","1.5"
"12","A","TP+ Upgrade","05/30/2018","RBC Capital Markets","EXXON MOBIL CORP","","27.5184901810763","14.7666411629686","11.1111111111111","15.606936416185","-0.915304","-3.112452"," outperform","5","3","2","2.5"
"13","A","TP- ","05/29/2018","Guotai Junan","NETEASE INC-ADR","","30.2648719062093","62.8310898827616","-20","-0.36352151867789","4.649069","0.170395","","5","5","","0.5"
"14","B/D","TP+ ","05/29/2018","Guoyuan Securities (HK) Ltd","HUANENG RENEWA-H","","20.2492211838006","18.5981308411215","1.39217231415813","1.02263298208394","3.3318862","-3.602786","","4.806","4.806","","0.5"
"15","B/D","TP+ ","05/29/2018","Macquarie","PETROCHINA-H","","22.6114649681529","17.8343949044586","4.05405405405405","5.67591586485166","-0.0959819999999998","4.09927","","5","5","","0.5"
"16","A","TP+ ","05/29/2018","Nomura","MOMO INC-ADR","Forced","18.1453410610789","-4.14623272403032","23.2558139534884","3.40454374308909","15.507958","14.038106","","5","5","","1.5"
"17","B/D","TP+ Upgrade","05/29/2018","Hana Daetoo Securities","POSCO","","28.6549707602339","2.33918128654971","25.7142857142857","-3.43253445702748","-0.56889","-0.434945"," buy","5","3","2","1.5"
"18","A","TP+ ","05/29/2018","Credit Suisse","MOMO INC-ADR","Forced","19.7057512260366","-1.91707534551939","22.0454545454546","4.77026413214876","15.507958","14.038106","","5","5","","1.5"
"19","B/D","TP+ ","05/29/2018","Morgan Stanley","SONY CORP","","9.39636647782771","3.53584684508692","5.66037735849057","-16.6862441788683","0.702023","2.8020373","","3","3","","0.5"
