"","mtd.ret","ytd.ret","ann.ret.5","ann.std.5","downrisk.5","drawdown.5","sharpe.5","sortino.5","inforatio.5","alpha.5","beta.5","corr.bhf.5","corr.bidx.5","omega.5","wl.5","skewness.5","kurtosis.5"
"ABAFINU.KY.Equity",0.017684,0.067409094598418,0.0916655440752052,0.0691371196306165,0.0314851342064791,-0.0275966952988197,1.25353130906001,2.75258614134702,0.495216467469884,0.0177288121449745,0.81805571254802,0.5519492286873,0.549334663447501,2.65421434859155,0.75,0.00330517926048238,-0.472857604209719
"APEXGCE.US.Equity",-0.016099,0.172669162822716,0.174572654429702,0.0779861813633439,0.0232760306538722,-0.016099,2.17439361006342,7.28529090510935,1.8456498947881,0.0127712756415556,0.0763998150956825,0.331215329596715,0.0454820526654447,6.27901535305619,0.666666666666667,1.02234672046327,0.99341404265906
"APHSIFA.LX.Equity",-0.005227,-0.0733463509465931,-0.116071145799588,0.0762515238184547,0.0523656372367823,-0.155254131133495,-1.58778657444071,-2.31203423061844,-1.26624251112562,-0.00279217643515948,0.577762902390428,0.0593936538376263,0.351776262463569,0.309977182203268,0.333333333333333,0.0351928437490402,-0.641541360591733
"AROYIPA.US.Equity",0.00737,0.0331956643763456,0.0482391983596686,0.0209053528073553,0.00718531836455421,-0.00622000000000011,2.06833143444751,6.01771503583909,-0.592218286063893,0.00384075006200031,0.00877836619490199,0.0318562546993976,0.0194949262740954,4.93067993366501,0.75,-0.0929260872946821,-0.654401095801908
"ARTPAII.US.Equity",8e-04,0.0144547320267494,0.0185779720320538,0.0131858889140833,0.00464088385978361,-0.00319999999999998,1.02973505392964,2.9257297623231,-1.33905163684778,0.000668465185351394,0.0699560599184464,0.0889894749321935,0.246309596654308,3.76010741459048,0.666666666666667,1.05157827495143,0.145217470266164
"ASLNDMB.KY.Equity",0.00636,0.389658311523888,0.251766286542401,0.124242315496774,0.0334932237325701,-0.099227287627471,1.98616941060478,7.36764811033809,1.42771357460289,0.00999268462510482,0.759758240979588,0.171634037790385,0.283903853549865,3.27787848663821,0.75,-0.694795356437767,-0.984935976893702
"BAOBABG.VI.Equity",0.028532,0.059094410547857,-0.0356341765921209,0.127309759001421,0.078609041877691,-0.0899137634211665,-0.319175661872608,-0.51691479277084,-1.27677457005207,-0.0083543494777915,0.549939905569654,0.0297931838717183,0.196681612305655,0.839636029718674,0.333333333333333,0.242308037255223,-0.139662573177417
"BBHEDG1.US.Equity",NA,0.0790564339396516,0.053131599116049,0.0437829876259552,0.00578681846959104,-0.029423102333988,1.09932194502679,8.31745446465518,-0.37460891259825,0.00229079756191402,0.19139719134115,0.185552733861324,0.202928562109415,2.28611828953143,0.666666666666667,0.124700946681897,-1.01364479544251
"BPCENHO.US.Equity",0.099095,-0.256984400368252,-0.198122978761484,0.187082042710484,0.0957678573217549,-0.324921523806164,-1.08574278866425,-2.12099324806907,-1.64098257756915,-0.0138221978341226,0.247247169496186,0.107852287090123,0.0613570724604421,0.467862575399948,0.25,0.852489783234209,-0.245646103398343
"CALYPSV.AV.Equity",0.012067,0.0976041973683934,0.0854085751947993,0.0464797008439755,0.0322155385334469,-0.021374,1.72997187449027,2.49595626381714,0.341426232205731,-0.00354107238092989,0.839231432384237,0.716396358418089,0.83826980320138,3.76060636215876,0.666666666666667,-0.41342351410028,0.0390576974330021
