Date,USGG10YR Index,,USGGBE10 Index,,USGG5YR Index,,USGGBE05 Index,Date,GJGB10 Index,Date,GJGB2 Index,,GJGB5 Index,,JYGGBE05 Index,Date,M2% YOY Index,Date,JMNSM2Y Index,,USDJPY Curncy
1/31/1995,7.581,8/31/1998,1.1758,1/31/1995,7.506,1/31/2002,1.2972,1/31/1995,4.629,1/31/1995,2.713,1/31/1995,3.946,6/30/2009,-1.906,1/31/1995,0.5,1/31/1995,3.1,1/31/1995,99.55
2/28/1995,7.201,9/30/1998,0.8509,2/28/1995,7.039,2/28/2002,1.3964,2/28/1995,4.39,2/28/1995,2.538,2/28/1995,3.634,7/31/2009,-1.256,2/28/1995,0.4,2/28/1995,3.6,2/28/1995,96.69
3/31/1995,7.196,10/30/1998,0.9827,3/31/1995,7.071,3/29/2002,1.8872,3/31/1995,3.678,3/31/1995,2.03,3/31/1995,2.785,8/31/2009,-1.316,3/31/1995,0.3,3/31/1995,3.5,3/31/1995,86.55
4/28/1995,7.055,11/30/1998,0.9815,4/28/1995,6.881,4/30/2002,1.8789,4/28/1995,3.475,4/28/1995,1.809,4/28/1995,2.645,9/30/2009,-1.135,4/30/1995,0.4,4/30/1995,3.1,4/28/1995,84.34
5/31/1995,6.284,12/31/1998,0.8019,5/31/1995,6.052,5/31/2002,1.923,5/31/1995,2.865,5/31/1995,1.123,5/31/1995,1.91,10/30/2009,-1.217,5/31/1995,0.9,5/31/1995,3.1,5/31/1995,84.62
6/30/1995,6.203,1/29/1999,0.8823,6/30/1995,5.967,6/28/2002,1.6023,6/30/1995,2.785,6/30/1995,1.179,6/30/1995,1.905,11/30/2009,-1.049,6/30/1995,1.9,6/30/1995,3.1,6/30/1995,84.63
7/31/1995,6.426,2/26/1999,1.4109,7/31/1995,6.155,7/31/2002,1.3724,7/31/1995,3.025,7/31/1995,0.916,7/31/1995,1.955,12/31/2009,-0.847,7/31/1995,2.2,7/31/1995,2.7,7/31/1995,88.45
8/31/1995,6.284,3/31/1999,1.3212,8/31/1995,6.067,8/30/2002,1.5206,8/31/1995,3.265,8/31/1995,1.019,8/31/1995,2.2,1/29/2010,-0.821,8/31/1995,2.9,8/31/1995,2.7,8/31/1995,97.46
9/29/1995,6.182,4/30/1999,1.4695,9/29/1995,6.015,9/30/2002,1.3329,9/29/1995,2.855,9/29/1995,0.657,9/29/1995,1.685,2/26/2010,-1.147,9/30/1995,3.3,9/30/1995,2.6,9/29/1995,99.73
10/31/1995,6.02,5/31/1999,1.7492,10/31/1995,5.809,10/31/2002,1.1959,10/31/1995,2.96,10/31/1995,0.583,10/31/1995,1.765,3/31/2010,-1.067,10/31/1995,3.7,10/31/1995,2.4,10/31/1995,101.96
11/30/1995,5.741,6/30/1999,1.7683,11/30/1995,5.517,11/29/2002,1.4455,11/30/1995,2.875,11/30/1995,0.366,11/30/1995,1.505,4/30/2010,-0.902,11/30/1995,3.8,11/30/1995,3.3,11/30/1995,102.04
12/29/1995,5.572,7/30/1999,1.8672,12/29/1995,5.381,12/31/2002,1.4835,12/29/1995,3.07,12/29/1995,0.799,12/29/1995,1.79,5/31/2010,-1.522,12/31/1995,4.1,12/31/1995,3.2,12/29/1995,103.52
1/31/1996,5.58,8/31/1999,1.9197,1/31/1996,5.236,1/31/2003,1.7493,1/31/1996,3.25,1/31/1996,0.934,1/31/1996,2.07,6/30/2010,-1.067,1/31/1996,4.4,1/31/1996,3.1,1/31/1996,107.05
2/29/1996,6.098,9/30/1999,1.8067,2/29/1996,5.731,2/28/2003,2.1192,2/29/1996,3.495,2/29/1996,1.378,2/29/1996,2.37,7/30/2010,-1.116,2/29/1996,4.9,2/29/1996,2.8,2/29/1996,105.23
3/29/1996,6.327,10/29/1999,1.9175,3/29/1996,6.086,3/31/2003,1.65,3/29/1996,3.235,3/29/1996,1.088,3/29/1996,2.045,8/31/2010,-1.115,3/31/1996,5.6,3/31/1996,3,3/29/1996,107.26
4/30/1996,6.67,11/30/1999,2.0449,4/30/1996,6.413,4/30/2003,1.4613,4/30/1996,3.46,4/30/1996,1.321,4/30/1996,2.385,9/30/2010,-0.948,4/30/1996,5.7,4/30/1996,2.8,4/30/1996,105.13
5/31/1996,6.852,12/31/1999,2.1137,5/31/1996,6.631,5/30/2003,1.3513,5/31/1996,3.24,5/31/1996,1.184,5/31/1996,2.15,10/29/2010,-1.012,5/31/1996,5.2,5/31/1996,3.2,5/31/1996,108.08
6/28/1996,6.711,1/31/2000,2.3663,6/28/1996,6.462,6/30/2003,1.5345,6/28/1996,3.23,6/28/1996,1.149,6/28/1996,2.23,11/30/2010,-0.902,6/30/1996,4.9,6/30/1996,3.7,6/28/1996,109.73
7/31/1996,6.794,2/29/2000,2.1226,7/31/1996,6.566,7/31/2003,1.7921,7/31/1996,3.325,7/31/1996,1.291,7/31/1996,2.304,12/31/2010,-0.653,7/31/1996,4.7,7/31/1996,3.7,7/31/1996,106.82
8/30/1996,6.943,3/31/2000,2.0041,8/30/1996,6.725,8/29/2003,2.2267,8/30/1996,2.965,8/30/1996,0.747,8/30/1996,1.825,1/31/2011,-0.522,8/31/1996,4.3,8/31/1996,3.7,8/30/1996,108.9
9/30/1996,6.703,4/28/2000,2.246,9/30/1996,6.457,9/30/2003,2.1086,9/30/1996,2.915,9/30/1996,0.854,9/30/1996,1.84,2/28/2011,-0.508,9/30/1996,4.2,9/30/1996,3.4,9/30/1996,111.39
10/31/1996,6.339,5/31/2000,2.1023,10/31/1996,6.067,10/31/2003,2.3296,10/31/1996,2.61,10/31/1996,0.612,10/31/1996,1.535,3/31/2011,-0.55,10/31/1996,4.3,10/31/1996,3.6,10/31/1996,114.07
11/29/1996,6.044,6/30/2000,1.9648,11/29/1996,5.832,11/28/2003,2.2356,11/29/1996,2.525,11/29/1996,0.59,11/29/1996,1.44,4/29/2011,-0.344,11/30/1996,4.6,11/30/1996,3.1,11/29/1996,113.85
12/31/1996,6.418,7/31/2000,2.0197,12/31/1996,6.21,12/31/2003,2.3096,12/31/1996,2.765,12/31/1996,0.72,12/31/1996,1.66,5/31/2011,-0.172,12/31/1996,4.9,12/31/1996,2.9,12/31/1996,115.7
1/31/1997,6.494,8/31/2000,1.7291,1/31/1997,6.246,1/30/2004,2.4219,1/31/1997,2.554,1/31/1997,0.575,1/31/1997,1.435,6/30/2011,-0.168,1/31/1997,4.8,1/31/1997,3,1/31/1997,121.3
2/28/1997,6.552,9/29/2000,1.8311,2/28/1997,6.387,2/27/2004,2.3485,2/28/1997,2.565,2/28/1997,0.6,2/28/1997,1.51,7/29/2011,-0.398,2/28/1997,4.7,2/28/1997,2.9,2/28/1997,120.38
3/31/1997,6.903,10/31/2000,1.9008,3/31/1997,6.752,3/31/2004,2.3288,3/31/1997,2.45,3/31/1997,0.715,3/31/1997,1.49,8/31/2011,-0.448,3/31/1997,4.4,3/31/1997,2.7,3/31/1997,123.8
4/30/1997,6.718,11/30/2000,1.6728,4/30/1997,6.573,4/30/2004,2.4232,4/30/1997,2.545,4/30/1997,0.91,4/30/1997,1.6,9/30/2011,-0.338,4/30/1997,4.5,4/30/1997,3.2,4/30/1997,127.1
5/30/1997,6.659,12/29/2000,1.3802,5/30/1997,6.5,5/31/2004,2.6407,5/30/1997,2.861,5/30/1997,1.125,5/30/1997,1.88,10/31/2011,-0.313,5/31/1997,4.6,5/31/1997,3.1,5/30/1997,116.33
6/30/1997,6.5,1/31/2001,1.6059,6/30/1997,6.383,6/30/2004,2.538,6/30/1997,2.639,6/30/1997,0.905,6/30/1997,1.67,11/30/2011,-0.249,6/30/1997,4.6,6/30/1997,2.9,6/30/1997,114.58
7/31/1997,6.011,2/28/2001,1.5541,7/31/1997,5.9,7/30/2004,2.5508,7/31/1997,2.36,7/31/1997,0.69,7/31/1997,1.41,12/30/2011,-0.212,7/31/1997,4.7,7/31/1997,3,7/31/1997,118.55
8/29/1997,6.339,3/30/2001,1.6248,8/29/1997,6.223,8/31/2004,2.395,8/29/1997,2.225,8/29/1997,0.545,8/29/1997,1.29,1/31/2012,-0.075,8/31/1997,5.3,8/31/1997,3.2,8/29/1997,120.95
9/30/1997,6.103,4/30/2001,2.0236,9/30/1997,5.987,9/30/2004,2.5006,9/30/1997,2.12,9/30/1997,0.605,9/30/1997,1.28,2/29/2012,-0.014,9/30/1997,5.6,9/30/1997,2.9,9/30/1997,120.51
10/31/1997,5.831,5/31/2001,2.1109,10/31/1997,5.708,10/29/2004,2.3761,10/31/1997,1.815,10/31/1997,0.508,10/31/1997,1.12,3/30/2012,0.277,10/31/1997,5.6,10/31/1997,2.9,10/31/1997,120.48
11/28/1997,5.874,6/29/2001,1.9612,11/28/1997,5.84,11/30/2004,2.6559,11/28/1997,1.96,11/28/1997,0.441,11/28/1997,1.145,4/30/2012,0.515,11/30/1997,5.7,11/30/1997,3.2,11/28/1997,127.85
12/31/1997,5.742,7/31/2001,1.7219,12/31/1997,5.711,12/31/2004,2.5482,12/31/1997,1.94,12/31/1997,0.626,12/31/1997,1.211,5/31/2012,0.691,12/31/1997,5.6,12/31/1997,3.8,12/31/1997,130.59
1/30/1998,5.505,8/31/2001,1.5325,1/30/1998,5.379,1/31/2005,2.548,1/30/1998,2.005,1/30/1998,0.761,1/30/1998,1.345,6/29/2012,0.582,1/31/1998,5.8,1/31/1998,4.5,1/30/1998,127.05
2/27/1998,5.622,9/28/2001,1.447,2/27/1998,5.585,2/28/2005,2.8007,2/27/1998,1.895,2/27/1998,0.648,2/27/1998,1.24,7/31/2012,0.533,2/28/1998,6.3,2/28/1998,5,2/27/1998,126.1
3/31/1998,5.654,10/31/2001,1.2419,3/31/1998,5.618,3/31/2005,2.8775,3/31/1998,1.875,3/31/1998,0.627,3/31/1998,1.184,8/31/2012,0.525,3/31/1998,6.6,3/31/1998,4.5,3/31/1998,133.07
4/30/1998,5.671,11/30/2001,1.3413,4/30/1998,5.636,4/29/2005,2.7448,4/30/1998,1.725,4/30/1998,0.531,4/30/1998,1.062,9/28/2012,0.664,4/30/1998,6.8,4/30/1998,3.6,4/30/1998,132.87
5/29/1998,5.552,12/31/2001,1.5053,5/29/1998,5.549,5/31/2005,2.474,5/29/1998,1.456,5/29/1998,0.432,5/29/1998,0.885,10/31/2012,0.741,5/31/1998,7,5/31/1998,3.9,5/29/1998,138.8
6/30/1998,5.446,1/31/2002,1.5994,6/30/1998,5.467,6/30/2005,2.3206,6/30/1998,1.615,6/30/1998,0.56,6/30/1998,1.011,11/30/2012,0.804,6/30/1998,7.2,6/30/1998,3.4,6/30/1998,138.78
7/31/1998,5.494,2/28/2002,1.6518,7/31/1998,5.501,7/29/2005,2.3724,7/31/1998,1.55,7/31/1998,0.505,7/31/1998,0.948,12/31/2012,0.829,7/31/1998,7.1,7/31/1998,3.5,7/31/1998,144.66
8/31/1998,4.976,3/29/2002,2.0824,8/31/1998,4.797,8/31/2005,2.4708,8/31/1998,1.3,8/31/1998,0.402,8/31/1998,0.771,1/31/2013,0.963,8/31/1998,6.9,8/31/1998,3.8,8/31/1998,139.3
9/30/1998,4.42,4/30/2002,1.9759,9/30/1998,4.216,9/30/2005,2.7544,9/30/1998,0.782,9/30/1998,0.355,9/30/1998,0.615,2/28/2013,1.287,9/30/1998,7.4,9/30/1998,3.8,9/30/1998,136.46
10/30/1998,4.605,5/31/2002,1.9881,10/30/1998,4.231,10/31/2005,2.6665,10/30/1998,0.849,10/30/1998,0.292,10/30/1998,0.59,3/29/2013,1.376,10/31/1998,7.9,10/31/1998,3.9,10/30/1998,115.98
11/30/1998,4.714,6/28/2002,1.729,11/30/1998,4.482,11/30/2005,2.343,11/30/1998,1.235,11/30/1998,0.306,11/30/1998,0.717,4/30/2013,1.573,11/30/1998,8.2,11/30/1998,4.3,11/30/1998,122.94
12/31/1998,4.648,7/31/2002,1.7072,12/31/1998,4.54,12/30/2005,2.2766,12/31/1998,2.218,12/31/1998,0.77,12/31/1998,1.44,5/31/2013,1.606,12/31/1998,8.5,12/31/1998,3.9,12/31/1998,113.6
1/29/1999,4.651,8/30/2002,1.7309,1/29/1999,4.548,1/31/2006,2.5701,1/29/1999,2.07,1/29/1999,0.625,1/29/1999,1.359,6/28/2013,1.083,1/31/1999,8.4,1/31/1999,3.6,1/29/1999,116.33
2/26/1999,5.287,9/30/2002,1.4165,2/26/1999,5.221,2/28/2006,2.6988,2/26/1999,2.015,2/26/1999,0.315,2/26/1999,1.142,,,2/28/1999,8.2,2/28/1999,3.4,2/26/1999,119.2
3/31/1999,5.242,10/31/2002,1.4979,3/31/1999,5.102,3/31/2006,2.5796,3/31/1999,1.764,3/31/1999,0.275,3/31/1999,0.859,,,3/31/1999,7.7,3/31/1999,3.7,3/31/1999,118.9
4/30/1999,5.348,11/29/2002,1.6559,4/30/1999,5.213,4/28/2006,2.6814,4/30/1999,1.439,4/30/1999,0.145,4/30/1999,0.64,,,4/30/1999,7.7,4/30/1999,3.9,4/30/1999,119.48
5/31/1999,5.622,12/31/2002,1.5572,5/31/1999,5.584,5/31/2006,2.6935,5/31/1999,1.496,5/31/1999,0.105,5/31/1999,0.575,,,5/31/1999,7.7,5/31/1999,4.1,5/31/1999,121.8
6/30/1999,5.78,1/31/2003,1.8165,6/30/1999,5.646,6/30/2006,2.6293,6/30/1999,1.87,6/30/1999,0.45,6/30/1999,1.095,,,6/30/1999,7.6,6/30/1999,4.3,6/30/1999,121.1
7/30/1999,5.903,2/28/2003,1.9714,7/30/1999,5.791,7/31/2006,2.5235,7/30/1999,1.776,7/30/1999,0.385,7/30/1999,0.995,,,7/31/1999,7.8,7/31/1999,4,7/30/1999,114.53
8/31/1999,5.97,3/31/2003,1.8425,8/31/1999,5.865,8/31/2006,2.4054,8/31/1999,1.935,8/31/1999,0.3,8/31/1999,1.085,,,8/31/1999,7.7,8/31/1999,3.5,8/31/1999,109.73
9/30/1999,5.877,4/30/2003,1.7385,9/30/1999,5.754,9/29/2006,2.2265,9/30/1999,1.73,9/30/1999,0.27,9/30/1999,0.885,,,9/30/1999,7,9/30/1999,3.3,9/30/1999,106.46
10/29/1999,6.024,5/30/2003,1.6825,10/29/1999,5.946,10/31/2006,2.0615,10/29/1999,1.819,10/29/1999,0.24,10/29/1999,0.915,,,10/31/1999,6.5,10/31/1999,3.6,10/29/1999,104.1
11/30/1999,6.191,6/30/2003,1.742,11/30/1999,6.113,11/30/2006,2.2065,11/30/1999,1.84,11/30/1999,0.365,11/30/1999,1.015,,,11/30/1999,6.1,11/30/1999,2.9,11/30/1999,102.16
12/31/1999,6.442,7/31/2003,2.022,12/31/1999,6.344,12/29/2006,2.2306,12/31/1999,1.675,12/31/1999,0.275,12/31/1999,0.935,,,12/31/1999,5.9,12/31/1999,2.6,12/31/1999,102.51
1/31/2000,6.665,8/29/2003,2.18,1/31/2000,6.683,1/31/2007,2.3797,1/31/2000,1.735,1/31/2000,0.34,1/31/2000,0.955,,,1/31/2000,6,1/31/2000,2.6,1/31/2000,107.32
2/29/2000,6.409,9/30/2003,2.0012,2/29/2000,6.595,2/28/2007,2.3963,2/29/2000,1.852,2/29/2000,0.38,2/29/2000,1.14,,,2/29/2000,5.8,2/29/2000,2.1,2/29/2000,110.33
3/31/2000,6.004,10/31/2003,2.3914,3/31/2000,6.314,3/30/2007,2.5127,3/31/2000,1.781,3/31/2000,0.465,3/31/2000,1.145,,,3/31/2000,6.2,3/31/2000,1.9,3/31/2000,102.78
4/28/2000,6.212,11/28/2003,2.3169,4/28/2000,6.538,4/30/2007,2.4591,4/28/2000,1.764,4/28/2000,0.375,4/28/2000,1.08,,,4/30/2000,6.7,4/30/2000,2.9,4/28/2000,108.18
5/31/2000,6.272,12/31/2003,2.295,5/31/2000,6.519,5/31/2007,2.3255,5/31/2000,1.665,5/31/2000,0.4,5/31/2000,1.03,,,5/31/2000,6.1,5/31/2000,2.2,5/31/2000,107.66
6/30/2000,6.031,1/30/2004,2.3383,6/30/2000,6.185,6/29/2007,2.2606,6/30/2000,1.761,6/30/2000,0.52,6/30/2000,1.11,,,6/30/2000,5.9,6/30/2000,1.9,6/30/2000,106.12
7/31/2000,6.031,2/27/2004,2.3933,7/31/2000,6.146,7/31/2007,2.0987,7/31/2000,1.683,7/31/2000,0.4,7/31/2000,1.02,,,7/31/2000,5.6,7/31/2000,2,7/31/2000,109.43
8/31/2000,5.725,3/31/2004,2.3799,8/31/2000,5.973,8/31/2007,1.9109,8/31/2000,1.887,8/31/2000,0.64,8/31/2000,1.255,,,8/31/2000,5.9,8/31/2000,1.8,8/31/2000,106.67
9/29/2000,5.802,4/30/2004,2.4271,9/29/2000,5.851,9/28/2007,2.0521,9/29/2000,1.847,9/29/2000,0.61,9/29/2000,1.17,,,9/30/2000,6.2,9/30/2000,2,9/29/2000,108.14
10/31/2000,5.751,5/31/2004,2.6776,10/31/2000,5.807,10/31/2007,2.1975,10/31/2000,1.813,10/31/2000,0.5,10/31/2000,1.07,,,10/31/2000,6.2,10/31/2000,2.1,10/31/2000,108.84
11/30/2000,5.468,6/30/2004,2.5428,11/30/2000,5.427,11/30/2007,2.237,11/30/2000,1.622,11/30/2000,0.48,11/30/2000,0.94,,,11/30/2000,5.8,11/30/2000,1.9,11/30/2000,110.38
12/29/2000,5.112,7/30/2004,2.4697,12/29/2000,4.976,12/31/2007,2.2599,12/29/2000,1.646,12/29/2000,0.47,12/29/2000,0.96,,,12/31/2000,6.1,12/31/2000,2,12/29/2000,114.41
1/31/2001,5.114,8/31/2004,2.3559,1/31/2001,4.768,1/31/2008,2.0704,1/31/2001,1.498,1/31/2001,0.36,1/31/2001,0.805,,,1/31/2001,6.7,1/31/2001,2.2,1/31/2001,116.57
2/28/2001,4.896,9/30/2004,2.3725,2/28/2001,4.656,2/29/2008,2.3029,2/28/2001,1.35,2/28/2001,0.225,2/28/2001,0.63,,,2/28/2001,7.1,2/28/2001,2.6,2/28/2001,117.37
3/30/2001,4.917,10/29/2004,2.4268,3/30/2001,4.557,3/31/2008,2.1279,3/30/2001,1.278,3/30/2001,0.136,3/30/2001,0.543,,,3/31/2001,7.7,3/31/2001,2.5,3/30/2001,126.34
4/30/2001,5.338,11/30/2004,2.6221,4/30/2001,4.886,4/30/2008,2.2059,4/30/2001,1.339,4/30/2001,0.104,4/30/2001,0.519,,,4/30/2001,7.7,4/30/2001,2.3,4/30/2001,123.48
5/31/2001,5.381,12/31/2004,2.5897,5/31/2001,4.914,5/30/2008,2.4364,5/31/2001,1.245,5/31/2001,0.06,5/31/2001,0.389,,,5/31/2001,8,5/31/2001,2.6,5/31/2001,119.23
6/29/2001,5.412,1/31/2005,2.4913,6/29/2001,4.95,6/30/2008,2.6258,6/29/2001,1.194,6/29/2001,0.059,6/29/2001,0.365,,,6/30/2001,8.4,6/30/2001,2.9,6/29/2001,124.65
7/31/2001,5.054,2/28/2005,2.6742,7/31/2001,4.526,7/31/2008,2.1061,7/31/2001,1.339,7/31/2001,0.092,7/31/2001,0.411,,,7/31/2001,8.7,7/31/2001,3,7/31/2001,125
8/31/2001,4.832,3/31/2005,2.7102,8/31/2001,4.38,8/29/2008,1.8083,8/31/2001,1.379,8/31/2001,0.087,8/31/2001,0.465,,,8/31/2001,8.6,8/31/2001,2.9,8/31/2001,118.79
9/28/2001,4.588,4/29/2005,2.6026,9/28/2001,3.804,9/30/2008,0.9718,9/28/2001,1.415,9/28/2001,0.087,9/28/2001,0.509,,,9/30/2001,10.1,9/30/2001,3.2,9/28/2001,119.56
10/31/2001,4.232,5/31/2005,2.3774,10/31/2001,3.475,10/31/2008,-0.2399,10/31/2001,1.315,10/31/2001,0.124,10/31/2001,0.474,,,10/31/2001,9.5,10/31/2001,2.9,10/31/2001,122.42
11/30/2001,4.752,6/30/2005,2.2739,11/30/2001,4.064,11/28/2008,-0.778,11/30/2001,1.364,11/30/2001,0.151,11/30/2001,0.527,,,11/30/2001,10.2,11/30/2001,3,11/30/2001,123.48
12/31/2001,5.051,7/29/2005,2.3806,12/31/2001,4.302,12/31/2008,-0.4943,12/31/2001,1.368,12/31/2001,0.117,12/31/2001,0.548,,,12/31/2001,10.3,12/31/2001,3.3,12/31/2001,131.66
1/31/2002,5.033,8/31/2005,2.373,1/31/2002,4.371,1/30/2009,0.1081,1/31/2002,1.485,1/31/2002,0.14,1/31/2002,0.7,,,1/31/2002,9.6,1/31/2002,3.5,1/31/2002,134.68
2/28/2002,4.877,9/30/2005,2.5628,2/28/2002,4.191,2/27/2009,0.3656,2/28/2002,1.53,2/28/2002,0.13,2/28/2002,0.639,,,2/28/2002,9.3,2/28/2002,3.5,2/28/2002,133.36
3/29/2002,5.396,10/31/2005,2.5657,3/29/2002,4.805,3/31/2009,0.4871,3/29/2002,1.395,3/29/2002,0.05,3/29/2002,0.515,,,3/31/2002,8.2,3/31/2002,3.7,3/29/2002,132.73
4/30/2002,5.0847,11/30/2005,2.3695,4/30/2002,4.4049,4/30/2009,0.8239,4/30/2002,1.38,4/30/2002,0.053,4/30/2002,0.496,,,4/30/2002,7.1,4/30/2002,3.5,4/30/2002,128.54
5/31/2002,5.0427,12/30/2005,2.3368,5/31/2002,4.3532,5/29/2009,1.3903,5/31/2002,1.394,5/31/2002,0.074,5/31/2002,0.48,,,5/31/2002,7.4,5/31/2002,3.5,5/31/2002,124.22
6/28/2002,4.7965,1/31/2006,2.5328,6/28/2002,4.0319,6/30/2009,1.3654,6/28/2002,1.32,6/28/2002,0.069,6/28/2002,0.414,,,6/30/2002,7.1,6/30/2002,3.4,6/28/2002,119.47
7/31/2002,4.4588,2/28/2006,2.553,7/31/2002,3.4463,7/31/2009,1.2756,7/31/2002,1.318,7/31/2002,0.043,7/31/2002,0.409,,,7/31/2002,7.4,7/31/2002,3.3,7/31/2002,119.85
8/30/2002,4.1409,3/31/2006,2.5099,8/30/2002,3.195,8/31/2009,1.0292,8/30/2002,1.185,8/30/2002,0.03,8/30/2002,0.294,,,8/31/2002,7.4,8/31/2002,3.4,8/30/2002,118.46
9/30/2002,3.5942,4/28/2006,2.6722,9/30/2002,2.5598,9/30/2009,1.2501,9/30/2002,1.186,9/30/2002,0.06,9/30/2002,0.344,,,9/30/2002,5.7,9/30/2002,3.2,9/30/2002,121.81
10/31/2002,3.8925,5/31/2006,2.6605,10/31/2002,2.7274,10/30/2009,1.487,10/31/2002,0.994,10/31/2002,0.045,10/31/2002,0.269,,,10/31/2002,6.8,10/31/2002,3.3,10/31/2002,122.48
11/29/2002,4.2052,6/30/2006,2.6042,11/29/2002,3.2684,11/30/2009,1.6118,11/29/2002,1.002,11/29/2002,0.065,11/29/2002,0.3,,,11/30/2002,6.8,11/30/2002,3.2,11/29/2002,122.55
12/31/2002,3.816,7/31/2006,2.5756,12/31/2002,2.7339,12/31/2009,1.9451,12/31/2002,0.909,12/31/2002,0.06,12/31/2002,0.303,,,12/31/2002,6.3,12/31/2002,2.2,12/31/2002,118.79
1/31/2003,3.9625,8/31/2006,2.4868,1/31/2003,2.9324,1/29/2010,1.7823,1/31/2003,0.812,1/31/2003,0.05,1/31/2003,0.26,,,1/31/2003,6.3,1/31/2003,1.9,1/31/2003,119.87
2/28/2003,3.6897,9/29/2006,2.3553,2/28/2003,2.6612,2/26/2010,1.7154,2/28/2003,0.79,2/28/2003,0.06,2/28/2003,0.265,,,2/28/2003,6.5,2/28/2003,1.9,2/28/2003,118.1
3/31/2003,3.796,10/31/2006,2.2685,3/31/2003,2.7104,3/31/2010,1.7889,3/31/2003,0.709,3/31/2003,0.07,3/31/2003,0.25,,,3/31/2003,6.6,3/31/2003,1.7,3/31/2003,118.09
4/30/2003,3.8359,11/30/2006,2.3088,4/30/2003,2.7473,4/30/2010,2.0202,4/30/2003,0.615,4/30/2003,0.059,4/30/2003,0.219,,,4/30/2003,7.3,4/30/2003,1.3,4/30/2003,118.88
5/30/2003,3.3699,12/29/2006,2.2983,5/30/2003,2.2892,5/31/2010,1.7019,5/30/2003,0.54,5/30/2003,0.05,5/30/2003,0.164,,,5/31/2003,7.9,5/31/2003,1.6,5/30/2003,119.3
6/30/2003,3.5133,1/31/2007,2.4245,6/30/2003,2.4093,6/30/2010,1.5196,6/30/2003,0.846,6/30/2003,0.084,6/30/2003,0.355,,,6/30/2003,8.1,6/30/2003,1.8,6/30/2003,119.8
7/31/2003,4.4055,2/28/2007,2.3784,7/31/2003,3.2204,7/30/2010,1.383,7/31/2003,0.945,7/31/2003,0.08,7/31/2003,0.319,,,7/31/2003,8.2,7/31/2003,1.8,7/31/2003,120.55
8/29/2003,4.4636,3/30/2007,2.4427,8/29/2003,3.4643,8/31/2010,1.1643,8/29/2003,1.464,8/29/2003,0.2,8/29/2003,0.705,,,8/31/2003,8.2,8/31/2003,1.9,8/29/2003,116.92
9/30/2003,3.9376,4/30/2007,2.4361,9/30/2003,2.8255,9/30/2010,1.2762,9/30/2003,1.394,9/30/2003,0.195,9/30/2003,0.669,,,9/30/2003,7.5,9/30/2003,1.8,9/30/2003,111.5
10/31/2003,4.2927,5/31/2007,2.3893,10/31/2003,3.2418,10/29/2010,1.4206,10/31/2003,1.469,10/31/2003,0.155,10/31/2003,0.644,,,10/31/2003,6.3,10/31/2003,1.5,10/31/2003,109.94
11/28/2003,4.3316,6/29/2007,2.3851,11/28/2003,3.354,11/30/2010,1.442,11/28/2003,1.304,11/28/2003,0.155,11/28/2003,0.555,,,11/30/2003,5.5,11/30/2003,1.5,11/28/2003,109.63
12/31/2003,4.2455,7/31/2007,2.3964,12/31/2003,3.2474,12/31/2010,1.7337,12/31/2003,1.37,12/31/2003,0.125,12/31/2003,0.606,,,12/31/2003,5.2,12/31/2003,1.5,12/31/2003,107.22
1/30/2004,4.1319,8/31/2007,2.2717,1/30/2004,3.1433,1/31/2011,1.9123,1/30/2004,1.322,1/30/2004,0.08,1/30/2004,0.51,,,1/31/2004,4.7,1/31/2004,1.6,1/30/2004,105.71
2/27/2004,3.9711,9/28/2007,2.3162,2/27/2004,2.9385,2/28/2011,2.1575,2/27/2004,1.235,2/27/2004,0.065,2/27/2004,0.449,,,2/29/2004,4.7,2/29/2004,1.7,2/27/2004,109.11
3/31/2004,3.8348,10/31/2007,2.3562,3/31/2004,2.7777,3/31/2011,2.2986,3/31/2004,1.45,3/31/2004,0.13,3/31/2004,0.63,,,3/31/2004,5.1,3/31/2004,1.7,3/31/2004,104.23
4/30/2004,4.5053,11/30/2007,2.3645,4/30/2004,3.6218,4/29/2011,2.4702,4/30/2004,1.54,4/30/2004,0.15,4/30/2004,0.675,,,4/30/2004,5,4/30/2004,1.8,4/30/2004,110.52
5/31/2004,4.6468,12/31/2007,2.3324,5/31/2004,3.7909,5/31/2011,2.0374,5/31/2004,1.529,5/31/2004,0.15,5/31/2004,0.659,,,5/31/2004,5.1,5/31/2004,2,5/31/2004,109.52
6/30/2004,4.5806,1/31/2008,2.3187,6/30/2004,3.7661,6/30/2011,2.0368,6/30/2004,1.786,6/30/2004,0.179,6/30/2004,0.835,,,6/30/2004,4.7,6/30/2004,1.7,6/30/2004,108.77
7/30/2004,4.4747,2/29/2008,2.4398,7/30/2004,3.6943,7/29/2011,2.0673,7/30/2004,1.859,7/30/2004,0.221,7/30/2004,0.894,,,7/31/2004,4,7/31/2004,1.8,7/30/2004,111.36
8/31/2004,4.1167,3/31/2008,2.3246,8/31/2004,3.3068,8/31/2011,1.6684,8/31/2004,1.544,8/31/2004,0.169,8/31/2004,0.67,,,8/31/2004,3.6,8/31/2004,1.9,8/31/2004,109.17
9/30/2004,4.1194,4/30/2008,2.2798,9/30/2004,3.3713,9/30/2011,1.43,9/30/2004,1.449,9/30/2004,0.14,9/30/2004,0.632,,,9/30/2004,4.5,9/30/2004,2.1,9/30/2004,110.05
