"","time","event","date","broker","name","is_forced","newtp_to_px","oldtp_to_px","chg_tgt","newtp_avgtp","chg_2d","chg_5d","char_newrating","newrating","oldrating","chg_rating","score"
"1","A"," Initiation","05/03/2018","Citic Securities Co., Ltd","DATANG INTL PO-H","","25","","","14.3042672356712","0.448661","6.27280089"," buy","5","","","1"
"2","A"," ","05/03/2018","Credit Suisse","HSBC HOLDINGS PL","","","","","","0.336314","0.30679939","","","","","1"
"3","A","TP+ ","05/03/2018","Independent Research GmbH","APPLE INC","Forced","18.9330010760605","13.2695248343433","5","7.41687979539642","7.3112748","8.0362143","","5","5","","1.5"
"4","A","TP+ ","05/03/2018","Nord/LB","WACKER CHEMIE AG","","-9.38511326860841","-17.1521035598705","9.375","-11.0665320247295","1.904862","3.182067","","3","3","","1.5"
"5","A","TP+ Upgrade","05/03/2018","Bank Degroof Petercam","ASML HOLDING NV","","24.6494234964163","9.0682455593643","14.2857142857143","13.9011113248843","2.2958832","0.8673931"," buy","5","3","2","2.5"
"6","A","TP- ","05/03/2018","Guotai Junan","SINOPEC SHANG-H","","79.6414342629482","","","61.4393135593589","-2.591511","-2.85261911","","","","","1"
"7","A","TP- ","05/03/2018","Raymond James","TOTAL SA","","12.3377881076893","14.2746465233391","-1.69491525423729","4.46685792829373","-1.1923883","-0.8937416","","5","5","","0.5"
"8","A","TP+ Upgrade","05/03/2018","Barclays","NVIDIA CORP","","23.7240952675533","17.096018735363","5.66037735849057","10.6568538084003","1.0944591","4.5952993"," overweight","5","3","2","2.5"
"9","A","TP- ","05/02/2018","CCB International Securities Ltd","NETEASE INC-ADR","","17.7532676531774","57.0043568709032","-25","-12.3634690886528","-0.4271841","2.4298293","","5","5","","0.5"
"10","A","TP+ ","05/02/2018","Goldman Sachs","NVIDIA CORP","","21.5147364234899","17.096018735363","3.77358490566038","8.68083856182176","1.0944591","4.5952993","","5","5","","1.5"
"11","A"," Upgrade","05/02/2018","Morningstar, Inc","YUM CHINA HO","","27.027027027027","","","-0.139876508608427","-13.0030162","-6.0928447"," buy","5","","","1"
"12","B/D","TP+ ","05/02/2018","CMB International Capital Corp Ltd","HUANENG RENEWA-H","Forced","18.3431952662722","4.14201183431953","13.6363636363636","9.1219067944277","-2.096742","10.86840489","","5","5","","0.5"
"13","B/D","TP+ ","05/02/2018","BOCOM International Holdings","HUADIAN FUXIN -H","Forced","24.8908296943231","8.29694323144106","15.3225806451613","11.2531280498318","3.839105","1.82651289","","5","5","","0.5"
"14","A","TP- ","05/02/2018","CICC","YUM CHINA HO","","40.8108108108108","44.2972972972973","-2.41618280576887","10.6960092319468","-13.0030162","-6.0928447","","5","5","","0.5"
"15","B/D","TP- ","05/02/2018","Mitsubishi UFJ Morgan Stanley","SOFTBANK GROUP C","","63.7220259128386","68.4334511189635","-2.7972027972028","6.58925685789793","0.19189","3.3356589","","5","5","","-0.5"
"16","A","TP+ ","05/02/2018","DZ Bank AG","CHEVRON CORP","","10.7657980715595","2.00015937524902","8.59375","0.575564239211523","0.7712465","2.3984873","","5","5","","1.5"
"17","A","TP+ ","05/02/2018","DZ Bank AG","MICROSOFT CORP","","12.2874558870709","6.94043417816275","5","-3.69822398257486","0.4568209","1.4412843","","5","5","","1.5"
"18","A","TP- ","05/02/2018","DZ Bank AG","DEERE & CO","","20.9647495361781","42.4860853432282","-15.1041666666667","-10.4395604395604","0.0389318","-2.2137557","","5","5","","0.5"
"19","B/D"," Upgrade","05/02/2018","GF Securities Co. Ltd.","AIR CHINA LTD-H","","","","","","1.9886414","3.79626989"," buy","","","","0"
"20","A","TP- ","05/02/2018","Macquarie","YUM CHINA HO","","35.1351351351351","48.6486486486486","-9.09090909090909","6.23417392701231","-13.0030162","-6.0928447","","5","5","","0.5"
"21","B/D","TP- ","05/02/2018","Macquarie","SOFTBANK GROUP C","","73.1448763250883","77.1495877502945","-2.26063829787234","12.7238903461223","0.19189","3.3356589","","5","5","","-0.5"
"22","A"," ","05/02/2018","Clarksons Platou Securities Inc","ALCOA CORP","","","","","","4.1198578","2.2972353","","","","","1"
"23","B/D","TP- ","05/02/2018","Nomura","YUM CHINA HO","","44.3243243243243","55.4054054054054","-7.1304347826087","13.4580977540491","-13.0030162","-6.0928447","","5","5","","-0.5"
"24","B/D"," Initiation","05/02/2018","China Renaissance","NETEASE INC-ADR","","9.90304980963221","","","-18.2059044827426","-0.4271841","2.4298293"," hold","3","","","0"
"25","B/D","TP+ ","05/02/2018","Raymond James","AFLAC INC","","17.6470588235294","16.5371809100999","0.952380952380952","13.8036769865653","-0.6735882","-0.6514606","","5","5","","0.5"
"26","B/D","TP- ","05/02/2018","Daiwa Securities","YUM CHINA HO","","28.3783783783784","35.1351351351351","-5","0.922465230661706","-13.0030162","-6.0928447","","5","5","","-0.5"
"27","B/D","TP- ","05/02/2018","Credit Suisse","AP MOLLER-B","","32.0176317371268","42.6367461430575","-7.4448658519455","8.37393860893523","-2.4758715","2.346098","","5","5","","-0.5"
"28","B/D","TP+ ","05/02/2018","Accountability Research Corp","APPLE INC","","13.2695248343433","10.4377867134847","2.56410256410256","2.30179028132993","7.3112748","8.0362143","","5","5","","0.5"
"29","B/D","TP- ","05/02/2018","FBN Securities","APPLE INC","","13.2695248343433","18.9330010760605","-4.76190476190476","2.30179028132993","7.3112748","8.0362143","","5","5","","-0.5"
