"","time","event","date","broker","name","is_forced","newtp_to_px","oldtp_to_px","chg_tgt","newtp_avgtp","chg_2d","chg_5d","char_newrating","newrating","oldrating","chg_rating","score"
"30","B/D","TP- ","05/02/2018","Stifel","ASML HOLDING NV","","10.9379869118105","19.6634465565597","-7.29166666666667","1.371989079147","2.2958832","0.8673931","","5","5","","-0.5"
"31","B/D","TP- ","05/02/2018","Atlantic Equities LLP","CATERPILLAR INC","Forced","14.6948422077019","18.1704434867232","-2.94117647058824","-3.50877192982456","0.1211575","-0.7747247","","3","3","","-0.5"
"32","B/D","TP+ ","05/02/2018","Goldman Sachs","ALIBABA GRP-ADR","","42.7390465693029","42.1879305593828","0.387596899224806","14.6132767900171","2.0974008","6.7386613","","5","5","","0.5"
"33","B/D","TP- ","05/02/2018","Daiwa Securities","KT CORP","","7.9136690647482","11.5107913669065","-3.2258064516129","-10.9395873534214","3.136669","0.636142","","5","5","","-0.5"
"34","B/D","TP- ","05/02/2018","Daiwa Securities","SK TELECOM","","7.12742980561556","19.2224622030237","-10.1449275362319","-16.1161968250572","2.43123","0.637766","","5","5","","-0.5"
"35","B/D","TP- ","05/02/2018","Daiwa Securities","LG UPLUS CORP","","8.52713178294573","19.3798449612403","-9.09090909090909","-15.2798789712557","5.996369","3.736382","","5","5","","-0.5"
"36","B/D","TP- ","05/02/2018","J.P. Morgan","YUM CHINA HO","","15.4054054054054","18.9189189189189","-2.95454545454545","-9.27601546633148","-13.0030162","-6.0928447","","5","5","","-0.5"
"37","B/D","TP+ ","05/02/2018","Maxim Group LLC","APPLE INC","Forced","15.5349153310302","10.7940193690887","4.27901793701343","4.34782608695652","7.3112748","8.0362143","","4.244","4.244","","0.5"
"38","B/D","TP+ ","05/02/2018","Macquarie","APPLE INC","","11.5704819618282","6.47335334428272","4.78723404255319","0.767263427109977","7.3112748","8.0362143","","5","5","","0.5"
"39","B/D","TP+ ","05/02/2018","DZ Bank AG","APPLE INC","Forced","18.9330010760605","13.2695248343433","5","7.41687979539642","7.3112748","8.0362143","","5","5","","0.5"
"40","B/D","TP+ ","05/02/2018","Landesbank Baden-Wuerttemberg","TOTAL SA","","12.3377881076893","2.65349602944025","9.43396226415094","4.46685792829373","-1.1923883","-0.8937416","","5","5","","0.5"
"41","B/D","TP- Downgrade","05/02/2018","SWS Research","JD.COM INC-ADR","","7.87486515641855","34.8435814455232","-20","-18.8269317441648","2.0287298","3.4857983"," hold","3","5","-2","-1.5"
"42","B/D","TP+ ","05/02/2018","SWS Research","CHINA TELECOM-H","","12.6005361930295","5.89812332439679","6.32911392405063","-5.52147349818091","-1.257621","2.80355589","","5","5","","0.5"
"43","B/D","TP- ","05/02/2018","CCB International Securities Ltd","TENCENT","","29.8701298701299","32.4675324675325","-1.96078431372549","-4.61311781549135","0.072435","-0.41662191","","5","5","","-0.5"
"44","B/D","TP- ","05/02/2018","UOB Kay Hian","JD.COM INC-ADR","","13.2686084142395","45.6310679611651","-22.2222222222222","-14.768278331373","2.0287298","3.4857983","","5","5","","-0.5"
"45","B/D","TP- ","05/02/2018","Goldman Sachs","YUM CHINA HO","","16.2162162162162","18.9189189189189","-2.27272727272727","-8.63861042276941","-13.0030162","-6.0928447","","3","3","","-0.5"
"46","B/D"," ","05/02/2018","Value Investment Principals","SONY CORP","","18.0405272476884","","","-9.60273092739373","-5.5490835","-6.6281491","","5","","","0"
"47","B/D","TP+ ","05/02/2018","Atlantic Equities LLP","APPLE INC","","4.77431047176757","1.942572350909","2.77777777777778","-5.37084398976982","7.3112748","8.0362143","","3","3","","0.5"
"48","B/D","TP+ ","05/02/2018","Haitong International","KOMATSU LTD","","44.7839251307459","40.3798513625103","3.13725490196078","11.6614813559445","-2.7987135","-6.9222761","","5","5","","0.5"
"49","B/D","TP+ ","05/02/2018","Daiwa Securities","MICROSOFT CORP","","24.0509036466688","20.8426906213239","2.65486725663717","6.39053350496492","0.4568209","1.4412843","","5","5","","0.5"
"50","B/D","TP- ","05/02/2018","Daiwa Securities","NOMURA HOLDINGS","","13.5073779795687","36.2088535754824","-16.6666666666667","-5.67854037935998","-2.1150365","-4.5764701","","5","5","","-0.5"
"51","B/D"," Downgrade","05/02/2018","Daiwa Securities","NISSAN MOTOR CO","","10.8647450110865","10.8647450110865","0","-0.0533016523121765","-1.7629515","-1.8857281"," neutral","3","5","-2","-1"
"52","B/D","TP- ","05/02/2018","Daiwa Securities","YAHOO JAPAN CORP","","5.39845758354756","56.8123393316195","-32.7868852459016","-23.3196960841613","-13.2342735","-12.4874041","","5","5","","-0.5"
"53","B/D","TP+ ","05/02/2018","Pareto Securities","BOLIDEN AB","","7.79961953075461","6.21433100824351","1.49253731343284","11.4754098360656","3.0422815","-0.3402697","","5","5","","0.5"
"54","B/D","TP+ ","05/02/2018","Morningstar, Inc","APPLE INC","","-0.889165769949596","-3.72090389080817","2.94117647058824","-10.4859335038363","7.3112748","8.0362143","","3","3","","0.5"
"55","B/D","TP+ ","05/02/2018","Piper Jaffray","APPLE INC","Forced","21.1983915727474","13.2695248343433","7","9.46291560102301","7.3112748","8.0362143","","5","5","","0.5"
"56","B/D","TP+ ","05/02/2018","Independent Research GmbH","TOTAL SA","","8.46407127638969","6.52721286073987","1.81818181818182","0.864552482490488","-1.1923883","-0.8937416","","3","3","","0.5"
"57","B/D","TP+ ","05/02/2018","Goldman Sachs","APPLE INC","","-7.11898963583847","-9.95072775669705","3.14465408805031","-16.1125319693095","7.3112748","8.0362143","","3","3","","0.5"
"58","B/D","TP+ ","05/02/2018","Marusan Securities","SONY CORP","","41.648632697226","37.7139484556364","2.85714285714286","8.47672288712751","-5.5490835","-6.6281491","","5","5","","0.5"
"59","B/D","TP+ ","05/02/2018","Nomura","JFE HOLDINGS INC","","10.4477611940299","6.60980810234542","3.6","-9.95574873839131","4.3354805","-0.7566546","","3","3","","0.5"
"60","B/D","TP+ ","05/02/2018","Nomura","NSSMC","","11.25","5.41666666666667","5.53359683794466","-7.93103448275863","0.9502173","-2.5192051","","3","3","","0.5"
"61","B/D","TP+ ","05/02/2018","Barclays","APPLE INC","","-8.81803250835362","-11.0834230050405","2.54777070063694","-17.6470588235294","7.3112748","8.0362143","","3","3","","0.5"
"62","B/D","TP+ ","05/02/2018","Morningstar, Inc","SOFTBANK GROUP C","","44.8763250883392","40.1648998822144","3.36134453781513","-5.68001011855075","0.19189","3.3356589","","5","5","","0.5"
"63","B/D","TP+ ","05/02/2018","Morgan Stanley","TOTAL SA","Forced","16.211504938989","7.68932791012977","7.9136690647482","8.06916337409696","-1.1923883","-0.8937416","","5","5","","0.5"
"64","B/D","TP+ ","05/02/2018","Commerzbank","ARCELORMITTAL","","37.6146788990826","16.4431898376852","18.1818181818182","21.496747843423","1.2949085","1.5884081","","5","5","","0.5"
"65","B/D"," Initiation","05/02/2018","Jefferies","ALCOA CORP","","22.47974373469","","","1.19760941363167","4.1198578","2.2972353"," buy","5","","","0"
"66","B/D","TP+ ","05/02/2018","BMO Capital Markets","APPLE INC","Forced","-3.15455626663645","-5.98629438749504","3.01204819277108","-12.5319693094629","7.3112748","8.0362143","","3","3","","0.5"
