Date,USGG10YR Index,,USGGBE10 Index,,USGG5YR Index,,USGGBE05 Index,Date,GJGB10 Index,Date,GJGB2 Index,,GJGB5 Index,,JYGGBE05 Index,,USDJPY Curncy
6/10/2013,2.2097,6/10/2013,2.1064,6/10/2013,1.1215,6/10/2013,1.8725,6/10/2013,0.842,6/10/2013,0.132,6/10/2013,0.282,,,6/7/2013,97.56
6/11/2013,2.1846,6/11/2013,2.0884,6/11/2013,1.1102,6/11/2013,1.8485,6/11/2013,0.889,6/11/2013,0.133,6/11/2013,0.324,,,6/10/2013,98.76
6/12/2013,2.228,6/12/2013,2.0639,6/12/2013,1.1428,6/12/2013,1.8363,6/12/2013,0.884,6/12/2013,0.128,6/12/2013,0.337,,,6/11/2013,96.03
6/13/2013,2.1489,6/13/2013,2.0799,6/13/2013,1.0551,6/13/2013,1.8489,6/13/2013,0.86,6/13/2013,0.137,6/13/2013,0.337,,,6/12/2013,96.02
6/14/2013,2.1295,6/14/2013,2.0622,6/14/2013,1.0292,6/14/2013,1.8376,6/14/2013,0.824,6/14/2013,0.131,6/14/2013,0.31,,,6/13/2013,95.37
6/17/2013,2.1817,6/17/2013,2.0585,6/17/2013,1.0584,6/17/2013,1.8249,6/17/2013,0.838,6/17/2013,0.129,6/17/2013,0.3,,,6/14/2013,94.31
6/18/2013,2.1854,6/18/2013,2.0863,6/18/2013,1.0568,6/18/2013,1.8587,6/18/2013,0.836,6/18/2013,0.13,6/18/2013,0.332,,,6/17/2013,94.51
6/19/2013,2.3527,6/19/2013,2.0542,6/19/2013,1.2483,6/19/2013,1.8494,6/19/2013,0.816,6/19/2013,0.13,6/19/2013,0.323,,,6/18/2013,95.33
6/20/2013,2.4144,6/20/2013,1.979,6/20/2013,1.3029,6/20/2013,1.7543,6/20/2013,0.856,6/20/2013,0.136,6/20/2013,0.357,,,6/19/2013,96.45
6/21/2013,2.531,6/21/2013,1.9435,6/21/2013,1.4244,6/21/2013,1.6692,6/21/2013,0.876,6/21/2013,0.136,6/21/2013,0.355,,,6/20/2013,97.28
6/24/2013,2.5368,6/24/2013,1.9204,6/24/2013,1.4446,6/24/2013,1.6262,6/24/2013,0.879,6/24/2013,0.137,6/24/2013,0.352,,,6/21/2013,97.9
6/25/2013,2.6082,6/25/2013,1.9661,6/25/2013,1.49,6/25/2013,1.6657,6/25/2013,0.853,6/25/2013,0.139,6/25/2013,0.337,,,6/24/2013,97.73
6/26/2013,2.5353,6/26/2013,1.9542,6/26/2013,1.4168,6/26/2013,1.6616,6/26/2013,0.865,6/26/2013,0.145,6/26/2013,0.341,,,6/25/2013,97.81
6/27/2013,2.4721,6/27/2013,1.9835,6/27/2013,1.3815,6/27/2013,1.7275,6/27/2013,0.838,6/27/2013,0.139,6/27/2013,0.316,,,6/26/2013,97.72
6/28/2013,2.4857,6/28/2013,1.9899,6/28/2013,1.3945,6/28/2013,1.7655,6/28/2013,0.853,6/28/2013,0.132,6/28/2013,0.313,,,6/27/2013,98.35
7/1/2013,2.4765,7/1/2013,2.025,7/1/2013,1.3782,7/1/2013,1.8104,7/1/2013,0.894,7/1/2013,0.147,7/1/2013,0.344,,,6/28/2013,99.14
7/2/2013,2.4693,7/2/2013,2.0532,7/2/2013,1.375,7/2/2013,1.8404,7/2/2013,0.894,7/2/2013,0.143,7/2/2013,0.327,,,7/1/2013,99.66
7/3/2013,2.5032,7/3/2013,2.0351,7/3/2013,1.4173,7/3/2013,1.8511,7/3/2013,0.874,7/3/2013,0.14,7/3/2013,0.312,,,7/2/2013,100.63
7/4/2013,2.5032,7/4/2013,2.0347,7/4/2013,1.4173,7/4/2013,1.8528,7/4/2013,0.856,7/4/2013,0.14,7/4/2013,0.322,,,7/3/2013,99.91
7/5/2013,2.7391,7/5/2013,2.0708,7/5/2013,1.6127,7/5/2013,1.8967,7/5/2013,0.859,7/5/2013,0.138,7/5/2013,0.321,,,7/4/2013,100.04
7/8/2013,2.6356,7/8/2013,2.0756,7/8/2013,1.5025,7/8/2013,1.906,7/8/2013,0.882,7/8/2013,0.138,7/8/2013,0.33,,,7/5/2013,101.2
7/9/2013,2.634,7/9/2013,2.0466,7/9/2013,1.4911,7/9/2013,1.8899,7/9/2013,0.87,7/9/2013,0.133,7/9/2013,0.32,,,7/8/2013,100.97
7/10/2013,2.6238,7/10/2013,2.0505,7/10/2013,1.4551,7/10/2013,1.8951,7/10/2013,0.859,7/10/2013,0.137,7/10/2013,0.309,,,7/9/2013,101.15
7/11/2013,2.5721,7/11/2013,2.0285,7/11/2013,1.3913,7/11/2013,1.8637,7/11/2013,0.832,7/11/2013,0.133,7/11/2013,0.301,,,7/10/2013,99.68
7/12/2013,2.5821,7/12/2013,2.0501,7/12/2013,1.4192,7/12/2013,1.8691,7/12/2013,0.822,7/12/2013,0.132,7/12/2013,0.299,,,7/11/2013,98.96
7/15/2013,2.5372,7/15/2013,2.0837,7/15/2013,1.3733,7/15/2013,1.8958,7/15/2013,0.822,7/15/2013,0.132,7/15/2013,0.299,,,7/12/2013,99.22
7/16/2013,2.5317,7/16/2013,2.1204,7/16/2013,1.3733,7/16/2013,1.926,7/16/2013,0.827,7/16/2013,0.132,7/16/2013,0.303,,,7/15/2013,99.86
7/17/2013,2.4888,7/17/2013,2.125,7/17/2013,1.3096,7/17/2013,1.9258,7/17/2013,0.82,7/17/2013,0.128,7/17/2013,0.295,,,7/16/2013,99.1
7/18/2013,2.5284,7/18/2013,2.1439,7/18/2013,1.3275,7/18/2013,1.9166,7/18/2013,0.809,7/18/2013,0.132,7/18/2013,0.29,,,7/17/2013,99.59
7/19/2013,2.4839,7/19/2013,2.1991,7/19/2013,1.2963,7/19/2013,1.9405,7/19/2013,0.814,7/19/2013,0.128,7/19/2013,0.292,,,7/18/2013,100.43
7/22/2013,2.4804,7/22/2013,2.2011,7/22/2013,1.2963,7/22/2013,1.9286,7/22/2013,0.788,7/22/2013,0.132,7/22/2013,0.275,,,7/19/2013,100.65
7/23/2013,2.5049,7/23/2013,2.1831,7/23/2013,1.3093,7/23/2013,1.9088,7/23/2013,0.779,7/23/2013,0.132,7/23/2013,0.275,,,7/22/2013,99.67
7/24/2013,2.5937,7/24/2013,2.1405,7/24/2013,1.3848,7/24/2013,1.8598,7/24/2013,0.776,7/24/2013,0.132,7/24/2013,0.28,,,7/23/2013,99.43
,,,,,,,,,,,,,,,,7/24/2013,100.3
