,XLE Equity,,XLB Equity,,XLI Equity,,XLF Equity,,XLU Equity,,XLK Equity,,XLV Equity,,XLP Equity,,XLY Equity,,,,,,,
10/5/2012,73.58,10/5/2012,37.2,10/5/2012,37.16,10/5/2012,16.06,10/5/2012,36.74,10/5/2012,30.89,10/5/2012,41.17,10/5/2012,36.51,10/5/2012,47.61,,,,,,,
10/8/2012,73.7,10/8/2012,37.13,10/8/2012,37.07,10/8/2012,16.05,10/8/2012,36.8,10/8/2012,30.57,10/8/2012,41.14,10/8/2012,36.4,10/8/2012,47.52,,,,,,,
10/9/2012,73.8,10/9/2012,36.78,10/9/2012,36.64,10/9/2012,15.95,10/9/2012,36.73,10/9/2012,30.18,10/9/2012,40.64,10/9/2012,36.05,10/9/2012,46.76,,,,,,,
10/10/2012,72.42,10/10/2012,36.38,10/10/2012,36.3,10/10/2012,15.94,10/10/2012,36.67,10/10/2012,30.06,10/10/2012,40.34,10/10/2012,35.9,10/10/2012,46.47,,,,,,,
10/11/2012,72.96,10/11/2012,36.53,10/11/2012,36.41,10/11/2012,16.03,10/11/2012,36.71,10/11/2012,29.94,10/11/2012,40.37,10/11/2012,35.82,10/11/2012,46.26,,,,,,,
10/12/2012,72.56,10/12/2012,36.37,10/12/2012,36.45,10/12/2012,15.81,10/12/2012,36.5,10/12/2012,29.92,10/12/2012,40.31,10/12/2012,35.85,10/12/2012,46.25,,,,,,,
10/15/2012,72.93,10/15/2012,36.68,10/15/2012,36.7,10/15/2012,15.99,10/15/2012,36.65,10/15/2012,30.07,10/15/2012,40.89,10/15/2012,36.09,10/15/2012,46.71,,,,,,,
10/16/2012,74.09,10/16/2012,37.56,10/16/2012,37.0879,10/16/2012,16.09,10/16/2012,36.79,10/16/2012,30.48,10/16/2012,41.33,10/16/2012,36.18,10/16/2012,47.13,,,,,,,
10/17/2012,75.02,10/17/2012,37.865,10/17/2012,37.315,10/17/2012,16.295,10/17/2012,37.2414,10/17/2012,30.32,10/17/2012,41.33,10/17/2012,36.335,10/17/2012,47.4,,,,,,,
10/18/2012,75.01,10/18/2012,37.88,10/18/2012,37.42,10/18/2012,16.33,10/18/2012,37.41,10/18/2012,29.965,10/18/2012,41.34,10/18/2012,36.14,10/18/2012,47.43,,,,,,,
10/19/2012,73.83,10/19/2012,37.09,10/19/2012,36.79,10/19/2012,16.11,10/19/2012,37.11,10/19/2012,29.29,10/19/2012,40.6,10/19/2012,35.71,10/19/2012,46.58,,,,,,,
10/22/2012,73.46,10/22/2012,37.26,10/22/2012,36.69,10/22/2012,16.11,10/22/2012,37.01,10/22/2012,29.49,10/22/2012,40.63,10/22/2012,35.73,10/22/2012,46.43,,,,,,,
10/23/2012,71.75,10/23/2012,36.1375,10/23/2012,36.32,10/23/2012,15.84,10/23/2012,36.67,10/23/2012,29.17,10/23/2012,40.09,10/23/2012,35.25,10/23/2012,46.06,,,,,,,
10/24/2012,71.2,10/24/2012,36.12,10/24/2012,36.09,10/24/2012,15.84,10/24/2012,36.4,10/24/2012,29,10/24/2012,40.16,10/24/2012,35.25,10/24/2012,45.88,,,,,,,
10/25/2012,71.87,10/25/2012,36.04,10/25/2012,36.29,10/25/2012,15.88,10/25/2012,36.58,10/25/2012,28.94,10/25/2012,40.48,10/25/2012,35.47,10/25/2012,45.77,,,,,,,
10/26/2012,71.96,10/26/2012,36.11,10/26/2012,36.32,10/26/2012,15.8,10/26/2012,36.58,10/26/2012,28.99,10/26/2012,40.32,10/26/2012,35.35,10/26/2012,45.92,,,,,,,
10/31/2012,71.9401,10/31/2012,36.0302,10/31/2012,36.4894,10/31/2012,15.8993,10/31/2012,36.8952,10/31/2012,28.8705,10/31/2012,40.0289,10/31/2012,35.39,10/31/2012,46.0717,,,,,,,
11/1/2012,72.2467,11/1/2012,36.73,11/1/2012,37.1406,11/1/2012,16.095,11/1/2012,36.51,11/1/2012,29.34,11/1/2012,40.36,11/1/2012,35.41,11/1/2012,46.6,,,,,,,
11/2/2012,71.06,11/2/2012,36.07,11/2/2012,36.83,11/2/2012,16.0001,11/2/2012,36.26,11/2/2012,28.96,11/2/2012,40.14,11/2/2012,35.2,11/2/2012,46.5711,,,,,,,
11/5/2012,71.6,11/5/2012,36.32,11/5/2012,37.03,11/5/2012,15.97,11/5/2012,35.67,11/5/2012,29.12,11/5/2012,40.16,11/5/2012,35.14,11/5/2012,46.69,,,,,,,
11/6/2012,72.75,11/6/2012,36.7,11/6/2012,37.43,11/6/2012,16.15,11/6/2012,35.69,11/6/2012,29.25,11/6/2012,40.2,11/6/2012,35.4,11/6/2012,46.94,,,,,,,
11/7/2012,70.85,11/7/2012,36.12,11/7/2012,36.55,11/7/2012,15.61,11/7/2012,34.94,11/7/2012,28.52,11/7/2012,39.53,11/7/2012,34.9802,11/7/2012,46.39,,,,,,,
11/8/2012,69.57,11/8/2012,35.63,11/8/2012,36.17,11/8/2012,15.4782,11/8/2012,34.882,11/8/2012,28.11,11/8/2012,39.06,11/8/2012,34.6,11/8/2012,45.64,,,,,,,
11/9/2012,69.55,11/9/2012,35.56,11/9/2012,36.27,11/9/2012,15.5,11/9/2012,34.67,11/9/2012,28.24,11/9/2012,39.17,11/9/2012,34.6,11/9/2012,45.42,,,,,,,
11/12/2012,69.69,11/12/2012,35.56,11/12/2012,36.37,11/12/2012,15.525,11/12/2012,34.38,11/12/2012,28.195,11/12/2012,39.37,11/12/2012,34.6,11/12/2012,45.46,,,,,,,
11/13/2012,69.3998,11/13/2012,35.5,11/13/2012,36.27,11/13/2012,15.42,11/13/2012,34.51,11/13/2012,28.06,11/13/2012,39.22,11/13/2012,34.58,11/13/2012,45.59,,,,,,,
11/14/2012,68.555,11/14/2012,34.895,11/14/2012,35.415,11/14/2012,15.145,11/14/2012,34.265,11/14/2012,27.775,11/14/2012,38.75,11/14/2012,34.2,11/14/2012,44.91,,,,,,,
11/15/2012,68.65,11/15/2012,34.78,11/15/2012,35.42,11/15/2012,15.18,11/15/2012,34.07,11/15/2012,27.62,11/15/2012,38.64,11/15/2012,34.19,11/15/2012,44.88,,,,,,,
11/16/2012,68.92,11/16/2012,34.86,11/16/2012,35.52,11/16/2012,15.28,11/16/2012,34.36,11/16/2012,27.66,11/16/2012,38.93,11/16/2012,34.41,11/16/2012,45.1813,,,,,,,
11/19/2012,70.5111,11/19/2012,35.845,11/19/2012,36.185,11/19/2012,15.5687,11/19/2012,34.39,11/19/2012,28.415,11/19/2012,39.34,11/19/2012,34.97,11/19/2012,46.15,,,,,,,
11/20/2012,70.23,11/20/2012,35.88,11/20/2012,36.22,11/20/2012,15.65,11/20/2012,34.33,11/20/2012,28.3,11/20/2012,39.56,11/20/2012,35.1,11/20/2012,46.38,,,,,,,
11/21/2012,70.61,11/21/2012,35.94,11/21/2012,36.27,11/21/2012,15.65,11/21/2012,34.18,11/21/2012,28.39,11/21/2012,39.53,11/21/2012,35.15,11/21/2012,46.54,,,,,,,
11/23/2012,71.61,11/23/2012,36.4,11/23/2012,36.74,11/23/2012,15.84,11/23/2012,34.09,11/23/2012,28.85,11/23/2012,40.02,11/23/2012,35.67,11/23/2012,47.16,,,,,,,
11/26/2012,70.9098,11/26/2012,36.43,11/26/2012,36.765,11/26/2012,15.78,11/26/2012,34.52,11/26/2012,28.975,11/26/2012,39.842,11/26/2012,35.41,11/26/2012,46.94,,,,,,,
11/27/2012,70.32,11/27/2012,36.265,11/27/2012,36.69,11/27/2012,15.64,11/27/2012,34.61,11/27/2012,28.8487,11/27/2012,39.6,11/27/2012,35.38,11/27/2012,46.75,,,,,,,
11/28/2012,70.96,11/28/2012,36.42,11/28/2012,37,11/28/2012,15.7,11/28/2012,34.75,11/28/2012,29.02,11/28/2012,39.91,11/28/2012,35.72,11/28/2012,47.36,,,,,,,
11/29/2012,71.12,11/29/2012,36.67,11/29/2012,37.21,11/29/2012,15.7795,11/29/2012,34.95,11/29/2012,29.16,11/29/2012,40.19,11/29/2012,35.91,11/29/2012,47.49,,,,,,,
11/30/2012,71.06,11/30/2012,36.7,11/30/2012,37.13,11/30/2012,15.76,11/30/2012,35.32,11/30/2012,29.13,11/30/2012,40.24,11/30/2012,36.04,11/30/2012,47.53,,,,,,,
12/3/2012,70.6703,12/3/2012,36.02,12/3/2012,36.73,12/3/2012,15.7,12/3/2012,35.1,12/3/2012,29.09,12/3/2012,40.1499,12/3/2012,35.8995,12/3/2012,47.28,,,,,,,
12/4/2012,70.4099,12/4/2012,36.085,12/4/2012,36.87,12/4/2012,15.66,12/4/2012,34.92,12/4/2012,29.035,12/4/2012,40.235,12/4/2012,35.825,12/4/2012,47.08,,,,,,,
12/5/2012,70.9,12/5/2012,35.66,12/5/2012,37.26,12/5/2012,15.85,12/5/2012,35.45,12/5/2012,28.75,12/5/2012,40.37,12/5/2012,35.89,12/5/2012,46.94,,,,,,,
12/6/2012,71.1299,12/6/2012,35.75,12/6/2012,37.25,12/6/2012,15.9,12/6/2012,35.43,12/6/2012,28.915,12/6/2012,40.35,12/6/2012,35.93,12/6/2012,47.24,,,,,,,
12/7/2012,71.56,12/7/2012,36.05,12/7/2012,37.495,12/7/2012,16.025,12/7/2012,35.455,12/7/2012,28.77,12/7/2012,40.48,12/7/2012,36.18,12/7/2012,47.42,,,,,,,
12/10/2012,71.48,12/10/2012,36.28,12/10/2012,37.68,12/10/2012,15.99,12/10/2012,35.47,12/10/2012,28.84,12/10/2012,40.65,12/10/2012,36.14,12/10/2012,47.15,,,,,,,
12/11/2012,71.9,12/11/2012,36.57,12/11/2012,37.76,12/11/2012,16.07,12/11/2012,35.55,12/11/2012,29.23,12/11/2012,41.08,12/11/2012,36.16,12/11/2012,47.3,,,,,,,
12/12/2012,72.16,12/12/2012,36.48,12/12/2012,37.82,12/12/2012,16.14,12/12/2012,35.49,12/12/2012,29.18,12/12/2012,41.02,12/12/2012,36.08,12/12/2012,47.36,,,,,,,
12/13/2012,71.49,12/13/2012,36.38,12/13/2012,37.7,12/13/2012,16.06,12/13/2012,35.35,12/13/2012,28.97,12/13/2012,40.67,12/13/2012,36.02,12/13/2012,47.05,,,,,,,
12/14/2012,71.22,12/14/2012,36.65,12/14/2012,37.62,12/14/2012,16,12/14/2012,35.21,12/14/2012,28.69,12/14/2012,40.51,12/14/2012,35.96,12/14/2012,46.85,,,,,,,
12/17/2012,71.87,12/17/2012,37.02,12/17/2012,37.97,12/17/2012,16.33,12/17/2012,35.75,12/17/2012,29.04,12/17/2012,40.83,12/17/2012,36.04,12/17/2012,47.69,,,,,,,
12/18/2012,73.19,12/18/2012,37.46,12/18/2012,38.46,12/18/2012,16.57,12/18/2012,36,12/18/2012,29.47,12/18/2012,41.15,12/18/2012,36.03,12/18/2012,48.25,,,,,,,
12/19/2012,72.6887,12/19/2012,37.3,12/19/2012,38.25,12/19/2012,16.47,12/19/2012,35.73,12/19/2012,29.32,12/19/2012,40.71,12/19/2012,35.67,12/19/2012,47.91,,,,,,,
12/20/2012,73.18,12/20/2012,37.66,12/20/2012,38.45,12/20/2012,16.7,12/20/2012,35.8406,12/20/2012,29.37,12/20/2012,40.77,12/20/2012,35.87,12/20/2012,48.01,,,,,,,
12/21/2012,72.07,12/21/2012,37,12/21/2012,37.93,12/21/2012,16.4,12/21/2012,35.31,12/21/2012,28.95,12/21/2012,40.21,12/21/2012,35.17,12/21/2012,47.28,,,,,,,
12/24/2012,71.52,12/24/2012,37.19,12/24/2012,37.82,12/24/2012,16.37,12/24/2012,35.16,12/24/2012,28.87,12/24/2012,40.05,12/24/2012,35.06,12/24/2012,47.32,,,,,,,
12/26/2012,71.2,12/26/2012,37.42,12/26/2012,37.69,12/26/2012,16.365,12/26/2012,34.86,12/26/2012,28.71,12/26/2012,39.91,12/26/2012,34.76,12/26/2012,46.83,,,,,,,
12/27/2012,71.07,12/27/2012,37.29,12/27/2012,37.63,12/27/2012,16.31,12/27/2012,34.8,12/27/2012,28.68,12/27/2012,39.85,12/27/2012,34.82,12/27/2012,46.89,,,,,,,
12/28/2012,69.83,12/28/2012,36.82,12/28/2012,37.22,12/28/2012,16.18,12/28/2012,34.45,12/28/2012,28.36,12/28/2012,39.46,12/28/2012,34.45,12/28/2012,46.51,,,,,,,
12/31/2012,71.42,12/31/2012,37.54,12/31/2012,37.9,12/31/2012,16.39,12/31/2012,34.9205,12/31/2012,28.85,12/31/2012,39.8805,12/31/2012,34.9,12/31/2012,47.4391,,,,,,,
1/2/2013,72.995,1/2/2013,38.48,1/2/2013,38.81,1/2/2013,16.865,1/2/2013,35.56,1/2/2013,29.81,1/2/2013,40.665,1/2/2013,35.8,1/2/2013,48.43,,,,,,,
1/3/2013,72.98,1/3/2013,38.2,1/3/2013,38.83,1/3/2013,16.85,1/3/2013,35.56,1/3/2013,29.62,1/3/2013,40.72,1/3/2013,35.71,1/3/2013,48.55,,,,,,,
1/4/2013,73.79,1/4/2013,38.67,1/4/2013,39.12,1/4/2013,17.05,1/4/2013,35.74,1/4/2013,29.5,1/4/2013,40.9,1/4/2013,35.81,1/4/2013,48.7287,,,,,,,
1/7/2013,73.22,1/7/2013,38.59,1/7/2013,38.95,1/7/2013,17.01,1/7/2013,35.39,1/7/2013,29.4612,1/7/2013,41.03,1/7/2013,35.57,1/7/2013,48.61,,,,,,,
1/8/2013,72.98,1/8/2013,38.65,1/8/2013,38.65,1/8/2013,16.96,1/8/2013,35.28,1/8/2013,29.35,1/8/2013,41.04,1/8/2013,35.47,1/8/2013,48.4698,,,,,,,
1/9/2013,72.86,1/9/2013,38.9,1/9/2013,39.04,1/9/2013,16.935,1/9/2013,35.21,1/9/2013,29.4,1/9/2013,41.49,1/9/2013,35.55,1/9/2013,48.55,,,,,,,
1/10/2013,73.52,1/10/2013,39.07,1/10/2013,39.23,1/10/2013,17.15,1/10/2013,35.36,1/10/2013,29.55,1/10/2013,41.78,1/10/2013,35.76,1/10/2013,48.83,,,,,,,
1/11/2013,73.61,1/11/2013,39.01,1/11/2013,39.09,1/11/2013,17.11,1/11/2013,35.4,1/11/2013,29.59,1/11/2013,41.77,1/11/2013,35.92,1/11/2013,48.87,,,,,,,
1/14/2013,73.62,1/14/2013,39.02,1/14/2013,39.24,1/14/2013,17.06,1/14/2013,35.33,1/14/2013,29.4,1/14/2013,41.81,1/14/2013,36.03,1/14/2013,48.99,,,,,,,
1/15/2013,73.95,1/15/2013,39.06,1/15/2013,39.35,1/15/2013,17.13,1/15/2013,35.43,1/15/2013,29.21,1/15/2013,41.76,1/15/2013,36.14,1/15/2013,49.35,,,,,,,
1/16/2013,74.28,1/16/2013,38.78,1/16/2013,39.19,1/16/2013,17.14,1/16/2013,35.26,1/16/2013,29.31,1/16/2013,41.67,1/16/2013,36.09,1/16/2013,49.24,,,,,,,
1/17/2013,74.752,1/17/2013,39.08,1/17/2013,39.61,1/17/2013,17.13,1/17/2013,35.4,1/17/2013,29.43,1/17/2013,42.04,1/17/2013,36.33,1/17/2013,49.76,,,,,,,
1/18/2013,75.49,1/18/2013,39.34,1/18/2013,39.93,1/18/2013,17.15,1/18/2013,35.68,1/18/2013,29.39,1/18/2013,42.18,1/18/2013,36.48,1/18/2013,49.82,,,,,,,
1/22/2013,76.21,1/22/2013,39.72,1/22/2013,40.09,1/22/2013,17.31,1/22/2013,35.98,1/22/2013,29.47,1/22/2013,42.3,1/22/2013,36.49,1/22/2013,49.95,,,,,,,
1/23/2013,75.95,1/23/2013,39.5,1/23/2013,40.1,1/23/2013,17.3,1/23/2013,35.89,1/23/2013,29.78,1/23/2013,42.25,1/23/2013,36.48,1/23/2013,49.99,,,,,,,
1/24/2013,76.17,1/24/2013,39.62,1/24/2013,40.34,1/24/2013,17.39,1/24/2013,36.05,1/24/2013,29.27,1/24/2013,42.52,1/24/2013,36.58,1/24/2013,50.37,,,,,,,
1/25/2013,76.89,1/25/2013,39.76,1/25/2013,40.47,1/25/2013,17.47,1/25/2013,36.23,1/25/2013,29.3,1/25/2013,42.85,1/25/2013,36.76,1/25/2013,50.9,,,,,,,
1/28/2013,76.76,1/28/2013,39.38,1/28/2013,40.5,1/28/2013,17.4,1/28/2013,36.21,1/28/2013,29.4,1/28/2013,42.7,1/28/2013,36.79,1/28/2013,50.66,,,,,,,
1/29/2013,78,1/29/2013,39.6,1/29/2013,40.59,1/29/2013,17.47,1/29/2013,36.46,1/29/2013,29.44,1/29/2013,43.16,1/29/2013,36.99,1/29/2013,50.46,,,,,,,
1/30/2013,77.61,1/30/2013,39.38,1/30/2013,40.22,1/30/2013,17.39,1/30/2013,36.49,1/30/2013,29.35,1/30/2013,43.03,1/30/2013,36.92,1/30/2013,50.37,,,,,,,
1/31/2013,77.35,1/31/2013,39.02,1/31/2013,40.08,1/31/2013,17.38,1/31/2013,36.58,1/31/2013,29.4,1/31/2013,42.91,1/31/2013,36.87,1/31/2013,50.13,,,,,,,
2/1/2013,78.07,2/1/2013,39.5,2/1/2013,40.47,2/1/2013,17.61,2/1/2013,36.68,2/1/2013,29.73,2/1/2013,43.25,2/1/2013,37.17,2/1/2013,50.42,,,,,,,
2/4/2013,77.33,2/4/2013,39.12,2/4/2013,40.12,2/4/2013,17.41,2/4/2013,36.43,2/4/2013,29.34,2/4/2013,42.77,2/4/2013,36.82,2/4/2013,49.8,,,,,,,
2/5/2013,78,2/5/2013,39.32,2/5/2013,40.49,2/5/2013,17.58,2/5/2013,36.53,2/5/2013,29.68,2/5/2013,43.24,2/5/2013,37.26,2/5/2013,50.33,,,,,,,
2/6/2013,78.05,2/6/2013,39.36,2/6/2013,40.5,2/6/2013,17.61,2/6/2013,36.64,2/6/2013,29.67,2/6/2013,43.23,2/6/2013,37.31,2/6/2013,50.44,,,,,,,
2/7/2013,77.85,2/7/2013,39.15,2/7/2013,40.45,2/7/2013,17.56,2/7/2013,36.69,2/7/2013,29.67,2/7/2013,43.07,2/7/2013,37.51,2/7/2013,50.33,,,,,,,
2/8/2013,78.58,2/8/2013,39.38,2/8/2013,40.61,2/8/2013,17.6,2/8/2013,36.69,2/8/2013,29.93,2/8/2013,43.39,2/8/2013,37.48,2/8/2013,50.72,,,,,,,
2/11/2013,78.19,2/11/2013,39.33,2/11/2013,40.58,2/11/2013,17.68,2/11/2013,36.78,2/11/2013,29.99,2/11/2013,43.3,2/11/2013,37.48,2/11/2013,50.55,,,,,,,
2/12/2013,78.4,2/12/2013,39.35,2/12/2013,40.76,2/12/2013,17.815,2/12/2013,36.94,2/12/2013,29.89,2/12/2013,43.25,2/12/2013,37.44,2/12/2013,50.75,,,,,,,
2/13/2013,78.68,2/13/2013,39.49,2/13/2013,40.98,2/13/2013,17.78,2/13/2013,36.94,2/13/2013,29.88,2/13/2013,43.22,2/13/2013,37.48,2/13/2013,50.86,,,,,,,
2/14/2013,79.36,2/14/2013,39.36,2/14/2013,41.04,2/14/2013,17.838,2/14/2013,36.64,2/14/2013,29.802,2/14/2013,43.308,2/14/2013,37.558,2/14/2013,50.878,,,,,,,
2/15/2013,78.45,2/15/2013,39.35,2/15/2013,41.06,2/15/2013,17.76,2/15/2013,36.72,2/15/2013,29.78,2/15/2013,43.41,2/15/2013,37.61,2/15/2013,50.94,,,,,,,
2/19/2013,79.36,2/19/2013,39.18,2/19/2013,41.36,2/19/2013,17.93,2/19/2013,37.04,2/19/2013,29.975,2/19/2013,43.68,2/19/2013,37.99,2/19/2013,51.13,,,,,,,
2/20/2013,77.7,2/20/2013,38.08,2/20/2013,40.82,2/20/2013,17.66,2/20/2013,36.97,2/20/2013,29.57,2/20/2013,43.395,2/20/2013,37.92,2/20/2013,50.35,,,,,,,
2/21/2013,77.16,2/21/2013,37.73,2/21/2013,40.52,2/21/2013,17.52,2/21/2013,36.81,2/21/2013,29.33,2/21/2013,43.2,2/21/2013,38.04,2/21/2013,49.93,,,,,,,
2/22/2013,77.97,2/22/2013,38.23,2/22/2013,40.84,2/22/2013,17.74,2/22/2013,37.18,2/22/2013,29.69,2/22/2013,43.39,2/22/2013,38.26,2/22/2013,50.21,,,,,,,
2/25/2013,75.93,2/25/2013,37.35,2/25/2013,40,2/25/2013,17.26,2/25/2013,36.85,2/25/2013,29.27,2/25/2013,42.91,2/25/2013,37.74,2/25/2013,49.43,,,,,,,
2/26/2013,76.68,2/26/2013,37.75,2/26/2013,40.24,2/26/2013,17.35,2/26/2013,36.96,2/26/2013,29.442,2/26/2013,43.02,2/26/2013,37.83,2/26/2013,49.92,,,,,,,
2/27/2013,77.85,2/27/2013,38.42,2/27/2013,41,2/27/2013,17.62,2/27/2013,37.3,2/27/2013,29.69,2/27/2013,43.49,2/27/2013,38.11,2/27/2013,50.68,,,,,,,
2/28/2013,77.69,2/28/2013,38.49,2/28/2013,40.97,2/28/2013,17.59,2/28/2013,37.43,2/28/2013,29.63,2/28/2013,43.45,2/28/2013,38.09,2/28/2013,50.93,,,,,,,
3/1/2013,77.79,3/1/2013,38.51,3/1/2013,40.9,3/1/2013,17.64,3/1/2013,37.5,3/1/2013,29.68,3/1/2013,43.78,3/1/2013,38.22,3/1/2013,51.05,,,,,,,
3/4/2013,77.62,3/4/2013,38.56,3/4/2013,40.82,3/4/2013,17.79,3/4/2013,37.88,3/4/2013,29.77,3/4/2013,44.02,3/4/2013,38.51,3/4/2013,51.5,,,,,,,
3/5/2013,78.12,3/5/2013,38.82,3/5/2013,41.4,3/5/2013,17.94,3/5/2013,38.08,3/5/2013,30.18,3/5/2013,44.4,3/5/2013,38.64,3/5/2013,52.02,,,,,,,
3/6/2013,78.21,3/6/2013,39.16,3/6/2013,41.4,3/6/2013,18.06,3/6/2013,38.06,3/6/2013,30.16,3/6/2013,44.49,3/6/2013,38.55,3/6/2013,51.98,,,,,,,
3/7/2013,78.61,3/7/2013,39.27,3/7/2013,41.43,3/7/2013,18.19,3/7/2013,37.89,3/7/2013,30.23,3/7/2013,44.46,3/7/2013,38.55,3/7/2013,52.07,,,,,,,
3/8/2013,78.99,3/8/2013,39.59,3/8/2013,41.82,3/8/2013,18.24,3/8/2013,37.97,3/8/2013,30.29,3/8/2013,44.54,3/8/2013,38.62,3/8/2013,52.62,,,,,,,
3/11/2013,79.03,3/11/2013,39.81,3/11/2013,41.96,3/11/2013,18.38,3/11/2013,38.06,3/11/2013,30.36,3/11/2013,44.77,3/11/2013,38.66,3/11/2013,52.75,,,,,,,
3/12/2013,79.12,3/12/2013,39.84,3/12/2013,41.72,3/12/2013,18.28,3/12/2013,37.96,3/12/2013,30.25,3/12/2013,44.97,3/12/2013,38.62,3/12/2013,52.6,,,,,,,
3/13/2013,78.94,3/13/2013,39.74,3/13/2013,41.92,3/13/2013,18.33,3/13/2013,38.13,3/13/2013,30.23,3/13/2013,44.98,3/13/2013,38.72,3/13/2013,52.89,,,,,,,
3/14/2013,80.02,3/14/2013,39.98,3/14/2013,42.12,3/14/2013,18.45,3/14/2013,38.208,3/14/2013,30.445,3/14/2013,45.02,3/14/2013,38.85,3/14/2013,52.95,,,,,,,
3/15/2013,79.6,3/15/2013,39.85,3/15/2013,41.97,3/15/2013,18.445,3/15/2013,38.13,3/15/2013,30.2,3/15/2013,44.73,3/15/2013,38.485,3/15/2013,52.591,,,,,,,
3/18/2013,78.96,3/18/2013,39.57,3/18/2013,41.71,3/18/2013,18.27,3/18/2013,37.92,3/18/2013,30.21,3/18/2013,44.44,3/18/2013,38.37,3/18/2013,52.19,,,,,,,
3/19/2013,78.09,3/19/2013,39.4,3/19/2013,41.67,3/19/2013,18.165,3/19/2013,38.02,3/19/2013,30.17,3/19/2013,44.47,3/19/2013,38.69,3/19/2013,51.82,,,,,,,
3/20/2013,78.53,3/20/2013,39.7,3/20/2013,41.72,3/20/2013,18.289,3/20/2013,38.3,3/20/2013,30.32,3/20/2013,44.84,3/20/2013,39.06,3/20/2013,52.42,,,,,,,
3/21/2013,78.13,3/21/2013,39.02,3/21/2013,41.3,3/21/2013,18.07,3/21/2013,38.11,3/21/2013,29.975,3/21/2013,44.59,3/21/2013,38.94,3/21/2013,51.98,,,,,,,
3/22/2013,78.75,3/22/2013,39.07,3/22/2013,41.62,3/22/2013,18.175,3/22/2013,38.17,3/22/2013,30.172,3/22/2013,44.93,3/22/2013,39.3,3/22/2013,52.62,,,,,,,
3/25/2013,78.45,3/25/2013,38.77,3/25/2013,41.25,3/25/2013,18.13,3/25/2013,38.09,3/25/2013,30.1,3/25/2013,44.8,3/25/2013,39.27,3/25/2013,52.53,,,,,,,
3/26/2013,79.28,3/26/2013,39.04,3/26/2013,41.46,3/26/2013,18.245,3/26/2013,38.45,3/26/2013,30.29,3/26/2013,45.32,3/26/2013,39.64,3/26/2013,52.79,,,,,,,
3/27/2013,79.54,3/27/2013,39.03,3/27/2013,41.46,3/27/2013,18.16,3/27/2013,38.63,3/27/2013,30.21,3/27/2013,45.55,3/27/2013,39.61,3/27/2013,52.81,,,,,,,
3/28/2013,79.31,3/28/2013,39.18,3/28/2013,41.76,3/28/2013,18.209,3/28/2013,39.1,3/28/2013,30.27,3/28/2013,46.009,3/28/2013,39.77,3/28/2013,53,,,,,,,
4/1/2013,79.15,4/1/2013,38.84,4/1/2013,41.25,4/1/2013,18.12,4/1/2013,39.01,4/1/2013,30.07,4/1/2013,46.07,4/1/2013,39.75,4/1/2013,52.6,,,,,,,
4/2/2013,78.7,4/2/2013,38.46,4/2/2013,41.12,4/2/2013,18.225,4/2/2013,39.14,4/2/2013,30.19,4/2/2013,46.74,4/2/2013,40.18,4/2/2013,53.04,,,,,,,
4/3/2013,77.23,4/3/2013,38.14,4/3/2013,40.87,4/3/2013,17.925,4/3/2013,39.03,4/3/2013,29.95,4/3/2013,46.46,4/3/2013,39.74,4/3/2013,52.55,,,,,,,
4/4/2013,77.13,4/4/2013,38.47,4/4/2013,41.05,4/4/2013,18.085,4/4/2013,39.4,4/4/2013,29.96,4/4/2013,46.67,4/4/2013,39.95,4/4/2013,52.85,,,,,,,
4/5/2013,77.3,4/5/2013,38.31,4/5/2013,40.97,4/5/2013,18.03,4/5/2013,39.57,4/5/2013,29.73,4/5/2013,46.41,4/5/2013,39.66,4/5/2013,52.59,,,,,,,
4/8/2013,77.82,4/8/2013,38.43,4/8/2013,41.21,4/8/2013,18.21,4/8/2013,39.87,4/8/2013,29.86,4/8/2013,46.45,4/8/2013,40.11,4/8/2013,53.19,,,,,,,
4/9/2013,78.48,4/9/2013,38.88,4/9/2013,41.34,4/9/2013,18.26,4/9/2013,39.75,4/9/2013,30.07,4/9/2013,46.6,4/9/2013,40.07,4/9/2013,53.05,,,,,,,
4/10/2013,78.9,4/10/2013,39.15,4/10/2013,41.89,4/10/2013,18.505,4/10/2013,40.07,4/10/2013,30.6,4/10/2013,47.385,4/10/2013,40.37,4/10/2013,53.67,,,,,,,
4/11/2013,79.24,4/11/2013,39.32,4/11/2013,42,4/11/2013,18.55,4/11/2013,40.16,4/11/2013,30.5,4/11/2013,47.84,4/11/2013,40.565,4/11/2013,54.12,,,,,,,
4/12/2013,78,4/12/2013,38.74,4/12/2013,41.76,4/12/2013,18.47,4/12/2013,40.33,4/12/2013,30.365,4/12/2013,47.93,4/12/2013,40.71,4/12/2013,54.41,,,,,,,
4/15/2013,74.82,4/15/2013,37.31,4/15/2013,40.49,4/15/2013,18.08,4/15/2013,39.75,4/15/2013,29.87,4/15/2013,47.06,4/15/2013,40.06,4/15/2013,52.98,,,,,,,
4/16/2013,75.74,4/16/2013,37.99,4/16/2013,41.04,4/16/2013,18.36,4/16/2013,40.23,4/16/2013,30.24,4/16/2013,47.74,4/16/2013,40.81,4/16/2013,53.74,,,,,,,
4/17/2013,74.08,4/17/2013,37.43,4/17/2013,40.36,4/17/2013,18.015,4/17/2013,40,4/17/2013,29.62,4/17/2013,47.52,4/17/2013,40.46,4/17/2013,53.19,,,,,,,
