,3436 JP,,3659 JP,,4063 JP,,4188 JP,,4901 JP,,5020 JP,,5108 JP,,5201 JP,,5214 JP,,5406 JP,,5411 JP,,6301 JP,,6326 JP,,6501 JP,,6502 JP,,6594 JP,,6701 JP,,6702 JP,,6752 JP,,6753 JP,,6758 JP,,6762 JP,,6954 JP,,6971 JP,,6981 JP,,7201 JP,,7203 JP,,7267 JP,,7269 JP,,7270 JP,,7731 JP,,7741 JP,,7751 JP,,7752 JP,,7974 JP,,8031 JP,,8035 JP,,8058 JP,,8306 JP,,8308 JP,,8316 JP,,8411 JP,,8591 JP,,8601 JP,,8604 JP,,8725 JP,,8766 JP,,8795 JP,,8801 JP,,8802 JP,,9104 JP,,9202 JP,,9432 JP,,9433 JP,,9983 JP,,9984 JP
11/15/2012,6.97646,,,11/15/2012,55.28165,11/15/2012,4.00592,11/15/2012,16.4674,,,11/15/2012,22.2729,11/15/2012,6.95181,11/15/2012,5.33711,11/15/2012,0.85049,11/15/2012,14.0885,11/15/2012,21.47171,11/15/2012,10.18119,11/15/2012,5.15222,11/15/2012,3.36497,11/15/2012,63.23185,11/15/2012,1.72563,11/15/2012,3.43893,11/15/2012,4.86873,11/15/2012,2.07075,11/15/2012,9.77444,11/15/2012,36.18883,11/15/2012,158.75755,11/15/2012,90.34882,11/15/2012,51.46062,11/15/2012,8.65278,11/15/2012,39.62776,11/15/2012,30.38334,11/15/2012,22.50709,11/15/2012,9.97165,11/15/2012,22.83989,11/15/2012,19.24072,11/15/2012,31.41871,11/15/2012,8.17207,11/15/2012,128.18933,11/15/2012,13.22569,11/15/2012,43.44879,11/15/2012,18.29163,11/15/2012,4.38802,11/21/2012,4.19597,11/21/2012,31.23939,11/21/2012,1.55227,11/15/2012,9.97165,11/15/2012,4.00592,11/15/2012,3.71009,11/15/2012,16.93578,11/15/2012,24.94761,11/15/2012,10.3291,11/15/2012,21.16356,11/15/2012,19.86935,11/15/2012,2.40355,11/15/2012,2.0954,11/21/2012,44.87024,11/15/2012,37.10095,11/15/2012,208.43091,11/15/2012,33.63737
11/16/2012,7.27094,,,11/16/2012,56.12872,11/16/2012,4.15131,11/16/2012,17.13338,,,11/16/2012,23.02874,11/16/2012,7.07443,11/16/2012,5.55146,11/16/2012,0.8843,11/16/2012,14.76296,11/16/2012,21.51805,11/16/2012,10.25547,11/16/2012,5.33039,11/16/2012,3.46352,11/16/2012,66.19995,11/16/2012,1.76861,11/16/2012,3.61091,11/16/2012,5.0479,11/16/2012,2.19848,11/16/2012,10.05895,11/16/2012,37.82854,11/16/2012,164.21027,11/16/2012,92.72906,11/16/2012,52.25989,11/16/2012,9.06411,11/16/2012,40.83763,11/16/2012,31.82265,11/16/2012,22.97961,11/16/2012,10.42741,11/16/2012,24.40432,11/16/2012,19.34414,11/16/2012,33.12454,11/16/2012,8.63424,11/16/2012,129.57504,11/16/2012,13.39966,11/16/2012,43.96954,11/16/2012,18.42299,11/16/2012,4.49521,11/22/2012,4.26822,11/22/2012,31.2356,11/22/2012,1.57633,11/16/2012,10.12036,11/16/2012,4.27413,11/16/2012,3.88111,11/16/2012,17.24392,11/16/2012,25.60796,11/16/2012,10.72218,11/16/2012,21.57946,11/16/2012,20.10563,11/16/2012,2.39499,11/16/2012,2.07566,11/22/2012,44.4404,11/16/2012,37.15303,11/16/2012,210.88185,11/16/2012,34.38958
11/19/2012,7.23174,,,11/19/2012,56.85598,11/19/2012,4.13946,11/19/2012,17.55575,,,11/19/2012,23.41998,11/19/2012,7.1455,11/19/2012,5.55624,11/19/2012,0.92399,11/19/2012,15.07946,11/19/2012,22.32352,11/19/2012,10.48417,11/19/2012,5.49464,11/19/2012,3.52347,11/19/2012,65.66465,11/19/2012,1.83565,11/19/2012,3.64667,11/19/2012,5.21128,11/19/2012,2.15597,11/19/2012,10.12689,11/19/2012,38.37625,11/19/2012,170.01355,11/19/2012,92.39867,11/19/2012,52.97524,11/19/2012,9.25219,11/19/2012,41.5178,11/19/2012,32.05618,11/19/2012,22.98879,11/19/2012,10.37329,11/19/2012,25.62523,11/19/2012,19.36676,11/19/2012,34.70494,11/19/2012,8.98115,11/19/2012,131.6989,11/19/2012,13.65036,11/19/2012,43.85857,11/19/2012,18.88629,11/19/2012,4.54601,11/26/2012,4.28537,11/26/2012,31.50718,11/26/2012,1.59484,11/19/2012,10.22545,11/19/2012,4.31194,11/19/2012,3.95466,11/19/2012,17.35863,11/19/2012,25.83467,11/19/2012,10.92768,11/19/2012,22.0032,11/19/2012,20.27843,11/19/2012,2.42701,11/19/2012,2.11901,11/26/2012,44.86243,11/19/2012,37.88345,11/19/2012,214.61131,11/19/2012,35.27165
11/20/2012,6.82903,,,11/20/2012,57.03096,11/20/2012,4.19777,11/20/2012,17.2072,,,11/20/2012,23.28968,11/20/2012,7.13499,11/20/2012,5.43385,11/20/2012,0.8934,11/20/2012,14.84518,11/20/2012,21.93122,11/20/2012,10.51279,11/20/2012,5.43385,11/20/2012,3.47571,11/20/2012,64.61877,11/20/2012,1.82352,11/20/2012,3.64704,11/20/2012,4.98103,11/20/2012,2.10501,11/20/2012,9.98654,11/20/2012,37.75548,11/20/2012,167.66614,11/20/2012,91.42088,11/20/2012,52.74752,11/20/2012,9.1788,11/20/2012,41.12104,11/20/2012,31.51389,11/20/2012,23.06939,11/20/2012,10.30474,11/20/2012,25.37021,11/20/2012,19.39787,11/20/2012,34.18186,11/20/2012,9.11761,11/20/2012,125.93318,11/20/2012,13.59687,11/20/2012,42.71203,11/20/2012,18.55342,11/20/2012,4.51597,11/27/2012,4.2838,11/27/2012,31.92163,11/27/2012,1.60643,11/20/2012,10.12116,11/20/2012,4.22225,11/20/2012,3.92853,11/20/2012,17.74569,11/20/2012,26.52062,11/20/2012,10.97785,11/20/2012,21.75988,11/20/2012,19.88741,11/20/2012,2.49663,11/20/2012,2.14172,11/27/2012,45.57624,11/20/2012,37.87786,11/20/2012,213.9273,11/20/2012,35.69942
11/21/2012,6.86393,,,11/21/2012,57.48242,11/21/2012,4.24448,11/21/2012,17.34174,,,11/21/2012,23.73272,11/21/2012,7.16711,11/21/2012,5.5057,11/21/2012,0.8974,11/21/2012,15.01334,11/21/2012,22.10769,11/21/2012,10.41717,11/21/2012,5.42081,11/21/2012,3.45622,11/21/2012,63.42469,11/21/2012,1.79481,11/21/2012,3.65025,11/21/2012,4.89935,11/21/2012,1.98884,11/21/2012,9.93209,11/21/2012,37.77589,11/21/2012,167.71768,11/21/2012,90.46811,11/21/2012,54.45064,11/21/2012,9.28935,11/21/2012,41.65656,11/21/2012,32.22168,11/21/2012,23.06573,11/21/2012,10.47781,11/21/2012,25.41838,11/21/2012,19.22144,11/21/2012,34.1984,11/21/2012,9.08319,11/21/2012,123.69634,11/21/2012,13.48533,11/21/2012,42.80863,11/21/2012,18.5302,11/21/2012,4.49915,11/28/2012,4.214,11/28/2012,31.65995,11/28/2012,1.57567,11/21/2012,9.96847,11/21/2012,4.23236,11/21/2012,3.90492,11/21/2012,17.62066,11/21/2012,26.06112,11/21/2012,10.79311,11/21/2012,21.06476,11/21/2012,19.4276,11/21/2012,2.49818,11/21/2012,2.13437,11/28/2012,45.92647,11/21/2012,37.16954,11/21/2012,213.67936,11/21/2012,36.44191
11/22/2012,6.98436,,,11/22/2012,58.86989,11/22/2012,4.31672,11/22/2012,17.89742,,,11/22/2012,23.77834,11/22/2012,7.36025,11/22/2012,5.67479,11/22/2012,0.90942,11/22/2012,15.59355,11/22/2012,22.3839,11/22/2012,10.54929,11/22/2012,5.49291,11/22/2012,3.51643,11/22/2012,64.14454,11/22/2012,1.74609,11/22/2012,3.68619,11/22/2012,4.93513,11/22/2012,2.07348,11/22/2012,10.11277,11/22/2012,38.55948,11/22/2012,169.7587,11/22/2012,90.94216,11/22/2012,55.77786,11/22/2012,9.55499,11/22/2012,42.62156,11/22/2012,33.34546,11/22/2012,23.3782,11/22/2012,10.94944,11/22/2012,26.39748,11/22/2012,19.24336,11/22/2012,35.30981,11/22/2012,9.39736,11/22/2012,125.86395,11/22/2012,13.6292,11/22/2012,43.89475,11/22/2012,18.74621,11/22/2012,4.55923,11/29/2012,4.23977,11/29/2012,31.77388,11/29/2012,1.60819,11/22/2012,10.00364,11/22/2012,4.42585,11/22/2012,4.14696,11/22/2012,17.99442,11/22/2012,26.25197,11/22/2012,10.91306,11/22/2012,21.15921,11/22/2012,19.498,11/22/2012,2.55851,11/22/2012,2.14623,11/29/2012,45.80897,11/22/2012,36.86189,11/22/2012,216.5636,11/22/2012,37.9532
11/26/2012,7.20721,,,11/26/2012,59.04553,11/26/2012,4.34624,11/26/2012,18.07889,,,11/26/2012,24.15388,11/26/2012,7.56026,11/26/2012,5.72194,11/26/2012,0.93742,11/26/2012,15.89968,11/26/2012,22.81471,11/26/2012,10.55515,11/26/2012,5.52715,11/26/2012,3.57925,11/26/2012,64.52398,11/26/2012,1.76528,11/26/2012,3.71317,11/26/2012,4.94278,11/26/2012,2.06964,11/26/2012,9.95861,11/26/2012,39.62747,11/26/2012,170.92768,11/26/2012,91.18578,11/26/2012,56.06282,11/26/2012,9.81252,11/26/2012,43.52325,11/26/2012,33.67421,11/26/2012,23.45995,11/26/2012,11.0056,11/26/2012,26.43048,11/26/2012,19.38154,11/26/2012,35.51254,11/26/2012,9.48381,11/26/2012,126.49136,11/26/2012,13.74483,11/26/2012,44.0711,11/26/2012,19.01631,11/26/2012,4.58972,11/30/2012,4.1808,11/30/2012,32.1619,11/30/2012,1.59961,11/26/2012,9.87339,11/26/2012,4.52885,11/26/2012,4.22449,11/26/2012,17.65279,11/26/2012,26.27222,11/26/2012,10.92038,11/26/2012,20.80594,11/26/2012,19.28415,11/26/2012,2.54444,11/26/2012,2.15486,11/30/2012,44.65584,11/26/2012,36.7665,11/26/2012,219.50329,11/26/2012,37.67957
11/27/2012,7.02203,,,11/27/2012,58.90228,11/27/2012,4.36899,11/27/2012,18.02361,,,11/27/2012,23.93818,11/27/2012,7.50882,11/27/2012,5.56164,11/27/2012,0.93708,11/27/2012,15.41925,11/27/2012,22.44128,11/27/2012,10.58781,11/27/2012,5.50079,11/27/2012,3.52927,11/27/2012,62.79664,11/27/2012,1.76463,11/27/2012,3.71182,11/27/2012,4.90447,11/27/2012,2.05671,11/27/2012,9.91846,11/27/2012,39.79555,11/27/2012,171.47377,11/27/2012,91.39589,11/27/2012,56.04235,11/27/2012,9.52903,11/27/2012,42.95972,11/27/2012,33.19946,11/27/2012,23.35402,11/27/2012,10.84337,11/27/2012,26.12876,11/27/2012,19.37447,11/27/2012,35.36571,11/27/2012,9.45601,11/27/2012,123.281,11/27/2012,13.84934,11/27/2012,43.20312,11/27/2012,19.04588,11/27/2012,4.61239,12/3/2012,4.20669,12/3/2012,32.34043,12/3/2012,1.60486,11/27/2012,10.01582,11/27/2012,4.5272,11/27/2012,4.23512,11/27/2012,17.97493,11/27/2012,26.2748,11/27/2012,11.00158,11/27/2012,21.17561,11/27/2012,19.42315,11/27/2012,2.507,11/27/2012,2.15407,12/3/2012,44.31611,11/27/2012,37.36157,11/27/2012,223.68261,11/27/2012,39.0045
11/28/2012,6.8279,,,11/28/2012,58.20203,11/28/2012,4.28728,11/28/2012,17.67436,,,11/28/2012,23.85489,11/28/2012,7.56077,11/28/2012,5.70417,11/28/2012,0.87944,11/28/2012,14.87724,11/28/2012,22.04715,11/28/2012,10.5411,11/28/2012,5.42323,11/28/2012,3.39563,11/28/2012,61.68316,11/28/2012,1.75889,11/28/2012,3.6277,11/28/2012,4.89801,11/28/2012,2.00318,11/28/2012,9.80823,11/28/2012,38.23134,11/28/2012,168.8042,11/28/2012,90.63149,11/28/2012,54.96519,11/28/2012,9.4418,11/28/2012,42.44534,11/28/2012,32.63711,11/28/2012,23.47624,11/28/2012,10.68768,11/28/2012,26.17564,11/28/2012,19.23782,11/28/2012,34.40821,11/28/2012,9.2708,11/28/2012,122.26701,11/28/2012,13.7413,11/28/2012,42.81177,11/28/2012,18.83474,11/28/2012,4.556,12/4/2012,4.20384,12/4/2012,32.40865,12/4/2012,1.60088,11/28/2012,10.00366,11/28/2012,4.40943,11/28/2012,4.10407,11/28/2012,17.60107,11/28/2012,25.87028,11/28/2012,10.80982,11/28/2012,20.9112,11/28/2012,19.28667,11/28/2012,2.39404,11/28/2012,2.08868,12/4/2012,44.23805,11/28/2012,37.55955,11/28/2012,225.11298,11/28/2012,38.71992
11/29/2012,7.09064,,,11/29/2012,58.84503,11/29/2012,4.34942,11/29/2012,18.07992,,,11/29/2012,24.11062,11/29/2012,7.51706,11/29/2012,5.72612,11/29/2012,0.93811,11/29/2012,15.36306,11/29/2012,22.24659,11/29/2012,10.64815,11/29/2012,5.56774,11/29/2012,3.44786,11/29/2012,61.03801,11/29/2012,1.76657,11/29/2012,3.72807,11/29/2012,4.88548,11/29/2012,2.05897,11/29/2012,9.78314,11/29/2012,39.04727,11/29/2012,169.95614,11/29/2012,90.39961,11/29/2012,55.43372,11/29/2012,9.64912,11/29/2012,42.82407,11/29/2012,33.2115,11/29/2012,23.76949,11/29/2012,11.09893,11/29/2012,26.63255,11/29/2012,19.22515,11/29/2012,34.71004,11/29/2012,9.39327,11/29/2012,122.92885,11/29/2012,13.77924,11/29/2012,43.55507,11/29/2012,19.07895,11/29/2012,4.5809,12/5/2012,4.13986,12/5/2012,32.0505,12/5/2012,1.57824,11/29/2012,10.07554,11/29/2012,4.45906,11/29/2012,4.15448,11/29/2012,17.36111,11/29/2012,25.79191,11/29/2012,10.79435,11/29/2012,21.02827,11/29/2012,19.37135,11/29/2012,2.48538,11/29/2012,2.16862,12/5/2012,44.25155,11/29/2012,37.2807,11/29/2012,225.26803,11/29/2012,38.74269
11/30/2012,6.98013,,,11/30/2012,58.77363,11/30/2012,4.36258,11/30/2012,18.31071,,,11/30/2012,24.10325,11/30/2012,7.61028,11/30/2012,5.69559,11/30/2012,0.93311,11/30/2012,15.47504,11/30/2012,22.38245,11/30/2012,10.60349,11/30/2012,5.7683,11/30/2012,3.40524,11/30/2012,60.59137,11/30/2012,1.74503,11/30/2012,3.7809,11/30/2012,4.88366,11/30/2012,2.08434,11/30/2012,9.70674,11/30/2012,39.08143,11/30/2012,168.44401,11/30/2012,91.9777,11/30/2012,56.59234,11/30/2012,9.6825,11/30/2012,42.8381,11/30/2012,33.10713,11/30/2012,23.70334,11/30/2012,11.2094,11/30/2012,27.67814,11/30/2012,19.18323,11/30/2012,34.93698,11/30/2012,9.27048,11/30/2012,119.72855,11/30/2012,13.80271,11/30/2012,44.53466,11/30/2012,19.44983,11/30/2012,4.56859,12/6/2012,4.21219,12/6/2012,32.28939,12/6/2012,1.60233,11/30/2012,10.02181,11/30/2012,4.42317,11/30/2012,4.13233,11/30/2012,17.32913,11/30/2012,25.61803,11/30/2012,10.73679,11/30/2012,20.83131,11/30/2012,19.25594,11/30/2012,2.50848,11/30/2012,2.14493,12/6/2012,44.30687,11/30/2012,36.96074,11/30/2012,226.8541,11/30/2012,37.44547
12/3/2012,7.05167,,,12/3/2012,58.48024,12/3/2012,4.47416,12/3/2012,18.58967,,,12/3/2012,24.24316,12/3/2012,7.69605,12/3/2012,5.76292,12/3/2012,0.92401,12/3/2012,15.86626,12/3/2012,22.55319,12/3/2012,10.75988,12/3/2012,5.77508,12/3/2012,3.42857,12/3/2012,60.36474,12/3/2012,1.77508,12/3/2012,3.81763,12/3/2012,4.93617,12/3/2012,2.09119,12/3/2012,9.68997,12/3/2012,38.1155,12/3/2012,169.48328,12/3/2012,91.30699,12/3/2012,56.96049,12/3/2012,9.81155,12/3/2012,42.73556,12/3/2012,32.82675,12/3/2012,23.55015,12/3/2012,11.27052,12/3/2012,27.65957,12/3/2012,19.36778,12/3/2012,36,12/3/2012,9.45897,12/3/2012,117.93313,12/3/2012,13.99392,12/3/2012,44.68085,12/3/2012,18.8693,12/3/2012,4.6079,12/7/2012,4.22638,12/7/2012,32.90017,12/7/2012,1.60311,12/3/2012,9.87234,12/3/2012,4.47416,12/3/2012,4.13374,12/3/2012,17.2766,12/3/2012,25.39818,12/3/2012,10.82067,12/3/2012,21.32523,12/3/2012,19.78116,12/3/2012,2.45593,12/3/2012,2.13982,12/7/2012,44.02478,12/3/2012,36.96049,12/3/2012,231.12462,12/3/2012,36.36474
12/4/2012,7.06342,,,12/4/2012,58.23048,12/4/2012,4.44825,12/4/2012,18.86839,,,12/4/2012,24.75865,12/4/2012,7.69889,12/4/2012,5.49921,12/4/2012,0.92875,12/4/2012,15.64219,12/4/2012,22.5223,12/4/2012,10.86399,12/4/2012,5.69473,12/4/2012,3.45839,12/4/2012,61.22449,12/4/2012,1.82085,12/4/2012,3.84944,12/4/2012,4.93706,12/4/2012,2.12636,12/4/2012,9.69082,12/4/2012,37.70011,12/4/2012,169.74215,12/4/2012,92.14225,12/4/2012,57.19174,12/4/2012,9.4953,12/4/2012,42.8938,12/4/2012,33.2763,12/4/2012,23.80545,12/4/2012,11.32836,12/4/2012,26.94611,12/4/2012,19.51607,12/4/2012,35.85482,12/4/2012,9.33643,12/4/2012,120.2493,12/4/2012,14.04131,12/4/2012,44.60467,12/4/2012,19.02725,12/4/2012,4.58267,12/10/2012,4.18689,12/10/2012,32.6699,12/10/2012,1.60194,12/4/2012,10.22852,12/4/2012,4.58267,12/4/2012,4.15496,12/4/2012,17.49969,12/4/2012,25.52853,12/4/2012,10.93731,12/4/2012,21.60577,12/4/2012,19.84602,12/4/2012,2.43187,12/4/2012,2.13858,12/10/2012,44.23544,12/4/2012,37.15019,12/4/2012,228.40034,12/4/2012,36.72247
12/5/2012,7.1021,,,12/5/2012,58.39505,12/5/2012,4.40694,12/5/2012,18.64757,,,12/5/2012,24.45065,12/5/2012,7.53915,12/5/2012,5.536,12/5/2012,0.92267,12/5/2012,15.56392,12/5/2012,22.53248,12/5/2012,10.88989,12/5/2012,5.63312,12/5/2012,3.41144,12/5/2012,61.79434,12/5/2012,1.85747,12/5/2012,3.75137,12/5/2012,4.94112,12/5/2012,2.1974,12/5/2012,9.57873,12/5/2012,37.39225,12/5/2012,169.84339,12/5/2012,93.23783,12/5/2012,55.84557,12/5/2012,9.46947,12/5/2012,42.4912,12/5/2012,32.83963,12/5/2012,23.33374,12/5/2012,11.2541,12/5/2012,26.74517,12/5/2012,19.48525,12/5/2012,35.49836,12/5/2012,9.19024,12/5/2012,118.48974,12/5/2012,13.90069,12/5/2012,44.67646,12/5/2012,18.58686,12/5/2012,4.55263,12/11/2012,4.1606,12/11/2012,32.49636,12/11/2012,1.60116,12/5/2012,10.25859,12/5/2012,4.63761,12/5/2012,4.11558,12/5/2012,17.14216,12/5/2012,25.43402,12/5/2012,10.76848,12/5/2012,21.05135,12/5/2012,19.48525,12/5/2012,2.41593,12/5/2012,2.10028,12/11/2012,44.27462,12/5/2012,37.14945,12/5/2012,233.70159,12/5/2012,36.42103
12/6/2012,7.12552,,,12/6/2012,59.48046,12/6/2012,4.53994,12/6/2012,19.07016,,,12/6/2012,24.58121,12/6/2012,7.69604,12/6/2012,5.58388,12/6/2012,0.94683,12/6/2012,15.75625,12/6/2012,22.82107,12/6/2012,10.70648,12/6/2012,5.68099,12/6/2012,3.4353,12/6/2012,63.48628,12/6/2012,1.85725,12/6/2012,3.73877,12/6/2012,4.9648,12/6/2012,2.41563,12/6/2012,9.90532,12/6/2012,37.26633,12/6/2012,172.7361,12/6/2012,93.46929,12/6/2012,55.47463,12/6/2012,9.40762,12/6/2012,42.9109,12/6/2012,33.34547,12/6/2012,23.28235,12/6/2012,11.16776,12/6/2012,27.30032,12/6/2012,19.68924,12/6/2012,36.41661,12/6/2012,9.17698,12/6/2012,118.59675,12/6/2012,13.94756,12/6/2012,44.30687,12/6/2012,18.68172,12/6/2012,4.58849,12/12/2012,4.1381,12/12/2012,32.45519,12/12/2012,1.5999,12/6/2012,10.51226,12/6/2012,4.67346,12/6/2012,4.23647,12/6/2012,17.23719,12/6/2012,25.30954,12/6/2012,10.71862,12/6/2012,21.14591,12/6/2012,19.56786,12/6/2012,2.46419,12/6/2012,2.1243,12/12/2012,44.20787,12/6/2012,36.78077,12/6/2012,233.67322,12/6/2012,37.26633
12/7/2012,7.04396,,,12/7/2012,59.20573,12/7/2012,4.55429,12/7/2012,19.10372,,,12/7/2012,24.43527,12/7/2012,7.74836,12/7/2012,5.59874,12/7/2012,0.93515,12/7/2012,15.90964,12/7/2012,22.96575,12/7/2012,10.72383,12/7/2012,5.6959,12/7/2012,3.40053,12/7/2012,61.9383,12/7/2012,1.85815,12/7/2012,3.607,12/7/2012,5.1008,12/7/2012,2.62327,12/7/2012,10.04372,12/7/2012,37.58805,12/7/2012,173.67015,12/7/2012,92.78601,12/7/2012,56.59461,12/7/2012,9.42434,12/7/2012,42.93175,12/7/2012,33.56813,12/7/2012,23.35438,12/7/2012,11.19747,12/7/2012,26.87637,12/7/2012,19.46806,12/7/2012,36.55574,12/7/2012,9.13286,12/7/2012,117.68278,12/7/2012,13.96648,12/7/2012,44.44984,12/7/2012,18.89726,12/7/2012,4.65145,12/13/2012,4.16916,12/13/2012,33.20954,12/13/2012,1.61735,12/7/2012,10.61453,12/7/2012,4.73646,12/7/2012,4.2871,12/7/2012,17.42774,12/7/2012,25.90479,12/7/2012,10.83313,12/7/2012,21.3505,12/7/2012,19.66238,12/7/2012,2.48968,12/7/2012,2.14962,12/13/2012,43.36888,12/7/2012,35.70561,12/7/2012,232.32937,12/7/2012,36.49502
12/10/2012,8.25243,,,12/10/2012,59.70874,12/10/2012,4.53883,12/10/2012,18.87136,,,12/10/2012,24.3932,12/10/2012,7.73058,12/10/2012,5.6068,12/10/2012,0.9466,12/10/2012,15.86165,12/10/2012,23.02184,12/10/2012,10.74029,12/10/2012,5.63107,12/10/2012,3.32524,12/10/2012,60.43689,12/10/2012,1.84466,12/10/2012,3.55583,12/10/2012,5.06068,12/10/2012,2.47573,12/10/2012,9.95146,12/10/2012,36.40777,12/10/2012,173.54369,12/10/2012,93.4466,12/10/2012,56.97816,12/10/2012,9.34466,12/10/2012,43.20388,12/10/2012,33.31311,12/10/2012,23.38592,12/10/2012,11.01942,12/10/2012,26.73544,12/10/2012,19.38107,12/10/2012,36.32282,12/10/2012,9.04126,12/10/2012,112.13592,12/10/2012,14.0534,12/10/2012,43.87136,12/10/2012,18.85922,12/10/2012,4.59951,12/14/2012,4.17016,12/14/2012,33.31336,12/14/2012,1.61774,12/10/2012,10.48544,12/10/2012,4.62379,12/10/2012,4.18689,12/10/2012,17.35437,12/10/2012,25.69175,12/10/2012,10.70388,12/10/2012,21.46845,12/10/2012,19.78155,12/10/2012,2.43932,12/10/2012,2.14806,12/14/2012,43.43919,12/10/2012,35.49757,12/10/2012,235.67961,12/10/2012,36.39563
12/11/2012,8.69723,,,12/11/2012,59.37652,12/11/2012,4.46385,12/11/2012,18.87433,,,12/11/2012,24.44202,12/11/2012,7.56914,12/11/2012,5.5313,12/11/2012,0.94614,12/11/2012,16.02377,12/11/2012,22.7802,12/11/2012,10.73508,12/11/2012,5.64047,12/11/2012,3.36002,12/11/2012,60.28627,12/11/2012,1.83164,12/11/2012,3.56623,12/11/2012,5.04609,12/11/2012,2.64435,12/11/2012,9.80107,12/11/2012,36.93595,12/11/2012,172.73168,12/11/2012,93.40126,12/11/2012,57.25376,12/11/2012,9.27948,12/11/2012,42.81902,12/11/2012,32.90878,12/11/2012,24.33285,12/11/2012,10.81999,12/11/2012,26.64968,12/11/2012,19.40805,12/11/2012,36.35371,12/11/2012,8.9277,12/11/2012,106.7443,12/11/2012,14.05871,12/11/2012,44.51722,12/11/2012,18.85007,12/11/2012,4.57302,12/17/2012,4.1418,12/17/2012,33.38506,12/17/2012,1.63524,12/11/2012,10.40757,12/11/2012,4.62154,12/11/2012,4.13634,12/11/2012,17.18826,12/11/2012,25.44881,12/11/2012,10.55313,12/11/2012,21.27608,12/11/2012,19.49296,12/11/2012,2.42601,12/11/2012,2.15915,12/17/2012,42.91,12/11/2012,35.1771,12/11/2012,238.23387,12/11/2012,36.25667
12/12/2012,8.90172,,,12/12/2012,58.64309,12/12/2012,4.49898,12/12/2012,19.18682,,,12/12/2012,24.37147,12/12/2012,7.55443,12/12/2012,5.48538,12/12/2012,0.98641,12/12/2012,16.16745,12/12/2012,22.69939,12/12/2012,10.69409,12/12/2012,5.71394,12/12/2012,3.40431,12/12/2012,59.24456,12/12/2012,1.84049,12/12/2012,3.57272,12/12/2012,5.36509,12/12/2012,2.8269,12/12/2012,10.02045,12/12/2012,37.89246,12/12/2012,172.5009,12/12/2012,91.54337,12/12/2012,57.13942,12/12/2012,9.27463,12/12/2012,42.82449,12/12/2012,33.06869,12/12/2012,23.92638,12/12/2012,11.04294,12/12/2012,27.13822,12/12/2012,19.36726,12/12/2012,36.99026,12/12/2012,9.23854,12/12/2012,108.14387,12/12/2012,14.08637,12/12/2012,44.62889,12/12/2012,18.68158,12/12/2012,4.54709,12/18/2012,4.292,12/18/2012,34.33599,12/18/2012,1.67638,12/12/2012,10.38133,12/12/2012,4.70348,12/12/2012,4.21027,12/12/2012,16.97342,12/12/2012,25.0812,12/12/2012,10.53771,12/12/2012,21.5566,12/12/2012,20.05293,12/12/2012,2.46602,12/12/2012,2.11717,12/18/2012,42.74165,12/12/2012,35.12571,12/12/2012,238.06087,12/12/2012,36.08805
