"","time","event","date","broker","name","is_forced","newtp_to_px","oldtp_to_px","chg_tgt","newtp_avgtp","chg_2d","chg_5d","char_newrating","newrating","oldrating","chg_rating","score"
"1","A","TP+ ","05/08/2018","Susquehanna Financial","NVIDIA CORP","","-7.511661573106","-19.5753578896574","15","-10.366331048638","5.102849","9.6453617","","3","3","","1.5"
"2","A","TP+ ","05/08/2018","Atlantic Equities LLP","ALIBABA GRP-ADR","Forced","20.296902994625","10.0588686972101","9.30232558139535","1.37185083127305","5.439084","8.4870287","","5","5","","1.5"
"3","A","TP- ","05/08/2018","Haitong International","NETEASE INC-ADR","","19.7370480513382","38.9106276412584","-13.8028169014085","-9.82339627284126","0.916706","-1.5156169","","5","5","","0.5"
"4","A","TP+ ","05/08/2018","CICC","CHINA LONGYUAN-H","Forced","23.7482117310444","12.8755364806867","9.63244613434728","7.34285387309963","-10.21905","-8.606031","","5","5","","1.5"
"5","A","TP- Downgrade","05/08/2018","Tokai Tokyo Securities","NOMURA HOLDINGS","","13.7675185490519","31.9043693322341","-13.75","-7.02598980251198","-2.1224892","-5.8751628"," neutral","3","5","-2","-0.5"
"6","A","TP- ","05/08/2018","Mitsubishi UFJ Morgan Stanley","NINTENDO CO LTD","","13.8865368331922","21.930567315834","-6.59722222222222","-9.35579817054402","1.8268418","3.5502102","","5","5","","0.5"
"7","B/D","TP+ ","05/08/2018","Jefferies","SWISS RE AG","Forced","-4.27568602425016","-5.33928951286959","1.12359550561798","-9.90991128595161","0.9320107","-1.2572285","","3","3","","0.5"
"8","B/D","TP- ","05/07/2018","Mirae Asset Daewoo Co.,Ltd.","SK TELECOM","","22.8070175438597","27.1929824561403","-3.44827586206897","-3.89016361948785","-0.006602","2.3710427","","5","5","","-0.5"
"9","B/D","TP- ","05/07/2018","Macquarie","SAMSUNG ELECTRON","","36.8821292775665","36.8821292775665","0","4.20624151967435","0.75056","0.954074","","5","5","","0"
"10","B/D","TP+ ","05/07/2018","BOCOM International Holdings","CHINA LONGYUAN-H","","23.8912732474964","22.6037195994278","1.05017502917153","7.46694965792403","-10.21905","-8.606031","","5","5","","0.5"
"11","B/D","TP- ","05/07/2018","Okasan Securities (AGCO Partner)","CANON INC","","5.70824524312896","13.6363636363636","-6.97674418604651","-4.89365782799962","-0.2301136","-1.1424163","","3","3","","-0.5"
"12","B/D","TP- ","05/07/2018","Okasan Securities (AGCO Partner)","HONDA MOTOR CO","","4.68319559228649","10.1928374655647","-5","-9.95260663507109","-0.770639","-4.8321498","","3","3","","-0.5"
"13","B/D","TP- ","05/07/2018","EBEST Investment & Securities Co Ltd","SK TELECOM","","18.4210526315789","31.5789473684211","-10","-7.32265777593472","-0.006602","2.3710427","","3","3","","-0.5"
"14","B/D","TP- ","05/07/2018","Yuanta Securities Investment Consulting","INNOLUX","","-14.1630901287554","7.29613733905579","-20","-15.32599792808","2.945656","4.6406325","","3","3","","-0.5"
"15","B/D","TP- ","05/07/2018","SK Securities Co Ltd","LG UPLUS CORP","","24.031007751938","31.7829457364341","-5.88235294117647","-1.43736968680557","1.505277","6.162232","","5","5","","-0.5"
"16","B/D","TP- ","05/07/2018","SK Securities Co Ltd","SK TELECOM","","25","44.7368421052632","-13.6363636363636","-2.17391654126443","-0.006602","2.3710427","","5","5","","-0.5"
"17","B/D","TP+ ","05/07/2018","Daiwa Securities","FAST RETAILING","","12.8668171557562","7.73650728504001","4.76190476190476","5.76923076923077","-1.4640545","2.6111002","","5","5","","0.5"
