"","ann.ret","ann.std","downrisk","drawdown","sharpe","sortino","omega","wl","skewness","kurtosis"
"CHCIMPE.KY.Equity",0.116496269540487,0.246614458656085,0.0602814703031018,-0.224552657669024,0.452107593967039,1.84959439409608,2.26949740688355,0.433333333333333,5.55365741036373,35.7436364386268
"CHINABS.KY.Equity",0.0786160914064271,0.134399521613089,0.0862935160921125,-0.189721396647469,0.547740724988249,0.853089487370603,1.636448285132,0.533333333333333,0.00309673978079248,0.619366329598854
"CMCHCSF.KY.Equity",0.0460467945400456,0.143231695126747,0.0894086989946339,-0.315505139155008,0.286576197424201,0.459091732701637,1.35009519742344,0.583333333333333,0.335518308195748,2.33150634462851
"CNALPHA.KY.Equity",0.119186319508621,0.140098267877786,0.0986830047347566,-0.255350201937057,0.815044477268135,1.1571021759576,2.11679540546348,0.583333333333333,0.275953182823046,4.05263019021117
"CONSTEB.KY.Equity",0.0324502134084406,0.154326722187328,0.0865235614586689,-0.291322223541087,0.17787077324898,0.317257090966524,1.22582334988384,0.533333333333333,0.127111801907168,-0.278434078366829
"CONSTEQ.KY.Equity",0.0283192928431362,0.272512746966169,0.154811998707951,-0.545418586280784,0.0855713837343216,0.150629751167591,1.18894176465798,0.516666666666667,0.271661351591734,0.0854200980528281
"COPLATA.KY.Equity",0.118349382530184,0.0922670326327202,0.0287446383351931,-0.0804991694313022,1.22849277034176,3.9433226192798,2.97694442274446,0.666666666666667,1.68041301452001,4.50372350969057
"CSVCHNO.VI.Equity",0.117057041209021,0.234086307655053,0.153815182574023,-0.31586100105314,0.478699682743287,0.728517428083502,1.57545509640449,0.583333333333333,0.00267335901373842,1.24016575276228
"DALGCHI.KY.Equity",0.0965494414375483,0.10904130778869,0.0708643319199549,-0.176188105608793,0.839584954492302,1.29189733335747,2.13141311852704,0.566666666666667,0.117205956311147,1.820424498198
"DBDHAAB.KY.Equity",0.0410910377337779,0.0527147672874451,0.0363062007392353,-0.117937342408142,0.684647577726736,0.994073656811332,1.73240544650602,0.7,-0.675230018901708,-0.141073557863928
"DRAGALT.KY.Equity",-0.0494919083790261,0.229954646904293,0.17583723528162,-0.531236300664137,-0.236968067889081,-0.309899710898844,0.913197727377548,0.466666666666667,-0.122388824454795,3.75215262469208
"EMMENAA.BH.Equity",0.0958938997499734,0.115876822593005,0.0645881833766526,-0.308498817764866,0.784401036514613,1.40728373207087,1.88668018542064,0.616666666666667,0.0405202594779641,-0.278067871096203
"ENAMIND.KY.Equity",0.261408262575942,0.211915438918132,0.148219047534962,-0.221235468139018,1.20995555531468,1.72992787931295,2.49734050629659,0.65,-0.197030498554071,0.616640624467204
"FABRAFF.KY.Equity",-0.0429051633999959,0.313898373310638,0.168732221558761,-0.760780787052923,-0.152613608330453,-0.283912361002803,1.00911936131095,0.483333333333333,0.469545773683871,0.464998195238326
"FOUCHOP.KY.Equity",0.165845789488198,0.180683150615291,0.13923480284575,-0.33829519529855,0.890209125424593,1.15521253451545,2.10506163785396,0.666666666666667,-0.42377072943886,1.31342593382033
"FPP395A.KY.Equity",-0.0957441404314385,0.139895332661316,0.0907211219798567,-0.49229068200292,-0.720139396468201,-1.11048164124125,0.628193896319284,0.416666666666667,-0.103430332257586,-0.134038141329238
"GAAOPPO.KY.Equity",0.0252245420395272,0.242186330173341,0.160310343874594,-0.471338874393977,0.0835081898513916,0.126158684154207,1.19988608984663,0.533333333333333,0.511027578938266,3.29911982277243
"GBAMBOO.KY.Equity",0.0825988630153311,0.262271383960933,0.186902031043934,-0.471003018922411,0.295872396917271,0.415184696398993,1.4134620426474,0.6,0.00698625603319221,2.15089967583968
"GHKNCVF.KY.Equity",0.212971692178139,0.331430867925731,0.167464739357275,-0.414833380212699,0.627496447388063,1.2418834733588,2.1871018423822,0.583333333333333,3.32135777665368,19.5985095125939
"GREASHI.KY.Equity",-0.0493369081245763,0.088873354485632,0.071887718540477,-0.341474470042698,-0.611397065397827,-0.755858013409918,0.662318039111521,0.483333333333333,-0.839776652997303,1.50355428550115
"GRECVPD.MV.Equity",0.0716463664589198,0.153325859655125,0.138324562751767,-0.332607931593305,0.434671402520273,0.481811510067964,1.53489039638482,0.633333333333333,-0.928403819517996,2.5318709752182
"GRNDRGN.KY.Equity",0.0546929746149836,0.182443779267357,0.142624609311944,-0.342862832176409,0.27237417912815,0.34841795433982,1.3451825249623,0.566666666666667,-0.621634206097494,1.70165955947724
"HALCYON.KY.Equity",-0.108075557313051,0.321698034285043,0.202487890827312,-0.792720757481229,-0.351495953540268,-0.558431207175175,0.861919453751174,0.466666666666667,0.162844562899589,0.662172958066374
"INFCOPP.KY.Equity",0.0270374088809326,0.17762521970467,0.138759898623053,-0.406260268919885,0.124066891613552,0.158816841894632,1.20082513811294,0.566666666666667,-0.583355807285662,1.48492867870722
"JABEMX1.KY.Equity",0.0658236795994429,0.0561379598468461,0.030215393242518,-0.0958416199892791,1.08346793801165,2.01300307797597,2.50293686767792,0.65,0.402809300912452,0.659701278782759
"K2AARFA.AU.Equity",0.071223016093102,0.14184452377869,0.161511065663031,-0.374747194614453,0.466870446097905,0.410021541380122,1.58937589173125,0.7,-2.58791697057367,11.3575967870746
"KKSPCFA.KY.Equity",0.0927107594967373,0.00877432880643242,NA,0,9.99629275716645,NA,Inf,1,1.01151158978885,1.36774051193929
"KNOSSPA.KY.Equity",0.0651112505542026,0.229415996334532,0.157037898766508,-0.450924135784713,0.262018566772253,0.382781806343316,1.38463082921172,0.583333333333333,0.292552489439708,2.76789548866175
"KONDORA.KY.Equity",0.000307905666614428,0.0626905044618239,0.0429450353963118,-0.0910215980225986,-0.0748453752871438,-0.109258131704521,1.02915774326093,0.533333333333333,0.00383902173761714,1.63529685797412
"LBNCHPO.KY.Equity",0.117759729370484,0.173135627654503,0.11950864673209,-0.309682873735836,0.651279756212276,0.943527790280019,1.80018352223467,0.566666666666667,0.133811583071185,2.14782170076111
"LYNASIA.KY.Equity",0.0486951072593582,0.149547512199584,0.092080968187251,-0.258302914185551,0.292182107322811,0.474529190119962,1.34178532349394,0.566666666666667,0.021720600047063,-0.348404716853117
"MERINHE.KY.Equity",0.0266847156090519,0.109438905832866,0.0650164185653975,-0.181071006604421,0.198144484760919,0.333526762739786,1.27457759523509,0.483333333333333,0.417576151386896,1.2182500291846
"MERINTF.KY.Equity",0.023463211995812,0.0940370253726456,0.0576800226341575,-0.162797540145598,0.196339813202798,0.320097169741371,1.27492800683785,0.55,0.325566623112795,1.59935641038277
"MIDASEQ.KY.Equity",0.0211741984029141,0.0903581520630025,0.0361069902602692,-0.133505036300676,0.179000987001556,0.44795199728158,1.28118580659789,0.5,2.81433723090007,14.1423161525589
"NAVASIA.KY.Equity",0.0570789125234625,0.123412048975531,0.0915688023985869,-0.240937277520404,0.421992122777153,0.568740784626295,1.47255575511864,0.6,-0.560027180057623,0.242283534052572
"NAVYILD.KY.Equity",0.051916736289364,0.126713564921393,0.0850583913774914,-0.189486499053984,0.370258198626712,0.551582689603737,1.40959143754284,0.55,-0.422032974343845,0.59602593522522
"NEWHBAS.KY.Equity",0.0580125420987663,0.117212114648933,0.0930601650224198,-0.237297906123997,0.45227869369601,0.569658801765446,1.55281304623423,0.633333333333333,-0.381436235563091,1.29842751593412
"NHINDIA.MP.Equity",0.154254797533952,0.205998413501633,0.132922796056858,-0.301294864720149,0.724543432140407,1.1228683262885,1.81352713655737,0.616666666666667,-0.160071567890764,-0.118686465683561
"NTADUSA.KY.Equity",0.0938881905858073,0.136583577649594,0.115183666408023,-0.331938249677555,0.650797058588189,0.771708293005124,1.72275581153629,0.633333333333333,-0.994241148395574,1.71493153134513
"NTASIAN.KY.Equity",0.0945385528319747,0.136756836747936,0.115181953397516,-0.331507715853199,0.65472816541529,0.777366160156698,1.72827346465817,0.633333333333333,-0.986613603061544,1.70393791099863
"OCTAPAF.KY.Equity",0.054771571457829,0.0709002302912996,0.0362947465787882,-0.0883874407586406,0.701994496397801,1.37131613110414,1.88585533199323,0.566666666666667,0.772752598921831,1.72692921420977
"OPAFFRA.VI.Equity",-0.00744601326190275,0.167819026456306,0.119500586692528,-0.507913761662183,-0.0741633027238615,-0.104150227261444,1.02951723889307,0.566666666666667,-0.313471890063715,0.179647060133383
"PANGOLN.KY.Equity",0.0719204722566142,0.113344180610674,0.086124413326937,-0.235695348452727,0.590418245524924,0.777020936010064,1.64010275852084,0.633333333333333,-0.761307863751664,1.35821584652852
"PANNOTI.VI.Equity",0.0530201926240645,0.133960036070704,0.0644535831942746,-0.176476738946487,0.358466554896413,0.745035267927977,1.45517488252806,0.516666666666667,1.45991857467197,5.30146395659357
"PELAALA.NA.Equity",0.0176920122908617,0.0544333982214558,0.0330741437262945,-0.0752368532935241,0.233165900082625,0.383744244322532,1.30645046835084,0.5,0.260402544348902,1.38762714833903
"PENASEF.AU.Equity",-0.00447209058563014,0.0863959078636035,0.105897193271514,-0.144440327863741,-0.109635870724156,-0.0894460966623006,0.993181635872617,0.7,-2.28394402945491,5.73225986108276
"PENASEU.KY.Equity",0.0319659556423348,0.0513986236073381,0.0487698863403131,-0.0804516633371366,0.524643536144905,0.552922257275076,1.65575244580856,0.7,-1.096208925983,3.01692978816888
"PERUEQU.KY.Equity",-0.0379450606017238,0.159674302416216,0.0962293013679205,-0.555876047589892,-0.268954114418367,-0.44627842030702,0.871490247023315,0.466666666666667,0.852597048639844,3.36261944168877
"PXPVEEF.KY.Equity",0.173555674694693,0.144391882649961,0.060828890860204,-0.119881834764607,1.16734868748343,2.77098057043428,2.33996038797861,0.6,0.244382395796371,-0.596611421660035
"QIEFMLB.MP.Equity",0.131011540779381,0.203788332525621,0.13100411902579,-0.294373623567245,0.618345217401191,0.961889913969606,1.7267446671524,0.616666666666667,0.010555006074176,0.884108631261687
"QUACHFA.KY.Equity",0.182370105605851,0.265757299098231,0.206212476295815,-0.456705209407917,0.667413862978379,0.860132756232512,1.95619700604784,0.633333333333333,0.280702279941752,3.75722393396688
"REALRTA.ID.Equity",0.0765672654900869,0.112790933072068,0.0776895986522189,-0.238918928014156,0.634512575974157,0.921194944132239,1.73803382796087,0.65,-0.0366896244981901,1.30144300832611
"RVCCLSA.KY.Equity",0.0866829722840479,0.0404178559097212,0.0247325457376847,-0.043944573310715,2.02096252870261,3.30265121716073,4.89024390243902,0.833333333333333,0.0480310374690018,0.998512855847438
"RVCUSCA.KY.Equity",0.0855257409241048,0.0406765060119767,0.0251438675598379,-0.0467406148487383,1.97966218879259,3.2025996292125,4.75720004699121,0.833333333333333,0.0263538950766454,1.02311185700021
"SCICTFA.KY.Equity",0.0640146134816921,0.0223003140082779,NA,-0.0406999999999998,2.64635795979311,NA,8.67316953316953,0.983333333333333,-6.12802698807513,41.6525886800129
"SERICAB.KY.Equity",0.102832902666965,0.101146897764387,0.076825585581888,-0.10547954904171,0.967235820666082,1.27344167865386,2.44137570924362,0.733333333333333,0.439263508818542,3.29623182367658
"SPCHOPA.KY.Equity",0.243619312126419,0.236450322474349,0.199040417662875,-0.342564505000766,1.00917313044606,1.19884853000349,2.27052269174424,0.7,-0.783613765253424,2.24138740309653
"SPGRCHC.KY.Equity",0.120802805217082,0.164990576374952,0.100787370130511,-0.23786109249075,0.701875269251211,1.14898131647971,1.87114815744662,0.683333333333333,0.489524287615286,2.05096017838036
"SQEBLBE.KY.Equity",0.00590129667786199,0.216111650310949,0.120859930942206,-0.472583433685484,0.0041705140679143,0.00745736548776434,1.10366712144261,0.483333333333333,0.411463497990999,0.757964475990046
"SQEBLOE.KY.Equity",0.00124318738518925,0.26513171309035,0.151717882878217,-0.517955428653405,-0.0141696086485532,-0.0247618312590503,1.10473640744753,0.5,0.290798157117534,0.302377765070275
"TARPLNG.US.Equity",-0.107242570830524,0.228434461097596,0.140051544894274,-0.637469046134628,-0.491355683775618,-0.801437577252414,0.766695343585332,0.45,-0.145896711664936,-0.509594310550159
"TELLGNT.KY.Equity",0.0923062431626698,0.139336586671828,0.106306250755877,-0.2658945884974,0.626585200973075,0.821271021618106,1.67338996985475,0.65,-0.711652314063863,0.727137276023027
"TICHVIA.KY.Equity",0.0484013942469186,0.160439675328534,0.131078390143821,-0.299227277625069,0.270515345771207,0.331110217323375,1.34791392324492,0.6,-0.809080172347679,3.07482850720953
"TK5YRGA.CH.Equity",0.0359906899573144,0.0262868068894658,0.0203416206982526,-0.0631686921221924,1.17894463514066,1.52351134735181,2.62374303959596,0.683333333333333,-0.904813992162925,1.24931685736274
"TKFUNDS.CH.Equity",0.149283078554986,0.174513748072199,0.13271857283624,-0.22864083069029,0.826771988733486,1.08713554909165,2.12125816150954,0.633333333333333,-0.0435850836425768,1.77947365017641
"TKPROST.CH.Equity",0.2569308651713,0.248280130674901,0.206656364253489,-0.239528880565,1.01470409446973,1.21908108700817,2.41612014839719,0.7,-0.355530171479973,1.36595061326562
"TKYJULB.CH.Equity",0.157462940693452,0.163930928116041,0.118769876994848,-0.201977483044754,0.930043783962042,1.28368357828698,2.21909461038487,0.65,-0.101577148645237,0.888785235229453
"TKYJULS.CH.Equity",0.0923154927443979,0.0427428758470295,0.0260527323521159,-0.029308,2.04280809407601,3.35149079813528,5.79937804943435,0.766666666666667,0.573899775801832,2.52545096984012
"VERAIUS.ID.Equity",0.0754355340818245,0.125465205931109,0.0868590870837458,-0.29086887219705,0.561394958539338,0.810917273559571,1.70527956994892,0.6,0.272117914066565,2.55130531644228
"VICTBRZ.KY.Equity",-0.152455693166385,0.304697727495628,0.187144264813454,-0.752722845816059,-0.516760313444228,-0.841359970733471,0.751764031458755,0.45,-0.0347615505645082,0.346517154253049
"VICTLAT.KY.Equity",-0.0292620129457277,0.158882921937166,0.144519904573786,-0.29434728219645,-0.215643144826336,-0.237074699480133,0.913429931673476,0.466666666666667,-2.11826081202399,11.5653066328732
"VISDYHE.KY.Equity",0.0506363379952546,0.0831956977947941,0.0582951649845116,-0.127847999661786,0.548542042496219,0.782849452564027,1.60200932984412,0.633333333333333,-0.395958231785706,1.01232627959248
"VITCHBA.KY.Equity",0.0330104315754221,0.0848821798637801,0.0452304280625333,-0.157517593468769,0.329991897243609,0.619282920265452,1.44692518216452,0.55,1.18274655705161,3.54177648906556
