,1800 HK Equity,,1186 HK Equity,,390 HK Equity,,2338 HK Equity,,1919 HK Equity,,177 HK Equity,,552 HK Equity,,576 HK Equity,,2866 HK Equity,,2357 HK Equity,,694 HK Equity,,3898 HK Equity,,1882 HK Equity,,1138 HK Equity,,1333 HK Equity,,2880 HK Equity,,3808 HK Equity,,107 HK Equity,,2382 HK Equity,,38 HK Equity,,1308 HK Equity,,2222 HK Equity,,995 HK Equity,,1133 HK Equity,,631 HK Equity,,598 HK Equity,,3339 HK Equity,,1101 HK Equity,,1893 HK Equity,,1685 HK Equity,,826 HK Equity,,187 HK Equity,,357 HK Equity,,6888 HK Equity,,3378 HK Equity,,1080 HK Equity,,1708 HK Equity,,569 HK Equity,,2345 HK Equity
11/9/2012,0.9096,11/9/2012,1.0760,11/9/2012,0.55218,11/9/2012,3.7414,11/9/2012,0.48509,11/9/2012,0.8825,11/9/2012,0.55476,11/9/2012,0.7612,11/9/2012,0.28899,11/9/2012,0.4051,11/9/2012,0.67474,11/9/2012,2.9609,11/9/2012,1.1547,11/9/2012,0.54057,,,11/9/2012,0.21158,11/9/2012,0.5754,11/9/2012,0.31866,11/9/2012,0.6489,11/9/2012,0.84375,,,,,11/9/2012,0.49928,11/9/2012,0.81795,,,11/9/2012,0.15611,11/9/2012,0.24384,,,11/9/2012,0.31737,,,11/9/2012,0.24642,11/9/2012,0.33931,11/9/2012,0.64507,,,11/9/2012,0.1174,,,11/9/2012,1.21015,11/9/2012,0.2361,11/9/2012,0.14192
11/12/2012,0.9186,11/12/2012,1.1302,11/12/2012,0.56512,11/12/2012,3.6771,11/12/2012,0.46835,11/12/2012,0.8709,11/12/2012,0.54705,11/12/2012,0.7587,11/12/2012,0.27095,11/12/2012,0.4013,11/12/2012,0.67608,11/12/2012,2.9933,11/12/2012,1.1612,11/12/2012,0.50964,,,11/12/2012,0.21676,11/12/2012,0.6064,11/12/2012,0.3161,11/12/2012,0.6851,11/12/2012,0.83348,,,,,11/12/2012,0.49803,11/12/2012,0.80252,,,11/12/2012,0.15354,11/12/2012,0.22837,,,11/12/2012,0.30449,,,11/12/2012,0.24643,11/12/2012,0.34191,11/12/2012,0.63866,,,11/12/2012,0.11612,,,11/12/2012,1.19991,11/12/2012,0.2374,11/12/2012,0.13934
11/13/2012,0.8851,11/13/2012,1.0631,11/13/2012,0.53028,11/13/2012,3.5546,11/13/2012,0.449,11/13/2012,0.8683,11/13/2012,0.53286,11/13/2012,0.7483,11/13/2012,0.25804,11/13/2012,0.4232,11/13/2012,0.65672,11/13/2012,2.9095,11/13/2012,1.1599,11/13/2012,0.48254,,,11/13/2012,0.2116,11/13/2012,0.60769,11/13/2012,0.31352,11/13/2012,0.6774,11/13/2012,0.80639,,,,,11/13/2012,0.49674,11/13/2012,0.7922,,,11/13/2012,0.14709,11/13/2012,0.22192,,,11/13/2012,0.29288,,,11/13/2012,0.24643,11/13/2012,0.34191,11/13/2012,0.63608,,,11/13/2012,0.11483,,,11/13/2012,1.19991,11/13/2012,0.23353,11/13/2012,0.13418
11/14/2012,0.8941,11/14/2012,1.0774,11/14/2012,0.53158,11/14/2012,3.5030,11/14/2012,0.46191,11/14/2012,0.8503,11/14/2012,0.53932,11/14/2012,0.7406,11/14/2012,0.27611,11/14/2012,0.4284,11/14/2012,0.67092,11/14/2012,2.9159,11/14/2012,1.1367,11/14/2012,0.49803,,,11/14/2012,0.20902,11/14/2012,0.60383,11/14/2012,0.31224,11/14/2012,0.6567,11/14/2012,0.82317,,,,,11/14/2012,0.49416,11/14/2012,0.80898,,,11/14/2012,0.14838,11/14/2012,0.22321,,,11/14/2012,0.30192,,,11/14/2012,0.23869,11/14/2012,0.35482,11/14/2012,0.62964,,,11/14/2012,0.11483,,,11/14/2012,1.24508,11/14/2012,0.23224,11/14/2012,0.13289
11/15/2012,0.8759,11/15/2012,1.0552,11/15/2012,0.53535,11/15/2012,3.4572,11/15/2012,0.45021,11/15/2012,0.8398,11/15/2012,0.5418,11/15/2012,0.7443,11/15/2012,0.27219,11/15/2012,0.4180,11/15/2012,0.66951,11/15/2012,2.8187,11/15/2012,1.1288,11/15/2012,0.48762,,,11/15/2012,0.20769,11/15/2012,0.60501,11/15/2012,0.30831,11/15/2012,0.6527,11/15/2012,0.80883,,,,,11/15/2012,0.47988,11/15/2012,0.79464,,,11/15/2012,0.14577,11/15/2012,0.21543,,,11/15/2012,0.29928,,,11/15/2012,0.23349,11/15/2012,0.3612,11/15/2012,0.62565,,,11/15/2012,0.11481,,,11/15/2012,1.21261,11/15/2012,0.23865,11/15/2012,0.13416
11/16/2012,0.8824,11/16/2012,1.0733,11/16/2012,0.5431,11/16/2012,3.5669,11/16/2012,0.45022,11/16/2012,0.8669,11/16/2012,0.53665,11/16/2012,0.7585,11/16/2012,0.26703,11/16/2012,0.4412,11/16/2012,0.6721,11/16/2012,2.8703,11/16/2012,1.1275,11/16/2012,0.48892,,,11/16/2012,0.2064,11/16/2012,0.6076,11/16/2012,0.3109,11/16/2012,0.6760,11/16/2012,0.84755,,,,,11/16/2012,0.48892,11/16/2012,0.80497,,,11/16/2012,0.14835,11/16/2012,0.21543,,,11/16/2012,0.298,,,11/16/2012,0.24639,11/16/2012,0.36121,11/16/2012,0.62308,,,11/16/2012,0.11481,,,11/16/2012,1.18037,11/16/2012,0.23736,11/16/2012,0.13287
11/19/2012,0.8759,11/19/2012,1.0900,11/19/2012,0.55728,11/19/2012,3.6442,11/19/2012,0.45666,11/19/2012,0.8798,11/19/2012,0.54696,11/19/2012,0.7469,11/19/2012,0.26703,11/19/2012,0.4425,11/19/2012,0.67079,11/19/2012,2.9089,11/19/2012,1.1520,11/19/2012,0.50439,,,11/19/2012,0.21801,11/19/2012,0.64499,11/19/2012,0.31605,11/19/2012,0.6940,11/19/2012,0.85784,,,,,11/19/2012,0.49665,11/19/2012,0.80366,,,11/19/2012,0.15093,11/19/2012,0.2193,,,11/19/2012,0.30057,,,11/19/2012,0.25026,11/19/2012,0.34314,11/19/2012,0.62436,,,11/19/2012,0.1161,,,11/19/2012,1.21646,11/19/2012,0.23865,11/19/2012,0.13416
11/20/2012,0.8671,11/20/2012,1.0787,11/20/2012,0.54321,11/20/2012,3.7031,11/20/2012,0.45289,11/20/2012,0.8916,11/20/2012,0.56257,11/20/2012,0.7368,11/20/2012,0.26322,11/20/2012,0.4426,11/20/2012,0.67353,11/20/2012,2.8709,11/20/2012,1.1380,11/20/2012,0.49805,,,11/20/2012,0.21419,11/20/2012,0.65031,11/20/2012,0.31225,11/20/2012,0.6826,11/20/2012,0.8503,,,,,11/20/2012,0.49676,11/20/2012,0.81546,,,11/20/2012,0.14967,11/20/2012,0.22193,,,11/20/2012,0.29806,,,11/20/2012,0.24774,11/20/2012,0.32515,11/20/2012,0.62579,,,11/20/2012,0.11613,,,11/20/2012,1.22319,11/20/2012,0.24128,11/20/2012,0.13419
11/21/2012,0.8787,11/21/2012,1.0541,11/21/2012,0.55094,11/21/2012,3.7482,11/21/2012,0.47094,11/21/2012,0.8890,11/21/2012,0.5561,11/21/2012,0.7613,11/21/2012,0.26966,11/21/2012,0.4374,11/21/2012,0.68384,11/21/2012,2.8192,11/21/2012,1.1522,11/21/2012,0.50965,,,11/21/2012,0.21289,11/21/2012,0.65158,11/21/2012,0.30966,11/21/2012,0.6787,11/21/2012,0.85802,,,,,11/21/2012,0.5032,11/21/2012,0.81157,,,11/21/2012,0.14838,11/21/2012,0.22321,,,11/21/2012,0.29934,,,11/21/2012,0.24644,11/21/2012,0.33418,11/21/2012,0.62577,,,11/21/2012,0.11612,,,11/21/2012,1.22316,11/21/2012,0.2387,11/21/2012,0.13419
11/22/2012,0.8928,11/22/2012,1.0722,11/22/2012,0.56123,11/22/2012,3.8061,11/22/2012,0.47221,11/22/2012,0.8877,11/22/2012,0.55091,11/22/2012,0.7651,11/22/2012,0.26965,11/22/2012,0.4348,11/22/2012,0.67735,11/22/2012,2.8900,11/22/2012,1.2012,11/22/2012,0.50188,,,11/22/2012,0.21675,11/22/2012,0.65671,11/22/2012,0.30836,11/22/2012,0.6799,11/22/2012,0.86314,,,,,11/22/2012,0.4993,11/22/2012,0.81024,,,11/22/2012,0.14966,11/22/2012,0.23094,,,11/22/2012,0.29932,,,11/22/2012,0.24256,11/22/2012,0.33674,11/22/2012,0.62574,,,11/22/2012,0.11741,,,11/22/2012,1.23729,11/22/2012,0.24127,11/22/2012,0.13547
11/23/2012,0.8968,11/23/2012,1.0645,11/23/2012,0.56128,11/23/2012,3.7418,11/23/2012,0.47741,11/23/2012,0.8993,11/23/2012,0.56128,11/23/2012,0.7626,11/23/2012,0.27483,11/23/2012,0.4361,11/23/2012,0.67482,11/23/2012,3.0257,11/23/2012,1.1780,11/23/2012,0.51483,,,11/23/2012,0.2258,11/23/2012,0.65805,11/23/2012,0.31741,11/23/2012,0.6774,11/23/2012,0.9174,,,,,11/23/2012,0.50063,11/23/2012,0.8374,,,11/23/2012,0.15354,11/23/2012,0.23354,,,11/23/2012,0.31096,,,11/23/2012,0.24128,11/23/2012,0.33289,11/23/2012,0.62579,,,11/23/2012,0.11871,,,11/23/2012,1.19997,11/23/2012,0.2387,11/23/2012,0.13548
11/26/2012,0.8955,11/26/2012,1.0361,11/26/2012,0.55742,11/26/2012,3.7161,11/26/2012,0.47355,11/26/2012,0.9161,11/26/2012,0.55484,11/26/2012,0.7652,11/26/2012,0.27226,11/26/2012,0.4426,11/26/2012,0.6671,11/26/2012,3.0387,11/26/2012,1.1948,11/26/2012,0.50452,,,11/26/2012,0.2271,11/26/2012,0.65419,11/26/2012,0.31742,11/26/2012,0.6839,11/26/2012,0.92129,,,,,11/26/2012,0.50194,11/26/2012,0.82839,,,11/26/2012,0.15484,11/26/2012,0.23355,,,11/26/2012,0.30581,,,11/26/2012,0.24387,11/26/2012,0.33806,11/26/2012,0.62323,,,11/26/2012,0.11742,,,11/26/2012,1.2,11/26/2012,0.23871,11/26/2012,0.13677
11/27/2012,0.8980,11/27/2012,1.0348,11/27/2012,0.54966,11/27/2012,3.6386,11/27/2012,0.45934,11/27/2012,0.8864,11/27/2012,0.5574,11/27/2012,0.7651,11/27/2012,0.2658,11/27/2012,0.4413,11/27/2012,0.6774,11/27/2012,3.0580,11/27/2012,1.1948,11/27/2012,0.50063,,,11/27/2012,0.22064,11/27/2012,0.66063,11/27/2012,0.31999,11/27/2012,0.6645,11/27/2012,0.92127,,,,,11/27/2012,0.50579,11/27/2012,0.83224,,,11/27/2012,0.15225,11/27/2012,0.22451,,,11/27/2012,0.3058,,,11/27/2012,0.23999,11/27/2012,0.35354,11/27/2012,0.62579,,,11/27/2012,0.11742,,,11/27/2012,1.209,11/27/2012,0.23354,11/27/2012,0.14064
11/28/2012,0.8839,11/28/2012,1.0555,11/28/2012,0.54321,11/28/2012,3.5677,11/28/2012,0.46192,11/28/2012,0.8890,11/28/2012,0.55482,11/28/2012,0.7587,11/28/2012,0.26451,11/28/2012,0.4323,11/28/2012,0.6903,11/28/2012,3.0193,11/28/2012,1.1897,11/28/2012,0.49676,,,11/28/2012,0.21935,11/28/2012,0.64643,11/28/2012,0.31999,11/28/2012,0.6387,11/28/2012,0.94062,,,,,11/28/2012,0.49676,11/28/2012,0.81933,,,11/28/2012,0.14967,11/28/2012,0.2258,,,11/28/2012,0.30451,,,11/28/2012,0.24128,11/28/2012,0.35354,11/28/2012,0.61934,,,11/28/2012,0.11484,,,11/28/2012,1.22448,11/28/2012,0.2258,11/28/2012,0.13806
11/29/2012,0.8813,11/29/2012,1.0761,11/29/2012,0.55096,11/29/2012,3.6064,11/29/2012,0.46709,11/29/2012,0.8903,11/29/2012,0.55612,11/29/2012,0.7548,11/29/2012,0.26709,11/29/2012,0.4335,11/29/2012,0.69547,11/29/2012,3.0580,11/29/2012,1.1858,11/29/2012,0.50064,,,11/29/2012,0.21935,11/29/2012,0.66064,11/29/2012,0.31871,11/29/2012,0.6555,11/29/2012,0.9445,,,,,11/29/2012,0.50064,11/29/2012,0.82192,,,11/29/2012,0.15226,11/29/2012,0.22709,,,11/29/2012,0.3058,,,11/29/2012,0.24129,11/29/2012,0.35354,11/29/2012,0.61935,,,11/29/2012,0.11742,,,11/29/2012,1.21934,11/29/2012,0.23484,11/29/2012,0.13806
11/30/2012,0.9110,11/30/2012,1.1148,11/30/2012,0.58193,11/30/2012,3.7612,11/30/2012,0.45806,11/30/2012,0.8942,11/30/2012,0.56257,11/30/2012,0.7626,11/30/2012,0.26451,11/30/2012,0.4323,11/30/2012,0.71612,11/30/2012,3.0322,11/30/2012,1.2116,11/30/2012,0.49419,,,11/30/2012,0.22064,11/30/2012,0.66451,11/30/2012,0.32516,11/30/2012,0.6490,11/30/2012,0.9445,,,,,11/30/2012,0.50967,11/30/2012,0.82709,,,11/30/2012,0.15355,11/30/2012,0.22838,,,11/30/2012,0.31096,,,11/30/2012,0.25032,11/30/2012,0.35354,11/30/2012,0.61935,,,11/30/2012,0.11742,,,11/30/2012,1.22192,11/30/2012,0.23355,11/30/2012,0.13032
12/3/2012,0.9110,12/3/2012,1.0942,12/3/2012,0.57806,12/3/2012,3.7419,12/3/2012,0.46193,12/3/2012,0.8916,12/3/2012,0.5587,12/3/2012,0.7561,12/3/2012,0.26322,12/3/2012,0.4142,12/3/2012,0.72128,12/3/2012,3.0129,12/3/2012,1.2116,12/3/2012,0.49806,,,12/3/2012,0.2258,12/3/2012,0.6516,12/3/2012,0.32,12/3/2012,0.6477,12/3/2012,0.94321,,,,,12/3/2012,0.50709,12/3/2012,0.80644,,,12/3/2012,0.14968,12/3/2012,0.23742,,,12/3/2012,0.30064,,,12/3/2012,0.23871,12/3/2012,0.36258,12/3/2012,0.61935,,,12/3/2012,0.11742,,,12/3/2012,1.17418,12/3/2012,0.23226,12/3/2012,0.13032
12/4/2012,0.9071,12/4/2012,1.1045,12/4/2012,0.57548,12/4/2012,3.8322,12/4/2012,0.4529,12/4/2012,0.8852,12/4/2012,0.55612,12/4/2012,0.7510,12/4/2012,0.26451,12/4/2012,0.4206,12/4/2012,0.70064,12/4/2012,3.0451,12/4/2012,1.2064,12/4/2012,0.49806,,,12/4/2012,0.22709,12/4/2012,0.66451,12/4/2012,0.31871,12/4/2012,0.6503,12/4/2012,0.89547,,,,,12/4/2012,0.5058,12/4/2012,0.80773,,,12/4/2012,0.14968,12/4/2012,0.23871,,,12/4/2012,0.29935,,,12/4/2012,0.23096,12/4/2012,0.35741,12/4/2012,0.61935,,,12/4/2012,0.11742,,,12/4/2012,1.14837,12/4/2012,0.21935,12/4/2012,0.13161
12/5/2012,0.9393,12/5/2012,1.1574,12/5/2012,0.58709,12/5/2012,4.0000,12/5/2012,0.46451,12/5/2012,0.8929,12/5/2012,0.5587,12/5/2012,0.7613,12/5/2012,0.27742,12/5/2012,0.4245,12/5/2012,0.71225,12/5/2012,3.1742,12/5/2012,1.2090,12/5/2012,0.51999,,,12/5/2012,0.22709,12/5/2012,0.68386,12/5/2012,0.32258,12/5/2012,0.6581,12/5/2012,0.92515,,,,,12/5/2012,0.50709,12/5/2012,0.82192,,,12/5/2012,0.14968,12/5/2012,0.25032,,,12/5/2012,0.30967,,,12/5/2012,0.23742,12/5/2012,0.35354,12/5/2012,0.61935,,,12/5/2012,0.11871,,,12/5/2012,1.16128,12/5/2012,0.22322,12/5/2012,0.13548
12/6/2012,0.9445,12/6/2012,1.1703,12/6/2012,0.60386,12/6/2012,4.0193,12/6/2012,0.46709,12/6/2012,0.8839,12/6/2012,0.55354,12/6/2012,0.7664,12/6/2012,0.28387,12/6/2012,0.4194,12/6/2012,0.74193,12/6/2012,3.1742,12/6/2012,1.1871,12/6/2012,0.52644,,,12/6/2012,0.22451,12/6/2012,0.6916,12/6/2012,0.31871,12/6/2012,0.6994,12/6/2012,0.91999,,,,,12/6/2012,0.50709,12/6/2012,0.81805,,,12/6/2012,0.14709,12/6/2012,0.25161,,,12/6/2012,0.3058,,,12/6/2012,0.24,12/6/2012,0.34451,12/6/2012,0.62193,,,12/6/2012,0.12,,,12/6/2012,1.18063,12/6/2012,0.22709,12/6/2012,0.1329
12/7/2012,0.9561,12/7/2012,1.1690,12/7/2012,0.60386,12/7/2012,4.2451,12/7/2012,0.46967,12/7/2012,0.9135,12/7/2012,0.5458,12/7/2012,0.7858,12/7/2012,0.28,12/7/2012,0.4219,12/7/2012,0.71999,12/7/2012,3.3032,12/7/2012,1.1626,12/7/2012,0.5329,,,12/7/2012,0.22838,12/7/2012,0.69806,12/7/2012,0.32129,12/7/2012,0.6916,12/7/2012,0.95741,,,,,12/7/2012,0.52386,12/7/2012,0.81934,,,12/7/2012,0.15097,12/7/2012,0.27354,,,12/7/2012,0.31612,,,12/7/2012,0.23871,12/7/2012,0.3458,12/7/2012,0.64257,,,12/7/2012,0.11871,,,12/7/2012,1.2116,12/7/2012,0.22967,12/7/2012,0.13032
12/10/2012,0.9471,12/10/2012,1.2000,12/10/2012,0.61031,12/10/2012,4.2129,12/10/2012,0.48516,12/10/2012,0.9135,12/10/2012,0.55225,12/10/2012,0.7935,12/10/2012,0.29419,12/10/2012,0.4490,12/10/2012,0.75354,12/10/2012,3.3419,12/10/2012,1.1613,12/10/2012,0.54967,,,12/10/2012,0.23742,12/10/2012,0.71225,12/10/2012,0.32516,12/10/2012,0.6800,12/10/2012,0.96773,,,,,12/10/2012,0.52903,12/10/2012,0.8658,,,12/10/2012,0.15484,12/10/2012,0.27742,,,12/10/2012,0.32645,,,12/10/2012,0.23226,12/10/2012,0.36,12/10/2012,0.65548,,,12/10/2012,0.12,,,12/10/2012,1.22708,12/10/2012,0.23484,12/10/2012,0.13677
12/11/2012,0.9445,12/11/2012,1.1522,12/11/2012,0.5987,12/11/2012,4.2064,12/11/2012,0.47612,12/11/2012,0.9174,12/11/2012,0.55354,12/11/2012,0.7819,12/11/2012,0.28258,12/11/2012,0.4413,12/11/2012,0.73805,12/11/2012,3.3419,12/11/2012,1.1613,12/11/2012,0.52903,,,12/11/2012,0.23871,12/11/2012,0.72128,12/11/2012,0.32774,12/11/2012,0.6542,12/11/2012,0.96128,,,,,12/11/2012,0.53548,12/11/2012,0.86192,,,12/11/2012,0.15097,12/11/2012,0.28129,,,12/11/2012,0.31354,,,12/11/2012,0.23226,12/11/2012,0.35096,12/11/2012,0.66064,,,12/11/2012,0.12,,,12/11/2012,1.23869,12/11/2012,0.23096,12/11/2012,0.13548
12/12/2012,0.9548,12/12/2012,1.1252,12/12/2012,0.59483,12/12/2012,4.3548,12/12/2012,0.48516,12/12/2012,0.9458,12/12/2012,0.56128,12/12/2012,0.7923,12/12/2012,0.28774,12/12/2012,0.4426,12/12/2012,0.74838,12/12/2012,3.3806,12/12/2012,1.1677,12/12/2012,0.53806,,,12/12/2012,0.24129,12/12/2012,0.72644,12/12/2012,0.3329,12/12/2012,0.6581,12/12/2012,0.99999,,,,,12/12/2012,0.56257,12/12/2012,0.88644,,,12/12/2012,0.15226,12/12/2012,0.27613,,,12/12/2012,0.32516,,,12/12/2012,0.23096,12/12/2012,0.34322,12/12/2012,0.68257,,,12/12/2012,0.12,,,12/12/2012,1.23869,12/12/2012,0.23096,12/12/2012,0.13677
12/13/2012,0.9613,12/13/2012,1.1110,12/13/2012,0.58451,12/13/2012,4.2774,12/13/2012,0.48128,12/13/2012,0.9432,12/13/2012,0.56773,12/13/2012,0.7897,12/13/2012,0.28387,12/13/2012,0.4400,12/13/2012,0.72257,12/13/2012,3.2193,12/13/2012,1.1806,12/13/2012,0.53806,,,12/13/2012,0.23484,12/13/2012,0.73418,12/13/2012,0.33419,12/13/2012,0.6671,12/13/2012,0.98579,,,,,12/13/2012,0.54967,12/13/2012,0.87096,,,12/13/2012,0.15742,12/13/2012,0.27096,,,12/13/2012,0.32,,,12/13/2012,0.22322,12/13/2012,0.33806,12/13/2012,0.6787,,,12/13/2012,0.12258,,,12/13/2012,1.2774,12/13/2012,0.24774,12/13/2012,0.13548
12/14/2012,0.9652,12/14/2012,1.1122,12/14/2012,0.59483,12/14/2012,4.3806,12/14/2012,0.49677,12/14/2012,0.9548,12/14/2012,0.56128,12/14/2012,0.7845,12/14/2012,0.2929,12/14/2012,0.4452,12/14/2012,0.70322,12/14/2012,3.4645,12/14/2012,1.1742,12/14/2012,0.55354,,,12/14/2012,0.23484,12/14/2012,0.75741,12/14/2012,0.34193,12/14/2012,0.6568,12/14/2012,1.00644,,,,,12/14/2012,0.56515,12/14/2012,0.89031,,,12/14/2012,0.16129,12/14/2012,0.29548,,,12/14/2012,0.32645,,,12/14/2012,0.22709,12/14/2012,0.34967,12/14/2012,0.67741,,,12/14/2012,0.12645,,,12/14/2012,1.27095,12/14/2012,0.25935,12/14/2012,0.13935
12/17/2012,0.9703,12/17/2012,1.1122,12/17/2012,0.58191,12/17/2012,4.4256,12/17/2012,0.49288,12/17/2012,0.9638,12/17/2012,0.55611,12/17/2012,0.7832,12/17/2012,0.29934,12/17/2012,0.4271,12/17/2012,0.7161,12/17/2012,3.4063,12/17/2012,1.1703,12/17/2012,0.55353,,,12/17/2012,0.2387,12/17/2012,0.769,12/17/2012,0.34708,12/17/2012,0.6413,12/17/2012,1.00512,,,,,12/17/2012,0.55482,12/17/2012,0.87997,,,12/17/2012,0.15999,12/17/2012,0.29805,,,12/17/2012,0.33031,,,12/17/2012,0.2258,12/17/2012,0.34708,12/17/2012,0.67739,,,12/17/2012,0.12903,,,12/17/2012,1.29027,12/17/2012,0.27096,12/17/2012,0.14064
12/18/2012,0.9755,12/18/2012,1.1445,12/18/2012,0.59354,12/18/2012,4.4645,12/18/2012,0.49419,12/18/2012,1.0039,12/18/2012,0.57935,12/18/2012,0.7923,12/18/2012,0.29419,12/18/2012,0.4335,12/18/2012,0.73935,12/18/2012,3.4580,12/18/2012,1.1626,12/18/2012,0.55354,,,12/18/2012,0.23613,12/18/2012,0.7587,12/18/2012,0.35354,12/18/2012,0.6555,12/18/2012,0.98192,,,,,12/18/2012,0.54709,12/18/2012,0.89418,,,12/18/2012,0.15871,12/18/2012,0.29548,,,12/18/2012,0.32258,,,12/18/2012,0.2258,12/18/2012,0.34709,12/18/2012,0.67741,,,12/18/2012,0.12645,,,12/18/2012,1.31353,12/18/2012,0.27613,12/18/2012,0.13935
12/19/2012,0.9664,12/19/2012,1.1639,12/19/2012,0.59354,12/19/2012,4.3935,12/19/2012,0.49677,12/19/2012,0.9806,12/19/2012,0.58451,12/19/2012,0.7948,12/19/2012,0.29161,12/19/2012,0.4348,12/19/2012,0.75483,12/19/2012,3.4580,12/19/2012,1.1600,12/19/2012,0.55612,,,12/19/2012,0.23871,12/19/2012,0.75096,12/19/2012,0.36258,12/19/2012,0.6606,12/19/2012,0.97547,,,,,12/19/2012,0.56257,12/19/2012,0.91354,,,12/19/2012,0.16,12/19/2012,0.29806,,,12/19/2012,0.32645,,,12/19/2012,0.22838,12/19/2012,0.3329,12/19/2012,0.68128,,,12/19/2012,0.12903,,,12/19/2012,1.30321,12/19/2012,0.26838,12/19/2012,0.14322
