"","time","event","date","broker","name","is_forced","newtp_to_px","oldtp_to_px","chg_tgt","newtp_avgtp","chg_2d","chg_5d","char_newrating","newrating","oldrating","chg_rating","score"
"1","A","TP- ","05/18/2018","DZ Bank AG","APPLIED MATERIAL","","26.0192735359525","33.4321719792439","-5.55555555555556","-0.133515417467622","-0.5604641","-2.7193321","","5","5","","0.5"
"2","A","TP- ","05/18/2018","Craig-Hallum Capital Group LLC","APPLIED MATERIAL","","20.4595997034841","40.8450704225352","-14.4736842105263","-4.53938973728523","-0.5604641","-2.7193321","","5","5","","0.5"
"3","A","TP- ","05/18/2018","Danske Bank","AP MOLLER-B","","32.5381047051027","51.8665783079302","-12.7272727272727","0.574110547709838","-10.2825057","-13.2681656","","5","5","","0.5"
"4","A","TP- Downgrade","05/18/2018","Goldman Sachs","APPLIED MATERIAL","","7.48702742772425","20.4595997034841","-10.7692307692308","-14.819763150193","-0.5604641","-2.7193321"," neutral/attractive","3","5","-2","-0.5"
"5","A","TP+ ","05/18/2018","MKM Partners","ALIBABA GRP-ADR","","42.8425670849913","32.6395265789205","7.69230769230769","20.0966973813995","-0.6202104","0.13858739","","5","5","","1.5"
"6","A","TP- ","05/18/2018","Nomura Instinet","APPLIED MATERIAL","","20.4595997034841","29.7257227575982","-7.14285714285714","-4.53938973728523","-0.5604641","-2.7193321","","5","5","","0.5"
"7","A","TP- Downgrade","05/18/2018","ABG Sundal Collier","AP MOLLER-B","","31.7815330240778","32.6349900596422","-0.643462961908185","0","-10.2825057","-13.2681656"," hold","4.071","4","0.0709999999999997","0.5355"
"8","A","TP- ","05/18/2018","Carnegie","AP MOLLER-B","","21.4932626463441","27.0156836757234","-4.34782608695652","-7.80706533126597","-10.2825057","-13.2681656","","5","5","","0.5"
"9","A","TP+ ","05/18/2018","SBG Securities","RIO TINTO PLC","","-7.80223579578195","-10.1071799008874","2.56410256410256","-3.19165027983663","-0.7064303","2.1431573","","1","1","","1.5"
"10","A","TP+ ","05/18/2018","Exane BNP Paribas","APPLIED MATERIAL","","35.2853965900667","33.4321719792439","1.38888888888889","7.20960844889507","-0.5604641","-2.7193321","","5","5","","1.5"
"11","A","TP- ","05/18/2018","B Riley FBR, Inc.","APPLIED MATERIAL","","29.7257227575982","42.6982950333581","-9.09090909090909","2.80373412907746","-0.5604641","-2.7193321","","5","5","","0.5"
"12","B/D"," Upgrade","05/18/2018","Jyske Bank","AP MOLLER-B","","21.4932626463441","21.4932626463441","0","-7.80706533126597","-10.2825057","-13.2681656"," buy","5","1","4","2"
"13","B/D","TP- ","05/18/2018","SEB Equities","AP MOLLER-B","","21.4932626463441","32.6349900596422","-8.40029271935549","-7.80706533126597","-10.2825057","-13.2681656","","4.071","4","0.0709999999999997","-0.4645"
"14","A","TP- ","05/18/2018","Credit Suisse","APPLIED MATERIAL","","35.2853965900667","38.9918458117124","-2.66666666666667","7.20960844889507","-0.5604641","-2.7193321","","5","5","","0.5"
"15","B/D","TP+ ","05/18/2018","Everbright Securities Co., Ltd","TENCENT","","23.8442822384428","20.1946472019465","3.03643724696356","-2.62892205403793","3.9357107","0.7764177","","5","5","","0.5"
"16","A","TP- ","05/18/2018","Barclays","NETEASE INC-ADR","","3.59116022099448","13.747156321092","-8.92857142857143","-17.8020096199854","-7.9003759","-7.6558201","","3","3","","0.5"
"17","B/D","TP- ","05/18/2018","ICICIdirect.com","HINDALCO INDS","","18.7904967602592","31.9818574514039","-9.99482879379979","-10.4458952066313","-1.916325","-2.680112","","4.621","4.621","","-0.5"
"18","A","TP- ","05/18/2018","Morgan Stanley","APPLIED MATERIAL","","11.1934766493699","13.0467012601927","-1.63934426229508","-11.8825136036479","-0.5604641","-2.7193321","","5","5","","0.5"
"19","B/D","TP- ","05/18/2018","Axis Capital Limited","HINDALCO INDS","","18.7904967602592","31.9818574514039","-9.99482879379979","-10.4458952066313","-1.916325","-2.680112","","4.621","4.621","","-0.5"
"20","A","TP+ ","05/17/2018","Stifel","APPLIED MATERIAL","","38.9918458117124","31.578947368421","5.63380281690141","10.1468579954401","-0.5604641","-2.7193321","","5","5","","1.5"
"21","A"," Initiation","05/17/2018","CICC","MOMO INC-ADR","","30.5142260506395","","","4.87077176893418","2.2227031","-0.2042871"," buy","5","","","1"
"22","A","TP- Downgrade","05/17/2018","CCB International Securities Ltd","NETEASE INC-ADR","","13.747156321092","21.87195320117","-6.66666666666667","-9.74338311214082","-7.9003759","-7.6558201"," neutral","3","5","-2","-0.5"
"23","B/D","TP+ ","05/17/2018","Zhongtai International","TENCENT","","14.6715328467153","13.9416058394161","0.640614990390775","-9.84088598048738","3.9357107","0.7764177","","4","4","","0.5"
"24","A","TP+ ","05/17/2018","KeyBanc Capital Markets","APPLIED MATERIAL","","38.9918458117124","37.1386212008896","1.35135135135135","10.1468579954401","-0.5604641","-2.7193321","","5","5","","1.5"
"25","A","TP- ","05/17/2018","BOCOM International Holdings","NETEASE INC-ADR","","11.3097172570686","","","-11.6774534740235","-7.9003759","-7.6558201","","3","","","1"
"26","B/D","TP+ ","05/17/2018","Nomura","PETROCHINA-H","Forced","16.8970814132104","3.37941628264209","13.075780089153","8.74757655068934","6.2262827","8.1984562","","5","5","","0.5"
"27","A","TP- ","05/17/2018","UOB Kay Hian","NETEASE INC-ADR","Forced","9.68475788105298","21.4657133571661","-9.69899665551839","-12.9668337152786","-7.9003759","-7.6558201","","3","3","","0.5"
"28","B/D","TP- ","05/17/2018","Credit Suisse","AP MOLLER-B","","24.6631323172079","45.5489286503203","-14.3496736985886","-5.40166785399991","-10.2825057","-13.2681656","","5","5","","-0.5"
"29","A","TP- ","05/17/2018","Bank of China International","NETEASE INC-ADR","","5.62235944101397","11.7159571010725","-5.45454545454545","-16.1902843184165","-7.9003759","-7.6558201","","3","3","","0.5"
"30","B/D","TP- ","05/17/2018","J.P. Morgan","ARCELORMITTAL","","18.5575498106373","20.2041824468961","-1.36986301369863","6.14922375464655","-1.0629176","-0.7017243","","5","5","","-0.5"
"31","A","TP- ","05/17/2018","Macquarie","NETEASE INC-ADR","","22.6844328891778","46.246343841404","-16.1111111111111","-2.6517917852376","-7.9003759","-7.6558201","","5","5","","0.5"
"32","B/D","TP+ ","05/17/2018","Clarksons Platou Securities AS","AP MOLLER-B","","74.5392091893086","73.1166335321405","0.821744062452556","32.4458785567615","-10.2825057","-13.2681656","","5","5","","0.5"
"33","A"," Initiation","05/17/2018","Cowen","NVIDIA CORP","","31.2018085664689","","","17.0020595333233","0.5554259","-4.6665671"," outperform","5","","","1"
"34","B/D","TP- ","05/17/2018","Nomura","NETEASE INC-ADR","","56.8085797855054","62.0896977575561","-3.25814536340852","24.4251932811201","-7.9003759","-7.6558201","","5","5","","-0.5"
"35","B/D","TP- ","05/17/2018","CICC","NETEASE INC-ADR","","28.3717907052324","32.8404289892753","-3.36391437308868","1.86103905915536","-7.9003759","-7.6558201","","5","5","","-0.5"
"36","B/D","TP- ","05/17/2018","Daiwa Securities","NETEASE INC-ADR","","38.121546961326","42.183945401365","-2.85714285714286","9.59732050668613","-7.9003759","-7.6558201","","5","5","","-0.5"
"37","B/D","TP+ ","05/17/2018","Daiwa Securities","KOREA ELEC POWER","Forced","2.20994475138121","-8.83977900552486","12.1212121212121","-11.2821776553787","-0.30922441","1.9472784","","3","3","","0.5"
"38","B/D","TP- ","05/17/2018","Daiwa Securities","GCL-POLY ENERGY","Forced","5","26.3157894736842","-29.1666666666667","-35.1485405340903","0.2002237","0.2382572","","1","1","","-0.5"
"39","B/D","TP- ","05/17/2018","Daiwa Securities","HUADIAN FUXIN -H","","15.3846153846154","17.6470588235294","-1.92307692307693","-0.867220809265701","0.6547692","0.6928027","","5","5","","-0.5"
"40","B/D","TP- ","05/17/2018","Daiwa Securities","CHINA SHENHUA-H","","6.81818181818181","29.5454545454545","-17.5438596491228","-6.35255684528119","6.2243197","7.8177192","","5","5","","-0.5"
"41","B/D","TP+ Upgrade","05/17/2018","Daiwa Securities","HUANENG POWER-H","","-5.45454545454546","-21.8181818181818","20.9302325581395","-8.94963612635015","-0.521798","4.0118422"," hold","3","1","2","1.5"
"42","B/D","TP+ ","05/17/2018","Daiwa Securities","CHINA RES POWER","","14.9870801033592","3.35917312661498","11.25","5.13259852738399","0.2002237","2.8907772","","5","5","","0.5"
"43","B/D","TP+ ","05/17/2018","Daiwa Securities","HUANENG RENEWA-H","","10.0917431192661","2.44648318042813","7.46268656716418","-4.91187302551709","-2.7671353","-0.0666208","","5","5","","0.5"
"44","B/D","TP+ ","05/17/2018","Daiwa Securities","CHINA LONGYUAN-H","","24.822695035461","16.3120567375886","7.31707317073172","7.06647879061288","-0.5040017","1.2411222","","5","5","","0.5"
"45","B/D","TP+ ","05/17/2018","AlphaValue","GLENCORE PLC","","21.4500719801073","18.8326135322602","2.20264317180617","6.382605657193","-3.2406885","-1.6164947","","5","5","","0.5"
"46","B/D","TP- ","05/17/2018","AlphaValue","ARCELORMITTAL","","10.324386629343","10.9830396838466","-0.593471810089029","-1.22225011720392","-1.0629176","-0.7017243","","4","4","","-0.5"
"47","B/D","TP- ","05/17/2018","AlphaValue","AP MOLLER-B","","26.3419483101392","27.3470289374862","-0.789245446660885","-4.1277291203956","-10.2825057","-13.2681656","","4","4","","-0.5"
"48","B/D","TP+ ","05/17/2018","AlphaValue","TOTAL SA","Forced","5","-4.0920716112532","0.761904761904759","-6.18397507912254","1.2735626","1.209759","","2","2","","0.5"
