,9531 JP Equity,,9503 JP Equity,,9502 JP Equity,,9501 JP Equity,,9532 JP Equity,,9508 JP Equity,,9506 JP Equity,,9504 JP Equity,,9513 JP Equity,,9507 JP Equity,,9505 JP Equity,,9509 JP Equity,,9533 JP Equity,,8088 JP Equity,,9536 JP Equity,,9793 JP Equity,,9511 JP Equity,,8174 JP Equity,,9543 JP Equity,,6332 JP Equity,,9539 JP Equity,,9534 JP Equity,,9535 JP Equity,,7568 JP Equity,,9537 JP Equity,,9540 JP Equity,,2766 JP Equity,,3361 JP Equity,,9541 JP Equity,,9818 JP Equity,,1981 JP Equity,,1783 JP Equity,,9542 JP Equity,,1875 JP Equity,,1844 JP Equity,,9544 JP Equity
8/9/2010,4.5772,8/9/2010,24.5632,8/9/2010,25.4484,8/9/2010,28.1854,8/9/2010,3.7386,8/9/2010,22.8861,8/9/2010,22.0941,8/9/2010,21.2555,8/9/2010,30.771,8/9/2010,29.9557,8/9/2010,22.9327,8/9/2010,21.8845,8/9/2010,5.0897,8/9/2010,2.9117,8/9/2010,2.8418,8/9/2010,20.0909,8/9/2010,51.5374,8/9/2010,16.0377,8/9/2010,6.7552,8/9/2010,6.9182,8/1/2011,4.6424,8/9/2010,3.0165,2/25/2011,3.1911,8/18/2011,11.8954,12/16/2010,2.4828,2/28/2011,2.6756,8/9/2010,1441.8821,10/27/2010,2.8417,3/23/2012,5.1789,3/28/2011,7.4287,7/13/2011,5.1259,8/13/2010,0.232,1/20/2012,4.963,8/9/2010,2.376,8/9/2010,0.1747,9/10/2012,3.6162
8/10/2010,4.5799,8/10/2010,24.4960,8/10/2010,25.2302,8/10/2010,28.0154,8/10/2010,3.6942,8/10/2010,22.8062,8/10/2010,22.0254,8/10/2010,21.0815,8/10/2010,30.789,8/10/2010,29.6352,8/10/2010,22.6897,8/10/2010,21.6641,8/10/2010,5.0577,8/10/2010,2.8901,8/10/2010,2.8435,8/10/2010,20.8834,8/10/2010,51.3926,8/10/2010,15.7907,8/10/2010,6.6892,8/10/2010,6.9223,8/2/2011,4.6092,8/10/2010,3.0416,2/28/2011,3.1888,8/19/2011,11.7801,12/17/2010,2.484,3/1/2011,2.712,8/10/2010,1415.9189,10/28/2010,2.8628,3/27/2012,5.1359,3/29/2011,7.071,7/14/2011,5.1214,8/16/2010,0.2461,1/23/2012,6.0023,8/10/2010,2.3424,8/10/2010,0.1748,9/11/2012,3.858
8/11/2010,4.6078,8/11/2010,24.5633,8/11/2010,25.2433,8/11/2010,27.9517,8/11/2010,3.6816,8/11/2010,22.7811,8/11/2010,21.9838,8/11/2010,21.081,8/11/2010,30.6718,8/11/2010,29.5697,8/11/2010,22.5935,8/11/2010,21.6204,8/11/2010,5.0065,8/11/2010,2.8491,8/11/2010,2.8139,8/11/2010,20.401,8/11/2010,50.8266,8/11/2010,15.289,8/11/2010,6.5776,8/11/2010,6.9528,8/3/2011,4.4864,8/11/2010,3.0719,3/1/2011,3.1273,8/22/2011,11.7233,12/20/2010,2.4949,3/2/2011,2.7312,8/11/2010,1367.1005,10/29/2010,2.9693,3/29/2012,5.2063,3/30/2011,7.0298,7/15/2011,5.1253,8/17/2010,0.2456,1/25/2012,5.9452,8/11/2010,2.3098,8/11/2010,0.1759,9/12/2012,3.8274
8/12/2010,4.5497,8/12/2010,24.6684,8/12/2010,25.3084,8/12/2010,27.9032,8/12/2010,3.7003,8/12/2010,22.7717,8/12/2010,22.0619,8/12/2010,21.0263,8/12/2010,30.7657,8/12/2010,29.6253,8/12/2010,22.6321,8/12/2010,21.6546,8/12/2010,5.0151,8/12/2010,2.8392,8/12/2010,2.781,8/12/2010,19.6649,8/12/2010,50.9658,8/12/2010,15.3828,8/12/2010,6.6325,8/12/2010,6.714,8/4/2011,4.3798,8/12/2010,3.0486,3/2/2011,3.1108,8/23/2011,11.7432,12/21/2010,2.5191,3/3/2011,2.705,8/12/2010,1373.051,11/1/2010,2.9645,3/30/2012,5.1918,3/31/2011,6.8695,7/19/2011,5.0291,8/18/2010,0.2343,1/26/2012,5.8095,8/12/2010,2.3505,8/12/2010,0.1745,9/13/2012,3.8526
8/13/2010,4.5128,8/13/2010,24.5592,8/13/2010,25.174,8/13/2010,27.8538,8/13/2010,3.6891,8/13/2010,22.5174,8/13/2010,22.0186,8/13/2010,20.9049,8/13/2010,30.7193,8/13/2010,29.5128,8/13/2010,22.5754,8/13/2010,21.4617,8/13/2010,4.9652,8/13/2010,2.8422,8/13/2010,2.7726,8/13/2010,19.5244,8/13/2010,50.7541,8/13/2010,15.5104,8/13/2010,6.3457,8/13/2010,6.6125,8/5/2011,4.3561,8/13/2010,3.0627,3/3/2011,3.0932,8/24/2011,11.7233,12/22/2010,2.5245,3/7/2011,2.7264,8/13/2010,1291.1833,11/2/2010,3.0352,4/2/2012,5.2331,4/1/2011,6.856,7/20/2011,5.04,8/19/2010,0.2461,1/27/2012,5.8655,8/13/2010,2.3434,8/13/2010,0.1624,9/14/2012,3.8344
8/16/2010,4.5929,8/16/2010,25.0029,8/16/2010,25.6239,8/16/2010,28.3421,8/16/2010,3.7258,8/16/2010,22.9408,8/16/2010,22.4605,8/16/2010,21.3357,8/16/2010,31.0252,8/16/2010,30.0762,8/16/2010,23.0111,8/16/2010,21.8278,8/16/2010,5.0615,8/16/2010,2.8588,8/16/2010,2.8354,8/16/2010,18.7463,8/16/2010,51.0838,8/16/2010,15.5946,8/16/2010,6.3503,8/16/2010,6.6667,8/8/2011,4.3153,8/16/2010,3.1283,3/4/2011,3.0738,8/25/2011,12.14,12/24/2010,2.5459,3/8/2011,2.7096,8/16/2010,1216.1687,11/4/2010,2.9496,4/3/2012,5.2343,4/4/2011,6.8945,7/21/2011,5.0573,8/20/2010,0.2451,2/1/2012,5.7559,8/16/2010,2.3667,8/16/2010,0.164,9/20/2012,3.8309
8/17/2010,4.5609,8/17/2010,25.0848,8/17/2010,25.8566,8/17/2010,28.7452,8/17/2010,3.7189,8/17/2010,23.1201,8/17/2010,22.5939,8/17/2010,21.3542,8/17/2010,31.0139,8/17/2010,30.2304,8/17/2010,23.1435,8/17/2010,22.0208,8/17/2010,5.052,8/17/2010,2.8184,8/17/2010,2.8301,8/17/2010,18.8633,8/17/2010,51.2806,8/17/2010,15.5304,8/17/2010,6.3735,8/17/2010,6.6659,8/9/2011,4.3456,8/17/2010,3.0757,3/7/2011,3.0672,8/26/2011,12.2571,12/27/2010,2.5326,3/10/2011,2.663,8/17/2010,1109.8117,11/5/2010,2.913,4/4/2012,5.2396,4/5/2011,6.6415,7/22/2011,5.0593,8/23/2010,0.258,2/2/2012,5.7773,8/17/2010,2.3623,8/17/2010,0.1637,9/26/2012,3.8308
8/18/2010,4.5694,8/18/2010,25.2021,8/18/2010,25.7997,8/18/2010,28.7756,8/18/2010,3.7376,8/18/2010,23.14,8/18/2010,22.6596,8/18/2010,21.4177,8/18/2010,31.5056,8/18/2010,30.1582,8/18/2010,23.1634,8/18/2010,22.0855,8/18/2010,5.0615,8/18/2010,2.8588,8/18/2010,2.8237,8/18/2010,19.1213,8/18/2010,50.8494,8/18/2010,15.8524,8/18/2010,6.2566,8/18/2010,6.6784,8/12/2011,4.4231,8/18/2010,3.0932,3/10/2011,3.1209,8/29/2011,12.2141,12/28/2010,2.5813,3/14/2011,2.6951,8/18/2010,1159.9297,11/8/2010,2.956,4/5/2012,5.2811,4/6/2011,6.848,7/25/2011,5.106,8/24/2010,0.2378,2/3/2012,5.8124,8/18/2010,2.3667,8/18/2010,0.1758,9/27/2012,3.9279
8/19/2010,4.5241,8/19/2010,25.0352,8/19/2010,25.7501,8/19/2010,28.5748,8/19/2010,3.7154,8/19/2010,23.0896,8/19/2010,22.5035,8/19/2010,21.2611,8/19/2010,31.376,8/19/2010,29.8289,8/19/2010,23.1482,8/19/2010,21.7886,8/19/2010,5.0516,8/19/2010,2.8833,8/19/2010,2.8481,8/19/2010,19.0342,8/19/2010,51.512,8/19/2010,16.1978,8/19/2010,6.294,8/19/2010,6.6456,8/16/2011,4.5863,8/19/2010,3.0591,3/11/2011,3.0521,8/30/2011,12.2603,12/29/2010,2.5788,3/15/2011,2.4728,8/19/2010,1174.4023,11/9/2010,2.9575,4/6/2012,5.3322,4/7/2011,6.6588,7/26/2011,5.0852,8/25/2010,0.2367,2/6/2012,5.5505,8/19/2010,2.3207,8/19/2010,0.1758,9/28/2012,3.9271
8/20/2010,4.4929,8/20/2010,24.8337,8/20/2010,25.4639,8/20/2010,28.358,8/20/2010,3.6527,8/20/2010,22.8498,8/20/2010,22.3013,8/20/2010,21.111,8/20/2010,30.9955,8/20/2010,29.56,8/20/2010,22.9082,8/20/2010,21.6245,8/20/2010,4.9948,8/20/2010,2.8241,8/20/2010,2.8125,8/20/2010,18.1585,8/20/2010,50.531,8/20/2010,15.7545,8/20/2010,6.2318,8/20/2010,6.4885,8/17/2011,4.4956,8/20/2010,3.0692,3/14/2011,3.0504,8/31/2011,12.2844,12/30/2010,2.6058,3/16/2011,2.5129,8/20/2010,1193.8383,11/10/2010,2.9323,4/9/2012,5.4061,4/8/2011,6.789,7/27/2011,5.0563,8/26/2010,0.248,2/8/2012,5.1935,8/20/2010,2.3107,8/20/2010,0.1634,10/1/2012,3.8452
8/23/2010,4.5145,8/23/2010,24.9531,8/23/2010,25.8091,8/23/2010,28.6351,8/23/2010,3.682,8/23/2010,23.1121,8/23/2010,22.6196,8/23/2010,21.2008,8/23/2010,31.379,8/23/2010,29.7725,8/23/2010,23.1121,8/23/2010,21.8105,8/23/2010,5.0305,8/23/2010,2.8143,8/23/2010,2.826,8/23/2010,17.8002,8/23/2010,51.1843,8/23/2010,15.8302,8/23/2010,6.2383,8/23/2010,6.3673,8/19/2011,4.6073,8/23/2010,3.0605,3/15/2011,2.8808,9/1/2011,12.2396,1/4/2011,2.6039,3/17/2011,2.6366,8/23/2010,1309.803,11/11/2010,2.9219,4/10/2012,5.1889,4/11/2011,6.7596,7/28/2011,5.2023,8/27/2010,0.2346,2/9/2012,5.2883,8/23/2010,2.3218,8/23/2010,0.1642,10/2/2012,3.7659
8/24/2010,4.6492,8/24/2010,25.3270,8/24/2010,26.0999,8/24/2010,29.0844,8/24/2010,3.7455,8/24/2010,23.484,8/24/2010,22.9964,8/24/2010,21.5933,8/24/2010,31.6885,8/24/2010,30.3329,8/24/2010,23.5196,8/24/2010,22.283,8/24/2010,5.1011,8/24/2010,2.8181,8/24/2010,2.8538,8/24/2010,18.0499,8/24/2010,51.7836,8/24/2010,15.981,8/24/2010,6.2664,8/24/2010,6.409,8/22/2011,4.6893,8/24/2010,3.0797,3/16/2011,2.9275,9/2/2011,12.246,1/5/2011,2.5715,3/18/2011,2.5689,8/24/2010,1284.1855,11/12/2010,2.8942,4/13/2012,5.1884,4/12/2011,7.142,7/29/2011,5.1697,8/30/2010,0.2479,2/10/2012,5.4503,8/24/2010,2.3543,8/24/2010,0.1665,10/4/2012,3.7529
8/25/2010,4.6030,8/25/2010,25.2870,8/25/2010,25.9023,8/25/2010,28.7777,8/25/2010,3.7037,8/25/2010,23.299,8/25/2010,22.9322,8/25/2010,21.5123,8/25/2010,31.6531,8/25/2010,30.0438,8/25/2010,23.4883,8/25/2010,22.1512,8/25/2010,5.0645,8/25/2010,2.7926,8/25/2010,2.8636,8/25/2010,17.8914,8/25/2010,51.4732,8/25/2010,16.1164,8/25/2010,6.1531,8/25/2010,6.3188,8/23/2011,4.5668,8/25/2010,3.0647,3/17/2011,3.0422,9/5/2011,12.6171,1/6/2011,2.5737,3/22/2011,2.5571,8/25/2010,1274.4054,11/15/2010,2.8509,4/17/2012,5.2019,4/13/2011,7.0644,8/1/2011,5.1886,8/31/2010,0.2378,2/13/2012,5.1295,8/25/2010,2.4376,8/25/2010,0.1775,10/5/2012,3.7221
8/26/2010,4.5825,8/26/2010,25.2510,8/26/2010,25.9596,8/26/2010,28.8296,8/26/2010,3.7085,8/26/2010,23.3377,8/26/2010,22.9125,8/26/2010,21.4834,8/26/2010,31.7704,8/26/2010,30.3059,8/26/2010,23.5266,8/26/2010,22.1094,8/26/2010,5.1022,8/26/2010,2.7873,8/26/2010,2.8582,8/26/2010,18.2946,8/26/2010,51.6121,8/26/2010,16.1214,8/26/2010,6.2005,8/26/2010,6.3423,8/24/2011,4.5721,8/26/2010,3.118,3/18/2011,3.1025,9/6/2011,12.5081,1/7/2011,2.5922,3/23/2011,2.6475,8/26/2010,1250.7382,11/16/2010,2.8277,4/18/2012,5.3305,4/14/2011,6.8168,8/2/2011,5.1026,9/1/2010,0.2486,2/17/2012,5.0359,8/26/2010,2.433,8/26/2010,0.1654,10/9/2012,3.7449
8/27/2010,4.5854,8/27/2010,25.3665,8/27/2010,25.906,8/27/2010,28.7323,8/27/2010,3.7293,8/27/2010,23.4432,8/27/2010,23.0327,8/27/2010,21.5433,8/27/2010,31.7814,8/27/2010,30.6438,8/27/2010,23.795,8/27/2010,21.9303,8/27/2010,5.1718,8/27/2010,2.8263,8/27/2010,2.8967,8/27/2010,18.3887,8/27/2010,51.7767,8/27/2010,16.4184,8/27/2010,6.2976,8/27/2010,6.2742,8/25/2011,4.4298,8/27/2010,3.1078,3/22/2011,3.2983,9/7/2011,12.5436,1/11/2011,2.5921,3/24/2011,2.6208,8/27/2010,1244.2829,11/17/2010,2.8235,4/19/2012,5.3006,4/15/2011,6.5032,8/3/2011,5.1105,9/2/2010,0.2374,2/23/2012,5.2632,8/27/2010,2.4159,8/27/2010,0.1642,10/10/2012,3.7439
8/30/2010,4.6501,8/30/2010,25.5754,8/30/2010,26.2599,8/30/2010,28.9862,8/30/2010,3.7649,8/30/2010,23.6162,8/30/2010,23.1087,8/30/2010,21.6806,8/30/2010,32.1492,8/30/2010,30.8745,8/30/2010,23.8876,8/30/2010,22.2117,8/30/2010,5.1812,8/30/2010,2.8679,8/30/2010,2.9269,8/30/2010,18.6829,8/30/2010,52.5788,8/30/2010,16.6175,8/30/2010,6.3024,8/30/2010,6.444,8/29/2011,4.5088,8/30/2010,3.1276,3/23/2011,3.328,9/8/2011,12.5226,1/12/2011,2.6332,3/25/2011,2.617,8/30/2010,1256.9338,11/18/2010,2.8589,4/20/2012,5.2838,4/18/2011,6.6375,8/4/2011,4.9892,9/3/2010,0.2487,2/24/2012,5.0087,8/30/2010,2.4313,8/30/2010,0.1652,10/11/2012,3.7382
8/31/2010,4.6606,8/31/2010,25.6093,8/31/2010,26.3108,8/31/2010,29.081,8/31/2010,3.7689,8/31/2010,23.7546,8/31/2010,23.1602,8/31/2010,21.8405,8/31/2010,32.1484,8/31/2010,30.9476,8/31/2010,23.8973,8/31/2010,22.4825,8/31/2010,5.1718,8/31/2010,2.7583,8/31/2010,2.901,8/31/2010,18.1548,8/31/2010,52.8475,8/31/2010,15.8126,8/31/2010,6.3132,8/31/2010,6.3132,8/30/2011,4.5259,8/31/2010,3.1269,3/24/2011,3.3502,9/9/2011,12.5355,1/13/2011,2.6599,3/28/2011,2.668,8/31/2010,1203.1863,11/19/2010,2.9088,4/23/2012,5.2885,4/19/2011,6.7936,8/5/2011,5.0057,9/6/2010,0.2494,2/27/2012,5.0392,8/31/2010,2.4492,8/31/2010,0.1783,10/12/2012,3.7524
9/1/2010,4.6886,9/1/2010,25.7637,9/1/2010,26.5333,9/1/2010,29.292,9/1/2010,3.7769,9/1/2010,23.7983,9/1/2010,23.2536,9/1/2010,21.9157,9/1/2010,32.2046,9/1/2010,31.0561,9/1/2010,24.0114,9/1/2010,22.4959,9/1/2010,5.1977,9/1/2010,2.7469,9/1/2010,2.8771,9/1/2010,18.1743,9/1/2010,52.2733,9/1/2010,16.1852,9/1/2010,6.3107,9/1/2010,6.1923,9/6/2011,4.3327,9/1/2010,3.1021,3/25/2011,3.3542,9/12/2011,12.555,1/14/2011,2.6884,3/29/2011,2.644,9/1/2010,1199.3843,11/22/2010,3.0445,5/2/2012,5.4489,4/20/2011,6.805,8/8/2011,5.0625,9/7/2010,0.2508,2/28/2012,5.0304,9/1/2010,2.439,9/1/2010,0.1776,10/15/2012,3.7719
9/2/2010,4.6890,9/2/2010,25.9497,9/2/2010,26.7094,9/2/2010,29.4516,9/2/2010,3.7749,9/2/2010,23.9198,9/2/2010,23.35,9/2/2010,22.0204,9/2/2010,32.3006,9/2/2010,31.2678,9/2/2010,24.1097,9/2/2010,22.5665,9/2/2010,5.2588,9/2/2010,2.7778,9/2/2010,2.8965,9/2/2010,18.2692,9/2/2010,51.935,9/2/2010,16.4886,9/2/2010,6.2441,9/2/2010,6.339,9/7/2011,4.4355,9/2/2010,3.122,3/28/2011,3.3411,9/13/2011,12.6187,1/17/2011,2.7079,3/30/2011,2.6332,9/2/2010,1213.2004,11/24/2010,3.0467,5/7/2012,5.4673,4/21/2011,6.8852,8/9/2011,5.0979,9/8/2010,0.2502,3/7/2012,4.7396,9/2/2010,2.4454,9/2/2010,0.1543,10/17/2012,3.7065
9/3/2010,4.7134,9/3/2010,25.8172,9/3/2010,26.5632,9/3/2010,29.2634,9/3/2010,3.7897,9/3/2010,23.9105,9/3/2010,23.2591,9/3/2010,21.838,9/3/2010,32.2951,9/3/2010,31.2174,9/3/2010,24.0644,9/3/2010,22.5249,9/3/2010,5.3529,9/3/2010,2.7475,9/3/2010,2.9015,9/3/2010,18.5694,9/3/2010,52.108,9/3/2010,16.568,9/3/2010,6.2411,9/3/2010,6.3951,9/8/2011,4.4281,9/3/2010,3.0554,3/29/2011,3.2868,9/14/2011,12.5147,1/18/2011,2.6945,3/31/2011,2.6923,9/3/2010,1232.828,11/25/2010,3.0376,5/8/2012,5.4755,4/22/2011,6.8717,8/10/2011,5.1332,9/9/2010,0.2386,3/12/2012,4.6681,9/3/2010,2.4396,9/3/2010,0.154,10/19/2012,3.5291
9/6/2010,4.7630,9/6/2010,26.1314,9/6/2010,26.9628,9/6/2010,29.6235,9/6/2010,3.8366,9/6/2010,24.1834,9/6/2010,23.5776,9/6/2010,22.2235,9/6/2010,33.1631,9/6/2010,31.8803,9/6/2010,24.5397,9/6/2010,22.8293,9/6/2010,5.4757,9/6/2010,2.8388,9/6/2010,2.922,9/6/2010,18.969,9/6/2010,52.7972,9/6/2010,17.0804,9/6/2010,6.3309,9/6/2010,6.521,9/9/2011,4.3293,9/6/2010,3.112,3/31/2011,3.2235,9/15/2011,12.5098,1/19/2011,2.7344,4/1/2011,2.6497,9/6/2010,1300.6295,11/26/2010,3.0227,5/9/2012,5.4851,4/25/2011,6.7635,8/11/2011,5.1225,9/10/2010,0.2375,3/13/2012,4.6801,9/6/2010,2.4469,9/6/2010,0.1544,10/22/2012,3.5334
9/7/2010,4.8131,9/7/2010,26.2749,9/7/2010,27.0751,9/7/2010,29.7504,9/7/2010,3.8576,9/7/2010,24.2446,9/7/2010,23.7549,9/7/2010,22.3218,9/7/2010,33.1661,9/7/2010,32.0076,9/7/2010,24.4476,9/7/2010,22.8353,9/7/2010,5.5536,9/7/2010,2.8305,9/7/2010,2.9261,9/7/2010,18.7269,9/7/2010,53.3262,9/7/2010,17.2817,9/7/2010,6.2224,9/7/2010,6.5449,9/12/2011,4.3619,9/7/2010,3.1411,4/1/2011,3.1963,9/16/2011,12.4838,1/20/2011,2.7148,4/4/2011,2.6554,9/7/2010,1332.8556,11/29/2010,3.0249,5/10/2012,5.3777,4/26/2011,6.9594,8/12/2011,5.1125,9/13/2010,0.5498,3/26/2012,4.8177,9/7/2010,2.4603,9/7/2010,0.1672,10/23/2012,3.5079
9/8/2010,4.7784,9/8/2010,26.1797,9/8/2010,26.9066,9/8/2010,29.3256,9/8/2010,3.8251,9/8/2010,24.2255,9/8/2010,23.5939,9/8/2010,22.2236,9/8/2010,32.6382,9/8/2010,31.7088,9/8/2010,24.3804,9/8/2010,22.7598,9/8/2010,5.5052,9/8/2010,2.8003,9/8/2010,2.9433,9/8/2010,18.2197,9/8/2010,52.133,9/8/2010,16.8017,9/8/2010,6.113,9/8/2010,6.4466,9/13/2011,4.384,9/8/2010,3.1578,4/4/2011,3.1198,9/20/2011,12.549,1/21/2011,2.6841,4/5/2011,2.5762,9/8/2010,1286.9399,11/30/2010,3.0977,5/16/2012,5.1084,4/27/2011,6.7192,8/15/2011,5.1165,9/14/2010,0.3976,3/28/2012,4.8177,9/8/2010,2.4547,9/8/2010,0.1668,10/24/2012,3.5459
9/9/2010,4.7250,9/9/2010,26.2618,9/9/2010,27.1328,9/9/2010,29.1851,9/9/2010,3.842,9/9/2010,24.1618,9/9/2010,23.5652,9/9/2010,22.2289,9/9/2010,32.9078,9/9/2010,31.6907,9/9/2010,24.3527,9/9/2010,22.5987,9/9/2010,5.5602,9/9/2010,2.7801,9/9/2010,2.9471,9/9/2010,18.0647,9/9/2010,51.6645,9/9/2010,16.9908,9/9/2010,6.0613,9/9/2010,6.5028,9/15/2011,4.4305,9/9/2010,3.1381,4/5/2011,3.0962,9/21/2011,12.5737,1/24/2011,2.7296,4/6/2011,2.5563,9/9/2010,1286.2427,12/1/2010,3.0278,5/17/2012,5.102,4/28/2011,6.7435,8/16/2011,5.1205,9/15/2010,0.3499,3/29/2012,4.8422,9/9/2010,2.4579,9/9/2010,0.167,10/26/2012,3.5867
9/10/2010,4.7263,9/10/2010,26.0064,9/10/2010,26.7545,9/10/2010,28.9989,9/10/2010,3.8,9/10/2010,24.0233,9/10/2010,23.3583,9/10/2010,21.9689,9/10/2010,32.8702,9/10/2010,31.3146,9/10/2010,24.1658,9/10/2010,22.3964,9/10/2010,5.4863,9/10/2010,2.8144,9/10/2010,2.8975,9/10/2010,18.347,9/10/2010,51.3597,9/10/2010,16.8151,9/10/2010,5.9969,9/10/2010,6.7094,9/16/2011,4.4603,9/10/2010,3.1113,4/6/2011,3.1191,9/22/2011,12.5523,1/25/2011,2.7552,4/7/2011,2.5647,9/10/2010,1256.3829,12/2/2010,3.0937,5/18/2012,5.1182,5/2/2011,6.6995,8/17/2011,5.0314,9/16/2010,0.35,4/3/2012,4.857,9/10/2010,2.4463,9/10/2010,0.1663,10/29/2012,3.5459
9/13/2010,4.7329,9/13/2010,25.9233,9/13/2010,26.8675,9/13/2010,28.959,9/13/2010,3.8126,9/13/2010,23.8915,9/13/2010,23.2939,9/13/2010,21.7521,9/13/2010,32.6521,9/13/2010,31.182,9/13/2010,24.011,9/13/2010,22.2063,9/13/2010,5.4739,9/13/2010,2.9043,9/13/2010,2.8804,9/13/2010,18.322,9/13/2010,51.2131,9/13/2010,16.8519,9/13/2010,6.1193,9/13/2010,6.6691,9/20/2011,4.3791,9/13/2010,3.0955,4/7/2011,3.1412,9/26/2011,12.5556,1/26/2011,2.7778,4/18/2011,2.621,9/13/2010,1254.9301,12/3/2010,3.131,5/21/2012,5.0555,5/6/2011,6.7073,8/18/2011,5.0327,9/17/2010,0.3497,4/10/2012,4.9412,9/13/2010,2.4621,9/13/2010,0.1673,10/30/2012,3.5791
9/14/2010,4.7349,9/14/2010,26.0121,9/14/2010,27,9/14/2010,28.9398,9/14/2010,3.8313,9/14/2010,23.9036,9/14/2010,23.2771,9/14/2010,21.7108,9/14/2010,32.5904,9/14/2010,31.1325,9/14/2010,24.1205,9/14/2010,22.0121,9/14/2010,5.5301,9/14/2010,2.9277,9/14/2010,2.9157,9/14/2010,18.3976,9/14/2010,50.9036,9/14/2010,16.506,9/14/2010,6.1687,9/14/2010,6.7108,9/21/2011,4.4794,9/14/2010,3.1566,4/8/2011,3.1533,9/27/2011,12.5376,1/27/2011,2.7614,4/19/2011,2.6932,9/14/2010,1238.5542,12/6/2010,3.0834,5/22/2012,4.9506,5/9/2011,6.6923,8/19/2011,5.0393,9/21/2010,0.3045,4/11/2012,4.9271,9/14/2010,2.4458,9/14/2010,0.1687,10/31/2012,3.6318
9/15/2010,4.6536,9/15/2010,25.2508,9/15/2010,26.0788,9/15/2010,28.1899,9/15/2010,3.7555,9/15/2010,23.408,9/15/2010,22.7082,9/15/2010,21.157,9/15/2010,31.8521,9/15/2010,30.0327,9/15/2010,23.4896,9/15/2010,21.4252,9/15/2010,5.435,9/15/2010,2.8691,9/15/2010,2.8691,9/15/2010,17.9729,9/15/2010,49.3352,9/15/2010,16.1885,9/15/2010,5.9016,9/15/2010,6.823,9/22/2011,4.4718,9/15/2010,3.0324,4/11/2011,3.1789,9/28/2011,12.5441,1/28/2011,2.8001,4/20/2011,2.6322,9/15/2010,1454.397,12/7/2010,3.0623,5/23/2012,4.9112,5/10/2011,6.6279,8/22/2011,5.015,9/22/2010,0.3553,4/20/2012,4.9038,9/15/2010,2.3676,9/15/2010,0.1633,11/1/2012,3.6187
9/16/2010,4.5730,9/16/2010,24.8250,9/16/2010,25.5833,9/16/2010,27.6365,9/16/2010,3.6981,9/16/2010,23.0985,9/16/2010,22.4102,9/16/2010,20.567,9/16/2010,31.1129,9/16/2010,29.0364,9/16/2010,22.8885,9/16/2010,20.6136,9/16/2010,5.273,9/16/2010,2.8698,9/16/2010,2.8232,9/16/2010,18.0005,9/16/2010,48.5301,9/16/2010,16.1923,9/16/2010,5.8796,9/16/2010,6.6962,9/26/2011,4.7083,9/16/2010,2.9748,4/12/2011,3.2247,9/29/2011,12.513,1/31/2011,2.8059,4/22/2011,2.6242,9/16/2010,1399.9067,12/8/2010,3.026,5/24/2012,4.8685,5/11/2011,6.5027,8/23/2011,5.0235,9/24/2010,0.3556,4/26/2012,4.9474,9/16/2010,2.4382,9/16/2010,0.1517,11/2/2012,3.5182
9/17/2010,4.5349,9/17/2010,24.9942,9/17/2010,25.682,9/17/2010,27.4889,9/17/2010,3.6838,9/17/2010,23.1756,9/17/2010,22.4178,9/17/2010,20.471,9/17/2010,31.3593,9/17/2010,27.9086,9/17/2010,23.0007,9/17/2010,20.3194,9/17/2010,5.2576,9/17/2010,2.8445,9/17/2010,2.8678,9/17/2010,19.2119,9/17/2010,48.4962,9/17/2010,16.1809,9/17/2010,5.8988,9/17/2010,6.7731,9/27/2011,4.5971,9/17/2010,2.9844,4/13/2011,3.2339,9/30/2011,12.4449,2/1/2011,2.8385,4/25/2011,2.6493,9/17/2010,1419.9114,12/9/2010,3.0922,5/25/2012,4.8211,5/12/2011,6.6939,8/24/2011,5.015,9/27/2010,0.3327,4/27/2012,4.9714,9/17/2010,2.4365,9/17/2010,0.1632,11/5/2012,3.6137
9/21/2010,4.5444,9/21/2010,25.3338,9/21/2010,25.8726,9/21/2010,27.8871,9/21/2010,3.7011,9/21/2010,23.4247,9/21/2010,22.7454,9/21/2010,20.684,9/21/2010,31.881,9/21/2010,28.6484,9/21/2010,23.1553,9/21/2010,20.6254,9/21/2010,5.2471,9/21/2010,2.8461,9/21/2010,2.8812,9/21/2010,18.9857,9/21/2010,48.8405,9/21/2010,16.1279,9/21/2010,5.8913,9/21/2010,6.758,10/3/2011,4.4986,9/21/2010,2.9632,4/14/2011,3.2587,10/3/2011,13.8871,2/2/2011,2.8407,4/26/2011,2.7153,9/21/2010,1387.9129,12/10/2010,3.0375,5/28/2012,4.7421,5/13/2011,6.5279,8/25/2011,4.9722,9/28/2010,0.3224,5/9/2012,5.0207,9/21/2010,2.4362,9/21/2010,0.164,11/7/2012,3.5915
