"","ann.ret.incep","ann.std.incep","downrisk.incep","drawdown.incep","sharpe.incep","sortino.incep","inforatio.incep","alpha.incep","beta.incep","corr.bhf.incep","corr.bidx.incep","omega.incep","wl.incep","skewness.incep","kurtosis.incep"
"LOYCPAR.US.Equity",0.15635510588614,0.504110897546728,0.374027198542192,-0.878912503514704,0.300241686150239,0.404663368001209,0.194641276879287,0.0128917697375808,1.98235700167626,0.635029351466997,0.57671486060271,1.6211606837087,0.592592592592593,0.193050229001895,4.8337541435963
"LPHEGLG.TL.Equity",-0.0233526761928391,0.0806188964909259,0.0516034333312559,-0.429822425408282,-0.351687723684364,-0.549433910934489,-0.802130852058309,-0.00302046203982648,0.262612645133005,0.513037345809678,0.476540362590764,0.80542081266869,0.457317073170732,1.14845693789739,8.64173214590783
"LSCRLSF.US.Equity",0.0635055597632239,0.0553378436145428,0.0281692580591566,-0.109558663363413,1.0572432162472,2.07692938310124,0.141524819419505,0.00426444994763626,0.172331017481032,0.574279008054405,0.502330255582088,2.51888711376452,0.672897196261682,0.685556616090197,1.67690562339692
"LSQSPFM.CN.Equity",0.197938579881989,0.0709661616707096,0.0236430883938626,-0.0264475862990095,2.71874052844008,8.16046434661528,1.1571025071623,0.0161139171336009,-0.102041243875609,-0.104282491142649,-0.147170844238203,11.6275073615146,0.857142857142857,1.19541911349539,1.84162658434462
"LTPUSE1.KY.Equity",-0.0265306196764454,0.0228712025165519,0.0109336552749815,-0.15279698993481,-1.37861660984492,-2.88381322471306,-0.783946393097485,-0.00150763874595111,-0.0903212330975706,-0.356975567597403,-0.407500494395896,0.260847235424767,0.175675675675676,5.09954589690465,37.2293264055495
"LUASVAL.KY.Equity",0.0577490348165417,0.376741504234125,0.257876031587957,-0.712516693911824,0.140013866865491,0.204551910046552,0.0434633975216754,0.00509574597573933,1.57831342073668,0.742495386459185,0.681909191934373,1.39759358550858,0.60655737704918,2.59912133863992,21.6952045294073
"LUCERNE.US.Equity",0.107264316163882,0.210495351880679,0.149505469516726,-0.600317020287152,0.485826956510904,0.684017223546737,0.215747769036169,0.00514446733847008,1.03594385198022,0.718867204133043,0.719970352636753,1.60579586177155,0.603658536585366,0.174387167906197,2.764224371903
"LUENTRP.US.Equity",-0.00320770169177931,0.228188117113876,0.193176641299001,-0.743390663567047,-0.0359690144937885,-0.0424880649988906,-0.258338402353432,-0.0030563476002901,1.04153807439791,0.747816461750121,0.671408728170151,1.08666734261529,0.567901234567901,-0.914706651344361,2.08149171668514
"LVAXIAE.KY.Equity",0.00175411120131663,0.151029073135608,0.0911182662988628,-0.355211597151736,-0.0214918143327868,-0.0356228112158876,-0.31083258411858,-0.00480404534049805,0.781029981805049,0.609509811345627,0.539033571915205,1.06525550324022,0.522388059701492,0.058904875868232,-0.215479892014693
"LVCAFLP.US.Equity",0.0728826204817321,0.0492657270881514,0.0296479616528933,-0.18006693949441,1.37788731627302,2.28962183898088,0.532106849786421,0.00509537856397153,0.131637062207299,0.32042506515166,0.319541390778606,2.81333152429827,0.723684210526316,-0.22214281496822,0.268375057297023
"LVENPRT.US.Equity",0.0629196300699768,0.0936727841092919,0.0764094503682916,-0.15620495810005,0.618318657022082,0.758016577672077,0.114280662333836,0.000908158338117534,0.619508349864418,0.703869145894176,0.693734054812437,1.71028634157205,0.666666666666667,-0.648800280710321,0.927194380353258
"LVGBARC.KY.Equity",-0.142853173089535,0.242200186985991,0.362502241078452,-0.881919270219179,-0.610458542288767,-0.407868300757723,-0.614526019737497,-0.00599375305912067,0.136750244895325,0.0976089524930528,0.0825989534521363,0.503442846017578,0.579268292682927,-11.9321720175843,146.303998570905
"LVILIAU.ID.Equity",0.0455966542935029,0.0708284526949646,0.208653298966765,-0.180432606216,0.573168730204226,0.194565120678822,0.647777680436287,0.00403725579103544,-0.0139555943054107,-0.0223913990465423,-0.0234108997711898,2.41294095540146,0.91025641025641,-7.66141735942939,61.492059616303
"LYGAEUR.JY.Equity",-0.00919184173039655,0.0518461458477123,0.0614372870622791,-0.22916937972022,-0.273729927236679,-0.230997207217341,-0.522663541629079,-0.000998103216285876,0.0908370302582384,0.381278193291111,0.279205608286569,0.853245308134416,0.530769230769231,-5.46647036399249,45.1534729935631
"LYNASIA.KY.Equity",0.14162696509659,0.200629508332505,0.146722007699316,-0.503574846587193,0.6809913767528,0.931196125509581,0.377148926158242,0.00795724508022027,0.907544084480285,0.706641185532699,0.669194431598936,1.89472328973819,0.616352201257862,-0.201131730796599,6.36555153244258
"M6CAPRG.US.Equity",0.0518690901897652,0.128283217179506,0.0680221859606022,-0.172685394102251,0.365356367109047,0.689026521683842,0.0403804616245858,0.00501707366940102,-0.0258726175311989,0.00626575040648582,-0.0303728104328841,1.45281520250114,0.56,0.935119208911565,3.3057977621146
"MAACEIG.BH.Equity",0.0338319520210595,0.0860814136323797,0.0387445448682166,-0.103695816189947,0.334938180083677,0.744155135106808,0.00869309507903887,0.00315299450866301,-0.0161486213191951,0.0524879561532347,-0.0306852713834307,1.34600832899636,0.535714285714286,0.180156278290839,-0.914534638311016
"MAALPAU.AU.Equity",0.0432574034976863,0.0941534261212507,0.0541274899353649,-0.131836468323232,0.406330444613013,0.706801729460768,0.0374369829398063,0.00412236030300965,-0.0316498413126879,0.057897809710684,-0.043184123401112,1.41362726910504,0.535353535353535,-0.160083228073737,-0.601439329928165
"MABTRBA.KY.Equity",0.0473226447181849,0.03647650025983,0.0325286435544439,-0.0609037960136203,1.16027152870236,1.30108852056338,-0.191156070001504,0.00211407578231646,0.200548189508765,0.751786905521298,0.723645176746307,2.82865559577162,0.730769230769231,-0.809560391038439,3.64617124340832
"MADIGAA.GU.Equity",0.0380226946312243,0.12655859222044,0.0737271739110304,-0.189225387691125,0.260928112835716,0.44790398003149,0.00522030387152451,0.00397393729819306,-0.0286358364409007,0.016559355489689,-0.029187748127413,1.29357651067241,0.577319587628866,-0.10414163181288,-0.340310569849044
