"","ABAFINU.KY.Equity","ALGOTRE.KY.Equity","APEXGCE.US.Equity","APHSIFA.LX.Equity","AROYIPA.US.Equity","ARTPAII.US.Equity","ASLNDMB.KY.Equity","BAOBABG.VI.Equity","BBHEDG1.US.Equity","BPCENHO.US.Equity","CALYPSV.AV.Equity","CAMCAPR.KY.Equity","CARMOTT.KY.Equity","CASSIOA.KY.Equity","CAYENRG.US.Equity","CCLDMNA.CN.Equity","CCLMKNA.CN.Equity","CEDMNLP.US.Equity","CHCIMPE.KY.Equity","CHESSIC.US.Equity","CHROEHF.BM.Equity","CLASABE.LX.Equity","CLOVSTR.US.Equity","COEFFCA.KY.Equity","COLOMLP.US.Equity","CONCAPO.KY.Equity","CRJBJPY.KY.Equity","CURCMAF.CN.Equity","CUSHMKN.US.Equity","DACHCEQ.BH.Equity","DONEHF1.NA.Equity","EAMDSSP.KY.Equity","EMEVALU.BM.Equity","FAAREMG.KY.Equity","FIEMKNA.CN.Equity","GLGELNU.KY.Equity","GUEVORA.KY.Equity","HARSMCP.US.Equity","HERACPW.BM.Equity","HILCMNEA.CN.Equity","HSBCTGH.GR.Equity","INSGFIZ.PW.Equity","JADECPA.KY.Equity","KEYREOH.US.Equity","KLPAGEN.NO.Equity","LCIMNAU.KY.Equity","LMLSMOME.CN.Equity","LOGSTNE.US.Equity","MAGGFDI.US.Equity","MAQ8444.AU.Equity","MATAMNC.US.Equity","MNLUSDI.KY.Equity","MWJMA1U.ID.Equity","MWMGLFU.ID.Equity","MWTFNEE.ID.Equity","NORMNIA.CN.Equity","OAKPAMN.US.Equity","PACAPRV.KY.Equity","PAGORAE.KY.Equity","PCDAOAA.KY.Equity","PEGAEUR.VI.Equity","PHNXCPF.US.Equity","PMGLMKNE.CN.Equity","PMMNCLA.CN.Equity","PRYNCIP.MV.Equity","PXPVSCF.KY.Equity","QAAFFNU.KY.Equity","QQMEQHD.SS.Equity","QUANSPA.KY.Equity","QUPANEF.VI.Equity","QUQEQMN.US.Equity","RBRSVFC.KY.Equity","REALRTA.ID.Equity","RENIDEQ.US.Equity","ROMECAP.US.Equity","ROTACRO.US.Equity","SAEEALB.NA.Equity","SCOPQPL.US.Equity","SECHCAE.ID.Equity","SIA3FFU.VI.Equity","SQPTEUR.LX.Equity","SUPBLAE.KY.Equity","SVGRCMN.KY.Equity","TALACTE.KY.Equity","TALENHE.KY.Equity","TESSEQP.US.Equity","TKCAEAU.KY.Equity","TWOPPLD.VI.Equity","VICARCA.KY.Equity","WATSABR.AU.Equity","WGEMNBU.ID.Equity","WILIGEB.VI.Equity","WINCAPA.NA.Equity","WMF0001.AU.Equity","ZALUSMN.US.Equity","ZEBGLAU.US.Equity"
"39",0.013312,0.020606,-0.037697,0.062839,-0.0187,0.0021,-0.013408,-0.054856,-0.016051,0.0074,-0.004608,-0.0499,0.025168,-0.000308,-0.012794,0.02584,0.030994,-0.0108,-0.018361,0.0164,0.014594,-0.008656,0.0078,NA,0.0181,0.0167,-0.005626,0.01274,-0.0262,0.0082,-0.003887,-0.011137,0.333963,-0.00031,0.008393,0.010879,0.018745,0.0021,0.010492,0.009164,0.011572,0.02448,-0.092437,-0.03,0.03248,-0.012803,0.007184,-0.005485,0.0089,NA,-0.0143,NA,0.013629,0.008321,0.010302,0.004122,-0.088,0.0164,0.005248,0.003624,0.004451,0.0754,0.000629,0.005691,0.026157,NA,0.055437,0.003,-0.001632,-0.0052,0.0114,0.114503,0.008003,NA,-0.0228,-0.007798,-0.005735,0.009,0.010391,-0.01071,0.001874,-0.030475,0.009492,0.005938,0.013212,0.008501,NA,0.005655,0.0081,0.019446,-0.003095,0.039535,0.080242,0.015308,-0.0059,-5e-04
"40",-0.005627,3e-04,-0.0057,0.063674,0.0023,0.020201,-0.002068,-0.011118,0.017198,-0.022,-0.026894,-0.1166,-0.013944,-0.000925,-0.025109,0.026228,0.009407,-0.0083,-0.010489,0.0102,-0.003896,-0.037415,-0.0118,NA,-0.0021,-0.0575,0.000716,0.007892,0.0076,0.0129,-0.00439,-0.067515,0.149118,-0.022804,-0.000415,0.012089,0.039249,0.0103,0.010064,-0.018268,-0.010526,0.003219,-0.08432,-0.04,0.026106,0.012689,0.012712,0.016342,-0.0124,NA,0.0057,NA,0.013,0.006755,0.013765,-0.006837,-0.0328,-0.0154,0.006563,0.021572,-0.021566,0.006602,-0.003143,0.000288,-0.037635,NA,0.025374,0.0522,-0.001635,0.008274,-0.0073,0.069215,0.00215,NA,0.0043,0.0028,0.032704,-0.033,-0.00267,-0.025546,0.007029,-0.015351,0.013606,0.009855,0.020378,-0.015298,NA,0.002812,0.004491,0.008235,0.016083,-0.011736,0.012353,-0.000782,0.0336,-0.0083
"41",-0.023616,-0.027579,0.0202,0.010729,-0.0295,0.006099,-0.089061,0.162863,-0.009361,0.0503,-0.031233,-0.0425,0.086205,-0.003898,0.0066,0.007164,0.007032,-0.026002,-0.01908,-0.0607,-0.021661,-0.122776,-0.001598,NA,0.0455,0.033293,-0.016021,0.019448,-0.066,0.0138,0.006439,-0.068721,-0.150518,-0.034135,0.017388,-0.00772,0.021071,0.0396,0.01084,-0.022516,-0.018327,-0.031045,-0.034214,-0.034999,-0.005386,-0.039069,-0.053191,0.004217,-0.007599,NA,0.0576,NA,-0.002548,-0.035859,0.011288,-0.013279,0.0921,-0.0124,0.007261,-0.028367,-0.049919,0.0559,-0.01328,-0.019609,-0.054369,0.022387,0.036725,0.0125,0.005813,-0.012266,-0.0095,-0.140795,-0.087011,NA,0.169999,0.050401,-0.041857,-0.1,-0.000285,-0.077965,-0.029914,0.003712,0.002926,-0.00231,-0.003018,-0.008399,NA,-0.098127,0.016538,-0.039095,-0.006788,-0.047649,-0.014073,-0.001352,-0.0178,0.017803
"42",0.044365,-0.003319,0.0138,-0.024594,-0.0023,-0.005601,-0.020781,-0.199545,0.005347,-0.0436,-0.02085,0.0278,0.075256,0.008615,-0.009298,-0.004223,-0.02386,0.025,-0.010806,0.01,-0.012198,-0.120334,-0.019902,NA,0.0016,-0.009869,-0.049116,-0.001034,-0.0245,0.0085,0.005216,-0.036454,-0.003383,0.011026,-0.0053,0.001028,0.0219,0.0316,0.010562,-0.002661,-0.008873,0.026523,-0.009487,0.037,0.007482,-0.024072,0.023109,0.000777,-0.0081,NA,-0.001,NA,-0.006485,-0.036264,-0.018709,-0.028005,-0.0129,0.0092,-0.007981,-0.032553,0.004979,0.0832,-0.025769,-0.00919,0.001507,0.024893,0.006081,-0.0376,0.005779,-0.075959,-0.0478,-0.036871,-0.026574,NA,0.0928,-0.0249,-0.029817,0.036,0.005072,0.012789,0.034695,0.001479,-0.007217,-0.026698,-0.050304,0.010299,NA,-0.044019,0.021043,-0.034438,-0.00737,-0.008066,-0.004703,-0.019172,-0.0274,5e-04
"43",-0.018833,0.009889,-0.0113,-0.048862,0.071,0.0041,0.108603,0.119349,0.022149,0.107904,-0.004527,0.1502,0.042769,0.010467,0.093611,-0.011375,-0.033148,0.0056,0.500774,0.025,-0.003113,0.154182,0.014001,NA,0.0083,-0.022319,0.004933,-0.000642,-0.006,0.0155,0.015152,0.055334,0.010264,0.035891,0.009237,-0.017305,0.034045,-0.0176,0.010691,0.048628,-0.002784,-0.005539,-0.020331,0.043002,0.017396,0.046331,0.011864,0.024993,0.0113,NA,-0.0108,NA,0.007153,0.000308,0.005214,0.018849,0.0175,0.0121,-0.017588,-9.6e-05,0.008433,0.0129,-0.002641,0.000476,0.013219,-0.005456,-0.029996,-0.0426,0.005746,0.035852,-0.004997,0.191024,0.002637,NA,-0.003501,0.005299,-0.012512,0.064,0.009469,0.088917,0.032068,0.014771,-0.021674,-0.003932,-0.006714,0.021201,NA,0.062955,0.013039,0.015049,-0.009621,0.061282,-0.022134,0.011263,-0.0021,-0.0117
"44",-0.009507,-0.011791,8e-04,-0.003055,-0.0069,-0.000799,0.008713,0.042118,0.010835,0.073501,-0.010391,0.1555,-0.026127,0.008839,-0.0271,-0.01739,-0.02723,-0.006,-0.017105,0.0044,0.013219,0.032688,-0.027802,-0.023336,-0.0191,-0.010685,0.002397,0.00012,0.0978,-0.0476,0.009814,0.041652,0.049925,-0.002333,-0.013815,-0.002835,0.064375,-0.0379,0.010079,0.03639,0.01769,0.037727,-0.052435,0.014,-0.010297,NA,0.01934,0.00379,0.0087,NA,-0.0281,NA,0.004369,0.00284,0.018461,0.017345,0.0034,0.0069,-0.00354,0.021695,0.026654,0.0315,-0.010802,-0.001564,0.00859,0.01724,-0.018305,-0.0377,0.001892,0.004445,-0.0095,0.243602,-0.028709,-0.0446,-0.155401,-0.0334,-0.026428,-0.01,0.012806,0.047249,-0.017383,0.032751,0.029742,-0.015012,-0.027107,-0.0167,NA,0.015663,0.00364,0.00341,0.001842,0.012511,-0.018481,0.005317,-0.0025,-0.0401
"45",0.033289,-0.005258,-0.0148,0.020129,0.0241,0.005601,0.024034,0.069704,-0.015866,0.021095,0.009675,-0.0065,-0.002295,0.023356,0.039825,0.016114,0.034843,0.0237,-0.00253,0.0185,0.020136,0.000278,0.042603,-0.049759,-0.0068,0.023725,0.017113,0.004975,0.0366,0.0207,-0.017277,0.028745,-0.020642,0.003128,0.015275,0.008605,0.022483,0.0066,0.010619,0.016086,0.007221,0.041404,-0.067918,0.049,0.012903,-0.062302,-0.006324,0.011163,-0.0033,NA,-0.0095,NA,0.007849,0.020491,0.015719,-0.019707,-0.0355,0.0123,0.002386,NA,-0.010385,0.0111,0.009511,-0.003041,0.043376,0.03652,-0.004126,0.0534,0.001888,-0.006967,-0.0179,-0.03754,0.081121,0.011,0.047599,0.008101,0.025842,0.02,0.01159,-0.007504,0.002556,0.003524,-0.003579,0.007868,0.017932,0.007401,NA,-0.015181,0.001901,0.046838,-0.013848,0.014111,-0.002073,0.010793,-0.0038,0.0123
"46",-0.026987,0.001137,-0.0159,0.039206,0.0067,-0.0023,0.0285,-0.027921,-0.001218,0.004902,0.005303,0.0385,-0.02317,-0.024963,0.031928,-0.004882,-0.033546,-0.0251,-0.014416,-0.0028,-0.030312,-0.059806,0.011198,0.017126,-0.0178,-0.000817,-0.037514,-0.007095,-0.0193,-0.0235,0.016276,0.049764,-0.001736,0.033702,-0.001381,-0.036724,-0.019839,0.0411,0.010594,0.000174,-0.009687,-0.008793,-0.049941,0.061,0.037567,0.079723,0.037936,0.012967,-0.0031,NA,0.0267,NA,-0.003572,-0.015071,0.004764,0.006682,0.0966,-0.0163,0.001813,0.015478,0.006379,0.0021,-0.032831,-0.015152,0.02106,0.070622,-0.018086,0.0234,0.001885,0.015621,0.022843,0.005115,0.008255,0.052601,0.1535,0.001397,-0.024686,-0.054,0.00773,-0.050069,0.007751,-0.019663,-0.004925,-0.016202,-0.030336,-0.007698,NA,-0.012112,0.00902,-0.027147,-0.03444,-0.027938,-0.088281,-0.051831,0.0125,-0.0158
"47",0.005809,-0.002728,0.0417,0.009774,0.0031,0.0039,0.051885,0.039834,0.006241,-0.001999,0.01862,0.0034,-0.031001,0.005269,0.009485,0.016655,0.019504,0.0186,0.001507,0.0113,0.016824,0.0723,0.0076,0.031878,0.0194,0.006373,0.042629,0.001239,-0.008,0.0083,0.010204,0.060559,0.052667,0.011135,0.024134,0.002773,0.006173,0.0049,0.01022,0.040865,0.009241,0.019673,-0.037203,0.014,0.003091,-0.000114,0.005596,-0.003453,0.0015,NA,-0.0064,NA,0.008541,0.007782,0.005723,0.009345,-0.0183,0.0105,0.005242,0.020725,0.033531,-0.0627,-0.003855,0.003376,0.014684,NA,0.018744,0.0173,0.00612,0.038014,0.00586,0.004522,0.072391,0.007003,0.044701,0.013301,-0.00231,NA,0.007235,0.026597,-0.003929,0.016476,0.032024,0.007236,0.016709,0.012098,NA,NA,0.004799,0.038114,0.02453,0.036121,0.016993,0.006265,-0.0144,-0.005
"48",0.005294,-0.006066,0.0604,-0.068064,0.0052,0.0103,0.028241,0.061928,0.001212,0.034901,-0.020927,0.006004,-0.025687,0.007752,0.026967,-0.002392,0.007451,0.0062,0.002507,-2e-04,0.010316,0.050785,0.028103,-0.017709,0.0062,-0.008514,-0.001732,0.001362,0.042399,-0.0238,0.004348,-0.003774,0.373853,0.007941,0.021338,0.0202,0.01784,-0.0389,0.009948,-0.009738,0.000581,0.054297,-0.077033,-0.036,0.011049,0.008268,-0.024443,0.00282,0.0102,NA,-0.006,NA,0.005901,0.011582,0.009699,-0.017141,-0.0403,0.0144,0.008614,0.011106,0.002868,-0.0019,-0.000429,0.005845,-0.007727,0.020401,-0.033985,-0.0246,0.006082,-0.015551,-0.025737,-0.008654,0.011028,-0.011897,-0.0893,-0.0253,-0.031538,0.024389,0.007561,0.035836,-0.046012,-0.038055,0.028593,0.002031,0.005105,-0.0308,NA,0.074675,0.002955,-0.011733,0.010051,0.028884,0.013628,-0.014674,-0.0248,0.0048
"49",0.001968,-0.01964,0.0112,0.02875,0.0089,0.0119,0.01998,-0.0106,0.004344,0.027798,-0.014727,0.045,-0.053608,0.011837,0.010171,-0.001808,-0.020989,0.008,-0.011004,0.0145,-0.002325,-0.00319,0.037197,-0.005863,-0.0054,0.002092,0.012081,0.014531,0.0142,0.0035,-0.006194,0.005712,0.935254,-0.001687,-0.008176,0.016111,0.014482,0.0205,0.01069,0.009403,-0.00283,0.02605,-0.027799,-0.016,-0.001802,0.006841,0.00418,0.006328,0.0036,NA,-0.0011,NA,-0.002033,0.003142,0.013244,-0.013756,-0.0129,5e-04,0.005103,-0.013074,-0.011145,0.000337,-0.005489,0.014635,-0.006958,0.021659,0.002695,0.0152,0.006045,0.000274,0.00082,0.029203,-0.005583,-0.001196,-0.033301,-0.0063,0.014016,0.025611,0.011686,0.02136,0.029955,0.032234,-0.01612,0.007681,0.016595,0.004302,NA,-0.019014,0.006274,0.018384,-0.010784,0.004488,-0.010866,0.022264,0.0115,-0.0124
"50",0.030531,-0.003724,-0.0034,0.005093,0.0055,-0.0032,-0.027456,-0.010407,-0.009146,0.027797,-0.021374,-0.043,-0.003104,0.020533,-0.000303,0.006855,0.002949,-0.0016,-0.011063,0.0124,-0.00385,0.030792,1e-04,0.00206,0.012,0.011169,0.035488,0.014728,-0.027,-0.0641,0.002279,-0.055108,-0.10363,-0.012692,-0.006196,0.005335,0.008459,0.0343,0.010297,0.00192,0.000161,-0.008611,-0.093856,-0.094,0.037832,NA,0.001803,0.001786,-0.0123,NA,0.0248,NA,0.00083,0.025574,0.015947,-0.005272,-0.007901,7e-04,0.003812,0.014983,0.013565,2e-05,-0.012775,-0.010151,-0.001262,-0.044357,0.001069,-0.0172,-0.000385,0.032837,0.00229,-0.019276,-0.025799,0.013904,-0.0806,0.0328,0.045769,-0.010432,0.006517,-8.9e-05,0.003032,-0.05181,-0.022109,-0.021852,-0.041751,-0.0078,NA,0.007048,0.004319,-0.022866,0.027522,0.004398,0.048692,-0.003458,-0.0426,0.0119
"51",-0.00852,0.002218,0.0155,-0.001513,0.0076,0.008701,-0.045279,-0.019384,-0.012022,0.051504,0.012368,0.072994,0.060547,-0.002046,0.015958,-0.016888,-0.037263,0.0203,-0.007991,0.0069,-0.011494,0.004436,-1e-04,0.012086,0.0633,0.025308,0.062117,-0.032667,0.042303,-0.0279,0.033902,0.048704,-0.010102,0.004763,-0.029385,-0.007296,0.01721,0.011,NA,0.024356,0.007063,-0.01486,-0.051002,-0.099,-0.00824,0.016336,0.022964,0.01236,0.0123,NA,0.0566,NA,0.011586,0.01978,0.019209,-0.010922,-0.022101,0.0128,-0.004844,-0.018406,-0.012399,0.000326,0.000142,0.001636,0.024347,-0.050171,0.010761,-0.0064,-0.000385,-0.015799,0.005133,-0.028465,-0.066756,-0.000479,-0.0095,7e-04,-0.005965,0.021544,0.009107,0.009832,-0.002861,0.026198,-0.01907,-0.031253,-0.063391,0.0441,0.007002,0.007582,-0.005284,0.012085,0.016551,-0.005482,0.055131,-0.004578,0.1021,0.0119
"52",0.000953,-0.008542,-0.0103,-0.049502,0.0014,-0.001401,-0.029871,-0.051626,-0.008546,-0.0014,-0.001858,-0.007998,-0.038256,-0.027573,-0.029519,-0.013827,-0.020945,-0.0247,-0.012502,0.0128,0.025417,0.033387,-0.0084,0.025979,0.0264,0.030799,0.014951,-0.013002,0.022802,0.0031,0.014811,0.024034,-0.113905,0.012086,0.003504,0.006013,0.022756,0.0102,0.020075,0.006391,0.008222,0.001888,-0.074556,0.065,0.019707,-0.011863,-0.012717,0.006324,0.0025,NA,0.0279,NA,0.005269,0.002145,0.006165,0.00131,0.025102,0.0026,0.004786,0.002633,0.016939,1e-06,-0.009005,-0.008925,0.001831,0.013295,-0.003738,-0.0337,-0.000385,-0.003739,-0.004093,0.041484,-0.04344,0.043196,-0.0092,-0.015,-0.012354,0.019229,0.002452,0.056736,-0.015172,-0.017505,-0.007807,-0.006162,-0.011668,0.010101,0.002084,0.054758,-0.004879,0.007454,0.003951,0.025518,0.051073,0.000742,0.0266,0.0266
"53",0.006565,-0.003059,0.0684,0.00279,0.007,0.000901,0.058595,NA,0.027394,-0.003104,0.018861,0.014001,-0.010989,0.034383,0.004562,0.000958,-0.032788,0.019101,-0.021404,0.0208,0.026493,0.020631,0.019802,-0.037102,-0.0337,-0.029435,0.046658,-0.001529,0.032303,-0.0138,0.009432,-0.047677,-0.529787,0.026239,-0.016232,0.020441,0.010775,-0.0062,0.0098,0.002142,-0.002848,0.024881,-0.056631,0.098001,0.026197,-0.00615,0.007678,0.002302,0.0082,NA,-0.0125,NA,0.005844,-0.002505,0.012115,-0.001177,-0.0399,0.0217,0.015913,0.009956,-0.001078,-0.000129,-0.005697,0.003236,-0.011524,0.006028,0.006607,-0.0033,0.006369,0.025231,-0.014457,-0.11456,0.098063,-0.016097,-0.074598,-0.0064,0.003552,0.048394,0.003955,0.008711,0.031293,-0.007424,0.029235,0.003647,0.008449,0.008199,-0.024614,0.014378,0.012233,-0.003624,-0.005454,0.016329,-0.047711,-0.008153,0.0092,-0.0283
"54",-0.026565,-0.003751,-0.0014,-0.027785,-0.0021,-0.002101,0.027554,-0.000517,-0.011305,-0.056902,0.030164,-0.046,-0.003762,-0.024669,-0.003721,-0.004764,-0.025821,0.002102,0.000667,0.0131,0.005279,0.025606,0.002298,0.009497,-0.010898,0.035039,0.034146,0.01198,-0.0348,NA,-0.004672,0.013805,0.462623,0.027978,-0.02371,-0.013596,0.015806,-0.0096,0.010685,0.000679,0.007471,0.014869,-0.049558,0.016998,0.036034,-0.006551,0.002251,0.0132,0.0058,NA,-0.0298,NA,-0.002018,0.007932,-0.009669,-0.003951,-0.008399,-0.0199,-0.000145,-0.003667,0.010888,-0.000128,-0.010733,-0.005754,-0.015887,0.00564,-0.03282,-0.0093,0.006329,0.014229,-0.01559,0.077847,0.00785,0.035199,0.1293,0.0208,-0.013681,0.005302,0.013114,-0.002989,0.002304,0.001496,0.029167,-0.00244,-0.003941,0.003302,0.044696,0.013417,0.002369,0.023488,-0.00107,0.013206,-0.006389,0.000224,0.0258,0.0011
"55",0.044047,-0.012974,0.0099,-0.017979,0.015,0.0024,0.048278,0.029543,0.007264,-0.024298,-0.004567,-0.014,NA,0.019425,-0.012277,0.000593,0.011316,0.0153,-0.013128,0.0137,0.016143,0.001416,0.008902,-0.012171,-0.0145,0.020227,-0.002795,0.000427,-0.002999,NA,-0.0196,NA,-0.002543,NA,0.004162,-0.005572,0.023499,NA,0.009571,0.01686,-0.001123,0.005411,-0.043664,-0.02,0.025642,-0.008014,-0.007919,-0.0019,0.0043,NA,-0.031001,NA,-0.001523,0.006201,0.027128,0.010501,-0.006899,0.0166,-0.006599,0.002418,-0.00456,-7.2e-05,0.001789,0.015528,-0.026807,0.029793,0.010809,-0.0052,0.006289,-0.056502,-0.013401,0.124935,0.026637,0.024403,-0.031301,0.0048,0.023194,-0.01654,-0.002047,-0.00633,-0.00936,0.014937,0.010867,0.006193,0.01279,0.012198,0.002291,0.014841,0.001919,0.024356,0.007495,0.018024,-0.036125,0.00762,0.0083,0.0061
"56",-0.019443,-0.006034,0.023902,-0.019904,0.0081,0.001401,0.042428,0.071829,0.013851,-0.079201,0.012163,-0.06,NA,-0.007149,-0.042655,-0.00869,-0.018366,0.002099,-0.00628,0.015102,0.029572,0.02036,0.010498,-0.021772,0.0019,0.013573,-0.01697,-0.006473,-0.0254,NA,-0.01074,NA,-0.287671,-0.000865,-0.020032,-0.001106,0.025002,NA,0.008334,-0.003364,-0.000483,-0.005929,-0.036751,0.069,0.0035,NA,0.000716,-0.0011,0.0018,-0.008201,0.004,NA,0.000996,0.00586,0.02408,-0.003277,-0.0276,-0.054666,-0.000102,NA,NA,NA,0.010285,-0.001774,-0.000344,-0.006127,-0.004891,0.0195,0.000565,0.055028,-0.017152,0.037012,-0.011561,0.037502,0.006302,0.0336,0.039624,0.013089,0.005691,0.028665,0.025217,-0.033848,0.025994,0.004552,0.012742,-0.0014,-0.015588,0.013046,0.00779,0.017128,-0.001507,0.023381,-0.010972,0.01127,0.0184,0.0174
"57",0.010595,NA,0.008,-0.031332,-0.00374,0.009099,0.053326,-0.017323,0.012606,-0.0682,0.01092,-0.046,NA,-0.004024,-0.027292,-0.006245,0.018651,-0.017802,-0.001019,0.0079,0.016732,0.014392,0.016,-0.065414,-0.0863,-0.030692,0.020718,0.009652,-0.039,NA,-0.005036,NA,-0.44825,0.047367,-0.022548,0.001624,0.021168,NA,0.008649,-0.016931,0.00392,0.010728,-0.032218,0.021998,-0.00966,NA,-0.004193,-0.0024,4e-04,0.049155,-0.018,0.1284,0.003083,0.007508,0.00522,-0.011052,-0.014001,0.009012,-0.001652,0.031594,0.004191,NA,0.003529,0.017369,-0.026211,0.052397,-0.012995,-0.0296,0.000565,0.010929,-0.009139,0.11079,0.019338,0.062703,NA,-0.0011,-0.026816,-0.01323,0.003721,0.021429,-0.015271,-0.001523,0.00419,-0.013181,-0.023104,0.000198,0.015015,0.048915,-0.000619,-0.02025,-0.017891,0.051398,-0.034079,0.006159,-0.0187,-0.0109
"58",0.019912,NA,0.0325,-0.020745,0.00068,-1e-06,0.04586,-0.006274,0.0166,-0.042203,0.001418,-0.07,NA,-0.002339,-0.047151,-0.001494,-0.003626,0.007498,-0.012176,0.002499,-0.011794,0.013691,0.0018,-0.001494,3e-04,-0.050011,0.006555,-0.006401,-0.0234,NA,-0.005587,NA,0.00178,-0.016177,0.025341,0.012232,0.020391,NA,0.008202,4.4e-05,-0.00795,-0.017371,-0.023431,0.049998,-0.007777,NA,-0.002321,0.003899,0.0052,0.05701,-0.01,0.07921,0.007534,0.024857,0.010196,0.001374,-0.031799,0.007109,0.012094,-0.012019,0.000582,NA,-0.022691,-0.010508,-0.013667,0.067036,0.014769,3e-04,0.000564,0.012834,0.005007,-0.016295,0.033803,-0.034197,NA,-0.0257,-0.003798,0.013743,-0.000457,-0.028877,0.010402,0.016781,0.020877,0.003496,0.008433,0.001001,0.013584,-0.02703,0.005259,-0.001329,-0.004513,-0.004436,0.00781,-0.047657,0.0171,3e-04
"59",0.001686,NA,0.014499,0.017859,0.006814,0.0019,0.037938,0.020966,NA,-0.045697,0.01541,0.049,NA,0.015851,-0.036628,-0.002349,-0.017933,-0.0075,0.038356,0.0054,0.019983,0.007524,0.0017,0.001725,0.0204,0.043325,0.031723,-0.002594,NA,NA,-0.004098,NA,0.494493,-0.006512,-0.01455,0.016816,0.003399,NA,0.008838,-0.007665,0.004475,-0.02647,NA,0.042001,0.014215,NA,0.005641,NA,7e-04,0.013256,0.010997,0.025718,0.005336,0.027855,-0.009594,0.003889,NA,-0.003222,0.003306,NA,-0.005336,NA,-0.00389,-0.018542,-0.031277,-0.022873,0.016633,0.0152,NA,0.041661,0.001718,0.013067,0.060318,-0.009301,NA,NA,-0.002631,0.071448,-0.00376,0.031871,-0.012578,-0.015754,0.024728,0.012479,0.026836,0.004701,0.023399,0.004477,0.004734,-0.005017,NA,0.032424,0.001823,-0.003749,0.0312,-0.0097
"60",0.012756,NA,NA,0.02819,-0.00622,0,NA,NA,NA,NA,-0.002348,-0.07,NA,-0.028087,NA,0.00897,-0.009093,NA,-0.000398,0.014098,-0.003537,-0.00634,NA,NA,NA,NA,0.032796,0.005007,NA,NA,-0.01666,NA,NA,NA,NA,NA,0.008204,NA,NA,-0.006692,-0.000835,NA,NA,0.04,-0.002537,NA,0.015507,NA,NA,-0.013982,-0.013996,NA,-0.003514,0.003418,NA,0.01109,NA,NA,-0.007714,NA,-0.001268,NA,0.005957,0.014302,0.010863,NA,NA,0.0166,NA,NA,NA,-0.063356,0.020519,NA,NA,NA,0.033079,-0.007836,-0.001632,-0.000398,0.008691,-0.02439,NA,-0.00077,-0.001407,NA,NA,-0.029379,NA,-0.000543,NA,NA,NA,-0.007373,NA,NA
