"","time","event","date","broker","name","is_forced","newtp_to_px","oldtp_to_px","chg_tgt","newtp_avgtp","chg_2d","chg_5d","char_newrating","newrating","oldrating","chg_rating","score"
"1","A","TP- ","04/23/2018","China Renaissance","JD.COM INC-ADR","","25.534188034188","38.8888888888889","-9.61538461538462","-8.28040802550003","-5.397935","-6.4506716","","5","5","","0.5"
"2","A","TP+ ","04/23/2018","Goldman Sachs","ALCOA CORP","Forced","1.6497250458257","-13.3477753707715","17.3076923076923","-3.8787905455029","2.448314","8.6674774","","3","3","","1.5"
"3","A","TP- ","04/23/2018","Morgan Stanley","JD.COM INC-ADR","","6.83760683760684","20.1923076923077","-11.1111111111111","-21.9407727876596","-5.397935","-6.4506716","","3","3","","0.5"
"4","A","TP+ Upgrade","04/23/2018","NIBC Bank N.V. (ESN)","ASML HOLDING NV","","10.9028607356177","10.6570260924238","0.222159090909086","-0.000176678491081717","-1.11195885","-5.2724747"," buy","3.909","3.912","-0.00300000000000011","1.4985"
"5","A","TP+ ","04/23/2018","SWS Research","CHINA UNICOM","","12.6629422718808","2.14152700186221","10.3008204193254","-10.2013068749834","3.764265","4.6765508","","5","5","","1.5"
"6","A","TP- ","04/23/2018","BCS","LUKOIL","","29.5633078177939","29.8268289622286","-0.202978957848036","14.2668705437023","-1.2962902","-2.234585","","5","5","","0.5"
"7","A","TP- ","04/23/2018","BCS","GAZPROM","","19.3703755409745","19.6077062683233","-0.198424277793991","1.13583897549814","-0.63426791","-3.367439","","3","3","","0.5"
"8","A","TP+ ","04/23/2018","Clarksons Platou Securities AS","AP MOLLER-B","","59.7845761631613","59.6884427448481","0.0602006110528394","22.9626251239655","2.1789569","4.770122","","5","5","","1.5"
"9","A","TP- ","04/23/2018","DB Financial Investment","SHINHAN FINANCIA","","23.6442516268981","43.1670281995662","-13.6363636363636","-7.87878787878787","0.5908591","0.309461","","3","5","-2","-0.5"
"10","A","TP- ","04/23/2018","Nomura","KYOCERA CORP","","13.654814093197","21.7730150998539","-6.66666666666667","-5.89451770579289","-1.69539956","0.2108599","","3","3","","0.5"
"11","B/D","TP+ ","04/23/2018","Nomura","CNOOC","","29.6875","22.578125","5.79987253027407","14.2087436045974","-1.844712","4.4363708","","5","5","","0.5"
"12","B/D","TP+ ","04/23/2018","Morningstar, Inc","CNOOC","","-6.25","-8.59375000000001","2.56410256410257","-17.4394624545079","-1.844712","4.4363708","","3","3","","0.5"
"13","B/D","TP+ ","04/23/2018","Morningstar, Inc","CHINA UNICOM","","6.14525139664805","4.2830540037244","1.7857142857143","-15.3962725929596","3.764265","4.6765508","","3","3","","0.5"
"14","A"," Upgrade","04/23/2018","Morningstar, Inc","ALCOA CORP","","-41.6763872687885","-41.6763872687885","0","-44.8484863785672","2.448314","8.6674774"," hold","3","1","2","2"
"15","A","TP- ","04/22/2018","Piper Jaffray","EXXON MOBIL CORP","","0","3.79746835443038","-3.65853658536585","-8.00000284315656","1.1436704","0.9692124","","3","3","","0.5"
"16","A","TP- ","04/22/2018","Piper Jaffray","CHEVRON CORP","","14.4632491210858","18.5512223039817","-3.44827586206897","3.12250202984661","0.201866","1.4719714","","5","5","","0.5"
"17","A","TP+ ","04/22/2018","Piper Jaffray","CONOCOPHILLIPS","","4.87916096671226","-4.24076607387142","9.52380952380952","1.15740859841016","0.4728685","0.8503174","","5","5","","1.5"
"18","B/D","TP+ Upgrade","04/22/2018","J.P. Morgan","MAANSHAN IRON-H","","20.9677419354839","-11.2903225806452","36.3636363636364","-12.1828823515508","3.117895","9.6136078"," overweight","5","1","4","2.5"
"19","B/D","TP+ Upgrade","04/22/2018","J.P. Morgan","MAANSHAN IRON-H","","20.9677419354839","-11.2903225806452","36.3636363636364","-12.1828823515508","3.117895","9.6136078"," overweight","5","1","4","2.5"
"20","B/D","TP+ ","04/22/2018","Bank of China International","CNOOC","","11.875","2.49999999999999","9.14634146341464","-1.47775852904608","-1.844712","4.4363708","","5","5","","0.5"
"21","B/D","TP+ ","04/22/2018","SWS Research","CHINA UNICOM","","11.731843575419","2.14152700186221","9.38924339106654","-10.9434448346943","3.764265","4.6765508","","5","5","","0.5"
"22","B/D","TP- ","04/22/2018","HSBC","CHINA EAST AIR-H","","-16.2112932604736","-8.92531876138434","-8.00000000000001","-26.3792121478393","-0.834616","-5.3059022","","2","2","","-0.5"
"23","A","TP+ ","04/22/2018","DZ Bank AG","GENERAL ELECTRIC","","-20.9078404401651","-22.9711141678129","2.67857142857144","-32.0675116419489","7.863545","7.2625194","","1","1","","1.5"
"24","B/D","TP+ ","04/22/2018","Maybank Kim Eng","CHINA UNICOM","Forced","-2.23463687150838","-5.02793296089387","2.94117647058824","-22.0755142303575","3.764265","4.6765508","","3","3","","0.5"
"25","B/D","TP- ","04/22/2018","Mirae Asset Daewoo Co.,Ltd.","SK TELECOM","","28.3185840707965","46.0176991150443","-12.1212121212121","-2.82948396382827","2.2840835","-0.4545707","","5","5","","-0.5"
"26","B/D","TP- ","04/22/2018","HSBC","AIR CHINA LTD-H","","-22.043795620438","-9.28050052137644","-14.0689655172414","-25.5814488709801","0.5487989","-5.4083932","","2","2","","-0.5"
"27","B/D","TP- ","04/22/2018","HSBC","AIR CHINA LTD-H","","-21.7935349322211","-9.28050052137644","-13.7931034482759","-25.3425450150282","0.5487989","-5.4083932","","2","2","","-0.5"
"28","B/D","TP- ","04/22/2018","HSBC","CHINA SOUTHERN-H","","-31.6939890710383","-20.7650273224044","-13.7931034482759","-42.7712970582594","-1.310294","-5.9520032","","2","2","","-0.5"
