,ann.ret.5,ann.std.5,downrisk.5,drawdown.5,sharpe.5,sortino.5,inforatio.5,alpha.5,beta.5,corr.bhf.5,corr.bidx.5,omega.5,wl.5,skewness.5,kurtosis.5
TKFUNDS.CH.Equity,0.147145428,0.174500626,0.132718573,-0.228640831,0.814584057,1.071028904,0.53859996,0.008788254,0.530672183,NA,0.299491572,2.10758709,0.633333333,-0.034179719,1.780418742
TKPROST.CH.Equity,0.251108712,0.248279188,0.206656364,-0.239528881,0.99125792,1.190907971,0.59158959,0.014406269,0.935415401,NA,0.371038923,2.390417261,0.7,-0.339005192,1.358291497
TKYJULB.CH.Equity,0.15384699,0.163859168,0.118769877,-0.201977483,0.908383656,1.253238567,0.668366679,0.007834101,0.704767389,NA,0.423575005,2.194891246,0.65,-0.085010341,0.893430154
TKYJULS.CH.Equity,0.093148533,0.042679375,0.026052732,-0.029308,2.065366071,3.383465953,0.892801236,0.006472017,0.140974461,NA,0.325295207,5.840416063,0.766666667,0.562181893,2.545889186
UGFMSTA.KY.Equity,0.207193131,0.242207433,0.143265689,-0.222825006,0.83479325,1.411315806,1.114702628,0.013225268,0.651969721,0.295236149,0.265470181,2.071062177,0.6,0.610008003,2.302616901
UGHDSOA.KY.Equity,0.205518123,0.267717964,0.178309719,-0.306544879,0.748990167,1.124549595,1.039973189,0.011892268,0.88731496,0.3793378,0.326870763,1.956780982,0.633333333,0.287192734,1.958449105
VAPAHED.KY.Equity,0.093453857,0.125746878,0.091747599,-0.264291759,0.703427855,0.964099962,0.494657678,0.006360251,0.233581114,0.351387423,0.183196133,1.922864601,0.6,-0.08040858,3.034929675
VERAIUS.ID.Equity,0.077930906,0.125606383,0.086858989,-0.290868872,0.58063057,0.839647186,0.44986927,0.003500319,0.457706378,NA,0.358864521,1.725847207,0.6,0.255719671,2.520955489
VICTBRZ.KY.Equity,-0.152456058,0.304697802,0.187144397,-0.752723133,-0.516761385,-0.841361327,-0.347664245,-0.019527986,1.292744937,0.463968206,0.418426626,0.751763291,0.45,-0.034761631,0.34651624
VICTLAT.KY.Equity,-0.029262024,0.158883006,0.144519905,-0.294347282,-0.215643103,-0.237074779,-0.210276789,-5.86E-06,-0.178644511,-0.110019956,-0.110888885,0.913429932,0.466666667,-2.118253656,11.56528604
VISDYHE.KY.Equity,0.050636543,0.083195746,0.058295165,-0.127848,0.548544189,0.782852972,0.052816971,-8.18E-05,0.596413202,0.667992091,0.707004071,1.602011605,0.633333333,-0.395958186,1.012319655
VISFICH.KY.Equity,0.136975738,0.23814951,0.14026984,-0.303357689,0.554171783,0.940870387,0.393390095,0.007252814,0.764404961,0.384103131,0.316555303,1.68886704,0.583333333,0.628533288,2.703861723
VITCHBA.KY.Equity,0.033010634,0.084882222,0.045230309,-0.157517593,0.329994118,0.619289027,-0.0696684,0.004310784,-0.174165648,-0.137723024,-0.202358545,1.446926556,0.55,1.182742881,3.541760572
WYCAASV.KY.Equity,0.161910226,0.129316803,0.103061133,-0.218793806,1.213378481,1.522496615,0.514912387,0.009367081,0.517612091,0.459703135,0.39475282,2.753522989,0.716666667,-0.137517014,2.403877236
ZEALCHI.KY.Equity,0.110068019,0.124916256,0.094185468,-0.207499133,0.841107658,1.11554384,0.454169299,0.007014944,0.31419294,0.377200399,0.248058008,2.031282064,0.6,-0.376356769,2.494064736
