,151 HK Equity,,322 HK Equity,,1044 HK Equity,,220 HK Equity,,1112 HK Equity,,1025 HK Equity,,1230 HK Equity,,829 HK Equity,,1117 HK Equity,,1700 HK Equity,,1068 HK Equity,,1886 HK Equity,,980 HK Equity,,1006 HK Equity,,1007 HK Equity,,1717 HK Equity,,1338 HK Equity,,2218 HK Equity,,814 HK Equity,,,,
1/6/2012,0.94004,1/6/2012,3.08,1/6/2012,9.32,1/6/2012,0.62197,,,1/6/2012,2.08355,,,6/20/2013,0.47462,,,,,1/6/2012,1.42,1/6/2012,0.35,1/6/2012,1.28,,,,,6/17/2013,0.19,3/5/2013,0.09,1/6/2012,0.273,1/6/2012,0.87,,,,
1/9/2012,0.95283,1/9/2012,3.07,1/9/2012,9.37,1/9/2012,0.61934,,,1/9/2012,2.08594,,,6/21/2013,0.47691,,,,,1/9/2012,1.43,1/9/2012,0.35,1/9/2012,1.27,,,,,6/18/2013,0.19,3/6/2013,0.09,1/9/2012,0.27684,1/9/2012,0.88,,,,
1/10/2012,0.96192,1/10/2012,3.08,1/10/2012,9.30,1/10/2012,0.61681,,,1/10/2012,2.05519,,,6/24/2013,0.47692,,,,,1/10/2012,1.51,1/10/2012,0.36,1/10/2012,1.28,,,,,6/19/2013,0.19,3/7/2013,0.09,1/10/2012,0.28072,1/10/2012,0.88,,,,
1/11/2012,0.99789,1/11/2012,3.08,1/11/2012,9.24,1/11/2012,0.61547,,,1/11/2012,2.06531,,,6/25/2013,0.46534,,,,,1/11/2012,1.58,1/11/2012,0.37,1/11/2012,1.30,,,,,6/20/2013,0.19,3/8/2013,0.09,1/11/2012,0.27168,1/11/2012,0.88,,,,
1/12/2012,0.97976,1/12/2012,3.03,1/12/2012,9.23,1/12/2012,0.59867,,,1/12/2012,2.06252,,,6/26/2013,0.4691,,,,,1/12/2012,1.58,1/12/2012,0.36,1/12/2012,1.30,,,,,6/21/2013,0.19,3/11/2013,0.09,1/12/2012,0.27037,1/12/2012,0.88,,,,
1/13/2012,0.9927,1/13/2012,3.04,1/13/2012,9.12,1/13/2012,0.60515,,,1/13/2012,2.07295,,,6/27/2013,0.45759,,,,,1/13/2012,1.59,1/13/2012,0.38,1/13/2012,1.27,,,,,6/24/2013,0.19,3/12/2013,0.09,1/13/2012,0.28069,1/13/2012,0.88,,,,
1/16/2012,0.97194,1/16/2012,3.01,1/16/2012,9.02,1/16/2012,0.60247,,,1/16/2012,2.05716,,,6/28/2013,0.46544,,,,,1/16/2012,1.58,1/16/2012,0.38,1/16/2012,1.23,,,,,6/25/2013,0.19,3/13/2013,0.09,1/16/2012,0.28193,1/16/2012,0.89,,,,
1/17/2012,0.98263,1/17/2012,3.07,1/17/2012,9.16,1/17/2012,0.60271,,,1/17/2012,2.11207,,,7/2/2013,0.46817,,,,,1/17/2012,1.62,1/17/2012,0.37,1/17/2012,1.26,,,,,6/26/2013,0.19,3/14/2013,0.08,1/17/2012,0.30007,1/17/2012,0.88,,,,
1/18/2012,0.99598,1/18/2012,3.03,1/18/2012,9.24,1/18/2012,0.6146,,,1/18/2012,2.10534,,,7/3/2013,0.45525,,,,,1/18/2012,1.61,1/18/2012,0.35,1/18/2012,1.30,,,,,6/27/2013,0.19,3/15/2013,0.08,1/18/2012,0.30794,1/18/2012,0.89,,,,
1/19/2012,0.99876,1/19/2012,3.04,1/19/2012,9.20,1/19/2012,0.59797,,,1/19/2012,2.25785,,,7/4/2013,0.45913,,,,,1/19/2012,1.65,1/19/2012,0.35,1/19/2012,1.38,,,,,6/28/2013,0.19,3/18/2013,0.08,1/19/2012,0.32089,1/19/2012,0.89,,,,
1/20/2012,0.96775,1/20/2012,3.02,1/20/2012,9.05,1/20/2012,0.58889,,,1/20/2012,2.19064,,,7/5/2013,0.44875,,,,,1/20/2012,1.70,1/20/2012,0.36,1/20/2012,1.35,,,,,7/2/2013,0.19,3/19/2013,0.08,1/20/2012,0.3286,1/20/2012,0.88,,,,
1/26/2012,0.95401,1/26/2012,2.94,1/26/2012,8.95,1/26/2012,0.59561,,,1/26/2012,2.1504,,,7/8/2013,0.43191,,,,,1/26/2012,1.73,1/26/2012,0.36,1/26/2012,1.37,,,,,7/3/2013,0.19,3/20/2013,0.06,1/26/2012,0.32875,1/26/2012,0.88,,,,
1/27/2012,0.92195,1/27/2012,2.94,1/27/2012,8.81,1/27/2012,0.59314,,,1/27/2012,2.10953,,,7/9/2013,0.41897,,,,,1/27/2012,1.70,1/27/2012,0.36,1/27/2012,1.35,,,,,7/4/2013,0.19,3/21/2013,0.06,1/27/2012,0.3546,1/27/2012,0.87,,,,
1/30/2012,0.88193,1/30/2012,2.88,1/30/2012,8.86,1/30/2012,0.58409,,,1/30/2012,2.063,,,,,,,,,1/30/2012,1.66,1/30/2012,0.36,1/30/2012,1.33,,,,,7/5/2013,0.19,3/22/2013,0.06,1/30/2012,0.34813,1/30/2012,0.85,,,,
1/31/2012,0.92701,1/31/2012,2.92,1/31/2012,8.94,1/31/2012,0.58921,,,1/31/2012,2.06547,,,,,,,,,1/31/2012,1.65,1/31/2012,0.36,1/31/2012,1.29,,,,,7/8/2013,0.19,3/25/2013,0.06,1/31/2012,0.34167,1/31/2012,0.84,,,,
2/1/2012,0.9182,2/1/2012,2.93,2/1/2012,8.96,2/1/2012,0.58935,,,2/1/2012,2.06337,,,,,,,,,2/1/2012,1.65,2/1/2012,0.36,2/1/2012,1.32,,,,,7/9/2013,0.19,3/26/2013,0.06,2/1/2012,0.32885,2/1/2012,0.82,,,,
2/2/2012,0.94383,2/2/2012,2.90,2/2/2012,9.05,2/2/2012,0.58796,,,2/2/2012,2.11202,,,,,,,,,2/2/2012,1.67,2/2/2012,0.37,2/2/2012,1.38,,,,,,,3/27/2013,0.06,2/2/2012,0.33524,2/2/2012,0.88,,,,
2/3/2012,0.94144,2/3/2012,2.85,2/3/2012,9.10,2/3/2012,0.59066,,,2/3/2012,2.09696,,,,,,,,,2/3/2012,1.68,2/3/2012,0.37,2/3/2012,1.40,,,,,,,3/28/2013,0.06,2/3/2012,0.33531,2/3/2012,0.88,,,,
2/6/2012,0.9247,2/6/2012,2.82,2/6/2012,8.81,2/6/2012,0.57133,,,2/6/2012,2.13312,,,,,,,,,2/6/2012,1.67,2/6/2012,0.36,2/6/2012,1.38,,,,,,,4/2/2013,0.05,2/6/2012,0.32887,2/6/2012,0.88,,,,
2/7/2012,0.94152,2/7/2012,2.87,2/7/2012,8.78,2/7/2012,0.58168,,,2/7/2012,2.1152,,,,,,,,,2/7/2012,1.67,2/7/2012,0.36,2/7/2012,1.39,,,,,,,4/3/2013,0.05,2/7/2012,0.3147,2/7/2012,0.87,,,,
2/8/2012,0.94276,2/8/2012,2.90,2/8/2012,8.97,2/8/2012,0.58423,,,2/8/2012,2.20279,,,,,,,,,2/8/2012,1.75,2/8/2012,0.37,2/8/2012,1.42,,,,,,,4/5/2013,0.05,2/8/2012,0.32242,2/8/2012,0.88,,,,
2/9/2012,0.92965,2/9/2012,2.90,2/9/2012,9.01,2/9/2012,0.6073,,,2/9/2012,2.17649,,,,,,,,,2/9/2012,1.76,2/9/2012,0.39,2/9/2012,1.42,,,,,,,4/8/2013,0.05,2/9/2012,0.32235,2/9/2012,0.92,,,,
2/10/2012,0.91685,2/10/2012,2.90,2/10/2012,9.05,2/10/2012,0.61897,,,2/10/2012,2.17156,,,,,,,,,2/10/2012,1.76,2/10/2012,0.39,2/10/2012,1.42,,,,,,,4/9/2013,0.06,2/10/2012,0.32238,2/10/2012,0.95,,,,
2/13/2012,0.90922,2/13/2012,2.89,2/13/2012,9.09,2/13/2012,0.61904,,,2/13/2012,2.11506,,,,,,,,,2/13/2012,1.41,2/13/2012,0.38,2/13/2012,1.51,,,,,,,4/10/2013,0.05,2/13/2012,0.32242,2/13/2012,0.96,,,,
2/14/2012,0.91052,2/14/2012,2.91,2/14/2012,9.11,2/14/2012,0.61776,,,2/14/2012,2.08672,,,,,,,,,2/14/2012,1.41,2/14/2012,0.39,2/14/2012,1.44,,,,,,,4/11/2013,0.06,2/14/2012,0.32242,2/14/2012,0.98,,,,
2/15/2012,0.91699,2/15/2012,2.90,2/15/2012,9.06,2/15/2012,0.64099,,,2/15/2012,2.11515,,,,,,,,,2/15/2012,1.45,2/15/2012,0.39,2/15/2012,1.47,,,,,,,4/12/2013,0.06,2/15/2012,0.32243,2/15/2012,1.00,,,,
2/16/2012,0.94274,2/16/2012,2.85,2/16/2012,9.12,2/16/2012,0.62677,,,2/16/2012,2.11504,,,,,,,,,2/16/2012,1.43,2/16/2012,0.39,2/16/2012,1.44,,,,,,,4/15/2013,0.06,2/16/2012,0.31855,2/16/2012,0.99,,,,
2/17/2012,0.9466,2/17/2012,2.84,2/17/2012,9.13,2/17/2012,0.62161,,,2/17/2012,2.09438,,,,,,,,,2/17/2012,1.42,2/17/2012,0.40,2/17/2012,1.41,,,,,,,4/16/2013,0.06,2/17/2012,0.32241,2/17/2012,0.97,,,,
2/20/2012,0.94657,2/20/2012,2.88,2/20/2012,9.06,2/20/2012,0.61643,,,2/20/2012,2.0969,,,,,,,,,2/20/2012,1.41,2/20/2012,0.40,2/20/2012,1.41,,,,,,,4/17/2013,0.06,2/20/2012,0.32885,2/20/2012,0.93,,,,
2/21/2012,0.94015,2/21/2012,2.84,2/21/2012,9.09,2/21/2012,0.62805,,,2/21/2012,2.09953,,,,,,,,,2/21/2012,1.40,2/21/2012,0.39,2/21/2012,1.43,,,,,,,4/18/2013,0.06,2/21/2012,0.32241,2/21/2012,0.93,,,,
2/22/2012,0.92845,2/22/2012,2.86,2/22/2012,9.11,2/22/2012,0.63573,,,2/22/2012,2.09416,,,,,,,,,2/22/2012,1.42,2/22/2012,0.40,2/22/2012,1.47,,,,,,,4/19/2013,0.06,2/22/2012,0.35461,2/22/2012,0.97,,,,
2/23/2012,0.92443,2/23/2012,2.84,2/23/2012,9.02,2/23/2012,0.64079,,,2/23/2012,2.07321,,,,,,,,,2/23/2012,1.43,2/23/2012,0.39,2/23/2012,1.46,,,,,,,4/22/2013,0.06,2/23/2012,0.36745,2/23/2012,0.94,,,,
2/24/2012,0.92725,2/24/2012,2.84,2/24/2012,8.85,2/24/2012,0.63837,,,2/24/2012,2.09953,,,,,,,,,2/24/2012,1.43,2/24/2012,0.39,2/24/2012,1.44,,,,,,,4/23/2013,0.06,2/24/2012,0.36755,2/24/2012,0.97,,,,
2/27/2012,0.931,2/27/2012,2.87,2/27/2012,8.81,2/27/2012,0.63829,,,2/27/2012,2.05284,,,,,,,,,2/27/2012,1.43,2/27/2012,0.38,2/27/2012,1.41,,,,,,,4/24/2013,0.06,2/27/2012,0.37395,2/27/2012,0.97,,,,
2/28/2012,0.97612,2/28/2012,2.98,2/28/2012,8.99,2/28/2012,0.64989,,,2/28/2012,2.07345,,,,,,,,,2/28/2012,1.45,2/28/2012,0.38,2/28/2012,1.43,,,,,,,4/25/2013,0.06,2/28/2012,0.38039,2/28/2012,0.99,,,,
2/29/2012,0.99541,2/29/2012,2.97,2/29/2012,9.08,2/29/2012,0.65114,,,2/29/2012,2.02692,,,,,,,,,2/29/2012,1.52,2/29/2012,0.38,2/29/2012,1.41,,,,,,,4/26/2013,0.06,2/29/2012,0.37392,2/29/2012,1.01,,,,
3/1/2012,0.96709,3/1/2012,2.97,3/1/2012,9.10,3/1/2012,0.64989,,,3/1/2012,1.9935,,,,,,,,,3/1/2012,1.51,3/1/2012,0.37,3/1/2012,1.44,,,,,,,4/29/2013,0.06,3/1/2012,0.38039,3/1/2012,0.99,,,,
3/2/2012,0.98727,3/2/2012,2.97,3/2/2012,9.13,3/2/2012,0.65216,,,3/2/2012,2.18591,,,,,,,,,3/2/2012,1.54,3/2/2012,0.38,3/2/2012,1.44,,,,,,,4/30/2013,0.06,3/2/2012,0.38021,3/2/2012,1.00,,,,
3/5/2012,0.96866,3/5/2012,2.98,3/5/2012,9.14,3/5/2012,0.64019,,,3/5/2012,2.13054,,,,,,,,,3/5/2012,1.55,3/5/2012,0.37,3/5/2012,1.42,,,,,,,5/2/2013,0.06,3/5/2012,0.36711,3/5/2012,1.01,,,,
3/6/2012,1.00736,3/6/2012,2.96,3/6/2012,8.94,3/6/2012,0.63378,,,3/6/2012,2.15641,,,,,,,,,3/6/2012,1.52,3/6/2012,0.36,3/6/2012,1.36,,,,,,,5/3/2013,0.06,3/6/2012,0.36713,3/6/2012,0.98,,,,
3/7/2012,1.07807,3/7/2012,2.92,3/7/2012,9.08,3/7/2012,0.64658,,,3/7/2012,2.17674,,,,,,,,,3/7/2012,1.49,3/7/2012,0.36,3/7/2012,1.34,,,,,,,5/6/2013,0.06,3/7/2012,0.36708,3/7/2012,0.95,,,,
3/8/2012,1.12954,3/8/2012,2.99,3/8/2012,9.52,3/8/2012,0.65116,,,3/8/2012,2.27197,,,,,,,,,3/8/2012,1.50,3/8/2012,0.37,3/8/2012,1.37,,,,,,,5/7/2013,0.06,3/8/2012,0.36749,3/8/2012,0.98,,,,
3/9/2012,1.12038,3/9/2012,3.00,3/9/2012,9.61,3/9/2012,0.65624,,,3/9/2012,2.28975,,,,,,,,,3/9/2012,1.54,3/9/2012,0.38,3/9/2012,1.37,,,,,,,5/8/2013,0.06,3/9/2012,0.38034,3/9/2012,0.99,,,,
3/12/2012,1.12016,3/12/2012,3.02,3/12/2012,9.72,3/12/2012,0.66514,,,3/12/2012,2.24806,,,,,,,,,3/12/2012,1.51,3/12/2012,0.37,3/12/2012,1.40,,,,,,,5/9/2013,0.06,3/12/2012,0.3996,3/12/2012,1.00,,,,
3/13/2012,1.13408,3/13/2012,3.08,3/13/2012,9.65,3/13/2012,0.66627,,,3/13/2012,2.29393,,,,,,,,,3/13/2012,1.51,3/13/2012,0.37,3/13/2012,1.44,,,,,,,5/10/2013,0.06,3/13/2012,0.42528,3/13/2012,1.02,,,,
3/14/2012,1.15182,3/14/2012,3.20,3/14/2012,9.83,3/14/2012,0.68414,,,3/14/2012,2.31911,,,,,,,,,3/14/2012,1.53,3/14/2012,0.39,3/14/2012,1.48,,,,,,,5/13/2013,0.06,3/14/2012,0.3994,3/14/2012,1.01,,,,
3/15/2012,1.13377,3/15/2012,3.13,3/15/2012,9.84,3/15/2012,0.67253,,,3/15/2012,2.31393,,,,,,,,,3/15/2012,1.51,3/15/2012,0.43,3/15/2012,1.48,,,,,,,5/14/2013,0.06,3/15/2012,0.41228,3/15/2012,1.00,,,,
3/16/2012,1.12978,3/16/2012,3.10,3/16/2012,9.71,3/16/2012,0.69049,,,3/16/2012,2.24152,,,,,,,,,3/16/2012,1.52,3/16/2012,0.44,3/16/2012,1.46,,,,,,,5/15/2013,0.06,3/16/2012,0.41867,3/16/2012,1.00,,,,
3/19/2012,1.09758,3/19/2012,3.07,3/19/2012,9.40,3/19/2012,0.69694,,,3/19/2012,2.257,,,,,,,,,3/19/2012,1.49,3/19/2012,0.40,3/19/2012,1.42,,,,,,,5/16/2013,0.06,3/19/2012,0.41224,3/19/2012,0.97,,,,
3/20/2012,1.0962,3/20/2012,3.01,3/20/2012,9.24,3/20/2012,0.69044,,,3/20/2012,2.22846,,,,,,,,,3/20/2012,1.47,3/20/2012,0.39,3/20/2012,1.38,,,,,,,5/20/2013,0.06,3/20/2012,0.4122,3/20/2012,0.94,,,,
3/21/2012,1.11917,3/21/2012,3.03,3/21/2012,9.17,3/21/2012,0.69674,,,3/21/2012,2.1894,,,,,,,,,3/21/2012,1.43,3/21/2012,0.37,3/21/2012,1.37,,,,,,,5/21/2013,0.06,3/21/2012,0.40568,3/21/2012,0.92,,,,
3/22/2012,1.13702,3/22/2012,2.95,3/22/2012,9.43,3/22/2012,0.67732,,,3/22/2012,2.16845,,,,,,,,,3/22/2012,1.40,3/22/2012,0.38,3/22/2012,1.21,,,,,,,5/22/2013,0.06,3/22/2012,0.4185,3/22/2012,0.92,,,,
3/23/2012,1.10709,3/23/2012,2.80,3/23/2012,9.38,3/23/2012,0.66168,,,3/23/2012,2.10862,,,,,,,,,3/23/2012,1.41,3/23/2012,0.37,3/23/2012,1.19,,,,,,,5/23/2013,0.05,3/23/2012,0.4055,3/23/2012,0.88,,,,
3/26/2012,1.10706,3/26/2012,2.70,3/26/2012,9.12,3/26/2012,0.65909,,,3/26/2012,2.17036,,,,,,,,,3/26/2012,1.39,3/26/2012,0.37,3/26/2012,1.18,,,,,,,5/24/2013,0.06,3/26/2012,0.37975,3/26/2012,0.84,,,,
3/27/2012,1.10627,3/27/2012,2.74,3/27/2012,9.42,3/27/2012,0.65681,,,3/27/2012,2.19967,,,,,,,,,3/27/2012,1.40,3/27/2012,0.38,3/27/2012,1.19,,,,,,,5/27/2013,0.06,3/27/2012,0.38636,3/27/2012,0.87,,,,
3/28/2012,1.08834,3/28/2012,2.85,3/28/2012,9.87,3/28/2012,0.65687,,,3/28/2012,2.1432,,,,,,,,,3/28/2012,1.41,3/28/2012,0.36,3/28/2012,1.18,,,,,,,5/28/2013,0.06,3/28/2012,0.37995,3/28/2012,0.89,,,,
3/29/2012,1.09477,3/29/2012,2.79,3/29/2012,9.82,3/29/2012,0.66845,,,3/29/2012,2.10453,,,,,,,,,3/29/2012,1.42,3/29/2012,0.34,3/29/2012,1.16,,,,,,,5/29/2013,0.06,3/29/2012,0.36063,3/29/2012,0.91,,,,
3/30/2012,1.11795,3/30/2012,2.89,3/30/2012,10.11,3/30/2012,0.70194,,,3/30/2012,2.19984,,,,,,,,,3/30/2012,1.42,3/30/2012,0.31,3/30/2012,1.14,,,,,,,5/30/2013,0.06,3/30/2012,0.36063,3/30/2012,0.90,,,,
4/2/2012,1.10615,4/2/2012,2.88,4/2/2012,10.14,4/2/2012,0.68635,,,4/2/2012,2.17109,,,,,,,,,4/2/2012,1.41,4/2/2012,0.32,4/2/2012,1.09,,,,,,,5/31/2013,0.06,4/2/2012,0.39275,4/2/2012,0.89,,,,
4/3/2012,1.15783,4/3/2012,2.84,4/3/2012,10.52,4/3/2012,0.68002,,,4/3/2012,2.15081,,,,,,,,,4/3/2012,1.43,4/3/2012,0.33,4/3/2012,1.12,,,,,,,6/3/2013,0.06,4/3/2012,0.39281,4/3/2012,0.89,,,,
4/5/2012,1.12566,4/5/2012,2.81,4/5/2012,10.35,4/5/2012,0.71481,,,4/5/2012,2.1045,,,,,,,,,4/5/2012,1.43,4/5/2012,0.33,4/5/2012,1.10,,,,,,,6/4/2013,0.06,4/5/2012,0.39926,4/5/2012,0.89,,,,
4/10/2012,1.11528,4/10/2012,2.77,4/10/2012,10.34,4/10/2012,0.71862,,,4/10/2012,2.09919,,,,,,,,,4/10/2012,1.40,4/10/2012,0.33,4/10/2012,1.08,,,,,,,6/5/2013,0.06,4/10/2012,0.39923,4/10/2012,0.88,,,,
4/11/2012,1.10115,4/11/2012,2.70,4/11/2012,10.17,4/11/2012,0.70834,,,4/11/2012,2.08897,,,,,,,,,4/11/2012,1.34,4/11/2012,0.33,4/11/2012,1.07,,,,,,,6/6/2013,0.06,4/11/2012,0.39925,4/11/2012,0.90,,,,
4/12/2012,1.10503,4/12/2012,2.74,4/12/2012,10.29,4/12/2012,0.75085,,,4/12/2012,2.08642,,,,,,,,,4/12/2012,1.34,4/12/2012,0.35,4/12/2012,1.06,,,,,,,6/7/2013,0.06,4/12/2012,0.40569,4/12/2012,0.89,,,,
4/13/2012,1.1199,4/13/2012,2.77,4/13/2012,10.06,4/13/2012,0.77066,,,4/13/2012,2.10578,,,,,,,,,4/13/2012,1.32,4/13/2012,0.35,4/13/2012,1.09,,,,,,,6/10/2013,0.06,4/13/2012,0.41884,4/13/2012,0.89,,,,
4/16/2012,1.15877,4/16/2012,2.79,4/16/2012,10.31,4/16/2012,0.7708,,,4/16/2012,2.1242,,,,,,,,,4/16/2012,1.32,4/16/2012,0.35,4/16/2012,1.09,,,,,,,6/11/2013,0.06,4/16/2012,0.42536,4/16/2012,0.89,,,,
4/17/2012,1.11611,4/17/2012,2.77,4/17/2012,10.52,4/17/2012,0.75524,,,4/17/2012,2.16004,,,,,,,,,4/17/2012,1.29,4/17/2012,0.35,4/17/2012,1.06,,,,,,,6/13/2013,0.05,4/17/2012,0.42531,4/17/2012,0.90,,,,
4/18/2012,1.13777,4/18/2012,2.77,4/18/2012,10.39,4/18/2012,0.80662,,,4/18/2012,2.18534,,,,,,,,,4/18/2012,1.29,4/18/2012,0.36,4/18/2012,1.06,,,,,,,6/14/2013,0.05,4/18/2012,0.4381,4/18/2012,0.90,,,,
4/19/2012,1.1529,4/19/2012,2.73,4/19/2012,10.65,4/19/2012,0.78191,,,4/19/2012,2.21821,,,,,,,,,4/19/2012,1.30,4/19/2012,0.36,4/19/2012,1.06,,,,,,,6/17/2013,0.05,4/19/2012,0.44442,4/19/2012,0.89,,,,
4/20/2012,1.19439,4/20/2012,2.71,4/20/2012,10.64,4/20/2012,0.8246,,,4/20/2012,2.25735,,,,,,,,,4/20/2012,1.30,4/20/2012,0.37,4/20/2012,1.07,,,,,,,6/18/2013,0.05,4/20/2012,0.4574,4/20/2012,0.89,,,,
4/23/2012,1.17762,4/23/2012,2.64,4/23/2012,10.57,4/23/2012,0.79882,,,4/23/2012,2.26506,,,,,,,,,4/23/2012,1.28,4/23/2012,0.36,4/23/2012,1.06,,,,,,,6/19/2013,0.05,4/23/2012,0.46383,4/23/2012,0.89,,,,
4/24/2012,1.21007,4/24/2012,2.60,4/24/2012,10.34,4/24/2012,0.81315,,,4/24/2012,2.29642,,,,,,,,,4/24/2012,1.26,4/24/2012,0.36,4/24/2012,1.06,,,,,,,6/20/2013,0.05,4/24/2012,0.46392,4/24/2012,0.89,,,,
4/25/2012,1.22548,4/25/2012,2.56,4/25/2012,10.30,4/25/2012,0.8041,,,4/25/2012,2.30406,,,,,,,,,4/25/2012,1.24,4/25/2012,0.36,4/25/2012,1.06,,,,,,,6/21/2013,0.05,4/25/2012,0.47679,4/25/2012,0.90,,,,
4/26/2012,1.22434,4/26/2012,2.56,4/26/2012,10.57,4/26/2012,0.83126,,,4/26/2012,2.31722,,,,,,,,,4/26/2012,1.26,4/26/2012,0.36,4/26/2012,1.05,,,,,,,6/24/2013,0.05,4/26/2012,0.4704,4/26/2012,0.90,,,,
4/27/2012,1.24623,4/27/2012,2.61,4/27/2012,10.37,4/27/2012,0.90213,,,4/27/2012,2.31203,,,,,,,,,4/27/2012,1.26,4/27/2012,0.34,4/27/2012,1.04,,,,,,,6/25/2013,0.05,4/27/2012,0.47684,4/27/2012,0.89,,,,
4/30/2012,1.22709,4/30/2012,2.67,4/30/2012,10.59,4/30/2012,0.90872,,,4/30/2012,2.31239,,,,,,,,,4/30/2012,1.28,4/30/2012,0.34,4/30/2012,1.05,,,,,,,6/26/2013,0.05,4/30/2012,0.47691,4/30/2012,0.89,,,,
5/2/2012,1.23875,5/2/2012,2.67,5/2/2012,10.56,5/2/2012,0.93841,,,5/2/2012,2.32025,,,,,,,,,5/2/2012,1.35,5/2/2012,0.34,5/2/2012,1.03,,,,,,,6/27/2013,0.05,5/2/2012,0.47049,5/2/2012,0.89,,,,
5/3/2012,1.1947,5/3/2012,2.71,5/3/2012,10.28,5/3/2012,0.9305,,,5/3/2012,2.31722,,,,,,,,,5/3/2012,1.32,5/3/2012,0.34,5/3/2012,1.06,,,,,,,6/28/2013,0.05,5/3/2012,0.47685,5/3/2012,0.88,,,,
5/4/2012,1.17373,5/4/2012,2.69,5/4/2012,10.31,5/4/2012,0.92636,,,5/4/2012,2.33457,,,,,,,,,5/4/2012,1.28,5/4/2012,0.34,5/4/2012,1.07,,,,,,,7/2/2013,0.05,5/4/2012,0.47026,5/4/2012,0.86,,,,
5/7/2012,1.2175,5/7/2012,2.65,5/7/2012,10.05,5/7/2012,0.91216,,,5/7/2012,2.31905,,,,,,,,,5/7/2012,1.22,5/7/2012,0.35,5/7/2012,1.05,,,,,,,7/3/2013,0.05,5/7/2012,0.45093,5/7/2012,0.84,,,,
5/8/2012,1.20592,5/8/2012,2.65,5/8/2012,10.00,5/8/2012,0.9199,,,5/8/2012,2.31393,,,,,,,,,5/8/2012,1.21,5/8/2012,0.34,5/8/2012,1.05,,,,,,,7/4/2013,0.05,5/8/2012,0.46382,5/8/2012,0.86,,,,
5/9/2012,1.20691,5/9/2012,2.63,5/9/2012,10.07,5/9/2012,0.87459,,,5/9/2012,2.30563,,,,,,,,,5/9/2012,1.20,5/9/2012,0.34,5/9/2012,1.06,,,,,,,7/5/2013,0.05,5/9/2012,0.4637,5/9/2012,0.83,,,,
5/10/2012,1.21204,5/10/2012,2.60,5/10/2012,10.42,5/10/2012,0.86427,,,5/10/2012,2.31588,,,,,,,,,5/10/2012,1.18,5/10/2012,0.34,5/10/2012,1.06,,,,,,,7/8/2013,0.05,5/10/2012,0.47657,5/10/2012,0.83,,,,
5/11/2012,1.2015,5/11/2012,2.62,5/11/2012,10.34,5/11/2012,0.8538,,,5/11/2012,2.31285,,,,,,,,,5/11/2012,1.18,5/11/2012,0.32,5/11/2012,1.07,,,,,,,7/9/2013,0.05,5/11/2012,0.4636,5/11/2012,0.82,,,,
5/14/2012,1.20788,5/14/2012,2.59,5/14/2012,10.08,5/14/2012,0.83315,,,5/14/2012,2.30758,,,,,,,,,5/14/2012,1.16,5/14/2012,0.32,5/14/2012,1.06,,,,,,,,,5/14/2012,0.43782,5/14/2012,0.81,,,,
5/15/2012,1.17662,5/15/2012,2.59,5/15/2012,10.09,5/15/2012,0.83033,,,5/15/2012,2.31205,,,,,,,,,5/15/2012,1.15,5/15/2012,0.32,5/15/2012,1.10,,,,,,,,,5/15/2012,0.45057,5/15/2012,0.79,,,,
5/16/2012,1.13415,5/16/2012,2.56,5/16/2012,9.52,5/16/2012,0.87025,,,5/16/2012,2.20652,,,,,,,,,5/16/2012,1.11,5/16/2012,0.31,5/16/2012,1.08,,,,,,,,,5/16/2012,0.45057,5/16/2012,0.75,,,,
5/17/2012,1.18288,5/17/2012,2.63,5/17/2012,9.88,5/17/2012,0.90357,,,5/17/2012,2.27823,,,,,,,,,5/17/2012,1.09,5/17/2012,0.31,5/17/2012,1.10,,,,,,,,,5/17/2012,0.4505,5/17/2012,0.78,,,,
5/18/2012,1.18721,5/18/2012,2.60,5/18/2012,9.96,5/18/2012,0.8653,,,5/18/2012,2.24308,,,,,,,,,5/18/2012,1.07,5/18/2012,0.30,5/18/2012,1.10,,,,,,,,,5/18/2012,0.44424,5/18/2012,0.76,,,,
5/21/2012,1.21563,5/21/2012,2.60,5/21/2012,10.10,5/21/2012,0.85635,,,5/21/2012,2.23553,,,,,,,,,5/21/2012,1.09,5/21/2012,0.31,5/21/2012,1.12,,,,,,,,,5/21/2012,0.45715,5/21/2012,0.75,,,,
5/22/2012,1.24279,5/22/2012,2.61,5/22/2012,10.21,5/22/2012,0.88347,,,5/22/2012,2.22543,,,,,,,,,5/22/2012,1.10,5/22/2012,0.31,5/22/2012,1.15,,,,,,,,,5/22/2012,0.45719,5/22/2012,0.76,,,,
5/23/2012,1.24796,5/23/2012,2.57,5/23/2012,10.01,5/23/2012,0.87189,,,5/23/2012,2.27697,,,,,,,,,5/23/2012,1.09,5/23/2012,0.30,5/23/2012,1.11,,,,,,,,,5/23/2012,0.4572,5/23/2012,0.75,,,,
5/24/2012,1.19529,5/24/2012,2.59,5/24/2012,9.85,5/24/2012,0.86684,,,5/24/2012,2.21026,,,,,,,,,5/24/2012,1.08,5/24/2012,0.30,5/24/2012,1.07,,,,,,,,,5/24/2012,0.45725,5/24/2012,0.75,,,,
5/25/2012,1.18512,5/25/2012,2.51,5/25/2012,9.96,5/25/2012,0.86823,,,5/25/2012,2.19248,,,,,,,,,5/25/2012,1.04,5/25/2012,0.30,5/25/2012,1.08,,,,,,,,,5/25/2012,0.4573,5/25/2012,0.75,,,,
