"","AAASYWB.KY.Equity","ACAKITO.KY.Equity","AESOPHK.KY.Equity","AHPACOB.KY.Equity","AISMERC.KY.Equity","AJAOPAR.KY.Equity","AKABONA.KY.Equity","AKAMFDA.KY.Equity","ALASOPP.KY.Equity","ALCINDA.KY.Equity","ALLIVFD.AU.Equity","ALTACIF.MP.Equity","APEXGCE.US.Equity","APSASPH.KY.Equity","APSCHIA.KY.Equity","APSCHIN.KY.Equity","ARASALP.KY.Equity","ARCJVAB.KY.Equity","ARMACRO.KY.Equity","ARNASIA.KY.Equity","ASCREHA.KY.Equity","ASEASCF.KY.Equity","ASUKTII.KY.Equity","ATCHSTA.KY.Equity","ATHASIE.SP.Equity","ATLRIVR.KY.Equity","CAMAMAP.KY.Equity","CAMCCGA.KY.Equity","CAMGCSM.KY.Equity","CCASIAU.KY.Equity","CCIOIGF.KY.Equity","CDIFORD.VI.Equity","CEASOPP.AU.Equity","CHCIMPE.KY.Equity","CHEAGLE.KY.Equity","CHINABS.KY.Equity","CLARCOB.BH.Equity","CMCHCSF.KY.Equity","CMSPRGS.KY.Equity","CMTFGRC.KY.Equity","CNALPHA.KY.Equity","CSVCHNO.VI.Equity","DALAOFF.KY.Equity","DALGCHI.KY.Equity","DBDHAAB.KY.Equity","DORASPS.KY.Equity","DRAGALT.KY.Equity","EDAF001.KY.Equity","ENAMIND.KY.Equity","EPICJPF.KY.Equity","EUPIRAQ.KY.Equity","EVENSTR.KY.Equity","EWADVJM.KY.Equity","FMGMONA.BH.Equity","FORASMA.KY.Equity","FOUCHOP.KY.Equity","FRTNHDG.KY.Equity","GAAOPPO.KY.Equity","GAMCOFA.KY.Equity","GBAMBOO.KY.Equity","GHKNCVF.KY.Equity","GLDCHPL.KY.Equity","GLXCDVA.KY.Equity","GOLDCHI.KY.Equity","GREASHI.KY.Equity","GRECVPD.MV.Equity","GRNDRGN.KY.Equity","GRSPOPA.KY.Equity","HADOHV1.VI.Equity","HARMFDR.KY.Equity","HARUSFD.KY.Equity","HJELSFJ.KY.Equity","HKPTRLP.US.Equity","INDMAXG.MP.Equity","INDSMLI.MP.Equity","INFCOPP.KY.Equity","IONISRL.KY.Equity","IVMAOPP.KY.Equity","JAPCHLP.US.Equity","K2AARFA.AU.Equity","KAMWANG.KY.Equity","KARSTAR.US.Equity","KINGSMD.KY.Equity","KISCUSD.KY.Equity","KISGLMS.AU.Equity","KKSPCFA.KY.Equity","KMEFUSD.KY.Equity","KNIASPR.VI.Equity","KOMOFUN.KY.Equity","LBNCHPO.KY.Equity","LEGCHNA.KY.Equity","LHASTRF.KY.Equity","LIMJAPA.KY.Equity","LUASVAL.KY.Equity","LYNASIA.KY.Equity","MIDASEQ.KY.Equity","MNJAPAR.KY.Equity","MQASALA.AU.Equity","MQASLSF.KY.Equity","MWJDA2U.ID.Equity","MWJMA1U.ID.Equity","NAVASIA.KY.Equity","NAVYILD.KY.Equity","NEWHBAS.KY.Equity","NHINDIA.MP.Equity","NORASXD.KY.Equity","NTADUSA.KY.Equity","NTASIAN.KY.Equity","OCMFUND.KY.Equity","OCTAPAF.KY.Equity","OPTJAPT.AU.Equity","OPTPJAI.BH.Equity","OZASIAM.KY.Equity","PANGOLN.KY.Equity","PANNOTI.VI.Equity","PASINLD.KY.Equity","PASINLP.US.Equity","PELAALA.NA.Equity","PENASEF.AU.Equity","PENASEU.KY.Equity","PHALJAM.US.Equity","PPASIAS.KY.Equity","PPCHINA.KY.Equity","PRABRHY.KY.Equity","PRUENHN.KY.Equity","PSAARFL.KY.Equity","PXPVEEF.KY.Equity","QDSPJPA.KY.Equity","QIEFMLB.MP.Equity","QUACHFA.KY.Equity","QUPANEF.VI.Equity","REALRTA.ID.Equity","REGCADY.KY.Equity","RMBJOPP.US.Equity","ROCIMAS.KY.Equity","RVCCLSA.KY.Equity","RVCUSCA.KY.Equity","SECZENU.ID.Equity","SENTCAP.KY.Equity","SENTCRE.KY.Equity","SENVISR.US.Equity","SERICAB.KY.Equity","SMCCNMI.KY.Equity","SPALSAI.BH.Equity","SPASJFA.KY.Equity","SPCHOPA.KY.Equity","SPGRCHC.KY.Equity","SPHERAN.VI.Equity","SPHRILS.VI.Equity","SRGJPPH.KY.Equity","START22.KY.Equity","STEVJPY.GU.Equity","SVGRCMN.KY.Equity","TANTALF.KY.Equity","TELLGNT.KY.Equity","TICHVIA.KY.Equity","TK5YRGA.CH.Equity","TKFUNDS.CH.Equity","TKPROST.CH.Equity","TKYJULB.CH.Equity","TKYJULS.CH.Equity","TOCCATA.KY.Equity","TROPHY1.KY.Equity","TTJPFJP.KY.Equity","UGFMSTA.KY.Equity","UGHDSOA.KY.Equity","UMJKOTA.KY.Equity","VAPAHED.KY.Equity","VERAIUS.ID.Equity","VISFICH.KY.Equity","VITCHBA.KY.Equity","WFASREC.KY.Equity","WFASSCF.KY.Equity","WYCAASV.KY.Equity","YECYOSP.KY.Equity","ZEALCHI.KY.Equity","ZENUSOF.KY.Equity"
"13",0.041413,0.01682,0.017817,0.016113,0.001119,0.023933,0.116811,0.026076,0.026417,0.130883,-0.00128,0.083381,0.0276,-0.016613,0.044964,0.013286,0.043024,0.092268,0.052088,0.040598,0.015079,0.095271,0.007884,-0.002937,0.036131,8e-05,-0.009006,0.037542,0.031762,-0.030236,0.035242,0.039483,-0.015256,0.062112,0.013131,0.052438,-3e-06,0.040884,0.022022,-0.007513,-0.008868,0.060292,0.028603,0.0386,-0.001124,0.003631,-0.002415,-0.010974,0.095609,0.001953,-0.05909,0.040387,0.011667,-0.030342,0.0073,0.004322,0.028894,0.068954,-0.009418,-0.03204,0.005165,0.032973,-0.012006,0.028666,-0.036628,0.032612,0.027058,0.003771,0.0334,0.003313,0.002998,0.019492,0.003122,0.072,0.091312,0.013626,0.006771,0.062688,0.074003,0.021447,0.041214,0.001494,0.011211,0.0103,0.0118,0.007734,-0.005856,-0.002282,-0.001962,0.029306,0.035355,0.003239,0.013779,0.049679,0.039931,-0.010178,0.028235,-0.015433,-0.0126,0.024079,0.012773,0.053942,0.059722,0.034756,0.141205,0.001646,0.048208,0.048223,0.076811,0.000641,0.082062,0.063656,0.0145,0.047076,0.026876,0.068,0.0632,-0.010505,0.008773,0.010657,-0.0045,0.009642,-0.006444,0.0858,0.022669,0.044608,0.05313,-0.031084,0.118323,0.072974,0.040722,0.024095,-0.135079,0.055282,-0.008456,0.016056,0.016056,0.054046,0.016099,0.016099,0.0492,0.013311,0.055823,0.039761,0.052261,0.100011,0.019909,0.029455,0.029587,0.082531,0.059904,0.09606,0.00755,-0.0219,0.0254,0.035287,-0.001487,0.026374,0.055169,0.049341,0.013935,0.006866,0.053457,0.021838,0.040222,0.046355,0.023503,0.01265,0.017321,0.036111,-0.017615,0.020162,0.025962,0.019487,0.028764,0.028662,0.03117
"14",0.011214,0.024014,0.034888,0.016503,-0.045794,0.025146,-0.008506,-0.003751,0.03885,0.101971,0.002928,0.059859,-0.0126,0.069337,-0.008854,-0.024754,0.02786,0.013268,-0.001169,0.023945,0.017518,0.072043,0.022823,0.010781,0.032621,0.071923,0.030072,0.018223,0.046078,0.033472,0.002972,0.037356,0.022873,0.022102,0.020485,0.024476,-2e-06,0.013537,0.028205,0.031193,0.009822,-0.008038,0.018499,0.0013,0.01822,0.033982,0.038672,0.0422,0.049468,0.009121,0.084854,0.02542,0.018758,0.031292,0.0047,0.016751,0.044018,0.015661,0.001543,0.053565,0.072965,0.034,0.057241,0.015541,-0.014743,0.049932,0.050332,0.004142,0.0496,0.004123,0.003735,0.05162,0.021936,0.052239,0.106434,0.032524,0.010855,0.02,0,0.036029,0.009705,NA,0.052876,0.013,0.0144,0.00854,-0.009817,-0.001372,0.078209,0.07749,0.059535,0.003013,-0.00275,0.028141,0.04647,0.020036,0.004079,0.012474,0.0081,NA,0.023638,0.013022,0.032765,0.023248,0.077673,-0.0046,0.017201,0.017401,0.073624,0.00247,-0.026174,0.014223,0.0047,0.042186,0.032873,0.1137,0.1101,0.016053,0.011004,0.011769,-0.0081,0.01831,0.009436,-0.0155,0.016687,0.023604,0.022292,0.024269,0.114148,-0.011928,0.01682,0.013496,-0.035167,0.0106,0.057579,0.01615,0.01615,0.017892,0.014693,0.014693,0.0131,0.009497,-0.003809,NA,0.001637,0.025159,0.021526,0.020557,0.020333,-0.02071,0.003518,-0.016458,0.019713,0.0186,0.0381,0.011858,-0.023227,-0.017104,-0.017005,-0.029888,-0.008001,0.037883,-0.007683,0.002377,0.005505,-0.004873,0.013616,0.027795,0.018749,-0.012088,0.003151,0.012931,0.018092,0.015739,0.018726,0.021434,0.03098
"15",0.031125,0.017066,0.052105,0.000746,0.050217,0.039263,0.03331,0.01403,-0.038469,0.008191,0.028376,0.004419,-0.0041,0.020821,0.030509,0.026439,-0.017384,0.016687,0.018085,-0.014916,0.00427,0.097902,-0.001219,-0.008061,-0.031065,0.018688,-0.018815,0.02192,0.062319,-0.008714,0.008826,-0.031494,0.049639,0.028692,0.038721,0.042662,-2e-06,0.049985,0.057217,0.04856,0.031496,0.029683,0.0189,0.0255,0.011827,0.041751,0.024898,0.026661,0.011467,-0.01097,0.022926,0.018261,-0.027414,-0.044318,0.0173,0.01053,0.051455,0.045802,0.07367,0.0939,-0.003828,0.030338,0.063731,0.013645,-0.035104,0.044681,0.064738,0.001941,0.0021,-0.070845,-0.07004,NA,0.018787,0,-0.018519,0.037799,0.037035,-0.012676,0.018,0.049167,0.029927,0.060272,0.118171,0.0149,0.0182,0.01002,-0.014871,0.032524,-0.137586,0.070557,0.052196,0.002432,-0.000902,0.032436,-0.083615,-0.00821,-0.00201,0.011915,0.0084,0.032717,-0.003046,-0.012257,-0.004442,0.007228,-0.02732,-0.056286,0.007571,0.00761,0.058637,-0.00073,0.010338,0.033272,0.0204,-0.024485,0.043077,0.1104,0.1078,0.022437,0.004389,0.001429,-0.0186,0.004916,0.015953,-0.0124,0.004292,0.006184,0.028883,0.044628,-0.012195,0.028517,-0.015556,0.008901,0.082998,0.0338,0.034237,0.006899,0.006899,0.016465,0.002704,0.002704,0.1068,0.001496,0.052688,0.029158,0.012805,0.049301,0.036967,0.031206,0.029955,0.0638,0.022033,0.00339,0.033484,0.0575,0.0387,0.082577,-0.014487,0.013971,0.020003,0.012311,-0.003447,-0.039926,0.082011,0.004646,-0.061742,-0.06923,-0.011213,0.024613,0.037396,0.049823,0.004442,0.012454,0.007709,0.034527,0.047128,0.010134,0.025451
"16",0.001175,0.025263,0.02451,0.007311,0.004628,0.005623,0.049585,0.023419,-0.04191,0.060148,-0.000256,0.054801,0.0071,0.003984,-0.011393,-0.009737,0.001067,0.028545,0.010737,0.000601,0.011931,0.052524,0.047433,0.025569,-0.014911,0.024755,0.002399,0.023742,0.026798,0.005763,-0.001717,0.007817,0.011634,0.022493,-0.010625,0.027005,-1e-06,-0.016382,-0.014365,-0.025002,0.025836,0.01788,0.024198,0.0303,0.009184,0.014259,0.02078,0.018435,0.046184,-0.001046,0.053826,0.018791,0.015706,0.035982,0.0254,0.032208,0.004663,-0.055912,-0.020173,-0.027755,-0.007837,-0.002108,0.022332,0.006545,-0.019022,0.006532,0.052354,0.007178,0.0448,0.140856,0.13805,0.075267,0.026688,0.028369,0.025997,0.010117,0.01455,-0.027482,0.037002,0.009258,0.020051,0.04283,0.010383,-0.0031,-6e-04,0.008074,-0.05099,0.023514,-0.01544,0.042462,0.037622,0.003211,0.010988,0.003959,-0.056139,0.002515,0.005034,0.021067,0.016,0.032831,0.016951,-0.021489,0.001275,-0.025042,0.02911,-0.011489,-0.000446,-0.000413,0.021928,-0.003105,0.015689,0.016784,0.0163,-0.017227,-0.032913,0.1183,0.1184,0.001679,0.012235,0.010188,0.0178,0.003862,0.006813,0.0978,0.020994,0.003346,0.004276,0.038838,0.029891,0.028568,-0.010423,0.018069,0.043086,0.0215,0.039519,0.005803,0.005803,0.016592,0.00609,0.00609,0.0516,0.010121,0.008014,0.021309,0.018561,-0.021651,0.035001,-0.000426,-0.000375,0.052528,0.029601,0.028732,-0.008584,0.0208,0.0229,0.019495,-0.012524,-0.013536,-0.020917,-0.00694,0.005352,-0.017956,-0.180124,0.005342,0.056318,0.06994,0.011916,0.031435,0.041206,0.021373,0.009383,0.010798,0.0086,0.022421,0.027865,0.004949,0.058293
"17",-0.02338,0.021943,0.002963,0.002706,0.100464,0.005907,-0.013202,-0.007784,-0.022411,-0.052916,-0.010855,-0.041739,-0.0077,0.020923,-0.042253,0.054974,-0.047026,-0.002974,-0.034489,-0.045298,0.002846,0.007121,0.009547,0.006461,-0.026448,0.008699,0.006158,0.031823,0.026326,-0.052397,0.050423,-0.012515,-0.033455,0.041277,-0.038678,-0.043825,-3.4e-05,-0.034878,-0.068015,-0.028168,-0.02289,-0.007962,0.0477,0.026,0.006455,-0.009156,-0.058647,-0.014968,-0.04573,0.022346,0.05462,0.001016,0.035621,-0.037333,-0.031,-0.015553,0.017173,-0.057832,-0.018598,-0.05398,0.08607,-0.014894,-0.001245,0.010936,0.00113,-0.038285,-2.5e-05,-0.007373,0.0282,0.374005,0.373874,0.056818,0.027678,-0.062069,-0.048336,-0.014824,-0.007394,-0.05363,0.015002,-0.016308,0.010867,-0.0728,0.005576,0.0066,0.0117,0.010067,0.060092,0.008236,0.038365,0.016563,0.042931,0.003414,-0.000473,0.002315,0.010763,0.003345,-0.006272,0.006668,0.0027,-0.003116,0.01689,-0.034643,-0.024825,-0.04389,-0.068349,0.029849,-0.02515,-0.025023,0.035088,-0.028263,-0.0591,-0.032321,-0.031,-0.021574,-0.008375,-0.0033,-0.0064,-0.003006,0.01977,0.016135,0.0111,-0.000705,0.012051,-0.0148,0.07207,0.009543,0.090337,-0.064603,-0.051486,-0.023554,-0.009977,-0.024889,-0.056283,0.008411,0.026025,0.005043,0.005043,-0.02248,0.000173,0.000173,0.0187,-0.004421,-0.008145,0.00353,0.006866,0.028262,0.020367,-0.022007,-0.022131,-0.090708,-0.008953,-0.032171,-0.018083,-0.0228,-0.0072,-0.033925,0.005141,-0.000817,0.016714,-0.015516,-0.00396,0.000417,-0.127357,0.016035,-0.052812,-0.065416,0.010581,0.004313,-0.011457,0.149539,0.036756,-0.02177,-0.02469,0.047655,-0.022643,-0.019576,-0.004156
"18",-0.000277,-0.000428,0.076919,0.010562,0.079414,0.054103,-0.00492,-0.005662,0.060619,0.03493,0.001752,0.052045,0.0343,-0.033058,-0.030781,-0.051312,0.022622,-0.031382,0.019507,0.022834,0.005361,0.10421,-0.012334,0.016353,0.031048,0.097862,-0.017905,-0.010213,0.035734,-0.026929,0.035365,0.020397,0.000541,-0.011216,0.015167,0.008333,0.00194,0.035022,0.022653,-0.003827,0.034848,0.03163,-0.0106,-0.0049,0.006104,-0.013828,0.066913,-0.00053,0.057403,-0.00403,-0.03951,0.036334,0.009732,0.020066,0.0047,-0.011138,0.016329,-0.002954,-0.034379,0.048944,0.005925,0.043497,-0.027533,0.049846,0.025223,0.021799,0.060028,0.01443,-0.0303,-0.021008,-0.021133,-0.04991,0.037378,0,0.03007,0.03172,0.016627,0.031168,-0.013,0.008922,0.050589,0.02032,-0.051176,0.0156,0.0176,0.003643,0.015672,0.005589,0.108286,0.024155,0.018952,0.003189,-0.009245,-0.000695,0.095771,0.007918,-0.005829,-0.000623,8e-04,-0.005411,-0.002822,0.059596,0.062663,0.032385,0.066653,-0.002452,0.050109,0.050133,0.035755,-0.005468,-0.027123,0.006255,0.0052,0.049098,0.044432,0.1461,0.1464,0.002369,0.004826,0.004364,0.0211,0.027461,0.010815,0.1126,0.018217,0.024969,0.05416,0.034532,0.048062,0.078321,0.017779,0.02716,0.010017,-0.024886,0.034466,0.005222,0.005222,-0.023481,0.006743,0.006743,0.0469,0.004018,-0.020504,-0.016118,-0.020918,-0.016703,0.008754,0.028026,0.0275,-0.065037,-0.030894,-0.069937,0.040143,0.0441,0.0444,0.059667,0.014566,-0.016022,-0.001188,0.007554,0.010624,NA,-0.035807,-0.00217,-0.030182,-0.033354,-0.022011,0.01231,0.001989,-0.128333,0.100794,0.0386,0.055471,0.02617,0.053152,-0.00763,0.001292
"19",-0.048724,-0.001285,0.043485,0.005166,-0.061259,-0.0231,-0.003389,-0.00439,0.018741,0.158341,0.000798,0.049332,-0.0107,-0.013615,-0.036137,-0.04075,0.025203,0.005748,-0.004143,0.02396,9e-05,0.120092,-0.0178,0.004767,0.011308,-0.073947,0.011268,-0.004727,-0.051224,-0.045111,-0.035388,-0.000906,-0.038378,-0.032243,0.013072,-0.01405,-1.7e-05,-0.071401,-0.009566,-0.010421,0.001215,-0.043154,-0.016398,-0.0301,0.004695,0.051437,-0.081538,0.008928,0.108455,0.003772,0.008364,0.000845,0.005611,-0.052203,-0.0097,-0.036717,-0.001039,-0.017778,-0.059045,-0.041178,-0.012431,-0.032883,-0.034652,-0.047549,-0.006753,-0.021371,-0.053741,0.004062,0.0207,0.069773,0.069564,0.035832,-0.002534,0.110294,0.148333,-0.055183,0.004612,0.006341,0.009,-0.037428,-0.043112,NA,-0.007264,0.0062,0.007,0.005303,-0.076822,-0.008551,0.057196,-0.029047,-0.011957,0.003109,0.000477,-0.037591,0.047589,0.016537,0.001631,-0.019885,-0.0222,-0.013494,-0.005916,0.019655,0.006142,0.035908,0.050373,-0.046673,0.017492,0.017606,-0.050982,-0.006067,0.003668,-0.011155,-0.0406,0.027147,0.008308,0.1826,0.1841,0.00134,-0.012638,-0.013162,-0.0188,-0.018859,-0.042139,-0.0515,-0.019023,-0.037618,0.049283,-0.026735,0.136245,-0.064269,-0.0019,-0.013463,-0.037833,0.003189,-0.063004,0.004882,0.004882,0.027971,0.010563,0.010563,-0.0011,-0.004591,-0.075046,-0.015742,-0.024379,-0.024402,0.018514,0.00355,0.003877,-0.023875,-0.017731,-0.026561,0.00605,-0.0508,-0.0521,-0.094532,0.003889,-0.029742,-0.064583,-0.017258,-0.000516,0.059296,-0.037521,-0.006767,-0.02615,-0.027817,0.022621,-0.054299,-0.043239,-0.065639,-0.005056,0.026152,0.018459,-0.013346,-0.016466,-0.046372,-0.010989
"20",-0.0173,0,-0.018402,0.00719,0.034918,-0.019161,-0.021573,-0.003515,0.01273,0.006671,0.000213,0.009002,-0.0156,0.02912,-0.00496,0.00344,0.022713,-0.01728,-0.010512,0.019734,0.009812,-0.1187,0.011126,-0.012989,0.010412,-0.129557,-0.016072,-0.012615,-0.061686,-0.045276,-0.03058,0.003334,0.006906,-0.016137,0.005946,0.040235,-0.205209,-0.008872,-0.000498,-0.002059,-0.011214,-0.06709,-0.018802,-0.0152,0.011484,0.019941,-0.030763,-0.003592,-0.006529,0.010454,0.022774,0.001316,0.021138,-0.002195,-0.0185,0.011847,-0.028135,-0.029998,-0.041855,-0.044796,-0.057417,-0.041019,0.020878,-0.021855,-0.003719,-0.000765,-0.029169,-0.003357,-0.0226,0.064341,0.064296,-0.026492,-0.045888,0,0.008978,-0.076763,-0.014391,0.010712,-0.008,-0.002075,-0.04014,0.160396,-0.025315,-0.0102,-0.0077,0.007088,0.023826,0.007762,0.01082,-0.056876,-0.048099,0.003169,0.005511,-0.000468,-0.002581,-0.01454,0.001673,0.022834,0.0226,-0.004834,0.008323,0.003559,-0.007936,0.000337,0.042048,0.010057,0.032436,0.032644,-0.013487,-0.000858,-0.016813,-0.00563,-0.0267,0.030342,-0.021752,0.0588,0.0573,-0.011871,-0.004267,-0.005949,-0.0527,-0.033541,-0.009643,0.0218,-0.011005,-0.014822,-0.029777,-0.022706,-0.017255,-0.074692,-0.000216,-0.025118,0.294282,-0.031045,-0.076128,0.003058,0.003058,-0.025059,0.007308,0.007308,-0.089,0.003517,-0.012185,-0.014124,0.004874,0.056241,-0.055588,-0.016786,-0.0189,-0.035311,-0.011135,-0.021514,-0.014244,-0.0385,-0.0476,0.016361,0.009949,-0.002483,-0.016972,0.008485,0.014971,0.02782,-0.131187,0.019831,0.014422,0.010638,0.005516,-0.017045,-0.02137,0.039468,0.004517,-0.026945,-0.010378,-0.017599,-0.03631,-0.017247,-0.011234
"21",0.006429,0.003287,0.029509,0.015453,-0.020465,0.023411,-0.009287,-0.009447,0.026439,0.135241,0.02633,0.046126,-4e-04,0.020707,0.014919,0.013651,0.01779,0.008204,0.003856,0.015063,0.015928,-0.076367,-0.002002,0.030525,0.003803,0.074823,0.028988,-0.009414,0.017193,-0.001569,-0.000296,0.019489,0.001196,-0.009629,0.018291,-0.008864,-4e-06,-0.020567,0.021794,0.016506,0.01591,0.004676,-0.0188,-0.0213,0.012051,0.129423,0.011672,0.01231,0.086153,0.008452,0.008891,0.025668,0.011958,-0.0588,0.0032,0.007585,0.02616,0.016068,-0.024596,0.013883,0.003423,0.018766,-0.0041,0.021073,-0.005344,0.011029,0.057111,0.002095,0.0012,-0.108548,-0.110989,NA,0.048337,0.112583,0.174565,0.008586,0.006394,0.000623,0.012998,0.003623,0.007741,0.187905,0.007766,NA,NA,0.004506,-0.057312,0.002567,-0.008231,0.010051,-0.00122,0.003089,0.013071,0.005457,-0.007594,-0.002683,0.002988,0.013535,0.0108,-0.002712,-0.005358,0.000886,0.019077,0.033711,0.025749,-0.007246,0.035332,0.03536,0.016313,0.013746,0.031227,0.021114,0.002,0.030397,0.025562,0.1813,0.1831,-0.014619,0.001628,-0.000398,-0.0177,-0.004215,0.005528,0.1821,0.00411,0.008858,-0.032115,0.006174,0.116529,0.020192,0.016336,0.015078,-0.024676,0.001917,0.033348,0.013263,0.013227,0.021202,0.0151,0.0151,0.013,0.004663,0.002069,-0.006957,-0.015371,0.017402,-0.008935,0.005192,0.005091,0.051451,-0.026209,0.056195,0.004178,-0.0291,0.0149,-0.035483,0.013355,0.005494,0.035316,0.015457,0.013542,0.012631,-0.008423,NA,0.004721,0.006333,0.031292,-0.004868,0.021208,0.047456,0.005246,0.04975,0.030288,-0.009508,0.077202,-0.006454,0.035364
"22",0.02044,0.024714,0.034541,0.009683,-0.062236,0.037646,0.071597,0.046961,0.008965,0.076545,-0.072131,0.043869,0.0085,0.007354,0.013195,0.017111,0.028981,0.049919,0.023697,0.025081,0.010612,-0.016091,0.033516,0.037784,0.011211,-0.025927,-0.016146,0.024542,0.020809,-0.020924,-0.014455,0.007817,-0.016807,0.020763,0.010147,0.026016,-0.000313,0.040039,0.005742,0.000406,0.036584,-0.019623,0.0134,-0.0082,0.015023,0.055581,0.0609,0.028316,0.067786,0.020384,-0.14996,0.019059,0.026809,-0.013812,-0.0043,0.053908,0.019746,0.005271,-0.008797,0.026706,0.046355,0.013246,-0.014246,0.036007,0.005201,0.028712,0.050073,0.002038,0.0463,0.035497,0.036656,0.043545,-0.003166,0.005952,0.054829,0.037634,-0.012436,-0.009969,0.064001,-0.022548,0.027922,NA,0.033136,0.007001,0.01162,0.006746,-0.032424,0.008963,-0.025148,0.021457,-0.015621,0.00301,0.03007,0.020468,9.4e-05,0.010242,0.006747,-0.05495,0.0089,0.017659,0.005632,0.021848,0.021135,0.016369,0.046442,0.050345,0.028283,0.028286,0.011445,0.007392,0.04398,0.045525,0.024,0.001086,0.016531,0.2021,0.2089,0.014553,-0.039528,0.009281,0.013,0.035117,0.02749,-0.0018,0.007492,0.005476,0.016345,-0.00872,0.062674,0.029839,0.041023,0.015138,0.059911,0.072869,0.017467,0.015252,0.01521,0.054218,0.012383,0.012383,-2e-04,0.018337,0.031272,0.024782,0.017623,0.011736,0.023711,0.003919,0.004228,0.040046,0.028689,0.054029,0.00335,0.0322,0.0218,0.013033,0.005982,0.018866,0.044368,0.020809,0.007527,-0.003132,-0.014517,0.023833,0.030008,0.025227,0.046572,0.025069,0.025371,0.035651,0.011369,0.034981,0.030132,0.007463,0.02085,0.003834,0.007504
"23",0.049981,0.027315,0.017509,0.006578,0.014294,0.004745,0.009767,0.003171,0.019461,0.037558,0.045177,0.020133,0.0418,0.01958,0.110802,0.029597,0.037197,0.01586,-0.000137,0.031053,0.011192,-0.004053,0.030881,0.026969,0.009383,0.08416,0.019302,0.041129,0.02998,-0.027141,0.028393,-0.004365,0.033703,0.00565,0.06606,-0.004754,4e-05,0.031279,0.085411,0.094952,0.083499,0.051689,0.0103,0.0305,0.005304,-0.03085,-0.023008,0.050173,-0.027382,-0.001971,-0.108072,0.010114,-0.010332,0.023055,0.0033,0.05743,0.045855,0.089987,0.007429,0.073545,0.083354,0.063474,0.027058,0.061741,-0.011915,0.023639,-0.0348,-0.100766,0.054,-0.019449,-0.020156,0.01527,0.034774,-0.005917,-0.024994,0.0462,-0.010004,0.040906,0.026,0.054008,0.01886,NA,0.07144,0.0057,0.0091,0.009426,0.113861,-0.004653,0.096147,-0.018641,-0.042774,0.003001,0.001061,0.021738,0.052482,-0.009831,0.001175,0.019977,0.016,0.011536,0.005529,0.009824,-0.005322,0.025411,0.062889,-0.008347,0.016017,0.016034,0.021425,0.001589,-0.191298,0.00628,0.0241,0.029563,0.03481,0.1261,0.1277,-0.004426,0.011758,0.008622,0.0105,0.022489,0.034404,-0.0188,0.012961,0.000667,0.037472,-0.005701,-0.006915,0.009239,0.019079,-0.002584,0.002532,0.012849,0.004824,0.008682,0.008668,0.004307,0.016746,0.016746,-0.0289,0.014116,0.050114,0.022724,0.0135,0.064967,0.063693,-0.011495,-0.012678,0.019086,-0.030194,0.008529,-0.003536,-0.0384,-0.0276,0.041749,0.001905,0.040469,0.000203,0.044168,0.012763,0.016575,0.046074,-0.01511,0.103348,0.135428,0.020642,0.025052,-0.01758,0.085824,0.013452,-0.005643,-0.003064,0.044328,-0.017045,0.025283,0.02008
"24",0,0.033287,0.038351,0.006425,0.079111,0.028117,0.016369,NA,-0.000854,0.045414,0.004349,0.025314,-0.0211,0.017936,0.006274,0.049381,0.018395,0.01265,0.011904,0.015812,0.007222,0.066228,0.021341,-0.008699,0.002284,0.009154,-0.023732,-0.022029,0.002161,-0.014903,0.001472,-0.014415,-0.004938,-0.007866,0.015958,-0.003185,-3.7e-05,0.033171,-0.007622,-0.005633,0.03541,-0.006889,0.010499,0.0012,-0.00011,0.010995,0.048087,0.013754,0.054399,-0.003555,0.041097,0.010506,0.030258,0.014111,-0.0085,0.04538,0.02443,-0.028554,-0.00659,0.004878,-0.016996,0.015532,-0.009596,0.030872,0.004755,-0.00018,0.024496,0.005754,0.0046,0.073305,0.07602,NA,NA,0.029762,0.008053,-0.027239,0.020005,0.009674,0.018992,0.004825,0.016028,0.061174,0.009514,-0.003599,-0.001,0.006555,0.147692,0.008075,-0.000466,0.022735,-0.02838,0.00327,-0.006458,-0.001311,0.022994,0.008377,0.010041,0.020223,0.0198,-0.002499,0.010415,-0.002575,-0.01308,-0.006479,0.066239,0.042131,0.042565,0.042583,0.031527,0.00014,-0.010248,-0.009807,-3e-04,-0.024108,0.004191,0.1773,0.1841,0.009775,0.005987,0.004459,-0.0061,0.027681,0.001066,-0.0169,0.015566,0.009444,0.048675,0.070446,0.031209,0.003118,0.007032,0.023844,0.073963,0.042891,0.029699,0.008746,0.008726,0.006453,0.00218,0.00218,0.0303,0.00435,0.018597,0.005865,0.020047,0.006598,0.002597,0.01378,0.0151,-0.016373,0.001428,-0.021593,-0.031817,-0.0248,0.01,-0.006522,0.005008,0.017958,0.021312,0.008315,0.007623,0.001812,-0.022472,-0.013663,-0.002385,-0.005147,0.024188,0.000873,0.023105,0.051783,-0.031094,0.036088,0.027089,0.059256,0.02634,-0.005653,-0.028219
