"","time","event","date","broker","name","is_forced","newtp_to_px","oldtp_to_px","chg_tgt","newtp_avgtp","chg_2d","chg_5d","char_newrating","newrating","oldrating","chg_rating","score"
"1","A","TP+ ","05/14/2018","HSBC","EXXON MOBIL CORP","","8.26771653543308","4.57677165354331","3.52941176470588","1.87431262897315","0.579551","3.281517","","5","5","","1.5"
"2","A","TP+ ","05/14/2018","Argus Research Corp","NVIDIA CORP","Forced","17.864298903862","10.0066789769379","7.14285714285714","9.20857444616676","-1.5981282","4.056987","","5","5","","1.5"
"3","A","TP+ ","05/14/2018","Keefe, Bruyette & Woods","SONY FINANCIAL H","","26.2135922330097","18.9320388349514","6.12244897959184","21.6374269005848","-2.0270088","-0.766907","","5","5","","1.5"
"4","A","TP+ ","05/14/2018","Commerzbank","ARCELORMITTAL","","35.335864003961","28.7341145403532","5.12820512820513","21.9868784620527","2.47579526","2.4346151","","5","5","","1.5"
"5","A","TP- Downgrade","05/14/2018","Jyske Bank","AP MOLLER-B","","4.91177873152122","9.68049594659037","-4.34782608695652","-9.64552473016588","0.5135429","3.073892"," sell","1","5","-4","-1.5"
"6","A","TP+ Upgrade","05/14/2018","Goldman Sachs","CHINA HONGQIAO","","22.1198156682028","15.2073732718894","6","-0.263457458750538","-1.4452254","-3.159404"," buy/attractive","5","3","2","2.5"
"7","A","TP+ ","05/14/2018","Independent Research GmbH","ARCELORMITTAL","","8.92886614952961","2.32711668592176","6.45161290322581","-1.81543928664051","2.47579526","2.4346151","","3","3","","1.5"
"8","A","TP+ ","05/14/2018","Exane BNP Paribas","ARCELORMITTAL","","43.5880508334709","32.0349892721571","8.75","29.4251027585193","2.47579526","2.4346151","","5","5","","1.5"
"9","A","TP+ ","05/14/2018","Iwai Cosmo Securities Co. Ltd","KDDI CORP","","11.6751269035533","1.5228426395939","10","-2.36686390532544","0.869843","0.190896","","3","3","","1.5"
"10","B/D","TP- ","05/14/2018","Global Mining Research Pty Ltd","NORILSK NICKEL","","12.4227093872962","14.500402848042","-1.81457305744428","-1.00458433848698","-1.8630632","-5.307493","","4.2","4.2","","-0.5"
"11","B/D","TP- Downgrade","05/14/2018","Credit Suisse","BOLIDEN AB","","3.67577756833175","8.38831291234683","-4.34782608695652","6.55903128153381","1.34030678","0.2574"," neutral","3","5","-2","-1.5"
"12","A"," ","05/14/2018","J.P. Morgan","WESTERN DIGITAL","","52.2842639593909","","","3.9461035477302","-0.663283","-0.447318","","5","","","1"
"13","B/D","TP+ ","05/14/2018","Jefferies","ARCELORMITTAL","","22.1323650767453","15.5306156131375","5.71428571428571","10.0857195877061","2.47579526","2.4346151","","5","5","","0.5"
"14","A","TP- ","05/13/2018","Stifel","CATERPILLAR INC","","12.3595505617977","13.651039648715","-1.13636363636364","0.882281516357497","0.364919","3.386177","","3","3","","0.5"
"15","B/D","TP- ","05/13/2018","Hana Daetoo Securities","SAMSUNG ELECTRON","","27.7445109780439","27.7445109780439","0","-7.41410488245932","-3.3919293","-4.0666576","","5","5","","0"
"16","B/D","TP- ","05/13/2018","BOCOM International Holdings","GCL-POLY ENERGY","Forced","10.5263157894737","41.0526315789474","-21.6417910447761","-21.2044431626008","-2.375458","-4.093224","","3","3","","-0.5"
"17","A","TP- ","05/13/2018","CICC","NETEASE INC-ADR","","22.1516623085544","49.4209936496078","-18.25","-2.65068419846689","1.871916","3.997542","","5","5","","0.5"
"18","B/D","TP+ ","05/13/2018","Goldman Sachs","INPEX CORP","","10.0513573000734","5.06236243580338","4.74860335195531","-4.37158363630322","-7.527144","-5.145439","","3","3","","0.5"
"19","B/D","TP+ ","05/13/2018","Macquarie","SUBARU CORP","","5.10089686098654","4.26008968609866","0.806451612903226","-5.49054988563803","-4.950629","-4.995148","","3","3","","0.5"
