"","mtd.ret","ytd.ret","ann.ret.5","ann.std.5","downrisk.5","drawdown.5","sharpe.5","sortino.5","inforatio.5","alpha.5","beta.5","corr.bhf.5","corr.bidx.5","omega.5","wl.5","skewness.5","kurtosis.5"
"X1798FEF.KY.Equity",-0.0183,0.103694321255396,0.0330923230667106,0.0651781040753499,0.0381378258845467,-0.111892792485222,0.431008595067972,0.736600013638783,0.218777068143068,0.00275218497230599,0.0273448637964668,0.117490536775372,0.0436979461102936,1.45354161760473,0.583333333333333,-0.217211685539516,-0.871927454487563
"X1798FUN.KY.Equity",-0.009297,0.0533067906208888,0.0170857941903673,0.0575536384849572,0.0376430320823343,-0.110990054447627,0.209991835590484,0.321063249207257,-0.0408729747430632,0.00149566822523122,0.0103387653789662,0.0947752358713557,0.018710391677243,1.26263331101661,0.583333333333333,-0.364586261630419,-0.415366903057198
"X1837PAR.US.Equity",NA,-0.198581759688842,-0.058412997818949,0.145394483062034,0.0905545352631621,-0.229708304298305,-0.436144456677171,-0.700274123594842,-0.391930594744855,-0.00578604025319925,0.45356445982481,0.398129942707476,0.32912569607058,0.777215998853214,0.388888888888889,0.116670530994504,-0.294802006373699
"X1P2FUND.VI.Equity",-0.003372,0.0392208546206607,0.0274132232937214,0.0599230947044785,0.0587035920785353,-0.051361,0.374033140381955,0.38180326791138,-0.283373221733164,0.0022715354437657,0.0264020234821288,0.0715501834822944,0.045891257933433,1.47493975771348,0.638888888888889,-1.23637053835336,2.13291689984986
"X36ONEOS.KY.Equity",NA,-0.000672628907058881,0.015967818978232,0.0513330630392389,0.0287897195652729,-0.0923048590008619,0.21365993628411,0.380963036245122,0.0249439418562587,0.000623646316767162,0.248418305548345,0.414979698909361,0.512571509206784,1.27669231224796,0.527777777777778,0.0739057086417715,-0.053239909860531
"AAAGLBA.FP.Equity",-0.00209,-0.0229280780307309,-0.0103318188267898,0.038737723106873,0.0286443556215082,-0.0825970712191039,-0.395785234575895,-0.535247468275306,-1.25112870597604,-0.00152115300237237,0.143499211147333,0.450031383010855,0.385835698093972,0.815091157644594,0.416666666666667,-0.403990202823626,1.54665091447414
"AAASYWB.KY.Equity",NA,0.0698823416771859,0.0930358669466713,0.229746307271469,0.200141934464474,-0.356209095491683,0.383187299035226,0.439867173175035,0.19247613052378,0.004900548880882,1.3019665409689,0.70878289375346,0.597890957439285,1.53615987531238,0.666666666666667,-0.4261428528238,0.749791288589871
"AAAWRNO.ID.Equity",0.098839,0.510459400646712,0.285038857581033,0.224265267634728,0.107850570235849,-0.187733924784675,1.24869472894548,2.59654498783493,0.264266809432951,0.0183968218114591,1.13982805636743,0.558204627681242,0.53856581225694,2.4745962502814,0.611111111111111,0.112375045967302,-0.693245238930951
"AABSTWO.LE.Equity",0.00417,0.119978590441083,0.0932471185848269,0.0484980107871888,0.0493588830042635,-0.0594059661799999,1.8196028487036,1.78786701022396,1.24252845230429,0.00659343033827008,0.191937230807544,0.474652885138798,0.412213568066246,4.00158970226201,0.805555555555556,-1.1000057639271,2.41545350760218
"AAS2AAF.MV.Equity",NA,0.0222045898008121,0.0460655474958038,0.119506471783151,0.106739021785083,-0.148793608005428,0.343626139095786,0.384728535160165,-0.296515586171287,0.00100006123834348,0.924388299459974,0.791069131724521,0.816081844635275,1.43028052805281,0.666666666666667,-0.635755283461193,1.78287862457222
"ABAFINE.KY.Equity",0.016359,0.0560084152536906,0.0396966587293055,0.0631102933156746,0.0343315689599638,-0.0561416690386894,0.549778125031911,1.01063422909007,0.207808979567636,0.00389195670891986,0.0964838328021949,0.237592497870536,0.159236026695498,1.62766784271616,0.611111111111111,0.206195102658666,-0.382321778114969
"ACAKITO.KY.Equity",0.002127,0.0435396941988127,0.104025867006306,0.0382799741049571,0.0180537204020984,-0.0251694337560001,2.58688437810313,5.48506705547496,1.5406124776029,0.009026857798444,0.137486830149996,0.360810326220262,0.374090300146211,8.71153006446973,0.777777777777778,0.281386710988653,-0.325436742643441
"ACCAPAA.US.Equity",NA,0.0465825378096638,0.059773805447245,0.183615732534448,0.113965923059715,-0.261422130841374,0.298306712018639,0.48061564348972,-0.27256055139764,0.00548687590835552,0.159641123845501,0.18188334708756,0.0916847437898227,1.35841107336554,0.527777777777778,0.0370258408699884,0.145577485726848
"ACCCAPA.LX.Equity",0.057889,0.260555529960977,0.342019164485714,0.147592632713638,0.0477056014183964,-0.054647316856,2.28344164806387,7.06456169643323,1.14056364277972,0.0241241189196109,0.311032345158458,0.285455702917761,0.219496631088438,4.119572773597,0.694444444444444,0.0361309906111848,-0.596670326770207
"ACKASPA.US.Equity",0.021,0.0510710332931221,0.0679178047946183,0.0726246460422487,0.0311376936963429,-0.0719382420890815,0.866342326240275,2.02063150239056,0.104815947361085,0.00349041946646807,0.442684264631181,0.62462723288516,0.634887885140081,1.980841264381,0.666666666666667,0.298730032413062,0.10314640039198
"ACORNDP.CN.Equity",-0.0354,-0.280040985981951,-0.107751746827232,0.135532940956978,0.0664929925621754,-0.398133646525946,-0.831913968892792,-1.69569367361232,-0.905116188850186,-0.00648052512472284,0.447148946692483,0.299690184009996,0.343632580477008,0.590722605674867,0.361111111111111,0.565921586992246,-0.213913997944827
"ACQUANY.AU.Equity",-0.002268,-0.0012398828335054,0.00401278422892393,0.014953532440451,0.011397167060283,-0.031103790741778,-0.0660189005512534,-0.0866193998784431,-0.212049247858743,0.000467731395519729,0.0249879390700957,0.227671796705301,0.174049838529924,1.22436515005544,0.638888888888889,-0.800799317988451,0.0804922579333804
"ACTCURR.KY.Equity",NA,-0.0190139936588762,-0.0442016668198604,0.042445872897699,0.0297513573404643,-0.137863035784414,-1.15916256307047,-1.65376208745078,-0.970704921478773,-0.003831181945772,0.042036842492244,0.129956473453046,0.10512672233605,0.45698412243846,0.388888888888889,-0.0641802519314344,-0.661213347428761
"ACTGVGM.GR.Equity",-0.000414,0.00991181326176926,0.00277989626739106,0.0201037065814811,0.0128504715752334,-0.036222178356362,-0.110432557479427,-0.17276437830404,-0.380300671364097,-6.96154782956489e-05,0.0635083780914031,0.433075085555133,0.329034826695735,1.11092041935604,0.527777777777778,-0.28780286895602,-0.563368437600667
"ACTGVHL.GR.Equity",0.014916,0.074276337474614,0.0828851464728584,0.12442619097173,0.116843346629112,-0.204466469917525,0.625954598984344,0.66657750500834,0.0288896743338558,0.00280306923707588,0.898807712425061,0.830690653002738,0.752388185898923,1.76452966196683,0.694444444444444,-0.859167574887948,1.54556286747143
"ACTGVML.GR.Equity",-9.6e-05,-0.000383944707538775,-0.0017216155299925,0.0016397955592666,0.00242114639997458,-0.00543943650185441,-4.09905703915843,-2.77621193417427,-0.319613171431925,-0.000178697691889705,0.00704901005019113,0.539081548048486,0.447739497417374,0.068698160836639,0.111111111111111,-3.76755984481933,13.1583424206568
"ACTGVSH.GR.Equity",0.007872,0.0354993176085021,0.0362651509855252,0.0679168799846372,0.0646458293984862,-0.131087312305333,0.460344335496527,0.483637556768006,-0.233253481920585,0.000724111495027964,0.4878209348471,0.850594887780548,0.748117288314572,1.55924750412703,0.694444444444444,-1.02312460635991,1.59904613304076
"ACTVOWN.US.Equity",0.015,0.0661354395683122,-0.0227680737433988,0.145892491100973,0.0823112553574924,-0.343836615605804,-0.190332439550849,-0.337354516375642,-0.449082021470065,-0.00482510921895777,0.754213073276708,0.632163026225282,0.538453370474623,0.940125918087103,0.472222222222222,0.133254264948656,-0.667935080700443
"ADEXDTD.GU.Equity",-0.090857,-0.209540204802228,0.14315481029363,0.277027551859876,0.158563795948799,-0.335945380329799,0.498704224060393,0.871288489701904,0.473457389772418,0.0164477761573702,0.448476607367032,0.103491662297178,0.168617953734366,1.69034827939021,0.638888888888889,0.620529299165964,0.759249565146238
"ADHARON.US.Equity",NA,0.0297272701117572,0.0317612095565223,0.0298017230468627,0.0187229827072116,-0.0255677288800001,0.897975245070253,1.42932405455967,0.446986211261016,0.00235348550746105,0.0620314709130827,0.332149231930795,0.218668711331264,2.30596093707138,0.666666666666667,0.139907947098584,0.839793046896991
"ADRIGOH.SS.Equity",0.015542,0.019374868525396,0.0333194277921323,0.0319888939918067,0.0187457346033219,-0.0237709894511545,0.885289369472596,1.51071315109272,-0.0582290180884648,0.00224423188549706,0.106523913963901,0.237688663265525,0.34684454943784,2.03187843250609,0.666666666666667,-0.466126184176096,-0.39716877339726
"ADVWALS.AU.Equity",NA,0.0176467985379669,0.0131789584867641,0.0321679096989531,0.0221752119649916,-0.0679393185678108,0.254258314056082,0.368833384757555,0.0682690245829461,0.00106966795993874,0.0184316275376422,0.27282703424,0.0608595501347254,1.36559081991884,0.638888888888889,-0.482924913850015,0.237055801698647
"AEUFDLI.KY.Equity",-0.002596,0.0861413414899337,0.0462528430821425,0.0926537346050182,0.0622666224393133,-0.147601340215879,0.445236700474114,0.662519363762642,0.0333242478961359,0.00267756128863806,0.289598630400387,0.257013905173429,0.325552142684864,1.46156643695739,0.638888888888889,-0.49824675722042,0.497081196419693
"AFRVALU.US.Equity",NA,0.0778128210331352,0.0105576436118997,0.0572868438246555,0.0364109227143692,-0.0925819608803842,0.0970143097586354,0.152636714413899,-0.345683793223623,-0.000408167576980615,0.391343305996179,0.67463318591026,0.720731850972408,1.17969306930693,0.527777777777778,0.109271547885497,0.44169487513839
"AGDIVCS.US.Equity",NA,0.0456087524365258,0.0272870003877512,0.0539197625598842,0.0302813380379967,-0.122996173152294,0.413336397077026,0.735997873006328,-0.229887689779219,0.00129079299224573,0.296327339057204,0.65517838608795,0.579821681974374,1.4695519719196,0.583333333333333,0.136276653689221,0.153999350262345
"AGF7EK1.GU.Equity",-0.247734,-0.254351688813515,-0.16886055542929,0.49046733515,0.254060878463438,-0.698113459739701,-0.354479377053964,-0.684326357055835,-0.26833611523951,-0.000755815299284726,0.933222063511671,0.167760332259651,0.198180943963277,0.914385467260437,0.472222222222222,0.079465072649456,-0.931922156574742
"AGINADV.CN.Equity",0.034,0.231810372038856,0.0735736472618158,0.174775132340388,0.104644234360591,-0.207993281991251,0.392353570805848,0.655302680370517,-0.12487020317661,0.000978517875742855,1.2375005918469,0.727509303074399,0.73748426614223,1.44921968913,0.583333333333333,0.0960830735080261,0.35929185388803
"AGLOBAL.US.Equity",NA,0.095819733428,0.0724167708501826,0.177887944330587,0.103590989235309,-0.240230608682485,0.378984484327366,0.650797635468504,-0.111602845425623,0.00260499975697099,1.37315619197506,0.832241689813586,0.818464514641001,1.40553137465395,0.555555555555556,-0.139977876593998,-0.702126597802229
"AGREDIF.US.Equity",0.0115,0.11165125767502,0.0657633205655859,0.037186344457789,0.0541547398479579,-0.0706258099022288,1.63402242009993,1.1220314368822,1.10245788687306,0.00451728750059992,0.172293774199015,0.600501061308119,0.482584179481981,3.65230136986301,0.861111111111111,-2.08998603104354,5.81142963041218
"AGSUPER.US.Equity",0,0.0363303381317595,0.0199761870759321,0.0342998158410994,0.0180061894120565,-0.0779007555578377,0.436625874182887,0.831724399494784,-0.104485424447667,0.000650421723066815,0.209470917007197,0.765448652181407,0.636090529063596,1.53595614035088,0.527777777777778,0.0628066240168249,-0.810811800368806
"AHIF1DU.KY.Equity",-0.210127,-0.243407026289447,-0.168191511684266,0.448626426487743,0.228673521279851,-0.676247037500567,-0.386048394518725,-0.757374578022586,-0.263870403117315,-0.00237855491510075,0.918821695699683,0.160029897065337,0.213320883056119,0.881906502804276,0.472222222222222,0.0895522198675956,-0.851842150707866
"AHLGFT8.GU.Equity",-0.225327,-0.259757710415912,-0.190579465634707,0.510420531429638,0.26693652634616,-0.728864669155225,-0.383173194634055,-0.732681541607691,-0.291089442369621,-0.00118130487873663,1.1190940765174,0.19671716156418,0.228362845178083,0.896733484798116,0.472222222222222,0.11635427498616,-0.850586053595102
"AHLGLFP.GU.Equity",NA,-0.0865334300055454,0.0535645456433642,0.612104770145291,0.287014406981857,-0.741461836407373,0.0793402502513366,0.169205950858189,-0.153124127812927,0.0221260526272936,0.919683734978103,0.134994986789682,0.159165102016334,1.29652438795274,0.527777777777778,0.190555281192069,-0.732247235783321
"AHPACOB.KY.Equity",NA,0.0518537068859701,0.0633329203636603,0.0333694579585527,0.0143285138479505,-0.0203856697928069,1.7480931346297,4.07110751210281,0.880786314885942,0.00436569269342246,0.223653591993795,0.719405901220329,0.707127010750904,4.50959781482528,0.694444444444444,0.550820219616804,0.105544782880761
"AHPAGIT.NA.Equity",-0.004388,-0.0296968899474309,0.00719984671063867,0.0824397988641524,0.0619514090089967,-0.125228464750309,0.026684280419748,0.035509228051927,0.00630460591698368,0.000504100582571185,0.074032123554404,0.0769538756841703,0.0935341636045454,1.10881789446746,0.555555555555556,-0.171362821842015,0.510106478028908
"AHPALES.NA.Equity",0.078404,0.316191713978765,0.186038595412815,0.265696001925652,0.190903662447843,-0.321132690344725,0.681374932632497,0.948324369954279,-0.408345339052939,0.0118135210326108,1.07463725862152,0.488514508246119,0.421273225679846,1.83791244514276,0.666666666666667,-0.154583804584991,1.35560935485445
"AHPALFS.NA.Equity",0.023173,0.0954273275912036,0.0129932797234318,0.178410390976348,0.128056740823729,-0.197711768687576,0.0448027700611421,0.06241982789828,-0.193392646828796,-0.00228380339898112,0.935708295515954,0.47122084973161,0.546269959472962,1.123154653712,0.611111111111111,-0.592150238404629,-0.37309627948676
"AHPALLM.NA.Equity",0.028146,0.155484539260005,0.107965491775024,0.149942949790912,0.124651611963764,-0.109388777543984,0.686697786848962,0.826026155241026,0.531047445301768,0.00804222346120705,0.29058340965284,0.300983922959034,0.201851391972266,1.92867487032906,0.611111111111111,-0.327276379871922,1.61723519721354
"AIMSPHG.VI.Equity",-0.027232,0.0585505697340025,0.0628420949062249,0.433309115981212,0.201240059133539,-0.456911037309631,0.133489217680648,0.28742833387781,-0.158880584563956,0.0101505674184103,0.615838359098494,0.291855663638749,0.144241065068141,1.32357371632984,0.472222222222222,1.16874918109175,2.02767006645378
"AISBALA.US.Equity",-0.013,0.0692225533919506,-0.0100833509554675,0.116386465095593,0.064636332855901,-0.160842967075486,-0.129597122337885,-0.233357158257943,-0.424895683493427,0.000285184801408467,0.116546152588687,0.017945057480058,0.104299552935739,0.977869745874362,0.5,0.210811959577628,-0.385137611300853
