,6954 JP Equity,,6501 JP Equity,,6301 JP Equity,,6503 JP Equity,,7011 JP Equity,,6861 JP Equity,,6326 JP Equity,,6981 JP Equity,,8053 JP Equity,,6273 JP Equity,,6367 JP Equity,,9064 JP Equity,,1963 JP Equity,,7205 JP Equity,,6645 JP Equity,,7013 JP Equity,,6806 JP Equity,,6471 JP Equity,,9062 JP Equity,,9104 JP Equity,,9101 JP Equity,,1801 JP Equity,,6305 JP Equity,,1802 JP Equity,,1812 JP Equity,,1803 JP Equity,,6841 JP Equity,,6506 JP Equity,,6366 JP Equity,,6481 JP Equity,,6113 JP Equity,,6370 JP Equity,,6302 JP Equity,,6504 JP Equity,,6268 JP Equity,,9301 JP Equity,,6361 JP Equity,,6465 JP Equity,,9962 JP Equity,,9364 JP Equity,,6146 JP Equity,,1881 JP Equity,,1944 JP Equity,,9107 JP Equity,,6395 JP Equity,,1721 JP Equity,,9076 JP Equity,,6754 JP Equity,,6472 JP Equity,,9086 JP Equity,,9075 JP Equity,,5801 JP Equity,,7458 JP Equity,,6845 JP Equity,,1883 JP Equity,,6856 JP Equity,,6961 JP Equity,,6136 JP Equity,,1983 JP Equity,,6269 JP Equity,,6141 JP Equity,,9375 JP Equity,,9706 JP Equity,,7003 JP Equity,,1951 JP Equity,,6103 JP Equity,,9065 JP Equity,,1414 JP Equity,,7004 JP Equity,,9303 JP Equity,,9072 JP Equity,,6755 JP Equity,,6474 JP Equity,,6371 JP Equity,,6005 JP Equity,,6383 JP Equity
2/14/2012,171.25733,2/14/2012,5.43229,2/14/2012,27.09768,2/14/2012,8.59475,2/14/2012,4.53966,2/14/2012,220.14328,2/14/2012,9.52563,2/14/2012,56.74573,2/14/2012,14.71563,2/14/2012,168.32441,2/14/2012,27.45473,2/14/2012,15.87605,2/14/2012,26.65136,2/14/2012,6.70747,2/14/2012,19.89288,2/14/2012,2.48661,2/14/2012,100.99464,2/14/2012,7.35782,2/14/2012,3.97858,2/14/2012,4.32288,2/14/2012,3.00944,2/14/2012,2.67789,2/14/2012,18.9875,2/14/2012,4.41214,2/14/2012,3.18796,2/14/2012,4.22086,2/14/2012,9.37261,2/14/2012,8.9518,2/14/2012,10.99209,2/14/2012,20.60699,2/14/2012,6.64371,2/14/2012,25.89901,2/14/2012,5.39403,2/14/2012,2.61413,2/14/2012,21.09156,2/14/2012,11.00485,2/14/2012,3.48125,9/19/2012,28.29443,2/14/2012,24.4708,2/14/2012,8.633,2/14/2012,51.26243,2/14/2012,11.13236,2/14/2012,8.18669,2/14/2012,2.18057,2/14/2012,6.57995,2/14/2012,11.05585,2/14/2012,7.45983,2/14/2012,11.65519,2/14/2012,4.1571,2/14/2012,16.60291,2/14/2012,5.55981,2/14/2012,2.61413,2/14/2012,19.38281,2/14/2012,22.41775,2/14/2012,11.98674,2/14/2012,31.57358,2/14/2012,21.01505,2/14/2012,15.07269,2/14/2012,11.68069,2/14/2012,18.06937,2/14/2012,9.43637,2/14/2012,30.80847,2/14/2012,14.1418,2/14/2012,1.81076,2/14/2012,9.21959,2/14/2012,7.5746,2/14/2012,3.87656,2/14/2012,23.8077,2/14/2012,1.41546,2/14/2012,4.78194,2/14/2012,11.23438,2/14/2012,6.21015,2/14/2012,5.34302,2/14/2012,6.03162,2/14/2012,28.05407,2/14/2012,5.75108
2/15/2012,178.94065,2/15/2012,5.5903,2/15/2012,28.56414,2/15/2012,8.92151,2/15/2012,4.65858,2/15/2012,224.74909,2/15/2012,9.8277,2/15/2012,58.51946,2/15/2012,14.93299,2/15/2012,173.19719,2/15/2012,28.8194,2/15/2012,16.19655,2/15/2012,27.05807,2/15/2012,6.90491,2/15/2012,20.30632,2/15/2012,2.52712,2/15/2012,101.9783,2/15/2012,7.709,2/15/2012,4.05871,2/15/2012,4.63306,2/15/2012,3.12699,2/15/2012,2.69304,2/15/2012,19.78302,2/15/2012,4.46713,2/15/2012,3.2291,2/15/2012,4.22463,2/15/2012,9.64901,2/15/2012,9.2023,2/15/2012,11.20613,2/15/2012,21.22527,2/15/2012,6.87939,2/15/2012,26.16465,2/15/2012,5.47543,2/15/2012,2.69304,2/15/2012,22.31015,2/15/2012,11.4231,2/15/2012,3.57371,9/20/2012,27.97855,2/15/2012,24.81174,2/15/2012,8.79387,2/15/2012,52.71219,2/15/2012,10.91257,2/15/2012,8.05361,2/15/2012,2.34844,2/15/2012,6.67518,2/15/2012,11.16784,2/15/2012,7.50479,2/15/2012,11.6656,2/15/2012,4.30121,2/15/2012,16.71985,2/15/2012,5.61583,2/15/2012,2.7441,2/15/2012,19.70645,2/15/2012,22.56541,2/15/2012,11.86981,2/15/2012,32.07403,2/15/2012,20.91895,2/15/2012,15.34142,2/15/2012,11.5635,2/15/2012,18.41736,2/15/2012,9.90428,2/15/2012,30.78494,2/15/2012,14.07786,2/15/2012,1.88896,2/15/2012,9.18953,2/15/2012,7.83663,2/15/2012,3.91832,2/15/2012,24.05871,2/15/2012,1.42948,2/15/2012,4.8628,2/15/2012,11.26994,2/15/2012,6.24123,2/15/2012,5.52648,2/15/2012,5.94767,2/15/2012,28.38545,2/15/2012,5.79451
2/16/2012,175.57639,2/16/2012,5.63719,2/16/2012,28.8827,2/16/2012,8.63947,2/16/2012,4.56043,2/16/2012,225.14223,2/16/2012,9.83025,2/16/2012,58.33544,2/16/2012,14.60603,2/16/2012,170.50925,2/16/2012,28.29997,2/16/2012,16.06283,2/16/2012,27.03319,2/16/2012,6.8153,2/16/2012,20.55992,2/16/2012,2.49557,2/16/2012,100.58272,2/16/2012,7.62605,2/16/2012,4.00304,2/16/2012,4.47175,2/16/2012,3.01495,2/16/2012,2.67292,2/16/2012,19.9772,2/16/2012,4.47175,2/16/2012,3.16696,2/16/2012,4.24373,2/16/2012,9.24753,2/16/2012,9.17152,2/16/2012,11.00836,2/16/2012,21.25665,2/16/2012,6.78997,2/16/2012,25.99443,2/16/2012,5.40917,2/16/2012,2.66025,2/16/2012,22.00405,2/16/2012,11.08437,2/16/2012,3.57233,9/21/2012,28.6665,2/16/2012,24.19559,2/16/2012,8.63947,2/16/2012,53.64834,2/16/2012,10.81834,2/16/2012,7.98074,2/16/2012,2.25488,2/16/2012,6.54928,2/16/2012,10.85635,2/16/2012,7.38536,2/16/2012,11.43907,2/16/2012,4.2944,2/16/2012,16.30352,2/16/2012,5.52318,2/16/2012,2.68558,2/16/2012,19.96453,2/16/2012,22.39676,2/16/2012,11.66709,2/16/2012,31.68229,2/16/2012,20.7626,2/16/2012,15.15075,2/16/2012,11.28705,2/16/2012,18.19103,2/16/2012,9.77958,2/16/2012,31.22625,2/16/2012,14.12465,2/16/2012,1.84951,2/16/2012,8.96884,2/16/2012,7.80339,2/16/2012,3.83836,2/16/2012,23.04282,2/16/2012,1.39346,2/16/2012,4.80111,2/16/2012,11.09704,2/16/2012,6.13124,2/16/2012,5.43451,2/16/2012,5.92855,2/16/2012,27.88194,2/16/2012,5.81454
2/17/2012,179.40325,2/17/2012,5.7409,2/17/2012,29.61098,2/17/2012,8.91351,2/17/2012,4.68337,2/17/2012,228.78921,2/17/2012,10.28579,2/17/2012,58.54211,2/17/2012,14.75513,2/17/2012,173.1084,2/17/2012,29.23329,2/17/2012,15.8882,2/17/2012,27.45814,2/17/2012,6.8488,2/17/2012,21.20106,2/17/2012,2.50535,2/17/2012,100.96941,2/17/2012,7.80562,2/17/2012,3.94058,2/17/2012,4.38122,2/17/2012,2.94599,2/17/2012,2.63125,2/17/2012,20.38273,2/17/2012,4.4064,2/17/2012,3.09707,2/17/2012,4.16719,2/17/2012,9.40451,2/17/2012,9.50522,2/17/2012,11.31814,2/17/2012,21.66688,2/17/2012,7.01246,2/17/2012,26.29989,2/17/2012,5.47652,2/17/2012,2.68161,2/17/2012,22.95103,2/17/2012,11.25519,2/17/2012,3.53771,9/24/2012,28.70537,2/17/2012,24.27294,2/17/2012,8.59877,2/17/2012,53.50623,2/17/2012,10.97822,2/17/2012,7.90633,2/17/2012,2.22838,2/17/2012,6.53406,2/17/2012,11.07894,2/17/2012,7.30203,2/17/2012,11.40627,2/17/2012,4.33086,2/17/2012,16.29107,2/17/2012,5.45134,2/17/2012,2.71938,2/17/2012,19.30001,2/17/2012,22.34672,2/17/2012,11.58253,2/17/2012,31.44907,2/17/2012,20.68488,2/17/2012,15.13282,2/17/2012,11.48181,2/17/2012,18.50686,2/17/2012,9.94586,2/17/2012,33.23681,2/17/2012,14.13823,2/17/2012,1.86328,2/17/2012,8.98905,2/17/2012,7.93151,2/17/2012,3.85245,2/17/2012,22.92585,2/17/2012,1.35969,2/17/2012,4.79668,2/17/2012,11.15448,2/17/2012,6.15636,2/17/2012,5.46393,2/17/2012,5.92975,2/17/2012,27.89878,2/17/2012,5.85421
2/20/2012,181.0984,2/20/2012,5.80621,2/20/2012,30.45118,2/20/2012,9.14918,2/20/2012,4.78824,2/20/2012,231.12868,2/20/2012,10.10431,2/20/2012,59.7587,2/20/2012,14.86741,2/20/2012,174.4376,2/20/2012,29.84793,2/20/2012,15.91052,2/20/2012,27.51037,2/20/2012,6.96242,2/20/2012,22.14402,2/20/2012,2.56378,2/20/2012,100.91743,2/20/2012,8.00553,2/20/2012,3.97135,2/20/2012,4.62486,2/20/2012,3.04135,2/20/2012,2.56378,2/20/2012,21.28943,2/20/2012,4.34837,2/20/2012,3.04135,2/20/2012,4.05932,2/20/2012,9.56391,2/20/2012,9.92836,2/20/2012,11.09715,2/20/2012,22.05605,2/20/2012,7.26404,2/20/2012,26.30388,2/20/2012,5.60513,2/20/2012,2.67689,2/20/2012,23.68983,2/20/2012,11.52444,2/20/2012,3.80797,9/25/2012,28.60444,2/20/2012,24.6701,2/20/2012,8.60877,2/20/2012,54.22898,2/20/2012,10.77039,2/20/2012,7.93012,2/20/2012,2.31243,2/20/2012,6.59796,2/20/2012,10.9589,2/20/2012,7.41485,2/20/2012,11.15998,2/20/2012,4.46148,2/20/2012,16.51376,2/20/2012,5.47945,2/20/2012,2.72716,2/20/2012,19.27862,2/20/2012,22.19429,2/20/2012,11.59985,2/20/2012,31.39374,2/20/2012,20.72389,2/20/2012,15.38268,2/20/2012,11.29823,2/20/2012,18.87646,2/20/2012,10.34309,2/20/2012,33.07779,2/20/2012,13.96255,2/20/2012,1.9354,2/20/2012,8.96066,2/20/2012,8.18148,2/20/2012,3.89594,2/20/2012,22.84781,2/20/2012,1.38243,2/20/2012,4.85107,2/20/2012,11.24796,2/20/2012,6.34661,2/20/2012,5.50459,2/20/2012,6.03242,2/20/2012,28.07591,2/20/2012,5.93188
2/21/2012,178.97905,2/21/2012,5.75693,2/21/2012,30.22702,2/21/2012,9.04302,2/21/2012,4.71592,2/21/2012,230.55084,2/21/2012,10.04641,2/21/2012,59.32522,2/21/2012,14.79995,2/21/2012,172.83331,2/21/2012,29.31143,2/21/2012,15.9413,2/21/2012,27.8816,2/21/2012,6.89828,2/21/2012,21.40976,2/21/2012,2.53355,2/21/2012,101.46745,2/21/2012,7.90167,2/21/2012,3.92575,2/21/2012,4.56541,2/21/2012,3.01016,2/21/2012,2.58372,2/21/2012,20.94569,2/21/2012,4.37727,2/21/2012,3.09796,2/21/2012,4.11388,2/21/2012,9.49454,2/21/2012,9.78302,2/21/2012,11.17522,2/21/2012,22.14976,2/21/2012,7.13659,2/21/2012,25.93754,2/21/2012,5.60642,2/21/2012,2.68406,2/21/2012,22.68908,2/21/2012,11.47623,2/21/2012,3.77524,9/26/2012,28.71834,2/21/2012,24.48263,2/21/2012,8.61658,2/21/2012,54.05744,2/21/2012,10.93691,2/21/2012,7.90167,2/21/2012,2.27016,2/21/2012,6.59727,2/21/2012,10.99962,2/21/2012,7.34981,2/21/2012,11.36335,2/21/2012,4.36473,2/21/2012,16.61859,2/21/2012,5.44337,2/21/2012,2.77186,2/21/2012,19.91722,2/21/2012,22.33789,2/21/2012,11.78979,2/21/2012,31.15515,2/21/2012,20.54434,2/21/2012,15.16368,2/21/2012,11.26301,2/21/2012,18.73824,2/21/2012,10.24708,2/21/2012,32.74802,2/21/2012,14.04741,2/21/2012,1.89389,2/21/2012,9.04302,2/21/2012,8.06472,2/21/2012,3.90066,2/21/2012,22.95246,2/21/2012,1.34203,2/21/2012,4.85388,2/21/2012,11.32572,2/21/2012,6.48438,2/21/2012,5.45591,2/21/2012,5.91998,2/21/2012,28.03211,2/21/2012,5.95761
2/22/2012,177.40732,2/22/2012,5.71038,2/22/2012,30.1692,2/22/2012,9.04454,2/22/2012,4.75243,2/22/2012,234.56762,2/22/2012,9.89052,2/22/2012,58.84548,2/22/2012,14.71759,2/22/2012,173.55063,2/22/2012,29.72132,2/22/2012,15.999,2/22/2012,28.05424,2/22/2012,6.96691,2/22/2012,21.73426,2/22/2012,2.55039,2/22/2012,101.89102,2/22/2012,7.94974,2/22/2012,3.95621,2/22/2012,4.66534,2/22/2012,3.04802,2/22/2012,2.62503,2/22/2012,21.02513,2/22/2012,4.40408,2/22/2012,3.12267,2/22/2012,4.11794,2/22/2012,9.54217,2/22/2012,9.72879,2/22/2012,11.23414,2/22/2012,21.69694,2/22/2012,7.09132,2/22/2012,26.30007,2/22/2012,5.57353,2/22/2012,2.71212,2/22/2012,22.53048,2/22/2012,11.61981,2/22/2012,3.69495,9/27/2012,29.10496,2/22/2012,24.53347,2/22/2012,8.77084,2/22/2012,53.80692,2/22/2012,11.03508,2/22/2012,7.97462,2/22/2012,2.26424,2/22/2012,7.00423,2/22/2012,11.0102,2/22/2012,7.43966,2/22/2012,11.79398,2/22/2012,4.42896,2/22/2012,16.65837,2/22/2012,5.59841,2/22/2012,2.7992,2/22/2012,19.94277,2/22/2012,22.44339,2/22/2012,11.86862,2/22/2012,31.25156,2/22/2012,20.316,2/22/2012,15.19035,2/22/2012,11.42075,2/22/2012,18.66136,2/22/2012,10.17666,2/22/2012,32.9684,2/22/2012,13.85917,2/22/2012,1.90346,2/22/2012,9.05698,2/22/2012,8.11147,2/22/2012,4.01841,2/22/2012,23.26449,2/22/2012,1.35606,2/22/2012,4.96392,2/22/2012,11.27146,2/22/2012,6.53148,2/22/2012,5.52376,2/22/2012,6.03384,2/22/2012,27.95472,2/22/2012,5.85967
2/23/2012,178.09928,2/23/2012,5.71215,2/23/2012,30.26939,2/23/2012,9.01721,2/23/2012,4.77675,2/23/2012,234.58582,2/23/2012,9.91519,2/23/2012,59.24171,2/23/2012,14.79172,2/23/2012,174.3577,2/23/2012,29.67074,2/23/2012,16.11374,2/23/2012,27.87478,2/23/2012,7.09653,2/23/2012,21.6887,2/23/2012,2.55675,2/23/2012,103.14293,2/23/2012,8.05687,2/23/2012,3.96608,2/23/2012,4.67698,2/23/2012,3.08057,2/23/2012,2.66899,2/23/2012,21.12746,2/23/2012,4.45248,2/23/2012,3.13046,2/23/2012,4.14068,2/23/2012,9.60339,2/23/2012,9.92766,2/23/2012,11.24969,2/23/2012,21.88825,2/23/2012,7.22125,2/23/2012,26.15365,2/23/2012,5.66226,2/23/2012,2.74383,2/23/2012,23.13545,2/23/2012,11.84834,2/23/2012,3.76653,9/28/2012,29.11961,2/23/2012,24.80668,2/23/2012,8.78024,2/23/2012,55.00125,2/23/2012,10.98778,2/23/2012,7.89474,2/23/2012,2.28236,2/23/2012,6.90945,2/23/2012,11.1125,2/23/2012,7.43328,2/23/2012,11.98553,2/23/2012,4.45248,2/23/2012,16.73734,2/23/2012,5.64979,2/23/2012,2.83113,2/23/2012,20.20454,2/23/2012,22.44949,2/23/2012,11.94812,2/23/2012,31.05513,2/23/2012,21.01522,2/23/2012,15.30307,2/23/2012,11.49913,2/23/2012,19.63083,2/23/2012,10.35171,2/23/2012,32.83861,2/23/2012,14.05587,2/23/2012,1.94562,2/23/2012,9.04216,2/23/2012,8.18159,2/23/2012,4.06585,2/23/2012,23.49713,2/23/2012,1.34697,2/23/2012,4.9763,2/23/2012,11.2871,2/23/2012,6.56024,2/23/2012,5.57496,2/23/2012,5.92417,2/23/2012,28.21152,2/23/2012,5.88675
2/24/2012,179.81697,2/24/2012,5.68884,2/24/2012,30.16325,2/24/2012,9.06505,2/24/2012,4.76132,2/24/2012,235.87345,2/24/2012,9.91838,2/24/2012,59.91838,2/24/2012,14.69206,2/24/2012,174.25179,2/24/2012,29.42122,2/24/2012,15.8422,2/24/2012,28.25872,2/24/2012,6.98739,2/24/2012,22.24833,2/24/2012,2.57235,2/24/2012,101.28617,2/24/2012,8.01385,2/24/2012,3.90799,2/24/2012,4.74895,2/24/2012,3.09176,2/24/2012,2.63418,2/24/2012,21.16003,2/24/2012,4.46451,2/24/2012,3.10413,2/24/2012,4.09349,2/24/2012,9.69577,2/24/2012,9.76997,2/24/2012,11.64977,2/24/2012,21.74128,2/24/2012,7.20999,2/24/2012,25.79767,2/24/2012,5.63938,2/24/2012,2.73312,2/24/2012,23.3119,2/24/2012,11.6745,2/24/2012,3.73485,10/1/2012,28.50551,2/24/2012,24.56097,2/24/2012,8.54563,2/24/2012,55.34257,2/24/2012,10.89537,2/24/2012,7.86545,2/24/2012,2.26317,2/24/2012,7.14816,2/24/2012,10.89537,2/24/2012,7.34603,2/24/2012,12.19392,2/24/2012,4.45214,2/24/2012,16.54712,2/24/2012,5.60228,2/24/2012,2.89389,2/24/2012,20.38091,2/24/2012,22.2236,2/24/2012,11.6745,2/24/2012,31.16498,2/24/2012,20.86322,2/24/2012,14.96414,2/24/2012,11.37769,2/24/2012,20.47984,2/24/2012,10.52436,2/24/2012,32.52535,2/24/2012,13.7769,2/24/2012,1.95399,2/24/2012,8.89191,2/24/2012,8.34776,2/24/2012,4.03166,2/24/2012,23.2748,2/24/2012,1.33564,2/24/2012,4.87262,2/24/2012,11.27875,2/24/2012,6.55454,2/24/2012,5.58991,2/24/2012,6.02276,2/24/2012,27.96191,2/24/2012,5.87435
2/27/2012,178.17594,2/27/2012,5.89772,2/27/2012,30.17295,2/27/2012,9.18253,2/27/2012,4.81523,2/27/2012,235.84105,2/27/2012,10.00373,2/27/2012,59.8482,2/27/2012,14.9185,2/27/2012,172.20356,2/27/2012,29.97387,2/27/2012,15.8268,2/27/2012,28.74207,2/27/2012,7.15441,2/27/2012,22.25955,2/27/2012,2.57559,2/27/2012,101.03272,2/27/2012,8.05027,2/27/2012,3.90693,2/27/2012,4.70325,2/27/2012,3.08573,2/27/2012,2.61292,2/27/2012,21.1895,2/27/2012,4.51661,2/27/2012,3.11061,2/27/2012,4.09357,2/27/2012,9.76733,2/27/2012,9.77977,2/27/2012,12.01941,2/27/2012,22.07291,2/27/2012,7.21662,2/27/2012,25.90519,2/27/2012,5.61155,2/27/2012,2.77467,2/27/2012,23.27983,2/27/2012,11.68346,2/27/2012,3.80739,10/2/2012,28.53849,2/27/2012,24.7356,2/27/2012,8.58529,2/27/2012,56.23989,2/27/2012,10.81249,2/27/2012,7.85119,2/27/2012,2.25208,2/27/2012,7.31616,2/27/2012,10.92447,2/27/2012,7.35349,2/27/2012,12.11895,2/27/2012,4.50417,2/27/2012,16.53602,2/27/2012,5.56178,2/27/2012,2.93642,2/27/2012,20.53005,2/27/2012,22.27199,2/27/2012,11.783,2/27/2012,31.90245,2/27/2012,20.99042,2/27/2012,15.19224,2/27/2012,11.29775,2/27/2012,20.57982,2/27/2012,10.41433,2/27/2012,32.37526,2/27/2012,14.10974,2/27/2012,1.95347,2/27/2012,9.12032,2/27/2012,8.39866,2/27/2012,4.0438,2/27/2012,23.56601,2/27/2012,1.36867,2/27/2012,4.9521,2/27/2012,11.38485,2/27/2012,6.47008,2/27/2012,5.66132,2/27/2012,5.99726,2/27/2012,28.03285,2/27/2012,5.8604
2/28/2012,181.34393,2/28/2012,5.91231,2/28/2012,30.15774,2/28/2012,9.22867,2/28/2012,4.75717,2/28/2012,239.94761,2/28/2012,9.82487,2/28/2012,60.98621,2/28/2012,14.89256,2/28/2012,172.64936,2/28/2012,30.20743,2/28/2012,15.94833,2/28/2012,29.1144,2/28/2012,7.14197,2/28/2012,22.17116,2/28/2012,2.60837,2/28/2012,103.09278,2/28/2012,7.99901,2/28/2012,3.9374,2/28/2012,4.64539,2/28/2012,3.00584,2/28/2012,2.60837,2/28/2012,21.04086,2/28/2012,4.50876,2/28/2012,3.1052,2/28/2012,4.08645,2/28/2012,9.82487,2/28/2012,9.84971,2/28/2012,12.44566,2/28/2012,21.69917,2/28/2012,7.14197,2/28/2012,26.4315,2/28/2012,5.51484,2/28/2012,2.745,2/28/2012,23.46292,2/28/2012,11.93641,2/28/2012,3.75109,10/3/2012,28.45321,2/28/2012,24.95342,2/28/2012,8.66973,2/28/2012,56.07999,2/28/2012,10.79369,2/28/2012,7.88722,2/28/2012,2.18606,2/28/2012,7.25376,2/28/2012,11.11663,2/28/2012,7.40281,2/28/2012,12.27177,2/28/2012,4.49634,2/28/2012,16.53211,2/28/2012,5.62663,2/28/2012,2.94373,2/28/2012,20.23351,2/28/2012,22.5562,2/28/2012,11.8122,2/28/2012,32.46802,2/28/2012,21.66191,2/28/2012,15.10371,2/28/2012,11.71283,2/28/2012,21.33896,2/28/2012,10.34654,2/28/2012,32.59222,2/28/2012,14.06037,2/28/2012,1.91281,2/28/2012,9.26593,2/28/2012,8.39647,2/28/2012,4.06161,2/28/2012,23.27661,2/28/2012,1.36629,2/28/2012,4.94349,2/28/2012,11.43957,2/28/2012,6.45882,2/28/2012,5.62663,2/28/2012,6.01168,2/28/2012,28.2822,2/28/2012,5.8502
2/29/2012,181.8294,2/29/2012,5.83879,2/29/2012,29.89754,2/29/2012,8.99889,2/29/2012,4.70312,2/29/2012,239.25217,2/29/2012,9.87532,2/29/2012,59.80743,2/29/2012,14.87471,2/29/2012,171.08999,2/29/2012,29.74941,2/29/2012,15.82521,2/29/2012,29.0458,2/29/2012,7.13492,2/29/2012,22.21948,2/29/2012,2.5429,2/29/2012,103.07369,2/29/2012,7.92495,2/29/2012,3.93779,2/29/2012,4.56734,2/29/2012,2.98729,2/29/2012,2.65399,2/29/2012,20.97272,2/29/2012,4.5303,2/29/2012,3.09838,2/29/2012,4.06123,2/29/2012,9.54203,2/29/2012,9.62844,2/29/2012,12.86261,2/29/2012,21.24429,2/29/2012,7.04851,2/29/2012,25.78694,2/29/2012,5.51784,2/29/2012,2.60462,2/29/2012,23.37983,2/29/2012,11.76398,2/29/2012,3.62918,10/4/2012,28.32525,2/29/2012,24.55252,2/29/2012,8.61622,2/29/2012,55.73386,2/29/2012,10.82582,2/29/2012,7.93729,2/29/2012,2.11085,2/29/2012,6.94976,2/29/2012,10.88754,2/29/2012,7.0732,2/29/2012,12.08493,2/29/2012,4.36983,2/29/2012,16.54117,2/29/2012,5.49315,2/29/2012,2.92556,2/29/2012,20.24441,2/29/2012,23.04654,2/29/2012,11.8257,2/29/2012,31.92198,2/29/2012,21.91088,2/29/2012,14.71423,2/29/2012,11.5171,2/29/2012,20.81225,2/29/2012,10.07283,2/29/2012,31.6751,2/29/2012,13.40575,2/29/2012,1.91334,2/29/2012,9.18405,2/29/2012,8.34465,2/29/2012,3.9131,2/29/2012,23.0095,2/29/2012,1.34551,2/29/2012,4.92532,2/29/2012,11.22084,2/29/2012,6.27083,2/29/2012,5.51784,2/29/2012,5.88816,2/29/2012,27.40402,2/29/2012,5.82644
3/1/2012,181.04511,3/1/2012,5.78013,3/1/2012,29.01158,3/1/2012,8.87355,3/1/2012,4.68326,3/1/2012,236.51601,3/1/2012,9.71161,3/1/2012,58.78728,3/1/2012,14.67833,3/1/2012,167.61154,3/1/2012,29.24575,3/1/2012,15.9231,3/1/2012,29.18413,3/1/2012,7.07419,3/1/2012,21.50604,3/1/2012,2.5265,3/1/2012,102.78531,3/1/2012,7.85063,3/1/2012,3.95613,3/1/2012,4.51072,3/1/2012,2.94553,3/1/2012,2.60044,3/1/2012,20.68031,3/1/2012,4.43678,3/1/2012,3.04412,3/1/2012,4.03007,3/1/2012,9.64999,3/1/2012,9.52674,3/1/2012,12.50924,3/1/2012,21.07469,3/1/2012,6.9263,3/1/2012,26.07838,3/1/2012,5.53365,3/1/2012,2.57579,3/1/2012,22.60291,3/1/2012,11.85605,3/1/2012,3.62337,10/5/2012,28.45528,3/1/2012,24.64876,3/1/2012,8.63939,3/1/2012,54.47375,3/1/2012,10.79615,3/1/2012,7.87528,3/1/2012,2.10747,3/1/2012,7.04954,3/1/2012,10.88243,3/1/2012,7.30836,3/1/2012,12.26276,3/1/2012,4.33818,3/1/2012,16.66256,3/1/2012,5.60759,3/1/2012,2.83461,3/1/2012,20.28593,3/1/2012,22.99729,3/1/2012,11.69583,3/1/2012,32.41311,3/1/2012,21.35815,3/1/2012,14.69066,3/1/2012,11.41237,3/1/2012,20.45847,3/1/2012,10.15529,3/1/2012,32.30219,3/1/2012,13.23638,3/1/2012,1.82401,3/1/2012,9.03377,3/1/2012,8.25733,3/1/2012,3.95613,3/1/2012,22.66453,3/1/2012,1.31871,3/1/2012,4.91743,3/1/2012,11.19053,3/1/2012,6.26078,3/1/2012,5.4597,3/1/2012,5.79246,3/1/2012,27.22455,3/1/2012,5.85408
3/2/2012,180.80412,3/2/2012,5.71218,3/2/2012,29.07575,3/2/2012,8.86247,3/2/2012,4.71929,3/2/2012,235.90898,3/2/2012,9.67149,3/2/2012,58.22506,3/2/2012,14.84432,3/2/2012,167.68816,3/2/2012,28.49963,3/2/2012,16.09463,3/2/2012,29.12479,3/2/2012,6.9012,3/2/2012,21.6352,3/2/2012,2.53739,3/2/2012,103.45673,3/2/2012,7.9799,3/2/2012,3.97156,3/2/2012,4.52317,3/2/2012,3.01544,3/2/2012,2.63545,3/2/2012,20.86296,3/2/2012,4.46188,3/2/2012,3.06448,3/2/2012,4.03285,3/2/2012,9.78181,3/2/2012,9.53665,3/2/2012,12.66242,3/2/2012,20.92425,3/2/2012,6.93797,3/2/2012,25.94999,3/2/2012,5.49154,3/2/2012,2.58642,3/2/2012,22.45648,3/2/2012,11.92694,3/2/2012,3.7264,10/9/2012,27.51789,3/2/2012,24.62613,3/2/2012,8.72763,3/2/2012,53.19931,3/2/2012,10.71341,3/2/2012,7.94312,3/2/2012,2.25545,3/2/2012,7.21991,3/2/2012,10.94631,3/2/2012,7.47732,3/2/2012,12.0863,3/2/2012,4.38833,3/2/2012,16.96494,3/2/2012,5.74896,3/2/2012,2.89287,3/2/2012,20.22555,3/2/2012,22.98357,3/2/2012,11.84114,3/2/2012,32.11571,3/2/2012,21.43908,3/2/2012,14.79529,3/2/2012,11.51017,3/2/2012,20.76489,3/2/2012,10.12503,3/2/2012,32.85119,3/2/2012,13.4837,3/2/2012,1.83869,3/2/2012,9.05859,3/2/2012,8.17602,3/2/2012,4.03285,3/2/2012,22.92228,3/2/2012,1.33611,3/2/2012,5.038,3/2/2012,11.33856,3/2/2012,6.3496,3/2/2012,5.47928,3/2/2012,5.8838,3/2/2012,27.71513,3/2/2012,5.94508
