,X2600.HK.Equity,X486.HK.Equity,AA.Equity,AWC.AU.Equity,HNDL.IN.Equity,Y
2528,3.8961,2.8213,-2.8037,0.274,0.1939,1
2529,3.8961,2.8213,-2.8037,0.274,0.1939,1
2530,3.8961,2.8213,-2.8037,0.274,0.1939,1
2531,3.8961,2.8213,-2.8037,0.274,2.4508,1
2532,0,2.439,2.6709,0.8197,0,1
2533,1.875,3.869,4.9601,-1.626,0.0315,1
2534,2.1472,0.2865,1.2888,-1.1019,1.9509,1
2535,-0.9009,-0.8571,0.0979,0.2786,-0.7716,0
2536,-0.9009,-0.8571,0.0979,0.2786,-0.7716,0
2537,-0.9009,-0.8571,0.0979,0.2786,-0.7716,0
2538,-2.4242,-1.1527,-3.9113,-0.5556,-1.7107,0
2539,1.8634,-0.8746,5.0882,-0.5587,4.0506,1
2540,6.7073,1.4706,3.1956,1.4045,6.4173,1
2541,-2.8571,-1.4493,3.3469,0.554,1.1718,0
2542,0.2941,1.4706,-0.0908,-2.4793,-2.6836,1
2543,0.2941,1.4706,-0.0908,-2.4793,-2.6836,1
2544,0.2941,1.4706,-0.0908,-2.4793,-2.6836,1
2545,-0.8798,-2.029,-0.0908,0.565,0.2032,0
2546,0.5917,6.213,-1.1209,0.2809,-0.898,1
2547,2.9412,1.3928,6.6483,0.8403,3.4785,1
2548,2,1.9231,1.7524,1.3889,-0.5085,1
2549,-3.3613,0,0.6776,-1.6438,-2.527,0
2550,-3.3613,0,0.6776,-1.6438,-2.527,0
2551,-3.3613,0,0.6776,-1.6438,-2.527,0
2552,4.058,0,1.7667,-0.2786,5.8549,1
2553,8.9136,6.469,3.3343,3.0726,2.9994,1
2554,4.3478,8.8608,-2.5867,10.5691,1.9236,1
2555,0.2451,8.8372,-0.6296,10.5691,1.9236,1
2556,-1.7115,3.8462,1.0193,-3.9216,0,0
2557,-1.7115,3.8462,1.0193,-3.9216,0,0
2558,-1.7115,3.8462,1.0193,-3.9216,0,0
2559,-1.7115,3.8462,-0.3272,0.2551,0.3932,0
2560,-1.7115,3.8462,-0.2736,-1.2723,-0.8094,0
2561,3.7313,-1.2346,-0.5213,0,4.6854,1
2562,0,1.25,3.9162,0.5155,-2.791,1
2563,-3.8369,-3.4979,-2.1762,-2.8205,-0.8019,0
2564,-3.8369,-3.4979,-2.1762,-2.8205,-0.8019,0
2565,-3.8369,-3.4979,-2.1762,-2.8205,-0.8019,0
2566,1.4963,-5.3305,2.4145,0.7916,-0.8605,1
2567,-0.7371,0.2252,0.5828,0.7853,-2.2094,0
2568,1.9802,-3.3708,-1.1325,-0.7792,1.6676,1
2569,-1.699,-0.6977,-0.3197,-0.5236,-2.8042,0
2570,1.2346,-2.8103,2.3517,2.8947,-0.8982,1
2571,1.2346,-2.8103,2.3517,2.8947,-0.8982,1
2572,1.2346,-2.8103,2.3517,2.8947,-0.8982,1
2573,2.6829,-1.4458,0.47,1.2788,1.6204,1
2574,1.9002,-3.423,0.2079,0.5051,1.2162,1
2575,0.2331,7.3418,-1.7894,-0.5025,-1.4953,1
2576,-1.1628,-1.1792,-3.7233,1.0101,1.7891,0
2577,-3.0588,-0.2387,-0.6857,-2,-2.1838,0
2578,-3.0588,-0.2387,-0.6857,-2,-2.1838,0
2579,-3.0588,-0.2387,-0.6857,-2,-2.1838,0
2580,0.4854,-1.4354,-0.6857,0.5102,-0.1906,1
2581,0,-0.4854,1.3808,-1.0152,-0.4637,1
2582,2.657,0.2439,-0.2996,1.0256,-1.3154,1
2583,-1.1765,-0.9732,-6.2295,-1.0152,1.1386,0
2584,-6.6667,-3.1941,0.4662,-4.359,1.1386,0
2585,-6.6667,-3.1941,0.4662,-4.359,1.1386,0
2586,-6.6667,-3.1941,0.4662,-4.359,1.1386,0
2587,1.0204,1.269,0.8701,-0.8043,-0.7414,1
2588,-2.2727,-2.7569,-0.5463,-0.2703,1.9917,0
2589,7.4935,3.866,9.8294,1.4061,2.658,1
2590,0.9615,2.7295,-5.6331,9.0164,0.1057,1
2591,-1.6667,-2.657,1.4784,-3.7594,4.8034,0
2592,-1.6667,-2.657,1.4784,-3.7594,4.8034,0
2593,-1.6667,-2.657,1.4784,-3.7594,4.8034,0
2594,1.6949,-1.2407,1.5118,0.7813,0.5037,1
2595,-1.4286,-0.7538,-3.0598,0.7752,-3.5079,0
2596,-1.6908,-0.5063,0.5307,-3.8462,-1.2205,0
2597,-2.9484,-3.5623,-1.7505,-1.0667,-0.5258,0
2598,0,-6.8602,-2.3473,-0.2695,-0.8457,1
2599,0,-6.8602,-2.3473,-0.2695,-0.8457,1
2600,0,-6.8602,-2.3473,-0.2695,-0.8457,1
2601,0.7595,7.3654,0.4923,-1.6216,-0.8457,1
2602,-0.7538,-2.3747,-1.4697,0,1.4925,0
2603,-0.2532,0.5405,2.7786,0,0.2363,0
2604,5.0761,5.3763,0.683,1.9231,4.1394,1
2605,-2.8986,2.0408,-1.1588,-0.8086,-1.283,0
2606,-2.8986,2.0408,-1.1588,-0.8086,-1.283,0
2607,-2.8986,2.0408,-1.1588,-0.8086,-1.283,0
2608,-1.99,0.75,-0.2002,-0.8152,0,0
2609,-0.5076,-0.4963,-4.8138,-2.1918,1.0703,0
2610,-1.7857,-3.7406,1.4148,-2.2409,-2.471,0
2611,1.2987,2.0725,-1.1279,2.2923,0.1551,1
2612,-1.5385,-2.2843,-2.2516,-0.5602,0.6195,0
2613,-1.5385,-2.2843,-2.2516,-0.5602,0.6195,0
2614,-1.5385,-2.2843,-2.2516,-0.5602,0.6195,0
2615,-6.25,-3.1169,-0.2764,-2.8169,-3.1811,0
2616,5,2.9491,1.3859,2.3188,0.4769,1
2617,-0.2646,0,-0.0304,2.5496,1.3977,0
2618,0.7958,4.4271,1.7624,0.2762,-1.0143,1
2619,0,0.4988,2.7172,-1.3774,2.4961,1
2620,0,0.4988,2.7172,-1.3774,2.4961,1
2621,0,0.4988,2.7172,-1.3774,2.4961,1
2622,3.1579,-0.4963,-0.5233,0.2793,-0.7434,1
2623,3.1579,-0.4963,0.0292,-0.5571,-0.7434,1
2624,3.0612,1.2469,-1.1101,2.8011,2.376,1
2625,-0.495,-0.7389,-0.5908,-2.4523,-2.1443,0
2626,1.2438,0.7444,0.2377,-1.3966,-0.232,1
2627,1.2438,0.7444,0.2377,-1.3966,-0.232,1
2628,1.2438,0.7444,0.2377,-1.3966,-0.232,1
2629,-0.4914,-2.7094,-0.2075,1.983,0.801,0
2630,-1.9753,-0.5063,2.1687,-0.2778,0.7178,0
2631,-0.7557,0.2545,-6.8043,1.1142,-1.7562,0
2632,-1.269,-2.7919,-3.3073,-3.3058,-5.0518,0
2633,-1.269,-2.7919,-3.3073,-3.3058,-5.0518,0
2634,-1.269,-2.7919,-3.3073,-3.3058,-5.0518,0
2635,-1.269,-2.7919,-3.3073,-3.3058,-5.0518,0
2636,-1.269,-2.7919,1.0326,-3.3058,-0.9823,0
2637,3.856,-0.7833,1.4372,-1.7094,1.2951,1
2638,2.7228,-1.5789,-1.4484,4.058,1.197,1
2639,0,0.5348,2.3642,-0.8357,0.2419,1
2640,-2.4096,1.5957,-1.0612,1.1236,0.885,0
2641,-2.4096,1.5957,-1.0612,1.1236,0.885,0
2642,-2.4096,1.5957,-1.0612,1.1236,0.885,0
2643,-2.2222,0.2618,5.0789,0.2778,1.4354,0
2644,0.2525,2.611,9.5467,0.2778,0.4717,1
2645,-0.2519,2.799,-0.1096,1.9391,2.7647,0
2646,-1.7677,-0.7426,-5.2949,-3.2609,-1.0914,0
2647,-1.5424,-0.4988,-2.2885,3.3708,2.3095,0
2648,-1.5424,-0.4988,-2.2885,3.3708,2.3095,0
2649,-1.5424,-0.4988,-2.2885,3.3708,2.3095,0
2650,-1.5424,-0.4988,-1.3341,-1.3587,2.3095,0
2651,-0.5222,0.2506,0.1502,-3.5813,0.4515,0
2652,-0.5222,0.2506,-4.9205,-2,-1.598,0
2653,-3.937,-4,-2.0511,-0.5831,-2.3344,0
2654,-3.2787,-0.7812,2.5129,-1.173,-3.4554,0
2655,-3.2787,-0.7812,2.5129,-1.173,-3.4554,0
2656,-3.2787,-0.7812,2.5129,-1.173,-3.4554,0
2657,0,-1.3123,-2.5141,0.2967,-0.8611,1
2658,2.5424,-0.266,-0.6447,2.3669,1.1944,1
2659,-4.4077,-0.8,0.8436,0,0.3755,0
2660,2.5937,0.8065,0.2574,2.3121,3.5008,1
2661,0.2809,1.6,2.0218,4.8023,-1.3426,1
2662,0.2809,1.6,2.0218,4.8023,-1.3426,1
2663,0.2809,1.6,2.0218,4.8023,-1.3426,1
2664,0.2801,0.2625,0.755,-2.6954,3.8733,1
2665,-1.1173,1.0471,0.4059,2.4931,-0.9826,0
2666,0.2825,-0.2591,-1.648,-0.2703,1.1959,1
2667,-1.6901,-0.2597,0.9169,0,-2.439,0
2668,2.0057,-1.8229,1.1591,-0.271,-1.5464,1
2669,2.0057,-1.8229,1.1591,-0.271,-1.5464,1
2670,2.0057,-1.8229,1.1591,-0.271,-1.5464,1
2671,1.6854,-0.2653,2.0749,3.2609,-0.3927,1
2672,-1.3812,0,0.9102,-0.5263,0.9198,0
2673,-0.2801,1.5957,0.7517,3.7037,-2.5781,0
2674,1.4045,-0.2618,-1.2534,-1.2755,1.8712,1
2675,1.9391,0.5249,0.544,-1.292,4.1197,1
2676,1.9391,0.5249,0.544,-1.292,4.1197,1
2677,1.9391,0.5249,0.544,-1.292,4.1197,1
2678,0,-1.0444,0.544,-0.7853,1.4365,1
2679,0,-1.0444,-0.8416,0.7916,0.9441,1
2680,-1.3587,0.7916,-0.1516,0.5236,-1.206,0
2681,0,0,0,0.5208,-1.719,1
2682,-1.9284,-1.3089,-0.2429,2.8497,-0.1014,0
2683,-1.9284,-1.3089,-0.2429,2.8497,-0.1014,0
2684,-1.9284,-1.3089,-0.2429,2.8497,-0.1014,0
2685,-0.2809,0.2653,1.3999,0.5038,0.0254,0
2686,-0.5634,-0.5291,-1.1405,-3.2581,-0.8371,0
2687,5.6657,2.1277,-0.3643,0.5181,0.8954,1
2688,-1.3405,-0.2604,2.0719,0.5155,0.6339,0
2689,0,-1.0444,-1.4627,1.0256,1.8644,1
2690,0,-1.0444,-1.4627,1.0256,1.8644,1
2691,0,-1.0444,-1.4627,1.0256,1.8644,1
2692,-1.087,0.2639,-3.7261,1.0256,-0.7668,0
2693,4.9451,-0.5263,2.2026,-0.5076,0,1
2694,3.4031,-0.5291,-2.8941,0.7653,-0.2243,1
2695,-4.8101,-1.8617,-2.5365,-2.7848,-1.7737,0
2696,0.5319,0,-2.4073,-2.8646,-0.6867,1
2697,0.5319,0,-2.4073,-2.8646,-0.6867,1
2698,0.5319,0,-2.4073,-2.8646,-0.6867,1
2699,3.7037,-0.542,2.9667,1.0724,2.8681,1
2700,3.3163,2.9973,-1.4244,0.5305,0.5726,1
2701,-0.4938,-2.381,-2.4959,-1.5831,-2.698,0
2702,-2.7295,0.542,0.3705,-0.2681,-2.5184,0
2703,-2.2959,0.2695,4.3289,3.2258,-1.5136,0
2704,-2.2959,0.2695,4.3289,3.2258,-1.5136,0
2705,-2.2959,0.2695,4.3289,3.2258,-1.5136,0
2706,1.0444,-0.5376,0.2895,0.2604,-1.5136,1
2707,0.2584,0,1.4432,0.5195,-0.5034,1
2708,2.3196,1.3514,4.1733,0.5168,1.1185,1
2709,1.7632,0.5333,0.698,1.5424,1.2378,1
2710,-0.9901,1.5915,-1.5973,-2.7848,-0.6504,0
2711,-0.9901,1.5915,-1.5973,-2.7848,-0.6504,0
2712,-0.9901,1.5915,-1.5973,-2.7848,-0.6504,0
2713,4,3.3943,4.196,0.2604,2.9851,1
2714,-0.4808,-1.5152,4.196,1.5584,0.8899,0
2715,0.7246,2.8205,-0.7349,2.3018,0.2016,1
2716,0.7194,-0.2494,0.3553,0.5,-1.0815,1
2717,2.1429,-0.5,0.8852,0.995,-0.8899,1
2718,2.1429,-0.5,0.8852,0.995,-0.8899,1
2719,2.1429,-0.5,0.8852,0.995,-0.8899,1
2720,-2.7972,-2.0101,-0.1462,0.4926,0.4618,0
2721,-2.3981,-0.7692,2.519,0,2.477,0
2722,1.7199,0,-1.1429,-0.4902,-0.0249,1
2723,2.4155,2.0672,4.0751,-2.2167,2.0439,1
2724,3.3019,4.557,0.8609,0.2519,0.6106,1
2725,3.3019,4.557,0.8609,0.2519,0.6106,1
2726,3.3019,4.557,0.8609,0.2519,0.6106,1
2727,3.8813,5.8111,0.2203,2.0101,1.5538,1
2728,3.2967,-0.6865,0.0824,-2.2167,-0.8367,1
2729,2.5532,-0.6912,0.1921,-0.7557,2.9171,1
2730,-2.6971,0,0.6027,-2.7919,0.0937,0
2731,-0.6397,-2.5522,-0.2723,0,0.4212,0
2732,-0.6397,-2.5522,-0.2723,0,0.4212,0
2733,-0.6397,-2.5522,-0.2723,0,0.4212,0
2734,0.4292,-1.9048,0.1912,-0.5222,-0.0699,1
2735,1.7094,0.7282,1.6626,0.2625,2.7052,1
2736,2.9412,1.2048,-1.7962,1.0471,0.6131,1
2737,-1.4286,3.8095,-0.7371,0,-0.1354,0
2738,-1.6563,-0.2294,-1.9802,-1.8135,-2.4407,0
2739,-1.6563,-0.2294,-1.9802,-1.8135,-2.4407,0
2740,-1.6563,-0.2294,-1.9802,-1.8135,-2.4407,0
2741,3.1579,-2.069,2.1324,0.2639,1.7605,1
2742,0,1.8779,-0.0549,0,2.7771,1
2743,4.898,3.6866,2.4739,-0.7895,1.0853,1
2744,2.9183,6.2222,-0.5097,1.3263,-3.177,1
2745,-4.5369,0.2092,0.8897,-1.0471,1.9461,0
2746,-4.5369,0.2092,0.8897,-1.0471,1.9461,0
2747,-4.5369,0.2092,0.8897,-1.0471,1.9461,0
2748,6.3366,3.5491,1.5232,1.0582,1.0655,1
2749,8.0074,6.25,4.1853,1.0471,3.1847,1
2750,3.6207,4.5541,-2.4255,1.8135,1.937,1
2751,-5.1581,-3.9927,-2.175,0.7634,-0.6056,0
2752,-8.9474,-3.5917,0,-2.0202,-7.1429,0
2753,-8.9474,-3.5917,0,-2.0202,-7.1429,0
2754,-8.9474,-3.5917,0,-2.0202,-7.1429,0
2755,3.4682,0.1961,-1.5617,1.2887,3.6878,1
2756,-3.9106,-2.3483,0.8336,2.2901,3.6878,0
2757,4.4574,3.2064,4.6133,1.4925,1.942,1
2758,2.0408,5.0485,-3.6452,0.9804,-1.4127,1
2759,-2.5455,-1.2939,-0.1058,-0.4854,-0.1086,0
2760,-2.5455,-1.2939,-0.1058,-0.4854,-0.1086,0
2761,-2.5455,-1.2939,-0.1058,-0.4854,-0.1086,0
2762,0.1866,0.1873,1.8803,-1.4634,-2.2386,1
2763,0.9311,-0.7477,3.3793,0.9901,1.7786,1
2764,0.9311,-0.7477,3.2437,-0.4902,0.8737,1
2765,-3.8745,0.7533,0.6819,5.9113,0.9095,0
2766,2.8791,-1.4953,-0.3145,0,0.9095,1
2767,2.8791,-1.4953,-0.3145,0,0.9095,1
2768,2.8791,-1.4953,-0.3145,0,0.9095,1
2769,-0.1866,-3.7951,2.3295,-1.3953,0.2361,0
2770,0.9346,1.9724,1.9682,0.6174,-2.6761,1
2771,8.5185,4.2553,0.2093,0.4808,3.9815,1
2772,-1.1945,0.1855,1.8334,1.4354,0.6981,0
2773,2.9361,3.8889,2.6436,1.8868,2.416,1
2774,2.9361,3.8889,2.6436,1.8868,2.416,1
2775,2.9361,3.8889,2.6436,1.8868,2.416,1
2776,-2.0134,-0.3565,2.6436,-1.3889,-0.5333,0
2777,0,1.7889,-1.3766,0.939,0.2279,1
2778,-0.5137,2.9655,0.0225,-0.4651,1.6122,0
2779,-1.0327,-1.4035,0.6752,0.9346,1.6884,0
2780,2.7826,1.0676,-4.7395,1.3889,-0.16,1
2781,2.7826,1.0676,-4.7395,1.3889,-0.16,1
2782,2.7826,1.0676,-4.7395,1.3889,-0.16,1
2783,3.5533,0.1761,2.3234,-1.3699,0.2004,1
2784,6.6993,3.6907,3.211,2.3148,0.3599,1
2785,4.1348,2.0339,-0.2,-0.4525,-1.1755,1
2786,2.2059,-0.6645,-0.2449,-0.4545,-0.3226,1
2787,-4.1727,-4.5151,-0.3348,-1.8265,0.2427,0
2788,-4.1727,-4.5151,-0.3348,-1.8265,0.2427,0
2789,-4.1727,-4.5151,-0.3348,-1.8265,0.2427,0
2790,-0.4505,1.5762,0.5823,1.3953,0.686,0
2791,0.1508,-0.1724,2.8724,-0.4587,-1.2024,1
2792,9.0361,6.7358,2.8139,0,-0.9736,1
2793,0.1381,-1.7799,-2.6316,0.9217,0.1844,1
2794,-3.4483,-1.6474,-1.8811,-0.9132,-5.5817,0
2795,-3.4483,-1.6474,-1.8811,-0.9132,-5.5817,0
2796,-3.4483,-1.6474,-1.8811,-0.9132,-5.5817,0
2797,-4.2857,-3.8526,-0.1983,0,-0.7796,0
2798,-4.3284,2.2648,-1.2144,-0.4608,2.4007,0
2799,5.3042,-0.6814,0.7376,-0.463,-0.4049,1
2800,-1.6296,-1.8868,2.241,0.4651,2.0544,0
2801,5.5723,2.972,1.1719,1.8519,0.9017,1
2802,5.5723,2.972,1.1719,1.8519,0.9017,1
2803,5.5723,2.972,1.1719,1.8519,0.9017,1
2804,5.5723,2.972,2.2094,2.2727,0.9017,1
2805,3.1384,3.3956,1.3851,-0.8889,0.4156,1
2806,0.9682,0.9852,-0.828,0.4484,0.1242,1
