,X2600.HK.Equity,X486.HK.Equity,AA.Equity,AWC.AU.Equity,HNDL.IN.Equity,Y
2077,-0.3745,0.6369,5.4755,1.7391,1.3514,0
2078,5.6391,2.8481,-0.3643,1.2821,9.2,1
2079,-2.4911,1.5385,0.6399,2.5316,0.5495,0
2080,2.5547,0.303,-6.812,4.9383,1.9429,1
2081,2.5547,0.303,-6.812,4.9383,1.9429,1
2082,2.5547,0.303,-6.812,4.9383,1.9429,1
2083,1.7794,1.2085,-1.7544,-0.7843,5.5986,1
2084,1.049,-1.4925,-0.496,-2.7668,-2.8201,1
2085,-3.1142,-2.1212,-0.7976,-1.626,2.8439,0
2086,2.1429,0.9288,-2.5126,1.6529,-0.9029,1
2087,-0.3497,-1.5337,-1.5464,0,-0.0569,0
2088,-0.3497,-1.5337,-1.5464,0,-0.0569,0
2089,-0.3497,-1.5337,-1.5464,0,-0.0569,0
2090,-3.5088,-1.5576,-1.3613,-4.065,-1.1396,0
2091,-2.1818,-2.2152,-0.1062,-1.6949,-2.6513,0
2092,-2.1818,-2.2152,-3.1881,0.431,1.3025,0
2093,0,-0.9709,-0.2195,-1.7167,1.3025,1
2094,-2.2305,3.5948,0.5501,3.9301,-0.526,0
2095,-2.2305,3.5948,0.5501,3.9301,-0.526,0
2096,-2.2305,3.5948,0.5501,3.9301,-0.526,0
2097,0.7605,-1.8927,-4.0481,0.8403,0.3525,1
2098,-0.3774,3.4829,-0.4561,-2.9167,-1.171,0
2099,-2.2727,0,2.9782,-0.8584,0.1185,0
2100,-1.1628,-0.3236,-0.4449,-0.8658,-1.4793,0
2101,-1.5686,-3.2468,-0.2235,-5.2402,0.961,0
2102,-1.5686,-3.2468,-0.2235,-5.2402,0.961,0
2103,-1.5686,-3.2468,-0.2235,-5.2402,0.961,0
2104,-3.9841,0.3356,2.6876,2.3041,-3.6883,0
2105,0.4149,-1.3378,2.2901,1.8018,1.7295,1
2106,7.438,0,0.3209,5.7522,-0.6072,1
2107,-3.8462,0,-1.919,-0.4184,-0.9774,0
2108,0.8,-0.339,-1.1957,1.6807,-0.1851,1
2109,0.8,-0.339,-1.1957,1.6807,-0.1851,1
2110,0.8,-0.339,-1.1957,1.6807,-0.1851,1
2111,1.1905,1.3605,-5.2805,-1.6529,-1.1743,1
2112,-1.5686,-1.6779,-3.0197,-1.2605,-0.8755,0
2113,0.3984,-2.7304,-3.2335,-1.2766,1.3249,1
2114,0.7937,0.7018,-3.2178,-1.7241,1.3249,1
2115,-3.1496,-0.6969,2.1739,0,-3.6115,0
2116,-3.1496,-0.6969,2.1739,0,-3.6115,0
2117,-3.1496,-0.6969,2.1739,0,-3.6115,0
2118,0.813,-2.807,3.7547,-0.4386,2.1318,1
2119,1.6129,2.1661,-0.2413,4.4053,2.277,1
2120,-1.5873,-1.4134,1.6929,2.9536,-5.3185,0
2121,1.2097,-0.7168,4.1617,0.8197,2.4167,1
2122,0.7968,1.083,-0.7991,0.4065,-1.5306,1
2123,0.7968,1.083,-0.7991,0.4065,-1.5306,1
2124,0.7968,1.083,-0.7991,0.4065,-1.5306,1
2125,-1.9763,1.0714,4.3728,-2.0243,-3.8212,0
2126,-1.6129,-0.3534,0.2205,-1.2397,-0.8754,0
2127,-0.4098,-3.5461,3.5204,-2.0921,-0.8754,0
2128,1.2346,0.7353,3.5204,-0.4274,2.038,1
2129,-0.4065,-0.365,-0.9564,-0.8584,3.3955,0
2130,-0.4065,-0.365,-0.9564,-0.8584,3.3955,0
2131,-0.4065,-0.365,-0.9564,-0.8584,3.3955,0
2132,0.8163,-2.1978,0.4292,-2.5974,-0.7727,1
2133,-0.4049,1.4981,1.2821,0,3.2446,0
2134,1.626,0.369,-1.3713,3.5556,1.1314,1
2135,-1.2,-3.3088,-3.8503,-0.4292,-1.5538,0
2136,-0.8097,1.9011,3.8932,-1.7241,-0.1894,0
2137,-0.8097,1.9011,3.8932,-1.7241,-0.1894,0
2138,-0.8097,1.9011,3.8932,-1.7241,-0.1894,0
2139,-1.6327,0.7463,-3.212,0.4386,0.253,0
2140,-3.3195,-1.1111,-5.7522,-5.6769,-4.1009,0
2141,-1.2876,-0.3745,2.5822,0.463,-2.9605,0
2142,-4.3478,-0.3759,4.9199,1.3825,2.6441,0
2143,-0.9091,-1.8868,-3.3806,4.0909,0.7266,0
2144,-0.9091,-1.8868,-3.3806,4.0909,0.7266,0
2145,-0.9091,-1.8868,-3.3806,4.0909,0.7266,0
2146,1.3761,-0.7692,1.5801,-3.4934,3.3443,1
2147,-2.2624,-3.876,1.3333,-0.4525,0.2538,0
2148,11.1111,-1.2097,1.3158,0,-0.5696,1
2149,0.8333,-2.449,-0.974,0,3.501,1
2150,-2.0661,-1.6736,0.8743,-5,-1.722,0
2151,-2.0661,-1.6736,0.8743,-5,-1.722,0
2152,-2.0661,-1.6736,0.8743,-5,-1.722,0
2153,3.3755,0,0.9751,0,1.7522,1
2154,0.4082,0,2.5751,0,-2.091,1
2155,4.065,0,6.59,7.6555,5.402,1
2156,1.1719,0,-0.6869,4.8889,1.6091,1
2157,1.1719,0,-0.6869,4.8889,1.6091,1
2158,1.1719,0,-0.6869,4.8889,1.6091,1
2159,1.1719,0,-0.6869,4.8889,1.6091,1
2160,-0.3861,0.4255,-1.3834,4.8889,-0.3519,0
2161,0.3876,-0.4237,1.503,0,-0.6474,1
2162,-0.3861,0,-1.6782,-1.6949,0.3555,0
2163,-0.3876,0.8511,-0.9036,-0.431,0.059,0
2164,-0.3876,0.8511,-0.9036,-0.431,0.177,0
2165,-0.3876,0.8511,-0.9036,-0.431,0.177,0
2166,-0.3876,0.8511,-0.9036,-0.431,0.177,0
2167,-4.2802,-1.2658,-1.6211,-1.7316,-4.8881,0
2168,0,0.4274,-4.5314,-3.0837,2.291,1
2169,0,0,-7.1197,-2.7273,-2.4818,1
2170,-6.0976,-0.4255,-3.9489,-3.271,-4.8417,0
2171,3.4632,0.4274,-2.4184,-1.9324,0.3262,1
2172,3.4632,0.4274,-2.4184,-1.9324,0.3262,1
2173,3.4632,0.4274,-2.4184,-1.9324,0.3262,1
2174,-5.0209,-0.4255,-0.8674,-0.4926,1.3004,0
2175,0.4405,-0.8547,-9,-2.4752,-2.9525,1
2176,1.3158,-0.8621,-2.0604,11.1675,1.455,1
2177,-2.5974,1.7391,1.5428,-4.1096,-2.6076,0
2178,-1.3333,-1.2821,-4.6961,0,-3.8822,0
2179,-1.3333,-1.2821,-4.6961,0,-3.8822,0
2180,-1.3333,-1.2821,-4.6961,0,-3.8822,0
2181,-0.9009,-6.0606,-4.6961,-0.4762,-0.8357,0
2182,5.4545,1.8433,-2.3188,0.4785,0.9129,1
2183,-0.431,-2.7149,0,-0.9524,-5.9151,0
2184,-3.0303,-4.186,5.1929,3.3654,1.0355,0
2185,3.5714,3.3981,-3.103,3.7209,5.9297,1
2186,3.5714,3.3981,-3.103,3.7209,5.9297,1
2187,3.5714,3.3981,-3.103,3.7209,5.9297,1
2188,2.1552,3.2864,-1.0189,1.7937,-0.4838,1
2189,-4.6414,-6.3636,5,1.7937,-0.4838,0
2190,0,1.9417,-2.521,-1.3216,-1.3194,1
2191,-1.3274,2.8571,0.5747,-5.3571,-1.9001,0
2192,4.4843,2.7778,4.1429,-2.3585,1.1478,1
2193,4.4843,2.7778,4.1429,-2.3585,1.1478,1
2194,4.4843,2.7778,4.1429,-2.3585,1.1478,1
2195,0,0.9009,-1.0974,0.4831,0.8511,1
2196,3.8627,-1.7857,-3.3287,-1.9231,-3.5865,1
2197,2.8926,0.9091,8.7896,-1.9608,-2.7717,1
2198,0,2.7027,10.0662,8.5,3.0758,1
2199,0.8032,0.8772,-2.2864,7.8341,3.7118,1
2200,0.8032,0.8772,-2.2864,7.8341,3.7118,1
2201,0.8032,0.8772,-2.2864,7.8341,3.7118,1
2202,0.8032,0.8772,-2.7094,-0.8547,-2.0351,1
2203,0.8032,0.8772,-1.1392,-3.4483,0.2865,1
2204,0.8032,0.8772,-3.4571,0,-4.4286,1
2205,-5.5777,-2.6087,-2.7851,-2.2321,-4.7833,0
2206,-2.1097,-0.8929,4.9113,1.3699,-4.3956,0
2207,-2.1097,-0.8929,4.9113,1.3699,-4.3956,0
2208,-2.1097,-0.8929,4.9113,1.3699,-4.3956,0
2209,3.4483,2.7027,4.9113,3.1532,10.0164,1
2210,2.5,0.4386,5.5917,5.6769,-3.209,1
2211,-0.813,1.7467,4.9261,-1.2397,1.4649,0
2212,3.6885,1.2876,-4.6948,5.4393,4.7112,1
2213,-0.7905,-0.4237,-3.0788,-3.1746,0.2177,0
2214,-0.7905,-0.4237,-3.0788,-3.1746,0.2177,0
2215,-0.7905,-0.4237,-3.0788,-3.1746,0.2177,0
2216,2.3904,0,13.2147,3.2787,0.6517,1
2217,5.0584,0,-4.2649,0.7937,-1.4388,1
2218,5.9259,0,2.6964,-1.1811,-3.0657,1
2219,-3.4965,0,1.2557,1.992,1.1295,0
2220,5.0725,6.383,0,2.3438,3.4252,1
2221,5.0725,6.383,0,2.3438,3.4252,1
2222,5.0725,6.383,0,2.3438,3.4252,1
2223,-8.2759,-0.4,0.6764,2.6718,-1.0079,0
2224,1.5038,11.245,2.0157,0.7709,2.1818,1
2225,3.3333,-2.8881,5.5982,2.2556,6.6904,1
2226,2.1505,4.8327,-1.5593,1.4706,5.7372,1
2227,1.0526,1.4184,1.056,-5.0725,0.1893,1
2228,1.0526,1.4184,1.056,-5.0725,0.1893,1
2229,1.0526,1.4184,1.056,-5.0725,0.1893,1
2230,-1.7361,0.6993,4.9112,6.1069,0.1893,0
2231,1.0601,-2.7778,-7.0717,-2.1583,4.7229,1
2232,-5.9441,-2.5,0.9646,-1.1029,-2.4654,0
2233,-1.8587,-1.0989,1.8047,1.487,3.3292,0
2234,2.2727,0.7407,-0.7299,2.5641,-0.358,1
2235,2.2727,0.7407,-0.7299,2.5641,-0.358,1
2236,2.2727,0.7407,-0.7299,2.5641,-0.358,1
2237,0,2.5735,1.5756,1.0714,1.6766,1
2238,-1.8519,-1.4337,-5.274,-6.3604,-1.1779,0
2239,0,0,6.3319,0,-2.8605,1
2240,1.8868,0,2.0534,1.8868,-0.6135,1
2241,0,-2.5455,0.9054,-1.4815,5.1852,1
2242,0,-2.5455,0.9054,-1.4815,5.1852,1
2243,0,-2.5455,0.9054,-1.4815,5.1852,1
2244,-0.7407,1.1194,-1.3958,-0.7519,0.939,0
2245,-2.6119,1.476,-0.4044,0.3788,1.1628,0
2246,-1.5326,-2.5455,-5.3807,0.3774,4.9425,0
2247,-1.9455,-0.3731,2.6824,-2.6316,4.9425,0
2248,-1.9455,-0.3731,2.6824,-2.6316,4.9425,0
2249,-1.9455,-0.3731,2.6824,-2.6316,4.9425,0
2250,-1.9455,-0.3731,2.6824,-2.6316,4.9425,0
2251,-1.9455,-0.3731,1.3584,-2.6316,-8.8171,0
2252,-1.5873,-0.3745,0.2062,-0.3861,1.3814,0
2253,1.2097,1.1278,-0.4115,0.7752,4.2654,1
2254,-1.5936,-0.3717,-1.0331,0,-0.0568,0
2255,3.6437,-2.6119,0.5219,0.7692,-1.4781,1
2256,3.6437,-2.6119,0.5219,0.7692,-1.4781,1
2257,3.6437,-2.6119,0.5219,0.7692,-1.4781,1
2258,3.6437,-2.6119,-2.3884,0,2.8275,1
2259,0.3906,-1.5326,0.1064,-0.7634,-4.7138,1
2260,0.3891,2.7237,0.9564,0,4.7703,1
2261,0.3876,-1.5152,-0.2105,0.3846,-1.855,1
2262,-0.7722,-1.1538,-1.1603,-2.2989,0.4582,0
2263,-0.7722,-1.1538,-1.1603,-2.2989,0.4582,0
2264,-0.7722,-1.1538,-1.1603,-2.2989,0.4582,0
2265,4.2802,1.1673,3.9488,-3.9216,5.1311,1
2266,-0.3731,1.5385,-2.6694,4.4898,-0.2169,0
2267,2.2472,1.5152,3.27,3.125,4.6739,1
2268,-0.3663,0.7463,2.2472,4.1667,4.6739,0
2269,-0.3676,-2.2222,0,-0.7273,4.6739,0
2270,-0.3676,-2.2222,0,-0.7273,4.6739,0
2271,-0.3676,-2.2222,0,-0.7273,4.6739,0
2272,-3.321,-1.1364,0.7992,0.3663,0.7788,0
2273,2.6718,0.7663,4.3608,3.6496,0.7788,1
2274,0,2.2814,0.5698,2.1127,4.8944,1
2275,2.2305,4.8327,-1.6053,-1.0345,0,1
2276,-4,-0.3546,-0.1919,-1.7422,-0.6876,0
2277,-4,-0.3546,-0.1919,-1.7422,-0.6876,0
2278,-4,-0.3546,-0.1919,-1.7422,-0.6876,0
2279,-1.1364,1.4235,-2.3077,-1.7422,-2.6706,0
2280,0,-1.4035,4.9213,2.4823,4.8272,1
2281,3.0651,0,6.0976,3.1142,-1.3572,1
2282,-0.7435,-2.1352,-1.4147,1.6779,-4.7666,0
2283,-2.6217,-1.8182,0.1794,-1.3201,-0.5676,0
2284,-2.6217,-1.8182,0.1794,-1.3201,-0.5676,0
2285,-2.6217,-1.8182,0.1794,-1.3201,-0.5676,0
2286,-2.6217,-1.8182,-1.88,2.6756,2.3871,0
2287,-1.1538,-2.963,-5.5657,2.2801,-1.7739,0
2288,-1.5564,0.7634,-0.7752,-8.2803,-5.934,0
2289,-1.1858,-1.5152,-2.1484,-2.7778,-0.768,0
2290,-0.8,-1.5385,0.1996,0,1.6031,0
2291,-0.8,-1.5385,0.1996,0,1.6031,0
2292,-0.8,-1.5385,0.1996,0,1.6031,0
2293,-2.0161,-0.7812,-5.7769,-1.0714,-0.2176,0
2294,-0.4115,0.7874,2.2199,-5.7762,-2.0174,0
2295,0.4132,-1.5625,-1.3444,1.5326,1.9477,1
2296,-0.823,0,-1.0482,1.5094,1.9651,0
2297,-2.0747,0,-2.5424,-0.3717,-4.3897,0
2298,-2.0747,0,-2.5424,-0.3717,-4.3897,0
2299,-2.0747,0,-2.5424,-0.3717,-4.3897,0
2300,3.8136,-4.3651,0.8696,1.1194,0.5599,1
2301,-0.8163,-3.7344,0.2155,2.952,-0.7795,0
2302,-2.8807,0.8621,-3.0108,0.7168,0.0561,0
2303,-1.2712,1.7094,1.1086,-1.7794,-2.3556,0
2304,-0.4292,1.2605,-0.1096,3.2609,-0.1149,0
2305,-0.4292,1.2605,-0.1096,3.2609,-0.1149,0
2306,-0.4292,1.2605,-0.1096,3.2609,-0.1149,0
2307,-1.7241,-3.7344,1.8661,0.3509,-0.0575,0
2308,-0.4386,0.431,1.5086,-1.049,-0.6904,0
2309,1.3216,1.2876,1.9108,0.3534,2.8389,1
2310,0.8696,0.4237,-0.9375,0.7042,1.7465,1
2311,0.431,0,-1.6824,0.3497,1.7719,1
2312,0.431,0,-1.6824,0.3497,1.7719,1
2313,0.431,0,-1.6824,0.3497,1.7719,1
2314,1.2876,-0.8439,-1.6824,0,12.0239,1
2315,-0.4237,0,-0.8556,-1.3937,2.2341,0
2316,0.4255,-1.2766,0.3236,-2.1201,-2.0428,1
2317,0.8475,-1.2931,0.3226,-2.5271,2.8613,1
2318,0,0.8734,2.0364,2.5926,-0.4715,1
2319,0,0.8734,2.0364,2.5926,-0.4715,1
2320,0,0.8734,2.0364,2.5926,-0.4715,1
2321,0,1.2987,3.3613,5.0542,1.2316,1
2322,3.3613,0.4274,-0.5081,0.3436,2.4801,1
2323,-0.813,-0.4255,1.0215,-0.3425,-0.137,0
2324,-0.813,-0.4255,-0.5056,-0.6873,1.4175,0
2325,-1.2295,0.4274,-3.5569,-1.0381,3.9675,0
2326,-1.2295,0.4274,-3.5569,-1.0381,3.9675,0
2327,-1.2295,0.4274,-3.5569,-1.0381,3.9675,0
2328,-2.4896,-2.5532,-1.7914,-1.0381,-0.5204,0
2329,0.4255,1.31,-2.3605,-2.4476,0.7847,1
2330,0,-0.8621,3.8462,-2.1505,0.1298,1
2331,-0.4237,-0.4348,-0.6349,-4.0293,2.851,0
2332,0.8511,-8.7336,2.0234,0.7634,-0.21,1
2333,0.8511,-8.7336,2.0234,0.7634,-0.21,1
2334,0.8511,-8.7336,2.0234,0.7634,-0.21,1
2335,1.2658,2.8708,1.8789,1.1364,1.8939,1
2336,0.8333,2.3256,1.0246,0,2.024,1
2337,0.8264,5,0.3043,-0.7491,-1.0526,1
2338,-0.4098,-1.7316,2.6289,1.8868,1.3912,0
2339,-2.4691,-4.4053,-7.5862,-3.3333,-5.3269,0
2340,-2.4691,-4.4053,-7.5862,-3.3333,-5.3269,0
2341,-2.4691,-4.4053,-7.5862,-3.3333,-5.3269,0
2342,2.5316,1.3825,-2.9851,-1.5326,2.1313,1
2343,-0.4115,0.4545,2.5275,-2.7237,-1.4608,0
2344,0.4132,2.7149,-2.4652,2,1.6095,1
2345,0,1.7621,1.8681,1.5686,2.4177,1
2346,0,1.7621,3.0205,2.7027,1.5466,1
2347,0,1.7621,3.0205,2.7027,1.5466,1
2348,0,1.7621,3.0205,2.7027,1.5466,1
2349,6.9959,7.3593,3.0205,2.2556,0.9619,1
2350,-1.1538,-1.6129,-3.0366,-1.1029,-1.8261,0
2351,1.1673,-2.0492,-0.7559,-1.487,-1.8261,1
2352,1.5385,2.0921,1.6322,-0.7547,3.2754,1
2353,0,0.4098,5.1392,0.3802,-0.6656,1
2354,0,0.4098,5.1392,0.3802,-0.6656,1
2355,0,0.4098,5.1392,0.3802,-0.6656,1
2356,1.8939,1.2245,3.2587,5.303,1.7343,1
2357,2.2305,2.0161,5.4241,0.7194,4.8043,1
2358,0.3636,1.9763,0.1871,1.4286,0.4067,1
2359,-0.7246,-3.1008,0,0.7042,0,0
2360,-2.5547,3.6,1.9608,1.7483,1.1782,0
2361,-2.5547,3.6,1.9608,1.7483,1.1782,0
2362,-2.5547,3.6,1.9608,1.7483,1.1782,0
2363,-1.4981,2.7027,0,0.3436,-0.1092,0
2364,-1.1407,1.8797,-2.6557,-4.4521,0.5464,0
2365,-0.7692,2.952,-0.1881,-1.4337,-1.5217,0
2366,1.1628,1.7921,-0.0943,-1.4545,-1.4717,1
2367,-2.2989,0.7042,-0.283,-0.369,1.5683,0
2368,-2.2989,0.7042,-0.283,-0.369,1.5683,0
2369,-2.2989,0.7042,-0.283,-0.369,1.5683,0
2370,1.9608,0.3497,-0.7569,-2.5926,-0.5882,1
2371,0,0.6969,1.7159,-1.5209,-2.6257,1
2372,-0.7692,-1.7301,0.656,3.861,1.6331,0
2373,-1.5504,-1.0563,-0.5587,-1.1152,0.3363,0
2374,-1.5748,-1.7794,-0.5618,-0.3759,-0.5214,0
2375,-1.5748,-1.7794,-0.5618,-0.3759,-0.5214,0
2376,-1.5748,-1.7794,-0.5618,-0.3759,-0.5214,0
2377,4.4,-1.087,-1.4124,1.8868,2.2838,1
2378,4.4,-1.087,-1.4327,-1.4815,-0.8053,1
2379,5.364,-2.1978,1.1662,0,0.1476,1
2380,0.3636,1.4981,-0.0961,1.8797,1.0317,1
2381,0.7246,0.369,0.9615,0.738,4.814,1
2382,0.7246,0.369,0.9615,0.738,4.814,1
2383,0.7246,0.369,0.9615,0.738,4.814,1
2384,1.4388,3.3088,-0.4762,0.7326,3.7926,1
2385,-0.7092,1.4235,-0.9569,-2.1818,-1.7097,0
2386,-0.3571,-1.4035,-0.1932,-1.1152,-0.5457,0
2387,0.7168,-1.4235,0.8712,0,-2.4348,1
2388,0,0.361,-2.3992,0,2.8822,1
2389,0,0.361,-2.3992,0,2.8822,1
2390,0,0.361,-2.3992,0,2.8822,1
2391,0,1.0791,3.4415,-1.1278,2.8822,1
2392,1.4235,-0.7117,-2.1863,1.5209,5.6713,1
2393,0.7018,-0.3584,0.6803,0.3745,0.8406,1
2394,-0.6969,0,0.8687,1.8657,-1.026,0
2395,-0.3509,0.3597,-1.7225,-0.3663,2.9802,0
2396,-0.3509,0.3597,-1.7225,-0.3663,2.9802,0
2397,-0.3509,0.3597,-1.7225,-0.3663,2.9802,0
2398,0.3521,3.5842,0.4869,-1.4706,-1.8245,1
2399,-0.7018,4.4983,1.7442,0.7463,-0.3204,0
2400,0.7067,-1.3245,-4.381,0.7407,0.9322,1
2401,0.3509,-2.349,0.3984,0.7353,-1.7516,1
2402,0,-0.6873,-0.7937,1.8248,0.8104,1
2403,0,-0.6873,-0.7937,1.8248,0.8104,1
2404,0,-0.6873,-0.7937,1.8248,0.8104,1
2405,-0.6993,-0.692,2.6,-3.2258,1.8006,0
2406,1.0563,-1.3937,-0.8772,2.9214,2.8111,1
2407,1.3937,0,-0.885,-1.4815,-2.1505,1
2408,-0.6873,-2.8269,0.496,-2.2556,-1.0989,0
2409,-0.346,0.3636,0,5.7692,-0.1587,0
2410,-0.346,0.3636,0,5.7692,-0.1587,0
2411,-0.346,0.3636,0,5.7692,-0.1587,0
2412,0,3.9855,0,8.3636,-0.1587,1
2413,2.0833,0.3484,1.8756,-3.3557,1.44,1
2414,-1.0204,1.0417,-1.0659,-0.6944,0.7571,0
2415,1.3746,0.3436,-0.8815,-2.7972,1.4089,1
2416,0.339,-0.6849,-5.1383,0.3597,-4.3841,1
2417,0.339,-0.6849,-5.1383,0.3597,-4.3841,1
2418,0.339,-0.6849,-5.1383,0.3597,-4.3841,1
2419,-5.7432,-2.7586,1.875,-4.3011,-9.041,0
2420,-0.3584,0,-2.6585,0.3745,-9.041,0
2421,0.7194,-1.0638,-1.3655,-1.1194,1.7039,1
2422,-1.0714,2.8674,0.852,-0.3774,1.6056,0
2423,-1.0714,2.8674,-0.3168,0,-1.9924,0
2424,-1.0714,2.8674,-0.3168,0,-1.9924,0
2425,-1.0714,2.8674,-0.3168,0,-1.9924,0
2426,1.444,-3.1359,-0.8475,0,0.9113,1
2427,1.0676,-0.3597,0.8547,1.1364,1.1462,1
2428,-0.3521,-4.3321,2.4364,3.3708,2.7129,0
2429,1.4134,-3.0189,1.1375,1.4493,3.3768,1
2430,-0.3484,-0.7782,-0.2045,1.4286,-0.097,0
2431,-0.3484,-0.7782,-0.2045,1.4286,-0.097,0
2432,-0.3484,-0.7782,-0.2045,1.4286,-0.097,0
2433,-1.3986,1.1765,-0.8197,-0.7042,-0.5503,0
2434,-0.3546,-0.3876,-0.3099,-1.4184,-2.3112,0
2435,-0.3559,-1.9455,2.3834,3.2374,4.5651,0
2436,1.7857,1.4506,0.8097,1.7422,-4.3977,1
2437,-1.4035,-2.7559,1.8072,0,1.8,0
2438,-1.4035,-2.7559,1.8072,0,1.8,0
2439,-1.4035,-2.7559,1.8072,0,1.8,0
2440,1.7794,6.4777,-0.1972,-0.3425,0.9168,1
2441,1.049,7.2243,0.7905,-0.6873,0.0973,1
2442,1.7301,1.0638,1.9608,-1.7301,1.9449,1
2443,0.3401,-2.1053,1.859,2.1127,0.6995,1
2444,1.0169,-1.0753,-1.2901,0.6897,-0.221,1
2445,1.0169,-1.0753,-1.2901,0.6897,-0.221,1
2446,1.0169,-1.0753,-1.2901,0.6897,-0.221,1
2447,1.0169,-1.0753,0.4463,0.6849,1.7405,1
2448,-2.6846,-0.3623,-11.4249,4.4218,1.7405,0
2449,0,-1.8182,-2.8664,-3.2573,1.7405,1
2450,0,-0.7407,-1.3279,-2.0202,-3.4837,1
2451,0,-1.4925,-1.1589,4.811,-0.3545,1
2452,0,-1.4925,-1.1589,4.811,-0.3545,1
2453,0,-1.4925,-1.1589,4.811,-0.3545,1
2454,0,-1.8939,-0.3404,-1.3115,-2.555,1
2455,1.0345,0.3861,0.6072,-0.3322,1.1284,1
2456,-0.3413,-1.9231,1.9992,1.6667,-0.8861,0
2457,-1.0274,-0.3922,-1.2944,0.6557,2.8146,0
2458,-1.0274,-0.3922,0.7119,-0.6515,-2.19,0
2459,-1.0274,-0.3922,0.7119,-0.6515,-2.19,0
2460,-1.0274,-0.3922,0.7119,-0.6515,-2.19,0
2461,0,-1.5748,-0.0744,2.2951,-0.6585,1
2462,-0.346,1.6,1.6009,2.5641,-0.232,0
2463,2.4306,0,1.8322,0.625,-0.1993,1
2464,1.6949,1.1811,1.5473,-4.0373,-1.265,1
2465,-3,6.6148,0.5315,1.2945,0.9103,0
2466,-3,6.6148,0.5315,1.2945,0.9103,0
2467,-3,6.6148,0.5315,1.2945,0.0668,0
2468,-1.0309,0.7299,1.2337,0.9585,0.0668,0
2469,0.3472,1.4493,7.2761,0,4.808,1
2470,0.346,1.0714,-0.3913,-1.8987,-0.2867,1
2471,0,-2.4735,5.4125,-2.2581,4.0256,1
2472,0.3448,-0.3623,4.3478,1.6502,-2.4263,1
2473,0.3448,-0.3623,4.3478,1.6502,-2.4263,1
2474,0.3448,-0.3623,4.3478,1.6502,-2.4263,1
2475,2.7491,-0.3636,-0.4762,6.4935,5.5083,1
2476,2.6756,4.0146,5.2632,0.3049,-0.1193,1
2477,0,-3.1579,8.7879,-4.8632,-3.1661,1
2478,9.4463,15.942,1.3231,6.7093,8.4207,1
2479,0,3.75,0.6873,1.7964,-1.963,1
2480,0,3.75,0.6873,1.7964,-1.963,1
2481,0,3.75,0.6873,1.7964,-1.963,1
2482,-0.8929,-1.2048,1.0922,-2.9412,-1.963,0
2483,-2.4024,-3.6585,1.9919,1.5152,-2.6407,0
2484,0,0,4.0053,0,-2.9508,1
2485,4.9231,0.6329,1.3686,-0.2985,3.3784,1
2486,-3.5191,-5.0314,-4.4898,1.7964,-1.7528,0
2487,-3.5191,-5.0314,-4.4898,1.7964,-1.7528,0
2488,-3.5191,-5.0314,-4.4898,1.7964,-1.7528,0
2489,1.5198,0.9934,0.8876,-0.8824,-4.8382,1
2490,1.7964,6.2295,2.118,2.0772,5.8468,1
2491,-0.5882,3.3951,0.5424,-0.2907,4.293,0
2492,5.9172,5.3731,0.5424,-0.8746,3.886,1
2493,0,-3.3994,0.603,1.7647,0.0277,1
2494,0,-3.3994,0.603,1.7647,0.0277,1
2495,0,-3.3994,0.603,1.7647,0.0277,1
2496,1.676,1.173,-2.6498,-0.289,-1.0249,1
2497,-0.8242,-3.1884,-3.6617,-1.7391,-1.8192,0
2498,-4.1551,-3.2934,-2.5563,-2.3599,0.1995,0
2499,3.1792,3.7152,-0.3107,0.3021,-2.5036,1
2500,-0.8403,0,0.554,-3.3133,-1.5174,0
2501,-0.8403,0,0.554,-3.3133,-1.5174,0
2502,-0.8403,0,0.554,-3.3133,-1.5174,0
2503,0,0.8955,7.5069,5.919,3.4074,1
2504,2.2599,4.4379,-0.2242,1.4706,0.5158,1
2505,-1.9337,3.1161,-0.8026,0.2899,-0.1995,0
2506,0.5634,-1.0989,1.3269,2.3121,2.3708,1
2507,-1.6807,-2.7778,2.3635,-0.2825,1.6183,0
2508,-1.6807,-2.7778,2.3635,-0.2825,1.6183,0
2509,-1.6807,-2.7778,2.3635,-0.2825,1.6183,0
2510,-1.7094,-0.2857,-2.5273,1.1331,-0.0824,0
2511,0.5797,0.2865,-3.201,-0.2801,-2.748,1
2512,-1.4409,-1.7143,0.6944,-0.5618,-0.5369,0
2513,-4.6784,-4.0698,-2.1675,-1.6949,0.0568,0
2514,-1.5337,-1.5152,-1.3092,0,-3.3504,0
2515,-1.5337,-1.5152,-1.3092,0,-3.3504,0
2516,-1.5337,-1.5152,-1.3092,0,-3.3504,0
2517,-1.2461,1.5385,-0.3741,0.5747,-0.6169,0
2518,0.3155,-4.5455,2.9703,1.1429,-1.1824,1
2519,-0.9434,1.5873,0.8952,2.8249,0.9871,0
2520,-1.5873,0.3125,-2.2346,0,-4.4727,0
2521,0.3226,-2.1807,-0.1345,-1.3736,-1.2093,1
2522,0.3226,-2.1807,-0.1345,-1.3736,-1.2093,1
2523,0.3226,-2.1807,-0.1345,-1.3736,-1.2093,1
2524,0.3226,-2.1807,-0.1345,-1.3736,-4.8964,1
2525,0.3226,-2.1807,-0.202,-1.3736,2.6733,1
2526,0,2.5478,-0.742,0.8357,-1.2536,1
2527,-0.9646,-0.9317,-1.8349,0.8287,0.7487,0
